,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,allergens,palm_ingredients,link
931,Lasagnes à la bolognaise - La cuisine des Saveurs - 330g (1personne),26042466,Lasagnes à la bolognaise,330 g (1 personne),"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Etui', 'Carton']",['La cuisine des Saveurs'],"['Plats préparés', 'Frais', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Lasagnes préparées', 'Plats au bœuf', 'Plats préparés frais', 'Plats préparés à réchauffer au micro-ondes', 'Lasagnes à la bolognaise']","['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'Triman', 'Viande-bovine-francaise', 'Eco-Emballages']","['France', 'Viande Bovine']","[""Marie (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI de l'Aubrée - 72300 Sablé-sur-Sarthe"", 'Sarthe', 'Pays de la Loire', 'France']","['FR 72.264.003 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",['Aldi'],['France'],"['Eau', 'pâtes précuites 21 % ', 'eau', 'semoule de blé dur', 'viande de bœuf 14 %', 'concentré de tomates', 'amidon transformé de maïs', 'tomates 2 % ', 'tomates pelées concassées et jus de tomates', 'acidifiant : acide citrique', 'emmental 1,5 %', 'crème fraîche 1,5 %', 'oignons', 'lactose et protéines de lait - crème 1 %', 'sel', 'farine de blé 0,4 %', 'basilic 0,3 %', 'huile de colza', 'ail', 'sucre', 'jus concentré de carottes', ""jus concentré d'oignons"", 'paprika', 'arôme naturel de poivre', 'arôme naturel de romarin', 'arôme naturel ', 'contient du lait', 'arôme naturel de muscade et autres épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",6.8 g,en quantité modérée,3.3 g,en quantité modérée,2.8 g,en faible quantité,1.1 g,en quantité modérée,587,+10%,?,,587 kj(140 kcal),+5%,"6,8",+12%,"3,3",+31%,"13,1",+5%,"2,8",+3%,"5,8",-8%,"1,1",+40%,"0,44",+40%,5,+116%,C,+116%,C,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['E14XX - Amidons modifiés', 'E330 - Acide citrique']",4,"['Gluten', 'Lait']",,
932,Haribo family - 400,26042817,,400,,['Haribo'],,,,,,,['France'],"['zeirnecld?zoethouptr atoma', ' zout} geconcentreerde fruii arania', 'drujf', ' passievruchts', 'nflngr p', ' klpurstoffen: karmijn', 'jrunsmidde!en: bijenwas wit ,stribué par / Gedistribueerd BREDA']",[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"0,5",,"0,1",,75,,44,,6,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,
933,Velouté de poireaux et St-Jacques - Les Printanières,26042923,,,,['Les Printanières'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']","['Sans colorants', 'Sans conservateurs']",,,,,['France'],"['Eau', 'légumes 43% ', 'poireaux 16%', 'pommes de terre', 'crème ', 'contient lait', ' 3%', 'noix de Saint-Jacques * 2', '3%', 'vin bi - ', 'sulfites', 'amidon transformé de maïs', 'huile de colza', 'sel', 'beurre', 'rômes ', 'dont crustacés et poissons', 'exhausteur de goût : glutamate monc ', 'ndique', ' Traces éventuelles de céleri - moutarde - céréales du gluten - œufs ?soja et fruits à coque', '* Noix de Saint-Jacques ', 'A : Argopecten irradians - origine FAO 61 ou B : Argopecten Purpuratus - origine Pérou ou C : Palinopecten Yessoensis - Origine }apon']","['Non végétalien', 'Non végétarien']",2.5 g,en quantité modérée,1.5 g,en quantité modérée,0.7 g,en faible quantité,0.83 g,en quantité élevée,?,,49,+26%,205 kj(49 kcal),+26%,"2,5",+62%,"1,5",+148%,"4,3",-10%,"0,7",-62%,"1,5",+76%,"0,83",+29%,"0,332",+29%,3,+124%,C,+124%,C,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,66,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,"['Poisson', 'Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",,
934,Entiers 1er Choix (Champignons de Paris) - Champaris - 813494g,26043289,"Champignons de Paris, 1er choix",813494 g,"['Boîte', 'Conserve', 'Métal', 'Couvercle ouverture facile', 'boîte']",['Champaris'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve', 'Champignons de Paris entiers en conserve']","['Point Vert', '1er Choix', 'Eco-Emballages']",['Union européenne'],['Union Européenne'],,['Aldi'],['France'],"['Champignons de Paris', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0.75 g,en quantité modérée,71,-11%,?,,71 kj(17 kcal),-14%,"0,5",+43%,"0,3",+250%,"0,1",-87%,"< 0,1",-71%,"2,3",+1%,"0,75",+13%,"0,3",+13%,-3,,A,,A,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",3,,,
935,Moutarde à l'ancienne au vin blanc - Sans marque - 500g,26044002,Moutarde à l'ancienne au vinaigre et au vin blanc,500 g,['Pot'],"['Sans marque', 'Européenne de Condiments']","['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",,,,"['EMB 21200', ""Couchey (Côte-d'Or, France)""]",['Aldi'],['France'],"['eau', ""vinaigre d'alcool "", '27%', 'graines de moutarde', 'téguments de graines de moutarde', 'sel', 'vin blanc ', '5%', 'acidifiant : acide citrique', 'arômes', 'antioxydant : disulfite de potassium', 'épice ', 'curcuma']",[],11.8 g,en quantité modérée,0.9 g,en faible quantité,1.6 g,en faible quantité,5.12 g,en quantité élevée,643,-2%,154,-5%,643 kj(154 kcal),-5%,"11,8",+4%,"0,9",+13%,"2,3",-50%,"1,6",-35%,"7,2",-1%,"5,125",+3%,"2,05",+3%,11,+11%,D,+11%,C,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,"['Moutarde', 'Anhydride sulfureux et sulfites']",,
936,Oignons blancs au vinaigre - Regalo - 370g  poids net égoutté,26044033,Oignons blancs pasteurisés au vinaigre d'alcool,370 g  poids net égoutté,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Pasteurisé', 'Plastique']",['Regalo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Condiments', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plantes condimentaires', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Oignons et dérivés', 'Pickles de légumes', 'Oignons au vinaigre']",,,,,['Aldi'],['France'],"['Oignons', 'eau', 'vinaigre', 'sel', 'arômes', 'antioxydant : disulfite de sodium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,0.89 g,en quantité modérée,135,,?,,135 kj(32 kcal),-8%,0,-100%,0,-100%,6,-4%,5,+13%,1,+20%,"0,89",-41%,"0,356",-41%,-1,-212%,A,-212%,,,,,,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",4,['Anhydride sulfureux et sulfites'],,
937,Regalo 540 G (égoutté : 295 G),26044187,,540 g (égoutté : 295 g),"['Bocal', 'Verre']",['Regalo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']",,,,,,['France'],"['Cornichons', 'eau', 'vinaigre', 'sirop de glucose et fructose', 'sucre', 'sel', 'oignons', 'graines de moutarde', 'aneth', 'poivrons rouges', 'affermissant : chlorure de calcium', 'arôme', 'conservateur : disulfite de potassium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,1.4 g,en quantité modérée,?,,29,-17%,121 kj(29 kcal),-11%,"0,2",-35%,0,-100%,"4,5",-13%,4,-11%,"1,2",+29%,"1,4",+1%,"0,56",+1%,1,+3%,B,+3%,,,,,,,,,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,"['Moutarde', 'Anhydride sulfureux et sulfites']",,
938,"Spécialité Fromagère Ail & Fines Herbes (22,5 % MG)  - Lys de France - 200g",26044248,"Fromage industriel de France, à pâte fraîche, au lait pasteurisé de vache, à tartiner",200 g,"['Frais', 'Pot', 'Couvercle', 'Plastique']","['Lys de France', 'Aldi Einkauf GmbH & Compagnie-oHG']","['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages à tartiner', 'Fromages à la crème', 'Fromages industriels']",,,"[""Fromarsac (Filiale Savencia Fromage & Dairy) - 86 Rue du 8 Mai - La Prunerie - 24430 Marsac-sur-l'Isle"", 'Dordogne', 'Aquitaine', 'France']","['FR 24.256.002 CE', ""Marsac-sur-l'Isle (Dordogne, France)"", 'EMB 24256D', ""Marsac-sur-l'Isle (Dordogne, France)""]",['Aldi'],['France'],"['Fromage au lait pasteurisé', 'protéines de lait', 'sel', 'ail 0,45 %', 'fines herbes 0,20 % ', 'persil', 'ciboulette', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",22.5 g,en quantité élevée,16 g,en quantité élevée,2.8 g,en faible quantité,1.02 g,en quantité modérée,1006,-22%,?,,1006 kj(240 kcal),-22%,"22,5",-13%,16,-11%,3,+110%,"2,8",+152%,7,-60%,"1,016",-26%,"0,406",-26%,13,-8%,D,-8%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,4,['Lait'],,
939,26044491,26044491,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
940,Raisins au sirop leger - Baccara,26044897,,,,['Baccara'],,,,,,,['France'],"['raisins 54%', 'eau', 'sucre', ""correcteur d'acidité "", 'acide citrique', 'antioxydant ', 'acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,63,,264 kj(63 kcal),,"0,5",,"0,1",,15,,14,,"0,5",,0,,0,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,
941,Cerises amarena,26044934,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,279,,1167 kj(279 kcal),,"0,5",,"0,1",,69,,58,,"0,5",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,
942,Sirop de framboise - Bambo,26045283,,,,['Bambo'],"['Boissons', 'Boissons avec sucre ajouté']",['Fabriqué en France'],,,,,['France'],"['sucre', 'eau', 'sirop de glucose-fructose,jus de framboise à ba de concentrés : 1 0%', 'jus de concentré daronia', 'acidifiant : acide citrique', 'arômes', "" Fabriqué en France à partir de matières premières d'origine UE et hors UE"", ' + omoloi,']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,71 g,en quantité élevée,0.01 g,en faible quantité,?,,291,+242%,1218 kj(291 kcal),+229%,"0,5",+33%,"0,1",-40%,72,+264%,71,+288%,"0,5",-7%,"0,01",-73%,"0,004",-73%,20,+68%,E,+68%,,,,,,,,,['E330 - Acide citrique'],4,,,
943,Mini Babybel (23 % MG) - 176g (8x 22g),26045306,Fromage au lait pasteurisé - Mini Babybel (23 % MG),176 g (8 x 22 g),"['Frais', 'Emballages à jeter', 'Filet plastique', 'Etiquette plastique', 'Cellophane', 'Coque en cire alimentaire']","['Babybel', 'Bel']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages industriels']","['Fabriqué en France', 'Sans additifs', 'Sans conservateurs', 'Info-Tri Point Vert']",['France'],"['Fromageries Bel Production France (Filiale Groupe Bel) - Route du Mans - La Tournerie - 72300 Sablé-sur-Sarthe', 'Sarthe', 'Fromageries Bel Production France (Filiale Groupe Bel) - 6 Boulevard Bel - 53600 \x90Évron', 'Mayenne', 'Pays de la Loire', 'France']","['FR 72.264.001 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 53.097.002 CE', 'Évron (Mayenne, France)']",,['France'],"['Lait ', '98 %', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",23 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,1220,-5%,?,,1220 kj(292 kcal),-5%,23,-11%,"15,5",-14%,~ 0,-100%,~ 0,-100%,"21,5",+23%,"1,8",+31%,"0,72",+31%,15,+6%,D,+6%,B,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,3,['Lait'],,http://www.babybel.fr/les-produits#mini-babybel-rouge
944,Pané au colin d'alaska - 1kg,26045818,,1 kg,['Frais'],,,"['Pêche durable', 'Pêche durable MSC']",,,,,['France'],[],[],,,,,,,,,?,,192,,803 kj(192 kcal),,"7,4",,"0,8",,18,,"0,7",,12,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,
945,Terrine de pintade à la farce fine - LES TERRINES DU BOCAGE - 300g,26046327,,300 g,,['LES TERRINES DU BOCAGE'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['Fabriqué en France'],,,,,['France'],"['Viande decanard250/o g 16% ', 'origipe:UE', 'deope0!pcorÇfoiede oulet', 'couenne 21% de porc', 'oranges 3%', 'farine de blé', ""Blanc d'œuf en poudre"", 'sel', 'alcool', ""distillat d'écorces d'oranges douces et amères"", 'épices', 'plantes aromatiques', 'dextrose', 'arômes', 'extrait dorange', ' Traces éventuelles de ', ' g céleri', 'moutarde', 'lait', ' 9% Àconsommerde préférence avant la date fi urant sur le côté du couvercle', "" Fa%riqué en France à partir de matières Ite pe preneres d'origine UE et hors UE"", ' FR 22', '225', '001 _ 6 04 6327 ', 'rès ouverture par : Conserves STEPHAN 22202 Guingamp Cedey-france']",['Non végétalien'],18 g,en quantité modérée,5.6 g,en quantité élevée,1.5 g,en faible quantité,1.7 g,en quantité élevée,?,,238,-22%,996 kj(238 kcal),-22%,18,-32%,"5,6",-41%,"5,1",+197%,"1,5",+142%,14,-1%,"1,7",+11%,"0,68",+11%,14,-22%,D,-22%,E,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,4,['Gluten'],,
946,Sélection de chocolat à la menthe,26046662,,,,,,['Sans colorants'],,,,,['France'],[],[],,,,,,,,,?,,54,,226 kj(54 kcal),,22,,14,,67,,59,,5,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,
947,Bretzels Surgelés - Backer Bachmeier,26047973,,,,['Backer Bachmeier'],"['Snacks', 'Snacks sucrés']",,,,,,['France'],"['Farine de blé', 'eau', 'levure', 'sel', 'farine de blé malté', 'sucre', 'émulsifiants: E471 ', 'colza', 'lécithines de soja', ' stabilisant: E412', ""correcteur d'acidité: Hydroxyde de sodium"", ' Supplément: grains de sel Valeurs nutritionelles moyennes ', 'prêt à la consommation', ' ** 0% ', '86,8 g', ' * Pour 100 g Par portion ', '86,8 g']",[],1 g,en faible quantité,0.2 g,en faible quantité,2.6 g,en faible quantité,2.8 g,en quantité élevée,?,,214,-52%,895 kj(214 kcal),-52%,1,-95%,"0,2",-98%,42,-27%,"2,6",-93%,"8,1",+36%,"2,8",+635%,"1,12",+635%,12,-37%,D,-37%,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E412 - Gomme de guar', 'E524 - Hydroxyde de sodium']",4,"['Gluten', 'Soja']",,
948,Pommes Rissolées,26048727,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre', 'Pommes de terre rissolées', 'Pommes de terre préfrites surgelées', 'Pommes de terre rissolées surgelées', 'Pommes rissolées surgelées cuites', 'en:frozen-pre-fried-potato-cubes']",,,,,,['France'],[],[],3.6 g,en quantité modérée,0.4 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,?,,126,-12%,527 kj(126 kcal),-12%,"3,6",-18%,"0,4",-35%,"20,3",-9%,"0,2",-61%,"2,2",-7%,"0,1",-2%,"0,04",-2%,0,,B,,B,17.7%,0.0%,18.6%,14.9%,21.9%,26.9%,93,,,,,
949,Pralines - Isaura - 200g,26049069,,200 g,,['Isaura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Pralines']",,,,,,['France'],"['sucre', 'beurre de cacao', 'noisettes', 'poudre de lait entier', 'pâte de cacao', 'graisse de palme', 'poudre de lait écrémé', 'huile de tournesol', 'lactosérum en poudre ', 'contient du lait', 'lactose ', 'contient du lait', 'émulsifiants ', 'lécithines de soja', 'lécithines de tournesol', 'farine de blé', 'épices', 'beurre ', 'contient du lait', 'arôme naturel', 'amidon d extrait de vanille', 'cacao en poudre fortement dégraissé', 'sel', ""poudres a lever [carbonates acide d'ammonium"", 'carbonates acide de sodium', "" Traces éventuelles d'arachides"", ""d'autres fruits à coque et d'œuf"", ' Couverture : cacao : 25% minimum dans le chocolat au lait']","['Huile de palme', 'Non végétalien']",39 g,en quantité élevée,18 g,en quantité élevée,46 g,en quantité élevée,0.16 g,en faible quantité,?,,573,+27%,2397 kj(573 kcal),+27%,39,+141%,18,+324%,48,-30%,46,-30%,"6,2",+18%,"0,16",+375%,"0,064",+375%,27,+62%,E,+62%,,,,,,,,,"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",4,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme'],
950,Concombre - Regalo,26050034,,,,['Regalo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Concombres']",,,,,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,12.8 g,en quantité élevée,0.7 g,en quantité modérée,?,,59,+136%,247 kj(59 kcal),+140%,0,-100%,0,-100%,"13,1",+358%,"12,8",+490%,"0,6",+20%,"0,7",+64%,"0,28",+64%,0,,B,,C,92.6%,0.0%,0.0%,3.4%,3.0%,1.0%,60,,,,,
951,12 escargots préparés à la Bourguignonne - La Suggestion du Chef - 89g,26053141,"12 escargots préparés, recette à l'ail, au persil et à l'échalote, surgelés",89 g,"['Barquette', 'Aluminium', 'Plastique', 'Surgelé']",['La Suggestion du Chef'],"['Viandes', 'Surgelés', 'Plats préparés', 'Préparations de viande', 'Plats préparés surgelés', 'Escargots', 'Escargots surgelés', 'Escargots préparés']",,,,"['FR 67.482.004 CE', 'Strasbourg (Bas-Rhin, France)']",['ALDI'],['France'],"[""Chairs d'escargot Helix lucorum 50 % "", 'mollusque', 'beurre 37 % ', 'lait', 'ail 7 %', 'persil 3 %', 'échalote 1 %', 'sel', 'poivre', 'épices ', 'dont céleri']","['Non végétalien', 'Non végétarien']",28.7 g,en quantité élevée,20.1 g,en quantité élevée,2 g,en faible quantité,1.5 g,en quantité modérée,1273,-7%,?,,1273 kj(304 kcal),-6%,"28,7",-7%,"20,1",0%,2,+3%,2,+133%,"9,7",+4%,"1,5",+9%,"0,6",+9%,19,+3%,E,+3%,C,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,3,"['Céleri', 'Lait', 'Mollusques']",,"Escargots mal préparés et très élastiques.Morceaux d'intestins non enlevés! Désolés, Nous ne nous sommes pas régalés!"
952,Pommes Allumettes -  - 1kg,26053622,,1 kg,,,['Pommes allumettes'],,,,,,['France'],"['Pommes de terre', 'buile de tournesol ', '4 stabilisant : dipbospbate disodique', '%', 'dextrose,']",[],4 g,en quantité modérée,0.5 g,en faible quantité,0.2 g,en faible quantité,,,?,,134,-23%,561 kj(134 kcal),-22%,4,-25%,"0,5",-32%,21,-9%,"0,2",,"2,2",-12%,,,,,,,,,,,,,,,,,,4,,,
953,6 Cônes Chocolat Pistache - Archipel - 750ml ( 6x 125ml),26053660,"Cônes crèmes glacées chocolat et pistache, biscuit cône, chemisage et décor au cacao maigre, morceaux de noisettes sucrées",750 ml ( 6 x 125 ml),"['Surgelé', 'Boîte', 'Carton', 'Papier']","['Archipel', 'Aldi']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Cônes chocolat pistache']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']",,"['Ysco France - 53 Avenue de la 2ème DB - 61200 Argentan', 'Orne', 'Basse-Normandie', 'France']","['EMB 61006C', 'Argentan (Orne, France)']",['Aldi'],['France'],"['Crème glacée chocolat 35,5 % : eau', 'lait écrémé réhydraté', 'crème fraîche', ' sirop de glucose-fructose de blé', 'sucre', 'poudre de cacao ', '5,4 %', 'lactose et protéines de lait', ""émulsifiant : mono et diglycérides d'acides gras"", 'stabilisants : farine de graines de caroube', 'gomme guar', 'carraghénanes', '\rCrème glacée pistache 35,5 % : eau', 'crème fraîche', 'sirop de glucose-fructose de blé', 'lait écrémé réhydraté', 'sucre', 'lactose et protéines de lait', 'pâte de pistache ', '3 %', 'arôme naturel de pistache avec autres arômes naturels', ""émulsifiant : mono et diglycérides d'acides gras"", 'colorants : E141', 'E100', 'stabilisants : farine de graines de caroube', 'gomme guar', 'carraghénanes', '\rCornet biscuit 15,7 % : farine de blé', 'sucre', 'matière grasse végétale de coprah et de palme', 'dextrose', 'émulsifiant : lécithine de soja', 'lactose', 'sel', '\rChemisage et décor au cacao maigre 11,4 % : matière grasse végétale de coprah', 'sucre', 'cacao maigre en poudre ', '7,5 %', 'lactose et protéines de lait', 'émulsifiant : lécithine de soja', '\rGrains de noisettes sucrées 1,9 % : sucre', 'noisettes']","['Huile de palme', 'Non végétalien']",14.3 g,en quantité modérée,9.9 g,en quantité élevée,27 g,en quantité élevée,0.17 g,en faible quantité,1248,+10%,?,,1248 kj(298 kcal),+7%,"14,3",+8%,"9,9",-2%,"38,4",+5%,27,+3%,"3,4",+3%,"0,17",+31%,"0,068",+31%,16,-5%,D,-5%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E100 - Curcumine', 'E322i - Lécithine']",4,"['Lait', 'Fruits à coque']",,
954,"10 hachés ultra tendres (15 % MG), Surgelés - Pur Régal - 1Kg (10x 100g)",26053820,Préparation à 80 % de viande bovine hachée avec protéines végétales,1 Kg (10 x 100 g),"['Surgelé', 'Boîte', 'Carton', 'Sachet plastique', '10 Sachets individuels']",['Pur Régal'],"['Viandes', 'Surgelés', 'Bœuf', 'Viandes surgelées', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande surgelées', 'Préparations de viande hachée', 'Préparations de viande hachées surgelées', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée surgelées']","['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'Viande-bovine-francaise', '15\xa0% MG', 'Eco-Emballages']","['France', 'Viande Bovine']","[""Groupe Bigard - Rue du 60ème Régiment d'Infanterie - 80470 Ailly-sur-Somme"", 'Somme', 'Picardie', 'France']","['FR 80.011.001 CE', 'Ailly-sur-Somme (Somme, France)']",['Aldi'],['France'],"['Viande bovine hachée origine France 80 %', 'eau', 'protéines de soja 2,6 %', 'arômes', 'betterave rouge déshydratée', 'sel', 'dextrose de blé', 'jus de tomate concentré', ""extraits d'épices "", 'paprika et poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",15 g,en quantité modérée,7.5 g,en quantité élevée,0.7 g,en faible quantité,0.64 g,en quantité modérée,844,-9%,?,,844 kj(202 kcal),-7%,15,-7%,"7,5",+5%,1,-64%,"0,7",-21%,16,+9%,"0,64",-30%,"0,256",-30%,11,0%,D,0%,,,,,,,,,,4,['Soja'],,
