,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,quantity,nova_score,markets,packaging,traceability_code,allergens,additives,palm_ingredients,ingredients_origins,brand_owner,generic_name,manufacturing,link,producer_info
620,FILETS DE LAPIN A LA PROVENCALE - LOEUL ET PIRIOT - 0.200kg,3277820076950,E,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale partiellement hydrogénée ', 'colza', 'palme', 'huile végétale ', 'colza', 'sel', 'sucre', 'plantes aromatiques ', 'origan', 'basilic', 'romarin', 'thym', 'hydrolysat de protéine végétale', 'épices', ""extraits d'épices "", 'ail', 'oignon', 'poivre', 'piment', 'paprika']","['Huile de palme', 'Non végétalien', 'Non végétarien']",8.8 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en quantité modérée,?,,166,+8%,695 kj(166 kcal),+5%,"8,8",+12%,"1,6",-33%,"0,6",-14%,"0,6",+42%,21,+7%,"1,2",+139%,"0,48",+139%,3,+392%,C,+392%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['LOEUL ET PIRIOT'],0.200 kg,4,,['Barquette polystyrène rouge'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,['Huile de palme'],,,Filets de lapin recette provençale,['Thouars'],https://www.lapin-et-papilles.fr,
621,8 tortillas de blé - Leader Price,31334693,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains blancs', 'Pains de blé', 'Tortillas de blé']",['France'],[],[],8 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en faible quantité,1.3 g,en quantité modérée,?,,332,+6%,1389 kj(332 kcal),+6%,8,+14%,"0,9",-43%,"54,2",+4%,"1,3",-36%,"9,6",+14%,"1,3",-2%,"0,52",-2%,4,-30%,C,-30%,58.3%,22.1%,12.8%,6.0%,0.9%,0.0%,93,,['Leader Price'],,,['Leader Price'],,,,,,,,,,,
622,Velouté de légumes,8433308027820,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],[],[],1 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,0.7 g,en quantité modérée,?,,28,-28%,117 kj(28 kcal),-28%,1,-35%,"0,2",-67%,"3,2",-33%,"1,2",-35%,1,+17%,"0,7",+9%,"0,28",+9%,3,+124%,C,+124%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,,,,
623,Apple juice pressed cloudy,5023867010321,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"0,5",,"0,1",,"11,2",,"11,2",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Noix de macadamia grillées,2600307032933,,,['France'],[],[],,,,,,,,,?,,755,,3159 kj(755 kcal),,76,,12,,"4,4",,"4,1",,"9,3",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,12 filets de lapin à la provençale - Lapin de France - 0.630kg,2197839006308,E,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale partiellement hydrogénée ', 'colza', 'palme', 'huile végétale ', 'colza', 'sel', 'sucre', 'plantes aromatiques ', 'origan', 'basilic', 'romarin', 'thym', 'hydrolysat de protéine végétale', 'épices', ""extraits d'épices "", 'ail', 'oignon', 'poivre', 'piment', 'paprika']","['Huile de palme', 'Non végétalien', 'Non végétarien']",8.8 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en quantité modérée,693,+1%,?,,693 kj(166 kcal),+5%,"8,8",+12%,"1,6",-33%,"0,6",-14%,"0,6",+42%,21,+7%,"1,2",+139%,"0,48",+139%,3,+392%,C,+392%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['Lapin de France'],0.630 kg,4,,['Barquette polystyrène rouge'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,['Huile de palme'],,,Filets de lapin à la provençale,['Thouars'],https://www.lapin-et-papilles.fr,
626,pois chiches avec legumes,8413239200714,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,"1,4",,"0,9",,"12,3",,"0,3",,4,,"0,9",,"0,36",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
627,Beignet Pate a Tartiner X5 - Auchan,2030500463546,,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,9,,"3,22",,"37,66",,"9,11",,"7,92",,"0,59",,"0,236",,,,,,,,,,,,,,['Auchan'],,,['Auchan'],,,,,,,,,,,
628,4 crêpes pomme avec morceaux - Maison Trillaud,3578802000124,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,"7,6",,"4,4",,"39,1",,"24,9",,"5,4",,"0,216",,"0,086",,,,,,,,,,,,,,['Maison Trillaud'],,,,,,,,,,,,,,
629,Bio Kokosöl - DE-ÖKO - 1,4260096390706,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],['DE-ÖKO'],1,,,,,,,,,,,,,
630,Piment au vinaigre,8414373009072,,,['France'],[],[],,,,,,,,,?,,124,,519 kj(124 kcal),,"1,5",,"1,5",,"4,5",,1,,"1,7",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Mon couscous poulet et merguez - Hannah milouda - 2000g,3760007290312,,,['France'],"['42% Légumes cuisinés en proportion variable ', 'eau', 'carottes', 'courgettes', 'navets', 'céleri', 'pois chiches', 'poivrons', 'oignons', 'sel', 'épices et aromates ', 'dont moutarde et céleri', 'huile de tournesol', ' – 36% Semoule cuisinée ', 'semoule de blé dur ', 'contient du gluten', 'eau', 'huile de tournesol', 'sel', ' – 16% Poulet cuisiné ', 'poulet 95%', 'huile de tournesol', 'sel', 'poivre', ' - 6% Merguez ', 'viande de bœuf 69%', 'gras de bœuf', 'sel', 'lactose', 'sirop de glucose', ""épices et extraits d'épices"", 'conservateurs : ascorbate de sodium ', 'E301', ' - nitrite de sodium ', 'E250', 'acidifiant : acétate de sodium ', 'E262', 'colorants : extrait de paprika ', 'E160c', ' - rouge de betterave ', 'E162', ' - carmin de cochenille ', 'E120']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,104,,435 kj(104 kcal),,"4,1",,"1,1",,11,,"0,5",,"5,7",,"0,9",,"0,36",,,,,,,,,,,,,,['Hannah milouda'],2000 g,4,,,"['EMB 59234', 'Flers-en-Escrebieux (Nord, France)']","['Céleri', 'Gluten', 'Lait']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E262 - Acétates de sodium', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave', 'E120 - Acide carminique']",,,,Couscous pm hannah milouda 2kg,,,
632,10 râbles tranchés fin de lapin à la provençale - LOEUL ET PIRIOT - 0.862kg,2573123006207,E,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale partiellement hydrogénée ', 'colza', 'palme', 'huile végétale ', 'colza', 'sel', 'sucre', 'plantes aromatiques ', 'origan', 'basilic', 'romarin', 'thym', 'hydrolysat de protéine végétale', 'épices', ""extraits d'épices "", 'ail', 'oignon', 'poivre', 'piment', 'paprika']","['Huile de palme', 'Non végétalien', 'Non végétarien']",8.8 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en quantité modérée,693,+1%,?,,693 kj(166 kcal),+5%,"8,8",+12%,"1,6",-33%,"0,6",-14%,"0,6",+42%,21,+7%,"1,2",+139%,"0,48",+139%,3,+392%,C,+392%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['LOEUL ET PIRIOT'],0.862 kg,4,,['Barquette polystyrène noire'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,['Huile de palme'],,,Morceaux choisis de lapin à la provençale,['Thouars'],https://www.lapin-et-papilles.fr,
633,Gâteau à la broche,0208352099189,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,"23,7",,"9,41",,48,,"27,5",,"5,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Sucette au chocolat en coeur,0200030058679,,,['France'],[],[],,,,,,,,,?,,548,,2293 kj(548 kcal),,32,,19,,59,,58,,"4,4",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,LOUISIANE salade composée,0209522019617,,,['France'],[],[],,,,,,,,,?,,115,,481 kj(115 kcal),,"6,4",,"2,7",,"7,2",,"3,5",,"7,1",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Jambon roti aux herbes - Despi,2228507025717,,,['France'],[],[],,,,,,,,,?,,133,,556 kj(133 kcal),,5,,"1,8",,"0,1",,"0,1",,22,,"2,2",,"0,88",,,,,,,,,,,,,,['Despi'],,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)', 'EMB 12063C', 'Cavalerie (Aveyron, France)']",,,,,,,,,
637,Muesli Bio Croustillant 3 chocolats,3111902887020,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,474,,1983 kj(474 kcal),,21,,7,,"59,3",,"18,9",,"8,3",,"0,03",,"0,012",,,,,,,,,,,,,"['Bio', 'en:palm-oil-free']",,,,,,,,,,,,,,,
638,Rôti de dinde farci aux champignons & cognac - Casino,3222477088825,,,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,11,,"3,3",,1,,0,,19,,"0,7",,"0,28",,,,,,,,,,,,,,['Casino'],,,['Casino'],,,,,,,,,,,
639,10 Râbles tranchés fin de lapin à la provençale - LOEUL ET PIRIOT - 0.862kg,2775328006208,E,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale partiellement hydrogénée ', 'colza', 'palme', 'huile végétale ', 'colza', 'sel', 'sucre', 'plantes aromatiques ', 'origan', 'basilic', 'romarin', 'thym', 'hydrolysat de protéine végétale', 'épices', ""extraits d'épices "", 'ail', 'oignon', 'poivre', 'piment', 'paprika']","['Huile de palme', 'Non végétalien', 'Non végétarien']",8.8 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en quantité modérée,693,+1%,?,,693 kj(166 kcal),+5%,"8,8",+12%,"1,6",-33%,"0,6",-14%,"0,6",+42%,21,+7%,"1,2",+139%,"0,48",+139%,3,+392%,C,+392%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['LOEUL ET PIRIOT'],0.862 kg,4,,['Barquette polystyrène noire'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,['Huile de palme'],,,Morceaux choisis de lapin à la provençale,['Thouars'],https://www.lapin-et-papilles.fr,
640,Sel himalaya rose - Gourmet in Love,3662051002326,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Gourmet in Love'],,,,,,,,,,,,,,
641,Gouda Holland Cumin IGP,2456317018302,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,"30,8",,21,,"0,4",,"0,4",,"23,7",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Vin rouge,3760173165032,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Raclette - Reflets de France,0209608044748,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Reflets de France'],,,,,,,,,,,,,,
644,Bugnes,3602826450372,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Bananes bio + équitables,0219616014305,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,,,,,
646,SPORTSMAN MIX,6007812000260,,,['France'],[],[],,,,,,,,,?,,182,,761 kj(182 kcal),,22,,,,"39,04",,"36,29",,"12,49",,"1,16",,"0,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Garbure du pays aux manchons de canard confits,2028652804850,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Banane Match,0204003008272,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Merguez,0200660067638,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,,,,,,,,,,,,,,
650,Hazella crema de cacao,4002309001982,,,['France'],[],[],,,,,,,,,?,,563,,2356 kj(563 kcal),,"34,4",,"34,4",,"61,3",,"61,3",,"1,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Caillasse de savoie,2309617003380,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,"2,9",,"1,1",,"1,1",,"0,7",,"22,4",,"2,81",,"1,124",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,
652,"Hazelnut Oil, Pure - 8.45 FL Oz",3760179730173,,,['France'],[],[],,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,9,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Préparation aromatisée pour thé vert à la menthe,3664382102133,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,
654,Saucisson de jambon,5413848494194,,,['France'],[],[],,,,,,,,,?,,218,,912 kj(218 kcal),,18,,"6,9",,"2,9",,"0,3",,11,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,White fish,5014733011849,,,['France'],[],[],,,,,,,,,?,,187,,782 kj(187 kcal),,"8,3",,"0,9",,"12,1",,"0,5",,"15,8",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Foi gras de grand mere,3664267027353,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,10,,10,,10,,10,,10,,40,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Auberginen Mit Gemüsefüllung,8691573027192,,,['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,"6,2",,"0,6",,4,,"1,6",,1,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Banane,2250140001063,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,
659,Merguez,0208626033796,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Vichy,2605005004503,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Curcuma synergy +,3700225623486,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Moutarde au miel,3760257870975,,,['France'],[],[],,,,,,,,,?,,481,,2013 kj(481 kcal),,"46,7",,"2,7",,"14,1",,"13,7",,"1,04",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,10 Râbles tranchés fin de lapin à la provençale - LOEUL ET PIRIOT - 0.864kg,2873123057590,E,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale partiellement hydrogénée ', 'colza', 'palme', 'huile végétale ', 'colza', 'sel', 'sucre', 'plantes aromatiques ', 'origan', 'basilic', 'romarin', 'thym', 'hydrolysat de protéine végétale', 'épices', ""extraits d'épices "", 'ail', 'oignon', 'poivre', 'piment', 'paprika']","['Huile de palme', 'Non végétalien', 'Non végétarien']",8.8 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en quantité modérée,693,+1%,?,,693 kj(166 kcal),+5%,"8,8",+12%,"1,6",-33%,"0,6",-14%,"0,6",+42%,21,+7%,"1,2",+139%,"0,48",+139%,3,+392%,C,+392%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['LOEUL ET PIRIOT'],0.864 kg,4,,['Barquette polystyrène noire'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,['Huile de palme'],,,Morceaux choisis de lapin à la provençale,['Thouars'],https://www.lapin-et-papilles.fr,
664,Mélange pour salade pomme noix crumble - Un brin sauvage - 125g,3760002140537,,"['Epicerie', 'Condiments', 'Assaisonnements']",['France'],"['Amandes 38%', 'pommes 27%', 'Noix de pécan', 'Chapelure ', 'farine de riz et de pois chiche', 'sel', 'pomme ', 'conservateur E223', 'vinaigre balsamique ', 'vinaigre de vin', 'mout de raisin concentré et cuit', 'Colorant E160D1', 'ciboulette extrait DE LEVURE']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Un brin sauvage'],125g,3,,['Pot en plastique'],,['Fruits à coque'],"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
665,Poivron persillade,3770003677772,,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,"0,32",,"0,1",,"4,64",,"2,3",,"0,98",,"3,8",,"1,52",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
666,Mango chutney,0793052549176,,,['France'],[],[],,,,,,,,,?,,193,,808 kj(193 kcal),,"0,5",,"0,1",,"47,1",,42,,"1,4",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Émincé de lapin à la provençale : morceaux de râbles et cuisses désossés - LOEUL ET PIRIOT - 0.678kg,2327272006782,E,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale partiellement hydrogénée ', 'colza', 'palme', 'huile végétale ', 'colza', 'sel', 'sucre', 'plantes aromatiques ', 'origan', 'basilic', 'romarin', 'thym', 'hydrolysat de protéine végétale', 'épices', ""extraits d'épices "", 'ail', 'oignon', 'poivre', 'piment', 'paprika']","['Huile de palme', 'Non végétalien', 'Non végétarien']",6.7 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,613,-11%,?,,613 kj(147 kcal),-8%,"6,7",-15%,"1,1",-54%,"0,5",-28%,"0,5",+18%,21,+7%,1,+99%,"0,4",+99%,1,+64%,B,+64%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['LOEUL ET PIRIOT'],0.678 kg,4,,['Barquette polystyrène noire'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,['Huile de palme'],,,Élaborés de lapins,['Thouars'],https://www.lapin-et-papilles.fr,
668,Saucisse de viande,2071704021064,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,La pirate nougat caramel beurre salé - Silvain - 100g,3760060462541,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",['France'],"['sucre', 'miel', 'AMANDE 16,5%', 'pépites caramel 16,5% ', 'caramel au BEURRE salé', 'sucre', 'eau', 'glycérol naturel', ""fibres d'avoine"", 'gélifiant : alginate de sodium', 'sel', 'arôme naturel', 'colorant: caramel', 'sirop de glucose', 'eau', ""blanc d'OEUF"", 'feuille azyme ', 'fécule de pomme de terre', 'eau', ""huile d'olive"", ' arôme naturel vanille']",['Non végétalien'],13 g,en quantité modérée,2.6 g,en quantité modérée,56 g,en quantité élevée,0.1 g,en faible quantité,?,,410,-7%,1715 kj(410 kcal),-7%,13,-14%,"2,6",+84%,64,-6%,56,-3%,"7,9",+17%,"0,1",+34%,"0,04",+34%,17,+9%,D,+9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['Silvain'],100 g,4,,,,"['Œufs', 'Lait', 'Fruits à coque']","['E422 - Glycérol', 'E401 - Alginate de sodium']",,,,,,,
670,milk chocolate chip cookies,3604380290180,,,['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,"28,8",,"18,1",,"59,5",,"31,8",,"5,8",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Noix de Cajou grillées et salée - Casino,3222477221550,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']",['France'],[],[],50 g,en quantité élevée,11 g,en quantité élevée,5.3 g,en quantité modérée,0.9 g,en quantité modérée,?,,622,+1%,2602 kj(622 kcal),+2%,50,+4%,11,+20%,20,-16%,"5,3",-16%,20,+5%,"0,9",+1%,"0,36",+1%,11,+35%,D,+35%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,['Casino'],,,['Casino'],,,,,,,,,,,
672,Assortiment de 16 bonbons de chocolat - Fauchon,3457041171164,,,['France'],[],[],,,,,,,,,?,,567,,2372 kj(567 kcal),,"36,9",,"14,6",,"49,4",,"47,5",,"7,3",,"0,16",,"0,064",,,,,,,,,,,,,,['Fauchon'],,,,,,,,,,,,,,
673,Wafelki z kremem w czekoladzie - Tasso,5900797006498,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Espagne']",[],[],28 g,en quantité élevée,15 g,en quantité élevée,39 g,en quantité élevée,0.3 g,en quantité modérée,?,,519,+9%,2171 kj(519 kcal),+9%,28,+35%,15,+49%,60,-6%,39,+32%,"5,5",-15%,"0,3",-49%,"0,12",-49%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Tasso'],,,,,,,,,,,,,,
674,Lait poudre bebe - Abbott,0055325001645,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Abbott'],,,,,,,,,,,,,,
675,6 SAUCISSES VIENNOISES fumées,27061565,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,20,,"8,9",,1,,1,,13,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Sarrasin fenouil,3760031830485,,,['France'],[],[],,,,,,,,,?,,505,,2113 kj(505 kcal),,"28,3",,13,,"51,8",,"2,5",,"9,1",,"2,24",,"0,896",,,,,,,,,,,,,"['Bio', 'en:gluten-free', 'Fabriqué en France']",,,,,,,,,,,,,,,
677,Tartelette basquaise,3345230000619,,,['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,"8,4",,"3,79",,"31,63",,"22,16",,"3,02",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Jambon le Paris,3302740501029,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],[],[],2.8 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,116,-12%,485 kj(116 kcal),-11%,"2,8",-42%,1,-46%,"0,7",+5%,"0,5",-16%,22,+4%,"1,8",-4%,"0,72",-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Nutriscore'],,,,,,,,,,,,,,,
679,Pavé de marlieu,3700699909505,,,['France'],[],[],,,,,,,,,?,,530,,2218 kj(530 kcal),,32,,8,,55,,50,,6,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,DE ECHTE ZAANSE MOSTERD,8711281023351,,,['France'],[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,"8,2",,"0,1",,"4,4",,"0,2",,"6,2",,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Plateau familial économique : 3 demi-avants sans tête thym citron - LOEUL ET PIRIOT - 0.672kg,2458986039626,D,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'graisse végétale non hydrogénée ', 'colza', 'beurre de cacao', 'huile végétale ', 'colza', 'sel', 'thym ', '0,27 %', 'zeste de citron ', '0,18 %', 'épices', 'arôme naturel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",13 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,821,+19%,?,,821 kj(196 kcal),+24%,13,+65%,"2,2",-8%,0,-100%,0,-100%,20,+2%,"1,2",+139%,"0,48",+139%,4,+556%,C,+556%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['LOEUL ET PIRIOT'],0.672 kg,4,,['Barquette polystyrène noire'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,['E330 - Acide citrique'],,,,Morceaux choisis de lapin recette thym citron,['Thouars'],https://www.lapin-et-papilles.fr,
682,Banane République dominicaine,2250106001182,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,,,,,
683,Fish Octopus Snack Squids Dry 40G 1 / 20,4030957111692,,,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,0,,0,,0,,0,,"30,8",,"6,2",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
