,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,palm_ingredients,producer_info,origin_detail
881,Sorbet cassis -,3229248293655,C,,,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au cassis']",,,,,,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,26 g,en quantité élevée,0.06 g,en faible quantité,?,,127,+3%,531 kj(127 kcal),+4%,"0,5",+88%,"0,1",+14%,29,-0%,26,+8%,"0,7",+62%,"0,06",+22%,"0,024",+22%,6,+25%,C,+25%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,
882,Soupe de poisson à la provençale - Les Recettes Beau Moulin,3229470003824,E,,,,['Les Recettes Beau Moulin'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,['France'],"['Eau', 'poissons 35%', 'tomates', 'huile de amidon modiiié de maïs', 'sel', 'ail', 'poivre', 'épaississîtits : gomme xanthane et gomme guar,îénouiÌ', 'urcuma', 'poudre dlorange', 'N eptces dont safran', ' CONSEIL DE PRÉPARATION :']",['Poisson'],"['Non végétalien', 'Non végétarien']",4,3.1 g,en quantité modérée,0.3 g,en faible quantité,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,61,+27%,255 kj(61 kcal),+28%,"3,1",+63%,"0,3",-33%,"3,6",+98%,"0,9",+38%,"4,7",-9%,"1,3",+47%,"0,52",+47%,3,+244%,C,+244%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,,,
883,La Galette Charentaise fourrée myrtille - Beurlay - 300g,3229580000447,C,La Galette Charentaise Fourrage Myrtille,300g,"['Plastique', 'Sachet']",['Beurlay'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Galettes sablées']",,['France'],,,['Leclerc'],['France'],"['Farine de froment', 'fourrage myrtille 24 % ', 'pulpe de myrtille 35%', 'sirop de glucose-fructose', 'sucre', 'gélifiants : pectine de fruits', 'alginate de sodium', 'arôme', ""correcteurs d'acidité : acide citrique"", 'citrate de calcium', 'sucre', 'margarine ', 'matière grasse végétale non hydrogénée', 'eau', 'sel', 'émulsifiant : E471i', 'acidifiant : acide citrique', 'colorant : E160a', 'ii', 'arômes', 'œufs', 'dextrose', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'arôme naturel']","['Œufs', 'Gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,9 g,en quantité modérée,,,,,,,1624,,385,-17%,1624 kj(385 kcal),-17%,9,-56%,,,69,+5%,,,5,-15%,,,,,,,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['E440 - Pectines', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E333 - Citrates de calcium', 'E160aii - Carotènes végétaux', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,,,
884,La brioche des rois - Beurlay,3229580005510,,,,,['Beurlay'],,,,,,,['France'],"['farine de blé', 'Œufs frais', 'beurre 10%', 'lait', 'sucre de canne', 'dextrose', 'levure', 'émulsifiants ', ""monoetdiglycérides d'acides gras"", 'acide ascorbique', 'sel', 'arôme naturel', ' DÉCOR : sucreperfé ', 'sucre', 'huile de tournesol hydrogénée', 'bigarreaux ', 'bigarreaux', 'sirop de glucose - fructose', 'sucre', 'colorants ', 'E150a', 'E133', 'E127', ""correcteur d'acidité "", 'E330', 'conservateurs ', 'E202', 'E220', ' Traces éventuelles de : soja', 'fruits à coques ', 'amande', 'pistache', 'lupin']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,394,,1648 kj(394 kcal),,14,,"8,8",,57,,24,,"9,2",,1,,"0,4",,,,,,,,,,,,,"['E150a - Caramel E150a', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E127 - Érythrosine', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,
885,La véritable galette charentaise - Beurlay,3229580008733,,,,,['Beurlay'],,,,,,,['France'],"['farine de blé 45%', 'beurre 18%', 'sucre roux', 'sucre', 'oeufs frais 14%', 'dextrose', 'poudre à lever ', 'pyrophosphate et bicarbonate de soude', 'angélique', 'sel', 'arôme', ' Traces éventuelles de : lupin', 'fruits à coque ', 'amandes', 'pistache', 'soja']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,461,,1929 kj(461 kcal),,17,,11,,70,,37,,"6,4",,"0,58",,"0,232",,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,
886,Galette charentaise - Beurlay,3229580012969,,,,,['Beurlay'],,,,,,,['France'],[],,[],,,,,,,,,,?,,425,,1778 kj(425 kcal),,16,,10,,64,,34,,"5,7",,"0,53",,"0,212",,,,,,,,,,,,,,,,,
887,Biscuit,3229580013874,C,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,['France'],[],,[],,0.906 g,en faible quantité,0.58 g,en faible quantité,0.05 g,en faible quantité,0.56 g,en quantité modérée,?,,3,-99%,13 kj(3 kcal),-99%,"0,906",-96%,"0,58",-94%,"0,86",-99%,"0,05",-100%,12,+85%,"0,56",-5%,"0,224",-5%,-3,-115%,A,-115%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
888,Galette Charentaise traditionnelle fourrée amande - Beurlay,3229580015700,,,,,['Beurlay'],,,,,,,['France'],"['farine de blé', ""crème d'amandes 20% "", 'amandes en poudre', 'sucre de canne', 'œufs frais', 'margarine* ', 'huiles et graisses végétales non hydrogénées : palme', 'colza', 'tournesol', 'eau', 'sel', 'émulsifiant : E471', 'acidifiant : acide citrique', 'colorant : caroténoïdes', 'arômes', 'arôme', 'sucre', 'margarine* ', 'huiles et graisses végétales non hydrogénées : E471', 'palme', 'colza', 'tournesol', 'eau', 'sel', 'émulsifiant acidifiant : acide citrique', 'colorant : caroténoïdes', 'arômes', ' œufs frais', 'sucre de canne', 'dextrose', 'poudre à lever ', 'pyrophosphate et bicarbonate de soude', 'sel', 'arôme', ' Traces éventuelles de : lait', 'lupin', 'fruits à coque ', ' pistache', ' et soja', "" *Contribue à la production de l'huile de palme durable certifiée RSPO• Conserver à l'abri de la chaleur et de l'humidité""]","['Œufs', 'Gluten']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,427,,1787 kj(427 kcal),,19,,"7,6",,57,,32,,"6,1",,"0,5",,"0,2",,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,['Huile de palme'],,
889,Le Gâteau Délice d'Or Nature - Beurlay - 290g,3229580015847,,Le Gâteau Délice d'Or à la Farine de Froment,290 g,"['Sachet', 'Plastique']",['Beurlay'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['Point Vert', 'Pur beurre', 'Origine France']",,,,,['France'],"['Farine de blé ', 'froment', ' 33 %', 'sucre', 'beurre 22 %', 'œufs frais', ' sirop de glucose', 'stabilisant: sorbitol', 'sel', 'poudre à lever ', 'pyrophosphate et bicarbonate de soude', 'arôme']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,19 g,en quantité modérée,12 g,en quantité élevée,34 g,en quantité élevée,0.22 g,en faible quantité,?,,439,+9%,1837 kj(439 kcal),+9%,19,-3%,12,+57%,59,+19%,34,+22%,5,-8%,"0,22",-64%,"0,088",-64%,22,+23%,E,+23%,,,,,,,,"['E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,
890,Le Ptit Broyé Bio - Beurlay,3229580015908,,,,,['Beurlay'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,['France'],[],,[],,,,,,,,,,?,,550,,2301 kj(550 kcal),,28,,19,,66,,28,,5,,"0,4",,"0,16",,,,,,,,,,,,,,,,,
891,Galettes pur beurre - Patisserie Beurlay,3229580016134,,,,,['Patisserie Beurlay'],,,,,,,['France'],"['Galettes PUR BEURRE ingrédients Farine de blé ', 'froment ', '- Sucre - Beurre 18 % - Oeufs frais -Dextrose --- Poudre à Leve ', 'pyrophosphate et bicarbonate de soude', ' - Angélique- Sel', ' - Arôme', ' Traces éventuelles de: farine de lupin', 'soja', 'fruits à coques ', 'amandes', 'pistaches']","['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,444,,1858 kj(444 kcal),,16,,10,,66,,31,,5,,"0,23",,"0,092",,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,
892,Galette charentaise - Beurlay,3229580016264,,,,,['Beurlay'],,,,,,,['France'],"['Farine de Hé- Crème de pruneau 25% ', 'pruneau', 'sucre', 'eau', ' o- Margarine ', 'huiles et graisses végétales non hydrogénées : palme', 'colza', 'tournesol ', 'eau', 'sel', 'émulsifiant : E471 ', 'acidifiant ? acide citrique', 'colorant : carotén81des', 'arômes', ' - Oeufs frais- Dextrose - Poudre à lever ', 'pyrophosphate et bicarbonate de soude', ' - Sel- Arôme']",,"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,408,,1707 kj(408 kcal),,13,,6,,63,,31,,4,,"0,2",,"0,08",,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,['Huile de palme'],,
893,Galettes pur beurre Beurlay Boîte Hermione,3229580016554,,,,,['Beurlay'],,,,,,,['France'],"['Farine de blé ', 'froment ', '- Sucre - Beurre 18 % - Oeufs frais - Dextrose - Poudre à Lever ', 'pyrophosphate et bicarbonate de soude', ' - Angélique - Sel', ' - Arôme', ' Traces éventuelles de: farine de lupin', 'soja', 'fruits à coques ', 'amandes', 'pistaches', ' Données nutritionnelles : Valeurs en g pour de produit 100g']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,444,,1858 kj(444 kcal),,16,,10,,66,,31,,5,,"0,2",,"0,08",,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,
894,Des bons souvenirs à partager Ile d'Oleron - Beurlay,3229580018367,,,,,['Beurlay'],,,,,,,['France'],[],,[],,,,,,,,,,?,,444,,1858 kj(444 kcal),,16,,10,,66,,31,,5,,"0,23",,"0,092",,,,,,,,,,,,,,,,,
895,La véritable galette 1848 à l angelique - Beurlay,3229580020766,,,,,['Beurlay'],,,,,,,['France'],[],,[],,,,,,,,,,?,,416,,1741 kj(416 kcal),,15,,"9,8",,64,,35,,"5,6",,"0,53",,"0,212",,,,,,,,,,,,,,,,,
896,Délice d'or - Beurlay,3229580021770,,,,,['Beurlay'],,,,,,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,435,,1820 kj(435 kcal),,22,,14,,54,,29,,"4,9",,"0,71",,"0,284",,,,,,,,,,,,,,,,,
897,Galettes Beurlay,3229580022333,,,,,['Beurlay'],,,,,,,['France'],[],,[],,,,,,,,,,?,,430,,1799 kj(430 kcal),,17,,11,,61,,30,,5,,"0,2",,"0,08",,,,,,,,,,,,,,,,,
898,Galettes Pur Beurre -,3229580022616,C,Biscuits - Galettes Pur Beurre,,"['boîte', 'métal', 'Plastique']",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Pur beurre'],,,,,['France'],"['Farine de blé ', 'froment', ' - Sucre - Beurre 18 % - œufs frais - Dextrose - Poudre à Lever ', 'pyrophosphate et bicarbonate de soude', ' - Angélique - Sel - Arôme']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,16 g,en quantité modérée,10 g,en quantité élevée,31 g,en quantité élevée,0.23 g,en faible quantité,?,,444,-6%,1858 kj(444 kcal),-7%,16,-23%,10,-1%,66,+3%,31,+5%,5,-23%,"0,23",-61%,"0,092",-61%,21,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,
899,Galette Caramel beurre salé,3229580022760,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,427,,1787 kj(427 kcal),,16,,"8,1",,65,,34,,"5,1",,"0,68",,"0,272",,,,,,,,,,,,,,,,,
900,Galette Caramel beurre salé,3229580022760,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,427,,1787 kj(427 kcal),,16,,"8,1",,65,,34,,"5,1",,"0,68",,"0,272",,,,,,,,,,,,,,,,,
901,Canneloni ricotta épinards,3229590884532,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,144,,602 kj(144 kcal),,"8,3",,"3,1",,11,,"3,4",,"5,2",,"0,71",,"0,284",,,,,,,,,,,,,,,,,
902,Gaylord hauser grenade,3229605293564,,,,,,,['Sans sucre ajouté'],,,,,['France'],[],,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,"0,5",,"0,5",,12,,12,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,
903,"Riz Complet Précuit, Bio, 1 Kilo, Marque Bjorg",3229820019147,,,,,['Bjorg'],,['Bio'],,,,,['France'],"[""Riz tong complet précuit Riz long complet précuit INGRÉDIENT : *Riz long complet *Ingrédient d'origine agricole obtenu selon les règles de la production biologique"", "" POUR L'ENVIRONNEMENT - Emballage 100% recyclable""]",,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"2,8",,"0,65",,76,,0,,"7,4",,0,,0,,,,,,,,,,,,,,,,,
904,Pain complet 3 céréales - Bjorg - 500g,3229820019772,,,500 g,,['Bjorg'],,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Agriculture UE/Non UE']",,,,,['France'],"['Céréales* 55% ', 'farine complète de seigle* 49%', 'flocons dtavoine* 3%', ""flocons d'orge* 3%"", 'eau', 'graines de lin', 'sel marin', 'graines de sésame*', 'levure', ' *Ingrédients biologiques', ' Pourcentages exprimés surproduit fini', ' Peut contenir des traces de soja', 'lait et fruits à coque']",['Graines de sésame'],[],,,,,,,,,,?,,200,,837 kj(200 kcal),,"2,6",,"0,3",,34,,"3,3",,"5,2",,"1,1",,"0,44",,,,,,,,,,,,,,,,,
905,"Yunnan Tuocha, The, 100 g",3229820046808,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,0,,0,,"0,1",,,,,,,,,,,,,,,,,,,,,
906,Galettes de riz - 200 g - Tien Shan,3229820055596,,Galettes de riz,200 g,"['Sachet plastique', 'Etui', 'Carton', 'sachet plastique']",['Tien Shan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de riz pour rouleau de printemps']",,,,,['Géant'],['France'],"['Farine de riz', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,3.6 g,en faible quantité,2.4 g,en quantité élevée,?,,343,+5%,1435 kj(343 kcal),+5%,0,-100%,0,-100%,"82,9",+10%,"3,6",+419%,"2,1",+16%,"2,4",+160%,"0,96",+160%,14,+115%,D,+115%,,,,,,,,,,,,
907,Vermicelles de Soja - Tien shan,3229820055619,,,,,['Tien shan'],,['Sans additifs'],,,,,['France'],"['Farine de pommes de terre', 'Farine de haricot mungo ', '41%', 'eau']",,[],,,,,,,,,,?,,88,,368 kj(88 kcal),,0,,0,,22,,0,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,
908,Soja Vanille Bio - Bjorg - 3l.,3229820111995,A,"Boisson biologique à base de soja et à l'arôme naturel de vanille, stérilisée UHT",3 l.,"['Brique', 'Carton', 'Brique']",['Bjorg'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Boissons avec sucre ajouté', 'Boissons végétales de soja à la vanille']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Suisse'],,http://www.bjorg.fr/produits-bio/boissons-dessert-vegetau/boissons-base-soja/boisson-soja-vanille-bio.html,['Auchan'],['France'],"['Tonyu ', 'eau', 'fèves de soja sans OGM décortiquées ', '8,4%', 'sucre de canne blond', 'arôme naturel de vanille', 'sel marin']",['Soja'],['Sans huile de palme'],4,2.5 g,en quantité modérée,0.5 g,en faible quantité,4 g,en quantité modérée,0.1 g,en faible quantité,225,+1%,54,0%,225 kj(54 kcal),-1%,"2,5",+30%,"0,5",+56%,4,-26%,4,-18%,"3,8",+14%,"0,1",0%,"0,04",0%,-2,,A,,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,,"['Italie', 'Agriculture UE / non UE', 'Soja italien']",,,
909,Soja Vanille bio - Bjorg - 3 * 25cl,3229820121888,A,,3 * 25 cl,"['Brique', 'Carton']",['Bjorg'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté', 'Boissons végétales de soja à la vanille']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'CH-BIO-006', 'Agriculture UE/Non UE', 'en:FSC', 'en:fsc-c014047', 'FSC Mix', 'IT-BIO-006', 'Fabriqué en Suisse', 'Sans OGM']",['Suisse'],,,,['France'],"['Tonyu ', 'eau', 'fève de soja sans OGM décortiquées ', '8,4%', 'sucre de canne blond', 'arôme naturel de vanille', 'sel marin']",['Soja'],['Sans huile de palme'],4,2.5 g,en quantité modérée,0.5 g,en faible quantité,4 g,en quantité modérée,0 g,en faible quantité,229,+3%,55,+2%,229 kj(55 kcal),+1%,"2,5",+30%,"0,5",+56%,4,-26%,4,-18%,"3,3",-1%,~ 0,-100%,0,-100%,-2,,A,,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,,['Italie'],,,
910,"Potages Aux Sept Légumes, Repas Minceur équilibrés, 6 Sachets De 55 Grammes, Marque Gayelord Hauser Mincir En Douceur",3229820138985,,,,,['Gayelord hauser'],"['Plats préparés', 'Soupes']",['Riche en protéines'],,,,,['France'],"['Maltodextrines', 'légumes 13,6% ', 'carotte', 'poireau', 'oignons', 'haricot vert', 'petit pois', 'épinard', 'tomate', 'lait écrémé en poudre', 'amidon modifié', 'protéines de lait', 'protéines végétales', 'huile de soja', ""arôme naturel d'oignon"", 'sucre', 'pomme de terre', 'sirop de glucose', 'sel', 'minéraux ', 'chlorure de potassium', 'citrate de potassium', 'oxyde de magnésium', 'citrate de calcium', 'sulfate de fer', 'oxyde de zinc', 'gluconate de cuivre', 'sulfate de manganèse', 'sélénite de sodium', 'iodure de potassium', 'arôme naturel ', 'blé', 'orge', 'céleri', 'amidon', 'persil', ""arôme naturel d'ail"", 'émulsifiants : lécithines ', 'soja', ""mono - et diglycérides d'acides gras"", 'vitamines ', 'C', 'E', 'PP', 'A', 'B12', 'B5', 'D', 'B6', 'B2', 'B1', 'B9', 'B8', 'poivre noir moulu', 'antioxydants : E307', 'E304', 'E300']","['Céleri', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,4.8 g,en quantité modérée,1 g,en faible quantité,20.5 g,en quantité élevée,1.4 g,en quantité modérée,?,,368,+546%,1540 kj(368 kcal),+550%,"4,8",+147%,1,+66%,56,+874%,"20,5",+1085%,23,+945%,"1,4",+62%,"0,56",+62%,10,+510%,C,+510%,,,,,,,,"['E14XX - Amidons modifiés', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E307 - Alphatocophérol', 'E304 - Acide palmityle-6-L-ascorbique']",,"[""E304 - Palmitate d'ascorbyle""]",,
911,Fourrés chocolat noir bio - Bjorg - 225gr,3229820141688,C,,225gr,,['Bjorg'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'en:palm-oil-free']",,,,,['France'],[],,['Sans huile de palme'],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,
912,Barre de régime hyper-protéinée Chocolat Noir - Gayelord Hauser - 205g,3229820144221,,,205 g,['Carton'],['Gayelord Hauser'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,,,,,['France'],"['Protéines de lait', 'sirop de fructose', 'chocolat noir 14% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse de lait anhydre', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'agent de charge : maltitol', 'céréales croustillantes aux protéines ', 'protéines de pois', 'farine de riz', 'oligofructose', 'sirop de sucre inverti', 'cacao maigre en poudre', 'gélatine', 'arômes', 'maltodextrines', 'vitamines ', 'C', 'E', 'B9']","['Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,6 g,en quantité modérée,3.7 g,en quantité modérée,23 g,en quantité élevée,0.5 g,en quantité modérée,1429,-34%,339,-32%,1429 kj(339 kcal),-32%,6,-78%,"3,7",-75%,"34,8",-37%,23,-49%,"36,7",+438%,"0,5",+55%,"0,2",+55%,9,-63%,C,-63%,,,,,,,,"['E322 - Lécithines', 'E965 - Maltitol', 'E428 - Gélatine']",,,,
