,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,manufacturing,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_sugars_tr,markets,packaging,ingredients_origins,traceability_code,allergens,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,link,palm_ingredients,brand_owner
294,Chlorella,3515450051276,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Monbana,3474340021006,,,,['Monbana'],,,,['France'],[],[],,,,,,,?,,514,,2151 kj(514 kcal),,32,,18,,46,,"7,6",,"0,2",,"0,08",,,,,,,,,41,,,,,,,,,,,,,,,,,
296,8034034470050,8034034470050,,,,,,['en:palm-oil-free'],,['France'],[],['Sans huile de palme'],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Coffret degustation 16 capsules - 88g,3664335002886,,,88 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Salame Pepperoni - Fiorucci - 500g,8007975001713,D,,500g,['Fiorucci'],"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",,,['France'],"['Viande de porc,Sel,Arômes,Dextrose,Épices,Arôme de fumée,E301,E252,E250,118g de viande utilisés pour de produit 100g']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",34 g,en quantité élevée,12 g,en quantité élevée,4.2 g,en quantité élevée,?,,404,+5%,1690 kj(404 kcal),+4%,34,+4%,12,-8%,"0,5",-68%,24,+18%,"4,2",+11%,"1,68",+11%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"0,5",,"['Barquette', 'tranché', 'Tranches']",,['IT 272-L CE'],,0.5 g,en faible quantité,-34%,25,+5%,E,+5%,"['E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,
299,Vitalal - 150g,3760269201064,,,150 g,,,"['Halal', 'Sans colorants', 'Sans conservateurs', 'en:gluten-free', 'Fabriqué en France']",,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
300,Patatas paja,8427230989677,,,,,,,,['France'],[],[],,,,,,,?,,561,,2347 kj(561 kcal),,38,,"5,8",,47,,6,,"0,5",,"0,2",,,,,,,,,"0,6",,,,,,,,,,,,,,,,,
301,Les perles au coeur St Moret - Coraya,3276170021177,B,,,"['Coraya', 'St Moret', 'Savencia']","['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Surimi']",['Sans conservateurs'],,['France'],"['Chair de poisson 35%', ' fromage au lait pasteurisé 29 %', ' eau', ' fécules', ' sucre', "" blanc d'œuf réhydraté"", ' huile de colza', ' sel', ' arômes naturels', ' colorant: extrait de paprika', ' Peut contenir : crustacés', 'blé', 'céleri']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,5.5 g,en quantité élevée,1.3 g,en quantité modérée,?,,166,+39%,695 kj(166 kcal),+40%,11,+134%,"5,5",+747%,"7,2",-37%,9,+20%,"1,3",-24%,"0,52",-24%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,3,,['Frais'],,,,3 g,en faible quantité,+5%,12,+172%,D,+172%,['E160c - Extrait de paprika'],4,,,
302,Pain Ovita - 280g,26014601184,,,280g,['Ovita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Plain Breadcrumbs - Asda,5054781247432,,,,['Asda'],,,,['France'],[],[],,,,,,,?,,360,,1506 kj(360 kcal),,"1,3",,"0,8",,75,,10,,"1,4",,"0,56",,,,,,,,,"4,4",,,,,,,,,,,,,,,,,
304,Palin pétillant,2010036710017,,,,,,,,['France'],[],[],,,,,,,?,,531,,2222 kj(531 kcal),,"33,52",,"14,06",,"48,86",,"8,44",,"0,843",,"0,337",,,,,,,,,"38,23",,,,,,,,,,,,,,,,,
305,Thé du Louvre - 40g,3700256728730,B,,40g,['Thé du Louvre'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,
306,Lët'z cream,5450322017401,,,,,,,,['France'],[],[],,,,,,,?,,292,,1222 kj(292 kcal),,30,,21,,"3,2",,"2,5",,"0,11",,"0,044",,,,,,,,,"3,2",,,,,,,,,,,,,,,,,
307,Langues D'oiseaux Aux Oeufs Frais,3760057260037,,,,,,,,['France'],[],[],,,,,,,?,,391,,1636 kj(391 kcal),,"4,2",,"1,1",,74,,"14,3",,"0,234",,"0,094",,,,,,,,,0,,,,,,,,,,,,,,,,,
308,Strawberry,1000034533504,,,,,,,,['France'],[],[],,,,,,,?,,408,,1707 kj(408 kcal),,"6,1",,"2,9",,"88,6",,"0,01",,"0,01",,"0,004",,,,,,,,,"61,9",,,,,,,,,,,,,,,,,
309,Thé Noir parfumé earl grey - 50g,3259920240592,,,50 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Infusion fruit rouge -,20453831,B,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions aux fruits', 'Infusions aux fruits rouges']",,,['France'],"['Hibiscus', 'Apple Pomace', 'Blackberry Leaves', 'Rosehip', 'Natural Flavourings', 'Chicory Root', 'Liquorice Root', '0', '2% Blackberries', '0', '2% Blueberries', '0', '2% Raspberries', '0', '2% Strawberries', ' Prenaration Instructions']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,3,0%,13 kj(3 kcal),+18%,0,,0,,2,+283%,0,-100%,0,,0,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,0,,['card-box'],,,,0 g,en faible quantité,-100%,,,,,['E958 - Acide glycyrrhizique et sels'],,,,
311,Muffins - Mandul,89650684,,,,['Mandul'],,,,['France'],[],[],,,,,,,?,,442,,1849 kj(442 kcal),,24,,"2,56",,"53,3",,"5,9",,"0,55",,"0,22",,,,,,,,,"25,9",,,,,,,,,,,,,,,,,
312,Fruits de la passion,3032230100608,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Myrtilles,8412276553371,,,,,,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Chaussons aux pommes - Carrefour Bio,3523680423732,B,,,['Carrefour Bio'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,['Carrefour'],,,,,,,,,,,,,,,,
315,Pommes de terre,3254560039698,,,,,,,,['France'],[],[],,,,,,,?,,61,,255 kj(61 kcal),,"0,1",,0,,"12,7",,"1,4",,"0,64",,"0,256",,,,,,,,,0,,,,,,,,,,,,,,,,,
316,Power Hour - 230g,8713305810220,,,230 g,,,,,['France'],[],[],,,,,,,?,,333,,1393 kj(333 kcal),,0,,0,,78,,"3,4",,0,,0,,,,,,,,,54,,,,,,,,,,,,,,,,,
317,filets de cabillaud - 800g,8717545867457,E,,800 g,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,,['France'],[],[],0.6 g,en faible quantité,0.1 g,en faible quantité,0.23 g,en faible quantité,?,,75,-36%,314 kj(75 kcal),-34%,"0,6",-80%,"0,1",-75%,0,-100%,"17,5",+12%,"0,23",-51%,"0,092",-51%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,0,,,,,,0 g,en faible quantité,-100%,-4,,A,,,,,,
318,Long Horn,3760181830465,,,,,,,,['France'],[],[],,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,11,,"0,4",,"0,24",,"0,096",,,,,,,,,11,,,,,,,,,,,,,,,,,
319,Glace creme fraiche d'isigny AOP,3267180390223,,,,,,"['Sans colorants', 'AOP']",,['France'],[],[],,,,,,,?,,180,,753 kj(180 kcal),,"7,4",,"5,4",,"24,4",,"3,8",,"0,1",,"0,04",,,,,,,,,"19,7",,,,,,,,,,,,,,,,,
320,Savoiardi boudoirs - Balocco - 200g,8001100012018,,,200 g,['Balocco'],,,,['France'],[],[],,,,,,,?,,380,,1590 kj(380 kcal),,"3,8",,"1,1",,77,,"8,5",,"0,25",,"0,1",,,,,,,,,42,,,,,,,,,,,,,,,,,
321,Sensitive expert + - Garnier - 50ml,3600542222778,,,50ml,['Garnier'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Découpe de poulet fermier bio,0213042040808,,,,,,['Bio'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"Kidsmania - Spin Ice, 24G",8713763543722,,,,,,,,['France'],[],[],,,,,,,?,,385,,1611 kj(385 kcal),,0,,0,,96,,0,,0,,0,,,,,,,,,91,,,,,,,,,,,,,,,,,
324,Vinaigre balsamique,8007178123090,,,,,,,,['France'],[],[],,,,,,,?,,130,,544 kj(130 kcal),,0,,0,,27,,1,,"0,04",,"0,016",,,,,,,,,27,,,,,,,,,,,,,,,,,
325,Suze,3047100010130,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Mojito,3032230102190,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Graine de café -,3375644004743,,,,,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,2,,5,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
328,Hammam Mint,8716716060161,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,"Cake, Mini Chococremecake",7613331634511,,,,,,,,['France'],[],[],,,,,,,?,,474,,1983 kj(474 kcal),,24,,1,,57,,6,,0,,0,,,,,,,,,57,,,,,,,,,,,,,,,,,
330,Monoprix,2201274023292,,,,['Monoprix'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,['Monoprix'],,,"['FR 72.175.001 CE', 'Luché-Pringé (Sarthe, France)']",,,,,,,,,,,,,
331,AYPA,5201005080782,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Mélange de champignons à l'huile de tournesol,20016517,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Chateau Mauvesin - 75cl,3303290070812,C,,75 cl,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Moulis']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,,,,,,,,,
334,La Grande Epicerie de Paris,3346041452772,,,,['La Grande Epicerie de Paris'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Chateau Leyssac - 75cl,3295890082664,C,,75 cl,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins du Médoc', 'Saint-Estèphe']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,,,,,,,,,
336,Frais & Primeur / Légumes Bio / Légumes Du Pot Au Feu,3760074470709,,,,,,['Bio'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Tube encornet congelé - 800g,3379141807289,,,800 g,,,,,['France'],[],[],,,,,,,?,,62,,259 kj(62 kcal),,9,,5,,1,,16,,1,,"0,4",,,,,,,,,1,,,,,,,,,,,,,,,,,
338,Thon au poivre de Sichuan - Maison Sauveterre,3701011401370,,,,['Maison Sauveterre'],,,,['France'],[],[],,,,,,,?,,181,,757 kj(181 kcal),,"11,2",,6,,"2,9",,16,,"1,8",,"0,72",,,,,,,,,"1,9",,,,,,,,,,,,,,,,,
339,Fraise rondes (vedee) - Ferrero - 14x 15g,3760162440256,,,14 x 15 g,['Ferrero'],,"['en:gluten-free', 'Point Vert']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Crème d'érable,0854745000432,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Jambon cuit au Miel,2637602026442,,,,,,,,['France'],[],[],,,,,,,?,,117,,490 kj(117 kcal),,"3,52",,"1,36",,"0,77",,"20,5",,"1,87",,"0,748",,,,,,,,,"0,76",,,,"['FR 67.348.009 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,
342,Crevettes Roses Medium - Delhaize,5400112216804,,,,['Delhaize'],,,,['France'],[],[],,,,,,,?,,80,,335 kj(80 kcal),,"0,7",,"0,3",,0,,"18,3",,"1,25",,"0,5",,,,,,,,,0,['Delhaize'],,,,,,,,,,,,,,,,
343,Infusion Bissap rouge - Racines bio - 100g,3700019514280,,,100 g,['Racines bio'],"['Boissons', 'Boissons chaudes', ""Fleurs d'hibiscus séchées""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Sénégal'],['France'],['Fleurs d‘hibiscus séchées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,['Boîte cartonnée'],,,,,,,,,,,,1,,,
344,tartare de tomates,2663282011485,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Fromage de chèvre le cabri -,2865980025911,E,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,['France'],[],[],16.2 g,en quantité modérée,11.3 g,en quantité élevée,1.2 g,en quantité modérée,?,,218,-23%,912 kj(218 kcal),-23%,"16,2",-29%,"11,3",-29%,"2,9",+74%,"14,5",-16%,"1,2",-11%,"0,48",-11%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,2,,['Plastique'],,,,2 g,en faible quantité,+106%,12,-10%,D,-10%,,,,,
346,Fromage au lait de chèvre thermisé - Maison Loïc Chupin - 160g,3292992003986,D,,160 g,['Maison Loïc Chupin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,['France'],"['Lait ', 'origine : France', 'sel', 'charbon végétal E153', 'présure', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",18 g,en quantité modérée,13 g,en quantité élevée,1.2 g,en quantité modérée,950,-14%,?,,950 kj(227 kcal),-19%,18,-21%,13,-19%,"2,4",+44%,14,-19%,"1,2",-11%,"0,48",-11%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,"1,7",,"['Frais', 'Plastique']",,"['FR 85.109.003 CE', 'Herbiers (Vendée, France)']",['Lait'],1.7 g,en faible quantité,+75%,12,-10%,D,-10%,['E153 - Charbon végétal médicinal'],4,,,
347,Cachir - Isla delice - 500g,3512690004390,,"Préparation cuite amidonnée à base de viande séparée mécaniquement de dinde halal, à la sauce ketchup 13,8%",500 g,['Isla delice'],,['Halal'],,['France'],"['Viande séparée mécaniquement de dinde halal ', 'origine UE', ' 50%', 'eau', 'amidon', 'concentré de tomate', 'saccharose,sel', 'stabilisants ', 'E451 E450', 'exhausteur de goût ', 'E621', 'acidifiants ', 'E262 E260', 'dextrose', 'épices', 'oignon,antioxydants ', 'E300 E301', 'arômes', 'conservateur ', 'E250']",[],,,,,,,727,,174,,727 kj(174 kcal),,"9,1",,"2,9",,"14,3",,"8,8",,"2,4",,"0,96",,,,,,,,,"3,2",,,,,['Lait'],,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E260 - Acide acétique', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,
348,Vinho Tinto Doc Alentejo,5602499101012,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Pur jus de pomme citron,3397514012566,C,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']","['Bio', 'Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.02 g,en faible quantité,?,,47,+2%,197 kj(47 kcal),+3%,"0,5",+178%,"0,1",+197%,11,0%,"0,5",+128%,"0,02",+60%,"0,008",+60%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"9,7",,,,,,9.7 g,en quantité élevée,-7%,4,-4%,C,-4%,,,,,
350,Millet souflé - El Granero,8422584039382,,,,['El Granero'],,,,['France'],[],[],,,,,,,?,,380,,1590 kj(380 kcal),,"4,4",,"0,69",,"69,3",,"13,4",,"0,002",,"0,001",,,,,,,,,"0,24",,,,,,,,,,,,,,,,,
351,Saucisson fumé - Keesbo,8426572003706,,,,['Keesbo'],,,,['France'],[],[],,,,,,,?,,440,,1841 kj(440 kcal),,34,,12,,4,,33,,4,,"1,6",,,,,,,,,4,,,,,,,,,,,,,,,,,
352,Vacherin Vanille Framboise - Auchan - 477.5g,3596710467167,,,477.5 g,['Auchan'],"['Desserts', 'Vacherins']","['Nutriscore', 'Produit en braille', 'Nutriscore D']",,['France'],[],[],3.9 g,en quantité modérée,2.5 g,en quantité modérée,0.12 g,en faible quantité,?,,716,+305%,2996 kj(716 kcal),+307%,"3,9",-43%,"2,5",-31%,32,+35%,"1,4",-56%,"0,12",-10%,"0,048",-10%,,,,,,,,29,['Auchan'],,,,,29 g,en quantité élevée,+58%,16,+136%,D,+136%,,,,,
353,Sauce barbecue grill,5420058015774,B,,,,"['Epicerie', 'Sauces', 'Sauces barbecue']",,,['France'],[],[],50.6 g,en quantité élevée,4.1 g,en quantité modérée,1.7 g,en quantité élevée,?,,529,+239%,2213 kj(529 kcal),+236%,"50,6",+5187%,"4,1",+2915%,17,-45%,"1,9",+112%,"1,7",-16%,"0,68",-16%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,"14,7",,,,,,14.7 g,en quantité élevée,-44%,20,+38%,E,+38%,,,,,
354,4 yaourts au lait entier à la purée de vanille - 500g,3770007646033,,,500 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,La divine de noël,3261570005544,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Tomates côtelée bio - Craké Bio - 500g,8437007225860,B,,500 g,['Craké Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches']","['Bio', 'Bio européen', 'ES-ECO-004-AN', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,"['barquette plastique', 'film plastique']",['Espagne'],,,,,,,,,,,,,,
357,Pain Couronne Fleur,3191280019008,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"Cheverny Blanc, Vignes Des Marnières, Delaille 2015",3515250001112,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Grande Albernone -  - 75cl,4099200032719,,,75cl,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vin sans indication géographique']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Tarte aux noix - Casino - 600g,3222472600978,,,600 g,['Casino'],"['Tartes', 'Tartes sucrées', 'Tartes aux noix de pécan']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,['Casino'],,,"['EMB 24129A', 'Condat-sur-Trincou (Dordogne, France)']",,,,,,,,,,,,,
361,5601078005017,5601078005017,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Vacqueyras,3340061201020,C,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vacqueyras']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,,,,,,,,,
363,Illy Guatemala Whole Bean Coffee,8003753970073,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Endives 500g,3760095950129,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Endives']",,,['France'],[],[],0.2 g,en faible quantité,0.05 g,en faible quantité,0.01 g,en faible quantité,?,,17,+6%,71 kj(17 kcal),+3%,"0,2",-43%,"0,05",-45%,"2,37",+1%,"1,03",-6%,"0,01",-96%,"0,004",-96%,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,"1,72",,,,,,1.72 g,en faible quantité,+32%,-5,,A,,,,,,
365,Liqueur verte de l'Hermitage aux 12 plantes - Cherry Rocher - 70cl,3032230107935,D,,70 cl,['Cherry Rocher'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",['Déconseillé aux femmes enceintes'],['France'],['France'],['Liqueur'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,?,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,"['Bouteille', 'Verre']",,,,,,,,,,,,3,,,
366,Oeufs - Baby Coque,3282620110223,D,,,['Baby Coque'],"[""Produits d'élevages"", 'Œufs']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,
367,Ilou,3760124503852,,,,,,['Fabriqué en France'],,['France'],[],[],,,,,,,?,,104,,435 kj(104 kcal),,"4,6",,"0,23",,"9,4",,"3,8",,3,,"1,2",,,,,,,,,4,,,,,,,,,,,,,,,,,
368,Mint Refresh - Pukka - 40g,5060229014832,A,,40g,['Pukka'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons sans alcool', 'Thés à la menthe', 'de:biologischer-tee']","['Kascher', '1% pour la planète', 'en:FSC', 'FSC Mix', 'de:FAIR WILD', 'de:FSC-C021323', 'de:Organic Soil Association', 'de:Pukka planet', 'Fair for Life']",,"['France', 'Royaume-Uni']",[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Papier'],,,,,,,,,,,,,,,
369,Yaourt Les jardins de Marguerite - 125g,3770004149148,,,125g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,['France'],"['Lait', 'confiture fruits', 'poudre de lait', 'ferments']",['Non végétalien'],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,3,,,
370,Cone -,3450970169202,,,,,"['Desserts', 'en:Cônes', 'en:Desserts glacés', 'en:Glaces', 'en:Glaces et sorbets', 'en:Surgelés']",,,['France'],[],[],12 g,en quantité modérée,10 g,en quantité élevée,0.16 g,en faible quantité,?,,262,+34%,1096 kj(262 kcal),+34%,12,+18%,10,+93%,35,+74%,"3,6",-23%,"0,16",-30%,"0,064",-30%,,,,,,,,26,,,,,,26 g,en quantité élevée,+106%,17,+119%,D,+119%,,,,,
371,Raspberry Jelly Trifle,361439,,,,,,,,['France'],[],[],,,,,,,?,,146,,611 kj(146 kcal),,"7,2",,"5,2",,"17,8",,"2,1",,"0,18",,"0,072",,,,,,,,,"16,1",,,,,,,,,,,,,,,,,
372,Jacquot,3173281918948,,,,['Jacquot'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,12909623126502,12909623126502,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Viva citron,6194007891939,,,,,,,,['France'],[],[],,,,,,,?,,53,,222 kj(53 kcal),,"0,1",,0,,"13,2",,"0,1",,"2,6",,"1,04",,,,,,,,,"13,2",,,,,,,,,,,,,,,,,
375,Spumante bianco,8410702039628,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
