,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,palm_ingredients,link,producer_info,origin_detail
366,"Crème Glacée Banane, Sauce Caramel Beurre Salé, Éclats de Noix de Pécan Caramélisées et Salées - Picard - 90g",3270160840625,90 g,"['Pot', 'Carton', 'surgelé', 'Plastique']",['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la banane']",['Fabriqué en France'],,['France'],,['Picard'],['France'],"['Purée de banane sucrée 24,5 % ', 'purée de banane', 'sirop de sucre inverti', 'sucre', 'eau', 'sucre liquide', 'crème fraîche liquide ', 'lait', ' 10,7 %', 'lait écrémé réhydraté', 'noix de pécan caramélisée et salée 8,2 % ', 'noix de pécan', 'sucre', 'sel', 'lactose ', 'lait', ' et protéines de lait', 'caramel 2,4 % ', 'sucre', 'eau', 'beurre concentré ', 'lait', 'caramel au beurre salé ', 'lait', ' et au sel 1,6 % [sucre', 'lait concentré sucré', 'eau', 'beurre salé ', 'lait', 'crème ', 'lait', 'sel', 'stabilisant : pectine]', ""émulsifiant : mono - et diglycérides d'acides gras d'origine végétale"", 'épaississants ', 'farine de graines de caroube', 'gomme guar', 'arôme naturel', 'stabilisant : gomme Tara', 'colorant : caroténoïdes']","['Sans huile de palme', 'Non végétalien']",?,,213,-3%,"9,5",-13%,29,+11%,"2,3",-31%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,9.5 g,en quantité modérée,5.4 g,en quantité élevée,27 g,en quantité élevée,0.17 g,en faible quantité,891 kj(213 kcal),-3%,"5,4",-21%,27,+21%,"0,17",+13%,"0,068",+13%,9,-29%,C,-29%,"['E440 - Pectines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E417 - Gomme tara', 'E160 - Caroténoïdes']",4,"['Lait', 'Fruits à coque']","Crème Glacée Banane, Sauce Caramel Beurre Salé, Éclats de Noix de Pécan Caramélisées et Salées",,https://www.picard.fr/produits/banane-sauce-caramel-beurre-sale-000000000000084062.html,,
367,Billes de céréales - Picard - 90g,3270160850327,90 g,"['Carton', 'boîte', 'Plastique']",['Picard'],"['Snacks', 'Snacks sucrés']","['Point Vert', 'Fabriqué en France']",,['France'],"['EMB 53096E', 'Ernée (Mayenne, France)']",['Picard'],['France'],"['Chocolat au lait 65 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'praliné noisette 21,2 % ', 'noisette', 'sucre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'bille de céréales 12,4 % [farine de blé ', 'gluten', 'gluten de blé', 'sucre', 'farine de malt de blé ', 'gluten', 'poudre à lever : carbonates de sodium', 'sel', ""correcteur d'acidité : carbonate de calcium]"", 'beurre de cacao', ""agents d'enrobage : gomme arabique"", 'sheliac']",['Non végétalien'],?,,510,+14%,26,+28%,60,+4%,"8,2",+37%,,,,,,,,,26 g,en quantité élevée,14 g,en quantité élevée,43 g,en quantité élevée,0.5 g,en quantité modérée,2134 kj(510 kcal),+14%,14,+41%,43,+21%,"0,5",+31%,"0,2",+31%,24,+26%,E,+26%,"['E322i - Lécithine', 'E500 - Carbonates de sodium', 'E170i - Carbonate de calcium', ""E414 - Gomme d'acacia""]",4,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,http://www.picard.fr/produits/billes-de-cereales-au-chocolat-au-lait-000000000000085032.html,,
368,Sablés à l'avoine et aux graines de lin - Picard - 160g,3270160853724,160 g,"['Sachet', 'Plastique', 'Etui', 'Carton']",['Picard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', ""Biscuits à l'avoine""]",['Point Vert'],,,,['Picard'],['France'],"['Farine de blé ', 'gluten', ""flocons d'avoine "", 'gluten', ' 27,6%', 'beurre ', 'lait', ' 23,2%', 'sucre', 'graines de lin 5,1%', 'amidon de blé ', 'gluten', 'lait écrémé en poudre', 'poudres à lever ', ""carbonates d'ammonium"", 'carbonates de sodium', 'sel', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,486,+5%,22,+7%,"60,6",+3%,"9,3",+25%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,22 g,en quantité élevée,12.6 g,en quantité élevée,21.2 g,en quantité élevée,0.54 g,en quantité modérée,2033 kj(486 kcal),+5%,"12,6",+58%,"21,2",-6%,"0,54",-12%,"0,216",-12%,18,+17%,D,+17%,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",4,"['Gluten', 'Lait']",Sablés,,,,
369,Bonbons - Picard,3270160853823,,,['Picard'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,['Picard'],['France'],[],[],?,,346,-3%,"0,5",-73%,81,-3%,"4,6",+117%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,0.5 g,en faible quantité,0.4 g,en faible quantité,69 g,en quantité élevée,0.01 g,en faible quantité,1448 kj(346 kcal),-3%,"0,4",-62%,69,+19%,"0,01",-92%,"0,004",-92%,14,-3%,D,-3%,,,,,,,,
370,"Lasagnes aux légumes grillés et à la mozzarella, Surgelées  - Picard - 300g",3270160860401,300 g,"['Surgelé', 'Barquette', 'Opercule', 'Carton']","['Picard', 'Formule express']","['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Lasagnes végétariennes', 'Lasagnes surgelées', 'Lasagnes aux légumes', 'Plats préparés à réchauffer au four traditionnel']","['Végétarien', 'Point Vert', 'Fabriqué en France', 'Eco-Emballages', 'Produit élaboré en Italie', 'Régime lacto-ovo-végétarien']","['France', 'Allemagne', 'Royaume-Uni', 'Mozzarrella']","['Paren Srl - Via Giacomo Matteotti 65 - 43015 Noceto', '(PR : Parme)', 'Émilie-Romagne', 'Italie']",['IT 892 L CE'],['Picard'],['France'],"['Légumes grillés 26,6 % ', 'courgette', 'poivron rouge et jaune', 'aubergine', 'oignon', 'pâte cuite 20 % [semoule de blé dur ', 'gluten', 'eau', 'œuf entier liquide pasteurisé]', 'lait écrémé réhydraté', 'pulpe de tomate', 'mozzarella 8', '3% ', 'France', 'Allemagne', 'Royaume-Uni ', ' contient lait', 'purée de tomate', 'crème fraîche ', 'lait', ""huile d'olive"", 'beurre ', 'lait', 'amidon transformé de maïs', 'basilic', 'sel', 'ail', 'huile de tournesol', 'poivres', 'muscade']","['Non végétalien', 'Végétarien']",453,-6%,?,,"5,5",+4%,"8,8",-32%,5,+12%,A,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,5.5 g,en quantité modérée,2.8 g,en quantité modérée,3.3 g,en faible quantité,0.46 g,en quantité modérée,453 kj(108 kcal),-13%,"2,8",+52%,"3,3",+5%,"0,46",-36%,"0,184",-36%,1,-48%,B,-48%,['E14XX - Amidons modifiés'],4,"['Œufs', 'Gluten', 'Lait']",Lasagnes aux légumes grillés et à la mozzarella,,"http://www.picard.fr/produits/lasagnes-legumes-grilles-mozzarella/000000000000086040,default,pd.html",,
371,Papoutsakia - Cuisine Evasion,3270160860470,,,['Cuisine Evasion'],,"['Viande Française', 'Viande-bovine-francaise']",,,,,['France'],[],[],?,,112,,"6,3",,6,,"7,5",,,,,,,,,,,,,,,,,,469 kj(112 kcal),,"2,3",,"3,8",,"0,4",,"0,16",,,,,,,,,,,,,
372,Risotto d'Orge et d'Avoine aux Légumes et au Chèvre - Picard - 350g,3270160860531,350 g,"['Carton', 'Plastique', 'surgelé']",['Picard'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",,,,"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)']",['Picard'],['France'],"['Eau', 'protéine de pois réhydratée', 'orge cuite 11,2 % [eau', ' orge précuite ', 'gluten', ']', 'avoine cuite 11', '2% [eau', ' avoine ', 'gluten', ']', ' crème fraîche ﬂuide légère ', 'lait', 'patate douce grillée 5,9 %', 'carotte jaune 5,6 %', ' oignon 4', '7 %', 'fromage à pâte pressée cuite 3 % ', 'lait', 'fromage de chèvre 2', '8 % ', 'lait', ' lait écrémé en poudre', 'graine de lin toastée 1', '7 %', 'fibre de chicorée', ' échalote', ' farine de blé ', 'gluten', 'ail', ' sel', ""huile d'olive vierge extra"", 'coriandre', 'muscade', ' poivre blanc']",['Non végétalien'],?,,131,-12%,6,-14%,"9,7",-26%,"7,2",+7%,,,,,,,,,6 g,en quantité modérée,3.5 g,en quantité modérée,2.7 g,en faible quantité,0.52 g,en quantité modérée,548 kj(131 kcal),-13%,"3,5",+35%,"2,7",+29%,"0,52",-32%,"0,208",-32%,-3,-224%,A,-224%,,4,"['Gluten', 'Lait', 'Avoine']",Risotto d'Orge et d'Avoine aux Légumes et au Chèvre,,,,
373,Riz à la Thaïlandaise (Veggie) - Picard - 350g,3270160860555,350g,"['Carton', 'Plastique']",['Picard'],"['Surgelés', 'Plats préparés', 'Plats à base de riz', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",['Végétarien'],,['France'],"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)', 'EMB 29188A', 'Plougasnou (Finistère, France)']",['Picard'],['France'],"['Riz thaï complet cuit 28,6% ', 'eau', ' riz thaï complet', ' omelette brouillée 14', '8% ', 'oeufs entier de poule élévée en plein air', ' lait écrémé réhydraté', 'huile de tournesol', ' jus de citron concentrée', 'sel', ' poivre blanc', 'protéine de pois réhydratée', 'shiitaké 5,7%', 'carotte 4', '3%', 'chou blanc 4', '3%', 'sauce soja 4', '1% [eau', ' soja', ' blé ', 'gluten', 'sel]', 'aubergine grillée 4%', 'ﬁbre de chicoré', 'oignon grillé 3,4%', 'eau', ' gingembre', 'ciboulette', ' noix de cajou grillée 1', '7% ', 'noix de cajou', 'huile de tournesol', 'ail', 'échalote', ' huile de tournesol', ' citronnelle', 'pâte de tamarin', 'huile de sésame']","['Non végétalien', 'Végétarien']",?,,132,-15%,"5,4",+18%,11,-42%,"7,1",+10%,,,,,,,,,5.4 g,en quantité modérée,1.1 g,en faible quantité,2.3 g,en faible quantité,0.85 g,en quantité modérée,552 kj(132 kcal),-13%,"1,1",-28%,"2,3",+55%,"0,85",+7%,"0,34",+7%,-4,-334%,A,-334%,,4,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","Riz (28,6%), omelette (14,8%) et légumes",,,,
374,Gratin de Poulet au Maroilles AOP - Picard - 330g e,3270160860777,330 g e,"['Surgelé', 'Carton', 'film plastique', 'barquette carton']",['Picard'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre']",['Viande-francaise'],"['France', 'Savoie']",['France'],"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)']",['Picard'],['France'],"['Pomme de terre précuite 29%', 'viande de cuisse de poulet cuite 20% ', 'origine France*', 'eau', 'Maroilles AOP** 7,3% ', 'contient lait', 'champignon de Paris 6,8%', 'crème fraiche liquide légère ', 'lait', ' 6,1%', 'oignon', 'Emmental de Savoie IGP*** 3% ', 'contient : lait', 'graisse de poulet ', 'origine : France*', 'échalote', 'amidon transformé de riz', 'noisette hachée grillée 1,2%', 'chapelure 1,2 % [ farine de blé ', 'gluten', 'levure', 'sel]', 'ail', 'vin blanc', 'beurre ', 'lait', 'sel', 'persil', 'thym', 'épices', 'muscade', ""* Issue d'animaux nés"", 'élevés', ""abattus et transformés en France** AOP: Appellation d'Origine Protégée *** IGP: Indication Géographique Protégée""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,,168,+27%,10,+44%,"8,3",-25%,10,+137%,A,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,10 g,en quantité modérée,4.6 g,en quantité modérée,0.6 g,en faible quantité,0.64 g,en quantité modérée,703 kj(168 kcal),+30%,"4,6",+13%,"0,6",-62%,"0,64",-11%,"0,256",-11%,3,-41%,C,-41%,['E14XX - Amidons modifiés'],4,"['Gluten', 'Lait', 'Fruits à coque']","Effiloché de poulet cuisiné 36,3%, pomme de terre précuite 29%, sauce au Maroilles AOP 26%, mélange d'Emmental de Savoie IGP, Maroilles AOP, noisettes et chapelure 8,4% ; surgelés. - Gratin de Poulet au Maroilles AOP",,https://www.picard.fr/produits/gratin-de-poulet-au-maroilles-aop-pommes-de-terre-champignon-et-000000000000086077.html#,,
375,"Soupe de courge, poulet et lait de coco - Picard - 300g",3270160861811,300 g,"['Carton', 'surgelé']",['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Soupes', 'Plats à la volaille', 'Soupes de légumes', 'Plats préparés surgelés', 'Plats au poulet', 'Soupes surgelées', 'Soupes de légumes surgelées']",,,,,['Picard'],['France'],"['Eau', 'courge 22,3 %', 'lait de coco 16,1 %', 'viande de poulet 10,2 %', 'oignon', 'épices ', 'gingembre', 'piment', 'coriandre 0,2 %', 'cumin 0,1 %', 'curcuma', 'huile de soja', 'ail', 'noix de coco râpée 0,6 %', 'farine de blé ', 'gluten', 'sel', 'coriandre feuille 0,3 %']","['Non végétalien', 'Non végétarien']",382,,92,+96%,"5,7",+203%,"5,9",+30%,"3,6",+143%,A,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,5.7 g,en quantité modérée,3.9 g,en quantité modérée,2.9 g,en faible quantité,0.77 g,en quantité modérée,382 kj(92 kcal),+95%,"3,9",+239%,"2,9",+80%,"0,77",+73%,"0,308",+73%,3,+240%,C,+240%,,4,"['Gluten', 'Soja']",,,,,
376,"Riz, crevettes à l'indienne - Picard - 900g",3270160862146,900 g,['Surgelé'],['Picard'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,,,"['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Picard'],['France'],"['Riz 30%', 'crevettes 14% et légumes 39% cuisinés avec une sauce tikka masala 3,6%']",[],409,-33%,?,,"2,8",-60%,"12,5",-5%,"4,7",-30%,,,,,,,,,2.8 g,en faible quantité,1.3 g,en faible quantité,2.2 g,en faible quantité,,,409 kj(98 kcal),-35%,"1,3",-50%,"2,2",+5%,,,,,,,,,,3,['Crustacés'],plat préparé au riz,,,,
377,"Au Menu Poulet, Légumes, Petites Pâtes, Mozzarella - Surgelé - Picard - 900g e",3270160862221,900 g e,"['Surgelé', 'Film plastique à jeter', 'Plastique']",['Picard'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Poêlées', 'Plats préparés surgelés', 'Plats au poulet']","['Point Vert', 'Fabriqué en France', 'Info-Tri Point Vert']",,"['Primel Gastronomie [Filiale Groupe Sill (Société Industrielle Laitière du Léon)] - 235 Route de Kerastren - Lieu dit Kerfeunteun - 29630 Plougasnou', 'Finistère', 'Bretagne', 'France']","['FR 29.188.020 CE', 'Plougasnou (Finistère, France)', 'EMB 29188A', 'Plougasnou (Finistère, France)']",['Picard'],['France'],"['Légumes 51,8 % [tomate pelée concassée ', 'tomate', 'jus de tomate', 'courgette grillée', 'poivron jaune grillé', 'tomate cerise', 'oignon', 'tomate', 'oignon grillé', 'purée de tomate double concentrée]', 'pâte précuite 19,2 % [eau', 'semoule de blé dur ', 'gluten', ']', 'émincé de filet de poulet rôti traité en salaison ', 'filet de poulet 12,9 %', 'eau', 'fécule de manioc', 'dextrose de blé', 'sel', 'mozzarella 4 % ', 'lait', 'sel', 'ferments lactiques', 'coagulant', 'antiagglomérant : amidon de pomme de terre', 'eau', ""huile d'olive vierge extra"", 'basilic', 'fromage à pâte pressée cuite ', 'contient lait', 'huile de tournesol', ""purée d'ail"", 'sel', 'paprika', ""vinaigre d'alcool"", 'préparation à base de piment ', 'piment', 'purée de tomate', 'eau', 'sel', 'poivron', ""vinaigre d'alcool"", 'thym', 'épaississant : gomme xanthane', 'épices']","['Non végétalien', 'Non végétarien']",?,,104,+8%,"3,8",-8%,"9,3",-4%,"7,3",+132%,D,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,3.8 g,en quantité modérée,1.2 g,en faible quantité,2.4 g,en faible quantité,0.55 g,en quantité modérée,435 kj(104 kcal),+7%,"1,2",+5%,"2,4",+27%,"0,55",-5%,"0,22",-5%,-2,,A,,['E415 - Gomme xanthane'],4,"['Gluten', 'Lait']","Au Menu Poulet, Légumes, Petites Pâtes, Mozzarella - Surgelé",,http://www.picard.fr/produits/poulet-legumes-petites-pates-mozzarella-000000000000086222.html,,
378,Risotto alla Milanese - Picard - 300g e,3270160862825,300 g e,"['surgelé', 'Plastique']",['Picard'],"['Surgelés', 'Plats préparés', 'Plats à base de riz', 'Risottos', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",,,['Italie'],,['Picard'],['France'],"['Riz Carnarolicotto 49,7% ', 'riz carnaroli', 'eau', 'eau', 'Grana Padano DOP ', 'lait', 'sel', 'chaudron', 'conservateur : lysozyme d’œuf', ""huile d'olive extra vierge"", 'beurre ', 'lait', ' 3,6 % de farine de riz', ""1,3 % d'oignons"", 'sel', 'extrait de bouillon de légumes 0', '2 % sel', 'fécule de pomme de terre', 'maltodextrine de pomme de terre', 'légumes déshydratés', 'oignons', 'carottes', 'céleri', 'persil', ' huile de tournesol', ""herbes aromatiques et extraits d'épices]"", 'curcuma', 'sucre', 'safran 0,008 %']","['Non végétalien', 'Non végétarien']",?,,169,-25%,9,+122%,24,-34%,"3,2",-47%,,,,,,,,,9 g,en quantité modérée,9 g,en quantité élevée,0.5 g,en faible quantité,0.77 g,en quantité modérée,707 kj(169 kcal),-22%,9,+406%,"0,5",-67%,"0,77",-17%,"0,308",-17%,13,+183%,D,+183%,['E1105 - Lysozyme'],3,"['Céleri', 'Œufs', 'Lait', 'Grana Padano DOP']",,,,,
379,10 Brochettes de Poulet au Curry avec Sauce Satay - Picard - 200g e,3270160866137,200 g e,"['Carton', 'Plastique', 'surgelé']",['Picard'],"['Viandes', 'Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Brochettes de viande', 'Plats à la volaille', 'Plats préparés surgelés', 'Brochettes de volailles']",['Point Vert'],['Thaïlande'],['Thaïlande'],['TH 76 DLD'],['Picard'],['France'],"['Brochettes de poulet au curry 150 g : viande de poulet 68,8 % ', 'origine : Thaïlande', 'lait de noix de coco 26,3 %', 'huile de son de riz', 'eau', 'amidon de pomme de terre et de maïs', 'sucre de canne', 'curcuma', 'épices curry 0,2 % [graine de moutarde', 'graine de coriandre', 'graine de fenugrec', 'piment', 'poivre', 'graine de fenouil', 'graine de cumin', 'farine de blé ', 'gluten', 'curcuma', 'sel]', 'sel', 'poivre', '\r Sauce satay 50 g : lait de noix de coco 66 %', 'cacahuète ', 'arachide', ' grillée 16,5%', 'sucre de palme', 'pâte de curry 3,8 % [piment rouge', 'citronnelle', 'ail', 'échalote', 'sel', 'galangal', 'pâte de crevette ', 'crevette ', 'crustacés', 'sel', 'graine de coriandre', 'cumin', 'citron kaffir', 'macis', 'cardamome', 'cannelle]', 'huile de son de riz', 'amidon transformé de tapioca', 'eau', 'graine de cumin en poudre', 'sel']","['Non végétalien', 'Non végétarien']",?,,158,+12%,"5,7",+24%,"1,6",-70%,25,+40%,E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,5.7 g,en quantité modérée,3.9 g,en quantité modérée,0.8 g,en faible quantité,0.2 g,en faible quantité,661 kj(158 kcal),+12%,"3,9",+187%,"0,8",-75%,"0,2",-81%,"0,08",-81%,-7,-365%,A,-365%,['E14XX - Amidons modifiés'],4,"['Crustacés', 'Gluten', 'Moutarde', 'Arachides']",,,https://www.picard.fr/produits/10-brochettes-de-poulet-au-curry-avec-sauce-satay-000000000000086613.html,,
380,Crevettes Sauce Curry Penang et Riz Cuisiné - Picard - 330g e,3270160868506,330 g e,"['surgelé', 'Plastique']",['Picard'],"['Surgelés', 'Plats préparés', 'Plats à base de riz', 'Plats préparés surgelés', 'Plats aux fruits de mer', 'Plats préparés à réchauffer au micro-ondes', 'Plats aux crevettes', 'Plats à base de crustacés']",['Fabriqué en France'],,['France'],,['Picard'],['France'],"['Riz thaï cuit 34,3 %', 'crevette crue décortiquée ', 'crustacé', ' 22,7 %', 'lait de coco ', 'eau', 'noix de coco', 'eau', 'pois gourmand 3,6 %', 'poivron rouge', 'huile de colza', 'oignon', 'ail', 'noix de cajou 1,6%', 'basilic thaï 1,3%', 'sauce nuoc mam [anchois ', 'poisson', 'sel', 'sucre]', 'gingembre', 'galanga 0,9 %', 'pâte de curry rouge 0,9 % ', 'poivron rouge', 'oignon', 'piment', ""vinaigre d'alcool"", 'huile de tournesol', 'citronnelle', 'coriandre feuille', 'gingembre', 'feuille de citron kaffir', 'sel', 'eau', 'coriandre en poudre', 'cumin', 'piment en poudre', 'acidifiant : acide lactique', 'stabilisant : gomme xanthane', 'antioxydant : acide ascorbique', 'amidon transformé de manioc', 'concentré de tomate', 'coriandre feuille 0,5%', 'sel', 'sucre', 'jus de citron vert', 'citronnelle 0,2 %', 'coriandre en poudre 0,1 %', 'feuille de citron kaffir', 'cumin', 'piment de cayenne']","['Non végétalien', 'Non végétarien']",?,,136,-19%,"6,2",-23%,"13,9",+11%,"5,8",-36%,,,,,,,,,6.2 g,en quantité modérée,2.6 g,en quantité modérée,1.3 g,en faible quantité,0.67 g,en quantité modérée,569 kj(136 kcal),-19%,"2,6",+7%,"1,3",-34%,"0,67",-39%,"0,268",-39%,1,-78%,B,-78%,"['E270 - Acide lactique', 'E415 - Gomme xanthane', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés']",4,"['Crustacés', 'Poisson', 'Fruits à coque']",Crevettes Sauce Curry Penang et Riz Cuisiné,,http://www.picard.fr/produits/crevettes-sauce-curry-penang-et-riz-cuisine-000000000000086850.html,,
381,Gratin de pomme de terre et patate douce - Picard - 450g,3270160870493,450 g,"['Carton', 'Surgelé']",['Picard'],"['Surgelés', 'Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés surgelés']",['Végétarien'],['France'],,"['EMB 22136', ""Loudéac (Côtes-d'Armor, France)""]",['Picard'],['France'],"['Pomme de terre précuite 35%', 'patate douce 22%', 'eau', 'crème fraîche liquide ', 'lait', ' 9,9%', 'emmental français râpé ', 'contient lait', ' 7,6%', 'oignon rissolé ', 'oignon', 'huile de tournesol', 'beurre ', 'lait', 'lait écrémé en poudre', 'fromage blanc ', 'contient lait', ""jaune d'oeuf liquide salé "", ""jaune d'oeuf"", 'sel', 'farine de blé ', 'gluten', 'ail', 'sel', 'épaississants ', 'gomme xanthane', 'gomme de guar', 'muscade']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",543,+6%,?,,"7,6",+9%,"10,5",-5%,4,-5%,A,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,7.6 g,en quantité modérée,5 g,en quantité modérée,1.9 g,en faible quantité,0.29 g,en faible quantité,543 kj(130 kcal),+0%,5,+23%,"1,9",+21%,"0,29",-60%,"0,116",-60%,3,-41%,C,-41%,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,"['Œufs', 'Gluten', 'Lait']",,,,,
