,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,markets,palm_ingredients,allergens,ingredients_origins,link,brand_owner
230,Tomates confites & courgettes marinées - Tout feu tout frais - 300g,3760039505163,,['France'],"['Tomate séchée 74', '8 %', ""huile d'olive"", 'huile de colza', 'sel', 'sucre', 'thym', 'ail', 'poivre', ' Courgettes marinées ', 'curry', 'vinaigre', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",790,?,790 kj(189 kcal),16,"1,7",8,8,"2,3","1,1","0,44","['Frais', 'Barquette']",,300g,"['Assiette apéritive', 'Courgettes marinées', 'Tomates confites']",,,,,,,,,,,,,"['Tout feu tout frais', 'Brédial']",,,3,16 g,en quantité modérée,1.7 g,en quantité modérée,8 g,en quantité modérée,1.1 g,en quantité modérée,,,,,,5,,C,,,['Bretagne'],,,,,http://www.bredial.com,
231,2 Coquilles Macédoine & crabe - Tout feu tout frais - 340g,3760039502735,"['Sans arômes artificiels', 'Sans colorants', 'en:gluten-free']",['France'],"['Macédoine de légumes 76 % : pommes de terre 48%', 'carottes 20 %', 'mayonnaise [huile de colza', 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'acidifiant : E330', 'antioxygène : disulfite de potassium ', 'SULFITES', ""jaune d'OEUF"", ""vinaigre d'alcool"", 'sel', 'saccharose', 'épaississants : gomme de guar ', 'E412', ' - gomme xanthane ', 'E415', ' - amidon modifié de pommes de terre ', 'E1414', ']', 'petit pois 11 %', 'sel', 'jus de citron', ' Crabe émietté 17%', 'Chili', 'CRUSTACES', 'tomate cerise']","['Non végétalien', 'Non végétarien']",?,154,644 kj(154 kcal),12,"0,9","5,8","0,9","5,3","0,89","0,356","['Frais', 'Barquette']",,340g,['Coquille macédoine'],,,,,,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E1414 - Phosphate de diamidon acétylé']",4,12 g,en quantité modérée,0.9 g,en faible quantité,0.9 g,en faible quantité,0.89 g,en quantité modérée,,,,,,-1,,A,,,['Bretagne'],,,"['Crustacés', 'Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']",,http://www.toutfeu-toutfrais.com,
232,Confit de foie de volaille - Le Manoir Alexandre - 100g,3513261270688,['Aveyron'],['France'],"['Viande de porc 50% origine UE', 'foie de volaille 43%', 'oeufs entiers', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,255,1067 kj(255 kcal),20,6,"1,1","0,5",17,"1,7","0,68",['Pot en verre'],,100g,,,,,,,,,,,,,,['Le Manoir Alexandre'],"['FR 12.096.001', 'Espalion (Aveyron, France)']",,,,,,,,,,,,,,,,,,,,,['Aveyron'],,,,['Union européenne'],,
233,2 coquilles macédoine et crevettes - Tout feu tout frais - 340g,3760039504449,"['en:gluten-free', 'Sans arômes artificiels', 'Sans colorants']",['France'],"['Macédoine de légumes 76 % : pommes de terre 48%', 'carottes 20 %', 'mayonnaise [huile de colza', 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'acidifiant : E330', 'antioxygène : disulfite de potassium ', 'SULFITES', ""jaune d'OEUF"", ""vinaigre d'alcool"", 'sel', 'saccharose', 'épaississants : gomme de guar ', 'E412', ' - gomme xanthane ', 'E415', ' - amidon modifié de pommes de terre ', 'E1414', ']', 'petit pois 11 %', 'sel', 'jus de citron', ' CREVETTES 17 %', 'Inde', 'tomate cerise']","['Non végétalien', 'Non végétarien']",624,?,624 kj(149 kcal),11,"0,9","5,2",0,"5,9","0,69","0,276","['Frais', 'Barquette']",,340g,,,,,,,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E1414 - Phosphate de diamidon acétylé']",4,,,,,,,,,,,,,,,,,,,['Bretagne'],,,"['Crustacés', 'Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']",,http://www.toutfeu-toutfrais.com,
234,2 coquilles macédoine et surimi - Tout feu tout frais - 340g,3760039502711,,['France'],"['Macédoine de légumes 76 % : pommes de terre 48%', 'carottes 20 %', 'mayonnaise [huile de colza', 'eau', 'MOUTARDE deDijon ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'acidifiant : E330', 'antioxygène : disulfite de potassium ', 'SULFITES', ""jaune d'OEUF"", ""vinaigre d'alcool"", 'sel', 'saccharose', 'épaississants : gomme de guar ', 'E412', ' - gomme xanthane ', 'E415', ' - amidon modifié de pommes de terre ', 'E1414', ']', 'petit pois 11%', 'sel', 'jus de citron', ' Miettes de surimi 17 % [Eau', 'surimi ', '38 %', ' ', 'chair de POISSONS', 'sucre', 'amidons ', 'BLE', ""blanc d'OEUF en poudre réhydraté"", 'huile de colza', 'sel', 'arôme naturel ', 'contient CRUSTACES', 'colorant : extrait de paprika]', 'tomate cerise']","['Non végétalien', 'Non végétarien']",643,?,643 kj(154 kcal),12,"0,9","8,6","0,9","2,7",1,"0,4","['Frais', 'Barquette']",,340g,,,,,,,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E1414 - Phosphate de diamidon acétylé', 'E160c - Extrait de paprika']",4,,,,,,,,,,,,,,,,,,,['Bretagne'],,,"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Moutarde', 'Anhydride sulfureux et sulfites']",,http://www.toutfeu-toutfrais.com,
235,Potjevleesch,64130538,,['France'],[],[],?,161,674 kj(161 kcal),"9,2",3,"1,2","0,5","18,3","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Leffe Royale,5410228246046,,['France'],[],[],?,63,264 kj(63 kcal),0,0,"5,5","0,7","0,6","0,1","0,04",,C,,"['Boissons', 'Boissons alcoolisées', 'Bières']",,+43%,-100%,+41%,+50%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Leffe'],,,,,,,,,,,,+43%,-100%,-23%,+529%,+529%,,,,,,,,,,,,
237,Beterraves rouges - Tout feu tout frais - 2.5kg,3760039504005,,['France'],"['Betteraves rouges ', '69%', 'huile de colza', 'oignons', 'vinaigre', 'persil', 'ail']","['Sans huile de palme', 'Végétalien', 'Végétarien']",613,?,613 kj(147 kcal),14,1,"4,6","4,6",1,"0,1","0,04","['Frais', 'Barquette', 'Plastique']",B,2.5kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Salades', 'Salades composées', 'Betteraves']",+244%,,+4194%,-39%,-39%,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,3,14 g,en quantité modérée,1 g,en faible quantité,4.6 g,en faible quantité,0.1 g,en faible quantité,+226%,+1695%,-32%,-63%,-63%,-2,,A,,,['Bretagne'],,,,,https://www.toutfeu-toutfrais.com/betteraves-rouges-xml-469_470-7166.html,
238,Salade à la Léonarde - Tout feu tout frais - 2.5kg,3760039504401,"['Végétarien', 'en:gluten-free', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans sulfites']",['France'],"['Pomme de terre 20%', 'brocolis 12%', 'chou-fleur 12%', 'carottes 12%', 'maïs', 'tomates', 'vinaigrette [huile de colza', 'MOUTARDE de Dijon\r', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ""vinaigre de vin blanc et d'alcool"", 'eau', 'sel]', 'sauce coleslaw [huile de colza', 'eau', 'fromage\rblanc à 3', '1% de matière grasse 10% ', 'LAIT demi-écrémé pasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau', 'graines de\rMOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune d'OEUF"", 'farine de carotte', 'sel]', 'sel de Guérande']","['Non végétalien', 'Végétarien']",497,?,497 kj(119 kcal),9,"0,7","6,9",3,"1,6","1,1","0,44","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Salades composées']",-19%,,+0%,-32%,-71%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,3,9 g,en quantité modérée,0.7 g,en faible quantité,3 g,en faible quantité,1.1 g,en quantité modérée,-21%,-48%,+33%,+25%,+25%,3,+97%,C,+97%,,['Bretagne'],,,"['Œufs', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/salade-leonarde-xml-469_470-7183.html,
239,Macédoine au surimi - Tout feu tout frais - 2.5kg,3760039505002,"['Sans conservateur artificiel', 'Sans sulfites']",['France'],"['Pomme de terre 34 %', 'surimi 20 % [eau', 'chair de POISSON 35%', 'amidon de BLE', ""blanc d'OEUF poudre réhydraté"", 'huile de colza,\rsucre', 'sel', 'arômes ', 'POISSONS et CRUSTACES', 'colorant: extrait de paprika]', 'carotte 15 %', 'mayonnaise [huile de colza', ""jaune d'OEUF,\reau"", 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', 'sel', 'sucre]', 'petit pois 8%', 'sel de Guérande', 'jus de\rcitron']","['Non végétalien', 'Non végétarien']",642,?,642 kj(153 kcal),12,"0,9","7,7",0,3,"1,1","0,44","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Macédoine']",+5%,,+34%,-24%,-46%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",['E160c - Extrait de paprika'],4,12 g,en quantité modérée,0.9 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,+2%,-33%,-100%,+25%,+25%,2,+32%,B,+32%,,['Bretagne'],,,"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Moutarde']",,https://www.toutfeu-toutfrais.com/macedoine-au-surimi-xml-469_470-7208.html,
240,Salade Mamounia - Tout feu tout frais - 2.5kg,3700520500369,"['Végétarien', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans arômes ajoutés', 'Sans sulfites']",['France'],"['Semoule de blé ', 'GLUTEN', ' 28%', 'carottes 26%', 'huile de colza', 'raisins secs 8% ', 'raisin sec sultanine', 'huile de graine de coton', 'cerneaux\rde NOIX 6%', 'emmental 6% ', 'LAIT', 'sel', 'ferments', ""vinaigre d'alcool"", 'brocolis', 'sel', 'jus de citron', 'poivre de Sao Tomé', ' À CONSOMMER\rRAPIDEMENT']","['Non végétalien', 'Végétarien']",1171,?,1171 kj(280 kcal),20,"5,6",18,"9,7","5,6","0,81","0,324","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Salades composées']",+91%,,+123%,+78%,+1%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,4,20 g,en quantité modérée,5.6 g,en quantité élevée,9.7 g,en quantité modérée,0.81 g,en quantité modérée,+85%,+315%,+329%,-8%,-8%,9,+492%,C,+492%,Taboulé emmental et noix,['Bretagne'],,,"['Gluten', 'Lait', 'Fruits à coque']",,https://www.toutfeu-toutfrais.com/salade-mamounia-xml-469_470-7205.html,
241,Salade indienne - Tout feu tout frais - 2.5kg,3760039504272,"['Végétarien', 'en:gluten-free', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans arômes ajoutés', 'Sans sulfites']",['France'],"['Chou blanc 36%', 'sauce curry 26 % ', 'mayonnaise [huile de colza', ""jaune d'OEUF"", 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de\rMOUTARDE', 'vinaigre', 'sel', 'vinaigre', 'sel', 'sucre]', 'sauce coleslaw [huile de colza', 'eau', 'fromage blanc à 3', '1% de matière grasse 10%\r', 'LAIT demi-écrémé pasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune\rd'OEUF"", 'farine de carotte', 'sel]', 'ketchup [eau,concentré de tomate 34%', 'sucre', 'vinaigre balsamique ', 'vinaigre de vin', 'moût de raisins', ',\rvinaigre', 'sel', 'amidon', 'farine de lin', 'cumin', 'coriandre', 'ail', 'poivre', 'oignon', 'cannelle]', 'curry 1%', 'carotte râpée', 'tomate', 'pomme 8%', 'raisin\rsec ', 'raisin sultanine', 'huile de coton', ' oignon ', 'MOUTARDE [eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel]', ' À CONSOMMER\rRAPIDEMENT']","['Non végétalien', 'Végétarien']",484,?,484 kj(116 kcal),"8,9","0,7","6,1","3,7","1,7","0,3","0,12","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Salades composées']",-21%,,-1%,-40%,-69%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,3,8.9 g,en quantité modérée,0.7 g,en faible quantité,3.7 g,en faible quantité,0.3 g,en quantité modérée,-23%,-48%,+64%,-66%,-66%,-3,-297%,A,-297%,,['Bretagne'],,,"['Œufs', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/salade-lindienne-xml-469_470-7261.html,
242,Duo de crudités carottes et céleri - Tout feu tout frais - 2.5kg,3760039504043,"['Végétarien', 'en:gluten-free', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans sulfites']",['France'],"['Carotte râpée 38%', 'CELERI râpé 25,6 %', 'mayonnaise [huile de colza', ""jaune d'OEUF"", 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de\rMOUTARDE', 'vinaigre', 'sel', 'vinaigre', 'sel', 'sucre', 'sauce coleslaw [huile de colza', 'eau', 'fromage blanc à 3', '1% de matière grasse 10%\r', 'LAIT demi-écrémé pasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune\rd'OEUF"", 'farine de carotte', 'sel]']","['Non végétalien', 'Végétarien']",944,?,944 kj(226 kcal),22,"1,6","4,6","3,7","1,1","0,41","0,164","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Salades composées']",+54%,,+146%,-54%,-80%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,3,22 g,en quantité élevée,1.6 g,en quantité modérée,3.7 g,en faible quantité,0.41 g,en quantité modérée,+49%,+19%,+64%,-53%,-53%,-1,-166%,A,-166%,,['Bretagne'],,,"['Céleri', 'Œufs', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/duo-de-crudites-xml-469_470-7177.html,
243,Salade de crevettes - Tout feu tout frais - 2.5kg,3760039503848,"['Sans conservateur artificiel', 'Sans colorants', 'Sans sulfites']",['France'],"['Surimi [Eau', 'chair de merlan bleu MSC zone FAO 27 ', 'POISSON', 'amidons ', 'GLUTEN', 'huile de colza', 'sel', 'arôme naturel\r', 'CRUSTACES', ']', 'CREVETTE 16% ', 'Inde', 'sauce coleslaw [huile de colza', 'eau', 'fromage blanc à 3', '1% de matière grasse 10% ', 'LAIT demi-écrémé pasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune d'OEUF,\rfarine de carotte"", 'sel]', 'mayonnaise [huile de colza', ""jaune d'OEUF"", 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre,\rsel', 'vinaigre', 'sel', 'sucre]', 'carotte', 'poivrons', 'mandarine', 'raisin sec ', 'raisin sultanine', 'huile de coton', 'persil', ' A CONSOMMER\rRAPIDEMENT']","['Non végétalien', 'Non végétarien']",890,215,890 kj(215 kcal),17,"1,3","9,2","1,9","5,4","0,68","0,272","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées']",+45%,+41%,+90%,-9%,-2%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,4,17 g,en quantité modérée,1.3 g,en faible quantité,1.9 g,en faible quantité,0.68 g,en quantité modérée,+41%,-4%,-16%,-23%,-23%,0,-100%,B,-100%,,['Bretagne'],,,"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/salade-de-crevettes-xml-469_470-539569.html,
244,Salade du boucher - Tout feu tout frais - 2.5kg,3760039504128,"['Viande Française', 'en:gluten-free', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans arômes ajoutés', 'Sans sulfites', 'Viande-bovine-francaise']",['France'],"['PRODUIT SANS COLORANT NI ARÔME\rPomme de terre 52 %', 'vinaigrette [huile de colza', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ""vinaigre de vin\rblanc et d'alcool"", 'eau', 'sel]', 'viande cuite de boeuf 16 % ', 'viande bovine française', 'sel', 'épices', 'cornichons ', 'origine France', 'oignons', 'persil,\rsel de Guérande']",[],715,?,715 kj(171 kcal),13,"1,8",6,"1,3","6,9","1,5","0,6","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Salades composées']",+17%,,+45%,-41%,+25%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,3,13 g,en quantité modérée,1.8 g,en quantité modérée,1.3 g,en faible quantité,1.5 g,en quantité modérée,+13%,+33%,-42%,+71%,+71%,4,+163%,C,+163%,,['Bretagne'],,,['Moutarde'],,https://www.toutfeu-toutfrais.com/salade-du-boucher-xml-469_470-7218.html,
245,Salade comtoise - Tout feu tout frais - 2.5kg,3760039504340,"['en:gluten-free', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans arômes ajoutés', 'Sans sulfites']",['France'],"['Chou blanc émincé 44%', 'vinaigrette [huile de colza', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ""vinaigre de vin\rblanc et d'alcool"", 'eau', 'sel]', 'comté 10% ', 'LAIT de vache cru', 'sel ferments lactiques', 'présure', 'lardons fumés origine France 10% ', 'poitrine\rde porc 83%', 'eau', 'sel', 'sirop de glucose', 'bouillon de légumes', ""extrait d'épices"", 'romarin', 'ferments', 'jambon cuit supérieur origine France\r', 'Jambon de porc ', '90%', 'eau', 'sel', 'dextrose', 'gelatine G de porc', 'bouillon ', 'blette', 'acerola', 'carotte', 'ferments', 'sauce coleslaw [huile de\rcolza', 'eau', 'fromage blanc à 3', '1% de matière grasse 10% ', 'LAIT demi-écrémé pasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau,\rgraines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune d'OEUF"", 'farine de carotte', 'sel]', 'oignon', 'persil']","['Non végétalien', 'Non végétarien']",873,?,873 kj(209 kcal),18,"4,5","4,5","3,6","7,3","1,2","0,48","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Salades composées']",+43%,,+101%,-55%,+32%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",['E428 - Gélatine'],4,18 g,en quantité modérée,4.5 g,en quantité modérée,3.6 g,en faible quantité,1.2 g,en quantité modérée,+38%,+233%,+59%,+37%,+37%,9,+492%,C,+492%,,['Bretagne'],,,"['Œufs', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/salade-la-comtoise-xml-469_470-7227.html,
246,Salade tartare - Tout feu tout frais - 2.5kg,3760039504234,"['Sans conservateur artificiel', 'Sans arômes ajoutés', 'Sans sulfites']",['France'],"['Tagliatelles 32% ', 'GLUTEN', 'OEUF', 'sauce coleslaw [huile de colza', 'eau', 'fromage blanc à 3', '1% de matière grasse 10% ', 'LAIT demi-écrémé pasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune d'OEUF,\rfarine de carotte"", 'sel]', 'surimi 24% [eau', 'chair de POISSON 35%', 'amidon de BLE', ""blanc d'OEUF poudre réhydraté"", 'huile de colza', 'sucre,\rsel', 'arômes ', 'contient POISSONS et CRUSTACES', ',colorant : extrait de paprika]', 'poivrons', 'sel de Guérande', 'poivre', ' de Sao Tomé', ' À\rCONSOMMER RAPIDEMENT']","['Non végétalien', 'Non végétarien']",887,?,887 kj(212 kcal),16,"1,5",12,"2,1",4,"1,3","0,52","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées']",+45%,,+79%,+19%,-28%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",['E160c - Extrait de paprika'],4,16 g,en quantité modérée,1.5 g,en quantité modérée,2.1 g,en faible quantité,1.3 g,en quantité modérée,+40%,+11%,-7%,+48%,+48%,5,+229%,C,+229%,Tagliatelles au surimi,['Bretagne'],,,"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/salade-tartare-xml-469_470-7248.html,
247,Salade Nautilus - Tout feu tout frais - 2.5kg,3760039504180,"['Sans colorants artificiels', 'Sans conservateur artificiel', 'Sans sulfites']",['France'],"['Riz 48%', 'mayonnaise [huile de colza', ""jaune d'OEUF"", 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre,\rsel', 'sucre]', 'surimi 11', '8% [eau', 'chair de merlan ble MSC zone FAO 27 ', 'POISSON', 'amidons ', 'GLUTEN', 'huile de colza', 'sel', 'arôme\rnaturel ', 'CRUSTACES', ']', 'tomates', 'sauce coleslaw [huile de colza', 'eau', 'fromage blanc à 3', '1% de matière grasse 10% ', 'LAIT demi-écrémé\rpasteurisé', 'ferments lactiques', 'sucre', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vinaigre', ""jaune d'OEUF"", 'farine de\rcarotte', 'sel]', 'ketchup ', 'eau', 'concentré de tomate 34%', 'sucre', 'vinaigre balsamique ', 'vinaigre de vin', 'moût de raisins', 'vinaigre', 'sel,\ramidon', 'farine de lin', 'cumin', 'coriandre', 'ail', 'poivre', 'oignon', 'cannelle', 'CRABE 2', '2% ', 'Chili', 'concentré de tomate', 'sel de Guérande À\rCONSOMMER RAPIDEMENT']","['Non végétalien', 'Non végétarien']",833,?,833 kj(199 kcal),14,"1,1",15,"3,2","3,2","0,59","0,236","['Frais', 'Barquette', 'Plastique']",,2.5kg,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées']",+36%,,+56%,+49%,-42%,,,,,,,,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,4,14 g,en quantité modérée,1.1 g,en faible quantité,3.2 g,en faible quantité,0.59 g,en quantité modérée,+32%,-19%,+42%,-33%,-33%,3,+97%,C,+97%,Riz au crabe,['Bretagne'],,,"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",,https://www.toutfeu-toutfrais.com/salade-nautilus-riz-au-crabe-xml-469_470-7242.html,
248,Læskedrik,20655051,,['France'],[],[],?,12,50 kj(12 kcal),0,0,"1,2",1,"0,2","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Céleri rémoulade - Tout feu tout frais - 2.5kg,3760039504029,"['Végétarien', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans sulfites']",['France'],"['CELERI râpé 62%', 'mayonnaise [huile de colza', ""jaune d'OEUF"", 'eau', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ',\rvinaigre', 'sel', 'sucre]', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'jus de citron', ""vinaigre d'alcool"", 'sel de Guérande', ' À\rCONSOMMER RAPIDEMENT']","['Non végétalien', 'Végétarien']",1218,?,1218 kj(291 kcal),32,"2,3",0,0,"1,2","1,1","0,44","['Frais', 'Barquette', 'Plastique']",B,2.5kg,"['Plats préparés', 'Salades', 'Salades composées', 'Légumes préparés', 'Céleris Rémoulade']",+144%,,+176%,-100%,-1%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,"['Tout feu tout frais', 'Brédial']","['FR 29.160.020 CE', 'Plabennec (Finistère, France)']",,3,32 g,en quantité élevée,2.3 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,+124%,+133%,-100%,+9%,+9%,5,+46%,C,+46%,,['Bretagne'],,,"['Céleri', 'Œufs', 'Moutarde']",,https://www.toutfeu-toutfrais.com/celeri-remoulade-xml-469_470-41444.html,
