,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,link,traceability_code,brand_owner,palm_ingredients,producer_info,origin_detail
898,Mama Soupe Porc - 90g,8850987131769,Préparation alimentaire à base de blé tendre saveur porc,90 g,['sachet plastique'],['Mama'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,"['Australie', 'France']","['Farine de blé 68,84%', 'huile de palme', 'amidon de tapioca modifié', 'sel', 'sucre', 'épices', 'arôme ', 'de sésame', ' 1,18%', 'Exhausteur de goût: E621', 'E635', 'piment en poudre', 'ciboule déshydratée', ""correcteurs d'acidité: : E500"", 'E501', 'E451', 'colorant: E150a', 'épaississant : E466', 'sauce de soja ', 'soja', 'eau sel', '\rCe produit peut contenir des traces d’œufs', 'de lait', 'de crustacés', 'de poisson', 'et de céleri']","['Œufs', 'Gluten', 'Graines de sésame', 'Soja']",['Huile de palme'],4,,,,,,,,,?,,444,+48%,1858 kj(444 kcal),+47%,19,+64%,"9,2",+75%,60,+48%,"3,8",+57%,"8,2",+29%,4,+53%,"1,6",+53%,,,,,,"['Tang Frere', 'Woolworths']",,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E500 - Carbonates de sodium', 'E501 - Carbonates de potassium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a', 'E466 - Carboxyméthylcellulose']",,['thai president foods public company limited'],http://www.mama.co.th,,,['Huile de palme'],,
899,Mama Soupe Tum Yum - Thai agri foods co ltd,8850987131776,,,,['Thai agri foods co ltd'],,,['France'],"['j verdikkirjgsrniddeIŒ466,sojasaus van eieren', 'en selderij bevatten', 'huile de palme', 'amidon de 25Jüidifiant: 30 noix de coco,']",,['Huile de palme'],,,,,,,,,,?,,82,,343 kj(82 kcal),,"3,5",,"1,8",,11,,"0,7",,"1,5",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
900,Yentafo Instant Rice Vermicelli - Mama - 55g,8850987201172,,55g,['Plastic Pack'],"['Mama', 'มาม่า']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",['Sans conservateurs'],"['France', 'Thaïlande']","['Rice Flour 70%', 'Sugar 12', '5%', 'Iodized Salt 8%', 'Palm oil 4%', 'Fermented Soy Bean Curd Powder 1', '3%', 'Chilli Powder1%', 'Monosodium Glutamate E621 0', '8%', 'Citric Acid E330 0', '46%', ""Disodium 5'Ribonucleotides E635 0"", '08%', 'natural colour']",,['Huile de palme'],4,,,,,,,,,?,,361,+21%,1510 kj(361 kcal),+20%,"4,9",-58%,"2,1",-60%,72,+78%,13,+437%,"6,2",-2%,"7,2",+176%,"2,88",+176%,,,,,,['Tang Frères'],,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', ""E635 - 5'-ribonucléotide disodique""]",,['Thailand'],,,,,,
901,Mangoustan Au Sirop Elephants 565G Thailande,8851011122265,,,,['Elephants'],,['Sans conservateurs'],['France'],"['MANGOUSTAN 50%', 'SIROP 50% NO PRESERVATIVE NE CONTIENT PAS DE CONSERVATEUR PACKED BY/ FABRIQUE PAR ERAWAN FOOD PUBLIC CO', 'LTD', ' 58/4 RAMA Il RD', 'SAMUTSAKHON 74000 www', 'ErawanFood', 'com e-Mail: contact@erawanfoodacom PRODUCT OF THAILAND PRODUIT DE THAILANDE ?____pg9 NV 74-1-11932-1-0025 BEST BEFORE']",,[],,,,,,,,,,?,,56,,234 kj(56 kcal),,"0,1",,"0,1",,"19,7",,"12,9",,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
902,Chair de noix de coco au sirop léger - Twin Elephants and Earth brand - 425g - égoutté : 180g,8851011133285,noix de coco en conserve,425 g - égoutté : 180 g,['Conserve'],['Twin Elephants and Earth brand'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop']",,['France'],"['chair de noix de coco ', '40', '71%', 'eau', 'sucre', 'acide citrique ', 'E330', 'sodium metabisulphite ', 'E223']",['Anhydride sulfureux et sulfites'],[],3,3 g,en quantité modérée,2.7 g,en quantité modérée,13 g,en quantité élevée,0 g,en faible quantité,?,,89,+22%,372 kj(89 kcal),+26%,3,+1462%,"2,7",+7888%,15,-3%,13,-7%,"0,5",+29%,0,-100%,0,-100%,0,,B,,,,,,,,,,,"['E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,['Viet-Nam'],http://www.erawanfood.com/canned_fruit.html,,,,,
903,Jus De Fruit 1L - Tipco,8851013767495,,,,['Tipco'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,"['France', 'La Réunion']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité élevée,0.3 g,en quantité modérée,?,,32,-30%,134 kj(32 kcal),-30%,0,-100%,0,-100%,8,-25%,"7,5",-23%,"0,21",-46%,"0,3",+2933%,"0,12",+2933%,1,-74%,B,-74%,D,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
904,Glico Pocky Cookies & Cream Taste Biscuit Stick 40G,8851019500195,,,,"['Glico', 'Pocky']",,,['France'],[],,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,25,,17,,"67,5",,"32,5",,"7,5",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,
905,V-soy Multi-grain Soya Bean Milk 1000ML,8851028001812,,,,,,,['France'],[],,[],,,,,,,,,,?,,67,,280 kj(67 kcal),,"2,8",,"1,7",,"8,2",,"6,5",,"2,4",,"0,049",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
906,Vitamilk Double Choco Shake - ไวตามิ้ลค์ - 300ml,8851028002505,,300 ml,['Bottle'],"['ไวตามิ้ลค์', 'Vitamilk']","['Produits laitiers', 'Laits']",['Sans conservateurs'],"['France', 'Thaïlande']","['Eau', 'graines de soja entiers', 'sucre', 'poudre de cocoa', 'complexe de vitamines et de minéraux']",,[],3,1.9 g,en faible quantité,0.4 g,en faible quantité,8.8 g,en quantité modérée,0.77 g,en quantité modérée,?,,73,+11%,305 kj(73 kcal),+11%,"1,9",-8%,"0,4",-66%,"10,7",+78%,"8,8",+62%,3,-15%,"0,77",+521%,"0,308",+521%,3,+422%,C,+422%,D,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,
907,Tube Wasabi 43GR Exotic Food,8853662006826,,,,['Exotic food'],,,['France'],[],,[],,,,,,,,,,?,,277,,1159 kj(277 kcal),,"12,9",,"2,5",,33,,0,,"3,2",,"6,6",,"2,64",,,,,,,,,,,,,,,,,,,,,,,
908,"Exotic, Soya Sauce - Exotic Food",8853662040400,,,['Bouteille'],['Exotic Food'],,,['France'],"['soja', 'farine de ble', 'eau', 'sel', 'sucre', 'sel', 'sucre', 'colorant: E150a', 'acidifiant : E330']","['Gluten', 'Soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,34,,142 kj(34 kcal),,0,,0,,6,,"5,6",,"2,6",,"19,2",,"7,68",,,,,,,,,,,,,,,"['E150a - Caramel E150a', 'E330 - Acide citrique']",,,,,,,,
909,Mango,8854761170111,,,,,,,['France'],[],,[],,,,,,,,,,?,,55,,230 kj(55 kcal),,0,,0,,13,,13,,0,,5,,2,,,,,,,,,,,,,,,,,,,,,,,
910,Coco Royal Letchi avec graines de basilic,8855044017031,,,,,,,['France'],[],,[],,,,,,,,,,?,,0.15,,1 kj(0 kcal),,0,,0,,37,,35,,0,,"0,025",,"0,01",,,,,,,,,,,,,,,,,,,,,,,
911,Sauce Huitre Sans Gluten - Megachef,8857118730327,,,,['Megachef'],"['Epicerie', 'Sauces', ""Sauces à l'huitre""]",,['France'],"['Huîtes 45%', 'eau', 'sucre', 'sel', 'amidon de maïs', 'conservateur: E202', ' Conserver dans le Frigidaire']",,[],3,0.2 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,9.5 g,en quantité élevée,?,,107,+13%,448 kj(107 kcal),+12%,"0,2",+75%,0,-100%,24,+17%,20,+32%,"2,5",+34%,"9,5",+7%,"3,8",+7%,15,+14%,D,+14%,,,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,
912,Desiam Thai Yellow Curry Paste - 70g,8857122559617,,70 g,"['Sachet', 'Plastique', 'Carton']",['Desiam'],"['Epicerie', 'Sauces', 'Pâtes de curry', 'Pâtes de curry jaunes']",,['France'],"['Huile de soja', 'échalote', 'poudre de curry jaune ', 'curcuma', 'moutarde', 'cumin', 'coriandre', 'farine de blé', 'épices', ' 15', '7%', 'ail', 'citronnelle 9', '8%', 'piment rouge 8', '6%', 'sel', 'sucre', 'galanga 2', '7%', 'racine de coriandre', 'gingembre', 'pâte de crevettes ', 'crevettes', 'sel', 'fruit du citronnier', 'poivre', ""correcteur d'acidité :  acide citrique""]","['Crustacés', 'Gluten', 'Moutarde', 'Soja']","['Non végétalien', 'Non végétarien']",3,19.1 g,en quantité modérée,2.9 g,en quantité modérée,5.7 g,en quantité modérée,5.9 g,en quantité élevée,?,,256,+41%,1071 kj(256 kcal),+40%,"19,1",+169%,"2,9",,"16,8",+13%,"5,7",-23%,"4,3",+19%,"5,9",-36%,"2,36",-36%,11,,D,,,,,,,,,,,['E330 - Acide citrique'],,['Thaïlande'],,,,,,
913,"Riz Thaï Brisé Parfumé Golden Phoenix 4,5 KG",8858306001618,,,,,,,['France'],[],,[],,,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,3",,"0,9",,"76,5",,0,,"7,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
914,Crispy Seaweed (Wasabi Flavor),8858702403597,,,,,,,['France'],[],,[],,,,,,,,,,?,,16,,67 kj(16 kcal),,11,,"4,5",,"2,5",,0,,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
915,Prima Taste Chillikrabben Nudeln,8886350067908,,,,,,,['France'],[],,[],,,,,,,,,,?,,362,,1515 kj(362 kcal),,"12,4",,"5,9",,"53,5",,"7,1",,"8,1",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,
916,Base Bouillon Au Champignon Po Lo Ku 500G - Vegetalk,8887127112012,,,,['Vegetalk'],,,['France'],[],,[],,,,,,,,,,?,,227,,950 kj(227 kcal),,"0,4",,"0,13",,"48,54",,"13,08",,"7,49",,"12,8",,"5,12",,,,,,,,,,,,,,,,,,,,,,,
917,The Original Mushroom Flavour Oriental Instant Noodles - koka - 70g,8888056707102,,70 g,['Cup'],"['Koka', 'โคคา']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,"['France', 'Thaïlande']",[],,[],,,,,,,,,,?,,80,-73%,335 kj(80 kcal),-73%,"3,3",-72%,"1,5",-72%,"10,4",-74%,"0,5",-79%,"1,8",-72%,"0,8",-69%,"0,32",-69%,,,,,,,,,,,,,,,,,,,,,,
918,Meiji Hello Panda Biscuit With Milk Flavour Filling - 50g,8888077108032,,50 g,"['BOITE', 'CARTONNÉE']",['MEIJI'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,"['France', 'Polynésie française']","['Farine de blé', 'graisse végétale ', 'huile de soja partiellement hydrogénée', 'sucre', 'sirop de malt', 'lactose', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'assaisonnement naturel', 'levure ', ""bicarbonate d'ammonium"", 'bicarbonate de sodium', 'sel', 'arôme de sucre ', 'arôme de lait']","['Gluten', 'Lait', 'Soja']",['Non végétalien'],4,9 g,en quantité modérée,5 g,en quantité modérée,8 g,en quantité modérée,0.8 g,en quantité modérée,?,,160,-66%,669 kj(160 kcal),-66%,9,-57%,5,-50%,18,-72%,8,-73%,2,-69%,"0,8",+36%,"0,32",+36%,8,-60%,C,-60%,C,"['CARREFOUR', 'HYPER U']",80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,,,,,
919,Ginger lemon,8888296019317,,,,,,,['France'],[],,[],,,,,,,,,,?,,8,,33 kj(8 kcal),,7,,6,,5,,4,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
920,Silken tofu - Unicurd - 300g,8888351100011,,300 g,['Produkt'],['Unicurd'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Substituts de viande', 'Tofu']",,"['France', 'Allemagne', 'Pays-Bas']","['Water', 'soybeans', 'stabiliser: E516', 'acidity regulator: E575']",['Soja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.9 g,en faible quantité,0.4 g,en faible quantité,1.2 g,en faible quantité,0 g,en faible quantité,?,,46,-69%,192 kj(46 kcal),-69%,"1,9",-78%,"0,4",-72%,"1,5",-31%,"1,2",+93%,"5,3",-62%,0,-100%,0,-100%,-3,,A,,B,,15.9%,34.2%,17.4%,15.8%,9.7%,7.0%,97,"['E516 - Sulfate de calcium', 'E575 - Glucono-delta-lactone']",,,,,,,,
921,Silken Tofu Special,8888351100042,,,,,,,['France'],[],,[],,,,,,,,,,?,,69,,289 kj(69 kcal),,"3,5",,1,,"2,3",,"1,9",,7,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,
922,Digestive - Nutri Choice,8901063142015,,,,['Nutri Choice'],,,['France'],"['çGREDIENTS: FLOUR', ' V', 'uGH CON AOOtO']",,[],,,,,,,,,,?,,493,,2063 kj(493 kcal),,21,,10,,68,,"14,5",,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
923,Papadam au cumin - Lijjat Papad,8901441010011,,,,['Lijjat Papad'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']",,['France'],['Ingr9die9ts il'],,[],,1.1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,4.6 g,en quantité élevée,?,,335,-5%,1402 kj(335 kcal),-5%,"1,1",-84%,"0,4",-56%,59,+29%,0,-100%,23,+28%,"4,6",+50%,"1,84",+50%,13,+13%,D,+13%,,,,,,,,,,,,,,,,,,
924,Punjabi Masala Papads - Lijjat - 200g,8901441017010,,200 g,,['Lijjat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']",,['France'],"['zutaten urid-mehl', 'urid flour', 'asafoetida ', 'seasoning', 'black pepper', 'salt', 'asafoetida ', 'gewü schwarzer pfeff salz', 'backtriebmi sodium bikarbo pflanzenöl', 'raising agent: sodium bicarbonate', 'edible vegetable oil', 'ingredienser ingredien linsemel', 'asafoetida ', 'krydderi', 'sort peber', 'salt', 'natron', 'vegetabilsk olie', 'farina urid pou asafetida ', 'res in polvere', 'pepe sale', 'bicarbon sodio', 'olio veg commestibl storage : cool dry and away from sunlig']",,[],,0.7 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,?,,326,-8%,1364 kj(326 kcal),-8%,"0,7",-90%,"0,5",-45%,59,+29%,0,-100%,"20,9",+16%,"1,4",-54%,"0,56",-54%,4,-65%,C,-65%,,,,,,,,,,['E500ii - Carbonate acide de sodium'],,,,,,,,
925,Shahi Methi Matar - Ashoka,8901552021449,,,,['Ashoka'],,"['en:gluten-free', 'Sans conservateurs']",['France'],[],,[],,,,,,,,,,?,,114.3,,478 kj(114 kcal),,"7,9",,"1,6",,8,,"0,6",,"3,2",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
926,All in One Namkeen - Haldiram s,8904063200020,,,,['Haldiram s'],,,['France'],"['Farine de pois chicìte ', '19%', 'hurle v#ae ', 'arachide', 'maÂs', 'de graine de coton', 'farine de haricots tépari ', '6%', 'chiche cassé décoriqué ', '5%', 'pois vert cassé ', '5%', 'lenü!les ', '3%', 'pomrne de terre ', '3%', 'péble de maïs ', '3%', 'riz soufflé ', '2', '8%', 'sagou', 'raisin ', '2', '7%', 'de cajou ', '2', '6%', 'cacahuète ', '2', '5%', 'épinards', 'sel', 'poudre de piment rouge', 'poudre de mangue', 'de poivre noir', 'poudre de poudre de clou de girofle', 'poudre de macis', 'poudre de muscade', 'sucre en poudre', 'poudre Coignon', ""poudre d'ail"", 'poudre de cardamme', 'poudre de coriandre', 'poudre de feuilles de mentie', 'poudre de cumin', 'poudre dase acidifiant acide citriaue']",['Arachides'],[],,,,,,,,,,?,,564,,2360 kj(564 kcal),,40,,10,,40,,0,,11,,"1,275",,"0,51",,,,,,,,,,,,,,,,,,,,,,,
927,Bikaji (moong Dal) 400GM,8906005501080,,,,['Bikaji'],,,['France'],"['?', ' split Green Gram ', '78%', 'Edibke Vegetable Oit ', 'Palmolein Oil and/or Cottonseed Oil', 'Edible Common Salt', 'Acidity Regulator ', 'INS 330']",,[],4,,,,,,,,,?,,476,,1992 kj(476 kcal),,20,,7,,49,,2,,23,,"0,5",,"0,2",,,,,,,,,,,,,,,"['E175 - Or', 'E330 - Acide citrique']",,,,,,,,
928,Soupe chinoise Hu tieu - Vina acecook - 71g,8934563453145,,71g,['pack plastique'],['Vina acecook'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],"['NOUILLES DE RIZ ', '70', '3%', ': RIZ 42', '6%', 'AMIDON,ÉPAISSISSANT ', 'AMIDON OXYDE ', 'E1404', 'ÉMULSIFIANTS ', 'CARBOXYMÉTHYLCELLULOSE SODIQUE ', 'E466', ',/LECITHINE DE SOJA', 'E322', ' ASSAISONNEMENT ', '13', '4%', ': SUCRE', 'SEL', 'EXHAUSTEURS DE GOUT ', 'GLUTAMATE MONOSOLE ', 'E621', 'INOSINATE DISODIQUE ', 'E631', 'GUANYLATE DISODIOUE ', 'E627', 'ÉPICES', 'POUDE DE CREVETTE ', 'PARAPENAEOPSIS', 'POUDRE DE CREME NON LAITIERE ', 'CASEINE', 'AMIDON,ETRAT DE LEVURE', ' HUILE ', '14', '2%', ': HUILE VÉGÉTALE ', 'HUILE DE PALME', 'ANTIOXYDANTS ', 'HYDROXYANISOL EUTYLE ', 'E320', ',HYDROXYTOLUENE BUTYLÉ ', 'E321', 'AILS FRITS', 'ÉPICE', 'CÉLERI', ' LEGUMES ', '2', '1%', ': CHOUX SÉCHÉS ', 'SOJA', 'PROTÉINE DE SOJA', 'CIBOULETTE SÉCHÉE', 'CIBOUL CHINE SECHE INFORMATIONS ALLERGENES: CONTIEN CREVETTE', 'SOJA', 'CASÉINE', 'CELERI']","['Céleri', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,411,+37%,1720 kj(411 kcal),+37%,"12,8",+10%,"5,9",+12%,"67,9",+68%,9,+272%,"5,5",-13%,"4,9",+88%,"1,96",+88%,,,,,,,,,,,,,,"['E1404 - Amidon oxydé', 'E466 - Carboxyméthylcellulose', 'E322i - Lécithine', 'E322 - Lécithines', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E320 - Butylhydroxyanisol', 'E321 - Butylhydroxytoluène']",,['Vietnam'],,,,['Huile de palme'],,
929,Minced Pork Noodle 80GM,8934563788162,,,,,,,['France'],[],,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,"16,5",,"9,3",,"47,7",,"6,7",,7,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,
930,Sauce Gimgembre Pimentée - Cholimex foods - 270g,8934637261614,,270g,['Bouteille'],['Cholimex foods'],"['Epicerie', 'Condiments']",,['France'],"['Piment', 'Gingembre', 'Ail', 'Sucre', 'Sel', 'Aditif ', 'E 1422', 'Conservateur ', 'E 202', 'Monosodium de gutamate ', 'E621', 'Colorant ', 'E110']",,[],4,0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,1.29 g,en quantité modérée,?,,97,-31%,406 kj(97 kcal),-32%,0,-100%,0,-100%,22,+68%,21,+207%,0,-100%,"1,29",-77%,"0,516",-77%,10,-1%,C,-1%,,,,,,,,,,"['E1422 - Adipate de diamidon acétylé', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E110 - Jaune orangé S']",,,,,,,,
931,Farine Bot Banh Cuon - Vinh Thuan,8934734082037,,,,['Vinh Thuan'],,,['France'],"['Farine de riz ', '90%', 'farine de tapioca']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,359,,1502 kj(359 kcal),,"0,1",,"0,1",,0,,0,,"3,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
932,Crispbits - Viet Choice - 100g,8935005305862,Chips de patate douce,100 g,"['Sachet', 'Plastique']",['Viet Choice'],"['Snacks', 'Snacks salés', 'Snacks sucrés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de patate douce']",['Nouveau'],['France'],"['Patate Douce 85%', 'Huile De Palme', 'Sucre De Canne']",,"['Huile de palme', 'Végétalien', 'Végétarien']",3,24.8 g,en quantité élevée,11.4 g,en quantité élevée,20.9 g,en quantité élevée,0 g,en faible quantité,?,,515,+6%,2155 kj(515 kcal),+6%,"24,8",-18%,"11,42",+125%,"70,7",+47%,"20,9",+13%,"2,07",-52%,0,-100%,0,-100%,15,+23%,D,+23%,,,,,,,,,,,,['Vietnam'],,,,['Huile de palme'],,
933,Nouilles De Riz 3MM 3bambou - Tufoco - 14oz,8936007820193,,14 oz,,['Tufoco'],,,['France'],"['Riz 97%', ' eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,160,,669 kj(160 kcal),,0,,0,,74,,0,,4,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
934,Banh pho,8936007820209,,,,,,,['France'],[],,[],,,,,,,,,,?,,312,,1305 kj(312 kcal),,0,,0,,74,,0,,4,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
935,Coco water - Inut - 330ml,8936121110361,,330 ml,['Canette'],['Inut'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco', 'Boissons avec sucre ajouté']",,['France'],"['Eau de coco', 'pulpe de noix de coco', 'antioxydant : E300', 'conservateur : E223 ', 'contient sulfites']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,5.8 g,en quantité modérée,0.25 g,en quantité modérée,100,+23%,24,+26%,100 kj(24 kcal),+20%,0,-100%,0,-100%,6,+32%,"5,8",+61%,0,-100%,"0,25",+283%,"0,1",+283%,9,+266%,D,+266%,,,,,,,,,,"['E300 - Acide ascorbique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,
936,Marou Bên Tre Zartbitterschokolade 78% 80 G Merken,8938505214351,,,,['Marou'],,"['en:gluten-free', 'Sans lactose']",['France'],"['parfaitement equiiibré', ""élaboré à partir de feves de cacao provenant de l'île de Ben Tre dans le Delta du Mékong où tes cacaoyers poussent à l'ombre des cocotiers"", "" Tous nos chocolats sont fabriqués artisanalement à Saigon à partir d'ingrédients locaux de la pius haute qualité""]",,[],,,,,,,,,,?,,596,,2494 kj(596 kcal),,"41,9",,"26,9",,"46,1",,"27,8",,"8,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
937,Hamdard Rooh Afza,8964000122075,,,,['Hamdard'],"['Boissons', 'Boissons sans sucre ajouté']",['Halal'],['France'],"['800 ml ', '28,22 fl,oz', ' syrup contains:- 28,22 fl,oz aqua distillate--ad-- sugar 800 ml', '800gm', '28,22 oz distillate of rose 48,64ml', '1,715 fl,0z distillate of fragrant screw pine 26,28ml', '0,927 fl,oz citric acid 0,80 gm', '0,0282 oz preservative e-211 0,017 oz 0,48 gm', '0,35 gm', '0,042 gm', 'food color e-124 0,01234 oz xanthan gum e-415 0,00148 oz rooh afza is a soothing', 'cooling and thirst quenching beverage base syup', '39 ml ', '1,3 fl,oz,', ' syrup mixed with 270 ml ', '9 fl,oz,', ' ice cold water or wilth nilk and ice cubes for a pleasant drink', 'can also be used as an ice cream topping', 'colour ponceau 4r ', 'f']",,"['Non végétalien', 'Non végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,1 g,en quantité élevée,?,,307,+598%,1284 kj(307 kcal),+552%,0,-100%,0,-100%,77,+791%,7,+3%,1,+101%,1,+2010%,"0,4",+2010%,14,+154%,E,+154%,,,,,,,,,,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E124 - Ponceau 4R', 'E415 - Gomme xanthane']",,,,,,,,
938,Pâte Chow Mein - Bali Kitchen,8995899450512,,,,['Bali Kitchen'],,,['France'],"['farine de blé', 'eau', 'sel', ' La couleur dans ce produit vient de ses ingrédients naturels', 'par conséquent elle peut varier selon la variation des saisons', ' Libre de préservatif', 'de matière colorante ou saveur artificielle']",['Gluten'],[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,2,,1,,"69,1",,7,,"20,2",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,
