,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,packaging,generic_name,ingredients_origins,manufacturing,allergens,nova_score,link,brand_owner,additives
610,Salsa De Tomate Con Chile Pimiento Poll,8001310162510,['France'],[],[],?,169,707 kj(169 kcal),"15,3","1,5","5,4","5,2",1,"2,36","0,944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Café - Nescafé Dolce Gusto - 168g,9901525922222,['France'],[],[],?,?,,?,,?,,?,,,,['Nescafé Dolce Gusto'],,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Dosettes Dolce Gusto']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168 g,,,,,,,,,,,
612,Miel de Lorraine de Tilleul 500g - Les fous de terroirs,3393190038548,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,['Les fous de terroirs'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,-100%,-100%,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
613,Stevia edulcorant,53333032,['France'],[],[],?,0,0 kj(0 kcal),0,0,"98,7",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Sirop d'orange,3217690016557,['France'],[],[],?,284,1188 kj(284 kcal),"0,1","0,1","70,9",70,"0,1","0,1","0,04",,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orange""]",,,,,,,,,,+24%,+19%,-22%,+289%,+21%,+22%,-30%,+227%,+227%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,
615,Pain Waldkorn,0205814012335,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Bio lassi - 230g,7610900099672,['France'],[],[],?,84,351 kj(84 kcal),"2,9","1,8",12,11,"2,5","0,1","0,04",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 g,,,,,,,,,,,
617,Crêpe maison,0203248012792,['France'],[],[],?,299,1251 kj(299 kcal),9,"5,2",46,22,8,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Bonbon Kola Oye,6171100010030,['France'],[],[],?,307,1284 kj(307 kcal),0,0,"76,8","73,7",0,"0,032","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Miel artisanal iturria,3545290000011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Sonatural raw soup tomate - 125ml,5603493007157,['France'],[],[],?,54,226 kj(54 kcal),"3,4","1,1",4,"3,2","0,6","0,08","0,032",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 ml,,,,,,,,,,,
621,Préparation pour marbré orange chocolat - Légendes Gourmandes,3760155981506,['France'],[],[],?,397,1661 kj(397 kcal),"6,6","3,8",75,52,"6,9","0,01","0,004",,['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Baguette bio céréales,0209856005584,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,L'abeille bleue,2020208000006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Hokkien noodles - 2x 200g,4088700008294,['France'],[],[],?,111,464 kj(111 kcal),1,1,"22,6","0,1","3,1","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 200 g,,,,,,,,,,,
625,boules de soja BBQ,3770001999517,['France'],[],[],?,417,1745 kj(417 kcal),"11,6",1,"27,9",11,50,"3,33","1,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Crème Dessert Saveur Vanille - Délisse - 4x 125g,3564700448519,['France'],"['Lait entier ', 'origine : France', ' 83 %', 'sucre', 'amidon modifié de maïs', 'crème ', 'origine : France', 'fructose', 'arôme naturel', 'épaississant : carraghénanes', 'colorant : rocou', 'protéines de lait', 'lactose et minéraux du lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",468,111,468 kj(111 kcal),"3,7","2,4",17,14,"2,5","0,2","0,08",['Lait Français'],"['Délisse', 'Marque Repère']",B,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",3.7 g,en quantité modérée,2.4 g,en quantité modérée,14 g,en quantité élevée,0.2 g,en faible quantité,-3%,-3%,-2%,+4%,+9%,-2%,-1%,-13%,+38%,+38%,5,+20%,C,+20%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,4 x 125 g,['Leclerc'],"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']","['Pots', 'Plastique']",,['France'],['France'],['Lait'],4,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']"
627,Pains au chocolat pur beurre,2644775023611,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Bananes -,2250140001506,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,
629,Surprima-plus - Soezie,5411866957929,['France'],[],[],?,348,1456 kj(348 kcal),"1,5","0,2",70,"0,2","12,2",0,0,,['Soezie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Torsade pepite chocolat,0207179014764,['France'],[],[],?,319,1335 kj(319 kcal),15,"9,5",40,16,"4,8","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Sirop pamplemousse rose - Monin,3052910052317,['France'],[],[],?,?,,?,,?,,?,,,,['Monin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Coq au vin et écrasé de pommes de terre - 300g,3356067772549,['France'],[],[],?,105,439 kj(105 kcal),"5,3","2,1","6,9","0,9","7,1","0,79","0,316",['Fabriqué en France'],,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Coq au vin']",5.3 g,en quantité modérée,2.1 g,en quantité modérée,0.9 g,en faible quantité,0.79 g,en quantité modérée,,-22%,-22%,+2%,+43%,+74%,+6%,-33%,-17%,-17%,2,+40%,B,+40%,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,300 g,,"['FR 62.865.007 CE', 'Vitry-en-Artois (Pas-de-Calais, France)']",,,,,,,,,
633,Boeuf séché,0716053273086,['France'],[],[],?,269,1125 kj(269 kcal),"5,9","2,3","1,9","1,1","53,1","4,9","1,96",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Petit complet moulé,3760034361160,['France'],[],[],?,271,1134 kj(271 kcal),1,0,53,1,10,1,"0,4","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Huile coco,2551891,['France'],[],[],?,63,264 kj(63 kcal),7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Sirop de grenadine - Carrefour,3270190443100,['France'],[],[],?,?,,?,,?,,?,,,,['Carrefour'],B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,
637,Fève de tonka,3760022900524,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Jambon blanc,3302850055009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,
639,Gelée Royale Airless - 30 G - Laboratoire Phytoceutic,3492270078112,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,3453020002450,3453020002450,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.160.205 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,,,,,,
641,Deux boudins blancs au porto -,2300000002621,['France'],[],[],?,?,,?,,?,,?,,,"['Viande Française', 'Viande Porcine Française', 'Bleu Blanc Cœur']",,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,,,,,,,,,,,,,,,,,,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,['Frais'],,,,,,,,
642,Soupe au pistou,3272932000213,['France'],[],[],?,34,142 kj(34 kcal),"0,9","0,1","4,2","1,5","1,5","0,55","0,22","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,"['Plats préparés', 'Soupes', 'Soupes au pistou']",0.9 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0.55 g,en quantité modérée,,-41%,-41%,-49%,-67%,-23%,+17%,-17%,-25%,-25%,2,-10%,B,-10%,,,,,,,,,,,,,,,,,,,
643,Véritable andouille de Guéméné,2251510029588,['France'],[],[],?,244,1021 kj(244 kcal),20,10,0,0,16,"2,35","0,94",,,E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",20 g,en quantité modérée,10 g,en quantité élevée,0 g,en faible quantité,2.35 g,en quantité élevée,,-2%,-2%,-1%,-1%,-100%,-100%,-2%,-2%,-2%,22,+2%,E,+2%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,,
644,Lebhour thon entier à l'huile de tournesol,6191485000020,['France'],[],[],?,335,1402 kj(335 kcal),"29,25","10,9",0,0,"18,16","1,36","0,544",,,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",29.2 g,en quantité élevée,10.9 g,en quantité élevée,0 g,en faible quantité,1.36 g,en quantité modérée,,+54%,+54%,+110%,+509%,-100%,-100%,-20%,+25%,+25%,20,+549%,E,+549%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,,
645,Le marin thon entier à l'huile végétale,6191463400088,['France'],[],[],?,183,766 kj(183 kcal),"16,14","3,34",0,0,"9,43","1,34","0,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Oignon origine France-Alsace,3560790001009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Corazones de alcachofa - El Corte Inglés,8433329023658,['France'],[],[],?,153,640 kj(153 kcal),0,0,7,3,2,"0,73","0,292",,['El Corte Inglés'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",0 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.73 g,en quantité modérée,,+206%,+209%,-100%,-100%,+54%,+146%,+15%,-15%,-15%,-2,,A,,,,,,,,,,,,,,,,,,,,
648,Yaourt fermier de brebis,3760237510006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Bio garbanzos guisados con verduras producto ecológico - Bajamar - 345g,8410465088567,['France'],[],[],?,362,1515 kj(362 kcal),"3,7","0,5","8,7","0,8","3,3","0,8","0,32",['Bio'],['Bajamar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345 g,,,,,,,,,,,
650,Miel de Poitou-Charentes,7091623006053,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Escalope fine poulet fermier - Monoprix Bio,2200019051828,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Monoprix Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,
652,Rillettes de canard aux mirabelles de Lorraine - Les fous de terroirs,3393190038753,['France'],[],[],?,259,1084 kj(259 kcal),"24,8",10,"0,9","0,9","17,1","1,22","0,488",,['Les fous de terroirs'],D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",24.8 g,en quantité élevée,10 g,en quantité élevée,0.9 g,en faible quantité,1.22 g,en quantité modérée,,-35%,-35%,-32%,-20%,+56%,+259%,+6%,-11%,-11%,17,-12%,D,-12%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
653,Bananes chips,0208450011816,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Reblochon,2480040062059,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
655,Cuarto trasero familiar - Vall Companys,2303680004183,['France'],[],[],?,?,,?,,?,,?,,,,['Vall Companys'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,CUISSES DE POULET - La Nouvelle Agriculture,0213312038771,['France'],[],[],?,?,,?,,?,,?,,,,['La Nouvelle Agriculture'],D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
657,Sauce Tomate au basilic - Panzani,54292406,['France'],[],[],?,?,,?,,?,,?,,,,['Panzani'],B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",,,,,,,,,,,,,,,,,,,,,,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,,,,
658,Saucisson sec pur porc,3355396843029,['France'],[],[],?,?,,?,,?,,?,,,"['Viande Française', 'Viande Porcine Française']",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,,,,,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,
659,Quinoa bio,2256277675528,['France'],[],[],?,140,586 kj(140 kcal),4,"0,48","20,3","1,2","3,7","0,58","0,232",['Bio'],,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",4 g,en quantité modérée,0.48 g,en faible quantité,1.2 g,en faible quantité,0.58 g,en quantité modérée,,-57%,-58%,-26%,-26%,-63%,-52%,-69%,+256%,+256%,1,,B,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,,,,,,,,
660,Napoli,8004767003986,['France'],[],[],?,?,,?,,?,,?,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Soupe Minceur Saveur Chou Et Legumes - Cure 8 Jours,3760103005636,['France'],[],[],?,365,1527 kj(365 kcal),"1,7","0,6",72,11,"9,4","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Producto De Pastelería,8411439003678,"['France', 'Espagne']",[],[],?,494,2067 kj(494 kcal),25,14,45,23,"4,6",0,0,,,,['es:Nova 3'],25 g,en quantité élevée,14 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,,,,,,,,,,,21,,E,,,,,,,,,,,,,,,,,,,,
663,Pâte à tartiner Crousti-Gourmande cajou et coco caramélisées,3760294400104,['France'],[],[],?,554,2318 kj(554 kcal),37,14,47,39,8,"0,1","0,04",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Germe de blé - Gerblé,3175681009196,['France'],[],[],?,374,1565 kj(374 kcal),"9,6","1,7",35,14,30,"0,02","0,008",,['Gerblé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Mélange de raisins,2600708016921,['France'],[],[],?,307,1284 kj(307 kcal),"0,5","0,1",77,52,"0,02","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Pâte à tartiner noisette chocolat - 250g,10007945,['France'],[],[],?,552,2310 kj(552 kcal),36,"4,1",43,41,"9,6","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
667,Cerises confites - 130g,3760230173031,['France'],[],[],?,290,1213 kj(290 kcal),0,0,71,68,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 g,,,,,,,,,,,
668,5017689810412,5017689810412,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Saveur delice kacheiir goût bœuf - Isla delice - 600g,3512690004949,['France'],"['Viande séparée mécaniquement de dinde halal 53%', 'eau', 'fécule de pomme de terre', 'viande de dinde', 'viande de poulet', 'sel', 'arômes', 'stabilisants ', 'E451', 'E450', 'dextrose', 'sirop de glucose', 'protéines de soja', ""épices et extrait d'épices"", 'exhausteur de goût ', 'E621', 'conservateurs ', 'E250', 'E262', 'antioxydants ', 'E300', 'E301', 'E316', 'E331', 'colorant ', 'caramel E150a']","['Non végétalien', 'Non végétarien']",716,172,716 kj(172 kcal),"10,8","3,9","9,5","0,5","9,1",2,"0,8",['Halal'],['Isla delice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 g,,"['FR 42.156.006 CE', 'Neulise (Loire, France)']",,Saveur'délice gout bœuf 600g,,,['Soja'],4,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E331 - Citrates de sodium', 'E150a - Caramel E150a']"
670,Dattes Medjool,0201539020860,['France'],[],[],?,284,1188 kj(284 kcal),"0,1","0,1",71,66,2,0,0,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Eau pétillante,8719992099160,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Biologische Tomatenketchup Fles 450 ML,8718906154094,['France'],[],[],?,110,460 kj(110 kcal),0,0,25,20,"0,9","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Boudin viande,0264517034242,['France'],[],[],?,319,1335 kj(319 kcal),"27,6","0,8","5,5","3,5",14,"1,6","0,64","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Pain,2011000019242,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Chicche classiche,8009344202776,['France'],[],"['Végétalien', 'Végétarien']",?,130,544 kj(130 kcal),"0,6","0,1",26,"5,3","3,6",1,"0,4","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-006', 'ICEA', 'ICEA Bio Vegan']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Velouté poireaux pomme de terre,3250790102485,['France'],[],[],?,31,130 kj(31 kcal),"0,6","0,5","5,3","1,3","0,6","0,62","0,248",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Chateau lepourcaud,3306380130038,['France'],[],[],?,?,,?,,?,,?,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,['France'],,,,,,
678,Miel De Paris,3770003827009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Saucisson sec (charcuterie de Charpey),2240697041063,['France'],[],[],?,385,1611 kj(385 kcal),31,12,"3,3",0,24,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,8908003105123,8908003105123,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Sirop de pêche - Leader Price,36635832,['France'],[],[],?,?,,?,,?,,?,,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],"['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",,,,,,,,,
682,Comte - U Saveurs,2871736035226,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",,['U Saveurs'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Magasins U'],,,,,,,,,,
683,Voitures en chocolat,8713475278615,['France'],[],[],?,534,2234 kj(534 kcal),"29,9","17,7","59,5",58,"5,9","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Ourson teddy bear - Michel Cluizel - 100g,0659253121859,['France'],[],[],?,565,2364 kj(565 kcal),"40,9","24,6","42,3","35,1","7,1","0,27","0,108",,['Michel Cluizel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
685,Granola miel noix de coco,0041415182059,"['France', 'États-Unis']","['Organic oats', 'organic cane sugar', 'organic canola oil', 'sunflower seeds', 'honey', 'organic flaxseeds', 'organic quinoa flakes', 'organic coconut flakes', 'chia seeds', 'sea salt']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,467,1954 kj(467 kcal),20,"1,67","63,33","23,33",10,"0,875","0,35",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",20 g,en quantité modérée,1.67 g,en quantité modérée,23.3 g,en quantité élevée,0.875 g,en quantité modérée,,+34%,+34%,+250%,+6%,+8%,+310%,+6%,+191%,+191%,9,+452%,C,+452%,,,,,,,,,,,,,,,,3,,GREEN WISE,
686,Ail des ours moulu - 20g,35564,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,,
687,Paēlla TASTY CUP,3327060000526,['France'],[],[],?,360,1506 kj(360 kcal),9,"1,4","43,5","2,3","22,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Choux rouge,3700651500672,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Ratatouille à la provençale,2250360538325,['France'],[],[],?,66,276 kj(66 kcal),"4,5","0,6","3,8","3,6","1,2","0,59","0,236",,,B,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",4.5 g,en quantité modérée,0.6 g,en faible quantité,3.6 g,en faible quantité,0.59 g,en quantité modérée,,-3%,-1%,+20%,+11%,-26%,-7%,+2%,-17%,-17%,2,+104%,B,+104%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,,,,,,
690,CHOCO,5365659505043,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Aitana,8412080003291,['France'],[],[],?,?,,?,,?,,?,,,,['Aitana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Aiguilettes de Poulet fermier bio,2268496031627,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,220g,3665125000082,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 g,,,,,,,,,,,
694,Sureau,3517760001590,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Pain aux cereales,0218026010501,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,2x 110g,3770004507054,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 110 g,,,,,,,,,,,
