,name,bar_code,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,manufacturing,traceability_code,labels,markets,generic_name,brand_owner,palm_ingredients,link
69,Panela -,0634158543821,,,['France'],[],,,[],,?,366,1531 kj(366 kcal),0,0,90,90,0,0,0,B,"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne', 'Panela', 'Panela en poudre']",0 g,en faible quantité,0 g,en faible quantité,90 g,en quantité élevée,0 g,en faible quantité,,-2%,-3%,-100%,,-3%,+8%,-100%,-100%,-100%,14,0%,D,0%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,
70,Rainbow Nerds,16397337,,,['France'],[],,,[],,?,400,1674 kj(400 kcal),0,0,"93,3","93,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Lindoya,7896089500134,,,"['Brésil', 'France']",[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,"11,5","4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Découpes de poulet,3265080110804,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,
73,Wild Harvest Macaroni & Cheese Dinner Organic,0711535507741,,,"['France', 'États-Unis']","['Organic macaroni product ', 'organic durum wheat semolina', 'cheese sauce mix ', 'organic wheat flour', 'organic cheddar cheese [pasteurized organic milk', 'salt', 'cheese cultures', 'microbial enzymes]', 'organic wheat starch', 'salt', 'organic whey [milk]', 'natural flavors', 'citric acid', 'annatto extract [for color]']",['E330 - Acide citrique'],['Lait'],['Non végétalien'],4,?,357,1494 kj(357 kcal),"2,86","0,71","71,43","4,29","12,86","1,965","0,786",,"['Plats préparés', 'Plats à base de pâtes']",2.86 g,en faible quantité,0.71 g,en faible quantité,4.29 g,en faible quantité,1.97 g,en quantité élevée,,+98%,+101%,-55%,-71%,+242%,+77%,+74%,+117%,+117%,9,+142%,C,+142%,,,,,,,,,,,,['Bio'],,,Star Markets Co.,,
74,Confit de fleurs de Violette,3760043781171,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,yogurt set,8993200661176,,,['France'],[],,,[],,?,100,418 kj(100 kcal),"2,5",2,16,11,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,roti gandum,8992907150044,,,['France'],[],,,[],,?,190,795 kj(190 kcal),"3,5",2,32,2,6,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Mi-cho-ko,3664346304283,,,['France'],[],,,[],,?,461,1929 kj(461 kcal),21,17,63,50,"3,6","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,H2 MELON WATER,9339655002611,,,['France'],[],,,[],,?,34,142 kj(34 kcal),"0,1","0,1","7,7","7,2","0,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,
79,Medjool date,26311838,,,['France'],[],,,[],,?,330,1381 kj(330 kcal),"0,2","0,1","74,5",57,"2,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Smartwater,0786162507006,,,"['France', 'États-Unis']","['Vapor distilled water', 'calcium chloride and magnesium chloride and potassium bicarbonate ', 'electrolyte sources*']",['E501ii - Carbonate acide de potassium'],,[],,?,0,0 kj(0 kcal),0,1,0,1,0,0,0,,"['Boissons', 'Eaux']",0 g,en faible quantité,1 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,+134671%,-100%,+82%,-100%,-100%,-100%,1,-19%,B,-19%,,,,,,,,,,,,,,,Energy Brands Inc.-Glaceau,,
81,Duo carotte râpée & chou blan,2241415012204,,,['France'],[],,,[],,?,32,134 kj(32 kcal),"0,23","0,05","5,35","2,76","1,01","0,06","0,024",B,"['Plats préparés', 'Légumes préparés', 'Carottes râpées']",0.23 g,en faible quantité,0.05 g,en faible quantité,2.76 g,en faible quantité,0.06 g,en faible quantité,,-58%,-58%,-95%,-88%,-11%,-44%,+15%,-90%,-90%,0,-100%,B,-100%,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,,,,
82,sauce tomate basilic - Jardin Bio,3478820023658,,['Jardin Bio'],['France'],[],,,[],,?,52,218 kj(52 kcal),"1,7","0,4","6,2","6,1","1,6","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,
83,Gâteau amande Sésame - noodle house industrial co. - 227g,0653884020192,['sachets individuels'],['noodle house industrial co.'],"['France', 'La Réunion']","['Haricot vert', 'sucre', 'huile de palme', 'sésame', 'arachides eau', 'amande', ""arôme d'amande""]",,"['Fruits à coque', 'Graines de sésame']",[],,?,457,1912 kj(457 kcal),"17,4","6,52","65,2","24,8",13,"0,125","0,05",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",17.4 g,en quantité modérée,6.52 g,en quantité élevée,24.8 g,en quantité élevée,0.125 g,en faible quantité,,-4%,-4%,-16%,-35%,+2%,-16%,+100%,-79%,-79%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,227g,['en:Chine'],['Shenzhen'],,,['asia store'],,,['Huile de palme'],
84,Café décaféiné torréfactionié - Auchan - 250g,3596710160372,,['Auchan'],['France'],[],,,[],,?,?,,?,,?,,?,,,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés décaféinés', 'Cafés solubles', 'Cafés en poudre décaféinés']",,,,,,,,,,,,,,,,,,,,,,,84.8%,12.4%,0.3%,1.0%,0.1%,1.5%,26,250 g,,,,,['Auchan'],,,,
85,Jambon cuit supérieur aux herbes,2238752020405,,,['France'],[],,,[],,?,146,611 kj(146 kcal),"6,1","2,4","0,5","0,5","21,2","1,5","0,6",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",6.1 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+11%,+12%,+27%,+30%,-25%,-16%,+0%,-20%,-20%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,['Qualité supérieure'],,,,,
86,Vital Klassik,4006894102406,,,['France'],[],,,[],,?,514,2151 kj(514 kcal),"29,2","4,9",46,"31,2","13,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,
87,Soupe minestrone avec bacon,99695743,,,['France'],[],,,[],,?,40,167 kj(40 kcal),"1,3","0,4","4,6","3,1","1,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Pâte à tartiner aux noisettes,05218707,,,['France'],[],,,[],,?,530,2218 kj(530 kcal),30,"5,4",57,54,"6,1","0,08","0,032",D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",30 g,en quantité élevée,5.4 g,en quantité élevée,54 g,en quantité élevée,0.08 g,en faible quantité,,-3%,-4%,-13%,-29%,+12%,+16%,-12%,-23%,-23%,21,+2%,E,+2%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,['Agriculture UE/Non UE'],,,,,
89,2254685585934,2254685585934,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,11147633,11147633,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Cake degla,6191599100432,,,['France'],[],,,[],,?,366,1531 kj(366 kcal),"15,1","4,9","53,5","20,4","4,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Rillettes de Carpe à la Chambord Pêchée en Loire - La Bourriche aux Appétits - 100g,3760029053261,"['Bocal', 'Verre', 'métal']",['La Bourriche aux Appétits'],['France'],"['Carpe ', '40 %', 'crème', 'poisson blanc', 'œuf', 'lait', 'farine de blé', ""huile d'olive"", 'carottes', 'champignons de Paris', 'chapelure', 'vin rouge ', 'sulfites', 'purée de tomate', 'poireau', 'lard', 'sel', 'échalote', 'oignons', 'persil', 'ail', 'thym']",,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites', 'Carpe', 'Chapelure']","['Non végétalien', 'Non végétarien']",3,695,?,695 kj(166 kcal),12,"5,7","4,3","0,8",10,"1,1","0,44",B,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'en:preparations-made-from-fish-meat']",12 g,en quantité modérée,5.7 g,en quantité élevée,0.8 g,en faible quantité,1.1 g,en quantité modérée,-25%,,-24%,-29%,+0%,+91%,-20%,-27%,+1%,+1%,11,+14%,D,+14%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,100 g,"['France', 'Loire']",['France'],,['Point Vert'],,Rillettes de carpe - Rillettes de Carpe à la Chambord Pêchée en Loire,,,
93,Cookies macadamia,3468750120916,,,['France'],[],,,['Sans huile de palme'],,?,455,1904 kj(455 kcal),23,"8,2",53,27,"7,4","0,73","0,292",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",23 g,en quantité élevée,8.2 g,en quantité élevée,27 g,en quantité élevée,0.73 g,en quantité modérée,,-8%,-8%,-2%,-31%,-15%,-17%,+13%,+32%,+32%,21,-2%,E,-2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'en:palm-oil-free']",,,,,
94,Palette De Porc cuite,2211322053393,,,['France'],[],,,[],,?,186,778 kj(186 kcal),14,"4,8",0,0,15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,
95,3048867000006,3048867000006,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Confiture artisanale,3286462500662,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Crunchy with blueberries and apple - Verival,9004617063800,,['Verival'],['France'],[],,,"['Végétalien', 'Végétarien']",,?,413,1728 kj(413 kcal),13,"1,7",61,22,8,"0,18","0,072",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",13 g,en quantité modérée,1.7 g,en quantité modérée,22 g,en quantité élevée,0.18 g,en faible quantité,,+4%,+3%,+49%,-23%,-9%,+32%,-14%,-50%,-50%,6,+11%,C,+11%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,"['Végétarien', 'Végétalien']",,,,,
98,Pains au chocolat -,3286540000008,,,['France'],[],,,[],,?,410,1715 kj(410 kcal),20,11,49,15,"7,2",1,"0,4",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",20 g,en quantité modérée,11 g,en quantité élevée,15 g,en quantité élevée,1 g,en quantité modérée,,+4%,+3%,-9%,-17%,+16%,+25%,+0%,+11%,+11%,22,+12%,E,+12%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,
99,Glace antillaise,3297520010061,,,['France'],[],,,[],,?,176,736 kj(176 kcal),"5,3","3,5","27,8",24,"1,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 97.411.005 CE', 'Saint-Denis (La Réunion, France)']",,,,,,
100,Terrine de canard au poivre vert - Pierre Champion,3529670503835,,['Pierre Champion'],['France'],[],,,[],,?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,,,,,,,,,,,,,,,,,,,,,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,
101,Crème de pommes,3760133533017,,,['France'],[],,,[],,?,294,1230 kj(294 kcal),4,"1,3",60,60,"4,4","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,,
102,Milk Chocolate Halloween - Le Comptoir de Mathilde,3700961304489,,['Le Comptoir de Mathilde'],['France'],"['Chocolat au LAIT 79,9% ', 'sucre', 'beurre de cacao 24%', 'poudre de LAIT entier 22,5%', 'pâte de cacao 11%', 'emulsifiant: lecithine de SOJA', 'arôme naturel de vanille', ' Cacao : 33% minimum', 'decor en chocolat 10,3% ', 'sucre', 'beurre de cacao', 'LAIT entier en poudre', 'pâte de cacao', 'LAIT maigre en poudre', 'emulsifiant : lécithine de SOJA', 'arôme naturel de vanille', ' Cacao 22', '7 % minimum', 'bonbons de chocolat au LAIT dragéifies 9,8% ', 'sucre', 'chocolat au LAIT 40 % ', ' sucre', 'pâte de cacao', 'beurre de cacao', 'LAIT entier en poudre', 'LAIT écreme en poudre', 'emulsifiant: lecithine de SOJA', 'arôme naturel de vanille', ' Cacao : 29% minimum', ""agents d'enrobage: gomme arabique"", ""cire d'abeille"", 'cire de carnauba', 'shellac ', ' sirop de glucose', 'vanilline', 'colorant : E110*', 'E171', "" Peut contenir des traces d'arachides"", 'de fruits à coque', ""d'oeufs et de gluten""]","['E322i - Lécithine', ""E414 - Gomme d'acacia"", ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E904 - Gomme-laque', 'E110 - Jaune orangé S', 'E171 - Oxyde de titane']","['Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,?,548,2293 kj(548 kcal),33,20,55,53,"6,5","0,2","0,08",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",33 g,en quantité élevée,20 g,en quantité élevée,53 g,en quantité élevée,0.2 g,en faible quantité,,-1%,-1%,-4%,+2%,+6%,+8%,-9%,-14%,-14%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,
103,Power Cookies,9421900144273,,,['France'],[],,,[],,?,318,1331 kj(318 kcal),"9,8","3,6","46,3","22,9","5,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Cappuccino,4021155117319,,,['France'],[],,,[],,?,418,1749 kj(418 kcal),"10,8","10,2","73,2","56,3","5,7","1,25","0,5",B,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Cappuccino en poudre']",,,,,,,,,,+40%,+36%,+45%,+58%,+45%,+36%,-28%,+67%,+67%,,,,,85.1%,5.9%,1.2%,1.3%,0.4%,6.2%,75,,,,,,,,,,
105,Moelleux caramel chocolat - 640g,44409906,,,['France'],[],,,[],,?,120,502 kj(120 kcal),"6,3","3,3","12,8",9,"1,8","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640 g,,,,,,,,,
106,Miel,3760032991598,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
107,Curry Indien de Madras - Delhaize - 950g,5400112368237,,['Delhaize'],"['Belgique', 'France']",[],,,[],,?,112,469 kj(112 kcal),3,"2,1","14,3","1,6","6,5","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950 g,,,,['Nutriscore'],['Delhaize'],,,,
108,Poires rondes 1/2 fruits,3061435002684,,,['France'],[],,,[],,?,70,293 kj(70 kcal),"0,1",0,17,15,"0,5","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Poivre noir grains,4007747002317,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Graines de poivre', 'Poivres noirs', 'Poivre noir en grains']",,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,
110,Jus de pomme reinettes du Vigan,3017600281309,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"Noix de cajou grillées, aromatisées curry",2600299039552,,,['France'],[],,,[],,?,580,2427 kj(580 kcal),"44,2","8,6","25,9","8,6","18,2","1,96","0,784",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",44.2 g,en quantité élevée,8.6 g,en quantité élevée,8.6 g,en quantité modérée,1.96 g,en quantité élevée,,-3%,-3%,-4%,+1%,+1%,+33%,-3%,+213%,+213%,14,+85%,D,+85%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,
112,Pain fantaisie,0201351007810,,,['France'],[],,,[],,?,304,1272 kj(304 kcal),"1,7","0,3",61,"1,7",10,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Rillettes du Mans - Leader Price - 220g,3263859460242,,['Leader Price'],['France'],[],,,[],,?,373,1561 kj(373 kcal),"34,8","12,5","0,1","0,1","14,5","1,26","0,504",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']",34.8 g,en quantité élevée,12.5 g,en quantité élevée,0.1 g,en faible quantité,1.26 g,en quantité modérée,,-7%,-7%,-7%,-13%,-73%,-64%,-8%,+1%,+1%,19,-3%,E,-3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,220 g,,,,,['Leader Price'],,,,
114,Lard à griller - Migros - 0.228g,2184737003706,,['Migros'],"['France', 'Suisse']",[],,,[],,?,385,1611 kj(385 kcal),35,13,1,1,17,"2,5",1,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Porc', 'Allumettes de porc', 'Lardons de porc', 'Lard à griller']",35 g,en quantité élevée,13 g,en quantité élevée,1 g,en faible quantité,2.5 g,en quantité élevée,,+46%,+48%,+63%,+59%,+20%,+51%,+4%,-4%,-4%,24,+21%,E,+21%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,0.228 g,,,,,['Migros'],,,,
115,Buderim Ginger,9310371133131,,,['France'],[],,,[],,?,347,1452 kj(347 kcal),"0,2","0,2",80,"24,2",0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,High 5 Drinks Bottle,5027492998580,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,6,0,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Tramezzini provola affumicata - Carrefour,8012666037872,,['Carrefour'],['France'],[],,,[],,?,318,1331 kj(318 kcal),20,"3,8",24,"1,6","9,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Mélange bien être,2600289026111,,,['France'],[],,,[],,?,500,2092 kj(500 kcal),31,"0,8",37,33,13,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,frullato biologico 100% mela,8024046200011,,,['France'],[],,,[],,?,48,201 kj(48 kcal),"0,1",0,"13,1","10,8","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
120,Velouté de crustacés - Conserverie BETIKO - 790g,3700857600022,,['Conserverie BETIKO'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790 g,,,,"['Sans colorants', 'Sans conservateurs']",,,,,
121,Tarte framboises,0200628055103,,,['France'],[],,,[],,?,166,695 kj(166 kcal),"4,9","3,4",27,16,"2,2","0,2","0,08",C,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Biscuit sec nappé aux fruits', 'Tartes aux framboises']",4.9 g,en quantité modérée,3.4 g,en quantité modérée,16 g,en quantité élevée,0.2 g,en faible quantité,,-37%,-37%,-43%,-27%,-33%,-27%,-34%,-12%,-12%,7,-31%,C,-31%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,,,,,,,,,
122,Le foie gras de canard entier du Sud-ouest - Pierre Champion,3529670500896,,['Pierre Champion'],['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,
123,Café Soluble Sélection - 200g,3516840015274,,,"['France', 'La Réunion']",[],,,[],,?,?,,?,,?,,?,,,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,,,,,,,,,,,,,,,,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,200 g,,,,,,,,,
124,2221061060682,2221061060682,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,8 pains au chocolat et 8 croissants,0203859039034,,,['France'],[],,,[],,?,447,1870 kj(447 kcal),25,17,47,11,"7,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Les Palets Bretons - La Grande Épicerie de Paris - 150g,3346041395628,"['Sachet', 'Plastique']",['La Grande Épicerie de Paris'],['France'],"['Farine de blé ', 'gluten', '_beurre__ frais de baratte ', 'lait', ' 36 %', 'sucre', ""jaunes d'œuf"", 'sel de Guérande 0,9 %', 'poudre d ever ', 'diphosphate disodique', 'carbonate acide de sodium']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,?,540,2259 kj(540 kcal),32,21,58,27,"5,4","0,9","0,36",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets; Palet']",32 g,en quantité élevée,21 g,en quantité élevée,27 g,en quantité élevée,0.9 g,en quantité modérée,,+10%,+10%,+37%,+51%,-8%,+6%,-13%,+32%,+32%,24,+10%,E,+10%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,150 g,,,,,['La Grande Épicerie de Paris'],Biscuits sablés - Les Palets Bretons,,,https://www.lagrandeepicerie.com/fr/palets-bretons/200015941001.html
127,Dolce vita- mousse au chocolat au lait,5412588010046,,,['France'],[],,,[],,?,171,715 kj(171 kcal),"7,3","5,1","22,2","19,3","4,6","0,11","0,044",D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",7.3 g,en quantité modérée,5.1 g,en quantité élevée,19.3 g,en quantité élevée,0.11 g,en faible quantité,,-38%,-37%,-56%,-50%,+1%,-3%,-22%,-50%,-50%,11,-17%,D,-17%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,,
128,Saumon fume confit au poivre - Guyader,3355200453352,,['Guyader'],['France'],[],,,[],,?,267,1117 kj(267 kcal),12,"1,7","7,4","5,3",29,5,2,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12 g,en quantité modérée,1.7 g,en quantité modérée,5.3 g,en quantité modérée,5 g,en quantité élevée,,+44%,+45%,+14%,-17%,+1398%,+1487%,+31%,+77%,+77%,15,+15%,D,+15%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,
129,Biscuit de manioc,6091144002030,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants']",,,,,
130,Saumon fume poivre du sichuan - 90g,3355200453093,['Sachet'],,['France'],[],,,[],,?,216,904 kj(216 kcal),14,"1,8","1,4","0,5",22,"2,5",1,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",14 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,2.5 g,en quantité élevée,,+17%,+17%,+33%,-13%,+183%,+50%,-0%,-11%,-11%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,90 g,,,,,,,,,
131,Baies de goji - baies de goji des hauts plateaux - 500g,0793573984722,['Sachet'],['baies de goji des hauts plateaux'],['France'],"['baies de goji ', 'lycium barbarum']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,['Chine'],,,,,,,,http://www.two-com.com
132,Biscuits for cheese,5055130412037,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),"11,6","5,1","59,9","8,1",11,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Upbeat Protein Drink Strawberry 330ML,5032105011099,,,['France'],[],,,[],,?,26,109 kj(26 kcal),"0,2","0,1","2,7","2,2","3,6","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
