,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,eco_score,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,ingredients_origins,link
176,Chanvre décortiqué - Moulin Des Moines - 250g,3347430004640,['Moulin Des Moines'],['Graines de chanvre'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],['graines de chanvre décortiquées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",43 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,?,,567,+12%,2372 kj(567 kcal),+12%,43,+17%,5,+17%,"6,7",-2%,0,-100%,"22,6",-21%,0,-100%,0,-100%,6,-9%,C,-9%,250g,,,1,,,,,,,,,['Sachet plastique'],,,['Lait'],,,['Hors Union européenne'],
177,Chocolat noir aux baies de Goji - Moulin des moines - 100g,3347430004862,['Moulin des moines'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['cacao', 'sucre de canne', 'beurre de cacao', 'baies de goji 7%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",43.2 g,en quantité élevée,25.9 g,en quantité élevée,23 g,en quantité élevée,0.02 g,en faible quantité,?,,574,+3%,2402 kj(574 kcal),+4%,"43,18",+10%,"25,91",+12%,"31,77",-18%,"23,04",-27%,"8,99",+17%,"0,02",-57%,"0,008",-57%,17,-20%,D,-20%,100 g,,D,3,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Carton', 'Plastique']","[""Bio'C'Bon""]",,,,,,http://www.moulindesmoines.com/famille-Chocolats-id-851.html?pgpdt=3
178,Farine de lupin - Moulin des moines - 500g,3347430005029,['Moulin des moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de lupin']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],['FARINE DE LUPIN ingrédient : lupin'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,500 g,,,1,,,,,,,,,"['Sachet', 'Plastique']",,,['Lupin'],,,,
179,Galettes Riz Nappees Choc Framboises 150G - Moulin Des Moines,3347430005203,['Moulin Des Moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['i Incrédients : riz complet* 60%! chocolat* ', 'sucre de canne', ""pâte dei cacao'"", 'beurre de cacaoti Cacao*: framboises séchées*']",[],,,,,,,,,?,,463,,1937 kj(463 kcal),,"20,66",,"11,69",,"60,43",,"12,45",,"6,32",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
180,Galettes d'épeautre - Moulin Des Moines,3347430005210,['Moulin Des Moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['épeautre décortiqué* 50%', 'chocolat noir 68% cacao* ', 'pâte de cacao*', 'beurre de cacao* ', 'sucre de canne roux clair*', ' 30%', 'lentilles vertes*', 'pois chiches*']",[],,,,,,,,,?,,460,,1925 kj(460 kcal),,"22,9",,"10,24",,"45,46",,"9,99",,"13,15",,"0,031",,"0,012",,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,
181,Couscous Mais Riz - Moulin des moines,3347430005500,['Moulin des moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"[""Pionnier du bio Depuis 1970 COUSCOUS DE MAIS ET RIZ Ajouter un volunme d'eau ou de bouillon au couscous"", ' chaud au vapeur et asseisonner à volonté froid', 'ou réhydrater-ie à la Couscous precuit à base de farine de mais* ', '80%', ' et cie farine de riz* ', '20%', ',']",[],,,,,,,,,?,,342,,1431 kj(342 kcal),,"1,7",,"0,3",,"74,2",,3,,"7,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
182,Farine de blé dur claire - Moulin des Moines - 500g,3347430005654,['Moulin des Moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de blé dur']","['Bio', 'Bio européen', 'Agriculture UE', 'AB Agriculture Biologique']",['France'],['Blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.36 g,en faible quantité,0.3 g,en faible quantité,1.62 g,en faible quantité,0.001 g,en faible quantité,?,,340,-1%,1423 kj(340 kcal),-1%,"1,36",+1%,"0,3",+28%,"69,36",-0%,"1,62",+6%,"10,9",0%,"0,001",-96%,0,-96%,-4,,A,,500 g,,B,1,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,['Gluten'],,,['Union européenne'],
183,Galettes d'épeautre au son d'avoine bio - Naturaline - 100g,3347430006910,['Naturaline'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes multicéréales soufflées']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['Épeautre décortiqué', ""son d'avoine 10%""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3.45 g,en quantité modérée,0.47 g,en faible quantité,1.03 g,en faible quantité,0.061 g,en faible quantité,?,,344,-9%,1439 kj(344 kcal),-9%,"3,45",+15%,"0,47",-31%,"58,38",-22%,"1,03",+32%,"14,56",+63%,"0,061",-82%,"0,024",-82%,-6,,A,,100g,,B,1,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,Galettes de céréales,['Plastique'],,,,,,['Union européenne'],
184,6 nonnettes au miel fourrées FRAMBOISE - Moulin des moines - 200g,3347430007108,['Moulin des moines'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Farine de FROMENT', 'confiture de framboise 26% ', 'sirop de glucose de BLÉ', 'framboise', 'sucre de canne', 'acidifiants : acide citrique', 'carbonate de potassium', 'gélifiant : pectines de fruits', 'miel 21%', 'sirop de sucre inverti', 'sucre', 'poudres à lever : carbonate de sodium', ""carbonate d'ammonium"", ""jaunes d'OEUFS"", ""arôme naturel d'orange""]",['Non végétalien'],0.5 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,1.2 g,en quantité modérée,?,,320,-6%,1339 kj(320 kcal),-6%,"0,5",-75%,0,-100%,76,+0%,50,+11%,3,-19%,"1,2",+126%,"0,48",+126%,18,+20%,D,+20%,200 g,,,4,,,,,,,,Nonnettes au miel fourrées FRAMBOISE,['PLastique'],,"['E330 - Acide citrique', 'E501i - Carbonate de potassium', 'E440 - Pectines', 'E500i - Carbonate de sodium', ""E503i - Carbonate d'ammonium""]","['Œufs', 'Gluten']",,,,
185,Farine De Chanvre Bio - Moulin des moines,3347430007498,['Moulin des moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"3,3",,"0,7",,"58,2",,"0,8",,"13,8",,"0,015",,"0,006",,,,,,,,,,,,,,,,,,,,,,,,,
186,Epicerie / Apéritifs Bio / Biscuits Apéritif Bio - Moulin des moines,3347430007801,['Moulin des moines'],,['Bio'],['France'],"[""farine d'épeautre* Demeter 67%"", ""huile d'olive vierge extra*"", ""farine d'orge* Demeter"", 'olives* 6%', 'oignons grillés* ', 'avec farine de blé*', ' 2%', 'levure*', 'sel marin', 'coriandre*', 'curcuma*', ""\r*Produit issu de l'Agriculture Biologique""]",[],,,,,,,,,?,,462,,1933 kj(462 kcal),,18,,3,,63,,2,,10,,"2,45",,"0,98",,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,
187,Quinoa aux Châtaignes - Moulin des Moines - 250g,3347430008136,['Moulin des Moines'],"['Plats préparés', 'Céréales préparées']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['Quinoa*', 'châtaigne* ', '10%', "" * Produit issu de l'agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",6.36 g,en quantité modérée,0.69 g,en faible quantité,5.31 g,en quantité modérée,0.02 g,en faible quantité,?,,379,+99%,1586 kj(379 kcal),+98%,"6,36",+64%,"0,69",+4%,"66,4",+118%,"5,31",+252%,"11,3",+93%,"0,02",-98%,"0,008",-98%,-5,-559%,A,-559%,250g,,,3,,,,,,,,,['sachet plastique'],,,,,,,
188,Galettes d’epeautres - Moulin des moines,3347430008273,['Moulin des moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de blé soufflé', ""Galettes d'épeautre soufflé""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",['France'],[],[],19.8 g,en quantité modérée,10.1 g,en quantité élevée,13 g,en quantité élevée,0.01 g,en faible quantité,?,,470,+21%,1966 kj(470 kcal),+21%,"19,81",+199%,"10,13",+241%,"56,84",-12%,"13,01",+207%,"11,9",-2%,"0,01",-93%,"0,004",-93%,17,+2573%,D,+2573%,,"['EMB 67249', 'Krautwiller (Bas-Rhin, France)']",B,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,
189,Galette de petit épeautre nappées chocolat au goji - Moulin des Moines - 150g,3347430009874,['Moulin des Moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de blé soufflé', ""Galettes d'épeautre soufflé""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['Petit épeautre complet', ' \rchocolat ', 'sucre de canne', ' beurre de cacao', ' pâte de cacao : 55 %', '  35 %', ' \rgoji 5 %']",[],15.6 g,en quantité modérée,8.52 g,en quantité élevée,11.1 g,en quantité modérée,0.03 g,en faible quantité,?,,404,+4%,1690 kj(404 kcal),+4%,"15,64",+136%,"8,52",+187%,"50,27",-22%,"11,13",+162%,"11,11",-8%,"0,03",-78%,"0,012",-78%,15,+2258%,D,+2258%,150g,"['EMB 67249A', 'Krautwiller (Bas-Rhin, France)', 'EMB 67249', 'Krautwiller (Bas-Rhin, France)']",A,3,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,Galette d'épeautre au chocolat et goji,['Sachet'],['Natureva'],,,['Alsace'],,['France'],http://Moulin des moines.com
190,Confiture extra bio églantine - Moulin des Moines,3347430010115,['Moulin des Moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],"[""églantine'"", ""sucre de canne'"", 'gélifiant : pectine de fruits', "" Issu de l'Agrictu!ture Biologique"", ' Préparée avec 55g de fruits pour 100 ', ' Teneur totale en sucres : 59g pour 10 g']",[],0.2 g,en faible quantité,0.2 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,?,,248,+6%,1038 kj(248 kcal),+7%,"0,2",-32%,"0,2",+140%,60,+7%,59,+13%,"0,5",-26%,"0,05",+55%,"0,02",+55%,10,+2%,C,+2%,,"['EMB 13032B', 'Éguilles (Bouches-du-Rhône, France)']",C,4,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],,,,,
191,Gaufrette Pois Chiches SG - Moulin des moines - 55g,3347430010245,['Moulin des moines'],['Gaufrettes sans gluten'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],5.6 g,en quantité modérée,3.5 g,en quantité modérée,0.88 g,en faible quantité,1.73 g,en quantité élevée,?,,397,,1661 kj(397 kcal),,"5,6",,"3,5",,"77,1",,"0,88",,"7,6",,"1,73",,"0,692",,10,,C,,55g,,,,,,,,,,,,['Paquet'],,,,,,,
192,"Gâteaux, Biscuits, Encas - Moulin des moines",3347430010290,['Moulin des moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'IT-BIO-007']",['France'],"['farine dtépeautre? ', '28%', ' sucre de canne*l Oeufs entiers*j huile de tournesol*', ' yaourt ', 'lait', ' entier* ', '3%', 'protéines de lait*j poudres à lever: carbonate acide de sodium et diphosphate disodique', 'arôme naturel*', 'sel marint Valeurc nutrltlonnolloc moyonnog pour f00g :']",['Non végétalien'],,,,,,,,,?,,415,,1736 kj(415 kcal),,"22,3",,12,,48,,"29,5",,"5,5",,"0,65",,"0,26",,,,,,,,,4,,,,,,,,,,,"['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",['Lait'],,,,
193,Germes De Blé - Moulin des moines - 250g,3347430010559,['Moulin des moines'],,['Bio'],['France'],['germes de blé*'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,346,,1448 kj(346 kcal),,"9,2",,"1,4",,"30,5",,"9,9",,"26,6",,"0,01",,"0,004",,,,,,250 g,,,,,,,,,,,,,,,,,,,
194,Galettes d'épeautre nappees de chocolat et d'amandes - Moulin des moines,3347430010825,['Moulin des moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,"17,97",,"8,68",,"53,76",,"10,9",,"11,99",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
195,Crunchy d'epeautre - Moulin des moines,3347430011600,['Moulin des moines'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,"14,26",,"1,3",,"59,43",,"12,65",,10,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,
196,Chocolat noir bio 74% de cacao - Moulin des moines - 100g,3347430011808,['Moulin des moines'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'Commerce équitable', 'Max Havelaar', 'AB Agriculture Biologique', 'Max-havelaar-france']",['France'],"['Pâte de cacao', 'sucre de canne', 'beurre de cacao']","['Sans huile de palme', 'Végétalien', 'Végétarien']",46.4 g,en quantité élevée,27.9 g,en quantité élevée,23.1 g,en quantité élevée,0.01 g,en faible quantité,2471,+8%,?,,2471 kj(591 kcal),+7%,"46,4",+18%,"27,9",+21%,"30,8",-20%,"23,1",-27%,"8,6",+12%,"0,01",-79%,"0,004",-79%,17,-20%,D,-20%,100 g,,D,3,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,Tablette de chocolat,"['Carton', 'Cellulose']","[""La ruche d'Alésia"", 'Biocoop']",,,['France'],,"['République dominicaine', 'Pérou', 'Améique du Sud']",
197,Chocolat Noir Bio aux Fruits des Bois - Moulin des moines,3347430011853,['Moulin des moines'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Max Havelaar', 'AB Agriculture Biologique']",['France'],"['Pâte de cacao"" ', 'Amérique du sud ou centrale', 'sucre de canne blond ', 'Amerique du sud ', 'beurre de cacao"" ', 'Amérique du sud ou centrale ', ""flocons de fruits des bois' "", '7%', 'framboise ', 'myrtilles* ', ""mûre'"", ""fraise'"", ' Cacao: 74% minimum dans le chocolat mis en ?uvre', "" Produit issu de l'Aariculture Biologique"", ' ""Produit issu de l\'Kgriculture Biologique équitable', ' Chocolat issu du commerce équitable certifié Eairtrade / Max Hauelaar ', '93% du poids total']",[],43.3 g,en quantité élevée,25.9 g,en quantité élevée,24.3 g,en quantité élevée,0 g,en faible quantité,?,,568,+2%,2377 kj(568 kcal),+2%,"43,28",+10%,"25,95",+12%,"30,39",-21%,"24,3",-23%,"8,5",+11%,0,-100%,0,-100%,17,-20%,D,-20%,,,D,3,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
198,Quinoa aux trois saveurs - Moulin des moines,3347430012102,['Moulin des moines'],,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,"6,36",,"0,71",,"63,56",,"2,5",,"12,43",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
199,Marbre au chocolat a l'epautre - Moulin des moines,3347430012348,['Moulin des moines'],,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,421,,1761 kj(421 kcal),,"25,4",,"9,2",,43,,"26,5",,"6,4",,"0,19",,"0,076",,,,,,,"['EMB 74147', 'Lathuile (Haute-Savoie, France)']",,,,,,,,,,,,,,,,,,
200,Cake d épeautre aux châtaignes - Moulin des moines - 220gr,3347430012355,"['Moulin des moines', 'moulin des moines']",,['Bio'],['France'],"[""sucre de canne roux non raffiné'"", ""farine d'épeautre*j crème de marron* 19% "", 'châtaigne sucre de canne roux* ', ""extrait naturel de vanille'"", 'oeufs*', 'huile de tournesol oléTque désodorisée* ', 'antioxydant : extrait de romarin', 'miel* j arôme naturel de vanille ', 'vanille*', 'poudre à lever ', 'crème de tartre', ' bicarbonate']",['Non végétalien'],,,,,,,,,?,,346,,1448 kj(346 kcal),,"11,4",,"1,6",,"57,7",,"37,1",,"5,4",,"0,23",,"0,092",,,,,,220 gr,,,,,,,,,,,,,,"['E392 - Extrait de romarin', 'E336 - Tartrates de potassium']",['Œufs'],,,,
201,Noix du Brésil - Moulin des Moines,3347430012546,['Moulin des Moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix du Brésil']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],66.3 g,en quantité élevée,15.2 g,en quantité élevée,2.3 g,en faible quantité,0.026 g,en faible quantité,?,,687,-0%,2874 kj(687 kcal),-0%,"66,3",+0%,"15,151",-3%,"4,8",-23%,"2,3",-2%,"14,3",-5%,"0,026",-32%,"0,01",-32%,18,+40%,D,+40%,,,C,,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,,,,,,,,,
202,Sucre glace de canne - Moulin des Moines - 250g,3347430012607,['Moulin des Moines'],"['Édulcorants', 'Sucres', 'Sucres de canne', 'Sucres glaces']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Agriculture Brésil']",['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,97.4 g,en quantité élevée,2 g,en quantité élevée,?,,390,+3%,1632 kj(390 kcal),+3%,"0,1",+3702%,"0,1",+4229%,"97,4",-2%,"97,4",+3%,"0,1",+499%,2,+36396%,"0,8",+36396%,22,+55%,E,+55%,250 g,,B,,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,['Brésil'],
203,Chocolat noir 74 % au super fruit - Moulin des moines,3347430013116,['Moulin des moines'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,566,,2368 kj(566 kcal),,"47,71",,25,,"34,22",,"26,22",,"8,29",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
204,Chocolat noir cru 74% Raw bio - Moulin des Moines - 45g,3347430013253,['Moulin des Moines'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin', 'Chocolats-crus']","['Bio', 'Bio européen', 'FR-BIO-01', 'Agriculture non UE', 'AB Agriculture Biologique']",['France'],"['Beurre de cacao ', 'tempéré à 42°C', 'sucre de canne', 'poudre de cacao cru']",[],48.1 g,en quantité élevée,29.7 g,en quantité élevée,25.3 g,en quantité élevée,0.033 g,en faible quantité,?,,598,+1%,2502 kj(598 kcal),+1%,"48,1",+2%,"29,7",+3%,"29,3",-3%,"25,3",+54%,7,-18%,"0,033",-46%,"0,013",-46%,17,-11%,D,-11%,45 g,,D,3,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Plastique', 'Papier']",,,,,,,
205,Sucre de canne blanc - Moulin des Moines - 500g,3347430013864,['Moulin des Moines'],"['Édulcorants', 'Sucres', 'Sucres de canne', 'Sucres blancs']","['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'Agriculture Thailande']",['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,97.4 g,en quantité élevée,0.05 g,en faible quantité,?,,390,-2%,1632 kj(390 kcal),-3%,"0,1",,"0,1",,"97,4",-3%,"97,4",-3%,"0,1",,"0,05",,"0,02",,14,-2%,D,-2%,500 g,,B,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,['Thaïlande'],
206,Sucre fin de coco - Moulin des Moines - 250g,3347430014212,['Moulin des Moines'],"['Édulcorants', 'Sucres', 'Sucres de coco']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique']",['France'],['Sucre de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.34 g,en faible quantité,0.01 g,en faible quantité,82.6 g,en quantité élevée,0.03 g,en faible quantité,?,,387,+1%,1619 kj(387 kcal),+1%,"0,34",-17%,"0,01",-93%,"94,66",+1%,"82,62",-2%,"1,36",+17%,"0,03",-85%,"0,012",-85%,14,0%,D,0%,250 g,,B,2,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,
207,Gressins aux trois graines - Moulin Des Moines,3347430014274,['Moulin Des Moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['farine de blé blanche * ', 'son fin de blé alimentaire', 'sésame* ', '39%', ""huile d'olive extra vierge* "", 'graines de lin* ', '23 graines de chia* ', '1', '6 %', 'sel marin', 'levure de bière,']",[],9 g,en quantité modérée,1.7 g,en quantité modérée,2.4 g,en faible quantité,1.9 g,en quantité élevée,?,,407,-3%,1703 kj(407 kcal),-3%,9,-17%,"1,7",-25%,61,-9%,"2,4",-4%,"16,5",+45%,"1,9",0%,"0,76",0%,9,-30%,C,-30%,,,B,3,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,['Graines de sésame'],,,,
208,Nids petit épeautre à la spiruline - Moulin des moines,3347430014311,['Moulin des moines'],,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"2,35",,"0,32",,"65,16",,"2,81",,"14,07",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
209,Poudre à lever bio - Moulin des Moines - 10g,3347430015493,['Moulin des Moines'],"['Additifs alimentaires', 'Poudres à lever']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['Amidon de blé*', 'bicarbonate de sodium', 'bitartrate de potassium', "" *Issu de l'agriculture biologique""]",[],0.2 g,en faible quantité,0.02 g,en faible quantité,0.5 g,en faible quantité,21 g,en quantité élevée,862,,206,+24%,862 kj(206 kcal),+23%,"0,2",-20%,"< 0,02",-51%,"50,7",+48%,"0,5",+170%,"0,3",-67%,21,+145%,"8,4",+145%,,,,,10 g,,B,3,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,Poudre à lever bio sans phosphate,"['Sachet', 'Plastique', 'Papier']","['Coloquinte', 'Biomonde']",['E500ii - Carbonate acide de sodium'],['Gluten'],,,['Hors Union Européenne'],https://www.naturline.fr/
210,"Barres de Céréales Bio au Petit Épeautre Nappée de Chocolat, Raisin et Sésame - Moulin des Moines - 28g",3347430015936,['Moulin des Moines'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",['Bio'],['France'],"['Raisins secs* ', 'raisin 99,5 %', 'huile de tournesol', 'Billettes de petit épeautre* ', 'farine de petit épeautre', 'sucre de canne', 'son d’avoine', 'farine d’orge maltée et toastée', 'Sirop de glucose*', 'Miel*', 'Chocolat noir* ', 'pâte de cacao 49 %', 'sucre de canne', 'beurre de cacao 12,5 %', ' Flocons de petit épeautre*', 'Flocons d’avoine*', '_Sésame _décortiqué*', 'Huile de tournesol*', 'Poudre de pomme*', 'Sel', 'Huile essentielle de citron*', '\r *Ingrédients agricoles issus de l’agriculture biologique']",['Non végétalien'],12.7 g,en quantité modérée,3.5 g,en quantité modérée,34.7 g,en quantité élevée,0.1 g,en faible quantité,?,,411,-7%,1720 kj(411 kcal),-9%,"12,7",-35%,"3,5",-65%,"65,1",+10%,"34,7",+8%,"6,5",-9%,"0,1",-73%,"0,04",-73%,6,-65%,C,-65%,28 g,,D,4,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,"Barres de céréales - Barres de Céréales Bio au Petit Épeautre Nappée de Chocolat, Raisin et Sésame","['Sachet', 'Plastique']",,,"['Gluten', 'Avoine', 'Graines de sésame']",,,,
