,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,brand,labels,quantity,packaging,additives,allergens,ingredients_origins,traceability_code,markets,generic_name,manufacturing,brand_owner,link
410,Jambon bio,3570513265335,['France'],[],[],?,156,8,"0,5",21,653 kj(156 kcal),"3,6","0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
411,Miel de mandarine,8000130406064,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Tomme brebis corse,2488692026047,['France'],[],[],?,385,"32,4","3,3",21,1611 kj(385 kcal),"17,91",0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Irresistible,50129263,['France'],[],[],?,250,1,59,"0,4",1046 kj(250 kcal),"0,4",59,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,La volaille,2121770001696,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Pain,3543691805006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Pain aux noix -,0202705008200,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Don Simon premium,8410261608112,"['France', 'Espagne']",[],[],?,43,"0,1",10,"0,6",180 kj(43 kcal),0,10,0,0,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",0.1 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,3,C,D,,-7%,-6%,-41%,-100%,-6%,+3%,+53%,-100%,-100%,-21%,-21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Don Simon'],,,,,,,,,,,,
418,Saucisson sec,2210609000006,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,,,,,,,D,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
419,3337690174504,3337690174504,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Balance Juicy Citrom,9009700306543,['France'],[],[],?,13,0,"2,6","0,1",54 kj(13 kcal),0,"2,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Confiture extra Pêche Cerise,3546940020021,['France'],[],[],?,240,"0,2","58,5","0,4",1004 kj(240 kcal),"0,03","52,9","0,018","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Pains au chocolat x 6 -,0201820010822,['France'],"['FARINE de BLÉ', 'BEURRE Charentes Poitou AOP 20', '5%', 'eau', 'chocolat 11%', 'sucre', 'pâte de cacao', 'E322', 'arôme de vanille', 'sucre', 'LAIT entier en poudre', 'levure', 'GLUTEN DE BLÉ', 'lécithine de SOJA', 'E300', 'enzymes', 'amylases', 'hémicellulases', 'dorure', 'ŒUF', ' ,']",['Non végétalien'],?,437,26,40,"8,5",1828 kj(437 kcal),18,12,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,"['E322 - Lécithines', 'E322i - Lécithine', 'E300 - Acide ascorbique', 'E1100 - Amylases']","['Œufs', 'Gluten', 'Lait', 'Soja', 'Colza']",,,,pains au chocolat,,,
423,Pain au chocolat pur beurre,2644843019683,['France'],[],[],?,?,?,?,?,,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,D,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,
424,Pain chocolat X 10,0254306018300,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Krounchy 7 fruits,0254923003000,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Saucisse de toulouse,2447435024931,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,,,,,,,,,,E,,,,,,,,,,,,,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,,,,
427,Unfiltered extra virgin olive oil - Filippo Berio,8002210122710,['France'],[],[],?,822,"91,3",0,0,3439 kj(822 kcal),"15,5",0,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91.3 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,7,C,C,,-4%,-4%,-4%,+11%,,,,-100%,-100%,+14%,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Filippo Berio'],,,,,,"['Grèce', 'Italie', 'Espagne']",,,,,,
428,Baguette gaines,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Pizza espagnole,3770010711216,['France'],[],[],?,222,"9,05","25,89","8,17",929 kj(222 kcal),"3,74","5,28","1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Saucisse sèche montagne,3349010003340,['France'],[],[],?,351,26,"1,7","27,5",1469 kj(351 kcal),"9,85",1,"4,57","1,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Café - GAILLARD - 250g,3760236920011,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['GAILLARD'],,250g,,,,,,,,,,
432,Opera blue,3700286548438,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Chorizo doux,2688497019156,['France'],[],[],?,476,43,"2,3",20,1992 kj(476 kcal),17,"1,8","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,NÚÖC MÁM THUÓNG HANG - Mixed fish sauce - sauce de poisson,0084909007063,['France'],[],[],?,10,0,0,"2,5",42 kj(10 kcal),0,0,"22,6","9,04","['Epicerie', 'Sauces', 'Sauces Nuoc-mâm']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,22.6 g,en quantité élevée,9,C,B,,-87%,-86%,-100%,-100%,-100%,-100%,-66%,+26%,+26%,-14%,-14%,22.1%,34.4%,24.7%,10.9%,6.2%,1.7%,94,,,,,,,,,,,,,,
435,Rillettes De St Jacques 130 ML,3288371110451,['France'],[],[],?,270,"21,24","2,89","16,3",1130 kj(270 kcal),"5,24","0,36","0,82","0,328","['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de Saint-Jacques']",21.2 g,en quantité élevée,5.24 g,en quantité élevée,0.36 g,en faible quantité,0.82 g,en quantité modérée,11,D,,,+62%,+62%,+91%,-19%,-19%,-71%,+29%,-23%,-23%,+15%,+15%,,,,,,,,,,,,,,,,,,,,,
436,Tisane,96169056,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Les traditionnelles rhubarbe,3760264920748,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Préparation de myrtilles - Sains et Saufs,3770009733465,['France'],"['Myrtille ', '65%', ' sucre ', '34%', 'jus de citron', 'pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,134,"0,2","33,4",0,561 kj(134 kcal),0,33,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",0.2 g,en faible quantité,0 g,en faible quantité,33 g,en quantité élevée,0 g,en faible quantité,6,C,D,,-39%,-39%,-23%,-100%,-37%,-35%,-100%,-100%,-100%,-35%,-35%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,4,['Sains et Saufs'],"['Nutriscore', 'Nutriscore C']",,,['E440 - Pectines'],,,,,,,,
439,Recette de sorcière,3396741000063,['France'],[],[],?,190,"0,5",45,"0,6",795 kj(190 kcal),"0,1",45,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Mache Roquette Pak Choi,3061430008896,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Pensée sauvage - Arkopharma - 45arkogelukes,3401595784790,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Arkopharma'],,45 arkogelukes,,,,,,,,,,
442,Beugnets Framboise,0200440016733,['France'],[],[],?,318,"9,7",50,"6,7",1331 kj(318 kcal),"1,5",20,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Terrine de foie de volaille aux cepes - Stephan - 180g,3261830216161,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stephan'],,180 g,['boîte'],,,,,,,,,
444,Flan nature,0202739015748,['France'],[],[],?,240,"8,7",36,"4,3",1004 kj(240 kcal),"5,4",25,"0,41","0,164","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",8.7 g,en quantité modérée,5.4 g,en quantité élevée,25 g,en quantité élevée,0.41 g,en quantité modérée,13,D,,,+53%,+59%,+128%,+140%,+55%,+46%,+32%,+140%,+140%,+135%,+135%,,,,,,,,,,,,,,,,,,,,,
445,Chorizo à cuire,0207578047165,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2032585018418,2032585018418,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Brokkoli - 500g,8032573830038,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,
448,Mirabelle au sirop,4334011113418,['France'],[],[],?,73,"0,5",17,"0,5",305 kj(73 kcal),"0,1",14,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Lapin de garonne,2253278062050,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Bouteille De Curacao Bleu Marie Brizard 70CL 25° - 70cL,3041312450708,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cL,,,,,,,,,,
451,Tarte pomme,0219341052153,['France'],[],[],?,232,"7,2",23,"0,18",971 kj(232 kcal),"4,1","3,9",0,0,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",7.2 g,en quantité modérée,4.1 g,en quantité modérée,3.9 g,en faible quantité,0 g,en faible quantité,6,C,B,,-6%,-6%,-23%,-24%,-36%,-81%,-93%,-100%,-100%,-45%,-45%,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,,,,,,,,,
452,Farfalle complètes pâtes,35234395,['France'],[],[],?,344,20,64,14,1439 kj(344 kcal),"0,1","3,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Crème Custard,5602477823929,['France'],[],[],?,350,"0,8",85,"0,2",1464 kj(350 kcal),"0,4","0,9","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Big dots fourre choc decongX4,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Saucisson a cuire,2368485004967,['France'],[],[],?,278,21,"0,6",19,1163 kj(278 kcal),"8,4","0,6","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Graines à germer,3465511121052,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Gaufrettes completes vanille,4006040390640,['France'],[],[],?,559,35,51,"7,8",2339 kj(559 kcal),17,27,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Poulet du Gers,2452926037390,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Cuida-T Salsichas de Frango,5601119244375,['France'],[],[],?,130,"8,4","0,5",13,544 kj(130 kcal),"2,5","0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Veritable jambon persillé de bourgogne,2272809017192,['France'],[],[],?,140,"5,8","0,5",22,586 kj(140 kcal),"2,2","0,5","1,8","0,72","['Viandes', 'Charcuteries', 'Jambons', 'Jambon persillé', 'Jambon persillé de Bourgogne']",5.8 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,5,C,E,,-4%,-4%,-8%,-4%,-2%,+5%,0%,+5%,+5%,-16%,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
461,Aligot,3760152561107,['France'],[],[],?,175,11,11,"7,5",732 kj(175 kcal),"7,8","0,5","0,9","0,36","['Plats préparés', 'Aligots']",11 g,en quantité modérée,7.8 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,12,D,C,,-12%,-11%,-11%,-2%,+2%,-13%,-16%,-9%,-9%,-2%,-2%,73.0%,13.9%,4.3%,4.6%,2.4%,1.7%,67,,,,,,,,,,,,,,
462,Mini saucisses pré-cuites,3252831380265,['France'],[],[],?,321,30,"1,1",11,1343 kj(321 kcal),12,"1,1","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Tourte a la volaille,2957610011132,['France'],[],[],?,264,"15,3","17,9","13,7",1105 kj(264 kcal),"7,7","1,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Confitures ardechoises pêche sanguine - 370g,3511284001289,['France'],[],[],?,205,"0,15",50,"0,4",858 kj(205 kcal),"0,02",50,"0,015","0,006","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",0.15 g,en faible quantité,0.02 g,en faible quantité,50 g,en quantité élevée,0.015 g,en faible quantité,11,D,B,,-5%,-5%,-21%,0%,-5%,-1%,-9%,+40%,+40%,+19%,+19%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,['Confitures Ardéchoises'],,370 g,,,,,,,,,,
465,3760077981110,3760077981110,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Jambon sec supérieur 12 mois desosse en 1/6 -,2372352008149,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,,,,,,,,,,E,,,,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,['Qualité supérieure'],,,,,,,,,,,
467,Sirop de fruit de la passion,30460751,['France'],[],[],?,329,0,81,0,1377 kj(329 kcal),0,80,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Sirop d'érable,0815126000618,['France'],[],[],?,104,0,26,0,435 kj(104 kcal),0,25,82,"32,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Cuisses de poulet,0276505030310,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,D,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
470,3295890193803,3295890193803,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Jambon à l ancienne fumé cuit sans couenne,2602659027810,['France'],[],[],?,123,"3,3","0,5",23,515 kj(123 kcal),"1,7","0,5","2,1","0,84","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,11,D,E,,-19%,-19%,-46%,-29%,+1%,+3%,+3%,+8%,+8%,+13%,+13%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
472,Feuilletés chèvre épinards,3760034712122,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Chamallow,8693323638115,['France'],[],[],?,318,0,75,"4,6",1331 kj(318 kcal),0,58,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Magret de canard,2205791003645,['France'],[],[],?,366,33,6,16,1531 kj(366 kcal),11,6,10,4,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,11 g,en quantité élevée,6 g,en quantité modérée,10 g,en quantité élevée,25,E,E,,+8%,+8%,+13%,+10%,+380%,+796%,-11%,+506%,+506%,+36%,+36%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
475,l étoile du domaine geneletti - 75cl,3298480068154,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,,,,,,,,,,
476,Sauce roquefort -,3700238323564,['France'],"['Huile de tournesol', 'Lait', 'Eau', 'Roquefort ', '6', '6%6', ""Jaunes d'œuf"", 'Moutarde forte', 'Concentré de citron,Sel', 'Épaississant :gomme de xanthane et guar']",['Non végétalien'],?,455,"46,8","5,2","3,1",1904 kj(455 kcal),"4,4","4,7","1,1","0,44","['Epicerie', 'Sauces', 'Sauces au fromage', 'Sauces au roquefort']",46.8 g,en quantité élevée,4.4 g,en quantité modérée,4.7 g,en faible quantité,1.1 g,en quantité modérée,14,D,D,,+145%,+144%,+171%,-39%,+18%,+167%,-22%,-4%,-4%,+8%,+8%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,4,,,,['pot verre'],"['E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Œufs', 'Lait', 'Moutarde']",,,,,,,
477,Nouilles complètes,3527270000372,['France'],[],[],?,436,"6,35","76,85","18,35",1824 kj(436 kcal),1,1,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Château De La Rivière,3523150120062,['France'],[],[],?,?,?,?,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Soleil Verte,3760264160175,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Organic protein,5600499518229,['France'],[],[],?,381,"7,2",18,56,1594 kj(381 kcal),"2,1",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Bib 5L Rouge Lascaux L'insolite,3760031560313,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Marinade Tex Mex - Christian Potier,3302767152020,['France'],[],[],?,369,"37,8","5,3","1,1",1544 kj(369 kcal),"4,3","2,3","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Christian Potier'],['Sans conservateurs'],,,,,,,,,,,
483,4 Pommes de terre Gratinées à la Savoyarde,3220440129902,['France'],[],[],?,96,"1,8",15,"3,4",402 kj(96 kcal),"1,1","2,2","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mallow Twists,5032860010450,['France'],[],[],?,340,0,"78,8","3,5",1423 kj(340 kcal),0,"58,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Bagette Bio Nature - Nature Bio,3257980257314,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,B,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,"['Nature Bio', 'Cora']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
486,Tomme noire capitoul pyrennee,2637104022171,['France'],[],[],?,346,28,"1,5",22,1448 kj(346 kcal),20,0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,17804516,17804516,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Escalope de dinde,3230890740527,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,D,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
489,Escargots petits-gris à la bourguignonne,5425034512018,['France'],[],[],?,549,"32,4","12,1","7,8",2297 kj(549 kcal),"22,9","2,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Emmental.LT Ther. 29% gamme eco,2825901028803,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Nos blés purs,0634154957028,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,9205179278002,9205179278002,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,On the Go Houmous & Falafel,00237628,['France'],[],[],?,226,"9,9","26,4","5,8",946 kj(226 kcal),"1,8","4,4","0,58","0,232","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",9.9 g,en quantité modérée,1.8 g,en quantité modérée,4.4 g,en faible quantité,0.58 g,en quantité modérée,2,B,B,,-14%,-14%,-51%,-27%,+149%,+228%,-11%,-44%,-44%,-60%,-60%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,,,
494,Huile de tournesol,5400141116168,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Colruyt'],,,,
495,Meule de savoie -,2730319002362,['France'],[],[],?,411,"33,5","1,34","26,11",1720 kj(411 kcal),"20,5","0,2","0,68","0,272","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France']",33.5 g,en quantité élevée,20.5 g,en quantité élevée,0.2 g,en faible quantité,0.68 g,en quantité modérée,13,D,C,,+2%,+2%,+2%,-5%,+141%,-34%,-4%,-16%,-16%,+3%,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
496,Faux-Filet de Boeuf,2666091032214,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,La compote de peches - Côteaux Nantais,3301594001679,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pêche']",,,,,,,,,,,B,,,,,,,,,,,,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,['Côteaux Nantais'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Produkt'],,,,,,,,,
498,The du hammam - Palais des Thés,2700861001045,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,
499,La Regina,2003722260545,['France'],[],[],?,260,13,22,13,1088 kj(260 kcal),"6,5","2,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Sun multi vitaminé,3608330079702,['France'],[],[],?,37,"0,1","8,8","0,1",155 kj(37 kcal),0,"7,9","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Verga Frais,0200571022962,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
