,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,link,markets,allergens,nova_score,additives,palm_ingredients,ingredients_origins
410,Madeleines coquilles citron -,9780201479621,['France'],"['Farine de BLÉ 28% ', 'origine* France', ' - Sucre 27% ', 'origine* France', ' - Huile végétale de colza 25% ', 'origine* Europe', ' - ŒUFS de poules élevées en plein air 19% ', 'origine* France', ' - Sirop de sucre inverti 5% ', 'origine* Europe', ' - Jus de citron 3,5% ', 'origine* Europe', ' - Sel <1 % ', 'origine* Europe et Royaume-Uni', ' - Arôme naturel de citron <1% ', 'origine* France', "" - Poudres à lever : carbonates d'ammonium <1 % "", 'origine*Europe']",['Non végétalien'],?,474,28,51,5,,1983 kj(474 kcal),"2,4",31,"0,9","0,36",,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",28 g,en quantité élevée,2.4 g,en quantité modérée,31 g,en quantité élevée,0.9 g,en quantité modérée,,+7%,+8%,+23%,-65%,-3%,+13%,-12%,+11%,+11%,16,-13%,D,-13%,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,"['Œufs', 'Gluten']",4,"[""E503 - Carbonates d'ammonium""]",,
411,Petit dej miel et pépites reformulation 2020,3250392918194,['France'],[],[],?,454,"14,3","70,6","7,7",,1900 kj(454 kcal),"2,6","29,4","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Madeleines coquilles marbres -,9780202479620,['France'],"['Sucre 27% - Farine de BLÉ 24% -  Huile de colza 17% - ŒUFS de poules éléves en plein air 15% - Chocolat en poudre 5', '5% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', "" -  Stabilisant: glycérol 4,5% - Emulsifiant: mono - et diglycérides d’acides gras 0,9% - Sel - Protéines de LAIT 0,4%-Poudres à lever : carbonates d'ammonium 0,2% - Acidifiant: acide citrique 0,1% - Arôme naturel de vanille avec autres arômes naturels 0,1%""]","[""Pourrait contenir de l'huile de palme""]",?,434,22,53,"5,4",,1816 kj(434 kcal),"2,9",31,"0,7","0,28","['Plein air', 'Œufs de poules élevées en plein air']",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",22 g,en quantité élevée,2.9 g,en quantité modérée,31 g,en quantité élevée,0.7 g,en quantité modérée,,-2%,-1%,-4%,-58%,+0%,+13%,-5%,-14%,-14%,16,-13%,D,-13%,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,"['Œufs', 'Gluten', 'Lait']",4,"['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E502 - Carbonates', 'E330 - Acide citrique']",,
413,Booster brule graisse,3760269201989,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Brandade de morue parmentiere - 290g,3061433029850,['France'],[],[],?,548,"4,9","8,7",13,290 g,2293 kj(548 kcal),"2,6",5,"0,53","0,212",['Bio'],,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",4.9 g,en quantité modérée,2.6 g,en quantité modérée,5 g,en quantité modérée,0.53 g,en quantité modérée,,+148%,+149%,-70%,+23%,+11%,+597%,+92%,-39%,-39%,11,+159%,D,+159%,,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,,,
415,Lait frais entier pasteurisé - Casino,13363598,['France'],[],[],?,64,"3,6","4,8","3,2",,268 kj(64 kcal),"2,2","4,8","0,1","0,04",,['Casino'],"['Produits laitiers', 'Laits', 'Laits entiers']",3.6 g,en quantité modérée,2.2 g,en quantité modérée,4.8 g,en faible quantité,0.1 g,en faible quantité,,-3%,-4%,-3%,-7%,+0%,+1%,-3%,-15%,-15%,2,+27%,B,+27%,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,['Casino'],,,,,
416,Brioche tressée pur beurre,3547652118334,['France'],[],[],?,348,"12,1",51,"8,6",,1456 kj(348 kcal),"7,9","18,7","0,71","0,284",['Sans conservateurs'],,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",12.1 g,en quantité modérée,7.9 g,en quantité élevée,18.7 g,en quantité élevée,0.71 g,en quantité modérée,,-3%,-2%,-5%,+24%,-1%,+30%,+7%,-29%,-29%,18,+12%,D,+12%,"['EMB 79091', 'Cirières (Deux-Sèvres, France)']",C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,
417,Eksili yuvalama - Ülker,8690504632238,['France'],[],[],?,25,"0,3","4,6",1,,105 kj(25 kcal),"0,2","1,2","0,85","0,34",,['Ülker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,L'authentique palette à la diable,0290704058050,['France'],[],[],?,136,"8,4","1,1",14,,569 kj(136 kcal),"3,6","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Poele champetre,3248451887482,['France'],[],[],?,28,"0,2","3,6","1,9",,117 kj(28 kcal),0,2,"0,33","0,132",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Boule bio  au levain,0260319013126,['France'],[],[],?,239,"0,8","48,3","7,4",,1000 kj(239 kcal),"0,1",2,"1,5","0,6",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,L'Oranger - 200g,3276220001845,['France'],[],[],?,518,27,62,6,200 g,2167 kj(518 kcal),12,27,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 34259A', ""Saint-Georges-d'Orques (Hérault, France)""]",,,,,,,,,,,,,,,,,,
422,Volaille fermière Bio,2444013034771,['France'],[],[],?,661,"9,3","0,4",18,,2766 kj(661 kcal),"2,7","0,3","1,7","0,68",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Kombucha,5430000619097,['France'],[],[],?,20,0,4,0,,84 kj(20 kcal),0,4,0,0,,,"['Boissons', 'Boissons au thé', 'Kombuchas']",0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité modérée,0 g,en faible quantité,,+11%,+12%,-100%,-100%,+5%,+17%,-100%,-100%,-100%,6,+5%,D,+5%,,C,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,
424,Haricots azuki,0925269067680,['France'],[],[],?,70,"0,1","11,3","4,7",,293 kj(70 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Kate naka,3770013018077,['France'],[],[],?,395,29,"3,1",30,,1653 kj(395 kcal),13,"2,6","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Ajos salteados,8411578501790,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Chorizo - Oberti - 120g,3349010004545,['France'],[],[],?,464,"37,9","4,2","26,5",120 g,1941 kj(464 kcal),"14,9","1,7","4,6","1,84",,['Oberti'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",37.9 g,en quantité élevée,14.9 g,en quantité élevée,1.7 g,en faible quantité,4.6 g,en quantité élevée,,+14%,+14%,+11%,+16%,+44%,-5%,+16%,+23%,+23%,25,+5%,E,+5%,"['FR 81.124.088 CE', 'Lacaune (Tarn, France)']",D,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,,,,,,
428,Filet de Poulet Fermier,0227010019611,['France'],[],[],?,?,?,?,?,,,,,,,['Bio'],,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
429,A1 Beef Instant Bowl Noodle W,8934684025016,['France'],[],[],?,363,15,1,"6,1",,1519 kj(363 kcal),2,"0,8",10,4,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,+21%,+21%,+29%,-62%,-98%,-67%,-4%,+283%,+283%,,,,,,,,,,,,,,,,,,,,,,,
430,Petits cookies aux pepites de chocolat,9158130407396,['France'],[],[],?,504,26,60,"6,5",,2109 kj(504 kcal),17,35,"0,59","0,236",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",26 g,en quantité élevée,17 g,en quantité élevée,35 g,en quantité élevée,0.59 g,en quantité modérée,,+2%,+2%,+3%,+37%,+1%,+11%,+4%,-13%,-13%,25,+11%,E,+11%,,C,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,,,,,
431,Salade La Cyclade,3760198786069,['France'],[],[],?,187,"11,6",16,"4,6",,782 kj(187 kcal),3,"1,7",0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,"['FR 37.029.011 CE', 'Bossée (Indre-et-Loire, France)']",,,,,,,,,,,,,,,,,,
432,Bo bun poulet,3760292535259,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Moutarde Kokoko,3770014516015,['France'],[],[],?,260,"0,29","63,5","0,86",,1088 kj(260 kcal),0,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Roule ail/f.h.past.28%m,0202837011680,['France'],[],[],?,?,28,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Cidre rosé elle d'Ange,3564980410008,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,,,,,,,D,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,
436,Viande bovine,2201699020609,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,
437,Olive cuisinées au cumin,2609804011021,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Poulet roti,2391091010985,['France'],[],[],?,741,"9,2","0,8","22,3",,3100 kj(741 kcal),"2,8","0,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Crevettes decortiquees sauvages - Pescanova,3306080042020,['France'],[],[],?,92,"1,1","0,5","20,5",,385 kj(92 kcal),"0,5","0,5","1,8","0,72",,['Pescanova'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,
440,"Special Kitty: Turkey & Giblets Dinner 5.5 Oz Cat Food, 4 CT - Monoprix",0002000001216,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,
441,Tagliatelle,20897529,['France'],[],[],?,109,"4,1",14,"3,4",,456 kj(109 kcal),2,"1,4","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,les aromatisées - carrefour - 1l,9464485670003,['France'],"['Eau mìnérale naturelle aved adjonction de gaz carbonique ', 'source Vauban', ' 99,9%', 'arome natrel Utilisation Servez frais', ' Conservation : Avant ouverture', 'conservez-la dans un endroit propre', ""sec et tempéré à l'abri de la lumiere""]",[],?,2,?,?,?,1 l,8 kj(2 kcal),,,"0,01","0,004",,['Carrefour'],['Boisson gazéifiée aromatisée agrumes sans sucres sans calories'],,,,,,,0.01 g,en faible quantité,,,,,,,,,,,,,,,"['EMB 59626', 'Villers-Pol (Nord, France)']",,,,,,,,,,['bouteille plastique'],,,['Carrefour'],,,,,
443,Graines de Chia,3770015399006,['France'],[],[],?,444,34,"4,5",22,,1858 kj(444 kcal),"3,3","0,8",,,"['Bio', 'Bio européen', 'DE-ÖKO-006']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",34 g,en quantité élevée,3.3 g,en quantité modérée,0.8 g,en faible quantité,,,,-1%,-1%,+11%,+6%,-62%,+45%,+9%,,,,,,,,D,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,
444,Sauce champignons des bois,3760133676011,['France'],[],[],?,111,"7,6","4,4","1,6",,464 kj(111 kcal),"4,8","1,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Crackers au seigle,3662444003626,['France'],[],[],?,343,"1,61","69,22","10,19",,1435 kj(343 kcal),"0,34","0,51","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,risoto,3760188970294,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Cornichons doux - Kühne,3104710005946,['France'],[],[],?,66,"0,2",13,"1,5",,276 kj(66 kcal),"0,1",12,"1,6","0,64",,['Kühne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0.2 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,1.6 g,en quantité élevée,,+144%,+158%,-32%,+46%,+278%,+360%,+49%,-7%,-7%,4,+84%,C,+84%,,,,,,,,,,,,,,,,,,,
448,Sawdwich xxl thon œuf crudités,2217188007747,['France'],[],[],?,?,?,?,?,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Aiguillettes de poulet jaune,0211629019353,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
450,Whey prozis,5600380891868,['France'],[],[],?,374,"6,4","5,1",74,,1565 kj(374 kcal),"4,2","2,8","0,33","0,132",,['Prozis'],['Compléments alimentaires'],6.4 g,en quantité modérée,4.2 g,en quantité modérée,2.8 g,en faible quantité,0.33 g,en quantité modérée,,+29%,+29%,+2%,+69%,-73%,-61%,+116%,-41%,-41%,4,-39%,C,-39%,,,,,,,,,,,,,,,,,,,
451,Oats instant,5600961113358,['France'],[],[],?,357,7,53,14,,1494 kj(357 kcal),"1,4","1,7","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Contorno poivrons oignons olives,8014134011025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Poelee d'orge,3220440181429,['France'],[],[],?,570,7,15,2,,2385 kj(570 kcal),3,8,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 76.492.001 CE', 'Ouville-la-Rivière (Seine-Maritime, France)', 'FR 76.402.001 CE', 'Malaunay (Seine-Maritime, France)', 'FR 76.482.001 CE', 'Offranville (Seine-Maritime, France)']",,,,,,,,,,,,,,,,,,
454,Madeleine_pur_beurre,3260260756377,['France'],[],[],?,438,22,54,6,,1833 kj(438 kcal),14,29,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Thé vert gingembre saveur orange sangine,56526165,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Baie de Goji Bio - 100g,3481010008335,['France'],[],[],?,305,"2,2","49,1","12,2",100 g,1276 kj(305 kcal),1,"49,1","1,2","0,48","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Mélange exotique bio - 100g,3481010090392,['France'],[],[],?,419,"13,6","71,1","1,9",100 g,1753 kj(419 kcal),"11,9","51,2","0,16","0,064","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Madeleines coquilles marbrees 600g,9780222479624,['France'],[],[],?,434,22,53,"5,4",,1816 kj(434 kcal),"2,9",31,"0,7","0,28",,,['Non alimentaire'],22 g,en quantité élevée,2.9 g,en quantité modérée,31 g,en quantité élevée,0.7 g,en quantité modérée,,+104%,+104%,+100%,-16%,+133%,+239%,-23%,-22%,-22%,,,,,,,,,,,,,,,,,,,,,,,
459,Glitter tea - Whittard,5022032127840,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,['Whittard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Preparation vegetale curry,3770013851018,['France'],[],[],?,150,"6,2","3,1","19,1",,628 kj(150 kcal),4,"0,4","1,6","0,64","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Pâtes Orecchiette - Alb Gold - 2500g,4018722133896,['France'],[],[],?,358,"1,7",72,12,2500 g,1498 kj(358 kcal),"0,4","3,6",,,,['Alb Gold'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",1.7 g,en faible quantité,0.4 g,en faible quantité,3.6 g,en faible quantité,,,,+4%,+5%,+21%,+18%,+7%,+35%,+2%,,,,,,,['DE BW-07008 EG'],,,,,,,,,,,,,,,,,,
462,8 Dürüm blé,3435630000026,['France'],[],[],?,310,"6,9",52,"8,5",,1297 kj(310 kcal),3,"4,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Poulet fermier lr,0217230034839,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,
464,Soupe au pistou BIO,3760311220081,['France'],[],[],?,24,"0,7","2,9","0,9",,100 kj(24 kcal),"0,1",1,"0,6","0,24",['Bio'],,"['Plats préparés', 'Soupes', 'Soupes au pistou']",0.7 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,0.6 g,en quantité modérée,,-59%,-58%,-60%,-67%,-46%,-22%,-50%,-19%,-19%,2,-10%,B,-10%,,,,,,,,,,,,,,,,,,,
465,Coco cube,0220006003915,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Strawberry ice - Joya,9020200022412,['France'],[],[],?,104,"5,6",13,"0,6",,435 kj(104 kcal),"4,9",11,"0,1","0,04",,['Joya'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Thé genmaicha glacé - 473ml,8858679620379,['France'],[],[],?,217,10,29,"1,2",473 ml,908 kj(217 kcal),9,20,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,200g,4099200020167,['France'],[],[],?,?,?,?,?,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Meringuettes,0203560009845,['France'],[],[],?,225,0,51,"5,2",,941 kj(225 kcal),0,50,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Fonbelle Paris,3546530000457,['France'],[],[],?,544,32,57,"5,9",,2276 kj(544 kcal),14,55,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Beignets,0201739025917,['France'],[],[],?,428,24,45,"6,8",,1791 kj(428 kcal),"8,5",19,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Farine de blé sur meule - 2kg,3770000808049,['France'],[],[],?,?,?,?,?,2 kg,,,,,,['Sans additifs'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,,,,,,,,,,,,,,,,,,,B,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,
473,Turançon 2014,3300943726805,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France']
474,Poulet cuit fumé,2410750030048,['France'],[],[],?,166,"9,5","1,1",19,,695 kj(166 kcal),"2,8","0,8","1,5","0,6",['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.096.018 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,,,,,,['Film en plastique'],,,,,,,,
475,Guimauve cricks,2600687017254,['France'],[],[],?,433,19,61,4,,1812 kj(433 kcal),13,51,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,The african dream bio,2504881002408,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,YUKA sauce bolognaise bio,3250392883041,['France'],[],[],?,89,"4,8","6,8","4,2",,372 kj(89 kcal),"1,1","6,2","1,3","0,52",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Saffron,5021885013911,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Madeleines coquilles marbrees 600g,9780222579621,['France'],[],[],?,434,22,53,"5,4",,1816 kj(434 kcal),"2,9",31,"0,7","0,28",,,"['Biscuits et gâteaux', 'Non alimentaire', 'Gâteaux', 'Madeleines']",22 g,en quantité élevée,2.9 g,en quantité modérée,31 g,en quantité élevée,0.7 g,en quantité modérée,,+104%,+104%,+100%,-16%,+133%,+239%,-23%,-22%,-22%,,,,,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,
480,Biscuit - 190g,5906720572115,['France'],[],[],?,502,24,69,"0,9",190 g,2100 kj(502 kcal),10,30,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Madeleines coquilles marbrees,9780222569622,['France'],[],[],?,434,22,53,"5,4",,1816 kj(434 kcal),"2,9",31,"0,7","0,28",,,"['Biscuits et gâteaux', 'Non alimentaire', 'Gâteaux', 'Madeleines']",22 g,en quantité élevée,2.9 g,en quantité modérée,31 g,en quantité élevée,0.7 g,en quantité modérée,,+104%,+104%,+100%,-16%,+133%,+239%,-23%,-22%,-22%,,,,,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,
482,Escalope extra-fine de dinde,2614156021383,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,"['Nutriscore', 'Nutriscore A']",,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,-100%,-100%,,,,,,,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
483,Madeleines coquilles citron,9780225569629,['France'],[],[],?,474,28,51,5,,1983 kj(474 kcal),"2,4",31,"0,91","0,364",,,"['Biscuits et gâteaux', 'Non alimentaire', 'Gâteaux', 'Madeleines']",28 g,en quantité élevée,2.4 g,en quantité modérée,31 g,en quantité élevée,0.91 g,en quantité modérée,,+123%,+122%,+155%,-31%,+125%,+239%,-29%,+1%,+1%,,,,,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,
484,Farine 4 graines bio,3522080000666,['France'],[],[],?,369,"5,3","66,8","11,4",,1544 kj(369 kcal),"0,74","1,7",0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Egg protein nutrimuscle,2100020301908,['France'],[],[],?,373,"0,6","8,7","83,2",,1561 kj(373 kcal),0,0,"0,5","0,2",,['Nutrimuscle'],['Compléments alimentaires'],0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,,+28%,+29%,-90%,-100%,-54%,-100%,+143%,-10%,-10%,1,-85%,B,-85%,,,,,,,,,,,,,,,,,,,
486,Organic whey - Prozis,5600499532508,['France'],[],[],?,403,"5,7",16,72,,1686 kj(403 kcal),"3,6","5,9","0,39","0,156",['Sans arômes artificiels'],['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Boisson aux herbes gelées,4710095917003,['France'],[],[],?,31,0,8,0,,130 kj(31 kcal),0,7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Leite Condensado Cozido Amanhecer,5601227020908,['France'],[],[],?,296,6,"55,1","5,5",,1238 kj(296 kcal),4,"55,1","0,2","0,08",,['Amanhecer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Aperivers fines herbes & cumin,3770014064011,['France'],[],[],?,555,"39,7","8,1","40,9",,2322 kj(555 kcal),"8,98","0,35","2,18","0,872",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Pina colada - Quai Sud,3662051009486,['France'],[],[],?,430,15,80,1,,1799 kj(430 kcal),8,77,"0,137","0,055",,['Quai Sud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
