,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,generic_name,link,origin_detail,palm_ingredients
934,Prisca bio mirtilo,5605466912635,,['Prisca'],['France'],"['Mirtilo 70%', 'sumo concentrado de fruta', 'pectina e sumo de limao']",[],?,168,703 kj(168 kcal),"0,24",0,40,"36,68","0,52",0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['Bio'],,,,,1,0.24 g,en faible quantité,0 g,en faible quantité,36.7 g,en quantité élevée,0 g,en faible quantité,,-23%,-24%,-8%,-100%,-25%,-28%,+33%,-100%,-100%,8,-13%,C,-13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,
935,7623702913503,7623702913503,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Sirop de Violette de Provence,3437340069744,,,['France'],[],[],?,16,67 kj(16 kcal),"0,5","0,1",77,77,"0,5",,,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de violette']",,,,,,,,,,,,,,,,-94%,-94%,+658%,+346%,+4%,+13%,+550%,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,
937,Edelweiss Blanche Fut,3119780273522,,,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Biscuit salés,3691700000000,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Trouspinette agrumes,3274320840050,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Énergix longue distance - Overstim-s - 250g,3700153135600,250 g,['Overstim-s'],['France'],[],[],?,280,1170 kj(280 kcal),0,0,70,"36,7",0,"0,367","0,147",,['eco recharge'],['Sport'],,,,,,,0 g,en faible quantité,0 g,en faible quantité,36.7 g,en quantité élevée,0.367 g,en quantité modérée,,,,,,,,,,,12,,D,,,,,,,,,,,,,,
941,Ice tea thé vert pêche,8710604795333,,,['France'],[],[],?,10,42 kj(10 kcal),"0,5","0,1","2,4","2,2","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Délice de mussy artisanal,3554190000038,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Habanero,6009686792616,,,['France'],[],[],?,10,42 kj(10 kcal),0,0,"0,5",0,0,"0,162","0,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Loacker Minis,8000380184644,,,['France'],[],[],?,518,2167 kj(518 kcal),27,22,60,28,"7,9","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Couscous de petit epeautre - La Vie Claire - 400g,3266191005409,400 g,['La Vie Claire'],['France'],[],[],?,356,1490 kj(356 kcal),"3,9","0,6",64,"4,2",12,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Pickles de courgette au curry,3760253597012,,,['France'],[],[],?,37,155 kj(37 kcal),"0,5","0,1",6,"5,9","1,3","0,91","0,364",,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Filippo Berio Mild and Light Olive Oil -,8002210506206,,,['France'],[],[],?,822,3439 kj(822 kcal),"91,3",,0,0,0,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,91.3 g,en quantité élevée,,,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,,,,,-100%,-100%,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,
948,Sablé Pepites de chocolat,3532420720994,,,['France'],[],[],?,492,2059 kj(492 kcal),24,16,63,26,"6,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Croquants noisettes,3760133670200,,,['France'],[],[],?,440,1841 kj(440 kcal),"12,4","12,4","73,3","37,3","7,6","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Champignons à la grecque - Bonduelle,70865028,,['Bonduelle'],['France'],[],[],?,61,255 kj(61 kcal),"3,6","0,2","4,6","3,2","1,6","0,96","0,384",,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Chips a l’ancienne - Naturel,5414359909191,,,['France'],[],[],?,580,2427 kj(580 kcal),"39,4","3,9","48,8","0,5","5,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Tropical,3760153920576,,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Trek N eat,4015753404308,,,['France'],[],[],?,384,1607 kj(384 kcal),10,"2,8","57,1","6,7","14,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,La femme sans tête -,3770016204019,,,['France'],"['MALT CRYSTAL', 'BLE', 'SEIGLE', 'MALT MUNICH', 'HOUBLON EAST KENT GOLDINGS', 'HOUBLON TARGET', 'LEVURE US-05']",[],?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
955,Le délicieux gâteau charentais aux caramels pur beurre,3760243782329,,,['France'],[],[],?,382,1598 kj(382 kcal),13,"8,5",57,21,"7,9","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 17320', 'Saint-Coutant-le-Grand (Charente-Maritime, France)']",,,,,
956,Caprice des Anges (cœur de  gris),3331560500998,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Brigantine blonde,3760090140068,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,100% Chicken Breast in water,5600961112436,,,['France'],[],[],?,113,473 kj(113 kcal),1,"0,3",0,0,26,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Skyr style sans sucre -,5411188126188,,,['France'],[],[],?,60,251 kj(60 kcal),"3,3","0,6",0,0,"5,8","0,33","0,132",,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,L'angelica Tisana Della Sera GR. 30,8017331052853,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C101688'],,,,,
961,gâche - la fournée dorée - 1,990530101020365169,1,['la fournée dorée'],['France'],"['BRIOCHE TRANCHÉE AU BEURRE ET À LA CRÉME FRAÏCHE Farine de blé française 53%', 'sucre', 'beurre pâtissier 8%', 'œufs entiers frais 7', '5%', 'eau', 'crème fraîche française 3', '2%', 'sirop de sucre inverti', 'sel', 'ez/ uten de blé', 'levure', 'arômes naturels ', 'contient ainol', 'émulsifiant ', 'E471', 'protéines de lait', 'levwe désactivée', 'colorant ', 'béta carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,225,941 kj(225 kcal),8,"5,4",32,"8,7","5,4","0,67","0,268",,"['Plastic', 'Sachet en plastique']",,,,,['Leclerc'],['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160ai - Bêta-carotène']",,,,
962,Çig Köfte Seti,8690504659136,,,['France'],[],[],?,664,2778 kj(664 kcal),"0,9","0,5",30,"5,5","5,1","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Boulettes de bœuf sauce napolitaine & riz parfumé,3760076161155,,,['France'],[],[],?,151,632 kj(151 kcal),"7,6","2,7","13,8","2,42","9,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,sorbet - Smicy - 5,11226123,5,['Smicy'],['France'],[],[],?,?,,?,,?,,?,,,,"['Etui en carton', 'Sachet en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Asal Bio Gemüsebrühe,4022854010819,,,['France'],[],[],?,3,13 kj(3 kcal),0,0,"0,7","0,1","0,1","0,9","0,36",,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Essentiel IBCAA 2:1:1 - Myprotéin - 1Kg,5056185786418,1Kg,['Myprotéin'],['France'],"[""Poudre d'Acides Aminés à Chaîne Ramifiée 2:1:1 "", 'L-Leucine: Isoleucine: Valine', ' [84%', 'Arôme', ""Extrait d'Huile de Curcuma"", 'Acidifiant [Acide Citrique', 'Edulcorant ', 'Sucralose', 'Emulsifiant ', 'Lécitine de Soja', ' ALLERGÈNES Pour les allergènes', 'voir les ingrédients mis en évidence dans grass', ' DOSAGE SUGGÉRÉ: Ajouter 2 mesures ', '5g', "" à 250-350 ml d'eau ou de jus dans un shaker avant"", ""pendant ou après l'exercice"", ' INFORMATIONS IMPORTANTES: Ne pas dépass la dose journalière recommandée', ' Ce produit est un complément alimentaire et r doit donc pas être utilisé comme substitut à une alimentation variée et à un modi de vie sain', ' Conserver dans un endroit frais et sec', 'hors de la portée des jeunes enfants', ' Ne convient pas aux végétariens', ' W INGREDIENTI: Amminoacidi a Catena Ramificata in Polvere 2:1:1 ', 'L-Leucina: Isoleucina: Valinal ', '84%', 'Aroma', 'Estratto di Olio di Curcuma', 'Acido ', 'Acido Citrico', 'Dolcificante ', 'Sucralosio', 'Emulsionante ', 'Leticina di Soia', ' ALLERGENI: Per Thrormazioni sugli allergeni leggere gli ingredienti in grassetto', 'USO CONSIGLIATO:']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,['Plastique'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",['Non végétarien'],,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E641 - L-leucine', 'E330 - Acide citrique', 'E955 - Sucralose']",,https://fr.myprotein.com/nutrition-sportive/ibcaa/10636978.html,,
967,Cookies BIO chocolat au lait & noisettes -,3770006165115,,,['France'],[],[],?,539,2255 kj(539 kcal),34,18,52,25,"5,1","0,7","0,28",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']","['Bio', 'Sans gluten', 'en:Pr-bio-21']",,,,,,34 g,en quantité élevée,18 g,en quantité élevée,25 g,en quantité élevée,0.7 g,en quantité modérée,,+7%,+6%,+25%,+44%,-9%,-17%,-24%,+24%,+24%,24,+10%,E,+10%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,
968,3111902270143,3111902270143,,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Ginseng gelée royale,3401563678076,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,escalope milanaise chapelure tomate origan - Le Gaulois - 252g,0217827023819,252 g,['Le Gaulois'],['France'],[],[],?,132,552 kj(132 kcal),"1,5","0,4","8,3",1,21,"1,5","0,6",D,"['polystyrène', 'Barquette', 'Film en plastique']","['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Nutriscore', 'Nutriscore A']",,,,,,1.5 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.5 g,en quantité modérée,,+9%,+10%,+14%,-1%,+174%,+31%,-8%,+171%,+171%,2,,B,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,
971,Pavé d’Affinois,3307905292064,,,['France'],[],[],?,343,1435 kj(343 kcal),31,21,1,1,15,"1,4","0,56",,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Coupe façon café liégeois,3274664108779,,,['France'],[],[],?,212,887 kj(212 kcal),"9,2",8,"30,2","24,6","1,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Spécial Yunnan tuocha,3760249070420,,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Pain au chocolat pur beurre,0260131024935,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,2406717023680,2406717023680,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Penne rigate blé dur demi-complet - Le Bio pour Tous,3760295170174,,['Le Bio pour Tous'],['France'],[],[],?,354,1481 kj(354 kcal),"1,5","0,1",70,"2,5","12,7","0,04","0,016",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",['Bio'],,,,,,1.5 g,en faible quantité,0.1 g,en faible quantité,2.5 g,en faible quantité,0.04 g,en faible quantité,,+1%,+0%,-11%,-73%,+0%,-14%,+6%,+242%,+242%,-5,,A,,,,,,,,,,,,,,
977,ffeel:café noix de coco mangue,4006508220021,,,['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,3","5,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Palet breton pur beurre,3760116504003,,,['France'],[],[],?,540,2259 kj(540 kcal),32,21,58,27,"5,4","0,9","0,36",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,,,,,,32 g,en quantité élevée,21 g,en quantité élevée,27 g,en quantité élevée,0.9 g,en quantité modérée,,+8%,+9%,+26%,+28%,-4%,+4%,-8%,+3%,+3%,24,-0%,E,-0%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,
979,Croquets aux noisettes,3288690000129,,,['France'],[],[],?,497.79998779297,2083 kj(497 kcal),"24,1","24,1","71,5","71,5","1,15","0,327","0,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Dark lager beer - ikea - 330ml,11086333,330 ml,['Ikea'],['France'],['dark lager beer'],[],?,?,,?,,?,,?,,,C,['Glass'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,['Sweden'],['Ikea'],['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
981,CHORIZO BARBECUE fort - 300g,8436547210626,300 g,,['France'],[],[],?,377,1577 kj(377 kcal),35,15,"0,2",0,14,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Boulette de veau,4056489276395,,,['France'],[],[],?,205,858 kj(205 kcal),15,"6,4","1,9","0,5",14,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Sauce fromagere - Boursin,3073781138054,,['Boursin'],['France'],[],[],?,212,887 kj(212 kcal),20,"13,5","5,5",1,4,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Batata Frita Light,5604260042302,,,['France'],[],[],?,486,2033 kj(486 kcal),24,"2,7",58,"0,6","6,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Basilic à l'huile,3770002981306,,,['France'],[],[],?,541,2264 kj(541 kcal),"67,7","8,2","11,5","1,15","0,36",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Musclefuel mass,6009544906681,,,['France'],[],[],?,0,0 kj(0 kcal),4,"2,3",54,"13,9","31,4","1,66","0,664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Pizza Emmental Jambon - Leaderprice,3263859474829,,['Leaderprice'],['France'],[],[],?,229,958 kj(229 kcal),"6,7","3,4",29,"1,8",12,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Mélange Japonnais,2600153012868,,,['France'],[],[],?,399,1669 kj(399 kcal),"6,9","1,5","73,3","2,6","10,1","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Crêpes bretonnes de froment bio,3307621317607,,,['France'],[],[],?,354,1481 kj(354 kcal),"7,8",5,62,26,"8,6","1,6","0,64",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,chausson aux pommes,2050506401007,,,['France'],[],[],?,?,,?,,?,,?,0,0,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,
991,Moutarde de Dijon,3275550005530,,,['France'],[],[],?,163,682 kj(163 kcal),"12,3","0,9","3,5","2,7","7,9","5,7","2,28",B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,,,,,12.3 g,en quantité modérée,0.9 g,en faible quantité,2.7 g,en faible quantité,5.7 g,en quantité élevée,,+3%,+2%,+7%,+18%,-4%,+20%,+10%,-4%,-4%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,
992,Juicy 100% Orange,3858890970425,,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"8,9","8,9","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Bao Bab,3160920774461,,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,2274785039953,2274785039953,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Paté De Sardinha,5604260042234,,,['France'],[],[],?,239,1000 kj(239 kcal),20,"5,1","4,3",2,"9,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Fiambre Da Perna Extra - Pingo Doce,5601009932962,,['Pingo Doce'],['France'],[],[],?,91,381 kj(91 kcal),"1,9","0,9","1,2","1,2","17,2","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Nectar de banane Madagascar,3760131166200,,,['France'],[],[],?,160,669 kj(160 kcal),0,0,40,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Hache de Veau Emmental,,,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Panaché de l’ami Fritz,3244851005303,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Euro cream,7290012483899,,,['France'],[],[],?,203,849 kj(203 kcal),16,0,15,13,16,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Prune - Douceur du Verger,3564706552258,,['Douceur du Verger'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,crevettes décortiquées cuites sauce au pesto rouge,3523680439597,,,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes décortiquées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"['FR 44.143.005 CE', 'Rezé (Loire-Atlantique, France)']",,,,,
1003,L'homme sans cœur,3770016204002,,,['France'],"[""IPA DE L'ILE MALT PALE ALE HOUBLONS CITRA & SIMCOE LEVURE US-05 *contient du gluten BIERE ARTISANALE NON FILTRÉE BIF""]",[],?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1004,Olives à l'ail et basilic,3327271307308,,,['France'],[],[],?,207,866 kj(207 kcal),20,"3,4","3,3",0,"1,3","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Le Chocolat des Pandas (de Pandachocolade) - Belgian Chocolate - Belvas,5425007882643,,['Belvas'],['France'],[],[],?,550,2301 kj(550 kcal),"36,6","21,6","45,4","40,1","6,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,carro cake,3760253290845,,,['France'],[],[],?,308.70001220703,1292 kj(308 kcal),"14,4","6,2","38,1","18,3","6,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Miel de châtaignier,3301511002079,,,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
1008,Caramelised Hazelnuts,5400606994171,,,['France'],[],[],?,559,2339 kj(559 kcal),35,"2,5","49,9",48,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,3497679586114,3497679586114,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Super Diet Levure De Bière Bio,3428881231905,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,C,,"['Additifs alimentaires', 'Levures de bière']",['Bio'],,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,
1011,Breslauer Happen - Specht - 420g,4003274001328,420g,['Specht'],"['France', 'Allemagne']",[],[],?,42,176 kj(42 kcal),"0,1","0,1","9,2","9,2","0,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Cranberry boisson a base de jus concentre,3770001298160,,,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,"11,5","11,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Lyttos - 350g,4099200011608,350g,['Lyttos'],"['France', 'Allemagne']",[],[],?,?,157 kj(38 kcal),15,,3,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,3760177742048,3760177742048,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Lait demi-écrémé - GRAN Coeur - 1L,6111245341910,1 L,['GRAN Coeur'],['France'],['lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",193,45,193 kj(45 kcal),"1,55",1,"4,8","4,8","3,2","0,13","0,052",C,"['Brique', 'Carton', 'Tetra Pak', 'Tetra Brik Aseptic']","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits demi-écrémés UHT']","['en:FSC', 'FSC Mix', 'FSC C014047']",,['France'],['iD Stock'],['Lait'],1,1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,,-6%,-4%,-1%,-2%,-0%,-0%,+3%,+19%,+19%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['FR 02.110.001 CE', 'Braine (Aisne, France)', 'FSC-C014047']",,,,,
1016,Jarritos Guava,0090478000923,,,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,4","9,4",0,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,"Sandwich-creme, Paprika-oliven",4013200255138,,,['France'],[],[],?,248,1038 kj(248 kcal),21,14,11,"2,6","3,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Préfou au Comté AOP Sicard,3608737778826,,,['France'],[],[],?,323.10000610352,1352 kj(323 kcal),14,"7,9",37,"1,2","10,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
