,name,bar_code,packaging,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,ingredients_origins,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,producer_info,brand_owner,origin_detail
912,Sauce Samouraï - Kania - 334g,20475185,['Plastique'],['Kania'],['Lidl'],['France'],"['huile de colza', '7,8%', 'poivron rouge', '6,2%', ""jaune d'œuf"", ' vinaigre', 'moutarde ', 'eau', 'vinaigre', ' graines de moutarde', 'épice', 'sucre', 'sel', 'eau', '0,3% extrait de piment', 'épices', 'arômes naturels', 'épaississant: gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2729,663,2729 kj(663 kcal),71,"5,3","3,5","2,5","1,4","1,6","0,64",334 g,"['Epicerie', 'Sauces', 'Sauces samouraï']","['Plein air', 'Œufs de poules élevées en plein air', 'Fait avec des œufs de poules élevées en plein air']",,,['E415 - Gomme xanthane'],"['Œufs', 'Moutarde']",4,71 g,en quantité élevée,5.3 g,en quantité élevée,2.5 g,en faible quantité,1.6 g,en quantité élevée,+13%,+17%,+15%,+14%,+12%,+8%,+63%,+25%,-23%,-23%,20,+4%,E,+4%,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
913,mélanges de jeunes pousses - Priméale - 125g,20508098,"['Plastique', 'Sachet plastique', 'Point vert']",['Priméale'],['Lidl'],"['France', 'Allemagne']","['laitue rouges', 'blondes', 'mizuna', 'roquette', 'en proportion variable selon saison']",[],?,15,63 kj(15 kcal),"0,1","0,02","2,3","1,7","0,7","0,03","0,012",125g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Salades', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Salades vertes']",['Conditionné en France'],['France'],"['EMB 13027Y', 'Châteaurenard (Bouches-du-Rhône, France)']",,,,0.1 g,en faible quantité,0.02 g,en faible quantité,1.7 g,en faible quantité,0.03 g,en faible quantité,,-75%,-72%,-96%,-95%,-35%,+42%,-69%,-91%,-91%,-6,,A,,,B,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,"['France', 'Primeale ZA', 'Fernand Finel', '50430', 'Lessay']",http://www.primeale.fr,,,
914,Himbeeren - Lidl - 750g,20535186,"['Sachet', 'Plastique', 'surgelé', 'PE-LD']","['Lidl', 'XXL']",['Lidl'],"['France', 'Allemagne', 'Italie']",['Framboises'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,49,205 kj(49 kcal),"0,3",0,"5,3","5,3","1,3","0,01","0,004",750g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits rouges', 'Fruits surgelés', 'Framboises', 'Fruits rouges surgelés', 'Framboises surgelées']",['Végétarien'],['Serbie'],,,,1,0.3 g,en faible quantité,0 g,en faible quantité,5.3 g,en quantité modérée,0.01 g,en faible quantité,,+14%,+15%,-8%,-100%,-7%,-1%,0%,+36%,+36%,-4,,A,,,C,78.6%,0.1%,4.4%,7.6%,7.4%,1.9%,55,,,,,,
915,Miel eucalipto - lidl,20556068,,['Lidl'],,"['France', 'Espagne']",[],[],?,322,1347 kj(322 kcal),0,0,80,80,"0,4",0,0,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,,+11%,+10%,-100%,-100%,+4%,+15%,+23%,-100%,-100%,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
916,Le Bleu Fondant - Chêne d'argent - 125g,20557454,['Boite plastique'],"[""Chêne d'argent""]",['Lidl'],['France'],"['Lait de vache pasteurisé standardisé', 'sel', 'ferments ', 'lait', 'présure', 'Pénicillium roqueforti', 'chlorure de calcium']",['Non végétalien'],?,370,1548 kj(370 kcal),34,24,0,0,15,"2,4","0,96",125 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages pasteurisés']",['Point Vert'],,"['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",,['Lait'],3,34 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,2.4 g,en quantité élevée,,+5%,+5%,+13%,+14%,-100%,-100%,-22%,-7%,-7%,19,+7%,E,+7%,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Fromage à pâte persillée au lait de vache pasteurisé,['Rodez France'],,,,
917,Argus-shandy-330ml-(can For Spain & Por-spain,20558161,,['Argus'],,"['France', 'Espagne']",[],[],?,38,159 kj(38 kcal),"0,5","0,1",8,"7,5","0,5","0,1","0,04",,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,-14%,-14%,+335%,+471%,+106%,+729%,+25%,+529%,+529%,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
918,Brasil,20563103,,,,['France'],[],[],?,582,2435 kj(582 kcal),"57,6",4,"14,1","13,4","1,2","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Yaourt au lait entier vanille - Bio - ENVIA - 4*125g,20593582,['Plastique'],['ENVIA'],['LIDL'],['France'],"['86% lait entier pasteurisé', '8,4% sucre', 'lait concentré écrémé', 'arôme naturel de vanille', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,99,414 kj(99 kcal),"3,1","2,2",14,14,"3,7","0,11","0,044",4*125 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sucrés', 'Yaourts entiers']","['Bio', 'Bio européen', 'FR-BIO-10']",,"['FR 35.288.001 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",,['Lait'],4,3.1 g,en quantité modérée,2.2 g,en quantité modérée,14 g,en quantité élevée,0.11 g,en faible quantité,,+9%,+9%,-13%,-4%,+28%,+36%,+6%,-1%,-1%,4,+61%,C,+61%,,B,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"Yaourt au lait entier pasteurisé sucré aromatisé à la vanille, issu de l'agriculture biologique","['France', 'Saint-Malo']",,,,
920,Alesto,20626686,['Pappe und Folie'],"['Alesto', 'sonnengetrockneten Feigen', 'In']",['Lidl'],['France'],"['figues entières sèches : 99,5% ', 'Sel']",[],?,?,,?,,?,,?,,,,['de:Trocken fruechte'],,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Fond de tarte - Confiserie Firenze - 400g,20626693,['Plastique'],['Confiserie Firenze'],['LIDL'],['France'],"['farine de blé', 'sucre', 'œufs', 'sirop de glucose-fructose', 'amidon de blé', 'humectant: sorbitols', 'glycérol ', ' poudre à lever : diphosphates', 'carbonates de sodium ', ' sel', ""émulsifiant: mono - et diglycérides d'acides gras "", "" correcteur d'acidité : acétates de sodium "", ' arôme naturel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,357,1494 kj(357 kcal),"4,8","1,3",72,35,"5,8","0,98","0,392",400 g,['Fond de tarte'],,,,"['E420 - Sorbitol', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E262 - Acétates de sodium']","['Œufs', 'Gluten']",4,4.8 g,en quantité modérée,1.3 g,en faible quantité,35 g,en quantité élevée,0.98 g,en quantité modérée,,,,,,,,,,,16,,D,,,,,,,,,,,,['Allemagne'],,,,
922,Chorizo ibérico extra -,20646608,,,,['France'],"['viande de polhrigine : Espagne', 'sel', 'épices', 'lactose', 'dextrine', 'protéine de Soja,ntéine de lait', 'sucre', 'stabilisant : diphosphates ', 'antioN - dant:ythorbate de sodium,conservateurs: nitrate de potassium', 'nitritde sodium ', 'colorant: carmins,']","['Non végétalien', 'Non végétarien']",?,436,1824 kj(436 kcal),36,14,"0,9","0,9",27,"3,3","1,32",,,,,,"['E1400 - Dextrines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Zumo de mandarina exprimido - Sol&Mar - 750ml,20646752,['tetra brik'],['Sol&Mar'],,['France'],[],[],?,40,167 kj(40 kcal),"0,1","0,1","8,9","8,6","0,6","0,01","0,004",750 ml,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de mandarine', 'Jus de mandarine pur jus', 'Boissons sans sucre ajouté']",,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,8.6 g,en quantité élevée,0.01 g,en faible quantité,,-15%,-14%,-39%,+107%,-18%,-12%,-4%,+167%,+167%,2,-43%,C,-43%,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
924,Saladinettes Salat Mexicana - Select & Go - 300g (200g Salatmischung 100ml Dressing),20649784,"['Schale', '01', 'Plastik', 'PET']",['Select & Go'],['Lidl'],"['France', 'Allemagne']","['Salatmischung [Gemüse in veränderlichen Gewichtsanteilen ', 'Karotten', 'Endivie', 'Zuckerhut', 'Tomaten', 'Lollo Rosso', 'Frisée', 'Radicchio', '17% Hähnchen-Streifen', 'gebraten', 'gewürzt', 'aus Fleischstücken zusammengefügt ', '95% Hähnchenfleisch', 'Trinkwasser', 'Speisesalz', 'Rapsöl', 'Dextrose', 'Stabilisatoren: Kaliumlactat', 'Triphosphate', ' Gewürzextrakte', 'Paprika edelsüß', 'gemahlen', '16% Gemüse in veränderlichen Gewichtsanteilen ', 'Gemüsemais', 'Kidney-Bohnen', ']', 'French-Dressing [50% Joghurt ', '3,5% Fett', 'Rapsöl', 'Apfelsaft aus Apfelsaftkonzentrat', 'Trinkwasser', 'Tomatenmark', 'Branntweinessig', 'Zucker', 'Zitronensaft aus Zitronensaftkonzentrat', 'Speisesalz', 'Kräuter', 'Schwarzer Pfeffer', 'Schnittlauch', 'modifizierte Stärke', 'Senf ', 'Trinkwasser', 'Senfsaaten', 'Branntweinessig', 'Speisesalz', 'Zucker', 'Gewürze', 'natürliches Aroma', 'Maisstärke', 'Hühnereigelb*', 'Gewürze', 'Verdickungsmittel: Xanthan', 'Johannisbrotkernmehl', ' Säuerungsmittel: Citronensäure', 'Äpfelsäure', ' Süßungsmittel: Saccharin]', '       \r *von Eiern aus Bodenhaltung']","['Non végétalien', 'Non végétarien']",408,?,408 kj(98 kcal),"6,1","0,9","5,9","2,3",4,"0,98","0,392",300g (200g Salatmischung 100ml Dressing),"['Salades', 'de:Salatmischung']",['Fabriqué en Allemagne'],,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E296 - Acide malique', 'E954 - Saccharine et ses sels']","['Œufs', 'Lait', 'Moutarde']",4,6.1 g,en quantité modérée,0.9 g,en faible quantité,2.3 g,en faible quantité,0.98 g,en quantité modérée,-25%,,-30%,-25%,-26%,-37%,+5%,-20%,+20%,+20%,3,+244%,C,+244%,,,,,,,,,,Hähnchen-Mais-Bohnen-Salat mit French-Dressing mit Zuckern und Süßungsmittel,['Deutschland'],,,,
925,Pavé de Boeuf Mariné aux 3 Poivres - L'Étal du Boucher - 260g,20680718,"['Frais', 'Plastique', 'Carton']","[""L'Étal du Boucher"", 'Lidl']",['Lidl'],['France'],"['Viande bovine origine France 85 %', 'eau', 'huile de tournesol', 'sel', 'sucre', 'arômes naturels', 'poivres 0,3 % ', 'poivre blanc', 'poivre noir', 'poivre vert', 'fibres végétales', 'sirop de glucose', 'amidon']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,135,565 kj(135 kcal),"6,1","1,4",1,"0,6",19,"1,3","0,52",260 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Réfrigérés', 'Plats préparés réfrigérés']","['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'Viande-bovine-francaise']",['France'],"['FR 49.323.032 CE', ""Saint-Sylvain-d'Anjou (Maine-et-Loire, France)""]",,,4,6.1 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.3 g,en quantité modérée,,-26%,-25%,-33%,-51%,-93%,-72%,+154%,+26%,+26%,2,-60%,B,-60%,,,,,,,,,,,['France'],,,,
926,Le Charolais Entrecôte - L'Étal du Boucher - 300g,20681227,"['Barquette', 'Plastique', 'Frais']","[""L'Étal du Boucher""]",['LIDL'],['France'],['100 % viande bovine origine France'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,162,678 kj(162 kcal),17,"8,1",0,0,"18,4","0,2","0,08",300 g,"['Viandes', 'Bœuf', 'Entrecôte de boeuf']","['Viande Française', 'Point Vert', 'Fabriqué en France', ""Saveurs de l'Année"", ""Saveurs de l'Année 2016"", 'Viande-bovine-francaise', 'en:saveurs-de-l-annee-france']",['France'],"['FR 74.042.001 CE', 'Bonneville (Haute-Savoie, France)', 'FR 51.649.001 CE', 'Vitry-le-François (Marne, France)']",,,1,17 g,en quantité modérée,8.1 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,,-22%,-23%,+15%,+23%,-100%,-100%,-5%,+33%,+33%,5,+63%,C,+63%,,E,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,Entrecôte à griller,['France'],,,,
927,2 steaks a griller - Lidl,20681234,['Frais'],"['Lidl', 'Leader Price', 'Le charolais']","['Leader Price', 'Lidl']",['France'],"['100% viande bovine ', 'origine France', ' Élaboré en France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,113,473 kj(113 kcal),"2,3","1,8",0,0,23,0,0,,,"['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']",,"['FR 49.176.001 CE', ""Lion-d'Angers (Maine-et-Loire, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Envia light fromage blanc - 8x 100g,20692384,"['Carton', 'pot plastique']",['Envia'],['Lidl'],['France'],"['Lait écrémé pasteurisé poudre de lait écrémé', 'minéraux du lait ferments lactiques ', 'lait', ': vitamine D ', 'lactose']",['Non végétalien'],215,51,215 kj(51 kcal),"0,1",0,"4,7","4,7","7,9","0,1","0,04",8 x 100 g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages pasteurisés', 'Fromages blancs', 'Fromages blancs natures', 'Fromages allégés']","['Peu ou pas de matière grasse', 'Sans matière grasse', 'Eco emballage']",['France'],"['EMB 89209', 'Jouy (Yonne, France)', 'FR 89.209.001 CE', 'Jouy (Yonne, France)']",,['Lait'],4,0.1 g,en faible quantité,0 g,en faible quantité,4.7 g,en faible quantité,0.1 g,en faible quantité,-70%,-67%,-69%,-99%,-100%,+137%,+215%,-60%,-91%,-91%,-3,-142%,A,-142%,,B,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,Fromage blanc nature,['SENAGRAL 30 rue des Jacquins 89150 JOUY'],,,,
929,Menthe Extrêmeme - amanie - 250,20712679,['Plastique'],['Amanie'],,['France'],"['sirop de glucose', 'sucre', 'arôme naturel de menthe', 'concentré végétale de spiruline', 'stabilisant : glycérol']",[],1632,384,1632 kj(384 kcal),0,0,96,70,0,"0,02","0,008",250,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,['E422 - Glycérol'],,4,0 g,en faible quantité,0 g,en faible quantité,70 g,en quantité élevée,0.02 g,en faible quantité,-11%,-9%,-7%,-100%,-100%,+44%,+41%,-100%,-86%,-86%,14,-23%,D,-23%,,,,,,,,,,bonbons menthe,,,,,
930,Maasdam - Milbona - 200g,20782610,,['Milbona'],['Lidl'],['France'],"['NL/BE Biologische jong belegen kaas', 'in plakken', '45+', ' Ingrediënten: koemelkl', 'zout', 'zuursel ', 'melk', 'microbieel stremsel', ' biologische productie', ' Verpakt onder beschermende atmosfeer', ' Na openen gekoeld bewaren bij max', ' +70 C en binnen 3 dagen conSUmeren', ' FR/ BE Fromage biologique jeune reposé', 'en tranches', '45+', ' Ingrédientsr lait de vachel', 'sel', 'ferments lactiques ', 'lait', 'présure microbienne', ' lissu de production biologique', ' Conditionné sous atmo - sphère protectrice']",['Non végétalien'],?,336,1406 kj(336 kcal),26,"17,3","0,1","0,1","24,7","1,2","0,48",200 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Maasdam']","['Bio', 'Bio européen', 'DE-ÖKO-001', 'Fabriqué en Allemagne']",,,,['Lait'],,26 g,en quantité élevée,17.3 g,en quantité élevée,0.1 g,en faible quantité,1.2 g,en quantité modérée,,-5%,-4%,-5%,-7%,-51%,-46%,-3%,-10%,-10%,14,-3%,D,-3%,,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
931,Dosettes de Café - milbona - 1Litro,20797218,"['07', 'Plastique']",['Milbona'],['LIDL'],"['France', 'Allemagne']",['Café 100 %'],[],?,?,,?,,?,,?,,,1 Litro,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Produits laitiers', 'Boissons chaudes', 'Laits', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']","['Commerce équitable', 'Fairtrade International', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Yaourt à la grecque sur lit de fruits jaunes - MILBONA - 500g,20816612,['Plastique'],['MILBONA'],['Lidl'],"['France', 'Espagne']","['2 yaourts à la grecque sucrés sur lit de fruit de la passion : yaourt ', 'lait', '20% préparation au fruit de la passion ', '7,2 % fruits de la passion ', 'purée avec graines et jus à base concentré', 'eau', 'sucre', 'amidon modifié de maïs', 'épaississants : pectines', 'arômes naturels', ""correcteurs d'acidité : citrate de sodium"", 'acide citrique', '5,2% sucre', '\r2 yaourts à la grecque sucrés sur lit de pêches : yaourt ', 'lait', '20% préparation à la pêche ', '11% pêches', 'sucre', 'eau', 'sirop de glucose-fructose', 'amidon modifié de tapioca', 'épaississants : carraghènanes', 'gomme de xanthane', 'arôme', ""correcteurs d'acidité: citrate de sodium"", 'acide citrique', 'colorant : extrait de paprika', '5,2% sucre']",['Non végétalien'],?,119,498 kj(119 kcal),"6,1",4,"13,6","12,9","2,4","0,16","0,064",500g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la grecque']",,['Lait origine France'],"['FR 14.366.001 CE', 'Lisieux (Calvados, France)']","['E14XX - Amidons modifiés', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']",['Lait'],4,6.1 g,en quantité modérée,4 g,en quantité modérée,12.9 g,en quantité élevée,0.16 g,en faible quantité,,+2%,+1%,-11%,-10%,+55%,+61%,-46%,+38%,+38%,5,+23%,C,+23%,,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,YOURT,['Lisieux'],,,,
