,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,allergens,nova_score,ingredients_origins,manufacturing,markets,additives,traceability_code,palm_ingredients,link
191,Fruit me up ! - Andros,3608580756538,['Andros'],['France'],"['Apples ', 'puree and concentrated puree', ' acerola extract veraée nutrition Information']",[],?,66,276 kj(66 kcal),"0,2",0,12,12,"0,3",0,0,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Confiture Rhubarbe et Fraises - Bonne Maman - 370g e,3608580760979,['Bonne Maman'],['France'],"['Fruits ', 'rhubarbe 40%', 'fraises 10%', 'sucre', 'sucre roux de canne', 'jus de citrons concentré', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,244,1021 kj(244 kcal),"0,1",0,59,59,"0,3",0,0,['Point Vert'],370 g e,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de rhubarbe', 'Confitures de fraises', 'en:vegetable-jams']",0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+11%,+10%,-52%,-100%,+8%,+12%,-36%,-100%,-100%,11,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,Confiture Extra Rhubarbe et Fraises,"['Verre', 'Bocal', 'Couvercle métal']",,4,,,['Auchan'],['E440 - Pectines'],,,
193,Fruit me up ! - Andros,3608580764588,['Andros'],['France'],"['Pommes ', '70%', 'fraises ', '25%', 'bananes ', '4%', 'blackcurrant', 'acerola extract']",[],?,47,197 kj(47 kcal),"0,2",0,"9,9","9,9","0,5",0,0,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Compote De Pomme - Andros - 100g,3608580764663,['Andros'],"['France', 'Suisse']",[],[],266,?,266 kj(64 kcal),"0,2",0,14,14,"0,3",0,0,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Les compotes pocket - Andros - 100g,3608580764670,['Andros'],"['France', 'Suisse']",[],[],232,?,232 kj(55 kcal),"0,2",0,12,12,"0,3",0,0,"['Sans sucre ajouté', 'Sans colorants']",100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Mousse Chocolat au Lait,3608580765707,,['France'],[],[],?,304,1272 kj(304 kcal),21,"12,4",20,19,"8,1",,,,,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",21 g,en quantité élevée,12.4 g,en quantité élevée,19 g,en quantité élevée,,,,+11%,+13%,+27%,+23%,-9%,-5%,+37%,,,,,,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,,,
197,Framboisier - Bonne Maman - 200g (2 * 100g e),3608580765721,['Bonne Maman'],['France'],"['Framboises 36 %', 'crème fraiche', 'sucre', 'eau', 'œufs entiers frais', 'farine de blé', 'beurre', 'fécule', ""jaune d'œufs frais"", 'lait entier', 'extrait et arôme naturels de vanille', 'gélifiant : pectine de fruits', 'poudre à lever ', 'pyrophosphate acide de sodium', 'carbonate acide de sodium', ' ', 'gluten']","['Sans huile de palme', 'Non végétalien']",931,?,931 kj(223 kcal),12,"7,5",25,20,"2,7","0,14","0,056",['Point Vert'],200 g (2 * 100 g e),,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Réfrigérés']",12 g,en quantité modérée,7.5 g,en quantité élevée,20 g,en quantité élevée,0.14 g,en faible quantité,+26%,,+21%,+28%,+129%,+69%,+513%,-64%,-85%,-85%,11,+91%,D,+91%,,,,,,,,,"['Carton', 'Frais', 'Plastique']","['Œufs', 'Gluten', 'Lait']",4,,['France'],,"['E440 - Pectines', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['FR 28.015.011 CE', 'Auneau (Eure-et-Loir, France)']",,
198,Bonne maman mousse au chocolat,3608580765745,['Bonne Maman'],['France'],[],[],?,332,1389 kj(332 kcal),?,15,?,13,"7,9","0,13","0,052","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,,15 g,en quantité élevée,13 g,en quantité élevée,0.13 g,en faible quantité,,+21%,+23%,,+49%,,-35%,+34%,-41%,-41%,,,,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,,,
199,Mousse au chocolat au lait,3608580765882,,['France'],[],[],?,304,1272 kj(304 kcal),21,"12,4",20,19,"8,1","0,26","0,104",,,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",21 g,en quantité élevée,12.4 g,en quantité élevée,19 g,en quantité élevée,0.26 g,en faible quantité,,+11%,+13%,+27%,+23%,-9%,-5%,+37%,+19%,+19%,18,+36%,D,+36%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,,,
200,Fruit'Chef Framboise - Andros - 1kg,3608580767725,['Andros'],['France'],[],[],?,?,,?,,?,,?,,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plastique'],,,,,,,,,
201,j'aime la fraise - Andros - 90g,3608580773863,['Andros'],['France'],[],[],?,?,,?,,?,,?,,,,90 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes à boire']",,,,,,,,,,,,,,,,,,,,,,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,"['Gourde', 'Plastique']",,,,,,,,,
202,Rouge Intense - Andros,3608580774433,['Andros'],['France'],"['jus de pommes 50%', 'jus de raisins rouges 35%', 'purée de framboises 9%', 'jus de cerises antioxydant : acide ascorbique']",[],?,56,234 kj(56 kcal),"0,1",0,13,13,"0,3",0,0,,,,['Boissons'],0.1 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,,0%,-3%,-71%,-100%,+15%,+38%,-40%,-100%,-100%,6,-22%,D,-22%,,,,,,,,,,,1,,,,,,,
203,Confiture De Rhubarbe - S A R L Dorcer,3608580777052,['S A R L Dorcer'],['France'],['Sucre - rhubarbe - gélifiant : pectine de fruits - acidifiant : acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,240,1004 kj(240 kcal),~ 0,~ 0,59,59,"0,3",~ 0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+9%,+9%,-100%,-100%,+8%,+12%,-36%,-100%,-100%,11,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,4,,,,"['E440 - Pectines', 'E330 - Acide citrique']",,,
204,Confiture Extra de Cerise Griotte - Auchan,3608580778257,['Auchan'],['France'],"['Confiture extra de Cerises Ingrédients Sucre - cerises - gélifiant : pectine de fruits - acidifiant : acide citrique', ' Préparée avec 50 g de fruits p Conditions de conservation Avant ouverture,']",[],?,241,1008 kj(241 kcal),"0,1","0,07",59,59,"0,6",0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",0.1 g,en faible quantité,0.07 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+9%,+9%,-59%,+56%,+9%,+14%,-6%,-100%,-100%,12,+22%,D,+22%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,,,4,,,['Auchan'],"['E440 - Pectines', 'E330 - Acide citrique']",,,
205,Confiture Mirabelle,3608580778264,,['France'],[],[],?,247,1033 kj(247 kcal),"0,1",0,59,59,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Marmelade  Apelsin - Bonne Maman,3608580778752,['Bonne Maman'],['France'],[],[],?,238,996 kj(238 kcal),?,0,?,59,"0,3",0,0,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,-1%,-1%,,-100%,,+4%,-12%,-100%,-100%,,,,,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,
207,Mangue recette veloutée - Andros - 4,3608580780960,['Andros'],['France'],[],[],?,76,318 kj(76 kcal),?,0,?,16,"0,5",0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,MIX,3608580782032,,['France'],[],[],?,340,1423 kj(340 kcal),"2,2","0,9","75,33","54,6","3,4","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Strawberry Mousse - Bonne Maman,3608580782070,['Bonne Maman'],['France'],[],[],?,172,720 kj(172 kcal),"7,7","4,7",23,22,"2,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Compotée de Cerises - Bonne Maman - 385g,3608580782391,['Bonne Maman'],['France'],[],[],?,115,481 kj(115 kcal),"0,3",0,26,26,"1,1","0,02","0,008",,385 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de cerise']",0.3 g,en faible quantité,0 g,en faible quantité,26 g,en quantité élevée,0.02 g,en faible quantité,,+72%,+72%,-8%,-100%,+78%,+95%,+163%,+101%,+101%,0,,B,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,,,,,,,
211,Dessert pomme fraise - Andros,3608580783725,['Andros'],['France'],"['pommes 64%', 'fraises 26%', 'sucre', 'c e,sis', 'antioxydant : acide ascorbique', ' APPELEN - EN AARDBEIENDESSERT', ' Ingrediënten: appelen 64%', 'aardbeien 26%', 'Sbiker', 'cassis', 'antioxidar', 't:']",[],?,75,314 kj(75 kcal),"0,2",0,17,17,"0,4",0,0,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E300 - Acide ascorbique'],,,
212,Dessert pomme banane - Andros,3608580783749,['Andros'],['France'],[],[],?,75,314 kj(75 kcal),?,0,?,17,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Dessert fruitier - Anfros,3608580783756,['Anfros'],['France'],"['pêches 47%', 'pommes 44%', 'sucre', 'fibres de citron', 'arôme naturel', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,76,318 kj(76 kcal),"0,2",0,17,17,"0,5",0,0,"['Sans colorants', 'Sans conservateurs']",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes pêche']",0.2 g,en faible quantité,0 g,en faible quantité,17 g,en quantité élevée,0 g,en faible quantité,,+25%,+24%,-29%,-100%,+23%,+33%,+17%,-100%,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,4,,,,['E300 - Acide ascorbique'],,,
214,Compote de pomme nature - 100g,360858078451,,['France'],[],[],?,?,,?,,?,,?,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pot'],,,,,,,,,
215,Tomates pressées - Andros,3608580787570,['Andros'],['France'],"['jus de tomates 99,4%', 'sel 0', '5%', 'acidifiant']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,22,92 kj(22 kcal),0,0,"4,6","4,6","0,7","0,5","0,2",,,,"['Boissons', 'Boissons sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,4.6 g,en quantité modérée,0.5 g,en quantité modérée,,-50%,-53%,-100%,-100%,-47%,-32%,+41%,+955%,+955%,0,-100%,B,-100%,,,,,,,,,,,3,,,,,,,
216,Confiture Allégée Figues - Andros,3608580789604,['Andros'],['France'],"['figues', 'sucre', 'gélifiant : valeuts']",[],?,170,711 kj(170 kcal),"0,2",0,41,39,"0,5",0,0,"['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",0.2 g,en faible quantité,0 g,en faible quantité,39 g,en quantité élevée,0 g,en faible quantité,,-27%,-27%,-56%,-100%,-26%,-27%,-32%,-100%,-100%,4,-58%,C,-58%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,4,,,,,,,
217,Mon cola -,3608580790150,,['France'],[],[],?,336,1406 kj(336 kcal),"0,5","0,16",78,58,"5,2","0,348","0,139",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Mes rouleaux,3608580790174,,['France'],[],[],?,340,1423 kj(340 kcal),"0,9",0,76,38,"6,1","1,9","0,76",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Mojito - Andros,3608580790242,['Andros'],['France'],"['eau', ' jus de citron jaune 12%', 'sucre,jus de citron vert 5%', 'arômes naturels', 'atòme naturel de menthe', 'antioxydant : acide ascorbique Se conserve au réfrigérateur : +6']",[],?,36,151 kj(36 kcal),0,0,"9,3","9,3","0,1",0,0,['Produits faisant référence au Mojito'],,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,,-58%,-59%,-100%,-100%,-53%,-49%,-81%,-100%,-100%,13,+9%,E,+9%,,,,,,,,,,,4,,,,['E300 - Acide ascorbique'],,,
220,Yaourt Crémeux Myrtille Cassis - Bonne Maman - 4x 125g,3608580790716,['Bonne Maman'],['France'],[],[],?,112,469 kj(112 kcal),?,"2,6",?,15,"2,3","0,08","0,032",,4 x 125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Mirabelles de Lorraine - Bonne Maman - 210g e,3608580790761,['Bonne Maman'],['France'],"['Mirabelles de Lorraine 60%', 'sucre', 'jus de citrons concentré', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,198,828 kj(198 kcal),"0,1",0,48,48,"0,4",0,0,['Point Vert'],210 g e,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",0.1 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,,-11%,-12%,-55%,-100%,-11%,-7%,+3%,-100%,-100%,10,+3%,C,+3%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,Préparation de mirabelles,"['Verre', 'Bocal']",,4,,,['Leclerc'],['E440 - Pectines'],,,
222,Dessert Tiramisu café - Bonne Maman,3608580790877,['Bonne Maman'],['France'],"['CREME fraiche 36%', 'eau', 'sucre', 'OEUFS frais', 'mascarpone ', 'LAIT', ' 5', '8%', 'farine de BLE', ""jaune d'OEUFS frais"", 'BEURRE', 'extraits naturels de café', 'LAIT entier', 'arome naturel de vanille', 'liqueur de café à 50 ', 'poudre à lever ', 'pyrophosphate acide de sodium', 'carbonate acide de sodium', ' ', 'GLUTEN', 'gélifiant : pectine', 'extrait naturel de vanille', ' Teneur en alcool : 1', '2%', ' Garniture: cacao en poudre ', 'SOJA']",['Non végétalien'],?,317,1326 kj(317 kcal),18,11,29,18,"6,3","0,86","0,344",,,E,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Tiramisu']",18 g,en quantité modérée,11 g,en quantité élevée,18 g,en quantité élevée,0.86 g,en quantité modérée,,+21%,+21%,+51%,+38%,-10%,-15%,+52%,+391%,+391%,16,+17%,D,+17%,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E440 - Pectines']",,,
223,Mousse chocolat au lait aux œufs frais les 8 pots de 50 g - Bonne Maman,3608580790884,['Bonne Maman'],['France'],"['Chocolats 33% : chocolat ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', ' - chocolat au lait ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'crème', 'oeufs entiers frais 27%', ""blanc d'?ufs frais"", 'sucre', ' Ce produit est élaboré dans un atelier utilisant des fruits à coque', ' AMATEURS DE CHOCOLAT ? RETROUVEZ ÉGALEMENT NOS MOUSSES AU CHOCC']",['Non végétalien'],?,349,1460 kj(349 kcal),26,16,20,19,"7,5","0,15","0,06",,,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",26 g,en quantité élevée,16 g,en quantité élevée,19 g,en quantité élevée,0.15 g,en faible quantité,,+27%,+29%,+58%,+58%,-9%,-5%,+27%,-32%,-32%,16,+21%,D,+21%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,['Lait'],4,,,,['E322i - Lécithine'],,,
224,Frites Candies Mix - Sans marque - 275g,3608580791188,"['Sans marque', 'Pierrot Gourmand']",['France'],"['Sirop de glucose', 'sucre', 'eau', 'gélatine', 'acidifiant : acide citrique', 'arômes', 'colorants : E100', 'E120', 'E131', 'E160c', 'amidon de BLÉ']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,338,1414 kj(338 kcal),"0,5","0,1",78,67,"6,1","0,033","0,013",,275 g,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",0.5 g,en faible quantité,0.1 g,en faible quantité,67 g,en quantité élevée,0.033 g,en faible quantité,,-2%,-2%,+25%,-40%,-3%,+16%,+66%,-71%,-71%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['Sachet', 'Plastique']",['Gluten'],4,,,['Netto'],"['E428 - Gélatine', 'E330 - Acide citrique', 'E100 - Curcumine', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika']",,,
225,confiture abricots et framboises - Bonne Maman - 370g,3608580791539,['Bonne Maman'],"['France', 'Suisse']","['Fruits ', 'abricots', 'framboises', 'sucre', 'sucre roux de canne', 'jus de citrons concentré', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1011,?,1011 kj(242 kcal),"0,1",0,58,58,"0,5",0,0,"['Point Vert', 'Fabriqué en France']",370g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",0.1 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,+8%,,+8%,-61%,-100%,+7%,+12%,-1%,-100%,-100%,12,+26%,D,+26%,,,,,,,,,,,4,,,,['E440 - Pectines'],,,
226,Compote Pomme Fruits Rouges - Andros - 4x100g,3608580791591,['Andros'],['France'],[],[],?,52,218 kj(52 kcal),"0,3",0,11,11,"0,3",,,['Sans sucre ajouté'],4x100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Confiture rhubarbe - Bonne Maman,3608580792192,['Bonne Maman'],['France'],[],[],?,237,992 kj(237 kcal),0,0,58,58,"0,4",,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",0 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,,,,+8%,+7%,-100%,-100%,+7%,+10%,-14%,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
228,Citrons Pressés - Andros,3608580792819,['Andros'],['France'],[],[],?,44,184 kj(44 kcal),0,0,11,11,"0,1",0,0,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,-100%,-100%,+6%,+14%,-70%,-100%,-100%,15,+122%,E,+122%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,
229,Mousse chocolat,3608580796664,,['France'],[],[],?,295,1234 kj(295 kcal),"22,7","14,01","18,8","18,1","3,6","0,1","0,04",,,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",22.7 g,en quantité élevée,14 g,en quantité élevée,18.1 g,en quantité élevée,0.1 g,en faible quantité,,+8%,+9%,+38%,+39%,-15%,-9%,-39%,-54%,-54%,17,+29%,D,+29%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,,,
230,Confiture bonne maman myrtilles sauvages - 320g,3608580797074,['Bonne Maman'],['France'],[],[],?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,3",0,0,,320 g,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+10%,+10%,-62%,-100%,+10%,+16%,-23%,-100%,-100%,11,+19%,D,+19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
231,Compotes pomme fraise - Andros,3608580802235,['Andros'],['France'],"['pommes ', 'purée et purée concentrée', ' 69,2%', 'fraises 30%', 'cassis', ""jus concentré d'acérola""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,52,218 kj(52 kcal),"0,2",0,11,11,"0,4",0,0,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']",0.2 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,,-15%,-16%,-41%,-100%,-19%,-11%,+6%,-100%,-100%,-5,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,1,,,,,,,
232,Compote Pomme Mandarine,3608580802648,,['France'],[],[],?,77,322 kj(77 kcal),"0,2",0,18,18,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Confiture fraise - Bonne Maman,3608580804413,['Bonne Maman'],['France'],[],[],?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,4",0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+11%,+11%,-59%,-100%,+11%,+16%,-10%,-100%,-100%,7,-20%,C,-20%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
234,Confiture Extra Abricots - Bonne Maman - 750g,3608580804420,['Bonne Maman'],['France'],"['abricots', 'sucre', 'sucre roux saturés og de canne', 'jus de citrons concentré', 'gélifiant : Glucides 59 pectine de fruits']",[],?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,5",0,0,['Point Vert'],750 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+10%,+10%,-56%,-100%,+11%,+17%,-0%,-100%,-100%,7,-22%,C,-22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,4,,,,,,,
