,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,manufacturing,additives,palm_ingredients,origin_detail,producer_info,brand_owner
824,BIO Méli mélo Physalis - Daco Bello - 125g,3270720017283,,"Mélange de fruits séchés sucrés, fruits secs à coque, graines grillées et fruits séchés",125 g,"['film plastique', 'à jeter']","['Daco Bello', 'Daco Bello Bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,['France'],"['cranberries ', 'cranberries séchées*', 'sucre', 'huile de tournesol', 'noisettes décortiquées', 'graines de soja grillées', 'physalis séchés 13%', "" ingrédients issus de l'agriculture biologique"", "" Traces possibles d'arachide"", 'autres fruits à coque', 'graines de sésame', 'céréales contenant du gluten et anhydride sulfureux']",,[],3,28 g,en quantité élevée,3.1 g,en quantité modérée,29 g,en quantité élevée,0.012 g,en faible quantité,1976,+11%,474,+7%,1976 kj(474 kcal),+7%,28,+34%,"3,1",-40%,33,-34%,29,-27%,18,+96%,"0,012",-90%,"0,005",-90%,-1,-113%,A,-113%,,,,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,
825,Purée aux brocolis - Carrefour Bio - 350g,3560071238483,A,,350 g,['Carton'],['Carrefour Bio'],"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes', 'Purées de brocolis']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']","['France', 'Union européenne']",,['Carrefour'],['France'],"['Brocolis bio 66,8%', 'eau', 'crème fraîche bio', 'flocons de pomme de terre bio ', 'pomme de terre bio', 'antioxydant : extrait de romarin bio', 'huile de tournesol bio', 'sel', 'ail bio', 'persil bio', 'poivre blanc bio', ' Peut contenir des traces de : gluten', 'œuf', 'soja', 'fruits à à coque', 'poissons', 'mollusques', 'crustacés', 'moutarde', 'céleri']",,"['Non végétalien', 'Non végétarien']",3,2.4 g,en faible quantité,1.3 g,en faible quantité,1.2 g,en faible quantité,0.5 g,en quantité modérée,?,,55,+49%,230 kj(55 kcal),+51%,"2,4",+118%,"1,3",+164%,"4,9",+94%,"1,2",+1%,"2,4",-1%,"0,5",+122%,"0,2",+122%,-2,,A,,43.5%,0.0%,13.6%,13.9%,24.0%,5.0%,94,,,['E392 - Extrait de romarin'],,,,
826,Jus de citron,3560071227661,D,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,,,,"['France', 'Royaume-Uni']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,26,-4%,109 kj(26 kcal),-3%,0,-100%,0,-100%,2,-44%,2,+20%,0,-100%,0,-100%,0,-100%,-4,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
827,Père Noël en chocolat au lait - Milka - 45g,7622210588272,,,45g,['Alufolie'],['Milka'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Moulages en chocolat', 'Sculptures en chocolat', 'Chocolats de Noël', 'Pères Noël en chocolat']",,['France'],,['Hyper u Intermarché'],"['France', 'Allemagne']","['sucre,beurre de cacao', 'lait ecremé en poudre,pâte de cacao,lactosérum en poudre ', 'de lait', 'beurre concentré', 'e322', 'e476', 'pâte de noisette', ' arome', 'cacao 30% minimum']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,30 g,en quantité élevée,17 g,en quantité élevée,58 g,en quantité élevée,0.27 g,en faible quantité,2228,,533,-3%,2228 kj(533 kcal),-3%,30,-9%,17,-16%,59,+8%,58,+10%,6,-8%,"0,27",+55%,"0,108",+55%,26,-0%,E,-0%,,,,,,,,,['France'],"['E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,,,
828,Miele millefiori,8017596017741,B,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,['France'],[],,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
829,Ravioli ricotta epinard - Garofalo - 250g,3240931546193,,"Pâtes fraîches à la farine de blé tendre et à la semoule de blé dur aux œufs farcies à la Ricotta au lait de bufflonne, à la ricotta au lait de vache et aux épinards",250 g,['Barquette'],['Garofalo'],,,,,,['France'],"['Farce 55% : épinards cuisinés 16,5% ', 'épinards 11%', 'BEURRE', 'eau', 'GRANA PADANO AOP ', ""conservateur : lysozyme d'OEUFS"", 'sel', 'amidon de maïs', 'ail', 'RICOTTA au LAIT de bufflonne 12,5%', 'LACTOSERUM du LAIT de bufflonne', 'sel', ""correcteur d'acidité : acide citrique"", 'RICOTTA 6,5% ', 'LACTOSERUM', 'LAIT', 'sel', ""correcteurs d'acidité : acide citrique"", 'acide lactique', 'BEURRE ', 'LAIT', 'chapelure ', 'farine de BLE ', 'sel', 'levure', 'crème ', 'LAIT', 'LACTOSE', 'sel', ' Pâte 45%', ' : farine de BLÉ tendre 25,5%', 'OEUFS 12,8% ', 'soit de farine 398g/kg et semoule', 'semoule de BLÉ dur 6,5%', ' Peut contenir des traces de soja', 'poisson', 'crustacés et fruits à coque', 'Pourcentages exprimés sur le produit total', ' Conditionné sous atmosphère protectrice']","['Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,1129,,269,,1129 kj(269 kcal),,12,,"7,4",,31,,"4,6",,"8,8",,0,,0,,,,,,,,,,,,,,,"['E1105 - Lysozyme', 'E330 - Acide citrique', 'E270 - Acide lactique']",,,,
830,Soupe Marocaine aux lentilles et aux pois chiches - Prosain - 420g,3335880005041,,,420 g,"['Bocal en verre', 'Capsule en métal']",['Prosain'],"['Plats préparés', 'Soupes']",['Bio'],,,['Biocoop Caluire'],['France'],"['Eau', 'Potimarron', 'tomates', 'cubes', 'purée', 'concentré', 'courgettes 7,4%', 'oignon', 'lentilles vertes sèches 4,9%', 'pois chiches réhydratés 3,3%', 'carottes', 'huile d’olive vierge extra', 'céleri branche', 'ail pulpe', 'sel de mer', 'crème de riz', 'gingembre', 'épices', 'piment de Cayenne', 'plantes aromatiques']",,[],3,1.4 g,en faible quantité,0.3 g,en faible quantité,1.2 g,en faible quantité,0.5 g,en quantité modérée,?,,46,-19%,192 kj(46 kcal),-19%,"1,4",-28%,"0,3",-50%,"5,3",-8%,"1,2",-31%,"2,4",+9%,"0,5",-42%,"0,2",-42%,1,-39%,B,-39%,,,,,,,,,,,,,,
831,Galette des Rois surgelé,3355710816555,D,,,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,['France'],[],,[],,27 g,en quantité élevée,14 g,en quantité élevée,12 g,en quantité modérée,0.73 g,en quantité modérée,?,,401,-5%,1678 kj(401 kcal),-5%,27,+2%,14,-5%,32,-17%,12,-7%,"6,8",+7%,"0,73",+5%,"0,292",+5%,20,+4%,E,+4%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,"['EMB 24129A', 'Condat-sur-Trincou (Dordogne, France)']",,,,,,
832,SKIPPER - Zuegg - 1000ml,8000340774175,C,,1000ml,,['Zuegg'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['en:gluten-free'],,,,"['France', 'Italie']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,4.3 g,en quantité modérée,0 g,en faible quantité,?,,20,-56%,84 kj(20 kcal),-55%,0,-100%,0,-100%,"4,5",-57%,"4,3",-55%,0,-100%,0,-100%,0,-100%,6,-11%,D,-11%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,
833,Foie gras de canard entier du sud-ouest - Carrefour,3560071232283,B,,,,['Carrefour'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,['Carrefour'],['France'],[],,[],,54 g,en quantité élevée,21 g,en quantité élevée,0.7 g,en faible quantité,1.3 g,en quantité modérée,?,,526,-1%,2201 kj(526 kcal),-0%,54,-1%,21,-9%,"2,5",+5%,"0,7",-47%,"7,4",-2%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['FR 65.304.002 CE', 'Maubourguet (Hautes-Pyrénées, France)']",,,,,,
834,Huile d'olive E.vierge casino - 75cl / 595f,3222477396821,C,,75cl / 595f,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['Espagne'],,['Casino'],['France'],[],,[],,92 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-3%,3464 kj(828 kcal),-3%,92,-4%,15,+7%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
835,1664 - 20x25cl 1664 - 5.50 degre alcool - 5000ml,3080216054278,C,Bière premium,5000 ml,"['Bouteille', 'Etui en carton', 'Bouteille en verre']",['1664'],"['Boissons', 'Boissons alcoolisées', 'Bières']","['Déconseillé à certaines catégories de personnes', 'Déconseillé aux enfants et aux femmes enceintes', 'PEFC', 'Origine France', 'Triman']",,,,['France'],"['Eau', ""MALT D'ORGE"", 'sirop de glucose', 'BLÉ', 'MALT DE BLÉ', 'extrait de houblon']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,188,-3%,45,+2%,188 kj(45 kcal),+2%,"0,1",-13%,0,-100%,3,-23%,"0,08",-91%,"0,5",+25%,"0,01",-37%,"0,004",-37%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,
836,Pain au mais,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,314,,1314 kj(314 kcal),,"7,2",,"0,7",,50,,"1,4",,10,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,
837,Sauce piment sucrée-salée - Ayam - 315g,9556041131636,,,315 g,"['Squeezer', 'Plastique', 'Flacon en plastique']",['Ayam'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces pimentées']","['Sans gluten', 'Sans colorants']",,,,"['Belgique', 'France']","['Sucre', 'eau', 'vinaigre', 'sauce chili 3,1% ', 'piments 1,2%', 'sucre', 'eau', 'ail', 'sel', 'acidifiants : acide acétique et acide citrique', 'huile de tournesol', 'épaississant: gomme xanthane', 'amidon de maïs modifié', 'E Corotte 0,5%', 'ail 0,3%', 'ail en poudre 0,2%', 'piment rouge 0,2%', 'ERgjisisont: gomme xanthane', ' Peut contenir des traces de moutarde', ' A Sommer de préférence avant fin / numéro de lot : voir sur le bouchon', ' ant ouverture', 'conserver à température ambiante']",,[],4,0.4 g,en faible quantité,0.1 g,en faible quantité,51 g,en quantité élevée,2.9 g,en quantité élevée,924,+192%,218,+80%,924 kj(218 kcal),+87%,"0,4",-87%,"0,1",-78%,53,+205%,51,+275%,"0,6",-48%,"2,9",-36%,"1,16",-36%,22,+76%,E,+76%,,,,,,,,,,"['E260 - Acide acétique', 'E330 - Acide citrique', 'E415 - Gomme xanthane']",,,,
838,Olives vertes dénoyautées - Biorganica Nuova,8029689023362,B,,,,['Biorganica Nuova'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']","['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'IT-BIO-006', 'IT-BIO-008', 'AB Agriculture Biologique']",,,,['France'],[],,[],,13 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,?,,139,-14%,582 kj(139 kcal),-13%,13,-18%,"2,4",-4%,"2,1",+52%,0,-100%,"1,1",+2%,3,-11%,"1,2",-11%,13,+12%,D,+12%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,
839,Haricots Beurre Extra Fins - Carrefour Bio,3560071227470,A,,,"['Bocal', 'Verre']","['Carrefour Bio', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Haricots beurre en conserve']","['Bio', 'Bio européen', 'en:MG-BIO-154']",,,['Carrefour'],['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0.5 g,en quantité modérée,77,-22%,19,-30%,77 kj(19 kcal),-30%,~ 0,-100%,~ 0,-100%,"1,4",-51%,"1,2",+48%,"1,3",-13%,"0,5",-23%,"0,2",-23%,-6,,A,,36.3%,28.4%,13.5%,6.8%,9.5%,5.5%,83,,,,,,,
840,Thai Spicy Soup - yum yum - 100g,8852018800026,,,100g,['Plastique'],['yum yum'],,,,,['Leclerc'],['France'],"['farine de BLÉ', 'huile de palme ', ""contient d'antioxydants : E319"", 'E320', 'amidon de tapioca', 'sel', 'produit à blanchir café ', 'sirop de glucose', 'huile de palmiste totalement hydrogénée', 'protéine de LAIT', ""correcteur d'acidite : E340"", 'ẻmulsifiant : E471', 'antiagglomérant : E551', 'sucre', 'légumes ', 'ail', 'oignon', ""feuille d'oignon"", 'exhausteurs de goût : E621', 'E635', 'épices ', 'piment', 'galanga extrait de capsicum', 'acidifiants: E330', 'E296', 'sauce de POISSON ', ""extrait d'ANCHOIS"", 'sel', 'sucre', 'maltodextrine', ""correcteurs d'acidité : E500"", 'E452', 'E451', 'E501', 'CREVETTES 0,2 %', 'colorants: E160c', 'E150c', 'citronnelle 0,1%', 'épaississants : E415', 'E466', 'antiagglomérant: E551', 'arôme ', 'contient de fèves de SOJA', 'antioxydant : E306']","['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,436,,104,,436 kj(104 kcal),,11,,0,,56,,"6,3",,"0,4",,"0,4",,"0,16",,,,,,,,,,,,,,['Thailand'],"['E319 - Butylhydroquinone tertiaire', 'E320 - Butylhydroxyanisol', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E551 - Dioxyde de silicium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E330 - Acide citrique', 'E296 - Acide malique', 'E500 - Carbonates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E501 - Carbonates de potassium', 'E160c - Extrait de paprika', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose', 'E306 - Extrait riche en tocophérols']",['Huile de palme'],,,
841,Honig Miel bio - Lidl - 250g,4056489024880,B,,250g,['Kunststoffflasche'],['Lidl'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']","['Bio', 'Bio européen', 'DE-ÖKO-005', 'en:EG-Öko-Verordnung']",,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
842,L'apéritif pétillant fruits rouges,3012993069923,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,37,,155 kj(37 kcal),,"0,1",,"0,1",,"9,3",,"8,6",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,
843,Jus de citron - Casino,3222477330672,D,,,,['Casino'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Boissons aux fruits', 'Jus et nectars', 'Boissons aux légumes', 'Jus de légumes', 'Jus de fruits', 'Jus de citron', 'Jus de carotte', 'Jus de carotte à base de concentré']",,,,['Casino'],['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,27,-10%,113 kj(27 kcal),-12%,0,-100%,0,-100%,2,-71%,2,-67%,0,-100%,0,-100%,0,-100%,-4,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
844,Jafaden grenade,3564706561830,,,,,['Jafaden'],,,,,,['France'],[],,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,"0,5",,"0,1",,13,,12,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,
845,Purée pommes poires - Casino - 640g,3222477359093,A,Compote pommes poires,640 g,"['Conserve', 'bocal verre']","['Casino', 'Casino Bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']","['Bio', 'Sans sucre ajouté']",,http://www.produits-casino.fr,['Casino'],['France'],"['Purée de_pommes bio 67', '9 %,purée de_poires bio  32 %', 'antioxydant : acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,203,-22%,48,-23%,203 kj(48 kcal),-22%,0,-100%,0,-100%,10,-27%,10,-19%,0,-100%,0,-100%,0,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['EMB 46029A', 'Biars-sur-Cère (Lot, France)']",,['E300 - Acide ascorbique'],,,,
846,Soupe de poisson - Casino Bio,3222477482579,E,,,,['Casino Bio'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['Bio'],,,['Casino'],['France'],[],,[],,7.6 g,en quantité modérée,1.5 g,en quantité modérée,0.7 g,en faible quantité,0.83 g,en quantité modérée,?,,98,+104%,410 kj(98 kcal),+106%,"7,6",+300%,"1,5",+234%,"3,2",+76%,"0,7",+8%,"3,7",-28%,"0,83",-6%,"0,332",-6%,3,+244%,C,+244%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,
847,Chocolat blanc - U,3256227764950,,,,,['U'],,,,,,['France'],[],,[],,,,,,,,,,?,,540,,2259 kj(540 kcal),,31,,19,,58,,58,,"7,3",,"0,31",,"0,124",,,,,,,,,,,,,,,,,,,
848,1664 - 12x25cl 1664 - 5.50 degre alcool - 3000ml,3080216054230,C,Bière premium,3000 ml,"['Bouteille', 'Etui en carton']",['1664'],"['Boissons', 'Boissons alcoolisées', 'Bières']","['Déconseillé à certaines catégories de personnes', 'Déconseillé aux enfants et aux femmes enceintes', 'PEFC', 'Origine France', 'Triman']",,,,['France'],"['Eau', ""MALT D'ORGE"", 'sirop de glucose', 'BLÉ', 'MALT DE BLÉ', 'extrait de houblon']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,188,-3%,45,+2%,188 kj(45 kcal),+2%,"0,1",-13%,0,-100%,3,-23%,"0,08",-91%,"0,5",+25%,"0,01",-37%,"0,004",-37%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,
849,Pâte à tartiner - Le Comptoir de Mathilde,3700961309767,,,,,['Le Comptoir de Mathilde'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,,,['France'],[],,[],,36 g,en quantité élevée,5.2 g,en quantité élevée,46 g,en quantité élevée,0.1 g,en faible quantité,?,,561,+7%,2347 kj(561 kcal),+8%,36,+12%,"5,2",-36%,49,-3%,46,+5%,"9,2",+48%,"0,1",-45%,"0,04",-45%,22,+7%,E,+7%,,,,,,,,,,,,,,
850,12 oeufs frais - Monoprix,3350033712201,,,,,['Monoprix'],,,,,['Monoprix'],['France'],[],,[],,,,,,,,,,?,,140,,586 kj(140 kcal),,"9,8",,"2,6",,0,,0,,13,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
851,4 Poires mûres à point - Le Verger de La Blottière,20667955,,,4,['Carton'],['Le Verger de La Blottière'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Poires']",,,,,"['France', 'Royaume-Uni']",['COMICE'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
852,BROWNIE Chocolat pépites - Auchan,3596710458738,D,,,,['Auchan'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']","['Nutriscore', 'Nutriscore D', 'en:palm-oil-free']",,,['Auchan'],['France'],[],,['Sans huile de palme'],,27 g,en quantité élevée,8.6 g,en quantité élevée,36 g,en quantité élevée,0.39 g,en quantité modérée,1948,+3%,467,+3%,1948 kj(467 kcal),+3%,27,+5%,"8,6",+5%,47,-2%,36,+5%,"7,3",+23%,"0,39",+2%,"0,156",+2%,17,-11%,D,-11%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,
853,Pesto frais basilic,4000915104653,,,,,,,"['Bio', 'Bio européen']",,,,['France'],[],,[],,,,,,,,,,?,,455,,1904 kj(455 kcal),,47,,"5,4",,"4,9",,"1,2",,"2,5",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,
854,Curry de legumes - Saint Eloi,3250392868833,,,,['Bocal'],['Saint Eloi'],"['Plats préparés', 'Légumes préparés']","['Nutriscore', 'Nutriscore A']",,,['Intermarché'],['France'],"['légumes 64% ', 'carottes en rondelles', 'poivrons rouges grillés en dés', 'aubergines préfrites en dés ', 'aubergines', 'huile de tournesol', 'oignons émincés', 'haricots plats coupés', 'échalotes en dés', 'purée de potiron', 'eau', 'purée de tomates', 'lait de coco en poudre 1,7% ', 'lait de noix de coco', 'maltodextrine', 'protéines de lait', ""mélange d'épices curry 1,2% "", 'épices et plantes aromatiques', 'lait de noix de coco en poudre', 'maltodextrine et protéines de lait', 'arômes naturel', 'sel', 'huile de tournesol', 'ail', 'sucre', 'arôme naturel ', 'contient moutarde', 'jus de citron concentré', 'sel', 'graines de moutarde noire 0,3%', 'farine de blé', 'gingembre', 'curcuma', "" Peut contenir des traces d'œuf""]","['Gluten', 'Lait', 'Moutarde']",['Non végétalien'],4,5.1 g,en quantité modérée,4 g,en quantité modérée,5.8 g,en quantité modérée,0.83 g,en quantité modérée,367,+8%,88,-2%,367 kj(88 kcal),-1%,"5,1",+11%,4,+459%,"7,5",+9%,"5,8",+84%,"1,6",-22%,"0,83",+14%,"0,332",+14%,3,+663%,C,+663%,,,,,,,,,,,,,,
855,Riz & Lentilles corail à l'INDIENNE,3380380088254,,,,,,,"['Bio', 'Bio européen', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,366,,1531 kj(366 kcal),,"2,7",,"0,6",,73,,17,,"10,2",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,
856,Yaourt à la grecque fraise - Carrefour Bio - 560g,3560071230029,B,,560 g,,"['Carrefour Bio', 'Carrefour']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la grecque', 'Yaourts à la fraise']","['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore C']",,,['Carrefour'],['France'],[],,[],,6.8 g,en quantité modérée,4.4 g,en quantité modérée,10 g,en quantité modérée,0.08 g,en faible quantité,?,,115,+17%,481 kj(115 kcal),+18%,"6,8",+127%,"4,4",+132%,11,-17%,10,-19%,"2,6",-29%,"0,08",-25%,"0,032",-25%,6,+123%,C,+123%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']",,,,,,
857,Oeufs plein air - Auchan - x12,3596710479405,B,,x12,['Boite'],['Auchan'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['Plein air', 'Œufs de poules élevées en plein air', 'Nutriscore', 'Nutriscore A']",['France'],,['Auchan'],['France'],['Œufs de poules élevés en plein air'],,[],1,9.8 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,0.3 g,en quantité modérée,?,,140,+1%,586 kj(140 kcal),+1%,"9,8",-2%,"2,6",+6%,"0,5",-19%,"0,5",-0%,13,+4%,"0,3",+10%,"0,12",+10%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['FR 59.279.112 CE', 'Halluin (Nord, France)']",['France'],,,,,
