,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,labels,traceability_code,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,additives,allergens,nova_score,markets,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner,origin_detail
325,Knorr Sauce Madère Déshydraté 800g jusqu'à - 8l (800g),3011360024794,['France'],"['Graisse de palme', 'amidon de pomme de terre', 'maltodextrine', 'sel', 'purée de tomates¹ ', '9,9%', 'amidon modifié de maïs', 'sucre', 'arômes', 'farine de BLÉ', 'LACTOSE', 'colorant ', 'caramel E150c', 'protéines de LAIT', 'vin de madère ', '0,7%', 'extrait de vin blanc', 'fructose', 'sauce soja ', 'dont graines de SOJA', 'BLÉ', 'extrait de levure', 'Peut contenir: oeuf', 'céleri', 'moutarde', ""¹Tomates issues de l'agriculture durable""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,?,?,?,?,?,?,?,?,8 l (800 g),['Pot'],['Knorr'],"['Epicerie', 'Sauces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauce Madère déshydratée,"['E14XX - Amidons modifiés', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Gluten', 'Lait', 'Soja']",4,,,,,['Huile de palme'],,
326,Knorr Sauce vin blanc Déshydraté 750g jusqu'à - 5l (750g),3011360023322,['France'],"['Graisse de palme', 'amidon modifié de maïs', 'CABILLAUD ', '12%', 'maltodextrine', 'farine de BLÉ', 'CRÈME ', '5,2%', 'sel', 'LAIT écrémé ', '4%', 'LACTOSE', 'échalote ', '2,3%', 'extrait de levure', 'protéines de LAIT', 'jus de citron', 'extrait de vin blanc ', '0,5%', 'arômes', 'CREVETTE', 'poivre', 'jus de champignon concentré', ' Peut contenir: oeuf', 'soja', 'céleri', 'moutarde', 'mollusques']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,?,?,?,?,?,5 l (750 g),['Pot'],['Knorr'],"['Epicerie', 'Sauces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauce vin blanc déshydratée,['E14XX - Amidons modifiés'],"['Crustacés', 'Poisson', 'Gluten', 'Lait']",4,,,,,['Huile de palme'],,
327,Knorr Garde d'or Sauce Champignons - 1l (1000ml),3011360014634,['France'],"['Eau', 'champignon¹ ', '10,8%', 'CRÈME', 'amidon modifié de maïs', 'huile de tournesol', 'sel iodé', 'amidon de pomme de terre', 'arômes', ""jus d'échalote¹ concentré"", 'émulsifiant ', 'E472d', 'épaississants ', 'gomme xanthane', 'gomme guar', 'huile de palme', 'jus concentré de champignon ', '0 ,16%', 'sucre', 'sel', 'extrait de levure', 'oignon¹', ' Peut contenir: gluten', 'oeuf', 'soja', 'céleri', 'moutarde', "" ¹Ingrédients issus de l' agriculture durable""]","['Huile de palme', 'Non végétalien']",276,67,276 kj(67 kcal),"5,4","1,5",4,"0,5","0,5","0,65","0,26",1 l (1000 ml),['Wrapper'],['Knorr'],,,,,,,['Agriculture durable'],,,,,,,,,,,,,,,,,,,,,,,,,,,Sauce Champignons,"['E14XX - Amidons modifiés', ""E472d - Ester tartrique de mono- et diglycérides d'acides gras"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Lait'],4,,,,,['Huile de palme'],,
328,orque,00192170,['France'],[],[],?,?,,?,,?,,?,,,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en cage']",,,,,,,,D,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,
329,Genepi,3217690048664,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Chokladmix Hasselnöt,7391147001498,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Faux Filet x2 de Cheval,2670210046440,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Filet de cheval', 'Viande de cheval']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Pouilly Fuise,3760166760510,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Chocolat,3395328231715,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Marrons entiers pelés,3421117211474,['France'],[],[],?,195,816 kj(195 kcal),"1,1","0,2",40,"9,8","3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,CINNAMON SYRUP,5060175390141,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Noix seches,3760115410077,['France'],[],[],?,700,2929 kj(700 kcal),62,"5,7",13,"5,9",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Grand Vin De Bordeaux,3480520305620,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Galette frangipane grise,3461180357396,['France'],[],[],?,400,1674 kj(400 kcal),29,15,31,"8,4","6,6","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Assortiment de mini cakes,2030500022705,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Miel d acacia,3770011235155,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,B,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
341,Fleur de tete de moine,0200429021659,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Cantucci alle Mandorle,8032505570544,['France'],[],[],?,361,1510 kj(361 kcal),"16,7","4,1","42,4","20,6","8,5","0,232","0,093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Guimauves moelleuses,3472710055460,['France'],[],[],?,364,1523 kj(364 kcal),9,"5,5",68,62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Crabe au citron et wakame,3760148295825,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Crispy bacon,8713047789051,['France'],[],[],?,432,1807 kj(432 kcal),32,14,"0,5","0,5",36,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,La rémoise,3770013629518,['France'],[],[],?,436,1824 kj(436 kcal),"22,2","14,2","52,1","26,1","6,2","1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Purée de pommes de terre en flocons,3770014231055,['France'],[],[],?,357,1494 kj(357 kcal),"0,6","0,2","76,8","1,1","7,6",,,,,,,,,,,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Infusion citron avec un zeste de maté,5021991942129,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Pro +joghurt vanille,4337185620300,['France'],[],[],?,94,393 kj(94 kcal),"2,8","1,9",13,12,"3,8","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Saucisson sec,3770013089053,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Frutti fresh,5942207002065,['France'],[],[],?,39,163 kj(39 kcal),0,0,"9,5","9,4","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,3563480002157,3563480002157,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Délice d'asperges à la Truffe Noire,3498976002444,['France'],[],[],?,280,1172 kj(280 kcal),"22,1","6,3","16,4","1,9","2,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Galettes caramel,3488430001519,['France'],[],[],?,503,2105 kj(503 kcal),"22,9","15,6","67,2","26,4","6,3","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Galette pomme 6 parts,0272233025918,['France'],[],[],?,291,1218 kj(291 kcal),17,12,30,11,0,"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Pois wasabi,3760239852593,['France'],[],[],?,413,1728 kj(413 kcal),"10,3","3,4","70,7","15,4","6,4","0,915","0,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Terrine,3432770055411,['France'],[],[],?,303,1268 kj(303 kcal),26,"9,1","3,2","0,6",14,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Tuiles gout salé,3222477610507,['France'],[],[],?,501,2096 kj(501 kcal),26,"2,6",60,"4,6","4,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Hibiscus déshydraté entier,2600741007023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Raisins secs,0204988011151,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Spiracha Mayo Douce,8853662057927,['France'],[],[],?,241,1008 kj(241 kcal),"7,8","1,2",42,35,"0,4","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Sirop d'érable,0629098171012,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Lupin Trempés extra,0203554023680,['France'],[],[],?,?,,?,,?,,?,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Jambon à l’ancienne,2602657037262,['France'],[],[],?,123,515 kj(123 kcal),"3,1","3,1","0,5","0,5",23,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Chewing gum balls,5400265024660,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Sauce raclette,3123930480074,['France'],[],[],?,203,849 kj(203 kcal),17,11,"3,6","0,5",10,"0,9","0,36",,['Opercule en aluminium'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Moutarde à l'ancienne  au grand vin de bordeaux,3760194225722,['France'],[],[],?,164,686 kj(164 kcal),10,"0,64","5,99","3,49","7,64","4,73","1,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Soupe Butternut Patate Douce Bio,3760227110001,['France'],[],[],?,26,109 kj(26 kcal),"0,9","0,1","3,2","1,1","0,6","0,5","0,2",,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Frommage de vache fermier ail et fines herbes,2042020000002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Olive verdi un salamoia,8033324058114,['France'],[],[],?,581,2431 kj(581 kcal),14,"2,3",1,1,"0,8","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Gelbes kokosnuss curry,7640342960094,['France'],[],[],?,138,577 kj(138 kcal),"5,7","4,5",18,"2,6","3,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Poulet basquaise,3375644008833,['France'],[],[],?,92,385 kj(92 kcal),"4,1","1,1","7,2","4,5","6,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Mozzarella au lait de bufflonne,2001000084548,['France'],[],[],?,265,1109 kj(265 kcal),"22,5",15,"1,7","0,3","13,9","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"Assaisonnement à la truffe d'été 5%,aromatisé",3237850004996,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Bouquet de Mâches - Leclerc,356470045779504,['France'],[],[],?,?,,?,,?,,?,,,,,['Leclerc'],,,,,,,,"['EMB 45082C', 'Châteauneuf-sur-Loire (Loiret, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Blue Stilton Purkki,5012004103668,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Décors sucrés pour gateaux,3700392470166,['France'],[],[],?,396,1657 kj(396 kcal),"0,5","0,1",98,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Poudre de graines de chanvre - Herbesan,3428883601607,['France'],[],[],?,349,1460 kj(349 kcal),11,"1,4","6,3",5,44,,,,,['Herbesan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Huile d’olive au piment,3446000004377,['France'],[],[],?,900,3766 kj(900 kcal),100,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Chiffonade de saucisson à la Truffe,3700656405576,['France'],[],[],?,344,1439 kj(344 kcal),24,10,0,0,32,"5,3","2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Organic Honey And Maple Waffles,0066676346637,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Sobrasada de porc negre dulce de mallorca i. g. p.,8410107224001,['France'],[],[],?,577,2414 kj(577 kcal),57,26,1,"0,2",12,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Sapin rose des sable,4028714009009,['France'],[],[],?,501,2096 kj(501 kcal),26,15,61,34,"6,5","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Thé noir de Noël - Thés canton,3700600000444,['France'],[],[],?,?,,?,,?,,?,,,,,['Thés canton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2 pièces épaisses attendries à griller,0211026034249,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,"['FR 35.136.002 CE', 'Janzé (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Filets poulet rôti,2431628021913,['France'],[],[],?,151,632 kj(151 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Soupe aux légumes oubliés - maison Gosselin - 50cl,3574315381859,['France'],"['SOUPE AUX LEGUMES OUBLIES CUISINE EN SANALE BEDIENTS: eau,légumes 53% ', 'panais,butternut,pommes de tere', 'ae topinambour,carotte', 'oignon', ',CREME fraîche', 'fécule de manioc', ""sel CONSEIL : Prét à l'emploi"", "" rallonger selon votre goút jusqu'à 10% d'eau et ajouter une cuillerée de crėme fraiche"", ' Es']",['Non végétalien'],189,45,189 kj(45 kcal),"1,7","1,1","5,9","1,9","0,8","0,3","0,12",50 cl,['Verre'],['maison Gosselin'],['Soupe artisanale'],,,,,,,,,1.7 g,en faible quantité,1.1 g,en faible quantité,1.9 g,en faible quantité,0.3 g,en quantité modérée,,,,,,1,,B,,,,,,,,,,,['Lait'],,,,['France'],,,,
388,00882116,00882116,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,compote pomme pruneau - Materne - 400g,8097760285251,['France'],[],[],?,?,,?,,?,,?,,,400 g,['4 × 100 g'],['Materne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
390,La barcelo,2287362029858,['France'],[],[],?,422,1766 kj(422 kcal),31,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2289667017059,2289667017059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,"['FR 53.127.001 CE', 'Lassay-les-Châteaux (Mayenne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Brut fruit de la passion,3760310820138,['France'],[],[],?,304,1272 kj(304 kcal),0,0,"76,5","76,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2481341043297,2481341043297,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,06928037,06928037,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,6467622087378,6467622087378,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2609849059040,2609849059040,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Art bubble,8023083100575,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,la motte - president - 250g,7778053731808,['France'],"['Beurre ', 'crème origine UE', 'sel ', '3% max']",['Non végétalien'],?,?,,?,,?,,?,,,250g,['Plastique'],['President'],['Beurre pasteurisé  demi-sel'],,,,,,,"['FR 50.256.001 CE', 'Isigny-le-Buat (Manche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],3,['Leclerc'],['Beurre sel'],['bourgbarre 35230'],,,,
399,14446863,14446863,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,theme parc ds - ea - mauvais,5030931055423,['France'],[],[],?,?,,?,,?,,?,,,mauvais,['Plastique'],['Ea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Pain grillé fait-maison']",,,,,,"['Commerce équitable', 'Fairtrade International']",,B,,,,,,,,,,,,,,,,,,46.6%,27.8%,16.7%,7.8%,1.1%,0.0%,95,,,,,,,,,,,
401,plante - GGN - 0,4056489416852,['France'],[],[],?,?,,?,,?,,?,,,0,['asena massoum'],['GGN'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,rillette de poulet rôti - Intermarché - 1,2846163013055,['France'],"['Viande de poulel 90% ', 'origine France', 'graisse de canard', ' peau de poulet', 'graisse de poulet', 'carottes', 'échalotes', 'sel', 'miel', ""pulpe d'oignons deshydratee"", 'poivre', ' Traces éventuelles : oeufs', 'lait', ' blé', 'moutarde', 'noišettes et pistaches']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,1,"['Plastique', 'Barquette en plastique']",['Intermarché'],"['Viandes', 'Charcuteries']",,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,['Intermarché'],['France'],['Pontivy'],,,,
403,85980099,85980099,['France'],"[""PÂTES ALIMENTAIRES DE QUALITE SUPERIEURE ISSUES DE L'AGRICULTURE BIOLOGIQUE bio Ingédients: semoule de blé dur de qualité supérieure*"", "" Traces éventuelles d'euf"", "" * Ingrédient issu de l'agriculture biologique""]",[],?,?,,?,,?,,?,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-007', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,amande enrobée chocolat noir,2600274037917,['France'],[],[],?,540,2259 kj(540 kcal),37,14,37,33,"9,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,7003680000561,7003680000561,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Pur jus d’orange,6900627202013,['France'],[],[],?,39,163 kj(39 kcal),1,1,"9,4","8,7",1,0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,-15%,+492%,-11%,+156%,,,D,1 g,en faible quantité,1 g,en quantité modérée,8.7 g,en quantité élevée,0 g,en faible quantité,-15%,+3459%,-10%,-100%,-100%,2,-47%,C,-47%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
407,gaufrettes - sondey - 160g,20410933,['France'],[],[],?,?,,?,,?,,?,,,160 g,['Papier'],['Sondey'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,
408,7350049329314,7350049329314,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,10649747,10649747,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Chocolat,9782747097895,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Lait 1/2 écrémé stérilisé UHT - C'est qui le patron ?! - 1l,09702776,['France'],['lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,"1,6",,"4,8","4,8","3,3","0,09","0,036",1 l,['Tetra Brik'],"[""C'est qui le patron ?!""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,
412,Pralinen Zartbitterschokolade Mit Kirsch Und Likör 4% Vol. 140g Herz Maître Truffout,9002859057106,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Yaourt aromatisé - Leader Price,3291331123002,['France'],[],[],?,82,343 kj(82 kcal),"0,8","0,5",14,14,"3,9","0,13","0,052",,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,
414,Frutti extra,8690723901894,['France'],[],[],?,9.7,41 kj(9 kcal),11,0,11,"9,7","0,04",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,camembert de Normandie aop au lait cru - reflets de france - 250g,18556119,['France'],[],[],?,?,,?,,?,,?,,,250 g,"['Papier', 'Bois']",['reflets de france'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,B,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,['Carrefour'],['France'],['France'],,,,
416,Beyond Mince,1230000068147,['France'],[],[],?,238,996 kj(238 kcal),17,"5,7","6,9",0,15,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Graines de tournesol,0260341080998,['France'],[],[],?,10,42 kj(10 kcal),0,0,0,0,0,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Magret de canard - Delpeyrart,0245541103449,['France'],['Canard'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,['Plastique'],['Delpeyrart'],"['Viandes', 'Volailles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
419,2 galettes de pommes de terre - Façon vendéenne - Quillard & fils - 350g,3321250019510,['France'],"['Galette ', 'pomme de terre 80%', 'huile tournesol', 'flocon de pomme de terre', 'oignon', 'amidon', 'fibre de pois', 'sel dextrose', 'arôme', 'épices', 'antioxydants:E300', ' farce ', 'viande de porc 90%', 'acidifiants:E326,E262', 'plantes aromatiques', 'sel', 'dextrose', 'épices', 'aromes', 'saccharose', 'antioxydants:E300,E301 betterave rouge', ' EMMENTAL', 'Jambon de Vendee ', 'jambon de porc', 'sel', 'saccharose', 'dextrose', 'sirop de glucose', 'conservateurs: E250', 'E252', 'arômes naturels', 'épices et plantes aromatiques', 'ferments', 'eau de vie de vin', ' Origine Viande : France ALLERGENES: LAIT', ' ISSUS DE PRODUIT CONGELE-NE PAS CONGELER-CUIRE 7/8 COEUR']","['Non végétalien', 'Non végétarien']",821,197,821 kj(197 kcal),13,,12,"0,7",8,"1,3","0,52",350 g,['Plastique'],['Quillard & fils'],,,,,,,,"['FR 44.026.009 CE', 'Carquefou (Loire-Atlantique, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,"['E300 - Acide ascorbique', 'E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,['Leclerc'],['France'],['Carquefou'],,,,
420,Garlic pickle,0788821072009,['France'],[],[],?,300,1255 kj(300 kcal),25,0,15,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
