,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,packaging,traceability_code,ingredients_origins,quantity,generic_name,additives,allergens,nova_score,manufacturing,markets,link,palm_ingredients
331,Trap' ta ptn de tartine,3558380017219,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Betrave,26080901,,,,['France'],[],[],,,,,,,,,?,,645,,2699 kj(645 kcal),,52,,7,,13,,"3,8",,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,3250365466417,3250365466417,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Sésame doré,3760063321081,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Creme d’asperges vertes aux truffes de la st jean - Valette,3598960004444,,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,"4,2",,"2,9",,"3,3",,"0,5",,"1,3",,"1,2",,"0,48",,,,,,,,,,,,,['Valette'],,,,,,,,,,,,
336,Chips sel & vinaigre,16339314,,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,33,,"2,78",,51,,"0,5",,6,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
337,Les chocofruits,3664206000508,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"6,8",,4,,"69,6",,"53,8",,"1,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
338,Cofee set,1000035050604,,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,16,,16,,73,,45,,5,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,
339,Huile d'olive vierge extra,3700871500278,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
340,Nutimiel,3770003060086,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Nougatine enrobée de chocolat blanc,3760059936855,,,,['France'],[],[],,,,,,,,,?,,485,,2029 kj(485 kcal),,20,,10,,71,,71,,"4,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
342,Boîte au jambon,3071504750811,,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,"27,6",,"10,2",,"5,6",,"1,9",,"11,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
343,Thé vert bio équitable pêche - Maison Meneau,3274490978188,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,['Maison Meneau'],,,,,,,,,,,,
344,Miel ferme BEAUDEANT,3385340007771,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Przza,3760054744530,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
346,Escalope de dinde,2860181020994,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
347,Pain raisins beur AOP x4,3802150151543,,,,['France'],[],[],,,,,,,,,?,,284,,1188 kj(284 kcal),,12,,"7,7",,38,,16,,"5,7",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,
348,Petits pains cereales,0229205007748,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Thon au naturel,15665431,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Croquettes pour chien,8429037016914,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture sèche pour animaux', 'Nourriture pour chiens', 'Croquettes pour chien']",,['France'],[],[],,,0 g,en faible quantité,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Galette d’annette,3472860407140,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,519,,2171 kj(519 kcal),,"26,1",,"18,5",,"64,7",,"28,8",,"5,7",,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,,,
352,Amende,2600697047753,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Noix de cajou crues,2600203032860,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],[],43.9 g,en quantité élevée,7.8 g,en quantité élevée,5.9 g,en quantité modérée,0 g,en faible quantité,?,,595,-1%,2489 kj(595 kcal),-0%,"43,9",-5%,"7,8",-8%,"30,2",+18%,"5,9",-9%,"18,2",-3%,0,-100%,0,-100%,5,-34%,C,-34%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,
354,Chocolat Cacahuete,0637913439452,,,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,34,,5,,43,,7,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Spaghettis,8051739850406,,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,69,,"3,4",,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Sardines sans arêtes a l'huile vierge extra bio - Monoprix Gourmet,3350033760851,,,,['France'],[],[],,,,,,,,,?,,256,,1071 kj(256 kcal),,18,,"4,3",,0,,0,,23,,"0,74",,"0,296",,,,,,,,,,,,,['Monoprix Gourmet'],,,,,,,,,,,,
357,Pains azymes - 600g,03363932,,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,"0,6",,"0,12",,"77,8",,"2,3",,10,,,,,,,,,,,,,,,,,,,,,600 g,,,,,,,,
358,Paniers feuilletés au maroilles,3420130002137,,,,['France'],[],[],,,,,,,,,?,,326,,1364 kj(326 kcal),,"23,5",,"15,9",,19,,"2,1",,"9,3",,"1,83",,"0,732",,,,,,,,,,,,,,,,,,,,,,,,,
359,Miel,3760312190383,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
360,Knusper-Erdnüsse,8423371004064,,,,['France'],[],[],,,,,,,,,?,,455,,1904 kj(455 kcal),,15,,"3,6",,66,,21,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
361,Filet de poulet fermier,0287565040348,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
362,Les aiguillettes de canard,0293535049396,D,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']","['Nutriscore', 'Nutriscore A']",['France'],[],[],0.9 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.19 g,en faible quantité,?,,92,-24%,385 kj(92 kcal),-23%,"0,9",-70%,"0,2",-79%,0,-100%,0,-100%,21,-2%,"0,19",-69%,"0,076",-69%,-4,,A,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,
363,Ribs de porc au piment d'espelette,0247009032407,,,,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,11,,"4,7",,"0,8",,"0,8",,18,,"1,51",,"0,604",,,,,,,,,,,,,,,,,,,,,,,,,
364,Vin rouge,3760252380141,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,
365,Miel de tilleul - L'abeille du Haut-Doubs,7106587753384,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"[""L'abeille du Haut-Doubs""]",,,,,,,,,,,,
366,Brioche tressée,2256534001787,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,['France'],[],[],12 g,en quantité modérée,5.8 g,en quantité élevée,12 g,en quantité modérée,1.1 g,en quantité modérée,?,,354,-1%,1481 kj(354 kcal),-1%,12,-6%,"5,8",-9%,53,+3%,12,-17%,8,-1%,"1,1",+10%,"0,44",+10%,15,-6%,D,-6%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
367,Fusilli,3770014005052,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Maquis de printemps miel de corse,3416410000023,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
369,Boules fourrées au miel bio,3540860049247,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
370,Cote paysanne sarthoise,3519500000351,,,,['France'],[],[],,,,,,,,,?,,212,,887 kj(212 kcal),,16,,"6,6",,1,,1,,17,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
371,Broad noodle,8936147330040,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,3",,"0,4",,75,,"2,6",,"11,8",,12,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,
372,Tende tranche à fondue,0207067079042,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
373,Grandes escalopes de dinde,0213566025916,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,?,,111,-8%,464 kj(111 kcal),-8%,"1,2",-9%,"0,3",-26%,0,-100%,0,-100%,25,+9%,"0,18",-68%,"0,072",-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
374,Risotto a la tomate,3770002165331,,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,3",,"0,1",,"76,4",,"2,6",,"7,2",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
375,Galette pur beurre,3229580016516,,,,['France'],[],[],,,,,,,,,?,,444,,1858 kj(444 kcal),,16,,10,,66,,31,,5,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,
376,Tarte aux fraises,3760268140135,D,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes aux fraises']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,
377,Biscuits au moût de raisin frais,5204653000799,,,,['France'],[],[],,,,,,,,,?,,475,,1987 kj(475 kcal),,"20,6",,"2,7",,"63,7",,15,,"7,4",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
378,Escalope extra fine de dinde,2614156020478,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Nutriscore', 'Nutriscore A']",['France'],[],[],1.1 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,0.16 g,en faible quantité,?,,110,-9%,460 kj(110 kcal),-9%,"1,1",-17%,"0,4",-1%,25,+725%,"0,1",-87%,25,+9%,"0,16",-71%,"0,064",-71%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 72.294.002 CE', 'Saint-Léonard-des-Bois (Sarthe, France)']",,,,,,,,,,
379,Couscous sans gluten,5765228882573,,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,7",,"0,3",,74,,3,,"7,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
380,Sésame non décortiqué - Moulin des moines,3347430022279,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,559,,2339 kj(559 kcal),,"50,4",,"6,8",,"10,2",,"0,2",,"17,7",,"0,11",,"0,044",,,,,,,,,,,,,['Moulin des moines'],,,,,,,,,,,,
381,Azad,4260467592258,,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,"18,6",,"6,8",,"0,02",,"0,02",,"10,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
382,2 bifteck - Charal,0292472034373,,,"['Nutriscore', 'Nutriscore A']",['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,0,,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,,,['Charal'],['Film en plastique'],"['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)']",,,,,,,,,,
383,Baguette nature,0208660006367,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Confiture,3560002470296,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,55.2 g,en quantité élevée,0 g,en faible quantité,?,,233.19999694824,+5%,976 kj(233 kcal),+5%,"0,2",-24%,0,-100%,"55,8",+4%,"55,2",+8%,"0,7",+35%,0,-100%,0,-100%,11,+18%,D,+18%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
385,Olives,8690103292512,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Mini croustillants,3268560009322,,,,['France'],[],[],,,,,,,,,?,,237,,992 kj(237 kcal),,15,,"8,9",,18,,"7,1",,"6,2",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
387,Foie gras cuit nature,7141047201166,,,,['France'],[],[],,,,,,,,,?,,526,,2201 kj(526 kcal),,"54,6",,23,,"0,03",,"0,03",,"8,41",,"1,11",,"0,444",,,,,,,,,,,,,,,,,,,,,,,,,
388,Miel acacia recolte en france,3760084071439,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
389,Renommée lisettes petits maquereaux,5601010913035,,,,['France'],[],[],,,,,,,,,?,,224,,937 kj(224 kcal),,14,,"3,3",,"0,5",,"0,5",,24,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
390,Boudin blanc nature x2 - Cochonnailles du Haut-Bois,2238080021198,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs']",['Sans colorants'],['France'],[],[],23 g,en quantité élevée,9 g,en quantité élevée,1.5 g,en faible quantité,1.4 g,en quantité modérée,?,,266,+9%,1113 kj(266 kcal),+9%,23,+14%,9,+15%,"1,8",-58%,"1,5",-24%,13,+26%,"1,4",-6%,"0,56",-6%,17,+6%,D,+6%,,,,,,,,['Cochonnailles du Haut-Bois'],,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,
391,Mile de toute fleur,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Saucisse de viande,2458678036926,,,,['France'],[],[],,,,,,,,,?,,295.70001220703,,1237 kj(295 kcal),,26,,9,,"0,4",,"0,4",,"11,3",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,
393,Dattes authentic libyan,6241720529806,,,,['France'],[],[],,,,,,,,,?,,280,,1172 kj(280 kcal),,"0,5",,"0,4",,58,,58,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
394,Filets rôtis de poulet,0215779024472,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,['France'],[],[],5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,?,,148,+2%,619 kj(148 kcal),+2%,"5,8",+8%,"1,4",+3%,0,-100%,0,-100%,24,+2%,"1,4",+4%,"0,56",+4%,3,+17%,C,+17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
395,L'extra saucisson sec supérieur,2688492038961,,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,25,,10,,"1,6",,0,,29,,"6,2",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,
396,Filets d'anchois allongés à l'huile d'olive,3760089331460,,,,['France'],[],[],,,,,,,,,?,,155.19999694824,,649 kj(155 kcal),,"6,8",,"0,94",,"0,4",,0,,"23,1",,"0,78",,"0,312",,,,,,,,,,,,,,,,,,,,,,,,,
397,Poivre blanc,3102870057164,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,melange d’epice mouclade,3660159355917,,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,"6,4",,1,,"54,2",,"10,1",,"14,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
399,Aiguillettes de poulet grillé,0217966020861,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,['France'],[],[],1.1 g,en faible quantité,0 g,en faible quantité,1.3 g,en faible quantité,1.5 g,en quantité modérée,?,,121,-4%,506 kj(121 kcal),-3%,"1,1",-41%,0,-100%,"3,2",+254%,"1,3",+335%,25,+10%,"1,5",+243%,"0,6",+243%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Barquette', 'Film en plastique']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,
400,La graisse de canard,3700509200686,,,,['France'],[],[],,,,,,,,,?,,898.2,,3758 kj(898 kcal),,100,,"33,2",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
401,escalopes de dinde - La Nouvelle Agriculture,3435660763410,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['Bleu Blanc Cœur'],['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,?,,111,-8%,464 kj(111 kcal),-8%,"1,2",-9%,"0,3",-26%,0,-100%,0,-100%,25,+9%,"0,18",-68%,"0,072",-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['La Nouvelle Agriculture'],,,,,,,,,,,,
402,Nectar de pêche,3770013642180,,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,"0,5",,"0,1",,11,,11,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Couscous vegetarien - Kitchen Diet - 300g,3700569000035,B,"['Plats préparés', 'Couscous']",,['France'],[],[],4.2 g,en quantité modérée,1.4 g,en faible quantité,4.6 g,en faible quantité,0.7 g,en quantité modérée,?,,152,-48%,636 kj(152 kcal),-49%,"4,2",+65%,"1,4",+166%,"4,6",-91%,"4,6",+69%,"0,7",-93%,"0,7",+252%,"0,28",+252%,3,,C,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,['Kitchen Diet'],,,,300 g,,,,,,,,
404,Mix mini viennoiseries,0202914019684,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Amandes grilles,3760091578419,,,,['France'],[],[],,,,,,,,,?,,612,,2561 kj(612 kcal),,52,,"4,1",,13,,7,,20,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,
406,Cioccolato fondante con açai - Alce nero,8009004809574,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,['France'],[],[],44 g,en quantité élevée,26 g,en quantité élevée,34 g,en quantité élevée,0.01 g,en faible quantité,?,,583,+5%,2439 kj(583 kcal),+5%,44,+12%,26,+13%,38,-2%,34,+7%,6,-22%,"0,01",-79%,"0,004",-79%,19,-10%,E,-10%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Alce nero'],,,,,,,,,,,,
407,Filet mignon,2209250003719,,,,['France'],[],[],,,,,,,,,?,,120,,502 kj(120 kcal),,"3,1",,"0,8",,"0,5",,"0,5",,23,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,
408,Horloge,3560239689263,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Mélange pep's,2600697013789,,,,['France'],[],[],,,,,,,,,?,,575,,2406 kj(575 kcal),,46,,"4,5",,20,,19,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Langue de bœuf - Agis,3366760023640,E,"['Viandes', 'Bœuf', 'Langues de bœuf']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,['Agis'],,"['FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,,
411,Poitrine de porc fumee,2460100030242,,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,21,,"0,7",,"0,7",,"0,7",,"2,4",,7,,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,
412,Miel de Luzerne,3770012561062,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
413,Axoa,3281230000474,,,,['France'],[],[],,,,,,,,,?,,145,,607 kj(145 kcal),,8,,4,,2,,1,,16,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
414,Arôme en poudre naturel,3700392498443,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Eclair vanille,0290039032145,,,,['France'],[],[],,,,,,,,,?,,1004,,4201 kj(1004 kcal),,11,,"1,9",,32,,21,,"2,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
416,Delicious pizza,8435569306768,,,,['France'],[],[],,,,,,,,,?,,287,,1201 kj(287 kcal),,"9,9",,"2,1",,12,,"1,1",,35,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
417,Persillade,0209710016206,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Cocottes graines de sésame,08273735,,,,['France'],[],[],,,,,,,,,?,,513,,2146 kj(513 kcal),,25,,8,,60,,23,,"8,4",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,
419,Ailerons de dinde,0220004020860,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,pizza reine,4015271006039,,,,['France'],[],[],,,,,,,,,?,,762.6,,3191 kj(762 kcal),,"4,9",,"3,1",,"24,9",,"1,2",,10,,"1,81",,"0,724",,,,,,,,,,,,,,,['DE BW-03106 EG'],,,,,,,,,,
421,Jabon serrano tranche,2449461026835,,,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"15,9",,"7,2",,"0,5",,"0,2",,"31,8",,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,
422,10 saucisses fumées,2006050014774,,,,['France'],[],[],,,,,,,,,?,,334,,1397 kj(334 kcal),,30,,11,,1,,"0,5",,15,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
423,Jambon blanc traditionnel fumé au bois de hêtre - Saint Alby,2205875003851,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,['France'],[],[],4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,125,-5%,523 kj(125 kcal),-4%,"4,5",-6%,"1,5",-18%,1,+49%,"0,5",-16%,20,-5%,"1,9",+2%,"0,76",+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Saint Alby'],,,,,,,,,,,,
