,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
1263,LENTILLES VERTES DU PUY 500G NATURE D'ORIGINE,3521232001117,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes', 'Lentille verte du Puy']",,"['EMB 43124', 'Loudes (Haute-Loire, France)']",['France'],[],,[],,1.06 g,en faible quantité,0.25 g,en faible quantité,1.65 g,en faible quantité,,,?,,353,+21%,1477 kj(353 kcal),+21%,"1,06",-14%,"0,25",+12%,6,-85%,"1,65",+28%,"25,8",+14%,,,,,,,,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,
1264,Pate a la viande au vin de Saint Pourcain - La Toque Bourbonnaise,3521420380024,,,['La Toque Bourbonnaise'],,,"['FR 03.185.006 CE', 'Montluçon (Allier, France)', 'EMB 03185', 'Montluçon (Allier, France)']",['France'],"['PATE A LA VIANDE AU ST POURCAIN 450G LS oignons vin de St sel nitrite', 'naturels', 'cognac', 'de de gluten de enzymes : support de saindoux {issue et graisses']",,[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,"17,28",,"7,79",,"13,73",,"1,03",,"12,42",,"1,57",,"0,628",,,,,,,,,,,,,,,,,,,,,,,
1265,Oeufs moyen,3521571100021,,,,,,,['France'],[],,[],,,,,,,,,,?,,142,,594 kj(142 kcal),,"9,86",,0,,"0,8",,"0,22",,"12,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Oeufs datés du jour de ponte (x 6) Calibre Gros - Dia - 6 (calibre Gros => 63à 73g),3521571928007,B,6 (calibre Gros => 63 à 73 g),['Dia'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en cage']","['Point Vert', 'Eco-Emballages']","['FR 01.074.004 CE', 'Chalamont (Ain, France)']",['France'],"['Oeufs de poules', 'élevées en cage', 'datés du jour de ponte']",,['Non végétalien'],,10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.325 g,en quantité modérée,602,+2%,?,,602 kj(144 kcal),+1%,"10,3",+3%,"2,7",+14%,"0,7",+5%,"0,7",+29%,"12,3",-2%,"0,325",+16%,"0,13",+16%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['Boîte', 'Plastique']",,"['01320 Chalamont', 'Ain', 'Rhône-Alpes', 'France']","Oeufs frais de poules, élevées en cage, datés du jour de ponte, catégorie A (calibre Gros)",['Dia'],['France'],,,,,
1267,Chorizo pur porc - Le Batistou,3521830113519,,,['Le Batistou'],,['Sans colorants'],"['FR 55.545.002 CE', 'Verdun (Meuse, France)']",['France'],[],,[],,,,,,,,,,?,,419,,1753 kj(419 kcal),,"37,9",,"12,6",,"1,8",,"0,5",,"17,2",,"3,7",,"1,48",,,,,,,,,,,,,,,,,,,,,,,
1268,Le Batistou,3521830503327,,,,,,"['FR 42.200.001 CE', 'Saint-André-le-Puy (Loire, France)']",['France'],[],,[],,,,,,,,,,?,,399,,1669 kj(399 kcal),,30,,"12,4",,"1,1",,"1,1",,31,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,
1269,Forezienne - Le Batistou - 225g,3521830503365,C,225 g,['Le Batistou'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",['en:gluten-free'],"['FR 42.200.001 CE', 'Saint-André-le-Puy (Loire, France)']",['France'],"['Viande de porc', 'gras de porc', 'sel', 'lactose', 'sirop de glucose', 'dextrose', 'épice', 'plante aromatique', 'conservateur : nitrate de potassium ', 'salpêtre', 'ferment', 'boyau de porc']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,33 g,en quantité élevée,13 g,en quantité élevée,1.8 g,en faible quantité,4.7 g,en quantité élevée,?,,428,+4%,1791 kj(428 kcal),+4%,33,+1%,13,+2%,"2,7",+16%,"1,8",+18%,29,+6%,"4,7",+1%,"1,88",+1%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Plastique'],['Lait'],['France'],Saucisse droite pur porc,['Super U'],"['France', 'Espagne']",,,,,
1270,Recette du Père Baptiste - Le Batistou,3521830503372,,,['Le Batistou'],,,,['France'],"['INGREDIENTS : viande de porc gras de porc', 'sel', 'lactose sirop de glucose,dextrose', 'épice', 'plante aromatique', 'conservateur ', ' nitrate de potassium ', 'salpêtre', 'ferment', 'boyau de porc', ' 171 g de viande de porc pour 100 g de produit fini', ' Viande de porc origine : UE']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,404,,1690 kj(404 kcal),,33,,14,,"0,9",,"0,9",,26,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,
1271,Saucisson pur porc enrobé au poivre - Le Batistou,3521830513517,,,['Le Batistou'],,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1272,La Foreizienne - Le Batistou,3521830903356,,,['Le Batistou'],,,"['FR 42.200.001 CE', 'Saint-André-le-Puy (Loire, France)']",['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1273,Le bastitou - Le Batistou,3521830912006,,,['Le Batistou'],,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1274,Saucisson pur porc - Le Batistou,3521830913065,,,['Le Batistou'],,,,['France'],[],,[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,31,,12,,"1,4",,"1,4",,28,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1275,Saucisson d'arles - Le Batistou,3521830913218,,,['Le Batistou'],,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1276,Recette du Pére Baptiste - Le Batistou,3521830913676,,,['Le Batistou'],,,,['France'],[],,[],,,,,,,,,,?,,404,,1690 kj(404 kcal),,33,,14,,"0,9",,"0,9",,26,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,
1277,Saucisse sèche pur porc Auvergne,3521831701029,,,,,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1278,La Rosette Élaboré - Le Batistou,3521831701043,,,['Le Batistou'],,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1279,Pate de foie de porc superieur -,3521921600027,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Farine de céréales crc,3522080000031,,,,,['Point Vert'],"['EMB 42092B', 'Étrat (Loire, France)']",['France'],[],,[],,,,,,,,,,?,,359,,1502 kj(359 kcal),,"0,7",,"0,2",,74,,"1,9",,12,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1281,Farine biologique - Borsa - 5kg,3522080000161,B,5 kg,['Borsa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T80']","['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],['Farine issues de blé'],,[],,2.4 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,0 g,en faible quantité,1475,,348,+8%,1475 kj(348 kcal),+9%,"2,4",+95%,~ 0,-100%,70,+4%,"2,2",+41%,10,-3%,~ 0,-100%,0,-100%,-3,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,"['Sachet', 'Plastique']",,,,,,,,,,
1282,Limonade,3522522548732,,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,7.6 g,en quantité élevée,,,?,,33,+6%,138 kj(33 kcal),+10%,0,-100%,0,-100%,"7,8",+4%,"7,6",+4%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Limo's mojito,3522522592254,,,,,['Produits faisant référence au Mojito'],,['France'],[],,[],,,,,,,,,,?,,33,,138 kj(33 kcal),,"0,5",,"0,5",,"7,8",,"7,6",,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
1284,Limos,3522552248794,,,,,,,['France'],[],,[],,,,,,,,,,?,,33,,138 kj(33 kcal),,0,,0,,"7,8",,"7,8",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1285,Panicettes - Argru,3522870011827,,,['Argru'],,,,['France'],"['Farine de BLEY eau', 'huile de colza', 'levure', 'sel iodé', 'poudre de CREME', 'farine de 13LE malté', 'poudre de LAIT écrémé', 'poudre de LACTOSERUM', 'sucre', 'stabilisant ', 'E 412', 'extrait dlORGE malté', 'émulsifiant ', 'E 47È', 'correcteurs ', 'E 524', 'E 450', ' E 341 dextrose', ' Informations allergènes: Contient du gluten et du lait', ' Peut contenir des traces soja', ""d'œuf"", 'sésame et fruits à coque,']","['E412 - Gomme de guar', 'E524 - Hydroxyde de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,,,,,,,,,?,,276,,1155 kj(276 kcal),,"3,3",,"0,6",,"52,7",,"2,1",,"7,9",,"1,8",,"0,72",,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,,,,,
1286,Brioche Noisette - Argru - 500g,3522870014514,D,500 g,['Argru'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",['Point Vert'],,['France'],"['Farine de BLÉ', 'sucre', 'ŒUF entier', 'NOISETTE 10 %', 'glaçage [sucre', 'sirop de glucose', 'eau', 'émulsifiant ', 'E471', 'acidifiant ', 'E330', ']', 'dextrose', 'amidon modifié de pomme de terre', 'graisse de palme', 'eau', 'poudre de LAIT écrémé', 'semoule de BLÉ', 'levure', 'sel iodé', 'poudre de LACTOSÉRUM', 'émulsifiants ', 'E322', ' E471', 'E482', ""extrait d'ORGE malté"", 'arômes', 'améliorants ', 'E450', ' E500', 'graisse de coco totalement hydrogénée', ""correcteurs d'acidité "", 'E170', ' E341', 'huile de palme', 'acidifiant ', 'E330']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E322 - Lécithines', 'E482 - Stéaroyl-2-lactylate de calcium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E170 - Carbonates de calcium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']","['Huile de palme', 'Non végétalien']",4,10 g,en quantité modérée,3.3 g,en quantité modérée,25.3 g,en quantité élevée,0.8 g,en quantité modérée,?,,345,-5%,1443 kj(345 kcal),-5%,10,-28%,"3,3",-57%,"56,3",+10%,"25,3",+29%,"7,4",-1%,"0,8",+10%,"0,32",+10%,15,-12%,D,-12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Sachet', 'Plastique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,,['Huile de palme'],,,
1287,Tresse (Brioche),3522870014583,,,,,,,['France'],[],,[],,,,,,,,,,?,,341,,1427 kj(341 kcal),,"8,8",,"4,2",,57,,"13,3",,"8,4",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
1288,Chinois pépites chocolat - Argru Boulangerie,3522870014835,,,['Argru Boulangerie'],,,,['France'],"['CHINOIS PEPITES CHOCOLAT 600g Ingtédients: Farine de BLE', 'garniture pâti ssière 25% [eau', 'sucre', 'OEUF entier', 'amidon modifié', ' amidon de maïs', 'i poudre de LAIT entier', 'matière grasse végétale ', 'palme,palmiste', 'poudre de LACTOSERUM', ""correcteurs I d'acidité "", 'E 263', ' E 450', 'émulsifiants ', 'E 471: E 472b', ' E 472e', 'arômes', 'sel', 'sirop de glucose', 'épaississant ', 'E 415', 'jus de betterave rouge déshydraté', 'extrait de carotte]', 'OEUF entier', 'glaçage [sucre', 's rop de glucose', 'eau', 'émulsifiant ', 'E 471', 'acidifiant ', 'E 330', '1', ' sucre', 'eau', 'levure', 'pépites de chocolat 2% [sucre', 'kteurre de cacao', 'poudre de LAIT entier', 'masse de cacao', 'poudre de LAIT écrérné', 'émulsifiant ', 'E 322', 'graisse de palme', 'BEURRE', 'poudre de CREME', 'poudre ce IAT écrémé', 'poudre de LACTOSERUM', 'sel iodé', 'émulsifiants ', 'E 322: E 471', ' E 481', ""correcteurs d'acidité "", 'E 1 E 341', 'huile de palme', 'acidifiant ', 'E 330']","['E14XX - Amidons modifiés', 'E263 - Acétate de calcium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E322 - Lécithines', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,355,,1485 kj(355 kcal),,10,,"5,6",,57,,"12,8",,"9,2",,"0,8",,"0,32",,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,['Huile de palme'],,,
1289,Boule Speciale Complet tranchee 500g - Matindoux,3522870023646,B,,['Matindoux'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['Fabriqué en France'],,['France'],"['Farine de ELE', 'eau', 'farine de BLE comp', 'et 19%', 'son de BLEI levure', 'sel iodé', 'graisse de palme', 'GLUTEN DE BCE', 'farine de SEIGLE', 'conservateur ', 'E 282', ""farine d'ORGE malté"", 'dextrose', 'acidifiants ', 'E 270', ' E 330', ""correcteur d'acidité "", 'E 263', 'stabilisant ', 'E 466', 'émulsifiants ', 'E 322', ' E 471', 'huile de palme', 'graisse de coco', 'arôme', ' Information allergènes: Contient du gluten', ' Peus?s contenir des traces de lait', 'œuf', 'soja', 'sésame', ""à coques et huile d'arachide""]","['E282 - Propionate de calcium', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E263 - Acétate de calcium', 'E466 - Carboxyméthylcellulose', 'E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,2.6 g,en faible quantité,0.9 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,231,-13%,967 kj(231 kcal),-14%,"2,6",-42%,"0,9",+39%,"43,7",-5%,"0,5",-90%,"8,3",-1%,"1,5",+32%,"0,6",+32%,3,+107%,C,+107%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,['Gluten'],,,,,,['Huile de palme'],,,
1290,Pain paysan tranché 400g - Argru - 400g,3522870033539,,400 g,['Argru'],,['Fabriqué en France'],,['France'],"['PAYSAN TRANCHE 400g \\ Farine de BLF eau', 'farine d sE\\GE de SEIGLE', 'levure', 'sel iodé DE BEURRE en poudre', 'GLUTEN D acidifiants ', ""E 270'"", 'E 330', ""farin d'ORGE malté} dextrose"", 'farine de SOJA de palme', 'émulsifiant ', 'E 471', ' huile régulateur dacidité ', 'E 263', 'stabilisant ', ' 466', ' allergènes Contient du gluten sec', ' du soja et du lait', ' Peut contenir des trace deuf', 'sesarne et fruits à coques', ' - Téte : 03 88 59 86 86']","['E270 - Acide lactique', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E263 - Acétate de calcium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,246,,1029 kj(246 kcal),,"0,9",,"0,2",,"50,2",,"0,6",,"7,1",,"1,5",,"0,6",,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,,,,,
1291,"Epicerie / Poisson, Viande, Pâtés / Produits De La Mer",3522920001037,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']","['FR 13.078.002 CE', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",['France'],[],,[],,,,,,,,,,?,,222,,929 kj(222 kcal),,"12,9",,"3,3",,"0,5",,"0,5",,"26,4",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,
1292,Sardines à la tomate - Capitaine Nat - 115g (égoutté : 75g),3522920001334,C,115 g (égoutté : 75 g),['Capitaine Nat'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", 'Sardines à la tomate']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'FR-BIO-10']","['FR 13.078.002 CE', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",['France'],"['Sardines ', 'sardina pilchardus', 'eau', 'tomate ', '9%', "" huile d'olive vierge extra"", 'sel marin']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,10.4 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.88 g,en quantité modérée,749,-12%,?,,749 kj(179 kcal),-3%,"10,4",-13%,4,+31%,"2,1",+27%,"0,5",-47%,"19,3",+12%,"0,88",-7%,"0,352",-7%,3,-13%,C,-13%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,['Poisson'],,,,,,,,,
1293,Saumon sauvage - Capitaine Nat',3522920005011,,,"[""Capitaine Nat'""]",,,,['France'],"[' Saumon sauvage ou oncothynchus gorbuscha', 'eau', 'sel marin']",,[],,,,,,,,,,?,,160,,669 kj(160 kcal),,8,,"1,8",,"0,5",,"0,5",,21,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1294,Vin rouge Fronsac 2013 - Chateau du Brueil - 750ml,3523151320133,C,750 ml,['Chateau du Brueil'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Fronsac']","['AOC', 'Déconseillé aux femmes enceintes']",,['France'],['sulfites'],,['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille en verre', 'Bouchon liège', 'Plastique']",['Anhydride sulfureux et sulfites'],"['SCA du Château de la Rivière', '33126', 'La Rivière', 'France']",,['Super U'],['France'],,,,,
1295,Fromage de chèvre Sainte maure (format familial) (23% MG) - Soignon - 300g,3523230010559,C,300 g,['Soignon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages pasteurisés']",['Lait de chèvre 100\xa0% français'],"['FR 79.276.001 CE', 'Saint-Martin-de-Saint-Maixent (Deux-Sèvres, France)']",['France'],"['Lait de chèvre', 'ferments lactiques', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,23 g,en quantité élevée,,,,,,,?,,?,,,,23,+1%,,,?,,,,?,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['papier en plastique'],['Lait'],"['Poitou-Charentes', 'France']",Fromage de chèvre au lait pasteurisé,['Monoprix'],['France'],,,,,
1296,Yaourt brassé au lait entier - BIONAT - 500g,3523230011419,,500 g,['BIONAT'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:Lait-francais-french-milk']","['FR 89.209.001 CE', 'Jouy (Yonne, France)']",['France'],"['Lait entier*', 'sucre de canne* ', '10%', 'eau', 'poudre de lait écrémé*', 'amidon', 'arôme naturel de vanille', 'épaississant : gomme guar', 'ferments lactiques ', 'lait', 'gousses de vanille*', '\r*ingrédients issus de l’agriculture biologique']",['E412 - Gomme de guar'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,2.7 g,en faible quantité,1.6 g,en quantité modérée,13 g,en quantité élevée,0.08 g,en faible quantité,?,,94,-3%,393 kj(94 kcal),-3%,"2,7",-23%,"1,6",-29%,14,+18%,13,+17%,"3,5",-9%,"0,08",-26%,"0,032",-26%,2,-26%,B,-26%,,,,,,,,"['Frais', 'Plastique']",['Lait'],['France'],"Yaourt brassé au lait entier sucré, à la vanille, issus de l'agriculture biologique","['Intermarché', 'Magasins U']",['Lait Français'],,,,,
1297,Crème Fraîche 30 % - Grand Fermage,3523230014694,,,['Grand Fermage'],,,,['France'],"['Crème fraîche pasteurisée ', 'origine France', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,289,,1209 kj(289 kcal),,30,,20,,"2,5",,"2,5",,"2,3",,"0,08",,"0,032",,,,,,,,,,,,,,['Lait'],,,,,,,,,
1298,Crème Fraîche 30 %,3523230014793,,,,,,,['France'],[],,[],,,,,,,,,,?,,291,,1218 kj(291 kcal),,30,,19,,"2,8",,"2,8",,"2,4",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,
1299,Mozarella 1 kg,3523230016261,,,,,,,['France'],[],,[],,,,,,,,,,?,,308,,1289 kj(308 kcal),,"23,3",,"16,3",,"0,5",,"0,5",,24,,"1,25",,"0,5",,,,,,,,,,,,,,,,,,,,,,,
1300,Yaourt nature au lait entier format familial Bio Nat 8 x 125 gr - Bionat - 1kg (8 * 125g),3523230017879,B,1 kg (8 * 125 g),"['Bionat', ""Bio Nat'""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts entiers']","['Bio', 'Bio européen', 'FR-BIO-01', 'en:Lait-francais-french-milk', 'Agriculture France']","['FR 89.209.001 CE', 'Jouy (Yonne, France)']",['France'],"['Lait entier', 'lait écrémé en poudre', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.4 g,en quantité modérée,2.1 g,en quantité modérée,4.1 g,en faible quantité,0.1 g,en faible quantité,?,,63,-31%,264 kj(63 kcal),-31%,"3,4",-4%,"2,1",-8%,"4,1",-62%,"4,1",-60%,"3,9",+11%,"0,1",-10%,"0,04",-10%,0,-100%,B,-100%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,"['Frais', 'Carton', 'Plastique']",['Lait'],['France'],,,['France'],,,,,
1301,Soignon fromage blanc vanille au lait de chevre,3523230018845,C,,['Soignon'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de chèvre']",['en:lait-francais-french-milk'],,['France'],[],,[],,7.4 g,en quantité modérée,5.3 g,en quantité élevée,12 g,en quantité modérée,0.07 g,en faible quantité,?,,138,+35%,577 kj(138 kcal),+41%,"7,4",+13%,"5,3",+16%,12,+180%,12,+236%,"6,4",+6%,"0,07",-44%,"0,028",-44%,5,+100%,C,+100%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,['Magasins U'],,,,,,
1302,Fromage blanc biologique extrait naturel de vanille - Bio nat' - 400g (4x 100g),3523230018869,C,400g (4 x 100 g),"[""Bio nat'""]","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs']","['Bio', 'en:produced-in-bretagne']","['FR 29.236.090 CE', 'Riec-sur-Belon (Finistère, France)']",['France'],"['Fromage blanc* au lait pasteurisé', 'sucre de canne* ', '7,3%', 'extrait naturel de vanille* ', '1,8%', ""gousses de vanille* épuisées et broyées - *ingrédients issus de l'agriculture biologique""]",,[],3,5.1 g,en quantité modérée,3.5 g,en quantité modérée,9.8 g,en quantité modérée,0.1 g,en faible quantité,?,,116,+27%,485 kj(116 kcal),+28%,"5,1",+27%,"3,5",+34%,"9,8",+50%,"9,8",+63%,"7,8",+21%,"0,1",-7%,"0,04",-7%,2,+597%,B,+597%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Frais', 'Plastique', 'Pot']",,"['France', 'Bretagne', 'Finistère', 'Riec sur Bélon']",Fromage blanc sucré à la vanille biologique,"['Super U', 'Magasins U']",,,,,,
