,name,bar_code,eco_score,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,traceability_code,additives,allergens,brand_owner,ingredients_origins,markets,generic_name,link,palm_ingredients,producer_info,origin_detail
895,Sirop d'érable - Délices Etable & CIE,0055526301001,,,"['Délices Etable & CIE', 'Délices Erable & Cie']","['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Pain complet - E Leclerc - 1,0205023005906,,1,['E Leclerc'],,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Mugcake Chocolat Noir - Dr. Oetker - 60g,5410231062121,,60 g,['Dr. Oetker'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Produits déshydratés', 'Gâteaux', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",,"['Belgique', 'France']","['Sucre', '20 % pépites de chocolat ', 'sucre', 'pâte de cacao', 'cacao maigre en poudre', 'farine de BLÉ', 'cacao maigre en poudre', 'ŒUF entier en poudre', 'amidon de BLÉ', 'blanc d’ŒUF en poudre', 'amidon de riz', 'émulsifiants ', 'E475', 'E471', 'E433', 'agents levants ', 'E500ii', 'E450i', 'épaississant ', 'E415', 'acidifiant ', 'E330']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,5 g,en quantité modérée,2.8 g,en quantité modérée,29 g,en quantité élevée,0.39 g,en quantité modérée,?,,?,,1002 kj(239 kcal),,5,,"2,8",,40,,29,,7,,"0,39",,"0,156",,11,-36%,D,-36%,,,,,,,,['Sachet'],,,"[""E475 - Esters polyglycériques d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E415 - Gomme xanthane', 'E330 - Acide citrique']","['Œufs', 'Gluten']",,,['Delhaize'],Préparation pour gâteau au chocolat au micro-ondes. - Mugcake Chocolat Noir,https://www.oetker.be/be-fr/nos-produits/mug-cakes/mugcakechocolatnoirnew.html,,,
898,Pranarôm Science Aromaforce Bio Spray Gorge 15ML,5420008509131,,,,,['Bio'],['France'],[],[],,,,,,,,,,?,,220,,920 kj(220 kcal),,"0,31",,0,,54,,0,,"0,63",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
899,Morbier bio - Jura Flore,2285476028071,C,,['Jura Flore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']","['Bio', 'Bio européen', 'FR-BIO-01', 'AOP']",['France'],[],[],,28.1 g,en quantité élevée,19.6 g,en quantité élevée,0.5 g,en faible quantité,1.76 g,en quantité élevée,?,,343,-3%,1435 kj(343 kcal),-3%,"28,1",-2%,"19,6",+1%,"0,5",-36%,"0,5",+20%,22,-3%,"1,76",+23%,"0,704",+23%,16,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
900,No cones hi hi - Sibell,3396116011038,,,['Sibell'],,['Sans conservateurs'],['France'],[],[],,,,,,,,,,?,,465,,1946 kj(465 kcal),,"1,7",,"1,5",,"64,5",,6,,"3,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
901,Eiszapfen rote Früchtchen,4062300315013,,,,,,['France'],[],[],,,,,,,,,,?,,72,,301 kj(72 kcal),,0,,0,,"16,6",,"15,9",,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
902,Filet Mignon séché - Oberti,3349010002961,,,['Oberti'],,,['France'],[],[],,,,,,,,,,?,,201,,841 kj(201 kcal),,"4,1",,"1,6",,"0,2",,"0,2",,"40,8",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,
903,Ambrose popperley's wasabi popcorn - Ten Acre,5060358170287,,,['Ten Acre'],,['en:gluten-free'],['France'],[],[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,"22,32",,"1,58",,"57,67",,"26,42",,"5,79",,"1,57",,"0,628",,,,,,,,,,,,,,,,,,,,,,,,,
904,Cidre - Cidre François Séhédic - 75cl,3760010805213,B,75cl,['Cidre François Séhédic'],"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres demi-secs']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Cidre Séhédic: les saveurs naturelle du Pays de Fouesnant Cidre Demi-Sec: Frais et fruité ment alcoolisé', 'fruité et frais en bouche La douceur est tm grion tout en étant bien équilibrée par une acidité non age La persistance aromatique en bouche est longue et age CUSde repas légers', 'avec tous les desserts et en cocital ae Cadre pur jus', 'effervescence naturelle', 'mis en boutele a Notre savoir-faire à été fréquemment récompense aet au Concours Général Agricole de Paris avec le prix decelenl Eaboré et mis en bouteille à la pommeraie p Cidre Séhédic Route de Fouesnant 29940 La Forêt-Fouesnant T 02 98 56 858 www', 'cidre-sehedic', 'fr PENBE AU TR 75 d3 7600 10 805213']",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,['Bouteille verre'],['La Foret Fouesnant 29940'],,,,,,,,http://cidre-cehedic.fr,,,
905,Il pandoro - Maina,8005190403435,,,['Maina'],,,['France'],[],[],,,,,,,,,,?,,416,,1741 kj(416 kcal),,20,,13,,50,,21,,"8,2",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,,,,,,
906,Perrier & Juice,7613036753081,,,"['Perrier', 'Nestlé']","['Boissons', 'Eaux', 'Eaux de sources', 'Boissons avec sucre ajouté']",,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,38,,159 kj(38 kcal),,0,,0,,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,6,+2106%,A,+2106%,,,,,,,,,,,,,,,,,,,,
907,Miel Attiki 470 gr,5201098900097,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Potage au potiron - Delhaize - 750g,5400113593973,,750 g,['Delhaize'],,,"['Belgique', 'France']",[],[],,,,,,,,,,?,,34,,142 kj(34 kcal),,"1,8",,"1,2",,"3,1",,"1,8",,"0,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
909,WALKERS ENGLISH CREAM,5010169035398,,,,,,['France'],[],[],,,,,,,,,,?,,483,,2021 kj(483 kcal),,"20,4",,"12,9",,"72,5",,"52,4",,2,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,
910,Turron de chocolate blanco crujiente - Hiper Dino,8435382805349,E,,['Hiper Dino'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón au chocolat avec riz soufflé']",,['France'],[],[],,31 g,en quantité élevée,16 g,en quantité élevée,52 g,en quantité élevée,0.37 g,en quantité modérée,?,,540,+4%,2259 kj(540 kcal),+5%,31,+11%,16,+17%,59,+3%,52,+14%,"5,9",-2%,"0,37",+91%,"0,148",+91%,27,+12%,E,+12%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
911,Amandes Effilees - Casino,3222477065918,E,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes effilées']",,['France'],[],[],,56 g,en quantité élevée,4.3 g,en quantité modérée,4.1 g,en faible quantité,0.02 g,en faible quantité,?,,640,+3%,2678 kj(640 kcal),+3%,56,+4%,"4,3",+2%,"4,2",-44%,"4,1",-5%,25,+10%,"0,02",-37%,"0,008",-37%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,['Casino'],,,,,
912,Marmite Yeast Extract,60050175,,,,,,['France'],[],[],,,,,,,,,,?,,935,,3912 kj(935 kcal),,"0,1",,"0,1",,15,,"0,5",,"37,6",,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,
913,V8 original,0051000178619,,,,,['en:gluten-free'],['France'],[],[],,,,,,,,,,?,,60,,251 kj(60 kcal),,"0,1",,"0,1",,13,,7,,2,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
914,Ecophane Poudre Phanères Uriage,3660398000548,,,,,,['France'],[],[],,,,,,,,,,?,,12,,50 kj(12 kcal),,5,,5,,1,,1,,"69,6",,7,,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,
915,Honey mustard - Masterfoods,9310012027348,B,,['Masterfoods'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],"['water', 'mustard 27% ', 'water', '30 mg mustard seed', 'salt', 'acidity regulator ', 'acetic acid', 'spices', 'chilli', 'sugar', 'honey 9%', 'thickener ', 'modified cornstarch', 'fructose syrup ', 'from 00 wheat', 'garlic', 'flavour', ' manufactured on equipment that processes 4', ' peanuts and sesame seeds', ' guarantee of satisfaction th']",['Non végétalien'],4,1.8 g,en faible quantité,0.1 g,en faible quantité,27.8 g,en quantité élevée,0.8 g,en quantité modérée,?,,677,+298%,2833 kj(677 kcal),+299%,"1,8",-83%,"0,1",-88%,"34,2",+396%,"27,8",+620%,"1,6",-76%,"0,8",-83%,"0,32",-83%,17,+47%,D,+47%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,['E260 - Acide acétique'],"['Moutarde', 'Arachides', 'Graines de sésame']",,,,,,,,
916,Cheddar und Mozzarella - Arla - 320g,5711953063244,,320 g,['Arla'],,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Beutel'],,,,,,,,,,,,
917,Pastille des Alpes,3760264840138,,,,,,['France'],[],[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,"0,3",,0,,98,,0,,0,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,
918,Miel de Thym,3368044011367,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Melange aperitif - maison naja - 250g,3266481707051,,250g,['maison naja'],"['Snacks', 'Snacks salés', 'Apéritif']",,['France'],[],[],,39 g,en quantité élevée,6.4 g,en quantité élevée,23 g,en quantité élevée,0.86 g,en quantité modérée,?,,561,+20%,2347 kj(561 kcal),+20%,39,+62%,"6,4",+56%,30,-42%,23,+640%,17,+123%,"0,86",-45%,"0,344",-45%,21,+65%,E,+65%,,,,,,,,['Boite'],,,,,,,,,,,,
920,BonCiò avec Gouttes de Chocolat -,8004905771401,C,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés']","['Fabriqué en Italie', 'en:palm-oil-free']",['France'],"['Farine de blé', 'sucre', 'huile de tournesol', 'gouttes de chocolat 13 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', 'beurre', 'amidon de blé', 'sirop de glucose', 'chocolat en poudre ', 'sucre', 'pâte de cacao', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'sel', 'arômes']","['Sans huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,6.7 g,en quantité élevée,23 g,en quantité élevée,0.44 g,en quantité modérée,?,,498,+2%,2084 kj(498 kcal),+1%,24,+3%,"6,7",-52%,63,0%,23,-9%,6,-3%,"0,44",-36%,"0,176",-36%,18,-18%,D,-18%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['Sachet', 'Plastique']",['Italie'],,"['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait', 'Soja']",,,,Biscuits sablés avec gouttes de chocolat - BonCiò con Gocce di Cioccolato,,,,
921,Fromage past.allege LE MERZER 12%MG,0202768022694,,,,,,['France'],[],[],,,,,,,,,,?,,222,,929 kj(222 kcal),,12,,8,,"0,5",,"0,5",,28,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
922,Bialetti Espressokaffee Nocciola,8006363017572,,,['Bialetti'],,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Confiture Fraise - Ker Anna,3770002754535,D,,['Ker Anna'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
924,Beurre demi sel au sel de gurande,3557290000212,E,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,['France'],[],[],,79.5 g,en quantité élevée,51.4 g,en quantité élevée,0.58 g,en faible quantité,3.1 g,en quantité élevée,?,,721,+0%,3017 kj(721 kcal),+1%,"79,5",+0%,"51,4",-5%,"0,6",-19%,"0,58",-6%,"0,7",+3%,"3,1",+50%,"1,24",+50%,29,+9%,E,+9%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,
925,Assortiment 5 thés - Kusmi tea - 1,3585810016818,,1,['Kusmi tea'],,['Fabriqué en France'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Protein bites - Body Fit - 200g (20bouchées),8718774024956,,200 g (20 bouchées),"['Body Fit', 'Body and Fit', 'Body & Fit']","['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,['France'],"['chocolat au lait avec édulcorants ', '25%', ' ', 'édulcorant ', 'maltitol', 'beurre de cacao', 'lait entier en poudre', 'masse de cacao', 'émulsifiant ', 'lécithine de soja', 'arômes', 'protéines de lait ', 'concentré de protéine de lait', 'isolat de protéine de lactosérum ', 'lait', 'agent de charge ', 'polydextrose', 'gluten de blé hydrolysé', 'humectant ', 'glycérol', 'graisse de palmiste', 'crème en poudre ', 'lait', 'isomaltulose*', 'arômes', 'édulcorants ', 'sucralose', 'émulsifiant ', 'lécithine de soja']","['Huile de palme', 'Non végétalien']",4,15.7 g,en quantité modérée,8 g,en quantité élevée,1.6 g,en faible quantité,0.55 g,en quantité modérée,?,,366,-1%,1531 kj(366 kcal),-1%,"15,7",+21%,8,+36%,28,-14%,"1,6",-88%,"31,5",+8%,"0,55",+12%,"0,22",+12%,8,-22%,C,-22%,,,,,,,,['Plastique'],['Hollande'],,"['E965 - Maltitol', 'E322i - Lécithine', 'E1200 - Polydextrose', 'E422 - Glycérol', 'E955 - Sucralose']","['Lait', 'Soja']",,,,Bouchées de barres protéinés,https://www.bodyandfit.fr/protein-bites.htm,['Huile de palme'],,
927,Boles de picolat - Aux saveurs d'antan - 820g,3301854456010,,820g,"[""Aux saveurs d'antan""]","['Conserves', 'Viandes', 'Viandes en conserve']","['Sans additifs', 'Sans colorants']",['France'],"['Sauce cuisinée: eau', 'concentré de tomate', 'bouillon de bœuf ', 'jus de cuisson de bœuf', 'sucre', 'céleri', 'huile de tournesol', 'oignon', 'persil', 'sel', 'poivre', ' Boles de picolats : 54% ', 'viande de bœuf', 'viande et gras de porc', 'farine de blé', 'huile de tournesol', 'levure', 'sel', 'protéines de lait', 'oignon', 'poivre', 'ail', ' olive', 'sel', 'poivre']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Céleri', 'Gluten', 'Lait']",,,,,,,,
928,Fromage fondu nature - La Vache qui Rit,3073781098303,D,,['La Vache qui Rit'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",['Sans conservateurs'],['France'],[],[],,18.5 g,en quantité modérée,12.5 g,en quantité élevée,6.5 g,en quantité modérée,1.8 g,en quantité élevée,?,,239,-6%,1000 kj(239 kcal),-6%,"18,5",-8%,"12,5",-7%,"6,5",+20%,"6,5",+62%,"11,5",-2%,"1,8",-10%,"0,72",-10%,15,-3%,D,-3%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
929,Bulk Powders 2.5KG Chocolate Complete Protein Blend,5060343742901,,,['Bulk Powders'],,,['France'],[],[],,,,,,,,,,?,,362,,1515 kj(362 kcal),,"4,4",,"2,1",,3,,"2,8",,"77,6",,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,
930,Choco Nut Pillows - Tesco - 375g,5052910347954,D,375 g,['Tesco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,"['France', 'Royaume-Uni']","['Chocolate and Hazelnut Filling ', '35%', 'Rice Flour', 'Wheat Flour ', 'Wheat Flour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Oat Flour', 'Maize', 'Sugar', 'Fat Reduced Cocoa Powder', 'Salt', 'Sunflower Oil', 'Emulsifiers ', 'Sunflower Lecithins', 'Mono - and Di-Glycerides of Fatty Acids', 'Maltodextrin', 'Dextrose', 'Iron', 'Vitamin E', 'Antioxidants ', 'Ascorbyl Palmitate', 'Tocopherol - Rich Extract', 'Niacin', 'Pantothenic Acid', 'Vitamin B12', 'Vitamin D2', 'Thiamin', 'Folic Acid', 'Citric Acid', 'Riboflavin', 'Vitamin B6', 'Chocolate and Hazelnut Filling contains: Sugar', 'Rapeseed Oil', 'Palm Oil', 'Fat Reduced Cocoa Powder', 'Chocolate', 'Hazelnuts', 'Emulsifier ', 'Sunflower Lecithins', 'Flavouring', ' Chocolate contains: Cocoa Mass', 'Sugar', 'Fat Reduced Cocoa Powder']",['Huile de palme'],4,18.8 g,en quantité modérée,3.9 g,en quantité modérée,28.2 g,en quantité élevée,0.5 g,en quantité modérée,?,,463,+16%,1937 kj(463 kcal),+16%,"18,8",+116%,"3,9",+77%,"65,7",-1%,"28,2",+69%,6,-36%,"0,5",+40%,"0,2",+40%,13,+141%,D,+141%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E304i - Palmitate d'ascorbyle"", 'E306 - Extrait riche en tocophérols', 'E330 - Acide citrique']","['Gluten', 'Fruits à coque', 'Avoine']",,,['Tesco'],,,,,
931,Mini poivron au thon - Auchan,3254565470441,,,['Auchan'],,,['France'],[],[],,,,,,,,,,?,,117,,490 kj(117 kcal),,"4,2",,"0,4",,10,,10,,"8,6",,"1,5",,"0,6",,,,,,,,,,,,,,,"['FR 22.084.018 CE', ""Jugon-les-Lacs (Côtes-d'Armor, France)""]",,,,,['Auchan'],,,,,
932,Pommes de terre,3760006490218,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,,
933,Cioccolato di modica fondente - Antica Dolceria Rizza - 100g,8026101000185,C,100 g,['Antica Dolceria Rizza'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', ""Chocolats noirs à l'orange""]",,['France'],[],[],,26.9 g,en quantité élevée,16.5 g,en quantité élevée,41.8 g,en quantité élevée,0 g,en faible quantité,?,,500,-5%,2092 kj(500 kcal),-5%,"26,9",-22%,"16,5",-20%,"53,2",+23%,"41,8",+12%,"6,9",+3%,0,-100%,0,-100%,25,+17%,E,+17%,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,,,,,,,,,,,,,
934,Poulet cuit fumée au bois de hêtre,2209620004704,,,,,,['France'],[],[],,,,,,,,,,?,,191,,799 kj(191 kcal),,12,,"3,4",,"0,7",,"0,7",,20,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
935,Feuillets Raviolis Joyeux Bouddha,3580890000016,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Triangle aux amandes,0260161012797,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Napolina,5000232850621,E,,['Napolina'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",,['France'],[],[],,1.3 g,en faible quantité,0.2 g,en faible quantité,7 g,en quantité modérée,0.83 g,en quantité modérée,?,,64,-26%,268 kj(64 kcal),-26%,"1,3",-68%,"0,2",-84%,"10,8",+65%,7,+47%,"1,5",-67%,"0,83",-25%,"0,332",-25%,4,+75%,C,+75%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,,,,,,,,
938,Radis rouge -,8717524450083,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Radis', 'Radis rouges', 'Radis roses frais']",,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.025 g,en faible quantité,?,,20,+43%,84 kj(20 kcal),+38%,0,-100%,0,-100%,4,+6%,3,+101%,1,-16%,"0,025",+1%,"0,01",+1%,-5,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,,,,,
939,President Soft Ripened Cheese Le Terroir,3228021090177,,,['President'],,['Fabriqué en France'],['France'],[],[],,,,,,,,,,?,,279,,1167 kj(279 kcal),,23,,16,,0,,0,,18,,"0,52",,"0,208",,,,,,,,,,,,,,,,,,,,,,,,,
940,Langue de Bœuf Sauce Piquante Surgelée - Tipiak,3165440217016,E,,['Tipiak'],"['Viandes', 'Surgelés', 'Plats préparés', 'Bœuf', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Plats au bœuf', 'Préparations de viande bovine', 'Plats préparés surgelés', 'Langues de bœuf', 'Langues de bœuf sauce piquante']",,['France'],"['Langue de bœuf 40%', 'eau', 'oignons 6 %', 'vin blanc 6 % ', 'sulfites', 'câpres 2,4% ', 'câpres', 'eau', 'vinaigre', 'sel', 'cornichons 2,4%  ', 'cornichons', 'eau', 'vinaigre', 'sel', 'arômes naturels', 'sulfites', 'carottes', 'farine de blé ', 'gluten', ""vinaigre d'alcool 1,2 %"", 'concentré de tomate', 'amidon modifié de manioc', 'préparation aromatisant fond de veau ', ""concentré d'os de bœuf"", 'eau', 'os de veau', 'sel', 'extrait de veau', 'jus concentré viande de bœuf', 'graisse de bœuf', 'tomate en poudre', 'carotte', 'oignon', 'jus concentré de carotte', ""jus concentré d'oignon"", 'jus concentré de champignon de Paris', 'poireau', ""jus concentré d'ail"", 'persil 0,2 %', 'huile de colza', 'colorant naturel', 'plantes aromatiques', 'épices', 'sel', 'arôme naturel ', 'contient gluten', 'ail', ""extrait d'épices"", 'caramel ordinaire', 'extrait de paprika', 'poivre', 'laurier', 'thym']","['Non végétalien', 'Non végétarien']",4,8.3 g,en quantité modérée,3.4 g,en quantité modérée,0 g,en faible quantité,0.78 g,en quantité modérée,?,,128,-14%,536 kj(128 kcal),-13%,"8,3",-16%,"3,4",-15%,"3,6",-9%,0,-100%,"9,8",-7%,"0,78",-21%,"0,312",-21%,2,-57%,B,-57%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,"['Carton', 'surgelé', 'Plastique']",,,"['E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E160c - Extrait de paprika']","['Gluten', 'Anhydride sulfureux et sulfites']",,,,,http://restauration.tipiak.fr/fr/plats-cuisines-surgeles,,,
941,Café de Colombia - Tirma,8410085840101,,,['Tirma'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,"['France', 'Espagne']",[],[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,"0,3",-96%,0,-100%,"0,2",-90%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,
942,Chocolat au lait- cœur croustillant - Suchard,3664346309219,,,['Suchard'],,,['France'],[],[],,,,,,,,,,?,,551,,2305 kj(551 kcal),,34,,19,,54,,51,,6,,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,,,,
943,Ma baguette quinoa,3700353478705,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Baguettes au quinoa']",,['France'],[],[],,6.2 g,en quantité modérée,1.4 g,en faible quantité,2.9 g,en faible quantité,1.4 g,en quantité modérée,?,,309,+20%,1293 kj(309 kcal),+20%,"6,2",+165%,"1,4",+212%,"47,5",-3%,"2,9",+29%,"12,9",+56%,"1,4",+15%,"0,56",+15%,5,+64%,C,+64%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,
944,"Grisbi Feingebäck, Kakao - Matilde Vicenzi",8033102690000,,,['Matilde Vicenzi'],,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,,?,,544,,2276 kj(544 kcal),,"33,2",,"14,2",,"53,9",,"29,7",,6,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,
945,Pennette Rigate - Conad,8003170020399,,,['Conad'],,,"['France', 'Italie']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Conad'],,,,,
