,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,generic_name,packaging,ingredients_origins,nova_score,manufacturing,additives,allergens,brand_owner,link,palm_ingredients
92,Saucisse du valais - Qualité & Prix,7613379152206,['France'],[],[],?,6,25 kj(6 kcal),3,3,3,3,3,3,"1,2",,,['Qualité & Prix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Le boeuf steak - Carrefour Bio,2666116045069,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Viande Française', 'FR-BIO-10', 'Viande-bovine-francaise']",,['Carrefour Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 84054K', 'Isle-sur-la-Sorgue (Vaucluse, France)']",['Carrefour'],,,,,,,,,,
94,Encornet friture,3760086660105,['France'],[],[],?,70,293 kj(70 kcal),"1,15","0,23","0,35",0,"14,54","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Escalopes fines de dinde fermiere de loue,0217714035550,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
96,Specialité alimentaire rapée - 200g,3760249768976,['France'],[],[],?,864,3615 kj(864 kcal),12,11,24,"0,1","0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
97,Bloc de foie gras de canard,3280660084009,['France'],[],[],?,546,2284 kj(546 kcal),50,24,"1,9","1,6","6,3","1,2","0,48",,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",50 g,en quantité élevée,24 g,en quantité élevée,1.6 g,en faible quantité,1.2 g,en quantité modérée,,+6%,+7%,-5%,+7%,-18%,+19%,-9%,-1%,-1%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
98,Noix de cajou grillées salées,18581973,['France'],[],[],?,619,2590 kj(619 kcal),48,"8,8",23,"6,6",20,"0,8","0,32",['Fabriqué en Belgique'],E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",48 g,en quantité élevée,8.8 g,en quantité élevée,6.6 g,en quantité modérée,0.8 g,en quantité modérée,,+3%,+4%,+4%,+4%,-10%,+2%,+7%,+28%,+28%,9,+19%,C,+19%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,
99,"Carotte, panais, patate douce et dinde - Pommette",3250392805043,['France'],[],[],?,124,519 kj(124 kcal),"3,5","0,5","15,9",6,"5,3","0,18","0,072",,,['Pommette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Les Vergers d'Escoute,3481010004368,['France'],[],[],?,?,,?,,?,,?,,,,,"[""Les Vergers d'Escoute""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Banane,0207202005448,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,
102,Graine de tournesol,3663889007477,['France'],[],[],?,?,,?,,?,,?,,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,,,,,,,,,,,,,,,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,,,
103,Cordons-bleus de poulet,2108863007100,['France'],[],[],?,760,3180 kj(760 kcal),7,2,9,1,20,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Melange Japonais,2600153014503,['France'],[],[],?,399,1669 kj(399 kcal),"6,9","1,5","73,3","2,6","10,1","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Piece de boeuf attendri,0211027031292,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Saucisses confites,3276341110204,['France'],[],[],?,302,1264 kj(302 kcal),"25,2","9,1","3,5","0,5","15,2","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pangasius fillets,8717591513391,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Chipolatas,0207436031039,['France'],[],[],?,163,682 kj(163 kcal),10,"4,3",0,0,17,"1,5","0,6",,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",10 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,,-32%,-32%,-47%,-40%,-100%,-100%,+10%,-17%,-17%,12,-28%,D,-28%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
109,Para beber sabor,8414500210401,['France'],[],[],?,77,322 kj(77 kcal),"1,6","1,1","12,2","12,2","3,4","0,2","0,08",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Sweethearts,0634158771620,['France'],[],[],?,341,1427 kj(341 kcal),"0,5","0,2",84,64,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Salade de fruits -  - 250g,3700758501626,['France'],"['ananas', 'orange', 'pomme', 'raisin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Sans additifs', 'Sans conservateurs', ""Prêt à l'emploi""]",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",,,,,,,,,,,,,,,,,,,,,,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,250 g,,,,['Plastique'],,1,,,,,,
112,Gouda,8436032303017,['France'],[],[],?,349,1460 kj(349 kcal),28,19,0,0,23,"1,9","0,76",['Point Vert'],D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas']",28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,-6%,-6%,-8%,-8%,-100%,-100%,-4%,+1%,+1%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
113,Pate de campagne a l'ancienne de porc francais,0253023012790,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 29004', 'Bannalec (Finistère, France)']",,,,,,,,,,,
114,"Muesli croustillant, amande raisin de kokoji",3664037000753,['France'],[],"['Végétalien', 'Végétarien']",?,361,1510 kj(361 kcal),"5,9","0,6","62,9","19,6","9,4",0,0,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'Sans sucre ajouté', 'en:The Vegan Society', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Saumon Dulse & Piquillos,3700932600237,['France'],[],[],?,152,636 kj(152 kcal),"11,7","0,3","2,2","1,6","8,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Mortadelle - Leader Price - 120g,8054383505166,['France'],[],[],?,282,1180 kj(282 kcal),25,10,"0,4","0,4",14,"2,5",1,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,['Leader Price'],,,,,,,,,,
117,8801005116046,8801005116046,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,La brettevillaise,0202024006499,['France'],[],[],?,261,1092 kj(261 kcal),"1,4","0,4","53,1","3,1","8,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Turron de natillas con Galleta María - Lacasa,8410740900027,['France'],[],['Sans huile de palme'],?,542,2268 kj(542 kcal),"32,2","11,6","53,4","47,3","9,5","0,42","0,168",['en:palm-oil-free'],E,['Lacasa'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",32.2 g,en quantité élevée,11.6 g,en quantité élevée,47.3 g,en quantité élevée,0.42 g,en quantité modérée,,+4%,+4%,+3%,+120%,+18%,+23%,-21%,+553%,+553%,27,+64%,E,+64%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
120,Pepites de fromage croquantes cuites au four - Granarolo,8002670382389,['France'],[],[],?,?,,?,,?,,?,,,,,['Granarolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Les e filles - Monoprix,3760043170166,['France'],[],[],?,?,,?,,?,,?,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,
122,Sucrant poche,0595959727950,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Leche fresca semidesnatada pasteurizada - Los Combos,8423390100075,"['France', 'Espagne']",[],[],?,45,188 kj(45 kcal),"1,5","0,9","4,6","4,6","3,2","0,13","0,052",,D,['Los Combos'],"['Produits laitiers', 'Laits']",1.5 g,en faible quantité,0.9 g,en faible quantité,4.6 g,en faible quantité,0.13 g,en faible quantité,,-32%,-31%,-27%,-24%,-24%,-15%,-10%,+5%,+5%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,
124,Oeufs,3332930010536,['France'],[],[],?,145,607 kj(145 kcal),"10,3","2,7","0,7","0,7","12,3","0,32","0,128","['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,L6 Caps. 82mm Confiturier,3039660990410,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Olives cocktail royal tropic - Carrefour,0207511027889,['France'],[],[],?,?,,?,,?,,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,
127,Pâte à tartiner caramel chocolat - 230g,3438751100163,['France'],[],[],?,409,1711 kj(409 kcal),16,11,65,56,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 g,,,,,,,,,,,,
128,Filets de colin d'Alaska,3492500061495,['France'],[],[],?,154,644 kj(154 kcal),"6,8","0,6","15,6","1,5","6,8","0,39","0,156",,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin', 'en:Filets de colin']",6.8 g,en quantité modérée,0.6 g,en faible quantité,1.5 g,en faible quantité,0.39 g,en quantité modérée,,+16%,+16%,+53%,+18%,+77%,+110%,-50%,-35%,-35%,-2,,A,,,,,,,,,,,,,,,,,,,,,
129,8480017084811,8480017084811,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Tresse chèvre épinard,2685212005999,['France'],[],[],?,281,1176 kj(281 kcal),17,11,23,"2,3","8,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Confit de foie de porc a l'ancienne - U Saveurs,2871754013848,['France'],[],[],?,315,1318 kj(315 kcal),"26,5","10,3","1,4","1,2","17,8","1,5","0,6",,,['U Saveurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,,,,,
132,Huile d'olive de la vallée des Baux de Provence,3269690000234,['France'],[],[],?,900,3766 kj(900 kcal),"14,9","14,9",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Jambon cuit Supérieur,0211405024205,['France'],[],[],?,115,481 kj(115 kcal),2,"1,1","0,5","0,5","21,8","1,42","0,568","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,,
134,Pain chocolat - Leclerc,,['France'],[],[],?,423,1770 kj(423 kcal),26,19,36,"6,4","8,9","0,89","0,356",,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Farine De Blé Complète T110 - 1kg,3332850414056,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,1 kg,,,,,,,,,,,,
136,Epanadillas au veau et olives,2685162011996,['France'],[],[],?,344,1439 kj(344 kcal),15,5,39,4,12,"0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Choco design,3278584830055,['France'],[],[],?,600,2510 kj(600 kcal),"42,1","16,4","47,8","44,1","5,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Apero chic parmesan paprika,3760023341791,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Jambon braise au four,2113730004601,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Pain au raisin,,['France'],[],[],?,333,1393 kj(333 kcal),12,"7,8",49,20,"6,3","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Gelée,5000354160967,['France'],[],[],?,250,1046 kj(250 kcal),"0,5","0,1","8,1","0,5",55,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,ACHARD DE LEGUMES,3760148500875,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Douceur de butternut au magret fumé - La Table d'Antan,3280950006834,['France'],[],[],?,141,590 kj(141 kcal),11,6,"7,4","2,9","2,9",1,"0,4",,,"[""La Table d'Antan""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Mayil Epices Pour Tandoori,6091189101118,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Paleron de bœuf fondant et son jus à la vigneronne,2222602038771,['France'],[],[],?,164,686 kj(164 kcal),8,"3,4",2,"0,7",21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Suisses au chocolat,,['France'],[],[],?,325,1360 kj(325 kcal),15,"9,8",41,15,5,"0,85","0,34",,,,['Desserts'],15 g,en quantité modérée,9.8 g,en quantité élevée,15 g,en quantité élevée,0.85 g,en quantité modérée,,+84%,+85%,+121%,+171%,+73%,-18%,+58%,+539%,+539%,19,+181%,E,+181%,,,,,,,,,,,,,,,,,,,,
147,Pané de cabillaud - 200g,3551610008247,['France'],[],[],?,225,941 kj(225 kcal),"11,5","1,5","17,2","1,6","12,6","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
148,Cinnamon sticks,8710293032092,['France'],[],[],?,543,2272 kj(543 kcal),"26,1","17,7","67,6","32,6",8,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Véritable jambon persillé de Bourgogne,2272848023758,['France'],[],[],?,169,707 kj(169 kcal),"8,2","3,2","0,5","0,5",24,"1,4","0,56",,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambon persillé', 'Jambon persillé de Bourgogne']",8.2 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+16%,+16%,+30%,+39%,-2%,+5%,+9%,-19%,-19%,11,+85%,D,+85%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
150,Grana Padano - Ambrosi,8002503232102,['France'],[],[],?,398,1665 kj(398 kcal),29,18,0,0,33,"1,5","0,6",,D,['Ambrosi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,+1%,+0%,+0%,0%,-100%,-100%,0%,-1%,-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
151,Crêpes x6,0205024018967,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Jersey cream fudge,5031431101023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Miel de fleurs,9599990002855,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
154,Crème glacée pruneaux à l'Armagnac - Erhard,3428420004182,['France'],[],[],?,194,812 kj(194 kcal),8,5,25,22,3,0,0,,,['Erhard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205889003083,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Carambar,2664300644289,['France'],[],[],?,386,1615 kj(386 kcal),"4,2","2,1",86,56,"0,6","0,04","0,016",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Guimauve cricks,2600687025327,['France'],[],[],?,433,1812 kj(433 kcal),19,13,61,51,4,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Terrine de lapin à la farigoulette -,3272250700031,['France'],[],[],?,261,1092 kj(261 kcal),22,"9,2","0,6",0,15,"2,4","0,96",,D,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Charcuteries diverses', 'Terrines', 'Terrines de lapin']",22 g,en quantité élevée,9.2 g,en quantité élevée,0 g,en faible quantité,2.4 g,en quantité élevée,,-5%,-5%,-3%,+9%,-63%,-100%,-3%,+60%,+60%,22,+30%,E,+30%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,,,,,,,,,,,,
159,Compté,2671339021974,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Huile d'olive vierge extra -,3441260000244,['France'],[],[],3315,792,3315 kj(792 kcal),88,12,0,0,0,0,0,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",88 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-7%,-7%,-7%,-7%,-12%,,,,,,5,-18%,C,-18%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
161,Jambon à l'ancienne - Tallec,2264752035422,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76","['Viande Française', 'Viande Porcine Française']",,['Tallec'],"['Viandes', 'Charcuteries', 'Jambons']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,,"['EMB 29004', 'Bannalec (Finistère, France)', 'EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,,,,
162,Torn Din 912 De M-18 x 150,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Gryuyere Leclerc,2860256031221,['France'],[],[],?,405,1695 kj(405 kcal),33,21,0,0,27,"0,8","0,32",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Crottin de Chavignol,0204386023091,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"Sorbet pêche de vigne ""monts et coteaux du lyonnais""",3328859347501,['France'],[],[],?,140,586 kj(140 kcal),0,0,35,34,"0,191",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Rondelle de bamkuch,2570000020783,['France'],[],[],?,360,1506 kj(360 kcal),22,12,33,23,"6,9","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Pâté bordelais à l'ancienne,2428338023559,['France'],[],[],?,273,1142 kj(273 kcal),21,8,33,"1,7",18,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Blanc de poulet - Biocoop,2629968054979,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biocoop'],,,,,,,,,,
169,Clan campbell,5000299297063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8413236390838,8413236390838,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Alda 4 quesos,8436573621182,['France'],[],[],?,276,1155 kj(276 kcal),22,14,"0,5","0,5",19,"1,36","0,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Rillettes de Merlu au Chorizo - Groix & Nature,3760056411393,['France'],[],[],?,?,,?,,?,,?,,,,,['Groix & Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Swirl pop,8714786254749,['France'],[],[],?,318,1331 kj(318 kcal),0,0,79,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Pavé epautre,2206120015940,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Pulco professionnel,3225355034648,['France'],[],[],?,26,109 kj(26 kcal),0,0,"2,2",1,"0,2","0,01","0,004",['Sans sucre ajouté'],,['Pulco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Chaussons aux pommes,0206712019358,['France'],[],[],?,292,1222 kj(292 kcal),16,10,31,10,"3,8","0,56","0,224",,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",16 g,en quantité modérée,10 g,en quantité élevée,10 g,en quantité modérée,0.56 g,en quantité modérée,,-7%,-7%,-11%,-13%,-6%,-6%,-3%,-6%,-6%,16,-6%,D,-6%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,
177,Mini Préfou Tomate Basilic,3173310022615,['France'],[],[],?,313,1310 kj(313 kcal),"17,4","9,2","34,1","2,2","6,2","0,88","0,352",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"Hachez Schokolade, Erdbeere Pfeffer - 100g",4008155021358,"['France', 'Pays-Bas']",[],[],?,556,2326 kj(556 kcal),45,27,24,19,"8,8",,,,,['Hachez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,
179,Mi-Figue Mi-Raisin,3441260032610,['France'],[],[],?,226,946 kj(226 kcal),"0,5","0,1",55,55,"0,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Well donne Mini chocalates,8718800008165,['France'],[],[],?,521,2180 kj(521 kcal),28,17,60,59,"6,1","0,12","0,048","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Pain au chocolat au beurre,0202182008533,['France'],[],[],?,380,1590 kj(380 kcal),21,13,41,13,"7,7","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Terrasses Rouge 2014 Chateau Pesquie,3760149591032,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Pomme de terres,5400141162066,['France'],[],[],?,74,310 kj(74 kcal),"0,5","0,1",15,"0,7","2,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
