,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,ingredients_origins,markets,palm_ingredients,producer_info,origin_detail
570,Petit Beurre tablette chocolat lait - U - 6x 150g,3256225734252,C,Petit Beurre Tablette Chocolat au Lait,6 x 150 g,"['Carton', 'boîte', 'Plastique']",['U'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat au lait', 'Biscuits tablette de chocolat au lait']",,['France'],"['Chocolat au lait 48% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de LAIT écrémé', 'LACTOSE', 'matière grasse de LAIT anhydre', 'émulsifiant : lécithines de tournesol', 'arôme naturel de vanille', 'farine de BLE ', 'France', ' 37', '6%', 'sucre', 'BEURRE concentré 6,5%', 'OEUFS', 'LAIT écrémé en poudre', ""poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates"", 'sel', ' Traces éventuelles de fruits à coque', 'de soja et de graines de sésame']","['E322i - Lécithine', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",4,23 g,en quantité élevée,14 g,en quantité élevée,37 g,en quantité élevée,0.5 g,en quantité modérée,2076,-1%,496,-1%,2076 kj(496 kcal),-1%,23,-3%,14,-3%,65,+1%,37,-0%,"6,4",-6%,"0,5",-12%,"0,2",-12%,23,-5%,E,-5%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Transformé en France', ""Blé issu d'une culture maitrisée""]",,,,['Magasins U'],,,
571,Emmental français pasteurisé mini dés 30% de MG - U - 150g,3256225734412,C,,150 g,['Frais'],['U'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,['France'],"['LAIT de vache pasteurisé ', 'origine : France', 'sel', 'ferments ', 'dont LAIT', 'enzymes coagulantes']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,1578,+2%,380,+1%,1578 kj(380 kcal),+1%,30,+3%,21,+7%,"0,5",-25%,"0,5",+21%,27,-2%,"0,64",-2%,"0,256",-2%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Lait Français', 'Fabriqué en France', 'en:lait-francais-french-milk']",,"['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,['Magasins U'],,,
572,Cuisse de poulet rôtie - U - 370g,3256225735082,C,,370 g,"['Barquette', 'Frais']",['U'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']",,['France'],"['Cuisse de poulet ', 'Origine France', 'sirop de glucose', 'protéines de SOJA', 'sel', 'arôme naturel', '110g de cuisse de poulet mis en oeuvre pour 100g de produit fini', 'Traces éventuelles de gluten', 'oeuf', 'lait', 'céleri', 'moutarde']",,['Soja'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,8.4 g,en quantité modérée,2.8 g,en quantité modérée,1 g,en faible quantité,1.1 g,en quantité modérée,685,-26%,164,-26%,685 kj(164 kcal),-26%,"8,4",-24%,"2,8",+35%,1,-94%,1,-22%,21,+54%,"1,1",-7%,"0,44",-7%,3,-21%,C,-21%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Viande Française', 'Poulet Français']",,,,['Magasins U'],,,
573,Lait UHT 1/2 écrémé Bleu Blanc Coeur - U - 50cl,3256225736331,C,,50 cl,"['bouteille en plastique', 'Frais']",['U'],"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,['France'],['/'],,['Lait'],[],1,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,193,-1%,46,-2%,193 kj(46 kcal),-1%,"1,6",+2%,1,-1%,"4,8",-0%,"4,8",0%,"3,2",-2%,"0,13",+18%,"0,052",+18%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Lait Français', 'Conditionné en France', 'Bleu Blanc Cœur', 'Lait BBC']",,,,['Magasins U'],,,
574,Mousseux rosé Jéhan de Crécy - U - 75cl,3256225738106,,,75 cl,['Bouteille'],['U'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents']",,['France'],['Contient des SULFITES'],,['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Conditionné en France'],,,,['Magasins U'],,,
575,Vin rosé AOC Bordeaux La Grande Lice - U - 75cl,3256225738427,C,,75 cl,,['U'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés']",,['France'],['Contient des SULFITES'],,['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,"['Conditionné en France', 'Viticulture durable']",,,['France'],['Magasins U'],,,
576,Pizza crousti fromage tomates cerises - U - 460g,3256225738656,,,460 g,['Surgelés'],['U'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",,['France'],"['Pâte ', ' 51%', ' : farine de BLE', 'eau', 'dextrose', 'huile de colza', 'sel', 'levure', ' Garniture ', '49%', ' : MOZZARELLA 11', '4%', 'FROMAGE fondu 9', '7% ', 'FROMAGE', 'eau', 'PROTÉINES DE LAIT', 'LAIT ÉCRÉMÉ en poudre', 'émulsifiant : citrate de sodium', 'LAIT fermenté', 'tomates cerise 6', '5%', 'CREME fraîche', 'CHEDDAR rouge ', 'dont colorant : rocou', ' 4', '3%', 'EMMENTAL 2', '2%', 'huile de colza', 'eau', 'farine de BLE', 'stabilisant : méthylcellulose', 'sel', 'plantes aromatiques', 'ail', 'amidon', 'épices', ' Traces éventuelles de céleri']","['E331 - Citrates de sodium', 'E160b - Rocou', 'E461 - Méthylcellulose']","['Gluten', 'Lait']",['Non végétalien'],4,10.8 g,en quantité modérée,5.7 g,en quantité élevée,3.9 g,en faible quantité,0.93 g,en quantité modérée,1073,+13%,256,+14%,1073 kj(256 kcal),+14%,"10,8",+31%,"5,7",+58%,"27,4",+3%,"3,9",+15%,"11,3",+17%,"0,93",-20%,"0,372",-20%,11,+79%,D,+79%,,,,,,,,,,,,['Magasins U'],,,
577,"Lorenzini Spritz Cocktail aromatisé - lorenzoni - 8,5% 75cl",3256225739691,D,,"8,5% 75 cl","['Boiteille', 'bouteille']","['Lorenzoni', 'U']","['Boissons', 'Boissons alcoolisées', 'Vins doux']",,['France'],"['Vin mousseux brut 70%', 'eau', 'sucre', 'arôme naturel ', 'contient de la quinine', 'denrées alimentaires colorantes: extrait concentré de carthame et de patate douce pourpre', 'conservateur : disulfite de potassium', "" certains ingrédients de ce produit ne proviennent pas d'italie""]","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,"[""Certains ingrédients ne proviennent pas d'Italie""]",['Italie'],,,"['U', 'Magasins U']",,,
578,Bouchées fromagère jambon tomate basilic - Super u - 100g,3256225739738,C,,100 g,['Frais'],"['Super u', 'U']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],"['Spécialité fromagère à la tomate et au basilic à 32% de mat', ' Gr', ' 70% : LAIT pasteurisé ', 'origine : France', 'CREME pasteurisée ', 'origine : France', 'tomate déshydratée 1,6%', 'sel', 'amidon transformé de tapioca', 'poudre de LACTOSERUM', 'arôme naturel', 'LACTOSE', 'basilic déshydraté 0,06%', 'ail', 'conservateur : acide sorbique', 'acidifiant: acide citrique', 'ferments ', 'dont LAIT', 'poivre', 'oignon déshydraté', ' Jambon cru fumé 30% : jambon de porc ', 'origine : UE', 'sel', 'sirop de glucose', 'dextrose', 'conservateur: nitrite de sodium - nitrate de potassium - sorbate de potassium', 'arôme naturel', 'antioxydant: ascorbate de sodium', 'fumée', ' Traces éventuelles de poisson']","['E14XX - Amidons modifiés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",['Lait'],"['Non végétalien', 'Non végétarien']",4,21 g,en quantité élevée,15 g,en quantité élevée,2.8 g,en faible quantité,1.9 g,en quantité élevée,1049,-16%,253,-23%,1049 kj(253 kcal),-23%,21,-21%,15,-16%,"2,8",+131%,"2,8",+277%,12,-41%,"1,9",+46%,"0,76",+46%,15,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Transformé en France'],,,,['Magasins U'],,,
579,Boisson aux fruits tropical citron vert - U - 2l,3256225743902,A,,2 l,"['Pet', 'bouteille']",['U'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté']",,['France'],"['Eau de source ', 'France', ' 86%', 'jus de fruits à base de concentrés 12% ', 'pomme 5', '3%', 'orange 4', '5%', 'ananas 1%', 'citron vert 1%', 'mangue 0', '1%', 'fruit de la passion 0', '1%', 'sucre', 'acidifiant : acide citrique', 'concentrés de carotte', 'arômes naturels', 'arôme naturel de citron vert', 'antioxydant : acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,6.3 g,en quantité élevée,0.03 g,en faible quantité,116,-74%,27,-68%,116 kj(27 kcal),-69%,"0,5",+33%,"0,1",-40%,"6,3",-68%,"6,3",-66%,"0,5",-7%,"0,03",-20%,"0,012",-20%,9,-24%,D,-24%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,"['Arômes naturels', 'Sans conservateurs', 'Transformé en France', 'Recyclé plastique']",,,,['Magasins U'],,,
580,Fromage frais nature sous mousse de crème fouettée sur lit de citron - U - 4x 100g,3256226076474,,,4 x 100 g,['Frais'],['U'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,['France'],"['Fromage frais au lait pasteurisé ', ""origine : france - contient plus de 82% d'humidité"", ' 51,7%', 'creme ', 'origine : france', ' 24,8%', 'sucre 8%', 'eau', 'citron 6%', 'amidon de maïs', 'gélatine de boeuf', 'épaississant : pectines', 'denrées alimentaires colorantes : concentrés de citrouille et de carotte', 'arôme naturel de citron-citron vert', 'jus concentré de citron', 'ferments ', 'dont lait']","['E428 - Gélatine', 'E440 - Pectines']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,9.7 g,en quantité modérée,6.1 g,en quantité élevée,12 g,en quantité modérée,0.12 g,en faible quantité,639,+73%,153,+66%,639 kj(153 kcal),+66%,"9,7",+197%,"6,1",+198%,12,+9%,12,+19%,"4,5",+19%,"0,12",+4%,"0,048",+4%,7,+129%,C,+129%,,,,,,,,"['Sans arômes artificiels', 'Lait Français', 'Colorants naturels', 'Arômes naturels', 'Transformé en France', 'en:Lait-francais-french-milk']",,,,['Magasins U'],,,
581,"Pouch Up, mojito - U - 1,5l",3256226080891,,,"1,5 l",['Bouteille'],['U'],"['Boissons', 'Boissons alcoolisées', 'en:Mojito']",,['France'],"['Eau', 'sucre', '12,2 % de rhum blanc des caraïbes à 95 % vol', ' ', 'guyana', 'jus de citron vert 10,1 %', 'arôme naturel de menthe avec autres arômes naturels', 'arôme naturel citron vert', 'arôme naturel', 'stabilisant : E 445', 'antioxydant : extrait de romarin']","['E445 - Esters glycériques de résine de bois', 'E392 - Extrait de romarin']",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Conditionné en France'],,,,['Magasins U'],,,
582,Lambrusco Emilia IGT amabile - U - 75cl,3256226080990,,,75 cl,['Bouteille'],['U'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins italiens']",,['France'],['Contient des SULFITES'],,['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,
583,"Pomme de terre à chair ferme, - U - 2,5kg",3256226087791,A,Pommes de terre de consommation à chair ferme,"2,5 kg","['Sac', 'Papier', 'Sachet']","['U', 'U Bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Pommes de terre', 'Légumes frais', 'Pommes de terre Allians']",,['France'],['pommes de terre'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"['Bio', 'Bio européen', 'FR-BIO-01', 'FR-BIO-10', 'Cultivé en France', 'PEFC', 'AB Agriculture Biologique']",,,['France'],"['Hyper U', 'Magasins U', 'Super U']",,,
584,"Mini cakes gourmands salés tomatade,olives-tomates, poivron, roquefortAOP surgelés - U - 12x 150g",3256226091965,A,"Mini cakes salés avec tomatade, olives-tomates, poivron, roquefort AOP, surgelés",12 x 150 g,"['Surgelés', 'Boite carton']",['U'],"['Snacks', 'Snacks salés', 'Apéritif', 'Surgelés', 'Sandwichs', 'Canapés', 'Entrées et snacks surgelés']",,['France'],"['Farine de BLÉ ', 'France', ' 16%', 'LAIT', 'OEUF', 'spécialité fromagère pasteurisée ', 'LAIT pasteurisé', 'CRÈME PASTEURISÉE', 'protéine de LAIT pasteurisée', 'sel', 'COMTÉ AOP*', ""huile d'olive vierge extra"", ""préparation à base d'olives et tomates 5"", '2% [olives noires 1', '4%', 'olives vertes 1', '4%', 'tomates 1', '3% ', 'tomates mi séchées', 'concentré de tomates', 'huile de colza', 'ail', 'sel', 'sucre', 'origan', 'persil]', 'préparation à base de tomates 5', '2% [tomates 3', '6% ', 'tomates mi séchées', 'concentré de tomates', 'huile de colza', 'sel', 'origan', 'sucre', 'ail]', 'préparation à base de poivrons 4', '9% ', 'poivrons mi séchés 2', '8%', 'huile de colza', 'concentré de tomates', 'sel', 'jus de citron concentré', 'ail', 'sucre', 'sirop de sucre inverti', 'roquefort AOP* 1', '5%', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'farine de BLÉ', 'sel', 'graines de lin 0', '5%', 'NOIX 0', '5%', 'graines de pavot 0', '5%', 'GRAINES DE SÉSAME 0', '5%', 'poivre blanc', "" *AOP : appellation d'origine protégée"", "" Traces éventuelles d'arachide"", 'soja', 'autres fruits à coques', 'poisson', 'crustacés et moutarde']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame']",['Non végétalien'],4,26 g,en quantité élevée,7.7 g,en quantité élevée,5.2 g,en quantité modérée,2.1 g,en quantité élevée,1527,+27%,367,+34%,1527 kj(367 kcal),+33%,26,+98%,"7,7",+34%,23,-21%,"5,2",-1%,10,+18%,"2,1",+62%,"0,84",+62%,20,+98%,E,+98%,59.9%,18.9%,9.2%,6.9%,4.0%,1.1%,87,"['en:FSC', 'AOP', 'Transformé en France', 'Farine de blé français']",,,,['Magasins U'],,,
585,Fajitas de poulet rôti à la méxicaine - U - 155g,3256226092627,B,,155 g,"['Frais', 'Plastic']",['U'],"['Plats préparés', 'Produits à la viande', 'Sandwichs', 'Plats préparés à la viande', 'Plats à la volaille', 'Sandwichs à la volaille', 'Réfrigérés', 'Sandwichs au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Fajitas garnies']",,['France'],"['Tortilla de blé* 38,7% ', 'farine de BLE', 'eau', 'huile de colza', 'poudres à lever : diphosphates et carbonate de sodium', 'dextrose', 'acidifiant : acide malique', 'sel', 'poulet traité en salaison et rôti* 31,9% [filet de poulet ', 'origine : France', 'sel', 'dextrose', 'amidon]', 'sauce tomate aux légumes méditerranéens [tomate pelée concassée et jus de tomate', 'eau', 'poivron rouge', 'courgette', 'oignon', 'vin blanc réduit', 'purée de tomate', 'amidon transformé', 'olive noire', ""huile d'olive vierge extra"", 'câpre au vinaigre ', 'câpre', ""vinaigre d'alcool"", 'sel', 'aromates', 'ANCHOIS', 'sel', 'vinaigre de vin', 'arôme naturel', 'sucre', 'épice]', 'ketchup ', 'tomates', 'sucre', 'vinaigre', 'amidon transformé', 'sel', 'conservateur : sorbate de potassium', 'arômes', 'poivrons rouges grillés* 4,3%', 'poivrons jaunes grillés* 4,3%', 'oignons préfrits* ', 'oignon', 'huile de tournesol', 'marinade barbecue ', 'sucre', 'poudre de tomate', 'sel', 'sucre caramélisé', 'arôme', 'extrait de levure', ""poudre de vinaigre d'alcool"", ""poudre d'oignon"", ""poudre d'ail"", ""extrait d'épice"", 'épice', 'huile de colza', 'purée de piments ', 'piments', 'sel', ""correcteur d'acidité : acide acétique"", 'jus de citron*', 'marinade tex mex [sel', 'épice', 'chapelure ', 'farine de BLE', 'sel', 'levure', 'dextrose', ""poudre d'ail"", ""extrait d'épice"", 'extrait de levure]', 'piment doux', 'fécule de manioc', 'poivre', ' *Produit décongelé', 'ne pas recongeler', ' Traces éventuelles de LAIT', 'moutarde', 'OEUFS', 'sésame', 'SOJA et fruits à coque']","['E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium', 'E296 - Acide malique', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E260 - Acide acétique']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,4.6 g,en quantité modérée,0.7 g,en faible quantité,4.1 g,en faible quantité,1.5 g,en quantité modérée,807,-14%,192,-14%,807 kj(192 kcal),-14%,"4,6",-45%,"0,7",-52%,24,-7%,"4,1",+25%,13,+29%,"1,5",+24%,"0,6",+24%,1,-63%,B,-63%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,"['Viande Française', 'Ne pas recongeler', 'Transformé en France', 'Décongelé', 'Volaille-francaise']",['France'],,"['France', 'Hors France']","['Super U', 'Magasins U']",,,
586,Cheese burger - U - x2soit 290g,3256226092634,D,,x2 soit 290 g,"['Frais', 'Plastique', 'Carton']",['U'],"['Plats préparés', 'Sandwichs', 'Cheeseburgers', 'Plats préparés à réchauffer au micro-ondes']",,['France'],"['Pain spécial* 38,6% [farine de BLE 23,9% ', 'France', 'eau', 'dextrose', 'levure', 'GRAINES DE SESAME 0,7%', 'huile de colza', 'sel', 'farine de fèves', ""émulsifiants : mono - et diglycérides d'acides gras et stéaroyl - 2-lactylate de sodium"", 'agent de traitement de la farine : acide ascorbique]', 'steak haché pur boeuf cuit* 34,5% [viande bovine ', 'origine : France', ']', 'CHEDDAR orange fondu 13,8% ', 'CHEDDAR orange 6,9% minimum', 'FROMAGES', 'eau', 'BEURRE', 'PROTÉINES DE LAIT', 'amidon modifié', 'sels émulsifiants : citrate de sodium et polyphosphates', 'LACTOSERUM', 'sel', 'arôme', 'gélifiant : carraghénanes', 'colorant : rocou', 'sauce hamburger 10,3% [eau', 'ketchup ', 'tomates', 'sucre', 'vinaigre', 'amidon modifié', 'sel', 'arômes naturels', 'huile de colza', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'épice', 'cornichons ', 'cornichons', 'eau', 'vinaigre', 'sel', 'sucre', 'amidon transformé', 'vinaigre', 'oignons', 'sel', 'arômes naturels]', 'cornichons 2,8% ', 'cornichons', 'eau', ""vinaigre d'alcool"", 'sel', 'affermissant : chlorure de calcium', 'conservateur : DISULFITE de potassium', ' *produit décongelé', 'ne pas recongeler', ' Traces éventuelles de fruits à coque', 'oeufs', 'poissons et soja']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites', 'GRAINES']","['Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,6.1 g,en quantité élevée,4.1 g,en faible quantité,0.84 g,en quantité modérée,1100,+2%,263,+0%,1100 kj(263 kcal),+1%,13,+5%,"6,1",+16%,21,-10%,"4,1",-6%,14,+5%,"0,84",-36%,"0,336",-36%,11,-13%,D,-13%,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,"['Viande Française', 'Ne pas recongeler', 'en:FSC', 'Fabriqué en France', 'Conditionné en France', 'Transformé en France', 'Décongelé', 'Blé français', 'Farine de blé français', 'Viande-bovine-francaise']",['France'],,"['France', 'Hors France']","['Super U', 'Magasins U']",,,
587,"Quiche Lorraine la french, spécial micro-ondes - U - 220g",3256226092672,C,,220 g,"['Carton', 'Frais', 'Plastique', 'Papier']",['U'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Quiches', 'Plats préparés réfrigérés', 'Quiches lorraines']",,['France'],"['OEUFS entiers frais 22%', 'lardons fumés 19,5% [poitrine de porc ', 'origine : France', 'eau', 'sel', 'acidifiant : lactate de sodium', 'dextrose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium]', 'CREME fraiche 17,9%', 'eau', 'pâte brisée 13 % [farine de BLE ', 'France', ' 7%', 'BEURRE concentré', 'eau', 'sel', 'agent de traitement de la farine : L cysteine]', 'EMMENTAL râpé 6%', 'amidon transformé de maïs', 'LAIT écrémé en poudre', ""vinaigre d'alcool"", 'épaississant : gomme xanthane', 'sel', 'arôme naturel de poivre', ' Traces éventuelles de poissons', 'crustacés', 'mollusques', 'soja', 'moutarde']","['E325 - Lactate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E920 - L-Cystéine et ses chlorhydrates', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,20 g,en quantité modérée,11 g,en quantité élevée,2.2 g,en faible quantité,1.2 g,en quantité modérée,1114,+6%,268,+2%,1114 kj(268 kcal),+1%,20,+23%,11,+26%,11,-43%,"2,2",-5%,11,+19%,"1,2",+15%,"0,48",+15%,18,+27%,D,+27%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,"['Viande Française', 'Viande Porcine Française', 'en:FSC', 'en:fsc-c123652', 'FSC Mix', 'Point Vert', 'Fabriqué en France', 'Conditionné en France', 'Pur beurre', 'Transformé en France', 'Tidy man']",['France'],,"['France', 'Hors France']","['Super U', 'Magasins U']",,,
588,Chocolat noir dégustation 72% cacao - U - 2x 100g,3256226093150,E,,2 x 100 g,['Tablette'],['U'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,['France'],"['Pâte de cacao* ', ""Côte d'Ivoire"", 'sucre', 'beurre de cacao', 'cacao maigre en poudre', 'arôme naturel de vanille Bourbon', ' Cacao : 72% minimum', ' Traces éventuelles de fruits à coque', 'de céréales contenant du gluten et de lait', ' * Fèves de cacao provenant du programme Transparence Cacao']",,,[],4,43 g,en quantité élevée,27 g,en quantité élevée,29 g,en quantité élevée,0.02 g,en faible quantité,2385,+5%,575,+3%,2385 kj(575 kcal),+3%,43,+9%,27,+17%,33,-15%,29,-9%,"8,5",+11%,"0,02",-57%,"0,008",-57%,18,-15%,D,-15%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['en:FSC', 'Transformé en France']",,,,['Magasins U'],,,
