,name,bar_code,eco_score,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner,origin_detail,producer_info,generic_name,link
234,Twinbons Acid - Auchan - 250g,3596710447862,E,250 g,"['Sachet', 'Plastique']",['Auchan'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",['France'],"['Sirop de glucose', 'sucre', 'gélatine de porc ', ' acidifiants : acide citrique', 'acide malique ', "" correcteur d'acidité : malates de sodium"", 'arômes ', ' colorants : curcumine', 'carmins', 'extrait de paprika ', ' denrées alimentaires colorants : concentrés de spiruline', 'de pomme et de carthame']","['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E350 - Malates de sodium', 'E100 - Curcumine', 'E120 - Acide carminique', 'E160c - Extrait de paprika']",,"['Non végétalien', 'Non végétarien']",4,6.5 g,en quantité modérée,0.1 g,en faible quantité,69 g,en quantité élevée,0.31 g,en quantité modérée,?,,350,+2%,1464 kj(350 kcal),+2%,"6,5",+1529%,"0,1",-40%,81,+1%,69,+20%,5,+36%,"0,31",+170%,"0,124",+170%,15,+6%,D,+6%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Fabriqué en France', 'Sans colorants artificiels']","['EMB 19007', 'Altillac (Corrèze, France)']",,['France'],['Auchan'],,,,,Confiserie gélifiée aromatisée,
235,Framboises - Auchan - 600g,3596710449866,,600 g,"['surgelé', 'Plastique']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés']",['France'],['framboises entières surgelées'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.8 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité modérée,0.01 g,en faible quantité,207,+1%,50,-6%,207 kj(50 kcal),-6%,"0,8",+109%,"0,1",+29%,"6,4",-26%,6,-21%,"1,2",+26%,"0,01",-22%,"0,004",-22%,-9,,A,,,,,,,,,,,,,['Auchan'],,,,,Framboises entières surgelées,
236,Crackers salés - Auchan,3596710458004,B,,,['Auchan'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],[],,,[],,20 g,en quantité modérée,3.3 g,en quantité modérée,6.5 g,en quantité modérée,1.8 g,en quantité élevée,?,,467,+1%,1954 kj(467 kcal),-0%,20,+1%,"3,3",-39%,64,+8%,"6,5",+66%,"6,6",-33%,"1,8",-10%,"0,72",-10%,16,+4%,D,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,['Auchan'],,,,,,
237,Crème glacée marron 75 - Altiflore - 450g,3598050000288,B,450 g,,['Altiflore'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces aux marrons']",['France'],"['Lait écrémé réhydraté', 'pâte de marrons 18 % ', 'marrons', 'sucre', 'poudre de vanille Bourbon', 'crème', 'sucre', 'marrons au sirop', 'Scotch Whisky 0', '45%', 'émulsifiants ', ""mono et diglycéride d'acides gras"", 'stabilisants ', 'farine de graine de caroube', 'farine de graine de guar', 'carraghénanes', 'arôme ', 'traces de fruits à coques']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,6 g,en quantité modérée,4 g,en quantité modérée,36 g,en quantité élevée,0.17 g,en faible quantité,?,,227,+12%,950 kj(227 kcal),+12%,6,-8%,4,-6%,40,+35%,36,+52%,"2,9",+15%,"0,17",+94%,"0,068",+94%,12,+23%,D,+23%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
238,Quinoa - Tipiak - 1kg,3600900002165,B,1 kg,['Carton'],['Tipiak'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",['France'],['100% quinoa blanc'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,5.8 g,en quantité modérée,0.7 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,?,,362,+10%,1515 kj(362 kcal),+10%,"5,8",+8%,"0,7",+7%,60,+9%,3,+19%,14,+19%,0,-100%,0,-100%,-1,,A,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,['Anjou'],['Anjou'],['Intermarché'],,,,,,
239,Croissants et pain au chocolats - Casino,3602826461996,C,,,['Casino'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",['France'],"['de BLEtBEURRE de cacao,beurre de cacaotemulsifiant: de entier en poudretGLUTEN de BLEtseUagent de Ùaitement de la farine•', 'acide ascorbique dorure ', 'OEUFSteau', ' Produit e\\abote en ateliers pouvant utiliser :cerealestoeuf', 'a produits base de ces']",,,[],,21 g,en quantité élevée,20 g,en quantité élevée,5 g,en quantité modérée,0.975 g,en quantité modérée,?,,350,-9%,1464 kj(350 kcal),-10%,21,-3%,20,+41%,15,-63%,5,-29%,1,-87%,"0,975",-1%,"0,39",-1%,18,-4%,D,-4%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,['Casino'],,,,,,
240,Impact de balle energy drink - Refresco - 1L,3608330027963,,1L,['Bouteille'],['Refresco'],"['Boissons', 'Boissons énergisantes', 'Boissons avec sucre ajouté']",['France'],"['Eau gazéifiée', 'sucre', 'acidifiant ', ' acide citrique', ""correcteurs d'acidité : citrates de sodium et carbonates de magnésium"", 'colorant : caramel ', 'E150b', 'arôme', 'taurine ', '0,029%', 'conservateurs : sorbate de potassium et benzoate de sodium', 'caféine ', '0,021%', 'inositol', 'vitamines B3', 'B5', 'B2', 'B6', 'B12']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E504 - Carbonates de magnésium', 'E150b - Caramel de sulfite caustique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.2 g,en quantité modérée,187,+26%,45,+25%,187 kj(45 kcal),+26%,0,-100%,0,-100%,11,+37%,11,+52%,"0,1",-31%,"0,2",+74%,"0,08",+74%,15,+39%,E,+39%,,,,,,,,,,,,['Auchan'],,,,,Boisson énergisante gazéifiée avec taurine,
241,Citronnade - Andros,3608580844501,,,,['Andros'],"['Boissons', 'Citronnades']",['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,6.7 g,en quantité élevée,0 g,en faible quantité,?,,27,-16%,113 kj(27 kcal),-17%,0,-100%,0,-100%,"6,7",-16%,"6,7",-11%,0,-100%,0,-100%,0,-100%,9,-11%,D,-11%,,,,,,,,,,,,,,,,,,
242,Noisettes decortiquées - 1.2.3 Bio,3609761200154,,,,['1.2.3 Bio'],,['France'],"[""Noisettes Conditionné dans un atelier utilisant d'autres fruits à coque"", 'graines de sésame', 'arachides et gluten']",,['Fruits à coque'],[],,,,,,,,,,?,,682,,2853 kj(682 kcal),,63,,5,,"8,8",,"4,6",,16,,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Point Vert']",,,,,,,,,,
243,Filet de volaille à la viennoise - U Traiteur - 350g,3660014113584,,350 g,"['Barquette', 'Film en plastique']",['U Traiteur'],,['France'],"['Filet de volaille à la viennoise Ingrédients', ' Filet de volaille à la viennoise 28 1% ', 'escalope de diode reconstituée 20 5% ', 'filets de dinde ', 'origine Uk', 'eau', 'sirop de glucose de blé', 'fibres de BLE', 'protéines de SOJA', 'arômes oaturelsj sel', 'panure 7 ', 'chapelure ', 'farine de BLE', 'levure', 'sel', 'épices', 'farine', 'sel', 'huile de tournesol', 'spaghetti cuits 39,4% semoule de ELE dur', 'eau', 'huile de colza', 'sel', 'sauce ', 'tomate 16,2% dontjus de tomate', 'acidifiant', ' acide citrique', ' eau', 'tomate déshydratée', 'amidon modifié', 'sell saccharose ép ces', 'maltodextrine de blé', 'arômes', 'matière grasse vegétale ', 'tournesol', 'épaississant : E412 huile de colza', 'ail', 'oignons frits ', 'clont hu le ce tournesol', 'arôme naturel basilic', 'sel', ' toym', 'extrait de paprika', ' Traces éventuelles de poisson', 'lait sulfites', 'celen', 'mollusque crustacé œuf', 'fruits à coque moutarde', 'sésame', 'arachide et lupin', ' CONDITIONNE sdus ATMOSPHERE PROTEC""RICE']","['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E160c - Extrait de paprika']","['Gluten', 'Soja']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,138,,577 kj(138 kcal),,"5,8",,"1,1",,"15,1",,"1,6",,"5,8",,"0,7",,"0,28",,,,,,,,,,,,,,"['FR 44.131.008 CE', 'Pornic (Loire-Atlantique, France)']",,,,,,,,,
244,Sardine aux Olives - La Belle-iloise - 115g,3660088138124,D,115 g,['Conserve'],['La Belle-iloise'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",['France'],"['Sardines ', '70%', ""huile d'olive vierge extra"", 'olives de Nice entière ', '9%', 'sel']",,['Poisson'],"['Non végétalien', 'Non végétarien']",3,29 g,en quantité élevée,5.63 g,en quantité élevée,0.2 g,en faible quantité,1 g,en quantité modérée,1047,-0%,340,+38%,1047 kj(340 kcal),+2%,29,+64%,"5,63",+47%,"0,2",-38%,"0,2",-5%,"18,9",-11%,1,+10%,"0,4",+10%,12,+113%,D,+113%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",,"['Quiberon', 'France']",['La Belle-Iloise'],,,,,Sardines aux olives de Nice,
245,Pizza Chèvre Tomates - La pizza de manosque - 570g,3660140003773,,570 g,"['Film en plastique', 'Etui en carton']",['La pizza de manosque'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],"['? Pizza au fromage de chèvre cuite au feu de bois surgelée Garniture ', '53%', ': purée de tomates de Provence', 'emmental', 'fromage de cbèvre ', '26%', '*', 'eau', 'olives noires ', 'olives', 'sel', 'oignons', ""huile d'olives vierge extra"", 'sel', ""mélange d'herbes de Provence et persil"", 'ail', 'sucre', ' Pâte ', '47%', ': farine de blé', 'eau', 'huile de tournesol', 'levure', 'sel', ' *Pourcentages exprimés sur la garniture', ' Les informations en gras dans la liste des ingrédients et ci-dessous sont destinées aux personnes allergiques : CONTIENT : Gluten et Lactose', ' Peut Contenir des traces de : Mollusques', 'crustacés', 'poissons', 'soja', 'sulfites et graine de sésame']",,"['Gluten', 'Lait']",['Non végétalien'],3,10.1 g,en quantité modérée,5.7 g,en quantité élevée,1.3 g,en faible quantité,1.4 g,en quantité modérée,?,,228,-0%,954 kj(228 kcal),-1%,"10,1",+21%,"5,7",+45%,"22,1",-18%,"1,3",-56%,"11,3",+10%,"1,4",+12%,"0,56",+12%,12,+54%,D,+54%,,,,,,,,,"['FR 04.112.005 CE', 'Manosque (Alpes-de-Haute-Provence, France)', 'EMB 04112E', 'Manosque (Alpes-de-Haute-Provence, France)']",,,,,,,,,
246,Maquereaux en filets au naturel - La pointe de Penmarc'h,3660902230805,D,,['boîte'],"[""La pointe de Penmarc'h""]","['Conserves', 'Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",['France'],"['filets de maquereaux', 'eau', 'sel']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,16 g,en quantité modérée,3.6 g,en quantité modérée,0 g,en faible quantité,0.875 g,en quantité modérée,?,,220,-1%,920 kj(220 kcal),-0%,16,-2%,"3,6",-2%,0,-100%,0,-100%,19,+16%,"0,875",-21%,"0,35",-21%,3,-52%,C,-52%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,
247,Thon Blanc Germon à l’Huile d’Olive Vierge Extra - La Pointe de Penmarc'h - 160g (120g égoutté),3660902409300,E,160 g (120 g égoutté),['Conserve'],"[""La Pointe de Penmarc'h""]","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs']",['France'],"['Thon blanc ', 'Germon', ""huile d'olive vierge extra"", 'sel']",,,"['Non végétalien', 'Non végétarien']",3,11 g,en quantité modérée,2.1 g,en quantité modérée,0 g,en faible quantité,0.975 g,en quantité modérée,853,-14%,204,-5%,853 kj(204 kcal),-5%,11,-17%,"2,1",-19%,0,-100%,0,-100%,27,+14%,"0,975",+6%,"0,39",+6%,3,-31%,C,-31%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,"['FR 29.046.500 CE', 'Douarnenez (Finistère, France)']",['Océan Atlantique Nord Est'],"['Douarnenez', '29177', '29177 Douarnenez']",['AZ sasu 45 rue Heurtault 93300 Aubervilliers'],,,,,Thon Blanc à l’Huile d’Olive Vierge Extra,http://www.pointedepenmarch.com
248,Merguez forte x 6 - Marque Repère - 330g,3661112082635,,330 g,,"['Marque Repère', 'Férial']",,['France'],"['6 merguez fortes veritables viande de boeuf 70% ', 'origine france', 'eau', 'viande de mouton 7% ', 'origine france', 'gras de boeuf', 'sel', 'sirop de glucose', 'epices', 'gras de mouton', 'aromes naturels dont 0,02% de piment fort', 'dextrose', 'colorant : e120', ' boyau naturel de mouton', ' {traces}traces de gluten', 'soja', '{/traces}']",['E120 - Acide carminique'],,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,,,,,,,,,1280,,?,,1280 kj(306 kcal),,27,,13,,"2,5",,"0,7",,14,,"2,1",,"0,84",,,,,,,,,,,,,,,,,['Leclerc'],,,,,,
249,Steak haché pur boeuf 5% - Marque repère - 125g,3661112092313,E,125g,['boite plastique'],"['Marque repère', 'Férial']","['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",['France'],"['100% pure viande bovine', ' Origine France', ' Elabore en France', ' Pourcentage de matière grasse inférieur à 5%', ' Rapport collagène sur protines de viande inférieur à 12 %6 FR 56', '225', '001 CE']",,,"['Non végétalien', 'Non végétarien']",,5 g,en quantité modérée,1.3 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en quantité modérée,?,,133,-19%,556 kj(133 kcal),-20%,5,-51%,"1,3",-69%,"0,2",+12%,"0,1",-24%,"21,8",+12%,"0,7",+243%,"0,28",+243%,0,-100%,B,-100%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']","['FR 56.225.001 CE', 'Saint-Léry (Morbihan, France)']",['France'],['22330 Le Mené'],['Leclerc'],,,,,,
250,Nectar de poire - Garden Fruit,3661974000501,D,,,['Garden Fruit'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de poire']",['France'],"['Purée de poire 50%', 'eau', 'sirop  de glucose-fructose', 'sucre', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,10.9 g,en quantité élevée,0 g,en faible quantité,?,,51,-6%,213 kj(51 kcal),-6%,"0,5",+155%,"0,1",+188%,"12,2",-5%,"10,9",-9%,"0,5",+77%,0,-100%,0,-100%,14,-8%,E,-8%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
251,Purée Pomme - Mémé Georgette - 700g,3662790001666,A,700 g,"['Bocal', 'Verre', 'couvercle métal']",['Mémé Georgette'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",['France'],['100% Pommes'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité modérée,0 g,en faible quantité,?,,50.7,-21%,212 kj(50 kcal),-21%,0,-100%,0,-100%,"12,8",-10%,"10,1",-24%,"0,3",+2%,0,-100%,0,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Bio européen', 'Agriculture UE', 'NL-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,
252,Muesli Croustillant Pomme-cannelle - Kokoji - 350g,3664037000012,A,350 g,['Pot carton recyclable refermable'],['Kokoji'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['France'],"['Sarrasin', 'pomme 16%', 'datte', 'amande', 'cannelle 0,6%']",,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,9.3 g,en quantité modérée,0.9 g,en faible quantité,23.5 g,en quantité élevée,0.05 g,en faible quantité,1655,-3%,?,,1655 kj(396 kcal),-1%,"9,3",-12%,"0,9",-67%,"60,6",-1%,"23,5",+31%,"11,6",+21%,"0,05",-66%,"0,02",-66%,-1,-129%,A,-129%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Peu ou pas de matière grasse', 'Peu ou pas de sel', 'Peu ou pas de sucre', 'Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Sans arômes artificiels', 'Végétalien', 'Agriculture UE/Non UE', 'Sans matière grasse ajoutée', 'Sans sel ajouté', 'Sans sucre ajouté', 'Sans épaississant ajouté', 'Sans additifs', 'Sans colorants artificiels', 'Sans aspartame', 'Sans œufs', 'Sans OGM', 'Sans lactose', 'Sans lait', 'Sans conservateurs', 'en:palm-oil-free', 'AB Agriculture Biologique']",,,"['Lot-et-Garonne', 'Estillac']",['Biocoop'],,,,,Muesli croustillant,http://kokoji.fr/
253,Goms - La pie qui chante - 140g,3664346303163,,140 g,,"['La pie qui chante', ""Gom's""]",,['France'],"['Sirop de glucose', 'sucre', 'gélifiant ', ""gomme d'acacia "", '10%', 'gélatine', 'mélasse', 'colorants ', 'E153', 'E140', 'E120', 'E163', 'E161b', 'arômes', 'extrait de réglisse']","[""E414 - Gomme d'acacia"", 'E428 - Gélatine', 'E153 - Charbon végétal médicinal', 'E140 - Chlorophylles et Chlorophyllines', 'E120 - Acide carminique', 'E163 - Anthocyanes', 'E161b - Lutéine']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,1445,,340,,1445 kj(340 kcal),,"0,1",,"0,1",,"72,5",,49,,"8,2",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,Confiseries gélifiées aromatisées.,
254,Confiture extra 3 fruits - Maison Jougla - 370g,3665000370439,C,370 g,"['Pot', 'Verre']",['Maison Jougla'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",['France'],"['fruits ', 'pêches de vignes 60%', 'fraises 25%', 'framboises 15 %', 'sucre', 'pectine de fruits']",['E440 - Pectines'],,[],4,0.2 g,en faible quantité,0.04 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,?,,256,+18%,1071 kj(256 kcal),+18%,"0,2",-33%,"0,04",-23%,57,+9%,55,+9%,"0,67",+22%,0,-100%,0,-100%,6,-37%,C,-37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['France'],['Auchan'],,,,,,
255,Foutou D'igname - Racines Sa - 500g,3700019510459,,500 g,,['Racines Sa'],,['France'],"['Igname', 'Fécule ', 'pomme de terre', 'maïs']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,294,,1230 kj(294 kcal),,"0,71",,"0,41",,"67,91",,"0,71",,"4,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
256,Nouilles aux Légumes - Maayane,3700029204959,B,,"['Plactique', 'Cup']",['Maayane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées', 'Soupes de nouilles instantanées']",['France'],"['Nouilles: farine de blé tendre ', '77 %', '11 huile végétale ', '18 %', 'sel ', '1,5 %', 'eau ', '3,5 %', '\rAssaisonnement aux légumes : sauce de soja déshydratée', 'arôme de légumes', 'monosodium de glutamate ', 'E621', 'additifs alimentaires ', 'E627', 'E631', 'sel', 'sucre', 'curcuma', 'huile végétale']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']","['Gluten', 'Soja']","[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,406,+85%,1699 kj(406 kcal),+81%,"16,6",+129%,8,+140%,58,+101%,"1,9",+9%,10,+124%,"1,575",-20%,"0,63",-20%,,,,,61.6%,18.9%,5.5%,9.0%,3.5%,1.5%,81,,,,,,,,,,,
257,Farine de blé T65 - Naturalia - 1kg,3700036900271,A,1 kg,['Sachet'],['Naturalia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65']",['France'],['Farine de blé'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.6 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,349,+1%,1460 kj(349 kcal),+1%,"1,6",+36%,"0,5",+151%,72,+3%,"0,5",-71%,"9,8",-12%,"0,01",+36%,"0,004",+36%,-4,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'Blé français', 'Origine France', 'Agriculture France']",,['France'],['France'],['Naturalia'],,,,,,
258,Thé vert Gunpowder bio 200G - Naturalia - 200g,3700036900394,B,200 g,"['Sachet', 'Plastique']",['Naturalia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés verts chinois', 'Boissons sans sucre ajouté']",['France'],"['100 % thé vert Gunpowder', ' Faux:car c’est plus du déchet de thé avec en plus près de 30% de déchets provenant d’ailleurs : bouts de bois', 'et autres', ' Trop cher pour du déchet', ' À comparer avec du thé non bio', 'qui est réellement du gunpowder', ' Mérite d’être analyser par un laboratoire ', ' À éviter']",,,[],,,,,,,,,,?,,4,0%,17 kj(4 kcal),+6%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,,0,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",,['Chine'],,['Naturalia'],,,,,,
