,name,bar_code,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_sugars_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,generic_name,nova_score,additives,brand_owner,origin_detail,producer_info,palm_ingredients
1116,Gouda aux graines de cumin,0275597007026,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1117,0275958047494,0275958047494,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Poulet saumuré cuit et fumé - Carrefour,0276382034241,,,['Carrefour'],,,,,['Carrefour'],['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,"Merguez de volaille - Régahalal - 1,020",0276517054120,"1,020",,['Régahalal'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,
1120,0277991076424,0277991076424,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Langouille,0279773032543,,,,,,,,,['France'],[],,[],?,235,983 kj(235 kcal),15,5,"1,2",24,"2,5",1,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,monette brieronne - 268g,0279774038834,268g,,,,,,,,['France'],"['ZA Le Petit Pré Maio 4455o Saint Malo de Guers 4AT MINE! TL BRİERONNE 1/2 Preparation a base de langue de porc sauliuree', 'a5saison「 rgedets : largue de porc 92%', 'iarinade isiroP de 9lucose DU ARDE', 'sel', 'Puure', 'śnagre', 'extrait de leure', 'stabl Funee au bots de hetre', 'cuite', ' uite de colza', 'sel', 'eces et plantes aronatiques dont E415 E41 cant ECO', 'antioydant : E300', 'oriser teur : EECE', 'Ggjorarit : 0', '20', ' esine de Poivre et Valeurs nutritionielles pour 2 100g 984KJ 236K 159 Erergies as satur ont ac']",,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E300 - Acide ascorbique'],,,,
1123,boulettes au boeuf - pour regal - 900,02713223,900,,['pour regal'],,,"['FR 76.278.001 CE', 'Foucarmont (Seine-Maritime, France)']",,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,0273,0273,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Poêlée de légumes verts - Bofrost - 1000g,0281569017696,1000g,['Sachet'],['Bofrost'],,,,,,"['France', 'Allemagne']",[],,[],?,74,310 kj(74 kcal),"5,1",3,"3,8","2,2","0,51","0,204","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Poulet Jaune Fermier -,0284120060612,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,0284950020930,0284950020930,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1128,le vieux pané - 224g,0284952019093,224g,['sous vide'],['vieux pané'],['France'],['château gontier'],"['FR 35.068.004 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,['Auchan'],['France'],"['fromage au lait de vache pasteurisé origines france', ' valeurs nutri', 'moyennees pour 100g : energie: 1282kj ']",,[],?,?,,?,,?,?,,,,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1129,Saint agur l'intense,0285520018562,,,['Saint Agur'],,,,,,['France'],[],,[],?,361,1510 kj(361 kcal),33,23,"0,5",0,"2,2","0,88","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,"poulet fumé - leader price - 1,336kg",0285847041984,"1,336kg",,['leader price'],['France'],,"['FR 56.017.001 CE', 'Bignan (Morbihan, France)', 'FR 56.017.001 CE', 'Bignan (Morbihan, France)', 'FR 56.017.001 CE', 'Bignan (Morbihan, France)', 'FR 56.017.001 CE', 'Bignan (Morbihan, France)']",,['Leader Price'],['France'],"['poulet,eau,sel,sirop de glucose,stabilisants', 'di et triphosophates', ',épaississant', 'carraghenanes,arômes', 'conservateurs:E250']",,"['Non végétalien', 'Non végétarien']",?,196,820 kj(196 kcal),"12,7","3,8",?,"19,7","1,4","0,56",,C,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Volailles cuites', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet fumé']",12.7 g,en quantité modérée,3.8 g,en quantité modérée,,,1.4 g,en quantité modérée,,+25%,+30%,+65%,+84%,,,+4%,-19%,-19%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,4,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1131,"Saucisse de viande - Metzger Muller - 0,382g",0286024024011,"0,382g",,['Metzger Muller'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Saucisse de viande,0286024027623,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,['Viandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Briochettes nature - Leclerc - 5,0286543011158,5,,['Leclerc'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes']",,,,,,,,,,,,,,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,
1134,Pains au chocolat Pur beurre,0287404029855,,,,,,,,,['France'],[],,[],?,324,1356 kj(324 kcal),19,12,33,"5,5","0,7","0,28","9,9",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",19 g,en quantité modérée,12 g,en quantité élevée,9.9 g,en quantité modérée,0.7 g,en quantité modérée,,-18%,-18%,-13%,-10%,-22%,-18%,-23%,-22%,-22%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,
1135,Filets de poulet jaune fermier - Volaille de Gascogne - 2,0287458029580,2,,['Volaille de Gascogne'],,,"['FR 33.036.001 CE', 'Bazas (Gironde, France)']",,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,,,,
1136,Emmental français au lait cru,0287515019943,,,,,,,,,['France'],[],,[],?,391,1636 kj(391 kcal),30,19,"0,8","1,1","0,5","0,2",0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",30 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,,+3%,+4%,+2%,-4%,+32%,-100%,-96%,-15%,-15%,16,+43%,D,+43%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1137,"Jarret fumé - Jean Rosé - ,876g",0290079033324,",876g",,['Jean Rosé'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Poitrine fumée au bois de hêtre,0290081014823,,,,,,,,,['France'],[],,[],?,296,1238 kj(296 kcal),"25,1","9,4","0,5",17,"1,88","0,752","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1139,0290085060024,0290085060024,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Carottes râpées - La Fraicherie - 252g,0291401011546,252g,,['La Fraicherie'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Plats préparés', 'Légumes préparés', 'Carottes râpées']",,,,,,,,,,,,,,,,,,,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,,
1141,Tournedo - Charal,0292451113280,,,['Charal'],,,,,,['France'],[],,[],?,113,473 kj(113 kcal),"2,3","0,8",0,23,"0,17","0,068",0,,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,,-37%,-37%,-76%,-80%,-100%,-100%,+14%,-85%,-85%,-4,-176%,A,-176%,,,,,,,,,,,,,,,
1142,Charal,0292473038318,,,['Charal'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Charal,0292477060223,,,['Charal'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"Comté - Fruitière du plateau arboisien - 0,230kg",0294770028603,"0,230 kg",,['Fruitière du plateau arboisien'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1145,Appenzeller -,0299159033261,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de Suisse', 'Appenzeller']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1146,Parmigiano Reggiano,0299196038649,,,,,,,,,['France'],[],,[],?,392,1640 kj(392 kcal),28,18,0,33,"1,6","0,64",0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",28 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-2%,-2%,-6%,-9%,-100%,,+2%,0%,0%,16,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1147,02919717,02919717,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,02977263,02977263,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,
1149,0320644001080,0320644001080,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,0325039025863,0325039025863,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,0326195006116,0326195006116,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,bio couscous et légumes - golden sun - 250g,03220738,250 g,['Sachet'],['golden sun'],,['France'],['2A050'],,['Lidl'],['France'],[],,[],?,146,611 kj(146 kcal),"3,3","0,5","23,6",4,"1,2","0,48",3,,['Plats préparés'],3.3 g,en quantité modérée,0.5 g,en faible quantité,3 g,en faible quantité,1.2 g,en quantité modérée,,-9%,-9%,-54%,-78%,+76%,+44%,-43%,+27%,+27%,4,+2%,C,+2%,,,,,,,,['Bio'],,,,,,,
1153,Gaufres fines du nord - Nos régions ont du talent - 90gr,03288498,90 gr,['boîte'],"['Nos régions ont du talent', 'Leclerc']",,,,,['Leclerc'],['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,cerise noire - miguelgorry - 320g,0331719001041,320 g,['bocal verre'],['Miguelgorry'],,['pays basque'],,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1155,Nestlé,03432686,,,['Nestlé'],,,,,,['France'],"['Lait fermenté 35% ', 'lait entier', 'ferments lactiques', 'eau', 'fromage blanc au lait écrémé pasteurisé 15%', 'crème', 'sucre', 'amidons', 'concentré de protéines du lait', 'acidifiant acide citrique']",['Lait'],['Non végétalien'],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,['E330 - Acide citrique'],,,,
1156,0391190202405,0391190202405,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Candy Goofy's Co. - 71g,0400136197337,71g,,,,['Mexique'],,,,['France'],"['INGREDIENTS: SUGAR', 'CORN SYRUP NATURAL &ARTIFICIAL FLAVORS CITRIC ACID', 'ARTIFICIAL COLORS', 'BLUE 1', 'BLUE 2', 'RED 40', 'RED 40 LAKE YELLOW 5', 'YELLOW 6']",,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E132 - Indigotine carmin d'indigo"", 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E110 - Jaune orangé S']",,,,
1158,Le fromage blanc - Danone,04193142,,,['Danone'],,,,,,['France'],[],,[],?,57,238 kj(57 kcal),1,"0,7","3,9","8,1","0,09","0,036","3,9",C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",1 g,en faible quantité,0.7 g,en faible quantité,3.9 g,en faible quantité,0.09 g,en faible quantité,,-37%,-37%,-75%,-73%,-40%,-35%,+25%,-16%,-16%,-5,-1842%,A,-1842%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,
1159,Belgian Pralines,0420136296809,,,,,,,,,['France'],[],,[],?,520,2176 kj(520 kcal),"30,8","19,9","51,8","5,5","0,11","0,044","49,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,
1160,Picota,04330561,,,,,,,,,['France'],[],,[],?,145,607 kj(145 kcal),"10,3","2,7","0,7","12,3","0,33","0,132","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,100% pur jus multifruits - Monoprix Bio! - 1L,04497851,1L,['Bouteille'],['Monoprix Bio!'],,,,,,['France'],"[""Jus d'orange"", 'jus de pomme', ""jus d'anana"", 'purée de banane', 'jus de raisin blanc', 'jus de pamplemousse', "" purée d'abricot"", 'purée de pêche']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,42,176 kj(42 kcal),0,0,10,"0,6",0,0,10,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,-12%,-12%,-100%,-100%,-10%,-4%,+40%,-100%,-100%,3,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,1,,,,,
1162,04593136,04593136,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1163,courmayeur - 1.5,0463663088028,1.5,,,,['Sorgenti'],,,['Intermarche'],['France'],"['COMPOSITION MOYENNE EN mg/ Magnésium ', 'Mg Potassium ', 'K', ' Sodium ', 'Na', ' Calcium ', 'Ca', ' 576 Sulfates ', 'S0', ' 141 1,8 Résidu sec à 180 c: 2133 mgl pH:7,7 Nitrates ', 'NOs', ' Fluorures ', 'F', ' 0,6 Chlorures', 'C']",,[],?,?,,?,,?,?,"1,524","0,61",,,"['Boissons', 'Eaux']",,,,,,,1.52 g,en quantité élevée,,,,,,,,,+5362%,+5362%,,,,,,,,,,,,,,,,,,,
1164,sel fou 555 - L'artisan épicier - 100g,04669999,100 g,['Bocal'],"[""L'artisan épicier""]",,['Nancy'],,,,['France'],[],,[],?,?,,?,,?,?,,,,,"['Epicerie', 'Condiments']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,baguette,05151325,,,,,,,,['Carfour'],['France'],[],,[],?,?,,?,,?,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,
1166,Prganic chia seeds,05356454,,,,,,,,,['France'],[],,"['Végétalien', 'Végétarien']",?,459,1920 kj(459 kcal),"32,7","3,5","2,3","21,9",0,0,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,
1167,vitad'or - 1L,05384990,1L,['bouteille plastique'],"[""vitad'or""]",,,,,,['France'],['UILE DE TOURNES Aconsommer de préférence avant fio/Lot vir surla outelle'],,[],3397,?,3397 kj(812 kcal),91,"10,1",0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",91 g,en quantité élevée,10.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-6%,,-7%,-6%,-5%,-100%,-100%,-100%,-100%,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,
1168,0541599002209,0541599002209,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,croquants crème de myrtille - apiflor - 200g,05892563,200g,,['Apiflor'],,,,,,['France'],"['CROQUANTS CRÉME DE MYRTILLE BIO édients : farine de blé*', 'sucre*', 'beurre""', ""lait'"", 'crème de myrtille 1,90% arome naturel de myrtille 0,8%""', 'oeuf*', 'sel', "" ●Issus de l'agriculture biologique""]","['Œufs', 'Lait']",['Non végétalien'],?,455.4,1905 kj(455 kcal),"13,5","8,8","77,9","6,7","8,89","3,556","30,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,
1170,059700409,059700409,,,,,,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,belvita petit déjeuner original - lu - 435g,0601112713880,435g,['boîte en carton'],['Lu'],,,,,,['France'],[],,[],1864,?,1864 kj(446 kcal),15,"2,5",67,"7,3","0,69","0,276",28,,['Petit-déjeuners'],15 g,en quantité modérée,2.5 g,en quantité modérée,28 g,en quantité élevée,0.69 g,en quantité modérée,+29%,,+40%,+165%,+66%,+13%,-31%,+88%,+345%,+345%,11,+14%,D,+14%,,,,,,,,,,,,,,,
1172,préparation pour cake salé - Maïzena - 170g,06070397,170 g,['Carton'],['Maïzena'],,['France'],,,['U'],['France'],"['amidons ', 'mais', 'pois', ""blanc d EUF jaune d'CEUF"", 'farine de riz', 'poudre à lever diphosphates et carbonates de sodium', 'sel', 'curcuma mais']",,[],379,?,379 kj(91 kcal),"6,6",2,62,17,"3,7","1,48","1,6",,['Sans gluten'],6.6 g,en quantité modérée,2 g,en quantité modérée,1.6 g,en faible quantité,3.7 g,en quantité élevée,,,-72%,-20%,+16%,+17%,-90%,+221%,+796%,+796%,12,+76%,D,+76%,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,4,"['E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",,,,
1173,Rose Biscuits -,0615000029724,,,,,,,,,['France'],[],,[],?,515,2155 kj(515 kcal),"29,4","14,5","58,9","6,6","0,5","0,2",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Tartinade de fraises et basilic - Les Nancy au fourneau - 100mL,0628055955177,100 mL,,['Les Nancy au fourneau'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,06214272,06214272,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,p'tit goem de l'iroise - récoltant à  Ploumoguer - 100grs,0634065412708,100grs,"[""conserver au sec à  l'abri de la lumière""]",['récoltant à  Ploumoguer'],,,,,,['France'],"[""gélifiant à base d'algues rouge  "", ' produit naturel pour épaissir sauce', ' confiture  etc']",,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Jamaican curry - Casablanca natural spices - 9oz,0639235101338,9 oz,,['Casablanca natural spices'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,0645692556611,0645692556611,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Nestlé,06471590,,,['Nestlé'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Nice Delaunay Leveillé - 40g,0654479001886,40 g,,['Delaunay Léveillé'],,,,,,['France'],[],,[],?,396,1657 kj(396 kcal),2,"1,21","92,8","1,7","0,154","0,062","75,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1181,0654479012172,0654479012172,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Guignol - Delaunay Léveillé,0654479769113,,,['Delaunay Léveillé'],,,,,,['France'],[],,[],?,496,2075 kj(496 kcal),"24,3","15,5","64,9","6,2","0,7","0,28","29,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,500g,06720342,500 g,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,noix de grenoble,06821702,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Noix françaises', 'Noix de Grenoble']",,,,,,,,,,,,,,,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,
1185,materne pomme peche abricot sabs sucres ajoutes - 16,06910129,16,['Pots'],['Materne'],['France'],['Aisne'],,,,['France'],"['pomme 79,6% ', 'purée et purée concentrée', 'pêche 1 0,0%', 'abricot 10,0%', 'arôme naturel', 'antioxydant: acide ascorbique']",,[],?,63,264 kj(63 kcal),"0,6","0,5","12,8",0,"0,01","0,004","11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs', 'Pommes origine france']",,4,['E300 - Acide ascorbique'],,,,
1186,Biere blanche cuvée du cirque de Gavarny,0700461912903,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,
1187,Twisties Fromage Cheese -,0706799200026,,,,,,,,,['France'],"['Maïs', 'huile végétale ', 'huile de palme', 'riz', 'extraits secs de lait', 'extraits secs de fromage', 'protéine végétale hydrolysée ', 'maïs', 'extrait de levure', 'exhausteur de goût ', 'glutamate monosodique', 'sels minéraux ', 'phosphate de sodium', 'citrate de sodium', 'acide lactique', 'poudre de lactosérum,', 'sel', 'poudre de lait', 'cheddar', 'diacétate de sodium', 'arômes naturels complexes', 'carbonate de magnésium', 'substances aromatisantes naturelles', 'guanylate disodique', 'inosinate disodique', 'rocou ', 'colorant : bixine', 'huile de tournesol']",['Lait'],"['Huile de palme', 'Non végétalien']",?,526,2201 kj(526 kcal),"28,3","12,9","61,4","6,6","1,7","0,68","6,2",C,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",28.3 g,en quantité élevée,12.9 g,en quantité élevée,6.2 g,en quantité modérée,1.7 g,en quantité élevée,,+13%,+12%,+42%,+138%,+3%,+58%,-33%,-15%,-15%,24,+56%,E,+56%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,4,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E262ii - Diacétate de sodium', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E160b - Rocou']",,,,['Huile de palme']
