,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,brand_owner,nova_score,generic_name,link,additives,allergens,ingredients_origins,manufacturing,origin_detail
652,Läderach,7612562273230,,,,['France'],[],[],,,,,,,,,?,,576,,2410 kj(576 kcal),,1,,1,,5,,2,,2,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Andouille,2200170034500,,,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],,,,,,,,,?,,327,,1368 kj(327 kcal),,28,,11,,0,,0,,20,,"2,8",,"1,12",,,,,,"['FR 72.039.003 CE', 'Bonnétable (Sarthe, France)']",,,,,,,,,,,,,,,,,,,,
654,vin d'Espagne,3263857534013,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Le croquant tatin pomme caramel,3770000271348,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Pâte à tartiner au Marshmallow saveur caramel,3596655221985,,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"0,3",,0,,81,,49,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
657,Filet mignon de dinde,0215243029712,,,"['Nutriscore', 'Nutriscore A']",['France'],[],[],,,,,,,,,?,,162,,678 kj(162 kcal),,"9,1",,"2,6",,0,,0,,20,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
658,Filets de poulet fermier - Carrefour Bio,0287565074589,['Carrefour Bio'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Bio'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Carrefour'],,,,,,,,,
659,Tourte au bleu du vercors,2274689127060,,,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,"17,9",,"7,2",,"1,2",,"0,4",,"16,1",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
660,Escalope de poulet fermier,2871718039822,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",['Label Rouge'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Film en plastique'],D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
661,Cremant de bourgogne Charles de fère Grande cuvée brut,3277190002665,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Tomme noire des Pyrénées,0206925010104,,,,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,28,,20,,"1,5",,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
663,Cadillacs,8710452400090,,,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"0,1",,"0,1",,80,,59,,"3,5",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
664,Rumstecks,0206382065075,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Vin du domaine Renicci,3545212011262,,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,11,,0,,21,,12,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
666,English breakfast,8714100532133,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Roti saumuré fumé au bois de hêtre,2245025054777,,,,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"4,4",,"1,7",,"0,5",,"0,4",,22,,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,,,
668,Salade piémontaise jambon,0209210019295,,,,['France'],[],[],,,,,,,,,?,,137,,573 kj(137 kcal),,9,,1,,"8,9",,"0,9",,"4,3",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
669,Emmental de Savoie IGP,2488748030578,,,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,31,,20,,"0,5",,"0,5",,31,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
670,Vinaigre à l'hysope,3760125820439,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Poulet fermier bio,2657958101617,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Sucre glace,8713016057532,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,100,,97,,0,,0,,0,,,,,,,['Boîte en plastique'],,,,,,,,,,,,,,,,,,,
673,Passata di pomodoro - 500g,8010036000846,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés']",['Sans conservateurs'],['France'],[],[],1 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,1.2 g,en quantité modérée,?,,28,-59%,117 kj(28 kcal),-57%,1,-43%,0,-100%,3,-60%,3,-48%,"1,2",-39%,"1,2",+83%,"0,48",+83%,0,,B,,,,,,,,,,,,500 g,,,,,,,,,,
674,Taikoo - 250g,4899888002192,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,
675,Pâté de campagne recette normande,3521921600010,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Baies de goji,8422193000452,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Pâte à tartiner cacao - 400g,4002309007885,,,,['France'],[],[],,,,,,,,,?,,558,,2335 kj(558 kcal),,"33,6",,"7,9",,"61,6",,"61,3",,"1,6",,"0,18",,"0,072",,,,,,,,,,,,,,,,400 g,,,,,,,,,,
678,Mimolette extra vieille,0239912049924,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles']",,['France'],[],[],29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,3 g,en quantité élevée,?,,387,-2%,1619 kj(387 kcal),-2%,29,-0%,21,+2%,"0,5",-44%,"0,5",-34%,31,-4%,3,+0%,"1,2",+0%,19,-2%,E,-2%,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
679,"Thé noir ""Hymne à l'amour",3760295260196,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Kalamata olives,5213004740895,,,,['France'],[],[],,,,,,,,,?,,253,,1059 kj(253 kcal),,"26,7",,"3,1",,"1,8",,"0,1",,"1,3",,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,
681,35647005990440,35647005990440,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,P'tit Yop parfum vanille - Yoplait,3329770001275,['Yoplait'],,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,3,,2,,30,,30,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Emmental pasteurise,0200153015153,,,,['France'],[],[],,,,,,,,,?,,8,,33 kj(8 kcal),,7,,0,,12,,12,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Graine pour piaf,3601010021817,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Creme de poireau et st-jaque,27086285,,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"2,5",,"1,5",,"4,3",,"0,7",,"1,5",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,
686,Confiture de Fraises - 700g,8698529300439,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,68 g,en quantité élevée,0 g,en faible quantité,?,,286,+32%,1197 kj(286 kcal),+31%,0,-100%,0,-100%,71,+34%,68,+34%,"0,5",+13%,0,-100%,0,-100%,12,+37%,D,+37%,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,700 g,,,,,,,,,,
687,Miettes de thon à la tomate,5636626480312,,,,['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,5,,"0,6",,"2,5",,"2,5",,14,,"1,25",,"0,5",,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,
688,Gül reçeli,8690799004284,,,,['France'],[],[],,,,,,,,,?,,292,,1222 kj(292 kcal),,0,,0,,"71,8",,"70,9",,"1,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Riz au lait,3760014421310,,"['Desserts', 'Puddings', 'Riz au lait']",,['France'],[],[],2.7 g,en faible quantité,2 g,en quantité modérée,23.6 g,en quantité élevée,0.2 g,en faible quantité,?,,374,+158%,1565 kj(374 kcal),+161%,"2,7",-28%,2,-12%,"77,2",+242%,"23,6",+75%,"10,1",+195%,"0,2",+55%,"0,08",+55%,5,+24%,C,+24%,,,B,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,,,,,
690,Jamnon cuit fume superieur,0253604017121,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Couronne des rois nature,2090000176957,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Jambon sec fume,0253602033581,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,"['FR 25.361.020 CE', 'Malbuisson (Doubs, France)']",,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
693,Tagliatelles - Antica Pasteria - 500g,8007303012336,['Antica Pasteria'],,,['France'],[],[],,,,,,,,,?,,293,,1226 kj(293 kcal),,"3,2",,"0,7",,53,,"0,5",,12,,"0,09",,"0,036",,,,,,,,,,,,,,,,500 g,,,,,,,,,,
694,Fraises - Fruits Rouges & Co - 340g,3385630086523,['Fruits Rouges & Co'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,340 g,,,,,,,,,,
695,Préparation pour pain de campagne,3760049570755,,,,['France'],[],[],,,,,,,,,?,,1440,,6025 kj(1440 kcal),,"0,9",,"0,17",,"65,5",,"1,7",,12,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
696,Mousse d'or,2251334202105,,,,['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,3,,"0,9",,75,,36,,8,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
697,Vollmilchschokolade,4006446001096,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Farine de blé pâtissière - 5kg,3760193641240,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,5 kg,,,,,,,,,,
699,Cantal aop,0204332021324,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,30,,21,,"1,5",,0,,25,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
700,Whth,7630477850261,,,,['France'],[],[],,,,,,,,,?,,568,,2377 kj(568 kcal),,37,,"22,2",,"49,22",,"47,7",,7,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,
701,Bûche aux noix,0209676017125,,,,['France'],[],[],,,,,,,,,?,,297,,1243 kj(297 kcal),,26,,18,,"5,6",,"2,2",,11,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
702,Baeckeoffe - 450g,3385330000201,,['Baeckeoffe'],"['Sans colorants', 'Sans conservateurs']",['France'],[],[],3.4 g,en quantité modérée,2.2 g,en quantité modérée,0.2 g,en faible quantité,0.9 g,en quantité modérée,?,,343,,1435 kj(343 kcal),,"3,4",,"2,2",,"6,6",,"0,2",,"8,2",,"0,9",,"0,36",,4,,C,,,"['Barquette en plastique', 'Film en plastique']",,,,,,,,,450 g,,,,,,,,,,
703,Veritable jambon persillé de Bourgogne,2272809018304,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambon persillé', 'Jambon persillé de Bourgogne']",,['France'],[],[],5.8 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,140,-4%,586 kj(140 kcal),-4%,"5,8",-8%,"2,2",-4%,"0,5",-2%,"0,5",+5%,22,0%,"1,8",+5%,"0,72",+5%,5,-16%,C,-16%,,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,
704,Cordon bleu de volaille a poêler origine France - Despi,160304600170,['Despi'],"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",,['France'],[],[],17 g,en quantité modérée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1.29 g,en quantité modérée,?,,261,+2%,1092 kj(261 kcal),+2%,17,+4%,"4,5",+5%,14,-1%,"1,6",+7%,12,-1%,"1,29",-1%,"0,516",-1%,12,+5%,D,+5%,,,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,
705,Filet de truites fumé,0200000046774,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['FR 25.633.025 CE', 'Vuillafans (Doubs, France)']",,,,,,,,,,,,,,,,,,,,
706,Turrones artesanos - Vicens,8410495950988,['Vicens'],,,['France'],[],[],,,,,,,,,?,,559,,2339 kj(559 kcal),,39,,5,,39,,30,,15,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
707,Crepinette de Porc,2607985012738,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Miel de chêne de provence -,3770000242287,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de chêne']","['Bio', 'Bio européen']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
709,Saucisse de volaille,2250337040141,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,E,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,
710,Petits flocons d'avoine,3273120030029,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,['France'],[],[],7.1 g,en quantité modérée,1.3 g,en faible quantité,1 g,en faible quantité,0.01 g,en faible quantité,?,,377,+2%,1577 kj(377 kcal),+2%,"7,1",+0%,"1,3",+4%,62,+4%,1,-39%,11,-11%,"0,01",-67%,"0,004",-67%,0,,B,,,,B,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,,,
711,"Saucisse sèche ""Le pastou""",2462773043291,,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,"28,8",,14,,"4,1",,"3,9",,"22,7",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
712,Terrine de cochon grillé persillé,0200100450006,,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,14,,"5,3",,"0,7",,"0,7",,19,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
713,Miel,3770001608167,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Petits fours aux pepites de chocolat noir - Eric Bur,3144550008677,['Eric Bur'],,,['France'],[],[],,,,,,,,,?,,531,,2222 kj(531 kcal),,31,,"12,4",,59,,35,,"6,3",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,,
715,Pates et Curry Legumes - 75g,0779997419309,,,['Bio'],['France'],[],[],,,,,,,,,?,,326,,1364 kj(326 kcal),,"1,4",,"0,3",,"65,8",,"6,3",,10,,"1,5",,"0,6",,,,,,,,,,,,,,,,75 g,,,,,,,,,,
716,Rognons de boeuf,0290159019811,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['FR 35.136.002 CE', 'Janzé (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,
717,Saumon,0257190085083,,,,['France'],[],[],,,,,,,,,?,,869,,3636 kj(869 kcal),,"13,6",,"2,6",,0,,0,,"20,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
718,Père Joseph,0252903024342,,,,['France'],[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,27,,19,,0,,0,,22,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
719,Chocorettes,3281580121003,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,"13,2",,"10,08",,"80,2",,"67,4",,"3,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
720,Jus de tomate - Vitamont,55032018,['Vitamont'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en quantité modérée,0 g,en faible quantité,?,,16,-20%,67 kj(16 kcal),-18%,"0,5",+181%,"0,1",+248%,"3,5",-5%,"2,6",-19%,"0,5",-33%,0,-100%,0,-100%,-5,,B,,,,,,,,,,,,,,,,,,,,,,
721,Port Salut,0252031021718,,,,['France'],[],[],,,,,,,,,?,,314,,1314 kj(314 kcal),,26,,18,,0,,0,,20,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
722,Chocolat - Réauté Chocolat - 18g,3676200000002,['Réauté Chocolat'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat']",,['France'],"['sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', "" Peut contenir des traces d'arachides"", 'de fruits à coques', ""de gluten et d'œufs"", ' Ccacao:33,6% minimum ', 'chocolat au lalt']",['Non végétalien'],36 g,en quantité élevée,22 g,en quantité élevée,50 g,en quantité élevée,0.2 g,en faible quantité,?,,563,+2%,2356 kj(563 kcal),+2%,36,+6%,22,+4%,51,-5%,50,-4%,7,+5%,"0,2",+2%,"0,08",+2%,27,+3%,E,+3%,,,,,,,,,,,18 g,,,4,,,['E322i - Lécithine'],,,,
723,Key Lime Sunser Sweets - 7oz,0899355000083,,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,8,,0,,52,,52,,0,,"0,5",,"0,2",,,,,,,,,,,,,,,,7 oz,,,,,,,,,,
724,Articulation bio,3700446419370,,,"['Bio', 'Sans gluten']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Creme dessert saveur noix de coco,3700413404248,,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,"2,5",,"1,7",,10,,"6,3",,72,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
726,Usn Spike Burn 24 Lattine Da 440 ML,6009705668892,,,,['France'],[],[],,,,,,,,,?,,3,,13 kj(3 kcal),,0,,0,,0,,0,,0,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,
727,Doony 's chocolat × 6,0207558020331,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Miel de Sarrasin,3770003135920,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sarrasin']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
729,Tagliatelle aux carrote - Fleury Michon - 560g,3302740031984,['Fleury Michon'],,"['Fabriqué en Italie', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,560 g,,,,,,,,,,
730,Brie Maubert,0252904016865,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,33,,23,,1,,1,,18,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
731,Bruyère,3266191077123,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Noix de Muscade - La Vie Claire,3266191021539,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade entières']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,,,,,,,,,,,
733,Miel de fleurs,3533422250083,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
734,Crackers,3662444003619,,,,['France'],[],[],,,,,,,,,?,,385,,1611 kj(385 kcal),,"1,06",,0,,"86,08",,"2,06",,"7,54",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,
735,Paul dequidt,13000730834932000,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Pain burger,0203060012598,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Purée amande - 200g,20210014,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]","['Bio', 'Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",54.8 g,en quantité élevée,4.5 g,en quantité modérée,4.3 g,en faible quantité,0.02 g,en faible quantité,?,,643,+1%,2690 kj(643 kcal),+2%,"54,8",+2%,"4,5",+0%,"4,8",-43%,"4,3",-13%,"28,8",+32%,"0,02",+20%,"0,008",+20%,12,+212%,D,+212%,,,,,,,,,,,200 g,,,,,,,,,,
738,Cordon bleu halal,5906713264119,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",['Halal'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,
739,pickled cucumebers,0735143061167,,,,['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,0,,0,,"4,3",,"3,5",,0,,"3,75",,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
740,Chocolat noir éclats fèves de cacao - Le Chocolat des Français,3701198801604,['Le Chocolat des Français'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs aux fèves de cacao']","['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",['France'],"['Masse de cacao*', 'sucre de canné roux*', 'beurre de cacao grué de cacao* ', '6%', ' Peut contenir des traces de gluten', 'oeufs', 'soja', 'lait', 'arachides et fruits à coque']",[],44 g,en quantité élevée,26.5 g,en quantité élevée,24.1 g,en quantité élevée,0.02 g,en faible quantité,?,,569,+1%,2381 kj(569 kcal),+1%,44,+6%,"26,5",+6%,"27,4",-21%,"24,1",-12%,"8,2",+1%,"0,02",-37%,"0,008",-37%,22,+7%,E,+7%,,,D,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,3,,,,,,,
741,Fdvhd,0100000134498,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
