,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,packaging,categories,labels,manufacturing,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,allergens,ingredients_origins,traceability_code,link,markets,brand_owner
1050,Sesam Geschält / Sésame décortiqué - Seeberger - 250g,4008258509029,250g,['Seeberger'],"['France', 'Allemagne']","['D/CH/A Sesam geschält', ' Unter Schutzatmosphäre verpackt', ' Nach dem Öffnen bitte kühl und trocken lagern! Mindestens haltbar bis Ende: siehe unten', ' F/B Peut contenir des traces de gluten']",[],?,674,2820 kj(674 kcal),62,10,"3,1","0,7",22,"0,02","0,008",,['Kunststoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Saltufo - Bedford - 80g,4008298680818,80 g,['Bedford'],['France'],"['Viande de porc', 'gras de porc', '11% PARMIGANO REGGIANO AOP', ""3% truffes d'été "", 'tuber aestivum', 'sel marin', 'épices ', 'contient MOUTARDE', 'PROTÉINE DE LAIT', 'gélatine de porc', 'amidon de pommes de terre', 'dextrose', 'arôme', 'maltodextrine', 'hydrolysat de protéines végétales', 'conservateur : E252', 'E202', 'antioxydant : E301']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1515,365,1515 kj(365 kcal),28,11,"2,2","< 0,5",26,"3,8","1,52",Salami tranché à la truffe d’été avec du Parmigiano Reggiano AOP,['Pot en plastique transparent'],"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis', 'Salami de porc']",,['Allemagne'],"['E428 - Gélatine', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",4,28 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,3.8 g,en quantité élevée,24,E,D,-11%,-5%,-6%,-14%,-15%,+43%,-34%,+28%,+0%,+0%,+1%,+1%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,"['Lait', 'Moutarde']",,['DE NI-11020 EG'],,,
1052,Saltufo,4008298680856,,,['France'],[],[],?,385,1611 kj(385 kcal),28,11,"2,2","0,5",26,"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Steakhouse Pfanne - FRoSTA - 500g,4008366001361,500 g,['FRoSTA'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,['Kunststoff'],['Plats préparés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Müsli 107 glutenfrei - Seitenbacher,4008391461178,,['Seitenbacher'],['France'],[],[],?,430,1799 kj(430 kcal),20,3,46,33,10,"0,1","0,04",,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Lapin - Ferrero rocher - 100g,4008400173627,100 g,['Ferrero rocher'],['France'],"['Chocolat au LAIT ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'LAIT écrémé en poudre', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'éclats de NOISETTES 20%']","['Sans huile de palme', 'Non végétalien']",?,608,2544 kj(608 kcal),"45,8","22,1","39,8",39,"7,3","0,112","0,045",Chocolat au lait avec éclats de noisettes,['Aluminium'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Aliments de Pâques', 'Lapins en chocolat']","[""Fabriqué dans l'UE""]",,['E322i - Lécithine'],4,45.8 g,en quantité élevée,22.1 g,en quantité élevée,39 g,en quantité élevée,0.112 g,en faible quantité,25,E,E,,+10%,+10%,+34%,+6%,-26%,-25%,+12%,-42%,-42%,-5%,-5%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"['Lait', 'Fruits à coque', 'Soja']",,,,,
1056,"Mini Mix - Fines gaufrettes enrobées de chocolat au lait, fourrées lait et noisettes - Ferrero - 152g",4008400250625,152 g,"['Ferrero', 'Kinder']","['France', 'Suisse']","['Chocolat au LAIT 31% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'LAIT écrémé en poudre', 'BEURRE concentré', 'émulsifiants: lécithines [SOJA]', 'vanilline', 'sucre', 'huile de palme', 'farine de FROMENT', 'NOISETTES 10,8%', 'LAIT écrémé en poudre', 'LAIT en poudre', 'chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants: lécithines [SOJA]', 'vanilline', 'cacao maigre', 'émulsifiants: lécithines [SOJA]', 'poudres à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'vanilline', ' \rSur le total : produits laitiers ', 'lait écrémé en poudre', 'lait en poudre: 18%', 'beurre concentré : 1%']","['Huile de palme', 'Non végétalien']",?,572,2393 kj(572 kcal),"37,3","17,3","49,5","41,2","8,6","0,27","0,108","Fines gaudrettes enrobées de chocolat au lait, fourrées lait et noisettes",['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', ""Calendriers de l'avent""]",,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",4,37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.27 g,en faible quantité,27,E,,,+13%,+11%,+27%,-1%,-12%,-20%,+45%,+41%,+41%,+8%,+8%,,,,,,,,['Huile de palme'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,
1057,Pingui Framboise - Kinder - 128g,4008400293028,128 g,"['Kinder', 'Ferrero']",['France'],"['Préparation à la framboise 20% ', 'purée de framboises 50%', 'sirop de glucose-fructose', 'sucre', 'gélifiant : pectine', 'jus de citron concentré', 'arômes', 'acidifiant : acide citrique', 'chocolat supérieur au lait 19,5% ', 'sucre', 'beurre de cacao', 'lait en poudre', 'pâte de cacao', 'émulsifiants : lécithines ', 'soja', 'arômes', 'lait frais pasteurisé 16,5%', 'sucre', 'huile de palme', 'farine de froment', 'lait écrémé en poudre', 'dextrose', 'beurre concentré', 'oeuf', 'cacao maigre', 'levure de bière', 'arômes', ""émulsifiants : mono et diglycérides d'acides gras"", 'sel']","['Huile de palme', 'Non végétalien']",?,425,1780 kj(425 kcal),"23,4","14,7","48,1","41,9","4,69","0,178","0,071",Génoise fourrée lait et framboise enrobée de chocolat supérieur au lait,"['Plastique', 'Frais']","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Frais', 'Barres de céréales', 'Desserts lactés', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,,"['E440 - Pectines', 'E330 - Acide citrique', 'E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,23.4 g,en quantité élevée,14.7 g,en quantité élevée,41.9 g,en quantité élevée,0.178 g,en faible quantité,23,E,E,,-19%,-19%,-29%,-28%,-4%,-12%,-38%,-35%,-35%,-11%,-11%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,['Huile de palme'],"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,['Carrefour'],
1058,Maxi King - Kinder - 3 * 35g (105g),4008400818528,3 * 35 g (105 g),"['Kinder', 'Ferrero']",['France'],"['Chocolat au lait 28,5% ', 'beurre de cacao', 'sucre', 'lait en poudre', 'pâte de cacao', 'émulsifiants: lécithines [soja]', 'arômes', 'lait frais pasteurisé 14,5%', 'sucre', 'caramel 11% ', 'lait concentré sucré', 'sucre', 'noisette', 'huile de palme', 'arômes', 'noisettes 10,5%', 'huile de palme', 'lait écrémé en poudre 5,5%', 'farine de froment', 'beurre concentré', 'farine de riz', 'amidon', 'émulsifiants ', ""mono et diglycérides d'acides gras"", 'lécithines [soja]', 'arômes', 'sel', 'poudre à lever: carbonate acide de sodium', ' épaississant ', 'gomme tara']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2165,?,2165 kj(517 kcal),"37,5",19,"38,2","35,6","6,7","0,191","0,076","Fines gaufrettes enrobées de chocolat au lait et noisettes broyées, avec fourrage lait et caramel","['Plastique', 'Sachet']","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Frais', 'Barres de céréales', 'Desserts lactés', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']","['Sans colorants', 'Sans conservateurs']",,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E500ii - Carbonate acide de sodium', 'E417 - Gomme tara']",4,37.5 g,en quantité élevée,19 g,en quantité élevée,35.6 g,en quantité élevée,0.191 g,en faible quantité,23,E,E,-2%,,-2%,+14%,-6%,-24%,-25%,-11%,-31%,-31%,-11%,-11%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,['Huile de palme'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,['Cora'],
1059,Choco Fresh - Kinder - 105g,4008400890326,105g,"['Kinder', 'Ferrero']",['France'],"['Chocolat supérieur au lait 42% ', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines ', 'soja', 'vanilline', 'noisettes 14%', 'huile de palme', 'sucre', 'lait frais pasteurisé', 'lait écrémé en poudre', 'beurre de cacao', 'beurre concentré', ""émulsifiants : mono et diglycérides d'acides gras"", 'vanilline']","['Huile de palme', 'Non végétalien']",2421,?,2421 kj(579 kcal),"43,7","21,7","39,3","39,3","7,3","0,178","0,071","Chocolat supérieur au lait, fourré lait et noisette","['Carton', 'Frais']","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Frais', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Desserts au chocolat', 'Barres chocolatées au lait']",,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,43.7 g,en quantité élevée,21.7 g,en quantité élevée,39.3 g,en quantité élevée,0.178 g,en faible quantité,25,E,D,+9%,,+10%,+33%,+7%,-21%,-17%,-3%,-35%,-35%,-3%,-3%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,['Huile de palme'],"['Lait', 'Fruits à coque', 'Soja']",,,,['Cora'],
1060,Mozzarella - Goldsteig - 125g,4008432023945,125 g,['Goldsteig'],"['France', 'Italie']",[],[],?,245,1025 kj(245 kcal),"18,5",13,"1,5","1,5",18,"0,5","0,2",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,,,18.5 g,en quantité modérée,13 g,en quantité élevée,1.5 g,en faible quantité,0.5 g,en quantité modérée,10,C,D,,-6%,-5%,-11%,-7%,+46%,+99%,+7%,-26%,-26%,-2%,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1061,"Rahmjoghurt, Waldfrucht - Weihenstephan",4008452035737,,['Weihenstephan'],['France'],"['Rahmjoghurt mit 19 % Fruchtzubereitung 10% Fettim Milchanteil Zutaten: Rahmjoghurt', 'Zucker', '1,9 % Brom- beeren*', '% Himbeeren*', '1,9 % Erdbeeren*', '1 firbende Frucht- und Pflanzenkonzentrate ', 'Traube', 'Karotte', 'natürliches Aroma', ' *Fruchtgehalt im Endprodukt: 6,7 %']",[],?,141,590 kj(141 kcal),8,"5,4","13,6",13,"2,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Mascarpone Joghurt - Weihnenstephan - 150g,4008452038431,150g,['Weihnenstephan'],"['France', 'Allemagne']","['Joghurt', 'Zucker', 'Wasser', 'Himbeeren*', '3 % Mascarpone ', 'Sahne', 'Zitronensaftkonzentrat', 'Himbeersaft* aus Himbeersaftkonzentrat', 'Stärke', 'Verdickungsmittel Citronensäure', 'Säureregulator Natriumcitrate', 'färbende Pflanzenkonzentrate ', 'Karotte', 'Hibiskus', 'natürliches Aroma', ' * 8,5%']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,134,561 kj(134 kcal),"7,2","4,9","13,7","12,7","2,6","0,13","0,052",,,['Produits laitiers'],,,"['E330 - Acide citrique', 'E331 - Citrates de sodium']",4,7.2 g,en quantité modérée,4.9 g,en quantité modérée,12.7 g,en quantité élevée,0.13 g,en faible quantité,6,C,,,-46%,-44%,-60%,-59%,+178%,+212%,-79%,-83%,-83%,-41%,-41%,,,,,,,,,['Lait'],,,,,
1063,Saucisson de volaille avec viande de boeuf et paprika - Emin - 200g,4008460261135,200 g,['Emin'],['France'],"['Viande de volaille séparée mécaniquement ', '36 % poulet', '20 % dinde', 'peau de poulet', 'eau', 'viande de poulet ', '6 %', 'viande de boeuf ', '5 %', 'amidon de pomme de terre', 'sel', 'poivrons ', '1 %', 'dextrose', 'épices', 'stabilisateur : E450', 'antioxydant : E300', 'acidifiants : E330', 'E327', 'E262', 'arôme', 'poudre végétale ', 'betteraves rouges', 'conservateur : E250', ""extraits d'épices""]","['Non végétalien', 'Non végétarien']",1012,244,1012 kj(244 kcal),20,"6,5","3,6","3,6",12,"1,801","0,72",Saucisson tranches de boeuf aux paprika,"['Plastique', 'Frais', 'Sous-vide']","['Viandes', 'Charcuteries', 'Charcuteries diverses']",['Halal'],['Allemagne'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E330 - Acide citrique', 'E327 - Lactate de calcium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,20 g,en quantité modérée,6.5 g,en quantité élevée,3.6 g,en faible quantité,1.8 g,en quantité élevée,17,D,,-9%,-17%,-16%,-18%,-30%,+106%,+359%,-20%,-8%,-8%,-10%,-10%,,,,,,,,,,,['DE NI 10046 EG'],,['Casino'],
1064,Pré-tranchées de volaille pistaches - Emin - 200g,4008460261227,200 g,['Emin'],['France'],"['Viande de volaille séparée mécaniquement ', '30 % poulet', '21 % dinde', 'peau de poulet', 'viande de poulet 10 %', 'eau', 'amidon de pomme de terre', 'sel', 'pistaches 1 %', 'dextrose', 'épices', 'stabilisateur E450', 'antioxydant E300', 'acidifiants E330', 'E327', 'E262', 'arôme', 'poudre végétale ', 'betteraves rouges', 'conservateur E250', ""extraits d'épices""]","['Non végétalien', 'Non végétarien']",1032,249,1032 kj(249 kcal),21,"6,5","3,7","3,7",11,"1,801","0,72",Saucisson tranches de volaille aux pistaches,"['Frais', 'Plastique', 'Sous-vide']","['Viandes', 'Charcuteries', 'Charcuteries diverses']",['Halal'],['Allemagne'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E330 - Acide citrique', 'E327 - Lactate de calcium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,21 g,en quantité élevée,6.5 g,en quantité élevée,3.7 g,en faible quantité,1.8 g,en quantité élevée,17,D,,-7%,-15%,-15%,-14%,-30%,+111%,+372%,-27%,-8%,-8%,-10%,-10%,,,,,,,,,['Fruits à coque'],,['DE NI 10046 EG'],,['Casino'],
1065,Saucisse Orientales De Volaille - Kamar,4008460266420,,['Kamar'],['France'],"['Viande séparée mécaniquement ', '43% poulet', '21% dinde', 'eau', 'poulet avec peau', 'viande de poulet ', '7%', 'amidon de pomme de terre', 'sel', 'épices', 'dextose stabilisants: E450', 'E262 antioxydant: E300', ""extraits d'épices"", 'conservateur: E250', 'enveloppe comestible de collagène bovin', 'colorant : E120', 'arôme', 'fumée']","['Non végétalien', 'Non végétarien']",?,214,895 kj(214 kcal),17,"5,3","4,3","0,5",11,"1,8","0,72",,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['Halal'],,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",4,17 g,en quantité modérée,5.3 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,14,D,E,,+19%,+17%,+44%,+46%,+244%,-4%,-33%,+1%,+1%,+43%,+43%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,
1066,Filet de saumon en croûte - Costa - 750g,4008467052507,750 g,['Costa'],['France'],"['Filet de saumon ', '35,9%', 'farine de froment', 'fromage frais', 'eau', 'crème aigre', 'graisse de palme', 'carottes', 'oignons', 'huile de colza', 'amidon modifié', 'œufs de poule', 'sel de table iodé', 'aneth', 'épices', 'acidifiant : acide citrique', ""émulsifiants : mono-glycérides et di-glycérides d'acides gras"", 'levure']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1005,242,1005 kj(242 kcal),"16,5","8,3","12,8","2,6",10,"0,7","0,28",,['Boite carton'],"['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats préparés surgelés']","['en:FSC', 'FSC Mix']",['Norvège'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,16.5 g,en quantité modérée,8.3 g,en quantité élevée,2.6 g,en faible quantité,0.7 g,en quantité modérée,13,D,,+65%,+62%,+60%,+135%,+219%,-2%,+24%,+48%,-8%,-8%,+437%,+437%,,,,,,,,['Huile de palme'],"['Œufs', 'Poisson', 'Gluten', 'Lait']",,['DE NI-11076 EG'],,['Noz'],
1067,Yaourt stracciatella - Byo Essentiel - 500g,4008471483007,500 g,['Byo Essentiel'],['France'],[],[],?,145,607 kj(145 kcal),"7,6",5,"15,1","14,6","3,3","0,12","0,048",,['Pot'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux copeaux de chocolat']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,7.6 g,en quantité modérée,5 g,en quantité modérée,14.6 g,en quantité élevée,0.12 g,en faible quantité,6,C,C,,+5%,+5%,+26%,+26%,-1%,+4%,-3%,+12%,+12%,+5%,+5%,78.7%,11.7%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,
1068,Sobbeke Bio Vanille - 150g,4008471503835,150 g,['Sobbeke'],['France'],[],[],?,102,427 kj(102 kcal),"2,9","1,9","14,3","13,9","4,1","0,15","0,06",,['Pot'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",['Bio'],,,,2.9 g,en faible quantité,1.9 g,en quantité modérée,13.9 g,en quantité élevée,0.15 g,en faible quantité,3,C,,,+11%,+11%,-11%,-7%,+30%,+38%,+9%,+30%,+30%,-2%,-2%,,,,,,,,,,,['DE NW-501 EG'],,,
1069,"Söbbeke, Pfirsich Maracuja",4008471503934,,['Söbbeke'],['France'],"['lait fermenté', 'sucre de canne brute', '8 % de pêche', '1', '5 % de jus de fruit de la passion', 'amidon ', 'épais- sissants : farine de graines de caroube et pectine', ""jus de citron concentré'""]",['Non végétalien'],?,102,427 kj(102 kcal),3,2,"13,8","13,8","3,8","0,13","0,052",,,,['Bio'],,"['E410 - Gomme de caroube', 'E440 - Pectines']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Corn Flakes - Hahne - 375g e,4008569007061,375 g e,['Hahne'],['France'],"['Maize 91 %', 'sugar', 'cooking salt', 'barley malt extract ', 'syrup']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,370,1548 kj(370 kcal),1,0,"83,4","8,6","7,2","2,2","0,88",Corn Flakes,"['Carton', 'boîte', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']","['Point Vert', 'Fabriqué en Allemagne']",['Allemagne'],,3,1 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité modérée,2.2 g,en quantité élevée,11,D,C,,-2%,-2%,-8%,-100%,+1%,-20%,0%,+82%,+82%,+47%,+47%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Gluten'],,,,,
1071,Hahne Crunchy Fruit Muesli,4008569028943,,['Hahne'],['France'],"['CFJ', ' Muesli croustillant au chocolat IngrédienÉ: flocons d’avoine complets ', '53%', 'fruit séché', '20 %', ' ', 'raisins de smyme', 'copeaux de noix de coco ,banane séché', 'banane', 'huile de sure', 'arôme', 'morceaux de pommes', ' sucre de canne complet', 'graisse de palme', 'noix de coco râpée', 'flocons de blé', 'sirop de glucose,extrudat de céréales grillé ', 'farine de farine de blé', 'sucre', 'extait de malt s’orge', ',sel']",['Huile de palme'],?,449,1879 kj(449 kcal),"18,4","10,1","60,2",27,"7,2","0,25","0,1",,,,['Fabriqué en Allemagne'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],['Gluten'],,,,,
1072,Compote Pomme Fraise - Carrefour,4008596501945,,['Carrefour'],"['France', 'Italie']",[],[],?,70,293 kj(70 kcal),"0,5","0,2",16,11,"0,3",0,0,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",,,,,0.5 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,18,E,,,+52%,+53%,+192%,+604%,+52%,+13%,-22%,-100%,-100%,+227%,+227%,,,,,,,,,,,,,['Carrefour'],
1073,Adventskalender - Friedel,4008601242917,,['Friedel'],['France'],"['sucre', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'lactose', 'lactosérum en poudre', 'émulsifiant : lécithines de tournesol ', ' extrait de vanille', ' Peut contenir des traces de noisettes', ""d'amandes"", 'gluten et de soja', ' Fabriqué en Allemagne']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,547,2289 kj(547 kcal),"31,9",20,"57,7","56,3",6,"0,15","0,06",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', ""Calendriers de l'avent""]",['Fabriqué en Allemagne'],,['E322i - Lécithine'],4,31.9 g,en quantité élevée,20 g,en quantité élevée,56.3 g,en quantité élevée,0.15 g,en faible quantité,26,E,,,+8%,+6%,+9%,+14%,+3%,+9%,+1%,-22%,-22%,+4%,+4%,,,,,,,,,['Lait'],,,,,
1074,Cranberry classic light - Ocean Spray - 1L,4008667010581,1 L,['Ocean Spray'],"['France', 'Suisse']","['Eau', 'jus de cranberry à base de concentré ', '27%', 'stabilisant : pectine', ""correcteur d'acidité : citrate de sodium"", 'arôme', 'édulcorant : sucralose']",['Sans huile de palme'],42,?,42 kj(10 kcal),0,0,1,1,0,0,0,"Boisson au jus de cranberry, avec édulcorants","['Bouteille', 'Plastique']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons édulcorées', 'Boissons à la canneberge']","['Peu ou pas de sucre', 'Point Vert', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Avec édulcorants']",,"['E440 - Pectines', 'E331 - Citrates de sodium', 'E955 - Sucralose']",4,0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,3,C,B,-69%,,-71%,-100%,-100%,-88%,-87%,-100%,-100%,-100%,-72%,-72%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,"['États-Unis', 'Canada', 'Chili']",,,,
1075,Roundies / Maïs au miel - Laita,4008713700947,,['Laita'],['France'],"['Farine de blé', 'lait frais pasteurisé', 'sucre', 'oeufs', 'beurre frais', 'dextrose', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,402,1682 kj(402 kcal),"3,6","1,1","86,9","32,3","4,9","0,9","0,36",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,,,
1076,Shellinos - Joe’s Farm,4008713700954,,['Joe’s Farm'],"['France', 'Espagne']","['Farine de blé ', '54%', 'sucre', 'cacao maigre en poudre ', '6%', 'sirop de glucose', 'pâte de cacao ', '3%', 'amidon de blé', 'farine de riz', 'huile de palme', 'fructose', 'arôme', 'cannelle']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,392,1640 kj(392 kcal),"4,4","2,2","77,5",30,"7,9","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,4,4.4 g,en quantité modérée,2.2 g,en quantité modérée,30 g,en quantité élevée,0.01 g,en faible quantité,7,C,D,,-2%,-2%,-49%,0%,+16%,+80%,-15%,-97%,-97%,+30%,+30%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Huile de palme'],['Gluten'],,,,,
