,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,traceability_code,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,generic_name,allergens,brand_owner,additives,nova_score,markets,ingredients_origins,link,manufacturing,palm_ingredients
1108,L'extra Saucisson Sec supérieur,2688492035038,['France'],[],[],?,353,1477 kj(353 kcal),25,10,"1,6","0,2",29,"6,2","2,48",,,,['Sans colorants'],D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",25 g,en quantité élevée,10 g,en quantité élevée,0.2 g,en faible quantité,6.2 g,en quantité élevée,,-12%,-13%,-21%,-19%,-28%,-85%,+5%,+33%,+33%,23,-4%,E,-4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,
1109,Cube de filet de poulet,3571320831317,['France'],[],[],?,?,,?,,?,,?,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1110,6 cuillères apéritifs de la mer - Thiriet,3292590801328,['France'],[],[],?,187,782 kj(187 kcal),"14,9",7,2,"1,8","10,8","1,08","0,432",,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1111,Bean Boozled - Jelly Belly,0071570006280,"['France', 'États-Unis']","['Sugar', 'corn syrup', 'modified food starch', 'contains 2% or less of the following: peach puree concentrate', 'banana puree', 'lime juice concentrate', 'pear juice concentrate', 'coconut', 'dark chocolate [sugar', 'chocolate liquor', 'cocoa butter]', 'cocoa powder', 'natural and artificial flavors', 'vinegar', 'citric acid', 'lactic acid', 'sodium citrate', 'calcium lactate', 'sodium lactate', 'sodium diacetate', 'color added', 'red 40 lake', 'yellow 5 & 6 lake', 'yellow 5 & 6', 'red 40', 'blue 1 & 2 lake', 'blue 1', 'vegetable and fruit juice ', 'color', 'maltodextrin', 'beeswax', 'carnauba wax', ""confectioner's glaze"", 'tapioca dextrin', 'salt']",['Non végétalien'],?,367,1536 kj(367 kcal),0,0,"93,33",70,0,"0,168","0,067",,,['Jelly Belly'],,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",0 g,en faible quantité,0 g,en faible quantité,70 g,en quantité élevée,0.168 g,en faible quantité,,+5%,+5%,-100%,-100%,+8%,+13%,-100%,+102%,+102%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,Jelly Belly Candy Company,"['E330 - Acide citrique', 'E270 - Acide lactique', 'E331 - Citrates de sodium', 'E327 - Lactate de calcium', 'E325 - Lactate de sodium', 'E262ii - Diacétate de sodium', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E1400 - Dextrines']",4,,,,,
1112,Girolles au vinaigre - Borde,3112306203638,['France'],[],[],?,?,,?,,?,,?,,,,,['Borde'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Girolles']",,,,,,,,,,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,"['Fabriqué en France', 'France']",
1113,Chocolat Fin Blanc Madagascar - Menakao,3760155710410,['France'],"['PUR BEURRE DE CACAO', 'LAIT ENTIER EN POUDRE', 'SUCRE DE CANNE', 'AROME COCO', 'VANILLE NATURELLE', ' PRÉSENCE POSSIBLE DE FRUITS À COQUE ET DE PROTÉINES DE LAIT']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,564,2360 kj(564 kcal),"36,1","21,7",54,"50,1","6,32","0,26","0,104",,,['Menakao'],,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats aromatisés', 'Chocolats blancs aromatisés']",36.1 g,en quantité élevée,21.7 g,en quantité élevée,50.1 g,en quantité élevée,0.26 g,en faible quantité,,,+1%,+4%,+1%,+1%,+20%,+5%,+37%,+37%,28,+11%,E,+11%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,Chocolat blanc à l'arôme coco,['Lait'],,,4,,,https://menakao.com/chocolat-blanc-35-cacao-min-noix-de-coco/,,
1114,Thym Bio Provence 25G Rech Prov Antan Bio,3554740400448,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Gofret,8690646382220,['France'],[],[],?,500,2092 kj(500 kcal),"24,3",12,65,37,"5,2","0,05","0,02",,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Comté 15 points minimum,2619022016043,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5",27,"0,86","0,344",,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.86 g,en quantité modérée,,+5%,+6%,+7%,+6%,+8%,+80%,+7%,-12%,-12%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
1117,Terrine de campagne - Carrefour Bio,2227848017382,['France'],[],[],?,331,1385 kj(331 kcal),29,11,2,"0,9",15,"1,5","0,6",,"['EMB 29004D', 'Bannalec (Finistère, France)']","['Carrefour Bio', 'Carrefour']","['Bio', 'Bio européen', 'FR-BIO-13']",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",29 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,1.5 g,en quantité modérée,,+2%,+3%,+2%,+2%,-13%,+4%,+7%,-6%,-6%,20,+3%,E,+3%,,,,,,,,,,,,,,['Carrefour'],,,,
1118,Bonbons des Vosges,3760115260863,['France'],[],[],?,0,0 kj(0 kcal),"0,2","0,14","98,6",72,1,"0,025","0,01",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Whole Creations Vegan Pizza,5060273440632,['France'],[],"['Végétalien', 'Végétarien']",?,252,1054 kj(252 kcal),"9,2","3,6",37,"4,2","3,2","0,81","0,324",,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,MOON HARBOUR,3770005698065,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Croustillant framboise X2 décongelé,,['France'],[],[],?,300,1255 kj(300 kcal),20,5,15,9,5,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Sirops de fleur de coco,89201664,['France'],[],[],?,312,1305 kj(312 kcal),0,0,78,78,0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Cabardès,3760182392108,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,10153130,10153130,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Yaourt Sucrés,3760152330017,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Vin,8055960171101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Meringues,3304218023781,['France'],[],[],?,396,1657 kj(396 kcal),"1,1","0,02","95,3","52,1","3,3","0,3","0,12",,,,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",1.1 g,en faible quantité,0.02 g,en faible quantité,52.1 g,en quantité élevée,0.3 g,en quantité modérée,,+5%,+5%,+7%,-95%,+9%,-37%,-18%,+86%,+86%,15,+3%,D,+3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,,,,,,,,,
1128,Ravioles traditionneles,3760177670105,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,GOLD STANDARD 100% PLANT PROTEIN - Optimum nutrition,5060469987125,['France'],[],"['Végétalien', 'Végétarien']",?,397,1661 kj(397 kcal),"6,5",2,12,"2,7",68,"0,2","0,08",,,['Optimum nutrition'],"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Velouté de Choux-Fleur au Parmesan,3701138116393,['France'],[],[],?,64,268 kj(64 kcal),"5,5","3,4","1,7","0,7","1,4","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Saint chinian-roquebrun,3379431111676,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Citron,6415600545365,['France'],[],[],?,17,71 kj(17 kcal),0,0,"4,1","4,1",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Anchaud du Perigord,3760105963026,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Préparations à l'huile d'olive,3760194212128,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Miel fleurs  d'acacia,3760139920118,['France'],[],[],?,?,,?,,?,,?,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1136,Miel de Châtaignier,3760131651409,['France'],[],[],?,?,,?,,?,,?,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1137,Terrine de campagne 3 poivres,0211370000006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Bonbon suisses aux plantes - Ricola,3174332018082,['France'],[],[],?,235,983 kj(235 kcal),0,0,97,0,0,0,0,,,['Ricola'],,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-34%,-34%,-100%,-100%,+16%,-100%,-100%,-100%,-100%,2,-86%,B,-86%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1139,Vin,3279984000062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,"TOMATES SECHEES ""PESTO ROSSO""",3770006741159,['France'],[],[],?,142,594 kj(142 kcal),"8,7",1,"9,5","5,2","4,7",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Delicias à la crème de citron,3497390000975,['France'],[],[],?,376,1573 kj(376 kcal),19,"2,7",50,12,"4,4","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Croissant pur beurre,0210215009457,['France'],[],[],?,380,1590 kj(380 kcal),21,14,40,"6,9","6,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Carciofini alla paesana,8002170406400,['France'],[],[],?,71,297 kj(71 kcal),"5,9","0,8","1,1","0,1","1,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Mont d'Or Mini,3160070939116,['France'],[],[],?,?,,?,,?,,?,,,,"['FR 25.282.002 CE', 'Goux-les-Usiers (Doubs, France)']",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages au lait cru', 'Fromages à pâte molle à croûte lavée', ""Mont d'Or""]",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1145,Jägermeifter,4067700014788,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Plat raclette nature-moutarde-poivre,0235296079113,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Ch'ti brioches au maroilles,3420130068546,['France'],[],[],?,324,1356 kj(324 kcal),"18,6","13,1","25,3","3,5","12,1","2,3","0,92",,,,['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Pain de campagne,2600170009841,['France'],[],[],?,?,,?,,?,,?,,,,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1149,Prosecco,4333465988504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Massa se pimentao - Amanhecer,5601227021516,['France'],[],[],?,2,8 kj(2 kcal),"0,6","0,3","2,7","0,1","1,1","12,9","5,16",,,['Amanhecer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Dormi,7622210085283,['France'],[],[],?,355,1485 kj(355 kcal),11,"1,5",64,30,"4,6","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Thé glacé virgin mojito - Le Comptoir de Mathilde,3700961301105,['France'],[],[],?,?,,?,,?,,?,,,,,['Le Comptoir de Mathilde'],['Produits faisant référence au Mojito'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Marin Vin Blanc,3341400004036,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Vin rouge,3661935890011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Stick de gungembre eco - Ametller Origen,8436551861869,['France'],[],[],?,335,1402 kj(335 kcal),"0,1","0,1","77,2","69,4","5,3","0,3","0,12",,,['Ametller Origen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Croutons salade caesar,8410131031583,['France'],[],[],?,451,1887 kj(451 kcal),17,"1,5",62,"3,5",12,"3,1","1,24",,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",17 g,en quantité modérée,1.5 g,en quantité modérée,3.5 g,en faible quantité,3.1 g,en quantité élevée,,-5%,-5%,-17%,-50%,+5%,-5%,+27%,+59%,+59%,16,+10%,D,+10%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,,,,,,
1157,Aioli,3375160013571,['France'],[],[],?,752,3146 kj(752 kcal),82,"8,7","0,8","0,5","2,8","0,69","0,276",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Dragees,3322219051015,['France'],[],[],?,441,1845 kj(441 kcal),11,1,80,76,"3,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Château dubois gramont,3295890201669,['France'],[],[],?,?,,?,,?,,?,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,['France'],,,
1160,Cidre brut bio - Terre de l'Alpe - 75cl,3760165989653,['France'],[],[],?,?,,?,,?,,?,,,,,"[""Terre de l'Alpe""]","['Bio', 'Bio européen', 'FR-BIO-01']",C,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres demi-secs']",,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,75cl,,,,,,,,,,
1161,Bleu d'aubergne comptoir,0204439015417,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Barbacoa,8413111100606,['France'],[],[],?,587,2456 kj(587 kcal),"47,9",5,"15,7","3,8",19,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Bricelet spinalien,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Tomme noire des pyrenees,0208594019884,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Pâté de campagne a l'ancienne de porc francais,0253023011748,['France'],[],[],?,327,1368 kj(327 kcal),30,11,"2,2","0,9",12,"1,6","0,64",,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",30 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,1.6 g,en quantité élevée,,+5%,+5%,+11%,+9%,-9%,-2%,-15%,-4%,-4%,21,+11%,E,+11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
1166,Cul d'Ange,3396748500542,['France'],[],[],?,216,904 kj(216 kcal),"0,1","0,1",53,45,"0,5","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Grissini Rosmarino,8031771001530,['France'],[],[],?,459,1920 kj(459 kcal),21,4,52,1,9,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Graines de Courges Akșen,8697992181767,['France'],[],[],?,625,2615 kj(625 kcal),62,11,"0,7","0,5",38,"0,28","0,112",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",62 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,0.28 g,en faible quantité,,+10%,+10%,+40%,+45%,-91%,-57%,+27%,-47%,-47%,18,+70%,D,+70%,,,,,,,,,,,,,,,,,,
1169,Brassica numero 1,3760128281503,['France'],[],[],?,122,510 kj(122 kcal),7,"0,6","7,1","2,5","6,5","2,9","1,16","['Bocal', 'Verre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Rochers rhum raisins - Louvat,3308960011447,['France'],[],[],?,464,1941 kj(464 kcal),"27,27","23,89","46,1","41,58","3,89",1,"0,4",,,['Louvat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Birabeille amer bière mirabelle - Distillerie Paul Devoille - 100cl,3428660760701,['France'],"['Eau', 'sucre', 'eau de vie de mirabelle de Lorraine', 'eau de vie de mirabelle', 'alcool', 'caramel', 'arômes naturels', 'macération de gentiane et de quinquina']",[],?,?,,?,,?,,?,0,0,['Bouteille en verre opaque'],,['Distillerie Paul Devoille'],,D,"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Amers']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,100 cl,Amer à la mirabelle,,,,4,['Epicerie Locavore de Bourroches'],['Mirabelles de Lorraine'],,['Fougerolles'],
1172,Food colour,5060281183217,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Winter Medley - FunCakes - 180g,8718531939448,['France'],"['sucre', 'dextrose', 'farine de riz', 'sirop de glucose', ""huile d'arachide partiellement hydrogénée"", 'huile de colza partiellement aydrogenée', 'colorant : E174', 'E153', 'E171', 'sel', 'gélatine ', 'bovine', 'épaississant: E415', 'arôme', ""correcteur d'acidité : E330"", ""agent d'enrobage: E904"", 'orge malté', 'amidon de pomme de terre', 'huile végétale ', 'palme', 'noix de coco', 'épaississant : E411 ', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,400,1674 kj(400 kcal),"1,9","0,4","93,5","85,5","0,5",0,0,,,['FunCakes'],,B,"['Aides culinaires', 'Édulcorants', 'Aides à la pâtisserie', 'Décorations alimentaires', 'Sucres', 'Vermicelles multicolores', 'Sucres perlés']",1.9 g,en faible quantité,0.4 g,en faible quantité,85.5 g,en quantité élevée,0 g,en faible quantité,,-9%,-9%,-85%,-95%,+28%,+26%,-86%,-100%,-100%,14,-32%,D,-32%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,180 g,,"['Gluten', 'Arachides', 'Soja']",,"['E174 - Argent', 'E153 - Charbon végétal médicinal', 'E171 - Oxyde de titane', 'E428 - Gélatine', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E904 - Gomme-laque', ""E411 - Gomme d'avoine""]",4,,,,,['Huile de palme']
1174,Financier pistache,3276550654988,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,3663518200125,3663518200125,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Chips de banane,0209526008402,['France'],[],[],?,?,,?,,?,,?,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Fruits et produits dérivés', 'Chips', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,,,,,,,,,,,,,,,,,,,,,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,,,,
1177,Le lune gialle,8033897710174,['France'],[],[],?,394,1648 kj(394 kcal),"5,1","0,7","71,7","0,7","10,9","0,057","0,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,3474636355969,3474636355969,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Red Palm,0706649511074,['France'],[],[],?,900,3766 kj(900 kcal),100,48,0,0,0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Macaron,2660435029526,['France'],[],[],?,416,1741 kj(416 kcal),18,"4,3",52,52,"9,8","0,16","0,064",,,,,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",18 g,en quantité modérée,4.3 g,en quantité modérée,52 g,en quantité élevée,0.16 g,en faible quantité,,-2%,-2%,+1%,-5%,-6%,+3%,+14%,+12%,+12%,19,+8%,E,+8%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,
1181,Single cask - Clément,3107460006928,['France'],[],[],?,?,,?,,?,,?,,,,,['Clément'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,bière,3760254450194,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Genepi - Bigallet,3336770002393,['France'],[],[],?,?,,?,,?,,?,,,,,['Bigallet'],,E,"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Génépi']",,,,,,,,,,,,,,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,
1184,Crème caramel au beurre et à la fleur de sel,3760134638513,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Gourmeline x2 - Auchan,2090000176919,['France'],[],[],?,?,,?,,?,,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1186,Lo bartas,1531014000513,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Bizcocho taco almendra,8436558953130,['France'],[],[],?,417,1745 kj(417 kcal),"20,68","2,61","51,39","22,35","6,54","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
