,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,allergens,generic_name,packaging,categories,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,traceability_code,palm_ingredients,brand_owner
1136,Couscous de Riz Bio - Bia Italian Food - 250g,8011033182566,['Bia Italian Food'],['France'],"[""Farine de riz de l'agriculture biologique"", 'eau']",[],?,367,1536 kj(367 kcal),"1,1","0,4",80,"0,9","8,8",0,0,250g,"['Bio', 'Bio européen', 'en:gluten-free']",,,['sachet dans carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de riz']",,,,1,1.1 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,,+6%,+5%,-43%,+15%,+15%,-61%,-19%,-100%,-100%,-2,,A,,,,,,,,,,,,,,
1137,Spaghetti M / æg 500 GR. Pirro,8011119004171,,['France'],[],[],?,385,1611 kj(385 kcal),"4,5","1,4",73,"1,8","13,1","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Pane guttiau,8011194108504,,['France'],[],[],?,443,1854 kj(443 kcal),17,"2,4",63,"1,9","8,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Ravioli Bio Gorgonzola et Noix - Michelis,8011207071696,['Michelis'],['France'],"["" Farce 55%' Ricotta "", 'pere ', ' e', 'sei', ""correcteur d'acidité: acide lactique"", 'chapefure ', 'i', ' ', ""fartne de BLE tendre I 'Y"", 'levure de bière', 'sel', 'fromage Gorgonzola ACP sei', ' presure', 't sei Pâtes 45%: semoule de BLE dur tanne de 81E tendre C', ' ŒUFS ', ' ? ', ' 16%', ' Saupoudré avec farine de riz']",['Non végétalien'],?,277,1159 kj(277 kcal),"8,1","3,8",38,"2,4",12,"1,5","0,6",,"['Bio', 'Bio européen', 'IT-BIO-006']","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E270 - Acide lactique'],,,,
1140,Natural Water From the Alps - Source Fonte Sauzè,8011233081508,['Source Fonte Sauzè'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,5","0,2",,,,,,['Boissons'],,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,+1105%,+1105%,2,-74%,C,-74%,,,,,,,,,,,,,
1141,Girasoli avec saumon,8011242120991,,['France'],[],[],?,263,1100 kj(263 kcal),11,"4,5",30,"1,5",12,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Pasta Di Ave Speck,8011242121318,,['France'],[],[],?,275,1151 kj(275 kcal),14,"5,2",26,"3,2",12,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Pasta Di Ave Truffe - Avesani,8011242121325,['Avesani'],['France'],"['ricotta ', 'lactosérum', 'sel', ""correcteur d'acidité: acide lactique"", 'semoule de blé dur', 'œufs ', '11 % sur le produit finì', 'chapelure ', 'farine de blé tendre type ""0""', 'sel', 'levure', 'fromage Grano Padano ', 'lait', 'sel', 'présure', 'conservateur: lyzozyme des œuf', 'huile de tournesol', 'sel', 'arômes', 'truffe ', '0,01% sur le produit fini', ' ', 'Tuber Magnatum', ' Peut contenir traces de: poisson', 'de crustacès', 'de palourdes et de fruits à coque', ' Produit conditionné sous atmosphère protectrice', ' A conserver à une temperature de maximum +40C', "" Une fois l'emballage ouvert"", 'le produit se conserve trois jours au frigo', ' A consommér après caisson', ' Temps de cuisson: 4 minutes', "" A consommer jusqu'à la date indiquéèe sur le front du paquet""]","['Non végétalien', 'Non végétarien']",?,249,1042 kj(249 kcal),"7,8","4,7",31,2,"12,7","1,4","0,56",,,"['Œufs', 'Lait']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E270 - Acide lactique'],,,,
1144,Soja gratin,8011322000137,,['France'],[],[],?,99,414 kj(99 kcal),"6,5","1,4","6,3","1,2","3,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,b.iO puntoio,8011510015707,,['France'],[],[],?,10,42 kj(10 kcal),3,0,0,0,0,0,0,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Semi dit finocchio  - Colfiorito - 100g,8011515944194,['Colfiorito'],['France'],[],[],?,?,,?,,?,,?,,,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Semi tostati per verdure  cotte e crude  - Colfiorito  - 150g,8011515946143,['Colfiorito'],['France'],[],[],?,?,,?,,?,,?,,,150g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Bauletti Citron,8011629001950,,['France'],[],[],?,421,1761 kj(421 kcal),"15,9","7,7","64,9","30,6","5,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Spirali n50 - Riscossa,8011780001578,['Riscossa'],['France'],[],[],?,349,1460 kj(349 kcal),2,"0,7",67,"3,6",12,"0,011","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Riscossa Riso Superfino Arborio,8011780004401,['Riscossa'],['France'],['riz arborio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,349,1460 kj(349 kcal),"0,6","0,1",78,"0,3","7,4","0,01","0,004",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz pour risotto', 'Riz à grain court', 'Riz arborio', 'en:Riso Arborio']",,,,1,0.6 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.01 g,en faible quantité,,-1%,-1%,+3%,-31%,+4%,+55%,+5%,+56%,+56%,-1,,A,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,
1151,Lasagne - Riscossa,8011780005958,['Riscossa'],['France'],[],[],?,371,1552 kj(371 kcal),4,"1,2","67,5","2,1","14,2","0,026","0,01",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Riscossa Specialita'084 Orecchiet. gr. 500,8011780007846,['Riscossa'],['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3",75,"3,5","12,5","0,002","0,001",,['Fabriqué en Italie'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Orecchiette']",,,,,1.5 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en faible quantité,0.002 g,en faible quantité,,+3%,+4%,+6%,-12%,+11%,+32%,+6%,-94%,-94%,-1,,A,,,,,,,,,,,,,,
1153,16 Riccia - Riscossa,8011780008164,['Riscossa'],['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3",75,"3,5","12,5","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Mezzani Tagliati Pâtes - Riscossa,8011780009338,['Riscossa'],['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3",75,"3,5","12,5","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Riscossa Spirali Pasta 0G No.,8011780009505,['Riscossa'],['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3",75,"3,5","12,5","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Pâtes alimentaires de semoule de blé dur - Pastificio Riscossa - 500g,8011780009536,['Pastificio Riscossa'],['France'],"['Semoule de blé dur de qualité supérieure', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1507,355,1507 kj(355 kcal),"1,5",,"75,2",,"12,5",,,500 g,"[""Produit d'Italie""]",['Gluten'],Pâtes alimentaires au blé dur de qualité supérieure en forme de roues,['Sachet plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['Italie'],http://www.riscossa.it/catalogo/pasta_scheda.asp?id_pasta=14&tipo=8&,,1,1.5 g,en faible quantité,,,,,,,-0%,-0%,+0%,-25%,,+8%,,0%,,,,,,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
1157,Rosmarino 500 G NR. 71 Riscoss - Riscossa,8011780009710,['Riscossa'],['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3",75,"3,5","12,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Croccantelle gusto pizza,8011795101706,,['France'],[],[],?,446,1866 kj(446 kcal),15,"1,7",66,"3,5",10,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Taralli - forno Damiani - 100g,8011795102161,"['forno Damiani', 'Eurosnack']","['France', 'Italie']","['farina di grano tenero', 'olio di girasole alto oleico', 'vino ', 'contiene solfiti', 'olio di oliva ', '4%', 'sale', 'antiossidante: E392 ', 'estratto di rosmarino', ' Può contenere tracce di: soia', 'semi di sesamo', 'segale', 'orzo', 'avena', 'latte e derivati del latte']",['Sans huile de palme'],1984,473,1984 kj(473 kcal),"19,5","1,9","63,5","1,7","9,8","2,2","0,88",100g,"['en:palm-oil-free', 'Concours International des Vins et Spiritueux VINUS']","['Gluten', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'it:Prodotto da forno', 'it:Taralli']",,,,3,19.5 g,en quantité modérée,1.9 g,en quantité modérée,1.7 g,en faible quantité,2.2 g,en quantité élevée,+46%,+44%,+44%,+218%,+62%,+16%,-57%,+3%,+72%,+72%,15,+194%,D,+194%,,,,,,,,,['E392 - Extrait de romarin'],,,,
1160,Sfogliette,8011795103298,,['France'],[],[],?,436,1824 kj(436 kcal),16,"1,7",67,"2,7",11,2,"0,8",,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Parmigiano reggiano - Farnese,8012126100115,['Farnese'],['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+0%,+1%,+1%,+1%,-100%,,-1%,0%,0%,17,+2%,D,+2%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
1162,Le Specialità italiane - Lasagne - Giglio - 500g,8012169001240,['Giglio'],['France'],['Semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1525,360,1525 kj(360 kcal),"1,5","0,3",73,"3,2",12,"0,01","0,004",500 g,,['Gluten'],Pâtes de semoule de blé dur,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Lasagnes à garnir']",['Italie'],,,1,1.5 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,0.01 g,en faible quantité,+7%,+3%,+4%,-24%,-42%,+6%,+16%,+1%,-65%,-65%,-4,,A,,,,,,,,,,,,,,
1163,Cocktail de fruits au sirop léger,8012309200007,,['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,1",15,15,"0,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Demi poires au jus de poire - Italfrutta - 230g,8012309720000,['Italfrutta'],['France'],"['Poires', 'jus de poire', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",232,50,232 kj(50 kcal),"0,2",0,12,"9,2","0,3","0,01","0,004",230 g,,,,"['Conserve', 'Conserve']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Poires au sirop']",,,,1,0.2 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité modérée,0.01 g,en faible quantité,-13%,-30%,-15%,+5%,-100%,-19%,-28%,+9%,-36%,-36%,-3,,A,,A,31.2%,35.3%,16.8%,8.7%,8.0%,0.0%,95,['E330 - Acide citrique'],,,,
1165,Il Cotechino - salumificio Bellucci - 250g,8012318000537,['salumificio Bellucci'],"['France', 'Italie']",[],[],?,243,1017 kj(243 kcal),16,"5,8",0,0,24,"2,5",1,250 g,['en:gluten-free'],,,"['Cartone', 'Alluminio']",['it:carne-suina'],['Castelnuovo Rangone (Modena)'],,,,16 g,en quantité modérée,5.8 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,,,,,,,,,,18,,D,,,,,,,,,,,,,,
1166,Gallette de riz - Noivoi,8012386260437,['Noivoi'],['France'],"['Organic brown rice 99,4%', 'salt May contain traces of GLUTEN']",[],?,393,1644 kj(393 kcal),"2,6","0,6",82,"0,7",9,"0,6","0,24",,"['Bio', 'Bio européen', 'IT-BIO-007']",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Abs Org Tomato Passata 400g - 400g,8012462040038,,['France'],[],[],?,28,117 kj(28 kcal),"0,26",0,"5,2","5,2","1,33","0,02","0,008",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Miel Tournesol - Mielizia,8012527001158,['Mielizia'],['France'],"[""Produit par: CONAPI Dans l'établissement} de Via Idice 299"", 'Monterenzio www', 'mielizia', 'it A consommer e pré érence avant e,']",[],?,331,1385 kj(331 kcal),0,0,"82,5","82,5","0,3",0,0,,"['Bio', 'Bio européen', 'IT-BIO-009', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Miel Italien de Tilleul - MIELIZIA BIO,8012527002100,['MIELIZIA BIO'],"['France', 'Italie']",['Miel Biologique'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,331,1385 kj(331 kcal),0,0,"82,5","82,5","0,3",0,0,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'IT-BIO-009']",,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,['Naturasi'],2,0 g,en faible quantité,0 g,en faible quantité,82.5 g,en quantité élevée,0 g,en faible quantité,,+33%,+33%,-100%,-100%,+11%,+25%,+12%,-100%,-100%,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
1170,Perte affettati - Per te - 70g,8012591060228,['Per te'],['France'],"['coscia di suino ', '81%', 'acqua', 'sale', 'amido di patata', 'aromi', 'destrosio', 'gelificante:E407', 'esaltatore di sapidità:E621 antiossidante:E301', 'conservanti:E250', ' Prodotto confezionato in atmosfera protettiva', 'Conservare a max +4°C']","['Non végétalien', 'Non végétarien']",?,156,653 kj(156 kcal),9,4,"0,7","0,5",18,"1,7","0,68",70g,['en:gluten-free'],,,,['it:Affettati'],,,,4,9 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,,,,,,,,,,11,,D,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1171,Fagioli - Carrefour,8012666000661,['Carrefour'],['France'],[],[],?,94,393 kj(94 kcal),"0,7","0,1",13,"0,9","6,2","0,71","0,284",,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Fagioli Cannellini (alubias) - Carrefour,8012666000685,['Carrefour'],['France'],[],[],?,87,364 kj(87 kcal),"0,9","0,2",11,"0,6","5,7","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Tropicale - Carrefour,8012666006427,['Carrefour'],['France'],"['Succo di ananas 57,5%', 'succo di arancia 30%', 'purea di guava 2%', 'succo del frutto della passione 2%', 'purea di mango 2%', 'succo di lime 2%', 'succo di banana 1,5%', 'purea di papaya 1,5%', 'purea di pesca 1,5%']",[],?,42,176 kj(42 kcal),"0,5",0,"9,6","9,5","0,5",0,0,,,,,,['Boissons'],,,['Carrefour'],1,0.5 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité élevée,0 g,en faible quantité,,-25%,-27%,+44%,-100%,-15%,+1%,+1%,-100%,-100%,3,-61%,C,-61%,,,,,,,,,,,,,
1174,Carrefour Mackerel Fillets In Olive Oil,8012666014231,['Carrefour'],['France'],"['Filetti di sgombro occhione ', 'scomber Japonicus', ' in olio di Oliva ', '28%', ' Composizione Ingredienti: filetti di sgombro Occhione ', 'Scomber japonicus', 'olio di Oliva', 'sale', "" Pescati nell'Oceano Atlantico centro orientale con reti da circuizione - zona FAO 34""]","['Non végétalien', 'Non végétarien']",?,218,912 kj(218 kcal),13,"2,3",13,"2,3",24,"0,75","0,3",,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Carrefour Ditali Rigati,8012666028818,['Carrefour'],['France'],['Farine de blé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,371,1552 kj(371 kcal),"1,5","0,3",76,"3,8",13,"0,01","0,004",,,['Gluten'],,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Pane Alla Farina Integrale - Carrefour,8012666029969,['Carrefour'],['France'],[],[],?,259,1084 kj(259 kcal),"4,3","0,8",42,"4,5",9,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Bio Passata Rustica CRF - Carrefour,8012666039364,['Carrefour'],['France'],[],[],?,34,142 kj(34 kcal),"0,5","0,1","6,1","4,7","1,4","0,13","0,052",,['Bio'],,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Burger di tofu com miglio e soia - Carrefour Bio,8012666040315,"['Carrefour Bio', 'Carrefour']",['France'],[],[],?,188,787 kj(188 kcal),11,"1,5",12,"1,3","7,3","1,1","0,44",,['Bio'],,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Burger di Seitan - Carrefour Bio,8012666040346,['Carrefour Bio'],['France'],[],[],?,191,799 kj(191 kcal),"4,7","0,7",11,"2,4",25,"1,2","0,48",,['Bio'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Substituts de viande', 'Seitan']",,,['Carrefour'],,4.7 g,en quantité modérée,0.7 g,en faible quantité,2.4 g,en faible quantité,1.2 g,en quantité modérée,,+15%,+15%,-9%,+2%,+38%,+122%,+27%,+8%,+8%,2,+54%,B,+54%,,,,,,,,,,,,,
1180,Carrefour Baba Al Rhum 130G - 130g,8012666044641,['Carrefour'],"['France', 'Italie']","['acqua', 'sciroppo di glucosio', 'babà 10,8% ', 'farina di burro concentrato', 'Ijevito', 'sale', 'zucchero', 'rhum 4,3%', 'latte scremato in polvere', 'olio di cocco', ""tuorlo d'uug"", 'aroma naturale di rhum', 'stabilizzante: sorbitoli', 'amido di mais', 'addensanti: carragenina - gomma di xanthan', 'fibra vegetale da agrumi', 'emulsionante: mono - e digliceridi degli acidi grassi', ' Tenore in alcool: Dichiarazione nutrizionale: Valori medi per 100g: Energia 876kJ ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,208,870 kj(208 kcal),"4,8","3,4",34,20,"2,5","0,23","0,092",130 g,,"['Œufs', 'Gluten', 'Lait']",Babà al Rum,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Biscuits et gâteaux', 'Pâtisseries', 'Babas au rhum']",,,['Carrefour'],4,4.8 g,en quantité modérée,3.4 g,en quantité modérée,20 g,en quantité élevée,0.23 g,en faible quantité,,-4%,-4%,+19%,+57%,-11%,-30%,+24%,+5%,+5%,8,-19%,C,-19%,B,32.1%,36.9%,15.2%,7.8%,8.1%,0.0%,96,"['E420 - Sorbitol', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
1181,Colomba - Carrefour,8012666045372,['Carrefour'],['France'],[],[],?,373,1561 kj(373 kcal),14,"7,9",55,31,"6,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Carrefour Cioccolato Fondente Madagascar 71% - Carrefour Sélection - 100g,8012666049059,"['Carrefour Sélection', 'Carrefour']",['France'],"['Cacao di provenienza Madagascar in pasta ', '62%', 'zucchero', 'burro di cacao', 'estratto di vaniglia', ' Pub contenere tracce di: frutta a guscio', 'latte e derivati', ' SENZA GLUTINE']",[],?,585,2448 kj(585 kcal),43,26,36,28,"8,9","0,01","0,004",100 g,"['Sans gluten', 'it:Sans gluten']",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",,,['Carrefour'],3,43 g,en quantité élevée,26 g,en quantité élevée,28 g,en quantité élevée,0.01 g,en faible quantité,,+5%,+6%,+10%,+11%,-7%,-16%,+16%,-74%,-74%,18,-17%,D,-17%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,
1183,Rag Toscano Di Cinghiale - Terre D'Italia,8012666500260,"[""Terre D'Italia""]",['France'],"['carne di cinghiale ', '60%', 'doppio concentrato di pomodoro', 'vino rosso', 'olio extra vergine di Oliva', 'carote', 'cipolle', 'sedano', 'sale', 'lauro', 'bacche di ginepro', 'chiodi di garofano', ' Pub contenere tracce di frutta a guscio', 'Pesce e soia', 'SENZA s', 'p', 'A', 'Vla Caldera', '21 - 20153 Milano', 'Prodotto e confezionato da TRIGLIA S', 'r', 'L nello stabilimento di Ma Salcetti 39 20Cge 56010 Nodica ', 'PP DACONSUMARSi']",[],?,214,895 kj(214 kcal),17,"4,6","1,5","1,5",13,"1,1","0,44",,['en:gluten-free'],['Céleri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,T. d. i Pizzoccheri Della Valtellina,8012666500406,,['France'],[],[],?,348,1456 kj(348 kcal),"1,9","0,4",67,"2,5",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Carciofi di Puglia interi sott'olio - Terre D'italia,8012666503773,"[""Terre D'italia""]",['France'],[],[],?,138,577 kj(138 kcal),13,"2,1","1,3","1,2","2,8","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Tegole de la Vallée,8012666504107,,['France'],[],[],?,472,1975 kj(472 kcal),18,"1,7",62,34,13,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Amaretti - Terre d'Italia,8012666504176,"[""Terre d'Italia""]",['France'],"['zucchero', 'mandorle dolci ', '28%', 'mandorle di albicocca ', 'armelline', ' 10%', ""albume d'uovo"", 'conservante: sorbato di potassio', ' Può contenere tracce di altra frutta a guscio']",[],?,461,1929 kj(461 kcal),21,"1,6",58,57,"8,6","0,08","0,032",,['Sans gluten'],,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Amaretti']",,,,,21 g,en quantité élevée,1.6 g,en quantité modérée,57 g,en quantité élevée,0.08 g,en faible quantité,,+2%,+3%,+17%,-11%,-4%,+3%,-0%,-9%,-9%,13,-10%,D,-10%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
1188,Baci di dama del piemonte,8012666504329,,['France'],[],[],?,562,2351 kj(562 kcal),35,18,53,24,"7,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Riso Carnaroli Extra Terre D'italia 1000,8012666520268,"[""Terre d'ITALIA""]",['France'],[],[],?,350,1464 kj(350 kcal),"0,6","0,1",78,"0,5","7,4",0,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Jus d'ananas,8012801009214,,['France'],[],[],?,44,184 kj(44 kcal),0,0,10,10,"0,5",,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,,,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,,,,-10%,-11%,-100%,-100%,-15%,-11%,+41%,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
1191,Suco di pera - Frutttagel,8012801010418,['Frutttagel'],['France'],"['purea di pera ', '60%', 'succo di mela da concentrato ', '38,5%', ' succo di mela concentrato ', '1,5%', 'antiossidante: acido L-ascorbico']",[],?,57,238 kj(57 kcal),0,0,12,12,0,0,0,,,,,,['Boissons'],,,,1,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,,+2%,-1%,-100%,-100%,+6%,+27%,-100%,-100%,-100%,3,-61%,C,-61%,,,,,,,,,['E300 - Acide ascorbique'],,,,
1192,Parmesan - Grana padano - 200gr,8012900003021,['Grana padano'],['France'],[],[],?,?,,?,,?,,?,,,200gr,,,,,"['Sandwichs', 'Sandwichs au fromage', 'Sandwichs au parmesan']",,,,,,,,,,,,,,,,,,,,,,,,,,,C,72.9%,13.3%,5.8%,4.9%,2.5%,0.7%,68,,,,,
