,name,bar_code,quantity,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,packaging,categories,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,labels,palm_ingredients,manufacturing,traceability_code,ingredients_origins,link,brand_owner
40,Soupe de Chalet - Maggi - 94g,7613032572280,94 g,['Maggi'],,"['France', 'Suisse']","['19% pâtes alimentaires ', 'semoule de blé', 'farine de blé', '14', '5% pommes de terre', 'farine de blé', '10% légumes ', 'carottes', 'poireaux', 'céleri', 'oignons', 'épinards', 'ail', 'amidon de mais modifié', 'sel de cuisine iodé', '7', '3% fromage fondu ', 'avec sel de fonte: phosphate de sodium', 'crème', 'graisse et huile végétales ', 'palme', 'tournesol', 'arômes ', 'avec lait', 'protéines de lait', 'extrait de levure', 'épaississant ', 'gomme xanthane', 'lactose', 'petit-lait', 'ciboulette', 'poivre blanc', 'extrait de curcuma', ' Peut contenir des des œufs', 'soja et moutarde']","['Huile de palme', 'Non végétalien']",4,151,?,151 kj(36 kcal),"1,2","0,6","4,7","0,6","1,4","0,88","0,352",,,,,"['E415 - Gomme xanthane', 'E100 - Curcumine']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Céleri', 'Gluten', 'Lait']",,,,,,,
41,100% cacao - Nestlé,7613032572341,,['Nestlé'],,['France'],[],[],,?,387,1619 kj(387 kcal),21,13,"17,3","0,4","18,1","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,750G Fumet Poisson déshydraté Maggi - 750g,7613032575847,750 g,['Maggi'],,['France'],[],[],,?,280,1172 kj(280 kcal),"1,2","0,2",61,"8,9","5,4","26,8","10,72",,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Fumets de poisson']",,,,,,,,,,,+41%,+32%,-29%,-36%,+59%,+66%,-36%,+102%,+102%,,,,,,,,,,,,,,,,,,,
43,Lion mini (+10% gratuit) - Nestlé - 385g,7613032632830,385 g,['Nestlé'],,['France'],"['Chocolat au lait 36,8 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre ', '5,6 %', 'pâte de cacao', 'petit-lait en poudre', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille', 'sirop de glucose', 'céréales croustillantes ', '9,9 %', ' ', 'farine de blé', 'sucre', 'amidon de blé', 'poudre à lever ', 'carbonate de sodium', 'émulsifiant ', 'lécithine de tournesol', 'sel', 'sucre caramélisé', 'farine de blé', 'lait concentré sucré ', 'lait', 'sucre', 'huile végétale', 'maltodextrine', 'stabilisant ', 'glycérol', 'ingrédients du lait ', 'lactose', 'protéines de lait', 'minéraux du lait', 'matière grasse de lait anhydre', 'sucre', 'sirop de glucose-fructose', 'petit-lait en poudre', 'lait écrémé en poudre', 'sel', 'émulsifiants ', 'lécithine de tournesol', 'arôme naturel de vanille', 'poudre à lever ', 'carbonates de sodium et de magnésium', 'épaississant ', 'carraghénanes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,1967,?,1967 kj(470 kcal),"20,8",11,64,"45,4","5,7","0,559","0,224",,"Gaufrette fourrée, nappage caramélisé (36,3%) et céréales croustillantes (9,9%), enrobage chocolat au lait (36,8%)","['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']","['E322i - Lécithine', 'E500i - Carbonate de sodium', 'E422 - Glycérol', 'E500 - Carbonates de sodium', 'E504 - Carbonates de magnésium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",20.8 g,en quantité élevée,11 g,en quantité élevée,45.4 g,en quantité élevée,0.559 g,en quantité modérée,-9%,,-7%,-24%,-27%,+15%,+1%,-16%,+73%,+73%,26,+7%,E,+7%,,,,,,,,"['Gluten', 'Lait']",,,,,,,
44,Lion - Nestlé - 462g,7613032633066,462 g,['Nestlé'],['Monoprix'],['France'],"['Sucre', 'sirop de glucose-fructose', 'lait concentré sucré ', 'lait', 'sucre', 'matières grasses végétales', 'lait écrémé en poudre', 'beurre de cacao', 'lactose', 'céréales croustillantes 5% ', 'farine de blé', 'sucre', 'amidon de blé', 'huile végétale', 'poudre à lever : carbonates de sodium', 'sel', 'sucre caramélisé', 'pâte de cacao', 'petit-lait en poudre', 'beurre pâtissier', 'farine de blé', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille', 'stabilisant ', 'carraghénanes', 'sel', 'poudre à lever ', 'carbonates de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,2065,?,2065 kj(494 kcal),"22,9","14,2","65,5","53,1","5,5","0,33","0,132",,"Gaufrette fourrée, nappage caramélisé et céréales, enrobage chocolat au lait","['Plastique', 'Carton']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']","['E500 - Carbonates de sodium', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",22.9 g,en quantité élevée,14.2 g,en quantité élevée,53.1 g,en quantité élevée,0.33 g,en quantité modérée,-4%,,-2%,-16%,-6%,+18%,+18%,-19%,+2%,+2%,26,+7%,E,+7%,,,,,,,,"['Gluten', 'Lait']",,,,,,,
45,Cheerios - Nestle - 800g,7613032634704,800g,['Nestle'],,"['France', 'Royaume-Uni']","['our ', 'ngredients cereal grains ', 'whole grain oat flour ', '29,6%', 'whole grain wheat ', '29,6%', 'whole grain barley flour ', '17,9%', 'wheat starch', 'vitamins and minerals ', 'calcium', 'vitamin c', 'niacin', 'iron', 'pantothenic acid', 'folic acid', 'vitamin d', 'vitamin b6', 'riboflavin', 'salt', 'sunflower oil', 'colours: annatto', 'carotene', 'caramelised sugar syrup', 'antioxidant: tocopherols', 'allergy advice: for allergens', 'including cereals containing gluten', 'see ingredients in bold', 'may also contain nuts ', 'whole grain corn flour ', '2,1%', 'whole grain rice flour ', '2,1%', 'partially inverted brown sugar syrup', 'sugar', 'se in t']","[""Pourrait contenir de l'huile de palme""]",4,?,380,1590 kj(380 kcal),"4,2","0,9",72,18,"9,4","0,84","0,336",,,,,"['E160b - Rocou', 'E160a - Carotènes mélangés', 'E306 - Extrait riche en tocophérols']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Nestle Renutryl Booster Caramel - 4 Bouteilles ?,7613032637743,,['Nestlé'],,['France'],"['Eau', 'sirop de glucose', 'protéines de lait', ' huiles végétales ', 'tournesol', 'colza', 'saccharose', 'minéraux ', 'citrate de calcium', "" phosphate de c,t'ète de magnésium"", ' chlorure de potassium', ' chlorure de magnésium', 'citrate de sodium', 'oxyde de magnésium', ' sulfate de sutète Se fer', ' fluorure de sodium', ' sulfate de cuivre', 'sulfate de manganèse', ' chlorure de chrome', 'iodure de potassium', 'sélénate de de sodium', ' colorant ', 'El 50dl', 'émulsifiant ', 'E471', 'arôme', ""correcteur d'acidité "", 'E525', 'vitamines ', 'C', 'E', ' niacine', 'acide SS', ' BI', 'A', ' B2', ' acide folique', 'K', ' biotine', ' DI', 'épaississant ', 'carraghénanes', ' sous atmosphère protectrice', ' Stérilisé UHT', ' Sans lactose', ' Sans gluten', ' Fabriqué en France']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,200,837 kj(200 kcal),7,"0,9",24,7,10,"0,24","0,096",,,,"['Boissons', 'Boissons sans sucre ajouté']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E525 - Hydroxyde de potassium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",7 g,en quantité modérée,0.9 g,en quantité modérée,7 g,en quantité élevée,0.24 g,en quantité modérée,,+355%,+325%,+1990%,+849%,+178%,+3%,+1908%,+406%,+406%,16,+190%,E,+190%,,,,,,,,['Lait'],"['Sans gluten', 'Fabriqué en France', 'Sans lactose']",,['France'],,,,
47,Grand Chocolat Lait - Caramel Pointe de Sel - Nestlé - 100g,7613032702441,100 g,['Nestlé'],['Leclerc'],['France'],"['lait entier suisse condensé sucré ', 'lait', 'sucre', 'sucre', 'beurre de cacao', 'éclats de caramel au sel 10% ', 'sucre', 'lactose', 'lait écrémé en poudre', 'beurre salé', 'sel', 'matière grasse végétale', 'petit-lait en poudre', 'émulsifiant : lécithine de soja', 'cacao', 'beurre pâtissier', 'émulsifiant: lécithine de tournesol', 'arôme naturel de vanille de Madagascar', ' Cacao : 28% minimum']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,2245,537,2245 kj(537 kcal),"30,4","17,7","58,4","57,9","6,7","0,61","0,244",C,Chocolat au lait aux éclats croquants de caramel au sel,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['E322i - Lécithine'],30.4 g,en quantité élevée,17.7 g,en quantité élevée,57.9 g,en quantité élevée,0.61 g,en quantité modérée,-2%,-3%,-3%,-12%,-10%,+13%,+18%,-7%,+162%,+162%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Lait', 'Soja']","['Point Vert', 'Fabriqué en Suisse']",,['Suisse'],,['Suisse'],,
48,After Eight Édition Noël Chocolat Noir Cassis - Nestlé - 300g,7613032789718,300 g,"['Nestlé', 'After eight']",,['France'],"['Sucre', 'pâte de cacao', 'sirop de glucose', 'cacao maigre', 'matière grasse de lait anhydre ', 'émulsifiant: lécithine  de tournesol', 'arôme cassis', 'stabilisant : invertase', 'huile essentielle de menthe', 'acidifiant : acide citrique']",['Sans huile de palme'],4,?,445,1862 kj(445 kcal),"19,2","11,5",60,53,4,"0,01","0,004",,,"['Carton', 'Boîte']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël']","['E322i - Lécithine', 'E1103 - Invertase', 'E330 - Acide citrique']",19.2 g,en quantité modérée,11.5 g,en quantité élevée,53 g,en quantité élevée,0.01 g,en faible quantité,,-13%,-13%,-35%,+105%,+27%,+32%,-63%,-87%,-87%,20,+19%,E,+19%,,,,,,,,['Lait'],['Point Vert'],,,,,,
49,Glace crème brûlée la laitière - Nestlé,7613032810146,,['Nestlé'],,['France'],[],[],,?,131,548 kj(131 kcal),"6,3",4,"16,6","14,4","1,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,
50,Mousline gourmet - 750g,7613032828509,750 g,"['Mousline', 'Maggi']",,"['Belgique', 'France']","['pomme de terre ', '98%', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", 'stabilisant : diphosphate disodique', 'arôme', ""correcteur d'acidité : acide citrique"", 'antioxydant : di_sulfite_ de sodium', ""extraits d'épices "", 'noix de muscade', 'curcuma', 'poivre']","[""Pourrait contenir de l'huile de palme""]",4,?,346,1448 kj(346 kcal),"0,7","0,5","73,6","1,2",8,"1,3","0,52",A,Purée de pommes de terre déshydratée,"['Boîte', 'Carton', 'Sachet', 'Aluminium']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique']",,,,,,,,,,+10%,+10%,-56%,-46%,+17%,-55%,+14%,+95%,+95%,,,,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,['Anhydride sulfureux et sulfites'],,,,,,,
51,Caldo Pollo 4L - Maggi,7613032868925,,['Maggi'],,['France'],"['Ingrediënten: zout', 'smaakversterker ', 'E621', 'palmolie', 'glucosestroop', ""aroma's"", 'gistextract', 'kippenvleespoeder ', '1,2%', 'uien', 'kippenvet', 'voedingszuur ', 'citroenzuur', 'peterselie', 'kleurstof ', 'riboflavine', 'antioxidant ', 'rozemarijnextract', ' Mogelijke sporen van melk', 'ei', 'tarwe', 'selderij']",[],4,?,2,8 kj(2 kcal),"0,1","0,1","0,2",0,"0,2","0,5","0,2",,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E101i - Riboflavine']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Fins Plaisirs 72% de Cacao - Nestlé - 125g,7613032876395,125 g,['Nestlé'],,['France'],"['Sucre', 'Pâte de cacao', 'cacao maigre en poudre ', '23%', 'matière grasse végétale', 'beurre de cacao', 'emulsifiant : lécithine de soja']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",4,?,?,,?,,?,,?,,,,Sticks de chocolat noir (50%) fourrage au cacao maigre,"['Carton', 'Plastique', 'boîte']","['Snacks', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Biscuits et gâteaux', 'Gâteaux', 'Chocolats', 'Sticks de chocolat']",['E322i - Lécithine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,
53,Papillotes Poulet Paprika et Tomate - Maggi - 34g e,7613032914462,34 g e,['Maggi'],['Leclerc'],['France'],"['Maltodextrine', 'paprika 18,5%', 'amidon', 'sel', 'tomate 7,7%', 'sucre', 'extrait de levure', 'arôme ', 'blé', 'oignon', 'concentré de betterave rouge', 'marjolaine', 'coriandre', 'basilic', 'poivre', 'huile de colza', 'gingembre', 'piment', 'thym', ""extrait d'ail"", 'acidifiant : acide citrique ', ' colorant : extrait de paprika']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,304,1272 kj(304 kcal),1,"0,6","53,5","13,6","8,7","5,325","2,13",,Assaisonnement déshydraté pour cuisson au paprika et à la tomate,"['sachet plastique', 'Plastique']","['Epicerie', 'Condiments', 'Assaisonnements']","['E330 - Acide citrique', 'E160c - Extrait de paprika']",1 g,en faible quantité,0.6 g,en faible quantité,13.6 g,en quantité élevée,5.33 g,en quantité élevée,,+49%,+41%,-89%,-53%,+152%,+45%,+108%,-44%,-44%,11,-1%,D,-1%,,,,,,,,['Gluten'],"['Point Vert', 'Sans conservateurs']",,,,,,
54,Grand Chocolat Pâte d'amande Noir - Nestle - 150g,7613032935856,150 g,['Nestle'],['Auchan'],['France'],"[""Pâte d'amande 36,6% "", 'amandes', 'sucre', 'sucre inverti', 'amandes amères', ',pâte de cacao', 'beurre pâtissier ', 'lait', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,2191,525,2191 kj(525 kcal),31,"13,8","50,2","38,6","7,9",0,0,D,Chocolat avec pâte d'amande,['Tablette'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', ""Chocolats fourrés à la pâte d'amande""]",['E322i - Lécithine'],31 g,en quantité élevée,13.8 g,en quantité élevée,38.6 g,en quantité élevée,0 g,en faible quantité,,+6%,+6%,+16%,+20%,-3%,-18%,+15%,-100%,-100%,19,-9%,E,-9%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Lait', 'Fruits à coque']",,,,,['France'],,
55,16 Doses Tea Latte Dolce Gusto Nescafe,7613032937676,,['Nescafe'],,['France'],[],[],,?,44,184 kj(44 kcal),"1,5","0,9","6,1","5,7","1,5","0,08","0,032",,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Dolce Gusto', 'Dosettes Dolce Gusto']",,,,,,,,,,,-25%,-42%,-37%,-37%,-26%,-10%,-47%,-25%,-25%,,,,,,,,,,,,,,,,,,,
56,Nestle Mio Latte Per La Crescita Biscotto,7613032939953,,['Nestlé'],,['France'],"['Acqua', 'latte scremato', 'biscotto 5,6% ', 'farina di frumento diastasata', 'farina di frumento', 'zucchero', 'oli vegetali ', 'palma', 'colza', 'cocco', 'girasole', 'zucchero caramellato', 'latte scremato in polvere', 'agente lievitante carbonati di sodio', 'aromi', 'siero di latte parzialmente demineralizzato e frazionato in polvere', 'oli vegetali ', 'palma', 'colza', 'girasole', 'amido', 'zucchero', 'minerali ', 'calcio', 'potassio', 'magnesio', 'ferro', 'zinco', 'rame', 'selenio', 'iodio', 'emulsionante lecitine ', 'di soia', 'vitamine ', 'C', 'niacina', 'E', 'acido pantotenico', 'A', 'B6', 'tiammina', 'riboflavina', 'acido folico', 'biotina', 'K', 'D', 'B12', 'addensante carragenina', 'vanillina']","['Huile de palme', 'Non végétalien']",4,?,83,347 kj(83 kcal),"3,3","0,89","11,4","8,1","1,9","0,08","0,032",D,,,"['Produits laitiers', 'Laits']","['E500 - Carbonates de sodium', 'E322 - Lécithines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",3.3 g,en quantité modérée,0.89 g,en faible quantité,8.1 g,en quantité modérée,0.08 g,en faible quantité,,+26%,+27%,+60%,-25%,+89%,+49%,-46%,-35%,-35%,1,+74%,B,+74%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Gluten', 'Soja']",['Entrepreneurs + Engagés'],,,,,,
57,Soupe Crème de Veau aux Vermicelles - Maggi - 58g,7613032969820,58 g,['Maggi'],,"['France', 'Suisse']",[],[],,?,28,117 kj(28 kcal),"0,4","0,2","4,8","0,6",1,"0,8","0,32",,,,"['Plats préparés', 'Soupes']",,0.4 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.8 g,en quantité modérée,,-51%,-51%,-79%,-67%,-17%,-65%,-55%,-8%,-8%,3,+83%,C,+83%,,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,
58,coeur de bouillon légumes méditerranéens - Maggi - 144g,7613032970451,144 g,['Maggi'],['Chronodrive'],['France'],"['Jus de légumes à base de concentrés 31% : carotte', ' tomate 14%', '  oignon', 'céleri', 'panais', 'fenouil', 'chou-fleur', ' sirop de glucose', 'eau', 'sel', 'sucre', '  huile de  tournesol', 'extrait de levure', 'ail', 'légumes en semoule 1,3% : oignon', 'tomate', '  poivron 0,3%', "" huile d'olive 0,4%"", 'curcuma', 'basilic', 'persil', 'origan', 'thym', 'poivre', 'extraits de paprika', 'romarin', 'thym ', ' arômes', 'épaississants : gomme xanthane et carraghénanes ', ' acidifiant : acide citrique']",[],4,?,154,644 kj(154 kcal),"2,8","0,4","28,9","7,7","2,3","15,4","6,16",,Cœur  de Bouillon Légumes méditerranéens,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de légumes', 'Bouillons cubes', 'Bouillons de légumes déshydratés', 'Bouillons cube de légumes', 'Aliments à base de plantes séchés']","['E160c - Extrait de paprika', 'E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",0.04 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.18 g,en faible quantité,,-21%,-16%,-74%,-92%,+47%,+36%,-36%,-43%,-43%,0,-100%,B,-100%,,,,,,,,['Céleri'],['Sans conservateurs'],,['France'],,,,
59,Dosettes individuelles Nescafé expresso  - 45g,7613032998837,45g,['Nescafé'],,['France'],"['Café soluble arabica ', '100%']",[],,?,?,,?,,?,,?,,,,Dosettes individuelles café,['dosettes individuelles plastiques'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
