,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,ingredients_origins,manufacturing,markets,allergens,nova_score,quantity,packaging,brand_owner,additives,link,palm_ingredients
359,Nectar supérieur de Griotte,3770006349232,,['France'],[],[],?,?,?,?,?,0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de cerise']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
360,Pâtes de fruits d'Auvergne - Cruzilles,3339901004334,['Cruzilles'],['France'],[],[],?,327,"0,2",80,"0,6","0,15","0,06",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,0.2 g,en faible quantité,0.2 g,en faible quantité,71 g,en quantité élevée,0.15 g,en faible quantité,,+4%,1368 kj(327 kcal),+4%,-41%,"0,2",+67%,+5%,71,+7%,-8%,+25%,+25%,9,+9%,C,+9%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,
361,Courge tranche,2803074018104,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Lait écrémé,3428201435136,,['France'],[],[],?,34,"0,2","4,8","3,3","0,11","0,044",,,['Fabriqué en France'],,,,,,,,,,,142 kj(34 kcal),,,"0,13",,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Bière blanche sur lie,3760054630062,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Bio smoothie,4021375009111,,['France'],[],[],?,63,"0,2","13,1","0,3","0,01","0,004",,,['Bio'],,,,,,,,,,,264 kj(63 kcal),,,"0,1",,,"11,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Cube gouda 48,5415103005107,,['France'],[],[],?,348,28,0,23,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas']",,28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,-6%,1456 kj(348 kcal),-6%,-8%,19,-8%,-100%,0,-100%,-4%,+6%,+6%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
366,Viennoiseries,0240918012799,,['France'],[],[],?,309,16,36,"5,5","0,65","0,26",,,,,,,,,,,,,,1293 kj(309 kcal),,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,SAUMON FARCI,0204706387216,,['France'],[],[],?,193,12,"1,2",20,"0,6","0,24",,,,,,,,,,,,,,808 kj(193 kcal),,,"1,8",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Apple tea,8692009007986,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Parmigiano reggiano,0205140041337,,['France'],[],[],?,200,20,12,0,10,4,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,20 g,en quantité modérée,15 g,en quantité élevée,0 g,en faible quantité,10 g,en quantité élevée,,-50%,837 kj(200 kcal),-50%,-33%,15,-24%,+1052532%,0,,-100%,+525%,+525%,22,+32%,E,+32%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
370,Pastille digestion bio,3700446420338,,['France'],[],[],?,?,?,?,?,0,0,,,"['Bio', 'Sans gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Paleta de cebo ibérica - 80g,8424355064548,,['France'],[],[],?,340,23,"0,9",32,"4,5","1,8",,,,,,,,,,,,,,1423 kj(340 kcal),,,"9,5",,,0,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,
372,Terrine de confit de canard - Ducs de Gascogne - 130g,3382562438659,['Ducs de Gascogne'],['France'],[],[],?,371,34,"0,1",16,"1,1","0,44",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']","['Point Vert', 'Sans colorants', 'Sans conservateurs']",34 g,en quantité élevée,12 g,en quantité élevée,0.04 g,en faible quantité,1.1 g,en quantité modérée,,+21%,1552 kj(371 kcal),+21%,+29%,12,+26%,-94%,"0,04",-94%,+13%,-28%,-28%,18,+1%,D,+1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,130 g,,,,,
373,Chair a saucisse,0219090022766,,['France'],[],[],?,175,11,"0,9",18,"1,4","0,56",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']",,11 g,en quantité modérée,4.2 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,,-34%,732 kj(175 kcal),-33%,-51%,"4,2",-51%,-22%,0,-100%,+35%,-16%,-16%,12,-32%,D,-32%,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,,,,,,,,,,,,,
374,Caramels au beurre salé,3663350072515,,['France'],[],[],?,398,"8,5",78,"2,5","1,1","0,44",,,['Fabriqué en France'],,,,,,,,,,,1665 kj(398 kcal),,,6,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Galettes Normandes,3226219010280,,['France'],[],[],?,445,13,74,7,1,"0,4",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Galettes normandes']",,13 g,en quantité modérée,8 g,en quantité élevée,31 g,en quantité élevée,1 g,en quantité modérée,,+4%,1862 kj(445 kcal),+5%,-9%,8,-11%,+11%,31,+8%,+11%,+37%,+37%,22,+8%,E,+8%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
376,The çay,4791028010008,,['France'],[],[],?,?,?,?,?,,,,"['Boissons', 'Boissons chaudes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Clémentine,8400066000976,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Gateau des rois beurre fruits confits - 400g,3304216000159,,['France'],[],[],?,351,"9,7",59,"5,5",0,0,D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,9.7 g,en quantité modérée,6 g,en quantité élevée,29 g,en quantité élevée,0 g,en faible quantité,,-17%,1469 kj(351 kcal),-17%,-63%,6,-59%,+53%,29,+125%,-13%,-100%,-100%,15,-22%,D,-22%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,400 g,,,,,
379,Crevettes Sauvages Madagascar - Delpierre - 300g,3336374003413,['Delpierre'],['France'],"['crevettes', 'sel', 'antioxydant : E223 ', 'sulfites', 'acidifiant: E330']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",416,98,"0,8",0,23,"1,2","0,48",,"['Produits de la mer', 'Crustacés', 'Crustacés non élaborés frais']",,0.8 g,en faible quantité,0.25 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,+3%,-8%,416 kj(98 kcal),-5%,-64%,"0,25",-47%,-100%,0,-100%,+31%,-14%,-14%,1,-55%,B,-55%,,,,,,,,"['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",Crevettes entières cuites réfrigérées,,['Transformé en France'],,"['Crustacés', 'Anhydride sulfureux et sulfites']",3,300g,"['sous atmosphère protectrice', 'Barquette']",,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,
380,Sauce soja,4003271124518,,['France'],[],[],?,38,0,"4,5","4,9","17,5",7,,,,,,,,,,,,,,159 kj(38 kcal),,,0,,,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,OLIVES DE NYONS AOP,3664959000169,,['France'],[],[],?,357,37,"1,7","1,7","3,6","1,44",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,37 g,en quantité élevée,4.1 g,en quantité modérée,0.5 g,en faible quantité,3.6 g,en quantité élevée,,+86%,1494 kj(357 kcal),+88%,+101%,"4,1",+47%,-11%,"0,5",+78%,+28%,+3%,+3%,18,+46%,D,+46%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,,
382,Smoothie - Hortex,5900500038426,['Hortex'],['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Nuits imperiales,3363796600067,,['France'],[],[],?,?,?,?,?,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Chocolats noirs pralinés,3760059937562,,['France'],[],[],?,557,"34,6","48,6","6,5","0,03","0,012",,,,,,,,,,,,,,2330 kj(557 kcal),,,"16,5",,,"43,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,WHEY PROTEIN VANILLA FLAVOUR,5391534950080,,['France'],[],[],?,397,"5,8","7,1","78,6","0,4","0,16",,,,,,,,,,,,,,1661 kj(397 kcal),,,"3,6",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Pancakes,5060218730828,,['France'],[],[],?,244,2,"52,9","7,1","0,17","0,068",,,,,,,,,,,,,,1021 kj(244 kcal),,,"0,6",,,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Saucisse de volaille a rotir bouillie,4027394004045,,['France'],[],[],?,236,20,2,12,2,"0,8",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,20 g,en quantité modérée,6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+31%,987 kj(236 kcal),+29%,+69%,6,+65%,+60%,"0,5",-4%,-27%,+12%,+12%,15,+53%,D,+53%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,,
388,Rooibos du Hammam - Palais des Thés,2700920001184,['Palais des Thés'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Solevita jus d'orange,4056489013372,['Solevita'],['France'],[],[],?,44,"0,2",9,"0,7","0,01","0,004",,,,,,,,,,,,,,184 kj(44 kcal),,,"0,1",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Virgin Toasted Sesame Oil,3330147900039,,['France'],[],[],?,331.2,"36,8",0,0,0,0,,,,,,,,,,,,,,1386 kj(331 kcal),,,"4,8",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Morbier,2225659012862,,['France'],[],[],?,?,?,?,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,,,,,,,
392,Filet de poulet,0213400029582,,['France'],[],[],?,104,"1,3",0,23,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-21%,435 kj(104 kcal),-20%,-55%,"0,4",-46%,-100%,0,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
393,Coco Framboise,3760275841568,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Fleury Michon de Bœuf Charolais,2302734030925,,['France'],[],[],?,137,"7,9","8,2","7,7","0,76","0,304",,,"['Sans conservateurs', 'Nutriscore', 'Nutriscore B']",,,,,,,,,,,573 kj(137 kcal),,,"3,8",,,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,4002674181111,4002674181111,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,pommes Frittes Gewürz,4000151284768,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Terrine Gourmandise A La Moutard A L'ancienne,3432770045498,,['France'],[],[],?,305,26,"2,7",15,"1,8","0,72",,,,,,,,,,,,,,1276 kj(305 kcal),,,"9,1",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Olives,0208600074197,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Travers de porcs,0215856035681,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Travers de porcs,0215856035681,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Arome Crepes 50 cl,3274372032007,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Les sauces aux morilles - Magda - 200g,3434410075247,['Magda'],['France'],[],[],?,84,"5,8",5,"2,3","1,3","0,52",,"['Epicerie', 'Sauces', 'Sauces aux morilles']","['Sans colorants', 'Sans conservateurs']",5.8 g,en quantité modérée,3.8 g,en quantité modérée,1.8 g,en faible quantité,1.3 g,en quantité modérée,,-65%,351 kj(84 kcal),-64%,-68%,"3,8",+76%,-50%,"1,8",-72%,-14%,-46%,-46%,8,-31%,C,-31%,,,,,,,,"['EMB 26235', 'Pierrelatte (Drôme, France)']",,,,,,,200 g,,,,,
403,patte de fruit - 140.0g,3770002436004,,['France'],[],[],?,251,"0,2",62,0,"0,09","0,036",,,,,,,,,,,,,,1050 kj(251 kcal),,,"0,2",,,54,,,,,,,,,,,,,,,,,,,,,,,140.0 g,,,,,
404,Nectar d'abricot,72839232,,['France'],[],[],?,44,"0,5",11,"0,5","0,01","0,004",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,,-17%,184 kj(44 kcal),-17%,+159%,"0,1",+168%,-11%,11,-7%,+34%,-6%,-6%,15,-1%,E,-1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
405,Le filet tranché - Le Gaulois,2449376030576,['Le Gaulois'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Chitarrucci,2433290009909,,['France'],[],[],?,273,"2,9","14,5","48,7","0,089","0,036",,,,,,,,,,,,,,1142 kj(273 kcal),,,2,,,"12,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Gouda noix,2251031016074,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Mandiant bio chocolat au lait,3364474468290,,['France'],[],[],?,564,35,55,"5,8","0,01","0,004",,,['Bio'],,,,,,,,,,,2360 kj(564 kcal),,,21,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Lorbeerblätter - Sonnentor - 10g,9004145003354,['Sonnentor'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10g,,,,,
410,Le tendre magret,0275958059237,,['France'],[],[],?,305,26,"1,2",16,"0,7","0,28",,,,,,,,,,,,,,1276 kj(305 kcal),,,"8,7",,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Boudin blanc aux cèpes -,3004106906812,,['France'],[],[],?,285,"23,5","7,7","9,2","1,4","0,56",D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,23.5 g,en quantité élevée,8.2 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,+17%,1192 kj(285 kcal),+17%,+16%,"8,2",+5%,+79%,0,-100%,-11%,-6%,-6%,17,+6%,D,+6%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,,
412,La madeleine géante de Noël - 350g,3178530417197,,['France'],[],[],?,444,22,57,"4,7","0,57","0,228",B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,22 g,en quantité élevée,2.7 g,en quantité modérée,32 g,en quantité élevée,0.57 g,en quantité modérée,,+1%,1858 kj(444 kcal),+1%,-4%,"2,7",-61%,+8%,32,+16%,-17%,-30%,-30%,16,-13%,D,-13%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,350 g,,,,,
413,Pesto -,8032589961092,,['France'],[],[],?,348,33,"8,3",43,"1,8","0,72",C,"['Epicerie', 'Sauces', 'Sauces Pesto']",,33 g,en quantité élevée,6.7 g,en quantité élevée,4.5 g,en faible quantité,1.8 g,en quantité élevée,,-18%,1456 kj(348 kcal),-17%,-20%,"6,7",+11%,+25%,"4,5",+46%,+868%,-23%,-23%,17,-7%,D,-7%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,,
414,Colorante VELLY spray,8011400010034,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Haricots vert tres fins,3263851376428,,['France'],[],[],?,24,0,3,"1,6","0,75","0,3",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.75 g,en quantité modérée,,-11%,100 kj(24 kcal),-9%,-100%,0,-100%,-1%,"0,8",-15%,+1%,+45%,+45%,-2,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,,,,
416,Brown oven bottom muffins,5023528000074,,['France'],[],[],?,247,"2,4","44,1","9,6","0,8","0,32",,,,,,,,,,,,,,1033 kj(247 kcal),,,"0,4",,,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Nelken ganz - Fuchs - 45g,4027900243906,['Fuchs'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45g,,,,,
418,Saucisson sec pur porc,0237065041468,,['France'],[],[],?,324,21,"2,8","31,1","4,4","1,76",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,21 g,en quantité élevée,8.7 g,en quantité élevée,1.1 g,en faible quantité,4.4 g,en quantité élevée,,-21%,1356 kj(324 kcal),-21%,-36%,"8,7",-32%,+20%,"1,1",-28%,+14%,-5%,-5%,22,-9%,E,-9%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,
419,Leckerli - 150g,3760207330467,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,
420,Vegetable curry by Sainsbury's,00670111,"[""By Sainsbury's""]","['France', 'Royaume-Uni']",[],[],?,96,"3,5","13,5","2,1","0,6","0,24",,,,,,,,,,,,,,402 kj(96 kcal),,,3,,,"4,3",,,,,,,,,,,,,,,,,,,,"[""Sainsbury's""]",,,,['aluminium-tin'],,,,
421,L'Elixir de l'Empereur,3760172000044,,['France'],[],[],?,31,"0,9",3,"0,9",9,"3,6",,,,,,,,,,,,,,130 kj(31 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Encornets farcis,0208291114790,,['France'],[],[],?,129,"7,3",9,"6,3","1,7","0,68",,,,,,,,,,,,,,540 kj(129 kcal),,,1,,,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Terrine de canards aux piquillos - Le Vieux Chêne,3563480002782,['Le Vieux Chêne'],['France'],[],[],?,280,"24,2","0,5","15,1","1,82","0,728",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,24.2 g,en quantité élevée,9.9 g,en quantité élevée,0.5 g,en faible quantité,1.82 g,en quantité élevée,,-8%,1172 kj(280 kcal),-8%,-8%,"9,9",+4%,-71%,"0,5",-19%,+6%,+19%,+19%,20,+12%,E,+12%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,
424,Salade épinards Leclerc,0208045018565,,['France'],[],[],?,191,14,"4,4",11,"1,3","0,52",,,,,,,,,,,,,,799 kj(191 kcal),,,5,,,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Erfa kuruincir-dried figs - 350g,8680738101112,,['France'],[],[],?,288,"1,4",59,"3,7","0,1","0,04",,,,,,,,,,,,,,1205 kj(288 kcal),,,"0,2",,,59,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,
426,Crepes Froment X 6 Landeleau,3305010404068,,['France'],[],[],?,350,11,55,"7,7","1,1","0,44",,,,,,,,,,,,,,1464 kj(350 kcal),,,"7,2",,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Pain choco tournesol ×10,0210910017054,,['France'],[],[],?,406,23,40,"8,4","1,1","0,44",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,23 g,en quantité élevée,11 g,en quantité élevée,11 g,en quantité modérée,1.1 g,en quantité modérée,,+3%,1699 kj(406 kcal),+2%,+5%,11,-17%,-5%,11,-8%,+17%,+22%,+22%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,
428,Duo de arándano y frambuesa tarrina - Doña Rosa,8437005015159,['Doña Rosa'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Foie gras entero de pato mi cuit sin gluten,8433329015271,,['France'],[],[],?,544,56,2,8,1,"0,4",,,,,,,,,,,,,,2276 kj(544 kcal),,,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Filets de maquereau,5600361740468,,['France'],[],[],?,239,16,"0,4",24,"1,5","0,6",D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'en:Filets de maquereau']",,16 g,en quantité modérée,2.7 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,,-17%,1000 kj(239 kcal),-17%,-28%,"2,7",-47%,-63%,0,-100%,+21%,+22%,+22%,5,-57%,C,-57%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,
431,Petits sablés bleu d'auvergne - Monoprix Bio,3350033664067,['Monoprix Bio'],['France'],[],[],?,501,28,46,15,"1,5","0,6",,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AOP']",,,,,,,,,,,2096 kj(501 kcal),,,18,,,"4,7",,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,
432,Panettone farcito con crema al cioccolato - 750g,8002331010286,,['France'],[],[],?,398,"16,9","55,4",6,"0,3","0,12",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,16.9 g,en quantité modérée,10.6 g,en quantité élevée,24 g,en quantité élevée,0.3 g,en quantité modérée,,+6%,1665 kj(398 kcal),+7%,+13%,"10,6",+18%,+8%,24,-7%,-12%,-32%,-32%,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,750 g,,,,,
433,Yaourt de brebis,3770010048008,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Galette des rois aux pommes,0206502034776,,['France'],[],[],?,?,?,?,?,0,0,D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,
435,Morbier,0207448028140,,['France'],[],[],?,?,?,?,?,0,0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
436,Californie veggie 6 pieces,3701035403565,,['France'],[],[],?,145,"5,6","19,5","3,2","0,94","0,376",,,,,,,,,,,,,,607 kj(145 kcal),,,3,,,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Cheeseburger - 2x 150g,20152383,,['France'],[],[],?,0,"6,7","23,2","11,7","1,33","0,532",E,"['Sandwichs', 'Cheeseburgers']",['Fabriqué en Allemagne'],6.7 g,en quantité modérée,6.7 g,en quantité élevée,3.5 g,en faible quantité,1.33 g,en quantité modérée,,-100%,0 kj(0 kcal),-100%,-46%,"6,7",+28%,-0%,"3,5",-20%,-12%,+2%,+2%,11,-13%,D,-13%,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,['DE NW-40034 EG'],,,,,,,2 x 150 g,['boîte'],,,,
