,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,link,markets,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,traceability_code,nova_score,additives,manufacturing,ingredients_origins,generic_name,origin_detail
1238,Tartelette citron meringué,0205122012799,['France'],[],[],?,430,25,36,"5,6",D,,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",,,,25 g,en quantité élevée,14 g,en quantité élevée,5.6 g,en quantité modérée,0.3 g,en quantité modérée,,+13%,1799 kj(430 kcal),+14%,+45%,14,+36%,-27%,"5,6",-82%,+16%,"0,3",+11%,"0,12",+11%,17,-15%,D,-15%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,
1239,Crème glacée café - Toupargel - 500g,3528161507000,['France'],[],[],?,209,"9,2",29,"2,2",B,500 g,['Toupargel'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au café']",,,,9.2 g,en quantité modérée,6.6 g,en quantité élevée,26 g,en quantité élevée,0.17 g,en faible quantité,,+2%,874 kj(209 kcal),+2%,-1%,"6,6",+4%,+7%,26,+12%,-26%,"0,17",+39%,"0,068",+39%,13,+8%,D,+8%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,"['Nutriscore', 'Nutriscore D']",,,,,,,
1240,Cups assorties,3475880124844,['France'],[],[],?,275,18,26,"3,9",,,,,,,,,,,,,,,,,,1151 kj(275 kcal),,,"6,8",,,23,,,"0,18",,"0,072",,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,
1241,Natural Medjoul Dates PALESTINE - Qitaf - 1kg,5995971000003,['France'],[],[],?,295,"0,3","76,3","2,1",,1 kg,['Qitaf'],,,,,,,,,,,,,,,1234 kj(295 kcal),,,0,,,"66,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,
1242,6 pains 6 céréales,2011401007046,['France'],[],[],?,15,"2,1",48,"9,8",,,,,,,,,,,,,,,,,,63 kj(15 kcal),,,"0,4",,,"1,4",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1243,Lay's ´nature,3700372008747,['France'],[],[],?,551,10,16,"1,9",,,,,,,,,,,,,,,,,,2305 kj(551 kcal),,,"1,3",,,"0,2",,,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,
1244,Chipolatta au figatelli,2853248041520,['France'],[],[],?,182,14,1,13,,,,,,,,,,,,,,,,,,761 kj(182 kcal),,,"5,1",,,"0,6",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,
1245,Pain au raisin 3 meuniers ×2 - E.Leclerc,0207670011484,['France'],[],[],?,333,12,49,"6,3",,,['E.Leclerc'],,,,,,,,,,,,,,,1393 kj(333 kcal),,,"7,8",,,20,,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,
1246,2210415005219,2210415005219,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Melange tonus bio,0208509028734,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1248,Les Croq' Noisette - Le Hangar,3760231701745,['France'],[],[],?,479,30,40,"9,7",,,['Le Hangar'],,,,,,,,,,,,,,,2004 kj(479 kcal),,,"3,6",,,36,,,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,
1249,T'y skorn sorbet citron vert - Ty Skorn - 348g,3760156370330,['France'],[],[],469,111,0,27,"0,6",C,348 g,['Ty Skorn'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron vert']",,,,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0.01 g,en faible quantité,,-9%,469 kj(111 kcal),-7%,-100%,0,-100%,-8%,20,-16%,+97%,"0,01",-73%,"0,004",-73%,5,-10%,C,-10%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,"['FR 35.288.466 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",,,,,,
1250,Rosé mediterrannée - Moncigale,3262850047230,['France'],[],[],?,?,?,?,?,,,['Moncigale'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,7613312123829,7613312123829,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Escalopes extra-fines de dinde,2614157024345,['France'],[],[],?,110,"1,1",25,25,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,1.1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.16 g,en faible quantité,,-9%,460 kj(110 kcal),-9%,-17%,"0,4",-1%,+725%,0,-100%,+9%,"0,16",-71%,"0,064",-71%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,"['Nutriscore', 'Nutriscore A']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,
1253,Domaine de la garnaude,3760057981031,['France'],[],[],?,?,?,?,?,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,0,-100%,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,['France'],,
1254,Domaine de la garnaude blc trois 7,3760057981062,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Biscuits artisanaux - 250g,3502790726001,['France'],[],[],?,459,"19,4","64,2",6,,250 g,,,,,,,,,,,,,,,,1920 kj(459 kcal),,,"2,3",,,"26,5",,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,
1256,Lamponi sciroppati,8027816400031,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,
1257,Bouché à l’agneau,20105075,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,4260593120073,4260593120073,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Sorbet fraise basilic - Patrimoine Gourmand,3257986911715,['France'],[],[],?,120,"0,5",30,"0,5",C,,['Patrimoine Gourmand'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,['Match'],,0.5 g,en faible quantité,0 g,en faible quantité,27 g,en quantité élevée,,,,-2%,502 kj(120 kcal),-2%,+75%,0,-100%,+5%,27,+12%,+10%,,,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,['Sans colorants'],,,,,,,
1260,8059020850340,8059020850340,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Bio ravioli,27947937,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1262,8059020850371,8059020850371,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Marmellata lamponi,8027816210029,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Vasetto'],,,,,,,,
1264,Ragù verdure,8032779865049,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,
1265,Café Latte - McEnnedy,13083755,['France'],[],[],?,85,"2,78",12,3,,,['McEnnedy'],,,,,,,,,,,,,,,356 kj(85 kcal),,,"1,6",,,"10,6",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
1266,8057685190627,8057685190627,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Gluten free preparato pzza pane focaccia -  - 500g,8001912234165,['France'],[],[],?,?,?,?,?,B,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits sans gluten', 'Pains', 'Pains sans gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4%,21.5%,10.0%,10.3%,0.7%,0.0%,89,,['Sans gluten'],,,,,,,
1268,8057685190641,8057685190641,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Miel et plantes bonne nuit les petits,3760232870044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Crauti,8032715230207,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,
1271,Cantucci gluten lactose free,8007197210870,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,
1272,Kaki chips -,8032841604071,['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kakis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Tapenade verte - Alain Martin,3267611900038,['France'],[],[],?,224,23,"0,6","1,8",C,,['Alain Martin'],"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,,,23 g,en quantité élevée,3.5 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,,+1%,937 kj(224 kcal),+2%,+6%,"3,5",+8%,-73%,0,-100%,+10%,"1,5",-48%,"0,6",-48%,11,-19%,D,-19%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,
1274,Stremel lachs - Nadler,4030800054275,['France'],[],[],?,1014,17,"0,5",23,,,['Nadler'],,,,,,,,,,,,,,,4243 kj(1014 kcal),,,"2,3",,,"0,5",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,
1275,Poulet fermier - L'etal du Volailler,2209340008983,['France'],[],[],?,?,?,?,?,D,,"[""L'etal du Volailler""]","['Viandes', 'Volailles', 'Poulets']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
1276,Pur jus de raisin - Eugènie,3558505401008,['France'],[],[],?,?,?,?,?,D,,['Eugènie'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
1277,Inter marché,2449187017711,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,confiserie gout fraise acidulee - noz,49993998,['France'],"['Sirop de glucose fructose', 'sucre acidifiants:acide malique', 'acide citrique', 'dextrose', 'arome', 'concentres', 'pomme', 'potiron', 'radis', 'tomate', ' antioxydants:acide adcorbique', 'E306', 'Garder dans un endroit frais et sec']",[],?,?,?,?,?,,,['Noz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E296 - Acide malique', 'E330 - Acide citrique', 'E306 - Extrait riche en tocophérols']",,,,
1279,Piment doux farcis au fromage,9003454065008,['France'],[],[],?,258,19,12,"8,8",,,,,,,,,,,,,,,,,,1079 kj(258 kcal),,,"9,4",,,12,,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,
1280,Cookie triple chocolat ×4,3478920008074,['France'],[],[],?,480,25,57,"5,5",,,,,,,,,,,,,,,,,,2008 kj(480 kcal),,,16,,,39,,,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,
1281,Melon,3134034130123,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Chocolatine Margarine Vegetale,0208005022960,['France'],[],[],?,358,17,43,"5,7",,,,,,,,,,,,,,,,,,1498 kj(358 kcal),,,"9,6",,,11,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1283,chocolat hema,8718537532537,['France'],[],[],?,3,"34,3",51,"7,1",,,['Hema'],,,,,,,,,,,,,,,13 kj(3 kcal),,,"20,6",,,"49,6",,,"0,18",,"0,072",,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,
1284,Jus dananas - Paquito,01656331,['France'],[],[],?,55,"0,5","12,9","0,6",,,['Paquito'],,,,,,,,,,,,,,,230 kj(55 kcal),,,"0,1",,,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Mon petit chocolat noir,2400000015475,['France'],[],[],?,544,"38,82","39,33","6,6",,,,,,,,,,,,,,,,,,2276 kj(544 kcal),,,"21,57",,,"32,57",,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,
1286,Kraus organic maté gourmet,7798059750399,['France'],[],[],?,22,0,"4,8","0,8",,,,,,,,,,,,,,,,,,92 kj(22 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,amandes tamari 3k - Bio C'Bon - 200g,0258998006058,['France'],[],[],?,?,?,?,?,,200 g,"[""Bio C'Bon""]",,,"[""Bio C 'Bon""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plastic'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,['Agriculture UE/ Non UE'],,
1288,Chorizo tradicion - 200g,8421395335928,['France'],[],[],?,476,41,"1,4","25,3",,200 g,,,,,,,,,,,,,,,,1992 kj(476 kcal),,,"18,6",,,"0,9",,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,
1289,Chocolat lait caramel - Maison Guinguet,3760052691393,['France'],[],[],?,531,"29,3","60,1","6,38",,,['Maison Guinguet'],,,,,,,,,,,,,,,2222 kj(531 kcal),,,"17,9",,,"51,9",,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Pain nordique - 300g,3300553123452,['France'],[],[],?,?,?,?,?,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Tomates séchées à l'huile,2600176016997,['France'],[],[],?,200,"16,2","7,1","3,6",,,,,,,,,,,,,,,,,,837 kj(200 kcal),,,"1,1",,,"6,9",,,"3,76",,"1,504",,,,,,,,,,,,,,,,,,,,,
1292,Sirop d'érable - Women's Best,9010128024728,['France'],[],[],?,?,?,?,?,,,"[""Women's Best""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Jambon de dinde,5400518020104,['France'],[],[],?,137,7,"6,9",11,,,,,,,,,,,,,,,,,,573 kj(137 kcal),,,"2,1",,,"0,5",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,
1294,Coop,7610827499746,['France'],[],[],?,?,?,?,?,,,['Coop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Filets de Poulet - Maitre Coq,0215703043951,['France'],[],[],?,114,2,0,24,,,['Maitre Coq'],['en:Filets de Poulet'],,,,2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-3%,477 kj(114 kcal),-3%,-25%,"0,2",-72%,-100%,0,-100%,+6%,"0,15",-77%,"0,06",-77%,-4,,A,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,
1296,Antioxudant - Overstim's,3700153132630,['France'],[],[],?,272,1,68,1,,,"[""Overstim's""]",,,,,,,,,,,,,,,1138 kj(272 kcal),,,1,,,43,,,"0,35",,"0,14",,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1297,Nouga - Jacques Delaunay - 80g,3543932243024,['France'],[],[],?,490,"22,9",61,"9,9",,80 g,['Jacques Delaunay'],,,,,,,,,,,,,,,2050 kj(490 kcal),,,"2,2",,,"12,4",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1298,Lupins en samure,2600174009717,['France'],[],[],?,98,2,"10,5","9,6",,,,,,,,,,,,,,,,,,410 kj(98 kcal),,,"0,2",,,"0,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,
1299,Biere des gardians,3760223988611,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Agrestada cassis,5901549826395,['France'],[],[],?,29,0,"7,3","0,5",,,['Agrestada'],,,,,,,,,,,,,,,121 kj(29 kcal),,,0,,,"7,3",,,,,,,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,
1301,Thym serpolet - Le Champ Libre,3770007761354,['France'],[],[],?,?,?,?,?,,,['Le Champ Libre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Haricots azuki - La Finestra sul Cielo,8017977015946,['France'],[],[],?,?,?,?,?,,,['La Finestra sul Cielo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Kebab de poulet découpé - Dostlar's,4260312470175,['France'],[],[],?,240,15,"0,5",26,,,"[""Dostlar's""]",,,,,,,,,,,,,,,1004 kj(240 kcal),,,"4,3",,,"0,5",,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,
1304,Gnocchi sauce napolitaine -,5453003631743,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1305,Crevettes saveur tandori -,4056489195122,['France'],[],[],?,109,5,"0,5",17,,,,['Plats préparés'],,,,5 g,en quantité modérée,0.6 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-32%,456 kj(109 kcal),-32%,-30%,"0,6",-74%,-96%,"0,5",-76%,+143%,"2,1",+123%,"0,84",+123%,5,+27%,C,+27%,,,,,,,,,"['Nutriscore', 'Nutriscore C']",['ASC-C-01198'],,,,,,
1306,Sirop d'érable,0627843590507,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,moutarde de Charroux estragon,3760110470151,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Citronnade,2263835444434,['France'],[],[],?,25,0,"6,3",0,,,,,,['Leader Price'],,,,,,,,,,,,105 kj(25 kcal),,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Creme myrtille à l'armagnac,3363470104201,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Escalope milanaise.,0217217016735,['France'],[],[],?,?,?,?,?,D,,,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,"['Nutriscore', 'Nutriscore A']",,,,,,,
1311,Nectarines jaunes - 250g,8424314350019,['France'],[],[],?,?,?,?,?,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Rhum ARRANGE ANANAS VICTORIA ET PASSION,3172910021004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Brassé bio - Franprix,3263859683313,['France'],[],[],?,112,"2,8",18,"3,8",,,['Franprix'],,,['Franprix'],,,,,,,,,,,,469 kj(112 kcal),,,"1,9",,,14,,,"0,11",,"0,044",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore C', 'AB Agriculture Biologique']","['EMB 74016A', 'Archamps (Haute-Savoie, France)']",,,,,,
1314,Poulet jaune prêt à cuire,0213319052152,['France'],[],[],?,179,11,0,20,,,,,,,,,,,,,,,,,,749 kj(179 kcal),,,"2,8",,,0,,,"0,15",,"0,06",,,,,,,,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,
1315,Leckerli mix,4053222560735,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,Cervelas fumes,3327970080120,['France'],[],[],?,289,26,"0,7",13,,,,,,,,,,,,,,,,,,1209 kj(289 kcal),,,"3,3",,,"0,7",,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,
1317,Heringsfilet Dill Sahnesauce,20261450,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Becher'],,['MSC-C-50808'],,,,,,
1318,Huile Essentielle Laurier Noble Bio - 5 ML - Docteur Valnet,3584410005338,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1319,Badiane - Moulin des peupilers - 30g,3700457101714,['France'],[],[],?,?,?,?,?,,30 g,['Moulin des peupilers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Filet de canard,4056489195375,['France'],[],[],?,185,12,"3,1",16,D,,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,,12 g,en quantité modérée,3.7 g,en quantité modérée,1.4 g,en faible quantité,1.3 g,en quantité modérée,,-6%,774 kj(185 kcal),-6%,-5%,"3,7",+0%,+525%,"1,4",+320%,-17%,"1,3",+21%,"0,52",+21%,5,+12%,C,+12%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,
1321,Terrine lieu jaune sarrasin - L'Atelier du Poissonnier,3760007090554,['France'],[],[],?,?,?,?,?,,,"[""L'Atelier du Poissonnier""]","['Terrines', 'Terrines de poisson']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Thon blanc germon au naturel - La Belle-Iloise,3334088112711,['France'],[],[],?,183,"7,5","0,4","28,2",,,['La Belle-Iloise'],,,,,,,,,,,,,,,766 kj(183 kcal),,,"2,17",,,"0,2",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1323,Pieds Et Paquets - Les Garibotes,3340950204040,['France'],[],[],?,130,"6,5","0,5",18,,,['Les Garibotes'],,,,,,,,,,,,,,,544 kj(130 kcal),,,"2,3",,,"0,1",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
1324,Saucisson supérieur,2442623041332,['France'],[],[],?,380,30,"0,5","27,5",,,,,,,,,,,,,,,,,,1590 kj(380 kcal),,,4,,,0,,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,
1325,Yop parfum framboise - 8x 100g,3512783232853,['France'],[],[],?,66,"0,8","10,7",3,,8 x 100 g,,,,,,,,,,,,,,,,276 kj(66 kcal),,,"0,5",,,"10,5",,,"0,12",,"0,048",,,,,,,,,,,,,,['Sans colorants'],,,,,,,
1326,Paella Valenciana - Delhaize - 525g,5400112267301,['France'],[],[],?,121,"3,1",13,"9,8",,525 g,['Delhaize'],,,['Delhaize'],,,,,,,,,,,,506 kj(121 kcal),,,"0,5",,,"0,9",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1327,Beignet sucré fourré pomme - 4x 75g,0214602013782,['France'],[],[],?,348,"17,4","40,5","6,2",,4 x 75 g,,,,,,,,,,,,,,,,1456 kj(348 kcal),,,"7,6",,,"8,9",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
1328,Rillette de volaille bio à la provençale - 190g,3770015980013,['France'],[],[],?,465,"42,6","0,9","13,5",,190 g,,,,,,,,,,,,,,,,1946 kj(465 kcal),,,"17,1",,,"0,3",,,"1,8",,"0,72",,,,,,,,,,,,,,['Bio'],,,,,,,
1329,Sirop pasteque - Vedrenne,3376370152616,['France'],[],[],?,355,"1,3",89,0,,,['Vedrenne'],,,,,,,,,,,,,,,1485 kj(355 kcal),,,0,,,64,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,
1330,Huile d’olive,3492420007108,['France'],[],[],?,79,100,0,0,,,,,,,,,,,,,,,,,,331 kj(79 kcal),,,15,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1331,Le fraisier,0271081065275,['France'],[],[],?,257,11,36,"3,2",,,,,,,,,,,,,,,,,,1075 kj(257 kcal),,,"7,3",,,25,,,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,
1332,Scamorza des pouilles blanches,2481080026117,['France'],[],[],?,286,22,"0,9",21,,,,,,,,,,,,,,,,,,1197 kj(286 kcal),,,13,,,"0,9",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
1333,Épices pour poulet,8692888622850,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Pain marguerite,0214168011819,['France'],[],[],?,235,"1,5",47,"7,5",,,,,,,,,,,,,,,,,,983 kj(235 kcal),,,"0,3",,,22,,,11,,"4,4",,,,,,,,,,,,,,,,,,,,,
1335,Cookies aux pépites deux chocolats - 8x 50g,3511246103204,['France'],[],[],?,454,19,63,"6,3",C,8 x 50 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",,,,19 g,en quantité modérée,10 g,en quantité élevée,30 g,en quantité élevée,0.9 g,en quantité modérée,,-8%,1900 kj(454 kcal),-8%,-25%,10,-19%,+6%,30,-5%,+1%,"0,9",+33%,"0,36",+33%,23,+2%,E,+2%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,,,,
