,name,bar_code,eco_score,quantity,brand,categories,labels,ingredients_origins,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,link,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,markets,allergens,manufacturing,palm_ingredients,producer_info,origin_detail
26,"Sainte Maure de Touraine, fromage de chèvre au lait cru, AOC - Monoprix",3350030146139,E,,['Monoprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Sainte-Maure de Touraine']",,,"['FR 37.186.031 CE', 'Pont-de-Ruan (Indre-et-Loire, France)']",['France'],[],[],?,,274,-2%,22,-4%,"1,1",+11%,18,+1%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,22 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,1146 kj(274 kcal),-2%,17,0%,0,-100%,"1,3",-7%,"0,52",-7%,13,-4%,D,-4%,['Monoprix'],,,,,
27,Boudin Noir Traditionnel aux Oignons - Monoprix - 125g,3350030147891,D,125 g,['Monoprix'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Frais', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons', 'Boudin noir sauté']",['Riche en Fer'],,"['FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)', 'EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)']",['France'],"['Sang de porc', 'oignons cuits 34 %', 'gras de porc', 'couenne de porc', 'sel', 'sucre', 'épices et plantes aromatiques', ' Enveloppe : boyau naturel de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",957,-1%,?,,19,-12%,3,-1%,11,-5%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,Boudin noir aux oignons,"['Frais', 'Barquette', 'Plastique', 'Barquettes détachables', 'Sous-vide', 'Carton', 'Frais']",http://courses.monoprix.fr/RIDE/Boudins-noirs-aux-oignons-1240284,,3,19 g,en quantité modérée,7.4 g,en quantité élevée,3 g,en faible quantité,1.5 g,en quantité modérée,957 kj(229 kcal),-10%,"7,4",-11%,3,+49%,"1,5",+13%,"0,6",+13%,13,-17%,D,-17%,['Monoprix'],,"['Société des Rillettes Bahier (SDRB) - Route de Paris - D 323 - 72160 Sceaux-sur-Huisne', 'Sarthe', 'Pays de la Loire', 'France']",,,
28,Poisson blanc et riz basmati courgette carotte - Monoprix - 300g,3350030159764,,300g,['Monoprix'],"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz']",,,,['France'],"['riz basmati cuit 31% ', 'eau-riz basmati - sel', ' poisson blanc 25% ', 'Theragra chalcogramma ou Merluccius productus ou Merluccius gayi ou Merluccius hubbsi', ' - eau crème 6,2% - courgettes 5,9%-carottes 5,9% - vin blanc - céleri 2,1% - échalote beurre - amidon transformé arômes naturels ', 'contiennent lait et poisson', "" - lait écrémé en poudre - farine de blé-sel - huile de tournesol-vinaigre POID: d'alcool - épaississants :gomme xanthane"", 'gomme guar cerfeuil-extrait de poivre - colorants : lutéine', 'extrait de paprika - glucose']","['Non végétalien', 'Non végétarien']",?,,101,-35%,"3,5",-23%,12,-37%,"5,3",-18%,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E161b - Lutéine', 'E160c - Extrait de paprika']",4,3.5 g,en quantité modérée,2.1 g,en quantité modérée,1 g,en faible quantité,0.54 g,en quantité modérée,423 kj(101 kcal),-33%,"2,1",+37%,1,-32%,"0,54",-32%,"0,216",-32%,2,+17%,B,+17%,['Monoprix'],"['Céleri', 'Poisson', 'Lait']",,,,
29,Lasagnes chèvre épinards - Monoprix - 300g,3350030161385,B,300 g,['Monoprix'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes végétariennes', 'Lasagnes surgelées', 'Lasagnes au fromage de chèvre et aux épinards', 'Lasagne Chèvre Épinards', 'Lasagnes aux légumes']",,,,['France'],"['eau - fromage de chèvre 19,6% semoule de blé dur - épinards 7,8% - farine de blé - huile de tournesol - emmental râpé 2,6% ', 'emmental', 'amidon de pommes de terre', "" - lait écrémé en poudre - amidon transformé de mais - blanc d'œuf - sel - œuf entier - arôme naturel - macis - poivre""]",['Non végétalien'],?,,113,-16%,"4,1",-38%,13,+2%,"5,5",-10%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,,,,['E14XX - Amidons modifiés'],4,4.1 g,en quantité modérée,2.4 g,en quantité modérée,2.6 g,en faible quantité,0.46 g,en quantité modérée,473 kj(113 kcal),-18%,"2,4",-35%,"2,6",+36%,"0,46",-40%,"0,184",-40%,1,-72%,B,-72%,['Monoprix'],"['Œufs', 'Gluten', 'Lait']",,,,
30,Emmental français - Monoprix - 500g,3350030167394,C,500 g,['Monoprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,['France'],"['Lait de vache pasteurisé ', 'origine : France', 'sel', 'ferments lactiques ', 'contient lait', 'coagulant enzymatique']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,369,-3%,29,-2%,0,-100%,27,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Plastique'],,,3,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,1544 kj(369 kcal),-2%,21,+6%,0,-100%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Monoprix'],['Lait'],,,,
31,Steak Haché 5% - Monoprix Bio - 2x 125g,3350030173906,D,2 x 125 g,"['Monoprix Bio', 'Monoprix']","['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']","['Bio', 'Bio européen', 'Viande Française', 'AB Agriculture Biologique', 'FR-BIO-10', 'Viande-bovine-francaise']",['France'],"['FR 18.033.033 CE', 'Bourges (Cher, France)']",['France'],['Viande bovine'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,?,,?,,?,,?,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,['Sous-vide'],,,1,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,['France'],,,
32,Mimolette - Monoprix - 290g,3350030193300,C,290 g,['Monoprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",,,"['FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)', 'EMB 44023', 'Bouvron (Loire-Atlantique, France)']",['France'],"['Lait de vache pasteurisé ', 'Origine France', ' - sel - ferments lactiques - colorant : rocou - coagulant enzymatique', ' Croûte : conservateur : natamycine - colorant: rocou', ' Ne pas consommer la croûte', "" Traces de lysozyme d'œuf""]",['Non végétalien'],1350,,?,,25,+4%,0,-100%,25,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['film plastique', 'à jeter']",,"['E160b - Rocou', 'E235 - Natamycine']",4,25 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,1350 kj(323 kcal),+1%,18,+10%,0,-100%,2,-21%,"0,8",-21%,17,-8%,D,-8%,['Monoprix'],['Lait'],,,,
33,Purée de fruits pomme-poire - Monoprix - 400g,3350030197438,A,400 g,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans sucre ajouté']",,"['EMB 35068A', 'Châteaubourg (Ille-et-Vilaine, France)']",['France'],"['Pomme 49%', 'Poire 49%', 'antioxydant : E300']","['Sans huile de palme', 'Végétalien', 'Végétarien']",217,-17%,51,-18%,"0,2",-39%,12,-12%,"0,3",-15%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,['Carton'],,['E300 - Acide ascorbique'],1,0.2 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,217 kj(51 kcal),-17%,0,-100%,11,-11%,~ 0,-100%,0,-100%,-5,,A,,['Monoprix'],,,,,
34,Abricots secs - Monoprix Bio - 250g,3350030197506,D,250 g,"['Monoprix Bio', 'Monoprix']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs', 'Aliments à base de plantes séchés']","['Bio', 'Bio européen', 'FR-BIO-01', 'Agriculture non UE']",['Turquie'],"['EMB 47049B', 'Casseneuil (Lot-et-Garonne, France)']",['France'],"['Abricots secs entiers dénoyautés', ""issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,303,-7%,"0,5",-94%,61,+26%,"2,5",-55%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,Abricots secs entiers dénoyautés,"['Sachet', 'Plastique']",,,1,0.5 g,en faible quantité,0.2 g,en faible quantité,33 g,en quantité élevée,0 g,en faible quantité,1268 kj(303 kcal),-7%,"0,2",-84%,33,-11%,0,-100%,0,-100%,-1,-138%,A,-138%,['Monoprix'],,,,,
35,Pavé de Saumon mi-cuit aux épices douces - Monoprix Gourmet - 120g,3350030198015,D,120 g,"['Monoprix Gourmet', 'Monoprix']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,['Norvège'],"['FR 43.074.001 CE', 'Cohade (Haute-Loire, France)']",['France'],"['Saumon atlantique ', 'salmo salar', ' 94,5% - sel 3% - mélange épicé 2,5% ', 'épices 1,42%', 'carvi', 'moutarde', 'graines de sésame 0,8%', 'poivrons verts et poivrons rouges 0,3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1063,+35%,255,+34%,"17,8",+60%,0,-100%,"23,8",+8%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,Pavé de Saumon Atlantique élevé en Norvège fumé à chaud au bois de hêtre aux épices douces,"['Frais', 'Carton', 'Plastique']",https://www.monoprix.fr/pave-de-saumon-mi-cuit-aux-epices-fume-a-chaud-au-bois-de-hetre-monoprix-gourmet-1817734-p,,3,17.8 g,en quantité modérée,3.7 g,en quantité modérée,0 g,en faible quantité,2.95 g,en quantité élevée,1063 kj(255 kcal),+34%,"3,7",+72%,0,-100%,"2,95",+2%,"1,18",+2%,16,+19%,D,+19%,['Monoprix'],"['Poisson', 'Moutarde', 'Graines de sésame']",,,,
36,Financiers aux Amandes Monoprix bio - 150g,3350030203986,C,150 g,"['Monoprix Bio', 'Monoprix']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Financiers']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique', 'ECOCERT SAS F-32600']",,"['EMB 23040', 'Celle-sous-Gouzon (Creuse, France)']",['France'],"[""Sucre roux de canne* 27% - blancs d’œufs* - beurre 18% - poudre d'amande 14% - farine de blé* - sirop de glucose - fructose de blé* - sel - arômes naturels - poudre à lever: carbonate acide d'ammonium - * Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,465,+3%,28,+4%,43,-0%,"9,2",+13%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,Financiers aux amandes,['Carton'],,"[""E503ii - Carbonate acide d'ammonium""]",4,28 g,en quantité élevée,13 g,en quantité élevée,34 g,en quantité élevée,0.33 g,en quantité modérée,1946 kj(465 kcal),+3%,13,+2%,34,+5%,"0,33",-1%,"0,132",-1%,21,-3%,E,-3%,['Monoprix'],"['Œufs', 'Gluten', 'Lait']",,,,
37,"Petits Suisses Nature (10,4 % MG) - (12 pots de 60 g) - Monoprix - 720g [2x (6x 60)]",3350030211318,C,720 g [2 x (6 x 60)],['Monoprix'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Desserts lactés', 'Petits suisses', 'Fromages à la crème']","['Point Vert', 'Eco-Emballages']",,"['FR 89.263.001 CE', 'Monéteau (Yonne, France)', 'EMB 89263', 'Monéteau (Yonne, France)']",['France'],"['Lait écrémé et crème pasteurisés', 'ferments lactiques', 'conservateur : sorbate de calcium ', 'papier traité']",['Non végétalien'],619,+49%,?,,"10,4",+97%,"5,5",-14%,"8,3",+5%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,Petit suisse nature,"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton', 'Papier traité']",http://courses.monoprix.fr/RIDE/Petits-Suisses-nature-10-8-de-matieres-grasses-1964110,['E203 - Sorbate de calcium'],3,10.4 g,en quantité modérée,6.9 g,en quantité élevée,3.5 g,en faible quantité,0.1 g,en faible quantité,619 kj(148 kcal),+37%,"6,9",+99%,"3,5",-41%,"0,1",+2%,"0,04",+2%,2,+531%,B,+531%,['Monoprix'],['Lait'],"[""Yoplait France (Filiale General Mills/Sodiaal International) - 49 Route d'Auxerre - 89470 Monéteau"", 'Yonne', 'Bourgogne', 'France']",,,
38,Amandes goût fumé - Monoprix - 75g,3350031531903,E,75 g,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes salées', 'Amandes grillées', 'Amandes grillées et salées']",,,"['EMB 81163', 'Mazamet (Tarn, France)']",['France'],"['Amandes - arôme - arôme de fumée ', 'contient sel', "" - gélifiant: gomme d'acacia - huile de tournesol"", "" Traces d'arachides"", ""d'autres fruits à coque"", 'de gluten et de soja']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,629,+0%,54,+3%,5,-51%,26,+14%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",,"[""E414 - Gomme d'acacia""]",4,54 g,en quantité élevée,4.5 g,en quantité modérée,3.2 g,en faible quantité,1.5 g,en quantité modérée,2632 kj(629 kcal),+0%,"4,5",+5%,"3,2",-22%,"1,5",+35%,"0,6",+35%,2,-51%,B,-51%,['Monoprix'],['Fruits à coque'],,,,
39,"Haricots Verts Extra-Fins 660 g - Monoprix - 660g (345g net égoutté), 720ml",3350031660351,B,"660 g (345 g net égoutté), 720 ml",['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']","['Point Vert', 'Eco-Emballages']",['Madagascar'],"['EMB 77146J', 'Croissy-Beaubourg (Seine-et-Marne, France)']",['France'],"['Haricots verts', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",93,-6%,?,,0,-100%,"2,7",+2%,"1,6",+8%,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,Légumes en conserve,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve']",,,3,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.851 g,en quantité modérée,93 kj(22 kcal),-6%,0,-100%,"0,6",-22%,"0,851",+27%,"0,34",+27%,-4,,A,,['Monoprix'],,"['77183 Croissy-Beaubourg', 'Seine-et-Marne', 'Île-de-France', 'France']",,,
40,Palets bretons pur beurre - Monoprix - 125g e (8 * 15.6g),3350031669248,C,125 g e (8 * 15.6 g),['Monoprix'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']","['Point Vert', 'Pur beurre']",,"['EMB 44182', 'Saint-Michel-Chef-Chef (Loire-Atlantique, France)']","['France', 'Hong Kong']","['Farine de blé - beurre concentré 26,5% - sucre - œufs - poudres à lever : diphosphate', 'carbonates de sodium - sel - émulsifiant : lécithine de soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,518,+4%,27,+6%,63,+4%,"5,7",-3%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,palets bretons,"['Plastique', 'Liner pour biscuits', 'Carton']",,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E322i - Lécithine']",4,27 g,en quantité élevée,18 g,en quantité élevée,25 g,en quantité élevée,0.6 g,en quantité modérée,2167 kj(518 kcal),+4%,18,+10%,25,-3%,"0,6",-32%,"0,24",-32%,21,-13%,E,-13%,['Monoprix'],"['Œufs', 'Gluten', 'Lait', 'Soja']",['France'],,,
41,Sucre 100% pure canne - MONOPIX BIO - 500g,3350031672590,A,500 g,['MONOPIX BIO'],"['Édulcorants', 'Sucres', 'Sucres de canne', 'Sucres en morceaux']","['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'BE-BIO-02', 'Fairtrade International', 'Max Havelaar']",['Paraguay'],['EMB 4021'],['France'],['sucre de canne'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,397,-1%,0,,"99,2",-1%,0,-100%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,Sucre de canne issu de l'agriculture biologique en morceaux,['Carton'],,,2,0 g,en faible quantité,0 g,en faible quantité,99.2 g,en quantité élevée,0 g,en faible quantité,1661 kj(397 kcal),-1%,0,-100%,"99,2",-1%,0,-100%,0,-100%,14,-2%,D,-2%,['Monoprix'],,['Tunisie'],,,
42,"Croquant de Cordes, biscuits soufflés aux éclats d'amandes - Monoprix",3350031718779,D,,['Monoprix'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",,,,['France'],[],[],?,,473,+4%,15,-16%,75,+23%,"8,2",-3%,89.3%,5.9%,1.9%,1.8%,1.1%,0.0%,35,,,,,,15 g,en quantité modérée,1.1 g,en faible quantité,64 g,en quantité élevée,0.1 g,en faible quantité,1979 kj(473 kcal),+4%,"1,1",-78%,64,+75%,"0,1",-66%,"0,04",-66%,16,-5%,D,-5%,['Monoprix'],,,,,
43,Chips Dorées Nature - Monoprix - 200g,3350031785498,B,200 g,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",,,"['EMB 56213D', 'Saint-Gérand (Morbihan, France)']",['France'],"['Pommes de terre', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,544,+2%,34,+2%,51,+0%,6,+2%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"['Sachet', 'Plastique']",,,3,34 g,en quantité élevée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,2276 kj(544 kcal),+2%,"3,1",+4%,"0,5",-61%,"1,1",-17%,"0,44",-17%,8,-27%,C,-27%,['Monoprix'],,,,,
44,Pur jus de pomme - Monoprix bio - 20cl,3350031895210,B,20 cl,"['Monoprix bio', 'Monoprix']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['France'],['jus pomme'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,44,-4%,0,-100%,11,0%,0,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,['Brique'],,,1,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,184 kj(44 kcal),-4%,0,-100%,10,-4%,0,-100%,0,-100%,4,-4%,C,-4%,['Monoprix'],,,,,
45,Goûters fourrés goût chocolat - monoprix - 330g,3350031909160,D,330 g,['Monoprix'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",,,,['France'],[],[],?,,474,+1%,18,-6%,70,+5%,"6,3",+8%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,"['Plastique', 'Carton']",,,,18 g,en quantité modérée,10 g,en quantité élevée,31 g,en quantité élevée,0.5 g,en quantité modérée,1983 kj(474 kcal),+1%,10,+18%,31,-6%,"0,5",-10%,"0,2",-10%,19,-4%,E,-4%,['Monoprix'],,,,,
46,Marbré au chocolat - Monoprix - 300g,3350031932380,D,300 g,['Monoprix'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",,,"['EMB 49333', 'Seiches-sur-le-Loir (Maine-et-Loire, France)']",['France'],"['Farine de blé', 'sucre', 'œufs frais', 'huile de colza', 'chocolat 6% ', 'sucre', 'pâte de cacao', 'cacao en poudre', 'eau', 'stabilisant : glycérol', 'sirop de glucose', ""émulsifiant : mono - et diglycérides d'acides gras"", 'poudres à lever : diphosphates et carbonates de sodium', 'sel', 'arômes', 'conservateur : sorbate de potassium', 'acidifiant : acide citrique', 'épaississant : gomme xanthane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1773,-3%,424,-3%,22,-7%,50,+2%,"5,7",-1%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,"['Papier', 'Plastique']",,"['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E415 - Gomme xanthane']",4,22 g,en quantité élevée,2.2 g,en quantité modérée,24 g,en quantité élevée,0.9 g,en quantité modérée,1773 kj(424 kcal),-3%,"2,2",-72%,24,-22%,"0,9",+73%,"0,36",+73%,15,-19%,D,-19%,['Monoprix'],"['Œufs', 'Gluten']",,,,
47,Chocolat blanc - Monoprix - 200g (2x100g),3350031947971,E,200 g (2x100g),['Monoprix'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']","['Commerce équitable', 'Max Havelaar']",,,['France'],"['sucre - poudre de lait entier - beurre de cacao poudre de lactosérum - émulsifiant : lécithines de colza - arôme Traces de céréales contenant du gluten', 'fruits à coque', 'œuf soja', ' Les informations en gras sont destinées aux personnes int', ' lérantes ou allergiques']",['Non végétalien'],?,,534,-5%,30,-17%,59,+11%,"7,1",+6%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,['E322i - Lécithine'],4,30 g,en quantité élevée,19 g,en quantité élevée,59 g,en quantité élevée,0.3 g,en quantité modérée,2234 kj(534 kcal),-5%,19,-12%,59,+17%,"0,3",+17%,"0,12",+17%,22,-18%,E,-18%,['Monoprix'],['Gluten'],,,,
