,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,traceability_code,markets,additives,nova_score,packaging,ingredients_origins,manufacturing,allergens,link,generic_name,palm_ingredients
345,Jambon cuit fumé,2483259016011,['France'],[],[],?,148,"7,6","0,5","19,5",,,,,,,,,,,,,619 kj(148 kcal),,,"2,8",,,"0,5",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
346,Fromage Manchego,8436025980140,['France'],[],[],?,455,"39,3","1,6",24,,,,,,,,,,,,,1904 kj(455 kcal),,,"28,4",,,"0,5",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
347,40 saucisses cocktail,3177340069008,['France'],[],[],?,281,25,"1,1",13,,,,,,,,,,,,,1176 kj(281 kcal),,,9,,,"0,8",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
348,Gnocchi à poêler fromage jambon,8056732800076,['France'],[],[],?,207,"7,3",27,"7,8",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchis cuits', 'Gnocchi à poêler']",7.3 g,en quantité modérée,3.4 g,en quantité modérée,1.1 g,en faible quantité,1.3 g,en quantité modérée,,+2%,866 kj(207 kcal),+2%,+78%,"3,4",+152%,-19%,"1,1",-38%,+32%,"1,3",-2%,"0,52",-2%,6,+3%,C,+3%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,,,
349,Boudin landais,3489350000347,['France'],[],[],?,281,"23,9","0,3","16,1",,,,,,,,,,,,,1176 kj(281 kcal),,,9,,,"0,3",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
350,Infusion aux fruits : Orange,3700438700820,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Gnocchi à poêler cheddar bacon,3489626789013,['France'],[],[],?,212,"7,4",28,"7,5",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchis cuits', 'Gnocchi à poêler']",7.4 g,en quantité modérée,3.3 g,en quantité modérée,1.3 g,en faible quantité,1.5 g,en quantité modérée,,+4%,887 kj(212 kcal),+5%,+81%,"3,3",+144%,-16%,"1,3",-27%,+27%,"1,5",+14%,"0,6",+14%,11,+88%,D,+88%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,,,
352,Tripes cuisinées au vin blanc,2204471036607,['France'],[],[],?,347,"2,2","0,9","14,8",,,,,,,,,,,,,1452 kj(347 kcal),,,1,,,"0,1",,,"1,1",,"0,44",,,,,,,,,,,,,,,,"['FR 33.036.007 CE', 'Bazas (Gironde, France)']",,,,,,,,,,
353,Tartelette Fraise X2,0209045016407,['France'],[],[],?,579,36,26,"1,3",,,,,,,,,,,,,2423 kj(579 kcal),,,"1,8",,,16,,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,
354,Glace liqueur de verveine - Terre Adélice,3515890509672,['France'],[],[],?,218,"9,7","22,8","3,4",,,,,,,,,,,,,912 kj(218 kcal),,,"7,1",,,"17,1",,,,,,,,,,,,,,,,,,,['Terre Adélice'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
355,Huile olive,3155700006702,['France'],[],[],?,828,92,0,0,,,,,,,,,,,,,3464 kj(828 kcal),,,"13,2",,,0,,,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
356,Chocolat au lait 50% de cacao,3770013887291,['France'],[],[],?,513,36,28,13,,,,,,,,,,,,,2146 kj(513 kcal),,,22,,,25,,,"0,13",,"0,052",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
357,Vegetable Korma,0042272013487,['France'],[],[],?,116,"4,3",15,3,,,,,,,,,,,,,485 kj(116 kcal),,,"1,3",,,"2,6",,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,,,,
358,Terrine d’estirgeon au caviar,3558070600264,['France'],[],[],?,165,10,"9,9",17,,,,,,,,,,,,,690 kj(165 kcal),,,"1,8",,,"2,1",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
359,Baguette Duchesse aux graines,0216255007873,['France'],[],[],?,303.5,"5,1","51,9",10,,,,,,,,,,,,,1270 kj(303 kcal),,,"0,6",,,"0,8",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
360,Palette d alsace a l emmental,0290779043623,['France'],[],[],?,167,"8,1","0,5","22,9",,,,,,,,,,,,,699 kj(167 kcal),,,"3,3",,,"0,4",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
361,Mayonnaise fine,8712566144303,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Vegan protein blend,5056307386960,['France'],[],[],?,40,2,4,"1,667",,,,,,,,,,,,,167 kj(40 kcal),,,"0,667",,,"0,333",,,"1,833",,"0,733",,,,,,,,,,,,,,,,,,,,,,,,,,
363,Crozes-Hermitage,3234783193629,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Donut caramel,5413476908629,['France'],[],[],?,480,31,41,"6,8",,,,,,,,,,,,,2008 kj(480 kcal),,,13,,,23,,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,
365,Guimauves cricks,2600687022562,['France'],[],[],?,433,18,61,6,,,,,,,,,,,,,1812 kj(433 kcal),,,12,,,51,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,
366,Garniture végétale à la mexicaine,3017800500965,['France'],[],[],?,99,"1,7",12,"6,1",,,,,,,,,,,,,414 kj(99 kcal),,,"0,2",,,"1,7",,,"0,8",,"0,32",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
367,Pain céréales en moule 400g,3478920013702,['France'],[],[],?,228,"2,6",43,"8,1",,,,,,,,,,,,,954 kj(228 kcal),,,"0,4",,,"4,7",,,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,,,,
368,Linguine carbonne,0748367059414,['France'],[],[],?,127,3,15,8,,,,,,,,,,,,,531 kj(127 kcal),,,1,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Filets poulets,0217247046184,['France'],[],[],?,138,"5,9",0,20,,,,,,,,,,,,,577 kj(138 kcal),,,"1,7",,,0,,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,
370,Le fromage blanc des limousins,3760043160129,['France'],[],[],?,122,"6,3",10,6,,,,,,,,,,,,,510 kj(122 kcal),,,"4,4",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Filets de harengs doux fumés,3270842006028,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,"['FR 67.540.001 CE', 'Wintershouse (Bas-Rhin, France)']",,,,,,,,,,
372,Sandwich,0222063022960,['France'],[],[],?,1060,"7,4",35,10,,,,,,,,,,,,,4435 kj(1060 kcal),,,"1,4",,,"2,8",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
373,Le normand,6111243090025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Compté,2404926019098,['France'],[],[],?,410,34,"0,5",26,,,,,,,,,,,,,1715 kj(410 kcal),,,22,,,"0,5",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
375,La Brique Pur Brebis,2923240031017,['France'],[],[],?,305,"26,3",0,17,,,,,,,,,,,,,1276 kj(305 kcal),,,"18,7",,,0,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
376,panettone traditionnel - La Vue Claire - 100g,17727648,['France'],"['Farine de blé*', 'beurre* 15%', 'sucre de canne complet""', 'raisins secs* 12%', 'oranges confites* 10% ', 'zestes doranges*', 'sirop de mais“', 'suare de canne complet*', 'jus de citron*', 'levain* ', 'farine de blé*', 'eau', ""jaune d'ceufs“ 8%"", ""miel d'acacia*"", 'sel de mer', 'huile essentielle dorange*', 'arôme naturel de vanile""', "" *Ingrédients issus de l'agriculture biologique"", ' Peut contenir des traces de soja et fruits à coque']",['Non végétalien'],1639,391,16,54,"6,8",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Panettone', 'Gâteau moelleux fourré aux fruits']",,,,,,,,,,,1639 kj(391 kcal),,,8,,,29,,,"0,83",,"0,332",,,,,,74.4%,14.2%,4.5%,4.5%,2.4%,0.0%,61,100g,"['La Vue Claire', 'La Vie Claire']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'IT-BIO-009', 'AB Agriculture Biologique']",,,,3,['Plastique'],,,"['Gluten', 'Lait']",,,
377,Fusion de poivrons,3292070010066,['France'],[],[],?,81,5,"6,5","1,3",,,,,,,,,,,,,339 kj(81 kcal),,,"0,7",,,"4,7",,,"1,21",,"0,484",,,,,,,,,,,,,,,,,,,,,,,,,,
378,Piemontaise jambon,0201055012660,['France'],[],[],?,575,12,"3,7","3,3",,,,,,,,,,,,,2406 kj(575 kcal),,,"1,3",,,"1,5",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
379,Yakisoba,3760299913074,['France'],[],[],?,148,"4,1",20,"7,4",,,,,,,,,,,,,619 kj(148 kcal),,,"0,7",,,4,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
380,Sucettes,8410031965322,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Strawb’,3770011018369,['France'],[],[],?,47,"0,1",16,"0,7",,,,,,,,,,,,,197 kj(47 kcal),,,"0,1",,,"11,3",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
382,Amandes emondees bio village,2218433054318,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
383,Le petit St Michel,6118540419733,['France'],[],[],?,496,22,69,6,,,,,,,,,,,,,2075 kj(496 kcal),,,14,,,34,,,"0,66",,"0,264",,,,,,,,,,,,,,,,,,,,,,,,,,
384,Eparcien,3770012867058,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Shape shake chocolat - Foodspring,4260363488952,['France'],[],[],?,352,"7,5",21,43,,,,,,,,,,,,,1473 kj(352 kcal),,,"1,9",,,"1,7",,,"1,1",,"0,44",,,,,,,,,,,,,,['Foodspring'],,,,,,,,,,,,
386,Sucette chocolat au lait Tour Eiffel,3700961308623,['France'],[],[],?,563,36,51,7,,,,,,,,,,,,,2356 kj(563 kcal),,,22,,,50,,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
387,Isey skyr drink,5690516996406,['France'],[],[],?,50,"0,1","4,7","7,6",,,,,,,,,,,,,209 kj(50 kcal),,,"0,06",,,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,NEUFCHÂTEL,3701918288715,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Feves,3270495008004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,La Petite chèvre,4072427038177,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Chips ahoy - Milka,68983796,['France'],[],[],?,560,31,52,20,,,,,,,,,,,,,2343 kj(560 kcal),,,20,,,51,,,"0,43",,"0,172",,,,,,,,,,,,,,['Milka'],,,,,,,,,,,,
392,Felix eminces poulet dinde volaille canard,571258,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Escalope extra-fine de dinde,2201273029714,['France'],[],[],?,114,2,0,25,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-6%,477 kj(114 kcal),-5%,+52%,"0,7",+74%,-100%,0,-100%,+9%,"0,1",-82%,"0,04",-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
394,Escalope de dinde,2614154018170,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
395,Biscuiterie du cotentin,3255652000046,['France'],[],[],?,490,21,67,7,,,,,,,,,,,,,2050 kj(490 kcal),,,14,,,28,,,"0,34",,"0,136",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
396,FROMADEL,6111248530410,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,FROMADEL 3,6111248530243,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Sirope,8413080000341,['France'],[],[],?,320,0,79,0,,,,,,,,,,,,,1339 kj(320 kcal),,,0,,,53,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
399,GALBANI DOLCELATTE,8000430900088,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,GALBANI DOLCELATTE,8000430052275,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Gaufre maison perles de sucre,0209375016405,['France'],[],[],?,382,27,25,"8,2",,,,,,,,,,,,,1598 kj(382 kcal),,,"2,2",,,"2,6",,,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,,,
402,Baguette cereales Bio,0250823007223,['France'],[],[],?,269,3,48,"8,3",,,,,,,,,,,,,1125 kj(269 kcal),,,"0,5",,,"2,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
403,A gift from london,5390711530046,['France'],[],[],?,396,"9,8","74,9","1,6",,,,,,,,,,,,,1657 kj(396 kcal),,,"6,5",,,"55,6",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
404,Rooibos vanille,8680211790567,['France'],[],[],?,1,"0,1","0,1","0,1",,,,,,,,,,,,,4 kj(1 kcal),,,"0,1",,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Haricots verts,3112940812760,['France'],[],[],?,24,"0,2","2,3","1,8",,,,,,,,,,,,,100 kj(24 kcal),,,0,,,"0,7",,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,,,
406,levure dd biere,15316363,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Maxi burger,8437011972538,['France'],[],[],?,261,"4,5",45,"9,3",,,,,,,,,,,,,1092 kj(261 kcal),,,"1,2",,,"5,4",,,"1,09",,"0,436",,,,,,,,,,,,,,,,,,,,,,,,,,
408,Raclette pasteurisee moutarde 26% MG,2891975024010,['France'],[],[],?,343,26,"3,4",23,,,,,,,,,,,,,1435 kj(343 kcal),,,15,,,"0,5",,,"1,29",,"0,516",,,,,,,,,,,,,,,,,,,,,,,,,,
409,Farina integrale bio grano italiano,8018211402379,['France'],[],[],?,354,19,68,12,,,,,,,,,,,,,1481 kj(354 kcal),,,"0,4",,,"2,1",,,0,,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
410,Cacahuètes caramélisées,0260348009312,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Crunchy - Nature Valley,8410076601629,['France'],[],[],?,457,"17,1","64,6","7,9",,,,,,,,,,,,,1912 kj(457 kcal),,,"2,7",,,28,,,"0,74",,"0,296",,,,,,,,,,,,,,['Nature Valley'],,,,,,,,,,,,
412,Diots de savoir P P fumés x 4,3700927201838,['France'],[],[],?,287,23,"1,5",19,,,,,,,,,,,,,1201 kj(287 kcal),,,9,,,"0,6",,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
413,Gigot d agneau l etal du boucher,2240018015247,['France'],[],[],?,129,"9,4","0,4",18,,"['Viandes', ""Viandes d'agneau""]",9.4 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,-14%,540 kj(129 kcal),-14%,+33%,"2,6",-5%,-70%,0,-100%,-5%,"0,18",-82%,"0,072",-82%,-2,-171%,A,-171%,,,,,,,,,,,,,,,['Film en plastique'],,,,,,
414,Pomme de terre,3700870700013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Banane Bio Ghana Cati Cavendish,2184435001400,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
416,EAU DETOX MENTHE FRAISE,0251229005127,['France'],[],[],?,29,"0,2",6,0,,,,,,,,,,,,,121 kj(29 kcal),,,0,,,"4,4",,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
417,REQUEFORT VERNIERES,3183871000342,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Olive,8692888617825,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Edible glue,8719638160230,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Les soupes d Isa,3008204000007,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,FROMITAL البلدي,6111243090872,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Arachides grillées enrobées de sucre cuit,2600117031492,['France'],[],[],?,532,28,55,15,,,,,,,,,,,,,2226 kj(532 kcal),,,19,,,44,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Palette à la diable - Moritz - 1kg,3238850002753,['France'],"['Palette de porc sans os traitée en salaison\rSauce moutarde: 15% env ', ' eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium ', '\rCrépine de porc\rSel\rAntioxydant: ascorbate de sodium,\rDextrose de blé\rPersil\rConservateur: nitrite de sodium']",[],567,136,"8,4","1,1",14,,"['Viandes', 'Porc', 'Palette à la diable']",8.4 g,en quantité modérée,3.6 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-1%,567 kj(136 kcal),-3%,-5%,"3,6",+6%,+3%,"0,5",-7%,0%,"1,7",-2%,"0,68",-2%,11,+4%,D,+4%,,,,,,,,1 kg,['Moritz'],,"['FR 67.144.001 CE', 'Fouday (Bas-Rhin, France)']",['Norma'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,['Sous-vide'],['Viande de porc française'],['67130 Fouday France'],,http://moritz.fr/shop/les-palettes-d-alsace-crues/85-authentique-palette-dalsace-crue-a-la-diable.html,,
424,Tomme blanche,2487998018107,['France'],[],[],?,327,27,"1,5",19,,,,,,,,,,,,,1368 kj(327 kcal),,,19,,,"0,5",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
425,Bière,5000213023525,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Protein bites,1133221004447,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Saucisse coktail,3180050141537,['France'],[],[],?,171,13,"0,5",13,,,,,,,,,,,,,715 kj(171 kcal),,,"3,9",,,"0,5",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
428,Oeufs de cabillaud,2429629055761,['France'],[],[],?,158,4,"0,5",30,,,,,,,,,,,,,661 kj(158 kcal),,,"0,7",,,"0,5",,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,
429,Harry Brand Harissa Chilli Sauce,0634041130831,['France'],[],[],?,60,"1,7","4,8","3,3",,,,,,,,,,,,,251 kj(60 kcal),,,"0,43",,,"4,4",,,"7,5",,3,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Deshydrateur Alimentaire,4056233301113,['France'],[],[],?,28,"1,8",3,3,,,,,,,,,,,,,117 kj(28 kcal),,,"0,8",,,1,,,12,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,
431,Pain aux céréales sans gluten,2644691032148,['France'],[],[],?,285,"8,5","46,1","2,2",,,,,,,,,,,,,1192 kj(285 kcal),,,"0,6",,,"4,4",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
432,Kombucha,0703158263227,['France'],[],[],?,16,"0,1","3,2","0,1",C,"['Boissons', 'Boissons au thé', 'Kombuchas']",0.1 g,en faible quantité,0.1 g,en faible quantité,3.1 g,en quantité modérée,0.1 g,en faible quantité,,-11%,67 kj(16 kcal),-11%,+108%,"0,1",+258%,-16%,"3,1",-10%,+37%,"0,1",+400%,"0,04",+400%,6,+5%,D,+5%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,,,,,
433,Cacao Butter,5060135240875,['France'],[],[],?,894,"99,8",0,0,,,,,,,,,,,,,3740 kj(894 kcal),,,"64,2",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Meule de savoie,2902071002069,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Coquillettes Demi CPLT Vrac,3380390181204,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,
436,Delacre etoile - 430g (430g),3116430212948,['France'],"['Farine de BLE - sucre - chocolat ', '14%', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme', ' - graisse végétale ', 'palme', 'palmiste', 'colza', ' - NOISETTE ', '4,5%', ' - BEURRE - BEURRE concentré - perles au chocolat ', '2%', '[chocolat ', '1%', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme', 'sucre', 'cacao maigre en poudre', 'farine de BLE', 'amidon de BLE', 'huile de tournesol', 'beurre de cacao', 'protéines de LAIT', 'émulsifiant : lécithine de SOJA', ""poudre à lever : carbonates d'ammonium"", 'arôme] - chocolat au LAIT aux NOISETTES gianduja ', '2%', ' ', 'beurre de cacao', 'sucre', 'NOISETTE', 'LAIT entier en poudre', 'pâte de cacao', 'émulsifiant : lécithine de SOJA', 'arôme', ' - chocolat blanc ', '2%', ' ', 'beurre de cacao', 'sucre', 'LAIT entier en poudre', 'émulsifiant : lécithine de SOJA', 'arôme', ' - cacao maigre en poudre ', '1%', ' - noix de coco ', '1%', "" - OEUF entier en poudre - LAIT entier en poudre - sel - blanc d'OEUF en poudre - LACTOSE et protéines de LAIT - poudres à lever : carbonates de sodium"", ""carbonates d'ammonium - arôme - émulsifiant : lécithine de SOJA""]","['Huile de palme', 'Non végétalien']",2158,517,"28,6","57,2","5,8",,,,,,,,,,,,,2158 kj(517 kcal),,,"15,8",,,"31,6",,,"0,27",,"0,108",,,,,,,,,,,,,430 g (430 g),['Delacre'],,,,"['E322i - Lécithine', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",4,['Boite'],,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,Assortiment de biscuits,['Huile de palme']
437,Pâte feuilletée,0280650016686,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 10.216.001 CE', 'Mailly-le-Camp (Aube, France)']",,,,,,,,,,
438,Sake Ozeki Mini 100ML,49403770,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Olio di semi di mais,8002470000223,['France'],[],[],?,828,92,0,0,,,,,,,,,,,,,3464 kj(828 kcal),,,12,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Poitrine roulée cuite,2259435021120,['France'],[],[],?,220,20,0,16,,,,,,,,,,,,,920 kj(220 kcal),,,"6,5",,,0,,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Piperade,8411108000755,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Les dragées,3700125800734,['France'],[],[],?,482,20,60,"9,7",,,,,,,,,,,,,2017 kj(482 kcal),,,"1,5",,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Yaourt de chevre,3760129590376,['France'],[],[],?,77,"4,9","4,2","4,1",,,,,,,,,,,,,322 kj(77 kcal),,,"3,4",,,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Piment vert,01981104,['France'],[],[],?,20,"0,2","1,5","1,1",,,,,,,,,,,,,84 kj(20 kcal),,,"0,1",,,"0,7",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
