,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,labels,packaging,additives,nova_score,generic_name,markets,allergens,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner,producer_info
1123,Confiture de figue,6111162000815,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",['France'],[],[],0.18 g,en faible quantité,0.18 g,en faible quantité,67 g,en quantité élevée,0 g,en faible quantité,?,,276,+19%,1155 kj(276 kcal),+19%,"0,18",-61%,"0,18",+170%,"67,91",+23%,67,+26%,"0,63",-14%,0,-100%,0,-100%,8,-16%,C,-16%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,
1124,"Saftiger Krustenschinken, Gepökelt, Im Ofen Geback. .. -  - 100g",4316268463362,E,100 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['France', 'Allemagne']","['Schweinefleisch', 'Nitritpökelsalz ', 'Speisesalz', 'Konservierungsstoff: Natriumnitrit', ' Säureregulator: Natriumacetat', ' Aroma', 'Antioxidationsmittel: Natriumascorbat', ' Stabilisator: Diphosphate', 'Triphosphate', ' Maltodextrin']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3.7 g,en quantité modérée,1.3 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,?,,117,-11%,490 kj(117 kcal),-10%,"3,7",-23%,"1,3",-29%,10,+1395%,"0,1",-83%,20,-5%,0,-100%,0,-100%,-3,-143%,A,-143%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,['Pur porc'],,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E301 - Ascorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",4,Kochschinken gepökelt,,,,,,,,
1125,Langue de porc vinaigrette,3521420290101,,,,['France'],[],[],,,,,,,,,?,,191,,799 kj(191 kcal),,"16,35",,"3,73",,"1,56",,"1,27",,"9,64",,"2,79",,"1,116",,,,,,,,,,,,,"['FR 03.185.006 CE', 'Montluçon (Allier, France)', 'EMB 03185', 'Montluçon (Allier, France)']",,,,,,,,,,,,,,
1126,Café Soluble Intense - Carrefour - 200g,8431876073737,E,200 g,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",['France'],['100% café soluble'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,['Carrefour'],,,,1,Café soluble lyophilisé.,['Carrefour'],,,,,,,"Conditionné par PRODUCTOS SOLUBLES SA, RGSEAA 25.01634/P pour Interdis"
1127,Crème crue traditionnelle de Normandie - Sylvain Hardel - 40cl,3689100000041,B,40 cl,"['Produits laitiers', 'Crèmes', 'en:raw-creams']",['France'],['CRÈME crue'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['FR 50.234.001 CE', 'Haye-Bellefond (Manche, France)']","['Sylvain Hardel', ""L'hôtel Valois""]",,"['Frais', 'Verre']",,1,,,,,,,,,
1128,"Demi chou blanc, pièce",8710147600538,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,allegoria - vin blanc doux - 0.75,3272590049333,,0.75,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['vin blanc doux'],,,,,,,,,,,,,
1130,Miel de lavande bio - Les Comtes de Provence - 330g,3324498001132,A,330 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],['Miel de lavande maritime'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,66.7 g,en quantité élevée,0 g,en faible quantité,?,,334,+36%,1397 kj(334 kcal),+36%,"0,1",-34%,"0,1",+18%,"82,9",+15%,"66,7",+4%,"0,2",-42%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Les Comtes de Provence'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Pot', 'Verre']",,2,Miel,,,,,,,,
1131,Nounours guimauve,3760072743980,,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,9,,"5,8",,65,,63,,"4,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Pâté de foie de volaille,3760003151808,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Cornichons,3309014403447,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,2.4 g,en faible quantité,2.5 g,en quantité élevée,?,,20,-26%,84 kj(20 kcal),-21%,"0,1",-66%,0,-100%,"3,5",+2%,"2,4",-8%,"1,2",+19%,"2,5",+45%,1,+45%,5,+130%,C,+130%,,,,,,,,,,,,,,,,,,,,,,
1134,Café Moulu - Markus,27008027,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['France', 'Allemagne']",[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,['Markus'],,,,,,,,,,,,,
1135,Pain crème pâtissière - Auchan - 165g,2090000190427,,165g,"['Snacks', 'Snacks sucrés', 'Viennoiseries']",['France'],"['Farine BI2', 'crème pâtissière 27', '6% ', 'eau', 'sucre', 'amidon modifié', 'lait entier en poudre', 'lactoserum en poudre ', 'lait', 'gélifiant ', 'E401', 'E450', 'E341', 'amidon', 'sel', 'colorant ', ""caroténoïdes d'origine naturelle"", 'arôme naturel de citron avec autre arôme naturel', 'arôme naturel', 'eau', 'beurre 14', '5%', 'sucre', 'levure', 'gluten de blé', 'sel', 'oeufs', 'agent de traitement de la farine ', 'E300', 'enzyme']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Auchan'],,,"['E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E300 - Acide ascorbique']",4,,['Auchan'],"['Œufs', 'Gluten', 'Lait']",,,,,,
1136,"Nutrigee Tisane Concentré De Thym Bio,30 Sachets",3760143920616,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1137,Lardons fumés - Carrefour,5400101061613,D,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",['France'],[],[],13 g,en quantité modérée,5.3 g,en quantité élevée,0.5 g,en faible quantité,3 g,en quantité élevée,?,,192,-28%,803 kj(192 kcal),-27%,13,-40%,"5,3",-36%,"0,5",-39%,"0,5",-22%,17,+4%,3,+13%,"1,2",+13%,17,-15%,D,-15%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,['Carrefour'],,,,,,['Carrefour'],,,,,,,
1138,Accras au cabillaud et à la morue - Leader Price,3263858076918,E,,"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']",['France'],[],[],11 g,en quantité modérée,1 g,en faible quantité,1.4 g,en faible quantité,1.8 g,en quantité élevée,?,,233,+6%,975 kj(233 kcal),+7%,11,+19%,1,-24%,21,+2%,"1,4",-43%,12,+14%,"1,8",0%,"0,72",0%,4,-42%,C,-42%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,['Leader Price'],,,,,,['Leader Price'],,,,,,,
1139,Baguette les 3 meuniers -,1111111130872,,,,['France'],[],[],,,,,,,,,?,,269,,1125 kj(269 kcal),,"1,9",,"0,2",,62,,"4,6",,"7,8",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Estee erdbeer-kiwi geschmack,42206880,,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,1",,"0,1",,"6,2",,"6,2",,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Forme fruits sucrés - François Doucet - 200g,3389750005556,E,200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",['France'],"['Pulpes de fruits 50% ', 'abricot Orangé de Provence 22,5% poire William des Hautes Alpes 12,5% mandarine 5% fraise 5% framboise 5%', 'sucre', 'sirop de glucose de blé', 'sirop de sucre inverti', 'gélifiant: pectine', 'acidifiant: acide citrique', 'aromes naturels du fruits ', 'framboise', 'poire', 'fraise', 'abricot', 'mandarine', 'arome naturel de vanille Bourbon', ' Peut contenir des traces de fruits à coque et de gluten']",[],0.5 g,en faible quantité,0.5 g,en faible quantité,72 g,en quantité élevée,0.15 g,en faible quantité,?,,311,-10%,1301 kj(311 kcal),-10%,"0,5",+25%,"0,5",+198%,76,-5%,72,+25%,"0,5",-86%,"0,15",+30%,"0,06",+30%,12,-15%,D,-15%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['François Doucet'],,['boîte'],"['E440 - Pectines', 'E330 - Acide citrique']",4,,,,['produit en Provence'],['Provence'],,,,
1142,"Ghost Tetine - Zed - 252,45g (9 * 28,05g e)",5011061001566,E,"252,45 g (9 * 28,05 g e)","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', ""Aliments et boissons d'Halloween""]",['France'],[],[],0.6 g,en faible quantité,0.6 g,en faible quantité,79 g,en quantité élevée,0.02 g,en faible quantité,?,,354,-12%,1481 kj(354 kcal),-12%,"0,6",-94%,"0,6",-88%,87,+21%,79,+44%,0,-100%,"0,02",-92%,"0,008",-92%,14,-20%,D,-20%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Zed'],['Point Vert'],"['Sachet', 'Plastique', '05']",,,Bonbon multigoût avec bubble gum - Ghost Tetine,,,['Chine'],,,,,
1143,Persillade de berniques et couteaux - La Chikolodenn,3760108730465,,,,['France'],[],[],,,,,,,,,?,,210,,879 kj(210 kcal),,15,,"7,8",,"1,2",,"0,3",,13,,"0,9",,"0,36",,,,,,,,,,,,,,['La Chikolodenn'],,,,,,,,,,,,,
1144,Batchelors Granules Chick & Vegetable -,5000175409054,,,,['France'],"['INSTANT CHICKEN & VEGETABLE SOUP WITH CROUTONS Ingredients as served ', 'greatest first', ': Water', 'Glucose Syrup', 'Vegetables ', '3%', ' ', 'Carrot', 'Onion', 'Peas', 'Maize Starch', 'Potato Starch', 'Palm Oil', 'Chicken ', '1%', 'Croutons ', '0', '5%', ' ', 'Wheat Flour ', 'with added Calcium', 'Iron', 'Niacin', 'Thiamin', 'Palm Oil', 'Salt', 'Yeast', 'Antioxidant ', 'Rosemary Extracts', 'Salt', 'Flavourings', 'Parsley', 'Milk Protein', 'Potassium Chloride', 'Garlic', 'Yeast Extract ', 'contains Barley', 'Sugar', 'Emulsifier ', 'Mono - and Diglycerides of Fatty Acids', 'Sea Salt', 'Turmeric', 'Black Pepper Extract', ' Allergy Advice: For allergens', 'including cereals containing gluten', 'see ingredients in bold', ' May also contain celery and soya']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,46,,192 kj(46 kcal),,"1,7",,"1,2",,7,,"0,5",,"0,5",,"0,48",,"0,192",,,,,,,,,,,,,,,,"['card-box', 'mixed plastic-wrapper']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,,['Gluten'],,,,,,
1145,Sour cream & Jalapeño combo mix,00221696,,,,['France'],[],[],,,,,,,,,?,,463,,1937 kj(463 kcal),,"20,1",,"1,9",,"63,7",,"3,1",,5,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Yaourt brassé au lait de vache sur lit de mûre - Lait'Age d'Or,3760274150586,C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts à la mûre', 'Yaourts au lait de vache', 'Yaourts brassés aux fruits']",['France'],[],[],3.05 g,en quantité modérée,2.14 g,en quantité modérée,10.5 g,en quantité modérée,0.15 g,en faible quantité,?,,98,-5%,410 kj(98 kcal),-4%,"3,05",-7%,"2,14",+5%,"13,1",-3%,"10,5",-17%,"3,94",+18%,"0,15",+39%,"0,06",+39%,3,0%,C,0%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,"[""Lait'Age d'Or""]",['Bio'],,,,,,,,,,,,
1147,Pastilles mentholées,6111025070061,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
1148,Choco yuzu,3760226461616,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,24,,11,,44,,30,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Concassé de tomates séchées,6191404300019,,,,['France'],[],[],,,,,,,,,?,,616,,2577 kj(616 kcal),,56,,0,,28,,16,,0,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Grinioc,13511744,,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,227,,950 kj(227 kcal),,10,,"1,1",,26,,"1,5",,"5,5",,1,,"0,4",,,,,,,,,,,,,,,"['Bio', 'en:palm-oil-free']",,,,,,,,,,,,
1151,Corbières Le Crouzet - 75cl,3454781517931,C,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Corbières']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Corbières'],,,,,,,,,['France'],,,,
1152,The Glace T'sweet the Noir Peche,3700110013620,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1153,Baguette Vaussette,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,"Persil, 7 Grammes, Marque Bio Cambresis",3388550000358,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1155,Maxi Flan Nature 6 Pers,3355710809069,B,,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",['France'],[],[],7.3 g,en quantité modérée,3.8 g,en quantité modérée,17 g,en quantité élevée,0.3 g,en quantité modérée,?,,187,-10%,782 kj(187 kcal),-11%,"7,3",-5%,"3,8",-18%,27,-7%,17,-4%,"3,4",-7%,"0,3",+23%,"0,12",+23%,7,-28%,C,-28%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,,,,,,
1156,Antipasti di mare - Italiamo,20871734,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,"10,3",,1,,"2,7",,"1,1",,"13,9",,"1,7",,"0,68",,,,,,,,,,,,,,['Italiamo'],['Fabriqué en Italie'],,,,,,,,,,,,
1157,Rooibos du hammam - Palais des Thés,3700256703775,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,
1158,Fromage blanc frais en faisselle - le torcéen - Fromagerie Maurice Girard - 500g,3383680020184,D,500g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs', 'Fromages à la crème', 'Faisselles', 'Fromages blancs natures']",['France'],[],[],3 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,0.1 g,en faible quantité,?,,56,-35%,234 kj(56 kcal),-35%,3,-44%,2,-40%,"3,3",-25%,3,-12%,4,-10%,"0,1",-10%,"0,04",-10%,-1,-168%,A,-168%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,['Fromagerie Maurice Girard'],,['Plastique'],,,,,,,,,,,
1159,Wraps Saumon Fume,5425016572085,,,,['France'],[],[],,,,,,,,,?,,224,,937 kj(224 kcal),,"8,9",,"5,3",,"23,4",,"1,5",,10,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Plus + Life Bits de cereais castanha e coco - Adria - 60g,7896085076510,,60 g,['pt:Cereais'],['France'],[],[],55 g,en quantité élevée,75 g,en quantité élevée,,,,,?,,460,,1920 kj(460 kcal),,55,,75,,55,,,,90,,,,,,,,,,,,,,,,,,['Adria'],,['plástica'],,,,,,['Maracanaú Ceará'],['Brésil'],,,,
1161,Glace cookies - Terre Adélice,3515890502925,,,,['France'],[],[],,,,,,,,,?,,219,,916 kj(219 kcal),,"11,4",,"7,3",,"24,9",,"22,3",,"4,2",,"0,04",,"0,016",,,,,,,,,,,,,,['Terre Adélice'],"['Bio', 'Sans colorants']",,,,,,,,,,,,
1162,M&S Breaded Scottish Scampi - Coop,00820493,,,,['France'],[],[],,,,,,,,,?,,181,,757 kj(181 kcal),,"8,4",,"0,7",,"16,9",,2,,"8,8",,"1,38",,"0,552",,,,,,,,,,,,,,['Coop'],,"['ldpe-film', 'pet-tray']",,,,,,,,,,,
1163,ACEROLA,3700211192767,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,,,,,,
1164,Miaow Chips Prawn Crackers,9556345008573,,,,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,"21,4",,"9,9",,67,,"6,2",,"4,9",,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,yunnan tuocha,3760249070178,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Chocolat au lait aux noisettes entières,7610209053399,,,,['France'],[],[],,,,,,,,,?,,577,,2414 kj(577 kcal),,38,,"17,7",,"48,4",,"45,8",,"8,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Frucht Blubber Apfel Himbeere - Hipp,4062300302211,,,,['France'],[],[],,,,,,,,,?,,14,,59 kj(14 kcal),,"0,1",,0,,"3,3",,"3,1",,0,,"0,05",,"0,02",,,,,,,,,,,,,,['Hipp'],['Sans sucre ajouté'],,,,,,,,,,,,
1168,Amandes au Thym et Piment 125g BIO - Albert Ménès,3234750013165,,,,['France'],"['Amande blanchie*', 'sel', 'thym* ', '1,2%', ""blanc d'œuf*"", 'piment doux *', '0,7%', 'piment de cayenne* ', '0,2%', "" * Produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,2640,,638,,2640 kj(638 kcal),,55,,"4,1",,"9,2",,"1,5",,23,,"2,9",,"1,16",,,,,,,,,,,,,,['Albert Ménès'],"['Bio', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",,,,Amandes au Thym et Piment 125g BIO,,"['Œufs', 'Fruits à coque']",,,,,,
1169,Chocolat noir bio 72% - Chevaliers d'Argouges,3421371521166,D,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['påte de cacao*', 'sucre de canne*', 'beurre de cacao', 'extrait de vanille*', ' Traces éventuelles de lait', 'de soja', 'de gluten et de fruits à coque', ' Chocolat noir ', 'cacao 72% minimum', "" Issus de l'agriculture biologique Produit de l'agriculture Biologique certifié par FR BIO 10 Ingrédients conformes aux standards du commerce équitable Fairtrade/Max Havelaar: påte de cacao"", 'sucre de canne', 'beurre de cacao', 'extrait de vanille ', '100%', ' www', 'info', 'fairtrade', 'net']",[],43 g,en quantité élevée,26 g,en quantité élevée,26 g,en quantité élevée,0.01 g,en faible quantité,?,,549,-1%,2297 kj(549 kcal),-1%,43,+9%,26,+13%,32,-17%,26,-18%,"7,9",+3%,"0,01",-79%,"0,004",-79%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"[""Chevaliers d'Argouges""]","['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10', 'Max Havelaar']",,,3,,,,,,,,,
1170,Bio - Lactel,3428271150014,D,,"['Produits laitiers', 'Laits']","['Belgique', 'France']",[],[],4 g,en quantité modérée,2.6 g,en quantité modérée,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,68,+3%,285 kj(68 kcal),+4%,4,+94%,"2,6",+118%,"4,8",-20%,"4,8",-12%,"3,2",-10%,"0,1",-19%,"0,04",-19%,2,+248%,B,+248%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Lactel'],['Bio'],,,,,,,,,,,,
1171,Part de flan,3276550087984,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Mani moto,7702189039477,,,,['France'],[],[],,,,,,,,,?,,500,,2092 kj(500 kcal),,22,,"4,5",,45,,6,,18,,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,"Mâcon Villages AOP, blanc",3338590003109,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Rillettes de poulet bio nature,3336920006493,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,['Bio'],,,,,,,,,,,,
1175,De lanezac - 75cl,3660989145573,C,75cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins du Médoc', 'Saint-Estèphe']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['De Lanezac'],,,,,,,,,['France'],,,,
1176,Colorant liquide liposoluble,3700105238885,,,,['France'],[],[],,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,"6,9",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Tilleul,,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tilleul']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1178,Sirop mini goût Guimauve - A'ROM - 5cl,3700389707824,,5 cl,['Boissons'],"['France', 'Suisse']","['Sucre', 'eau', 'colorants ', 'E131', 'E171', 'conservateur : E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0 g,en faible quantité,1400,+402%,?,,1400 kj(335 kcal),+481%,0,-100%,0,-100%,84,+643%,84,+790%,0,-100%,0,-100%,0,-100%,20,+161%,E,+161%,,,,,,,,"['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']","[""A'ROM""]","['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']","['VERRE', 'BOUTEILLE']","['E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,Sirop mini goût Guimauve,"['LITTLE EXTRA', 'GLOBUS', 'FUTUROSCOPE']",['NON RENSEIGNE'],['FRANCE'],['France'],,,,
