,name,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,bar_code,generic_name,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,traceability_code,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,additives,allergens,brand_owner,manufacturing,link
912,"Aptamil Confort 2 Milupa 800 Gr, 1 Boîte",['France'],[],[],?,?,,?,,?,,?,,,7611471002955,,,,['Aptamil'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Pecorino pepato fresco,['France'],[],[],?,380,1590 kj(380 kcal),32,22,"1,1",1,22,"1,2","0,48",2787320007800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Carottes biologiques,['France'],[],[],?,2,8 kj(2 kcal),2,2,2,2,2,2,"0,8",8058846702123,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Carottes']",2 g,en faible quantité,2 g,en quantité modérée,2 g,en faible quantité,2 g,en quantité élevée,,-95%,-95%,+217%,+2194%,-67%,-48%,+92%,+504%,+504%,3,,C,,"['Bio', 'Fabriqué en Italie']",,,B,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,
915,Prei,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,8718906478305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,8436026310946,['France'],[],[],?,?,,?,,?,,?,,,8436026310946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,L-GLUTAMINE 1000 MG,['France'],[],[],?,?,,?,,?,,?,,,0033984003569,,,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Glutamine']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Schweppes lemon zero,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,0,0,36334643,,,,['Schweppes'],"['Boissons', 'Boissons gazeuses']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-92%,-92%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-88%,B,-88%,,,,,,,,,,,,,,,,,,
919,Soupe de potimarron vert,['France'],[],[],?,?,,?,,?,,?,,,3700876976153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Saucisse au canard,['France'],[],[],?,?,,?,,?,,?,,,2678249059233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Vitamines D3K2 - 20ml,['France'],[],[],?,?,,?,,?,,?,,,5425036460560,,20 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Clémentine feuille vrac,['France'],[],[],?,?,,?,,?,,?,,,0200114036609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Li te dr miam,['France'],[],[],?,2,8 kj(2 kcal),0,0,5,0,"1,2","0,5","0,2",3329680966510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,SPAGHETTONI,"['France', 'Luxembourg']",[],[],?,?,,?,,?,,?,,,2208942001392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Farine grand epeautre,['France'],[],[],?,329,1377 kj(329 kcal),1,"0,3",67,"1,8","11,2","0,06","0,024",3760274682032,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,
926,Colorante alimentario - Alteza,['France'],[],[],?,350,1464 kj(350 kcal),4,4,0,0,7,0,0,8480024749116,,,,['Alteza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alteza'],,,,,,
927,Brioche Nanterre praline,['France'],[],[],?,?,,?,,?,,?,,,3602826532634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
928,veritable gaufre de Liège,['France'],[],[],?,405,1695 kj(405 kcal),19,"9,1",51,24,7,"1,12","0,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Poulet aux morilles - Castaing,['France'],[],[],?,125,523 kj(125 kcal),"5,3","2,8",4,"0,5",14,"0,76","0,304",3332277662344,,,,['Castaing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Saucisse aux choux fumee,['France'],[],[],?,233,975 kj(233 kcal),20,8,"3,2","1,4",10,"1,5","0,6",3501140086956,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de foie', 'Saucisses de foie de porc', 'Saucisses aux choux']",20 g,en quantité modérée,8 g,en quantité élevée,1.4 g,en faible quantité,1.5 g,en quantité modérée,,-1%,+1%,+4%,+8%,+17%,+28%,-13%,-30%,-30%,15,-15%,D,-15%,,"['FR 74.042.001 CE', 'Bonneville (Haute-Savoie, France)']",,E,88.6%,4.9%,1.5%,1.3%,0.8%,2.9%,27,,,,,,,
931,Feta,"['France', 'Luxembourg']",[],[],?,?,,?,,?,,?,,,5450252038026,,,['Plastique'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fetan']",,,,,,,,,,,,,,,,,,,,,,,,,,D,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,
932,Bourbon Liberty Ship Honey - Auchan,['France'],[],[],?,?,,?,,?,,?,,,3596710443628,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Aloé Véra - 150g,['France'],[],[],?,380,1590 kj(380 kcal),0,0,94,76,0,"0,03","0,012",3760177747951,,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 37156D', 'Montlouis-sur-Loire (Indre-et-Loire, France)']",,,,,,,,,,,,,,,,
934,Colorant alimentaire en poudre bleu,['France'],[],[],?,395,1653 kj(395 kcal),0,0,"98,7","98,7",0,0,0,4052400021136,,,,,"['Additifs alimentaires', 'Colorants alimentaires']",0 g,en faible quantité,0 g,en faible quantité,98.7 g,en quantité élevée,0 g,en faible quantité,,+400%,+401%,-100%,-100%,+716%,+1882%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,
935,Yerba Mate,['France'],[],[],?,88,368 kj(88 kcal),0,0,20,"2,8",0,"0,18","0,072",7840013000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Figatellu,['France'],[],[],?,?,,?,,?,,?,,,2758972003007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Cornichon au vinaigre,['France'],[],[],?,?,,?,,?,,?,,,0285145003028,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Miel de thym,['France'],[],[],?,?,,?,,?,,?,,,000000000886,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
939,Jambon sec de pays,['France'],[],[],?,260,1088 kj(260 kcal),"13,9","5,6","0,1","0,1","33,7","5,25","2,1",2244507059897,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",13.9 g,en quantité modérée,5.6 g,en quantité élevée,0.1 g,en faible quantité,5.25 g,en quantité élevée,,+11%,+11%,+9%,+15%,-83%,-73%,+16%,+5%,+5%,18,+8%,D,+8%,"['Viande Française', 'Viande Porcine Française']","['FR 12.195.007 CE', 'Rebourguil (Aveyron, France)']",,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
940,Crème légère fluide,['France'],[],[],?,141,590 kj(141 kcal),12,"7,8","5,5","0,1","2,7","0,12","0,048",3760034313053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Olives Lucques,['France'],[],[],?,?,,?,,?,,?,,,3330143500233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Mariana,['France'],[],[],?,?,,?,,?,,?,,,5600314040102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,"Curcuma Moulu ""Les Domaines Des Oliviers""",['France'],[],[],?,?,,?,,?,,?,,,8413808000530,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curcuma', 'Curcuma en poudre']",,,,,,,,,,,,,,,,,,,,,,,,,,B,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,,,,,,,
944,Salade Méchouia - Amilcar,['France'],[],[],?,144,602 kj(144 kcal),"12,74","1,26","6,47","2,73","0,97","1,72","0,688",3700604200192,,,,['Amilcar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Opéra Auchan,['France'],[],[],?,?,,?,,?,,?,,,2030507988967,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,
946,Les petits carrés apéritif à la truffe,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,411,1720 kj(411 kcal),"17,5","2,3","49,8","8,4","9,8","0,9","0,36",3770008206007,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,
947,Saucisson sec de montagne cendré,['France'],[],[],?,383,1602 kj(383 kcal),26,"9,3","0,7","0,6",36,5,2,2453599032019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.334.001 CE', 'Violay (Loire, France)']",,,,,,,,,,,,,,,,
948,escalopes de dinde,['France'],[],[],?,?,,?,,?,,?,,,2227489037190,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,
949,Blanche De Bruxelles 750ML,['France'],[],[],?,?,,?,,?,,?,,,5411676301950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Tomme brebis ssel lpast 35% MG env.0.8KG,['France'],[],[],?,?,,?,,?,,?,,,0205871030570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Tomme vache brebis,['France'],[],[],?,384,1607 kj(384 kcal),28,20,1,1,23,"1,4","0,56",2488768020863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,
952,Macaron framboise gros,['France'],[],[],?,?,,?,,?,,?,,,3276550564188,,,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,,,,,,,,,,,,,,,,,,,,,,,,D,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,
953,Pomodori pelati - Granoro - 800g,['France'],[],[],?,21,88 kj(21 kcal),"0,2",0,"3,2","3,2","1,2","0,25","0,1",8007290441430,,800 g,,['Granoro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Poulet du perigord,['France'],[],[],?,?,,?,,?,,?,,,2608002037918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Biere ambrée BZB la bonnette,['France'],[],[],?,?,,?,,?,,?,,,3770006599026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Huile d'olive en vrac - Biocoop,['France'],[],[],?,?,,?,,?,,?,,,0205700030894,,,,['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,['Biocoop'],,,,,,
957,Monva - Oliviers & Co,['France'],[],[],?,0,0 kj(0 kcal),"99,8","15,1",0,0,0,0,0,3547130093818,,,,['Oliviers & Co'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Reblochon de Savoie fruitier au lait cru,['France'],[],[],?,299,1251 kj(299 kcal),25,20,"0,4","0,2",18,14,"5,6",0207287053921,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",25 g,en quantité élevée,20 g,en quantité élevée,0.2 g,en faible quantité,14 g,en quantité élevée,,-8%,-7%,-7%,+6%,+9%,-12%,-10%,+945%,+945%,18,+26%,D,+26%,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
959,Kopi Luwak Sumatra coffee,['France'],[],[],?,?,,?,,?,,?,,,8997032171780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Brandade de morue,['France'],[],[],?,156,653 kj(156 kcal),"9,6","0,9","10,1","0,3","7,2","0,8","0,32",0203884047622,,,,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",9.6 g,en quantité modérée,0.9 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en quantité modérée,,-29%,-29%,-42%,-57%,+28%,-58%,+6%,-8%,-8%,0,-100%,B,-100%,,,,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,
961,2 filets de poulets,['France'],[],[],?,?,,?,,?,,?,,,2401117061539,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
962,Pâte à tartiner Noisette Sans huile de palme - 600g,['France'],[],[],?,560,2343 kj(560 kcal),36,"5,8",52,51,"5,5","0,11","0,044",3560031134305,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Éclair chocolat leclerc,['France'],[],[],?,?,,?,,?,,?,,,0208252016408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Tartelettes,['France'],[],[],?,417,1745 kj(417 kcal),24,12,44,26,"5,5","0,03","0,012",0202626032148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Saumon fumé Norvège fumé au bois de chêne - 150g,['France'],[],[],?,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",5060374373105,,150 g,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+7%,+7%,+14%,+21%,+21%,+80%,-0%,+3%,+3%,14,+7%,D,+7%,,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
966,Pate de cabanes,['France'],[],[],?,429,1795 kj(429 kcal),43,16,0,0,11,"1,8","0,72",0209010018245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Huile de cacahuète toastée - J. Leblanc,['France'],[],[],?,899,3761 kj(899 kcal),"19,8","19,8",0,0,0,0,0,3760109432078,,,,['J. Leblanc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de légumineuses', ""Huiles d'arachide""]",19.8 g,en quantité modérée,19.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+4%,+4%,-79%,+19%,,,,,,20,+65%,E,+65%,,,,D,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,
968,Tarte aux pommes,['France'],[],[],?,210,879 kj(210 kcal),"8,1","5,5",32,17,"1,6","0,3","0,12",,,,,,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",8.1 g,en quantité modérée,5.5 g,en quantité élevée,17 g,en quantité élevée,0.3 g,en quantité modérée,,-15%,-15%,-13%,+2%,-11%,-17%,-34%,+18%,+18%,11,0%,D,0%,,,,B,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,,
969,Muscadet sevré et Maine,['France'],[],[],?,?,,?,,?,,?,,,3032660089405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Boudin noir,['France'],[],[],?,0,0 kj(0 kcal),25,"9,5","0,5",0,0,"1,1","0,44",2299503026893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,,,,,,,,,,,,,,,
971,Croquetas de jamón sin gluten - Special Line,['France'],[],[],?,176,736 kj(176 kcal),"3,5","0,6",31,1,"5,1","0,93","0,372",8433329065313,,,,['Special Line'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Mr goot e mme kracque - 125g,['France'],[],[],?,477,1996 kj(477 kcal),"24,5",0,"55,5",0,"6,1","2,18","0,872",3770008133198,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,
973,Le paria,['France'],[],[],?,?,,?,,?,,?,,,3760182393198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Tostada Fibra,['France'],[],[],?,418,1749 kj(418 kcal),9,"0,8",71,10,7,"0,95","0,38",8412309707405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Oignons séchés - 200g,['France'],[],[],?,?,,?,,?,,?,,,3760176340023,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Pain Muesli,['France'],[],[],?,?,,?,,?,,?,,,0208061012400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Hure de langue pistachée - Carrefour,['France'],[],[],?,259,1084 kj(259 kcal),21,"2,1","0,7","0,5",16,"2,2","0,88",2241489019611,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],"['EMB 35196', 'Mordelles (Ille-et-Vilaine, France)', 'FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,,['Carrefour'],,,,,,
978,Mousse de fois forestiere,['France'],[],[],?,333,1393 kj(333 kcal),"30,6","11,8","1,7","1,5","12,6","1,78","0,712",0211178017916,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,
979,Herbes de Provence - Pouche - 20g,['France'],[],[],?,?,,"6,4",,29,,"14,9",,,3596710221929,,20 g,,"['Pouche', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",6.4 g,en quantité modérée,,,,,,,,,,+647%,,+675%,,+1219%,,,,,,,,,,B,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,['Auchan'],,,,,,
980,Gingerbread biscuit,['France'],[],[],?,?,,?,,?,,?,,,5060096691235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Infusion glacée saveur du sud,['France'],[],[],?,?,,?,,?,,?,,,3661803651256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Poitrine de porc braisée,['France'],[],[],?,270,1130 kj(270 kcal),"21,4","8,5",1,"0,2","18,3","1,4","0,56",2219828031037,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,
983,Crêpes Poulet Cheddar - Dessaint - 260gr,['France'],"['eau', '4 % viande de poulet ', 'sel', 'protéine de lait', 'lactose', 'cheddar 4%', 'tomates', 'oignons 4%', 'lait en poudre', 'amidon de maîs', 'sel fumé', ""arôme naturel de d'oignon"", 'poivre', 'muscade', ' farine de blé', 'oeufs entiers', 'lait en poudre', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,161,674 kj(161 kcal),"4,4","2,7",23,"2,8","6,4","1,03","0,412",3663219006347,,260 gr,"['Plastique', 'Boîte']",['Dessaint'],"['Crêpes et galettes', 'Crêpes']",4.4 g,en quantité modérée,2.7 g,en quantité modérée,2.8 g,en faible quantité,1.03 g,en quantité modérée,,-47%,-48%,-56%,-26%,-49%,-87%,-11%,+27%,+27%,5,-59%,C,-59%,"['Bio', 'Agriculture UE']",,4,B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['AUCHAN'],,,"['Gluten', 'Lait']",,['France cuisiné'],
984,Roast chicken filleys,['France'],[],[],?,?,,?,,?,,?,,,00253734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Mushroom Coffee Mix Cordyceps & Chaga,['France'],[],[],?,?,,?,,?,,?,,,4897039310721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Miel au sirop d'érable,['France'],[],[],?,?,,?,,?,,?,,,0055526070396,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
987,Sirop de mure - La Fruitière de Colpo,['France'],"['eau', 'sucre cristal', 'jus de mûre ', '13 %', 'acidifiant :acide citrique', 'e301']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,3438750601401,,,,['La Fruitière de Colpo'],"['Boissons', 'Sirops', 'Sirops aromatisés']",,,,,,,,,,,,,,,,,,,,,,,,,3,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,"['E330 - Acide citrique', 'E301 - Ascorbate de sodium']",,,,
988,Les flans de mamie Patou - 2x 125g,['France'],[],[],?,?,,?,,?,,?,,,3760037660154,,2 x 125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Valrhona - 200g,['France'],[],[],?,577,2414 kj(577 kcal),42,26,36,32,"8,3","0,03","0,012",3395328295670,,200 g,,['Valrhona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Coupiagaise,['France'],[],[],?,261,1092 kj(261 kcal),"1,1","0,2",56,3,"7,9","1,1","0,44",0260504016734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,"Tarte vegetarienne legumes, mozzarella et olive - Randy",['France'],[],[],?,230,962 kj(230 kcal),13,"7,6",20,"2,9","7,1",1,"0,4",3325420893580,,,,['Randy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Bloc de foie gras de canard mi-cuit - Jean Larnaudie - 280g,['France'],"['Foie gras de canard', 'eau', 'sel', 'Armagnac', 'poivre', 'sucre', 'antioxydant : acide ascorbique ', 'E300', 'conservateur: nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2024,481,2024 kj(481 kcal),"51,3",23,2,"1,8","5,4","1,2","0,48",3113010137684,,280 g,['Plastique'],"['Jean Larnaudie', 'Larnaudie']","['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux', 'Foies gras mi-cuits']",51.3 g,en quantité élevée,23 g,en quantité élevée,1.8 g,en faible quantité,1.2 g,en quantité modérée,-1%,-2%,-1%,+1%,+5%,-10%,+43%,-15%,-4%,-4%,21,+2%,E,+2%,['Origine France'],,3,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['France'],"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,['France'],
993,Bio lentejas guisadas con verduras producto ecológico - Bajamar,['France'],[],[],?,72,301 kj(72 kcal),"1,6","0,3","8,8","0,8","4,2","0,9","0,36",8410465088574,,,,['Bajamar'],,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,
994,Pandorino - 80g,['France'],[],[],?,398,1665 kj(398 kcal),20,13,46,20,"8,1","0,68","0,272",8008315016923,,80 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Le moelleux,['France'],[],[],?,375,1569 kj(375 kcal),31,21,"0,5","0,5",24,"1,8","0,72",2853857015554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Marron glacé - Sabaton,['France'],[],[],?,311,1301 kj(311 kcal),1,"0,2",73,48,"1,1","0,02","0,008",3101740030313,,,,['Sabaton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",1 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,+12%,+28%,-2%,-5%,+8%,-47%,-47%,13,+10%,D,+10%,,,,,,,,,,,,,,,,,,
997,Terrine de canard - Carrefour,['France'],[],[],?,258,1079 kj(258 kcal),24,"9,7","1,8",1,15,"1,7","0,68",0255369020330,,,,['Carrefour'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",24 g,en quantité élevée,9.7 g,en quantité élevée,1 g,en faible quantité,1.7 g,en quantité élevée,,-16%,-16%,-9%,+2%,+5%,+61%,+6%,+11%,+11%,19,+6%,E,+6%,['Fabriqué en France'],"['EMB 29004D', 'Bannalec (Finistère, France)']",,E,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,['Carrefour'],,,,,,
998,Lipton ice tea en poudre,['France'],[],[],?,396,1657 kj(396 kcal),"0,5","0,1",94,92,"0,5","0,62","0,248",8711200454464,,,,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
