,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,packaging,additives,allergens,ingredients_origins,manufacturing,palm_ingredients,generic_name,brand_owner,link,producer_info,origin_detail
77,Bio Berglinsen - Dm Bio,4010355322258,['Bio'],['France'],[],[],?,338,1414 kj(338 kcal),"1,6","0,3",50,"1,7",24,"0,01","0,004",['Dm Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Buche parfum liqueur orange,0203543064946,,['France'],[],[],?,350,1464 kj(350 kcal),12,"7,9",55,38,"4,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Aglio Rosso - Ursuni - 1,8053908201163,,['France'],[],[],?,?,,?,,?,,?,,,['Ursuni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
80,Foie Gras Sud ouest - Delpeyrat - 450g,3067163621159,,['France'],[],[],?,480,2008 kj(480 kcal),50,22,2,"1,2","6,6","1,5","0,6",['Delpeyrat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,,,,,,,
81,Mélange breton,3760250160158,,['France'],[],[],?,488,2042 kj(488 kcal),20,14,"73,7","27,5","5,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Sablés aux quatre épices étoilés.,3234750001353,,['France'],[],[],?,646,2703 kj(646 kcal),50,35,47,46,"2,8","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Mâche - Les Crudettes,3701035100518,['Sans conservateurs'],['France'],[],[],?,?,,?,,?,,?,,,['Les Crudettes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Riviera Ligure - Olio Polla - 0,5l",8010717000110,,['France'],"[""Huile d'olive extra vierge""]",[],?,900,3766 kj(900 kcal),100,14,0,0,0,0,0,['Olio Polla'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive d'Italie"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", ""Huile d'olive de Riviera Ligure""]",,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+11%,+9%,+8%,+4%,,,,,,6,0%,C,0%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"0,5 l",,,['Bouteille de verre foncé e'],,,['Italie'],['Savona'],,,,,,
85,dulce de leche - San Bernardo - 500g,7798130070026,,"['Argentine', 'France']","['leche', 'azúcar', 'glucosa', 'bicarbonato de sudio ', 'neutralizante', ' sorbato de potasio ', 'conservante', ' anilina ', 'aromatizante']",[],?,305,1280 kj(305 kcal),"6,5",4,55,55,6,"0,115","0,046",['San Bernardo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,['RPE 02030817'],,,,,,,,,,,,
86,Meringues,3760035331544,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Aloe vera light,7350021420244,,['France'],[],[],?,12,50 kj(12 kcal),"0,003",0,"2,85","2,783","0,032","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Ready - Berry Good,8718868966223,,['France'],[],[],?,400,1674 kj(400 kcal),"12,3","1,4","42,6","11,7","26,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Fruit'Chop assortiment,3325350855153,,['France'],[],[],?,263,1100 kj(263 kcal),"0,36","0,24","59,8","39,4","2,2","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Pain special aux cereales,0260021010505,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Rochebaron,2453682019682,,['France'],[],[],?,342,1431 kj(342 kcal),30,25,"0,5","0,5",18,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Beillevaire,3483130054681,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],?,?,,?,,?,,?,,,['Beillevaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Ready - Carrot Break,8718868966285,,['France'],[],[],?,400,1674 kj(400 kcal),"12,7","1,5","12,7","1,5","27,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Haricots blanc - 500g,3770000099010,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
95,Hazelnut truffes,5060002041598,['en:gluten-free'],['France'],[],[],?,637,2665 kj(637 kcal),55,33,29,26,"5,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Truffe framboise au sucre pétillant,3481291010409,,['France'],[],[],?,590,2469 kj(590 kcal),44,37,43,41,"3,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Ricciarelli,8022130003289,,['France'],[],[],?,453,1895 kj(453 kcal),21,"2,6",53,50,11,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Sapin chocolat noir éclats de Nougat,3523531411109,,['France'],[],[],?,523,2188 kj(523 kcal),"33,6","19,6",49,"44,7",6,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Rote Grutze - Kühne,4012200038710,,['France'],[],[],?,437,1828 kj(437 kcal),"0,2","0,1",23,18,"0,7",0,0,['Kühne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Rote Grutze - Kühne,4012200038710,,['France'],[],[],?,437,1828 kj(437 kcal),"0,2","0,1",23,18,"0,7",0,0,['Kühne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Petite tomme de Savoie,3770000030020,,['France'],[],[],?,567,2372 kj(567 kcal),35,15,55,50,"7,4","0,15","0,06",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'en:tomme-cheese-from-mountain-or-savoy']",,35 g,en quantité élevée,15 g,en quantité élevée,50 g,en quantité élevée,0.15 g,en faible quantité,,+60%,+60%,+25%,-23%,+5599%,+15977%,-70%,-90%,-90%,23,+55%,E,+55%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
102,Dinde farcie aux marrons & aux cepes,0208833126403,,['France'],[],[],?,157,657 kj(157 kcal),"7,5","2,9","2,5","0,3",20,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Manchons de canard - Le Vieux Chêne,3563480001693,,['France'],[],[],?,392,1640 kj(392 kcal),"33,7","11,8","0,7","0,5","33,7","1,02","0,408",['Le Vieux Chêne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Buche glacée surgelée 3 chocolats - Monoprix,3350033575844,,['France'],"['eau - lait écrémé réhydraté - sucre - sirop de glucose-fructose - graisse de coprah - sirop de glucose - lactose et protéines de lait - cacao maigre en poudre - chocolat blanc 3,1% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' - copeaux de chocolat noir 2,3% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' - chocolat au lait 0,8% ', 'sucre', 'beurre de cacao', 'lactosérum en poudre', 'matière grasse laitière anhydre', 'pâte de cacao', 'lait écrémé en poudre - émulsifiants : lécithine de soja', 'polyricinoléate de polyglycérol', ' chocolat noir 0,7% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant polyricinoléate de polyglycérol', "" - émulsifiants : mono - et diglycérides d'acides gras"", ""esters lactiques des mono - et diglycérides d'acides gras gélifiants farine de graines de caroube"", 'gomme guar', 'pectines - copeaux de chocolat blanc 0,4% ', 'sucre beurre de cacao', 'lait entier en poudre', 'lactosérum en poudre', 'lactose', 'émulsifiant : lécithine de soja ardme naturel de vanille', ' lait écrémé concentré pate de cacao plaquette de chocolat blanc 0,3% ', 'sucre ', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' - sel', ' Traces de gluten arachides', 'oeufs et fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,216,904 kj(216 kcal),10,"7,9",28,24,"2,8","0,16","0,064",['Monoprix'],D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",4,10 g,en quantité modérée,7.9 g,en quantité élevée,24 g,en quantité élevée,0.16 g,en faible quantité,,+8%,+9%,+23%,+46%,-2%,-3%,+21%,+29%,+29%,14,+24%,D,+24%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,,['Monoprix'],,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E412 - Gomme de guar', 'E440 - Pectines']",['Lait'],,,,,,,,
105,Nossi-Bé 75% - Castelanne - 80g,3701232600620,,['France'],"['pâte de cacao', 'sucre', 'beurre de cacao', 'êmulsifiant: lécithine sans ogm', ' Allergènes: lait', 'gluten', 'fruit à coques', 'soja']",['Non végétalien'],2353,?,2353 kj(562 kcal),"45,9",,29,,"7,6",,,['Castelanne'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",4,45.9 g,en quantité élevée,,,,,,,+3%,,+1%,+16%,,-25%,,-1%,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,80 g,,,,['E322i - Lécithine'],"['Gluten', 'Fruits à coque', 'Soja']",,,,,,,,
106,Ile Sao Tomé 67% - Castelanne,3701232603423,,['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja sans ogm', ' Allergènes : lait', 'gluten', 'fruit à coques', 'soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2353,?,2353 kj(562 kcal),"45,9",,29,,"7,6",,,['Castelanne'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",4,45.9 g,en quantité élevée,,,,,,,+3%,,+1%,+16%,,-25%,,-1%,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,['E322i - Lécithine'],"['Gluten', 'Fruits à coque', 'Soja']",,,,,,,,
107,LES RILLETTES PUR CANARD,3598960018113,,['France'],[],[],?,422,1766 kj(422 kcal),"39,1","12,7",0,0,"17,6","1,9","0,76",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,39.1 g,en quantité élevée,12.7 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+5%,+5%,+7%,+2%,-100%,-100%,+9%,+39%,+39%,23,+19%,E,+19%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
108,Palets chocolat au beurre de baratte,3760017710121,,['France'],[],[],?,468,1958 kj(468 kcal),"21,5","12,2","64,8","24,5","7,55","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Galette pommes 6 parts -,0202125045595,,['France'],"['Compote de pommes pâtissière 31,8% ', 'purée de pommes concentrée 27%', 'sirop de glucose-fructose', 'antioxydant : acide ascorbique', 'farine de blé ', 'GLUTEN', 'beurre 20,9% ', 'LAIT', 'eau', 'sirop ', 'sucre', 'eau', 'OEUFS', 'sel']",['Non végétalien'],?,?,,?,,?,,?,,,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",4,,,,,,,,,,,,,,,,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,['E300 - Acide ascorbique'],"['Œufs', 'Gluten', 'Lait']",,,,,,,,
110,Z serca fabryki,5900056009536,,['France'],[],[],?,379,1586 kj(379 kcal),"7,5","4,5",69,47,"5,1","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Dates,6131687000411,,['France'],[],[],?,282,1180 kj(282 kcal),"0,4",0,75,63,"2,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Miel de bruyère - Les ruchers de Peyraube,3770000060249,,['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Les ruchers de Peyraube'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de bruyère']",2,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,['Pot en verre'],,,,,,,,,,
113,Caramel au beurre salé de Bretagne - Biscuiterie des iles,3373030000577,,['France'],[],[],?,?,,?,,?,,?,,,['Biscuiterie des iles'],,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Switch,0045496452414,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Emmental français - Biocoop,2871820015486,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,377,1577 kj(377 kcal),29,"17,5","0,5","0,5",29,"0,75","0,3",['Biocoop'],C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,29 g,en quantité élevée,17.5 g,en quantité élevée,0.5 g,en faible quantité,0.75 g,en quantité modérée,,-1%,-0%,-2%,-12%,-18%,+6%,+5%,+27%,+27%,12,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
116,Bœuf bourguignon,2692508039750,,['France'],[],[],?,91,381 kj(91 kcal),"2,8","0,9","3,2","1,8",13,"0,7","0,28",,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",,2.8 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en faible quantité,0.7 g,en quantité modérée,,-5%,-4%,-3%,-10%,-45%,+22%,+29%,-13%,-13%,-1,,A,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,
117,3561866900141,3561866900141,,['France'],[],[],?,?,,?,,?,,?,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Confit de rose petal jam - Réserve Gourmande - 110g,3760192731102,,['France'],"['sucre de canne', 'eau', 'pétales de roses 1%', ' arôme naturel de rose 0', '5%', 'gélifiant agar-agar', 'colorant b132', ' Teneur en sucre après cuisson 55%']",[],?,?,,?,,?,,?,,,['Réserve Gourmande'],,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confits de fleurs', 'Confits de roses']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 g,,,,['E406 - Agar-agar'],,,,,,,,,
119,Crème glacée - L'Angélys,3760039986153,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,190,795 kj(190 kcal),6,"3,9",30,25,"2,9","0,02","0,008","[""L'Angélys""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Collection Suisse - Vendôme,3596710439782,,['France'],"['sucre', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'noisettes ', 'fruits à coque', ' 5%', 'amandes ', 'fruits à coque 4', '0%,huile végétale ', 'palme', 'huile végétale ', 'coco', 'lait écrémé en poudre', 'sirop de sucre înverti', 'huile végétale ', 'tournesol', 'beurre fondu contient lait', 'noix de macadamia ', 'fruits à coque', ' 0,6%', 'sirop de glucose', 'pistaches ', 'fruits à coque', ' 0,4%', 'crème ', 'contient lait', 'sirop de sucre caramel', 'humectant: sirop de sorbitol', 'émulsifiant : lécithine de soja', 'cacao en grains', 'noix ', 'fruits à coque', ' 0,1%', 'café torréfié moulu,Cointreau', 'miel', 'arômes ', 'contient fruits à coque et lait', 'farine de riz', 'semoule de mais', 'beurre ', 'contient lait', 'farine de sarrasin', 'farine de riz complet', 'épaississant: gomme arabique', 'sel de cuisine', ""blanc d'oeuf en poudre"", 'extrait de carthame', 'concentré de spirulina', "" Traces éventuelles d'autres fruits à coque et du gluten"", "" - Les pourcentages ci-dessus sont indiques sur l'ensemble des chocolats contenus dans la bofte"", ' Cacao: 33 % minimum dans le chocolat au lait Cacao: 44 % minimum dans le chocolat noir']","['Huile de palme', 'Non végétalien']",?,562,2351 kj(562 kcal),38,21,49,47,6,"0,12","0,048",['Vendôme'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",4,38 g,en quantité élevée,21 g,en quantité élevée,47 g,en quantité élevée,0.12 g,en faible quantité,,+4%,+4%,+13%,+19%,-5%,+0%,-1%,-17%,-17%,27,+8%,E,+8%,,,,,,,,,,,,"['E420ii - Sirop de sorbitol', 'E322i - Lécithine', ""E414 - Gomme d'acacia""]","['Lait', 'Fruits à coque']",,,['Huile de palme'],,,,,
121,Tradition Bretonne,3483830706002,,['France'],[],[],?,524,2192 kj(524 kcal),29,18,59,22,"5,9","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Pavé au poivre - Carrefour,0219010016530,"['Point Vert', 'Fabriqué en France']",['France'],[],[],?,323,1351 kj(323 kcal),24,12,"3,4","2,1",23,"4,8","1,92",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",['Carrefour'],,,,,,,,,,,
123,Sirop saveur irish cream,3217690006459,,['France'],[],[],?,328,1372 kj(328 kcal),0,0,82,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Blancs de poulet - Volandry,2860118027881,,['France'],[],[],?,?,,?,,?,,?,,,"['Volandry', 'Marque Repère']",D,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Leclerc'],,,,,,,,,,,
125,Olives vrac,0200345012922,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Jambon Sec De Savoie, Henri Raffin",3375220018577,,['France'],[],[],?,?,,?,,?,,?,,,['Henri Raffin'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,,,,,,,,,,,,,,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
127,Mug chocolat,3526400000008,,['France'],[],[],?,500,2092 kj(500 kcal),"27,8","18,2","55,1","51,9","5,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Reblochon AOP biologique,2251659043698,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,336,1406 kj(336 kcal),28,17,0,0,21,2,"0,8",,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,28 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,+4%,+4%,+4%,-10%,-100%,-100%,+5%,+49%,+49%,17,+19%,D,+19%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
129,Crackers Tipo Bretzels,3760151013195,,['France'],[],[],?,396,1657 kj(396 kcal),12,"2,7",51,"1,8",14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Eau minérale naturelle,3534290019987,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Nougat le val roubion,3339500108006,,['France'],[],[],?,514,2151 kj(514 kcal),"25,4","2,1","61,5","56,7","7,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Ballotine de Noël - Maison Prunier,3350240360585,,['France'],[],[],?,249,1042 kj(249 kcal),20,"7,4","4,2","1,5",13,"1,9","0,76",['Maison Prunier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Maiskölbchen,4007415006906,,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,
134,Mixed Pickles - G & G - 190g,4311501491980,,"['France', 'Allemagne', 'Suisse']",[],[],?,?,,?,,?,,?,,,['G & G'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190g,,,['Bocal'],,,,,,,,,,
135,lait concentré -,4003490092063,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits laitiers', 'Laits concentrés', 'Laits concentrés non sucrés', 'Laits concentrés sucrés', 'Laits entiers concentrés']",,,,,,,,,,,,,,,,,,,,,,,,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,,,,,,,,,,,,,,
136,Bortsch Suppe,4032549001015,,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3325770961137,3325770961137,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Boite de Noël,5413128347585,,['France'],[],[],?,436,1824 kj(436 kcal),"13,2","8,5",74,58,"3,7","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Suc des Vosges,3100630000023,['Fabriqué en France'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Amarena Kirschen,4013200334246,,"['France', 'Allemagne', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,
141,Buche crème beurre parfum café décongelé,0260405045260,,['France'],[],[],?,351,1469 kj(351 kcal),18,12,64,36,"3,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Panet. bonifanti Glassato Basso 100GR,8009920068635,,['France'],[],[],?,367,1536 kj(367 kcal),15,"7,8",49,26,"7,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Chèvre long cendré,3292990010177,,['France'],[],[],?,226,946 kj(226 kcal),18,13,"2,4","1,7",14,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Cou d'oie farci au foie gras - La Combe de Job,3760011241287,,['France'],[],[],?,386,1615 kj(386 kcal),38,13,0,0,11,"1,2","0,48",['La Combe de Job'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"Almonds, Cashews, Cranberries & Raisins",7711269322415,,['France'],[],[],?,466,1950 kj(466 kcal),"23,6","2,9","49,7","34,2","10,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Pain maïs & graines de tournesol,0260142009846,,['France'],[],[],?,282,1180 kj(282 kcal),"4,6","0,5","47,6","6,6","10,3","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Saumon atlantique fumé - Maxim's - 320g,3355200793427,,['France'],"['Saumon atlantique ', 'salmo salar', ' élevé en Norvège ou en Ecosse 97 %', 'sel 3 %']","['Non végétalien', 'Non végétarien']",?,199,833 kj(199 kcal),"11,7","2,2","0,5","0,2",8,3,"1,2","[""Maxim's""]",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",3,11.7 g,en quantité modérée,2.2 g,en quantité modérée,0.2 g,en faible quantité,3 g,en quantité élevée,,+4%,+5%,+5%,+2%,+1%,-44%,-64%,+4%,+4%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,320 g,,,"['Carton', 'Plastique']",,['Poisson'],,,,,,,,
