,name,bar_code,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,traceability_code,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,manufacturing,link,palm_ingredients,origin_detail,producer_info
582,8 crepes au chocolat - Kdis,3760174580759,,['Kdis'],"['Plats préparés', 'Crêpes fourrées', 'Crêpes fourrées au chocolat']","['Sans conservateurs', 'en:palm-oil-free']",,['France'],"['Crêpe ', '62,5%', ': LAIT', 'farine de BLE', 'sucre', 'ŒUFS', 'BEURRE concentré', 'huile de tournesol', 'sel', ' Fourrage ', '37,5%', ' : sucre', 'huile de tournesol', 'chocolat 13,5% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de SOJA', 'arôme', 'LACTOSE', 'poudre de LAIT écrémé', 'pâte de NOISETTES', "" Peut contenir des traces d'amandes""]","['Sans huile de palme', 'Non végétalien']",?,,621,+38%,23,+12%,57,+1%,"6,7",-1%,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",2598 kj(621 kcal),"6,5",37,"0,79","0,316",['E322i - Lécithine'],4,,D,23 g,en quantité élevée,6.5 g,en quantité élevée,37 g,en quantité élevée,0.79 g,en quantité modérée,+41%,+6%,+4%,-2%,-2%,24,+19%,E,+19%,76.5%,14.2%,4.3%,3.0%,2.0%,0.0%,53,,,,,,,
583,Fromage blanc sur coulis de Quetsche Cannelle - La Ferme Saint Ulrich - 200g (2x100g),3760174651947,,['La Ferme Saint Ulrich'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Quark', 'Fromages blancs', 'Fromages à la crème', 'Fromages blancs au lait de vache']",['en:lait-francais-french-milk'],,['France'],"['Fromage blanc ', 'lait origine France', 'Quetsche ', '11,09%', 'Sucre', 'Cannelle ', '0,03%']",['Non végétalien'],?,,120,+19%,"2,59",-49%,"18,03",+238%,"5,95",-12%,,['Lait'],502 kj(120 kcal),"0,56","16,96","0,64","0,256",,3,200 g (2x100g),B,2.59 g,en faible quantité,0.56 g,en faible quantité,17 g,en quantité élevée,0.64 g,en quantité modérée,+21%,-83%,+244%,+305%,+305%,3,+218%,C,+218%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,
584,Concentré Acide Hyaluronique Pur - 15ML - Aquasilice,3760177500570,,,,,,['France'],[],[],?,,0,,0,,0,,0,,,,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Curcuma Gimgembre Poivre Noir - 500 ML - Nutrivie,3760177501416,,,,,,['France'],[],[],?,,0,,0,,0,,0,,,,0 kj(0 kcal),0,0,0,0,,,500 mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Biscotte - La Chanteracoise,3760178791229,,['La Chanteracoise'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:rusk', 'en:zwieback']","['Bio', 'Sans conservateurs', 'en:palm-oil-free']",,['France'],[],['Sans huile de palme'],?,,406,+3%,12,+77%,60,-13%,12,+6%,,,1699 kj(406 kcal),7,6,"0,975","0,39",,,,B,12 g,en quantité modérée,7 g,en quantité élevée,6 g,en quantité modérée,0.975 g,en quantité modérée,+3%,+175%,+3%,-24%,-24%,11,+44%,D,+44%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,,,
587,Jus de pomme - Domaine de la Grange en Haye,3760179460070,,['Domaine de la Grange en Haye'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,['France'],[],[],?,,43,-7%,"0,1",-44%,10,-9%,"0,1",-54%,,,180 kj(43 kcal),"0,1","9,7",0,0,,,,C,0.1 g,en faible quantité,0.1 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,-6%,+197%,-7%,-100%,-100%,3,-28%,C,-28%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,
588,Bière blonde - Brasserie Parisis,3760182270093,"['Bouteille', 'Verre']",['Brasserie Parisis'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières blondes']","['Concours général agricole', 'Déconseillé à certaines catégories de personnes', ""Médaille d'argent du Concours général agricole"", 'Point Vert', 'Déconseillé aux femmes enceintes', ""Médaille d'argent du concours général agricole 2017""]",['Magasins U'],['France'],"['eau', ""malt d'orge"", 'houblons', 'levures']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,['Gluten'],,,,,,,3,,C,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,http://brasserie-parisis.com/bieres/blonde,,,
589,Parisis Psychotic Pale Ale American Pale Ale - 33cl,3760182270307,"['Bouteille', 'Verre', 'Capsule', 'métal']",['Parisis'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes', 'American Pale Ale', 'Pale Ale']","['Concours général agricole', 'Déconseillé aux femmes enceintes', ""Médaille d'argent du Concours général agricole"", ""Médaille d'argent du concours général agricole 2017""]",['Carrefour Market'],['France'],"['eau', 'malts ', 'gluten', 'houblons', 'levures']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,['Gluten'],,,,,,,4,33 cl,C,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,Bière American Pale Ale,"['France', 'Île-de-France', 'Epinay sous Sénart']",http://brasserie-parisis.com/les-classiques/,,,
590,Mini financiers - Pépites de chocolat - Biscuiterie de Bourgogne - 150g,3760183292216,"['Carton', 'Plastique', 'Sachets fraicheurs']",['Biscuiterie de Bourgogne'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Financiers']","['Fabriqué en France', 'Fabriqué en Bourgogne']",['Carrefour market'],['France'],"['sucre de canne roux', 'beurre', 'blancs d’œuf ', 'gomme de xanthane', ""poudre d'amandes 17,3% "", 'chocolat 7,8% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'lécithine', 'arôme naturel de vanille', 'farine de blé', 'sorbitol', 'arôme naturel', 'sorbate de potassium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,438,-3%,29,+8%,36,-16%,"7,7",-6%,"['EMB 89208A', 'Joux-la-Ville (Yonne, France)']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",1833 kj(438 kcal),15,26,"0,09","0,036","['E415 - Gomme xanthane', 'E322i - Lécithine', 'E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,150 g,D,29 g,en quantité élevée,15 g,en quantité élevée,26 g,en quantité élevée,0.09 g,en faible quantité,-3%,+18%,-20%,-73%,-73%,20,-8%,E,-8%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,financiers,['France'],,,,
591,Piment d'Espelette - Christophe Larrodé - 50,3760183800008,,['Christophe Larrodé'],['Epicerie'],['AOC'],,['France'],"[""Piment d'espelette""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0,-100%,?,,0,-100%,0,-100%,0,-100%,,,0 kj(0 kcal),0,0,0,0,,1,50,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,-5,-145%,A,-145%,,,,,,,,,,,,,,
592,Galette feuilletée fourrée - Oummi - 360g,3760184010048,"['Sachet', 'Plastique', 'surgelé']",['Oummi'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['Végétarien', 'Halal']",['Carrefour'],['France'],"['Pâte : farine de blé 38%', 'eau', 'margarine', 'sucre', 'sel', 'levure ', 'E500', '\rGarniture : pommes de terre 11%', 'pulpe de tomates', 'poivron rouge', 'oignon', 'huile végétale', 'ail', 'sel', 'feuille de coriandre', 'graines de cumin', 'sucre', 'sauce tomate', 'glutamate de sodium', 'poivre noir', 'chili']","[""Pourrait contenir de l'huile de palme"", 'Végétarien']",1010,+66%,?,,"10,4",+48%,"33,8",+158%,"4,17",-38%,,['Gluten'],1010 kj(241 kcal),"5,92","6,42","1,57","0,629","['E500 - Carbonates de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,360 g,,10.4 g,en quantité modérée,5.92 g,en quantité élevée,6.42 g,en quantité modérée,1.57 g,en quantité élevée,+61%,+128%,+207%,+106%,+106%,13,+437%,D,+437%,,,,,,,,,,,,,,
593,Spiruline 300 Comprimés - Pharm'up,3760185111416,,"[""Pharm'up""]","['Compléments alimentaires', 'Spiruline']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],"[""Poudre de spiruline* *Ingrédient issu de l'agriculture biologique""]",['Sans huile de palme'],?,,1,-100%,1,-73%,1,-90%,"0,168",-100%,,,4 kj(1 kcal),1,1,1,"0,4",,1,,D,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,-100%,-22%,+43%,-13%,-13%,4,-18%,C,-18%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
594,Confiture de cassis - La Ferme des Petits Fruits,3760185190411,,['La Ferme des Petits Fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,['France'],"[""Fruits et sucre issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,240,+4%,"0,1",-65%,63,+16%,"0,4",-34%,,,1004 kj(240 kcal),0,61,0,0,,3,,C,0.1 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+4%,-100%,+18%,-100%,-100%,11,+19%,D,+19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
595,RAISIN 100% pur jus - Force Bio - 1L,3760186970036,"['Brique', 'Carton', 'Plastique']",['Force Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin', 'Jus de fruits pur jus']","['Bio', 'Bio européen', 'Sans conservateurs', 'Pur jus', 'AB Agriculture Biologique']",,['France'],['Jus de raisin issu de l’agriculture biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,66,-1%,"0,5",+159%,"16,1",-1%,"0,5",+65%,,,276 kj(66 kcal),"0,1","15,5","0,025","0,01",,1,1 L,C,0.5 g,en faible quantité,0.1 g,en faible quantité,15.5 g,en quantité élevée,0.025 g,en faible quantité,-2%,+240%,-2%,+282%,+282%,10,+3%,E,+3%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
596,Jus d'ananas 100% pur jus - Planète Bio - 1l,3760186970197,"['Brique', 'Carton', 'Flash pasteurisé', 'Réfrigéré']",['Planète Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas"", 'Jus de fruits pur jus', ""Jus d'ananas pur jus""]","['Peu ou pas de sucre', 'Bio', 'en:FSC', 'en:fsc-c014047', 'FSC Mix', 'Sans sucre ajouté', 'Sans additifs', 'Sans conservateurs']",,['France'],"[""Jus d'ananas issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,49,-2%,"0,1",-51%,"11,6",-1%,"0,3",-13%,['FSC-C014047'],,205 kj(49 kcal),0,"11,6","< 0,03","0,012",,1,1 l,C,0.1 g,en faible quantité,0 g,en faible quantité,11.6 g,en quantité élevée,0.03 g,en faible quantité,-1%,-100%,+2%,+368%,+368%,5,-4%,C,-4%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
597,Eau de coco 100% pur jus - Le Pressoir Bio - 1L,3760186970821,,['Le Pressoir Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco', 'Boissons sans sucre ajouté']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,['France'],['Eau de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,17,-11%,0,-100%,"3,8",-17%,"0,3",+163%,,,71 kj(17 kcal),0,"2,7","< 0,25","0,1",,1,1 L,,0 g,en faible quantité,0 g,en faible quantité,2.7 g,en quantité modérée,0.25 g,en quantité modérée,-14%,-100%,-25%,+283%,+283%,-4,-263%,B,-263%,,,,,,,,,,,,,,
598,Jambon Speck - Frais Devant - 100gr,3760187531038,['10 tranches'],['Frais Devant'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons crus fumés', 'Specks', 'en:raw-cured-ham']",['Viande de porc UE'],['Carrefour Market'],['France'],"['Viande de porc ', 'origine : UE', 'sel', 'dextrose', 'épices', 'arômes naturels', 'conservateurs : E250', 'E252']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,325,+13%,23,+23%,"0,5",-26%,29,+1%,"['13.074A', 'FR 13.074.001 CE', 'Peyrolles-en-Provence (Bouches-du-Rhône, France)']",,1360 kj(325 kcal),"8,9",0,5,2,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,100 gr,E,23 g,en quantité élevée,8.9 g,en quantité élevée,0 g,en faible quantité,5 g,en quantité élevée,+13%,+25%,-100%,+15%,+15%,22,+13%,E,+13%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,['Union européenne'],,['Peyrolles en Provence'],http://fraisdevant.com,,,
599,"Jambon Sec Pata Negra 80G, - Frais Devant - 80g",3760187531076,['Plastic'],['Frais Devant'],"['Viandes', 'Charcuteries']",,['Colruyt'],['France'],"['Jambon de Porc ', '50%', 'sel', ""correcteur d'acidité "", 'E311iii', 'conservateurs: E252', 'E250', 'antioxydant: E301']","['Non végétalien', 'Non végétarien']",?,,407,+56%,32,+66%,"0,5",-66%,31,+66%,"['FR 77.053.006 CE', 'Brie-Comte-Robert (Seine-et-Marne, France)']",,1703 kj(407 kcal),12,"0,5","3,3","1,32","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",3,80 g,,32 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,3.3 g,en quantité élevée,+58%,+65%,-37%,+39%,+39%,25,+56%,E,+56%,,,,,,,,['Espagne'],,['Brie Comte Robert'],http://fraisdevant.com,,,
600,Jambon sec Portugais 100 g,3760187531090,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,['France'],[],[],?,,183,-22%,7,-45%,1,+70%,29,0%,,,766 kj(183 kcal),3,"0,1","6,5","2,6",,,,E,7 g,en quantité modérée,3 g,en quantité modérée,0.1 g,en faible quantité,6.5 g,en quantité élevée,-22%,-38%,-73%,+29%,+29%,14,-16%,D,-16%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
601,Viande des Grisons - Grisonvless,3760187531786,,['Grisonvless'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",,,['France'],"['Viande de boeuf Tri ing: UE', 'Suisse', 'set de cuicine,dextrose', 'épices? antiox@ants: E301', 'conservateur: ?252']",[],?,,213,+8%,5,+30%,1,+21%,41,+4%,"['FR 77.053.006 CE', 'Brie-Comte-Robert (Seine-et-Marne, France)']",['Lait'],891 kj(213 kcal),2,"0,14","4,925","1,97",['E301 - Ascorbate de sodium'],4,,,5 g,en quantité modérée,2 g,en quantité modérée,0.14 g,en faible quantité,4.93 g,en quantité élevée,+8%,+30%,-77%,+4%,+4%,13,+2%,D,+2%,,,,,,,,,,,,,,
602,Miel - Bruno Laurent - 500g,3760189240006,,['Bruno Laurent'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,500g,B,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
603,Tomate ronde bio en grappe -  - 500g,3760189520351,"['Barquette', 'Carton', 'Film', 'Plastique']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Agriculture France']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,500 g,B,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,['France'],,,,,,
604,Confit de canard 4/5 cuisses - Domaine Du Prada - 750g,3760189570110,['boîte'],['Domaine Du Prada'],"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",,,['France'],"['Cuisses de canard', 'graisse de canard,sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,358,+50%,30,+82%,0,-100%,"21,6",+1%,,,1498 kj(358 kcal),"10,1",0,"0,75","0,3",,3,750 g,D,30 g,en quantité élevée,10.1 g,en quantité élevée,0 g,en faible quantité,0.75 g,en quantité modérée,+50%,+90%,-100%,-46%,-46%,17,+60%,D,+60%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,
605,Pommes de terre,3760189581093,,,,,,['France'],[],[],?,,82,,0,,0,,0,,,,343 kj(82 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,POMME Biologique : Pomme Juliet cat 1 - Cardell agroparc - 8,3760190650153,,['Cardell agroparc'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,['France'],[],[],?,,52,,"0,3",,12,,"0,3",,,,218 kj(52 kcal),0,12,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Pommes biologiques - Juliet - 4,3760190650160,,['Juliet'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],[],?,,1,,1,,1,,5,,,,4 kj(1 kcal),1,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Yaourt noix de coco - Bordier,3760191058316,,['Bordier'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']",,,['France'],"['Lait entier ', 'Origne : France', 'Morbihan', ' ', '87,1%', 'sucre ', '9%', 'lait écrémé en poudre', 'ferments lactiques', 'arôme naturel de noix de cOco ', '1%']",['Non végétalien'],?,,107,+18%,"3,5",+27%,15,+21%,4,+12%,,['Lait'],448 kj(107 kcal),"2,2",15,"0,1","0,04",,4,,B,3.5 g,en quantité modérée,2.2 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,+18%,+26%,+27%,-12%,-12%,4,+18%,C,+18%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,['France'],,,,,,
609,Yaourt aux Fraises Plougastel - Bordier - 125g,3760191058354,"['Pot', 'Verre', 'Frais', 'métal']",['Bordier'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise', 'Yaourts entiers']",,,['France'],"['Lait entier ', '74,9 %', 'fraises de Plougastel ', '8,6 %', 'Sucre ', '8,6 %', 'lait écrémé en poudre', 'ferments lactiques épaississant: amidon modifié de maïs', 'stabilisant: carraghénane', 'arôme', 'correcteur acidité: citrate de sodium', 'conservateur du fruit : sorbate de potassium']",['Non végétalien'],?,,101,+3%,3,+0%,"14,4",+9%,"4,1",+12%,"['FR 56.198.501 CE', 'Rohan (Morbihan, France)']",['Lait'],423 kj(101 kcal),"1,9","13,7","0,1","0,04","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,125 g,B,3 g,en quantité modérée,1.9 g,en quantité modérée,13.7 g,en quantité élevée,0.1 g,en faible quantité,+4%,0%,+10%,-7%,-7%,3,+12%,C,+12%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['France', 'Plougastel']",,,,,,
610,Caramel à tartiner au beurre salé - Soleil De France,3760192122146,,['Soleil De France'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'AB Agriculture Biologique']",,['France'],"['SUCRE', 'SIROP DE GLUCOSE', 'CRÈME', 'BEURRE SALÉ 5,50%', 'FLEUR DE SEL 0,1%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,376,-11%,12,-38%,65,+11%,"0,67",-63%,,['Lait'],1573 kj(376 kcal),"8,8",64,"0,28","0,112",,4,,,12 g,en quantité modérée,8.8 g,en quantité élevée,64 g,en quantité élevée,0.28 g,en faible quantité,-11%,-26%,+35%,-54%,-54%,23,-7%,E,-7%,,,,,,,,,,,,,,
611,Spiruline Bio Ecocert - Pack éco 1200 Comprimés 500 MG - Jolivia,3760192460071,,['Jolivia'],"['Compléments alimentaires', 'Spiruline']",['Bio'],,['France'],"['poudre de ', 'sans excipients ni agent de compression', "" •produit issu de l'agriculture biologique""]",[],?,,0,-100%,0,-100%,0,-100%,0,-100%,,,0 kj(0 kcal),0,0,0,0,,,,E,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
612,douceur fermentée riz nature,3760192491808,,,,,,['France'],[],[],?,,133,,"0,6",,29,,"2,9",,,,556 kj(133 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Granola citron baies de goji et coco,3760192498609,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,['France'],[],"['Végétalien', 'Végétarien']",?,,545,,38,,36,,19,,,,2280 kj(545 kcal),"9,7",20,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Confiture D'ananas - 110G,3760194180038,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', ""Confitures d'ananas""]",,,['France'],[],[],?,,225,-3%,"0,5",+10%,56,0%,"0,4",-8%,,,941 kj(225 kcal),0,56,0,0,,,,D,0.5 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,-2%,-100%,+4%,-100%,-100%,7,-21%,C,-21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
615,Résiste-moi Pâte à tartiner noisette - La Cour d'Orgères,3760194181172,,"[""La Cour d'Orgères""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,['France'],"['sucre ', 'noisettes 40 %', 'amandes 10%', 'huile de colza', 'poudre de cacao 1 DJ', 'Poudre de lait écrémé', 'lécithine de colza 5', ' lécithine de tournesol', 'acide citrique', 'arôme']",['Non végétalien'],?,,550,+0%,35,+3%,47,-9%,"8,5",+24%,,['Fruits à coque'],2301 kj(550 kcal),4,43,"0,04","0,016","['E322i - Lécithine', 'E330 - Acide citrique']",4,,D,35 g,en quantité élevée,4 g,en quantité modérée,43 g,en quantité élevée,0.04 g,en faible quantité,+0%,-48%,-10%,-61%,-61%,17,-18%,D,-18%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,
