,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,traceability_code,additives,allergens,nova_score,markets,manufacturing,ingredients_origins,link,palm_ingredients,origin_detail
390,TERRINE DE FAISAN AUX NOISETTES - Brient,3346650218936,['France'],[],[],?,303,1268 kj(303 kcal),26,"8,8","2,5","0,5",16,"1,7","0,68",['Brient'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de faisan']",,26 g,en quantité élevée,8.8 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-0%,+5%,+4%,+35%,-33%,+4%,+17%,+17%,18,+5%,D,+5%,,,,,,,,,,,,,,,,,,,,,
391,Cabillaud façon meunière - Carrefour,3560071239657,['France'],[],[],?,152,636 kj(152 kcal),"6,9","0,7","9,9","0,8",12,"1,2","0,48",['Carrefour'],,"['Nutriscore', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-50004'],,,,['Carrefour'],,,,,
392,Pralines - Favorina,4056489256427,['France'],[],[],?,588,2460 kj(588 kcal),"39,9","23,2",48,"47,1","8,3","0,2","0,08","['Favorina', 'Lidl']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Beurre moulé breton doux - Bridel,3155251210467,['France'],"['Beurre ', 'crèmẹ origine Bretagne', ' ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,745,3117 kj(745 kcal),82,57,1,1,"0,7",0,0,['Bridel'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,82 g,en quantité élevée,57 g,en quantité élevée,1 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+1%,+3%,+35%,+47%,+2%,-100%,-100%,19,+2%,E,+2%,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,"['FR 35.239.005 CE', 'Retiers (Ille-et-Vilaine, France)']",,['Lait'],2,,,['France'],,,
394,Les doodingues p'tits grains goût choco - Casino,3222477483217,['France'],"['Riz* 70% - sucre de canne* - cacao en poudre 4,1%* - sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,379,1586 kj(379 kcal),"1,5","0,4",85,21,5,"0,3","0,12",['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']","['Bio', 'Goût choco']",1.5 g,en faible quantité,0.4 g,en faible quantité,21 g,en quantité élevée,0.3 g,en quantité modérée,,-5%,-5%,-83%,-82%,+27%,+26%,-46%,-16%,-16%,4,-26%,C,-26%,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,3,['Casino'],,,,,
395,Anatolian Mix,8695543003483,['France'],[],[],?,1304,5456 kj(1304 kcal),23,16,"1,4","1,4",25,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Brownies,8435201701470,['France'],[],[],?,451,1887 kj(451 kcal),26,"3,9",49,33,"4,9","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Carrefour,3560071251932,['France'],[],[],?,?,,?,,?,,?,,,['Carrefour'],,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
398,Pépite de fèves de cacao bio 1kg,4260335832332,['France'],[],[],?,270,1130 kj(270 kcal),55,32,27,"2,5",12,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Haselnuss Kerne - Alnatura,4104420227590,['France'],[],[],?,670,2803 kj(670 kcal),63,"5,3",6,"3,9",16,0,0,['Alnatura'],,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Il benessere leggerezza minestrone surgelati,8003495104712,['France'],[],[],?,12,50 kj(12 kcal),0,0,"1,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Hazelnut & cocoa - 800g,5400606991750,['France'],"['Azúcar de caña en bruto*', 'avellanas* ', '16 %', 'aceite de girasol*', 'cacao desgrasado en polvo* ', '9,5 %', 'leche desnatada en polvo*', 'matería grasa láctea“ ', 'leche', ' manteca de cacao* ', '2,5 %', 'emulgente ', 'lecitinas de girasol*', ' *Procedente de agricultura ecológica', ' Para los alérgenos', 'ver ingredientes en negrita', ' No apto para alérgicos a otros frutos de cáscara y la soja', 'debido al método de producción', ' [NL] Ingrediëten: Rietsuiker""', 'hazelnoten"" ', '16 %', 'zonnebloemolie""', 'mager cacaopoeder ', '9,5 %', 'mager melkpoeder""', 'melkvet“', 'cacaoboter* ', '2,5 %', 'emulgator ', 'zonnebloem lecithines""', ' *van biologische oorsprong', ' Voor allergenen', 'zie de vetgedrukte ingrediěnten', ' Niet geschikt voor mensen met een allergie voor andere noten en soja vanwege de productiemethoden', ' Made in Belgium with hazelnuts and cocoa from more than one country ', 'DE] Hergestellt in Belgien mit Haselnüssen und Kakao aus mehreren Ländern ', 'FRJ Fabriqué en Belgique avec des noisettes et du cacao originaires de plusieurs pays [IT] Prodotto in Belgio con nocciole e cacao da più di un paese [ES', ' Fabricado en Bélgica con avellanas y cacao de más de un país ', 'NL] Geproduceerd in België met hazelnoten en cacao afkomstig uit meer dan één land JT A For/Für/Pour/Per/ Para / Voor Amazon EU SARL', '38 avenue John F', ' Kennedy', 'L-1855 Luxembourg/Amazon UK', '1 Principal Place', 'Worship Street', 'Condon EC2A 2FA', 'United Kingdom * 800g 991750 5 400606 FAIRTRADE']",['Non végétalien'],?,543,2272 kj(543 kcal),33,"9,5",52,50,"7,4","0,1","0,04",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,33 g,en quantité élevée,9.5 g,en quantité élevée,50 g,en quantité élevée,0.1 g,en faible quantité,,+4%,+4%,+2%,+17%,+3%,+14%,+19%,-45%,-45%,21,+2%,E,+2%,,,,,,,,,,800 g,,,,"['Lait', 'Fruits à coque', 'Soja']",4,,,,,,
402,Tonno,8429583015164,['France'],[],[],?,0,0 kj(0 kcal),6,0,0,0,25,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Olio extravergine di oliva italiano -,8033576191669,['France'],[],[],?,822,3439 kj(822 kcal),"91,3",13,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive d'Italie"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91.3 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+1%,-0%,-1%,-4%,,,,,,6,0%,C,0%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
404,huilor -  - 1l,3265474986008,['France'],"['Huile de colza 100%', 'vitamine A']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3700,900,3700 kj(900 kcal),100,7,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,100 g,en quantité élevée,7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+4%,+3%,+2%,+3%,-2%,-100%,-100%,-100%,-100%,-100%,5,-1%,C,-1%,B,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,1l,['Plastique'],,,,2,['cap nord'],['France'],['France'],,,
405,Cheezy Salsa - Carrefour,3560071253141,['France'],[],[],?,133,556 kj(133 kcal),10,"2,8",7,"2,2","3,5","1,9","0,76",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Brochettes aperitives fromage frais & tomates cerises,3760112651411,['France'],[],[],?,216,904 kj(216 kcal),16,10,"5,9","4,3",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Granò pasticcini all'albicocca senza glutine,8000643005082,['France'],[],[],?,447,1870 kj(447 kcal),16,"6,4",72,18,"3,2","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Le crocchette originali - McCain - 750g,8710438061383,['France'],[],[],?,?,,7,"0,8",25,100,3,"0,9","0,36",['McCain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 g,,,,,,,,,,,
409,3660005986180,3660005986180,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,basmati complet - Taureau ailé - 500,11647708,['France'],"['ORIGINE:PNJAB ', 'Inde - Pakistan', ' Peut contenir aésame', 'gluten et soja VALEURS NUTRITIONNELLES POUR 100g 1509 ENERGIE soit 386 a MATIÈRES GRASSES']",[],?,?,,?,,?,,?,,,['Taureau ailé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,,,,,,,,,,,,,,,,,,,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,500,['Plastique'],,,,1,,,,,,
411,Assortiment de chocolat sans alccol -,3173287614509,['France'],[],[],?,533,2230 kj(533 kcal),32,16,54,52,"5,8","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Sauce Poutine,0057690152021,['France'],[],[],?,25,105 kj(25 kcal),0,0,5,0,"0,3","0,4","0,16",,"['Epicerie', 'Sauces']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en quantité modérée,,-89%,-89%,-100%,-100%,-50%,-100%,-89%,-83%,-83%,1,-91%,B,-91%,,,,,,,,,,,,,,,,,,,,,
413,Miel,3770003188018,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Belvita soft bakes - mondelez - 50,7622210770226,['France'],[],[],?,408,1707 kj(408 kcal),15,2,62,22,"5,3","0,59","0,236",['Mondelez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,['Plastique'],,,,,,,,,,
415,Cadbury Crunchie Sharepack 180G,9300617042549,['France'],"['sugar', 'glucose syrup', 'milk solids', 'cocoa butter', 'cocoa mass', 'raising agent ', '500', 'emulsifiers ', 'soy lecithin', '476', 'hydrolysed milk protein', 'flavours', ' milk chocolate contains cocoa solids 26%', 'milk solids 23%', ' allergen statement: contains milk and soy', ' may contain traces of wheat', 'peanuts and tree nuts', ' made in australia from imported and local ingredients this pack is for retail sale intact']",['Non végétalien'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Lait', 'Soja']",4,,,,,,
416,Saint Benoît,3261055802477,['France'],[],[],?,107,448 kj(107 kcal),"8,4","3,1","1,2","0,5","5,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Biscotti caserecci di leo cioccolato e grano saraceno - 500g,8000015003692,['France'],[],[],?,457,1912 kj(457 kcal),"15,3","3,7",68,"26,8","8,7","0,7","0,28",,,['Sans huile de palme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
418,Gourdes lactées fruits rouges - Blédina - 85g,5900852045424,['France'],[],[],?,98,410 kj(98 kcal),3,"0,9","13,5","10,7","3,6",,,['Blédina'],"['Aliments pour bébé', 'Goûters et desserts pour bébé', 'Dessert lacté pour bébé', 'Dessert lacté pour bébé aux fruits']",,,,,,,,,,,-10%,+2%,+72%,+33%,-21%,0%,+125%,,,,,,,B,62.2%,21.6%,7.7%,4.0%,4.5%,0.0%,87,,85g,['Gourde'],,,,,,,,,,
419,Speculos -,6175108,['France'],[],[],?,463,1937 kj(463 kcal),16,"7,9",73,25,5,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Les delices du rougier,3770004905065,['France'],[],[],?,163,682 kj(163 kcal),"0,1","0,1","30,5",1,"2,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Petit pain grillés,3182180002535,['France'],[],[],?,409,1711 kj(409 kcal),10,"4,8",64,"4,4",12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,napoli couscous,8711200478316,['France'],[],[],?,90,377 kj(90 kcal),"0,6","0,1",17,"3,5","3,4","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Pommes abricots sans sucre ajoutes,3297760094616,['France'],[],[],?,47,197 kj(47 kcal),"0,5","0,2",11,10,"0,5",,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Wafer Al Cacao 175 G Gentilini,8007465180591,['France'],[],[],?,497,2079 kj(497 kcal),24,21,62,23,"6,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Huile vierge de sesame,3350033769427,['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-5%,-100%,-100%,-100%,-100%,-100%,11,-4%,D,-4%,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,
426,Alta digeribilità latte parzialmente scremato u h t,8001609520007,['France'],[],[],?,46,192 kj(46 kcal),"1,6","1,1","4,9","4,9","3,2","0,1","0,04",,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,1.6 g,en faible quantité,1.1 g,en faible quantité,4.9 g,en faible quantité,0.1 g,en faible quantité,,-2%,-2%,+2%,+9%,+2%,+2%,-2%,-9%,-9%,1,,B,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,
427,Panettone glacé,8002331002595,['France'],[],[],?,373,1561 kj(373 kcal),14,10,53,22,"6,1","0,29","0,116",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,14 g,en quantité modérée,10 g,en quantité élevée,22 g,en quantité élevée,0.29 g,en faible quantité,,-0%,+0%,-7%,+11%,+3%,-15%,-11%,-34%,-34%,18,-3%,D,-3%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
428,Paul Predault,3177340014565,['France'],[],[],?,112,469 kj(112 kcal),"2,7",1,"0,8","0,8",21,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 87065A', 'Feytiat (Haute-Vienne, France)', 'FR 87.065.001 CE', 'Feytiat (Haute-Vienne, France)']",,,,,,,,,
429,Instant craquant,3535800006213,['France'],[],[],?,486,2033 kj(486 kcal),20,13,70,50,6,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Tartelettes aux légumes glacés - Picard,3270160870349,['France'],[],[],?,138,577 kj(138 kcal),"6,4","1,1",16,7,"2,6","0,69","0,276",['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,
431,Gocciolotti,8001100067278,['France'],[],[],?,477,1996 kj(477 kcal),20,"6,1",66,23,"6,7","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Rillettes de canard,4056489276890,['France'],[],[],?,379,1586 kj(379 kcal),34,12,"0,7","0,5",18,"1,3","0,52",,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,34 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-5%,-6%,-7%,-4%,+21%,+99%,+11%,-5%,-5%,19,-2%,E,-2%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
433,Crème au café - Lidl,4056489208037,['France'],[],[],?,190,795 kj(190 kcal),"9,8","5,9",22,"20,3","3,5","0,12","0,048",['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot en verre', 'Opercule en métal', 'Etui en carton']",,,,,,,,,,
434,Marrons entoers - Freshona,4056489277644,['France'],[],[],?,182,761 kj(182 kcal),"1,7","0,3","35,5","8,4","3,1",0,0,['Freshona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Pera yogurt omogeneizzato con fermenti latticIGPastorizzati,8001040015155,['France'],[],[],?,1316,5506 kj(1316 kcal),11,"0,7","15,1",9,9,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Filets & dos de colin d’Alaska - Marès - 360g,3760282770448,['France'],"[""Colin d'Alaska "", 'Theragra chalcogramma']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",292,70,292 kj(70 kcal),"0,2",0,0,0,17,"0,39","0,156",['Marès'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Filets de poissons', 'Fruits de mer surgelés', 'Plats préparés au poisson', 'Poissons surgelés', 'Colins', ""Lieu d'Alaska cru"", 'Filets de colin']","['Nutriscore', 'Nutriscore A', 'Pêche durable', 'Pêche durable MSC']",0.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.39 g,en quantité modérée,-32%,-45%,-45%,-95%,-100%,-100%,-100%,+19%,-29%,-29%,-4,,A,,D,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,Filets et dos de colin d'Alaska,360 g,"['Surgelés', 'Film en plastique', 'Etui en carton']",,,['Poisson'],3,,,['États-Unis'],https://mares.global/,,
437,Pavés de morue de l’Atlantique avec peau et sans arête - Marès - 300g,3760282770271,['France'],"['Cabillaud [Gadus morhua]', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",265,62,265 kj(62 kcal),"0,4","0,1",0,0,15,"1,5","0,6",['Marès'],"['Produits de la mer', 'Poissons', 'Morues']",,0.4 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,-68%,-74%,-72%,-98%,-96%,-100%,-100%,+23%,+76%,+76%,1,-80%,B,-80%,D,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,Pavés de morue,300 g,"['surgelé', 'Film en plastique', 'Etui en carton']",,,['Poisson'],3,,,"['Îles Féroé', 'Islande']",https://mares.global/produits/,,
438,Extrait de pepins de pamplemousse,3286010065384,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Spezie,8006390010959,['France'],[],[],?,179,749 kj(179 kcal),"1,03","0,32","7,01","1,6",9,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Vitamine D3 -,8718481587614,['France'],"['Huile de tournesol', 'helianthus annuus L', 'paroi de la capsule', 'gelatine,eau,epaississant:glycerol', ' Vitamine D3', 'cholecalciferol à partir de graisse de laine', ""dans l'huile de TDM"", ' Ne contient pas de parfums', 'couleurs ou saveur artificiels']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E422 - Glycérol']",,4,,,,,,
441,Nutella b-ready,8000500353387,['France'],[],[],?,0,0 kj(0 kcal),27,"9,5","60,7","47,1","7,2","0,559","0,224",['Nutella'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"3, 2, 1... c’est la fête",3173287522101,['France'],[],[],?,549,2297 kj(549 kcal),34,16,52,51,1,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Bevanda Di Riso LT. 1 Orasì,8003180000145,['France'],[],[],?,50,209 kj(50 kcal),"1,3","0,2","9,2","4,3","0,1","0,12","0,048",['OraSi'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', 'Boissons au riz']",,1.3 g,en faible quantité,0.2 g,en faible quantité,4.3 g,en quantité modérée,0.12 g,en faible quantité,,-14%,-14%,+7%,-15%,-17%,-25%,-71%,+27%,+27%,0,-100%,B,-100%,E,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,,,,,,,
444,Dani'pom - Danival,3431590014998,['France'],[],[],?,?,,?,,?,,?,,,['Danival'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Duo carotte et céleri,3700009273111,['France'],[],[],?,132,552 kj(132 kcal),12,"0,9",4,"2,6",1,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Organic Kombucha morello cherry & mint - Kazidomi - 330mL,6000000000002,"['Belgique', 'France']","['Infusion de plantes et de thé* ', '90,2%', ' ', 'eau minérale naturelle', 'thé vert*', 'thé noir*', 'feuilles de maté*', 'fleurs de tilleul*', 'verveine citronnée*', 'fleurs de bleuet*', 'mélisse*', 'menthe verte*', 'ortie*', 'fleurs de sureau*', 'aspérule odorante*', 'feuilles de framboisier*', 'fleurs de calendula*', 'feuilles de mûrier*', 'racine de réglisse*', 'sucre de canne brut*', 'jus de griottes* ', '3%', 'jus concentré de menthe poivrée* ', '2', ' 5 %', ' ', 'eau minérale naturelle', 'jus concentré de raisin*', 'feuilles de menthe poivrée*', 'jus concentré de citron*', 'culture de kombucha', 'gaz carbonique naturel', ' Contient < 0,5% vol', "" d'alcool"", ' ', ""*issu de l'agriculture biologique"", ' Kombucha pasteurisé']",[],76,18,76 kj(18 kcal),"0,5","0,1","4,3","4,3","0,5","0,01","0,004",['Kazidomi'],"['Boissons', 'Boissons au thé', 'Kombuchas']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-007', 'Agriculture UE', 'Agriculture UE/Non UE', 'B-corp']",0.5 g,en faible quantité,0.1 g,en faible quantité,4.3 g,en quantité modérée,0.01 g,en faible quantité,-1%,0%,+1%,+942%,+258%,+13%,+25%,+587%,-50%,-50%,6,+5%,D,+5%,B,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,Kombucha Griottes & Menthe,330 mL,"['bouteille en verre', 'Verre']",,['E290 - Dioxyde de carbone'],['Aucun'],4,['Kazidomi'],['Allemagne'],,https://www.kazidomi.com/fr/kombucha/7815-kombucha-griottes-menthe.html,,
447,Pates de fruits - Motta,3700125850128,['France'],[],[],?,327,1368 kj(327 kcal),"0,5","0,1",80,71,"0,8","0,15","0,06",['Motta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,0.5 g,en faible quantité,0.1 g,en faible quantité,71 g,en quantité élevée,0.15 g,en faible quantité,,+4%,+4%,+47%,-17%,+5%,+7%,+23%,+25%,+25%,9,+9%,C,+9%,C,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,
448,Stollen - Niederegger - 250g,4000161770503,['France'],[],[],?,460,1925 kj(460 kcal),"27,8","12,7","44,1","24,9",8,"0,31","0,124",['Niederegger'],['de:marzipanstollen'],,27.8 g,en quantité élevée,12.7 g,en quantité élevée,24.9 g,en quantité élevée,0.31 g,en quantité modérée,,,,,,,,,,,21,,E,,,,,,,,,,,250 g,,,,,,,,,,,
449,Chocolat Blanc,5420038148935,['France'],[],[],?,599,2506 kj(599 kcal),41,26,51,51,"6,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Galettes normandes au bon beurre d'isigny AOP - biscuiterie de l'abbaye - 200g,3226219013038,['France'],"['Farine de blé', 'sucre', ""beurre d'Isigny AOP 14%"", 'ceufs entiers en poudre', 'sel', ""poudres à lever : carbonates d'ammonium - carbonates de sodium"", 'arôme naturel de vanille', 'poudre de lait écrémé', ' Peut contenir des trace de fruits à coque', 'de soja', ""de graines de sésame et d'arachides""]",['Non végétalien'],1874,445,1874 kj(445 kcal),13,8,74,31,7,1,"0,4","[""biscuiterie de l'abbaye""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200g,"['boîte aluminum', 'Film en plastique']",,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",['Gluten'],4,,"[""lonlay l'abbaye""]",,http://www.biscuiterie-abbaye.com,,
451,Moules,3564709185354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,
452,Nacho cheese seasoning,9353323000495,['France'],[],[],?,2.2,9 kj(2 kcal),"0,1","0,1","0,3","0,1","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
