,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,markets,additives,nova_score,allergens,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,generic_name,manufacturing,palm_ingredients,link,ingredients_origins,traceability_code
1224,Apple crumble -,5060131050034,,['France'],[],"['Végétalien', 'Végétarien']",?,262,1096 kj(262 kcal),"11,1","3,8","40,3","17,8","1,3",,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Crumbles']",11.1 g,en quantité modérée,3.8 g,en quantité modérée,17.8 g,en quantité élevée,,,,+25%,+26%,+30%,-10%,+40%,+4%,-47%,,,,,,,,,,,,,,,,,,,,
1225,Chocolate tarts,5060131050591,,['France'],[],[],?,309,1293 kj(309 kcal),"16,5","5,4",36,"17,1","6,4","0,14","0,056",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Meridian Organic Cashew Butter - 170G,5060132280447,,['France'],[],[],?,628,2628 kj(628 kcal),"51,3","10,2","18,9","5,6","20,6",,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Meridian - Almond Bar - 40G,5060132282052,['Meridian'],['France'],"['Nmcnds ', '55%', 'Brown Rjcei } Agave Nectar', 'Rice Concentrated FruitJuice i file', 'Pear', ' Grape', 't Rice ro ein RiceStarcht Emulsi', 'ier: Sunflower Lecithin']",[],?,504,2109 kj(504 kcal),"30,5",3,"35,2","23,2","17,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Smooth Cashew Butter,5060132282137,,['France'],[],[],?,659,2757 kj(659 kcal),"55,5","10,7","18,9","5,6","20,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Meridian smooth almond butter,5060132282458,['Meridian'],['France'],[],[],?,650,2720 kj(650 kcal),"55,8","4,4","6,5",4,"25,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Bulk Deal 6 X Meridian Coconut & Almond Butter,5060132282502,['Meridian'],['France'],"['Amandes grillées', 'noix de coco', 'miel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,647,2707 kj(647 kcal),"56,1","19,9","10,6","7,6","19,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Meridian Squeezy Date Syrup 330G,5060132282540,['Meridian'],['France'],"['Dates 72% ', 'Water']",[],?,271,1134 kj(271 kcal),"0,3",0,66,61,"1,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Beurre de Noix de Macadamia - Meridian,5060132282670,['Meridian'],"['France', 'Royaume-Uni']",[],[],?,792,3314 kj(792 kcal),79,"11,7","7,4","4,2","8,9",0,0,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Beurres de noix de macadamia', 'Purées de fruits à coque']",79 g,en quantité élevée,11.7 g,en quantité élevée,4.2 g,en faible quantité,0 g,en faible quantité,,+30%,+30%,+60%,+58%,-46%,-31%,-61%,-100%,-100%,15,+62%,D,+62%,,,,,,,,,,['Royaume-Uni'],,,,
1233,Crunchy almond butter - Meridian,5060132282854,['Meridian'],['France'],[],[],?,650,2720 kj(650 kcal),"55,8","4,4","6,5",4,"25,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Meridian Peanut - Natures’s Energy,5060132282915,['Natures’s Energy'],['France'],"['lnyedients Peanuts ', '52%', ' Brown Rice Malt', 'Pumpkin Seeds ', '10%', 'Rice Bran', 'Concentrated Fruit JUice ', 'Grape', ' Rice Starch/ Emulsifjer: Sunflower Lecithin']",[],?,505,2113 kj(505 kcal),"31,7","4,6","30,3",19,"20,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,organic smooth peanut butter - Meridian,5060132283226,['Meridian'],['France'],[],[],?,596,2494 kj(596 kcal),46,"41,6","11,6","5,9","29,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Pain proteiné,5060134960378,,['France'],[],[],?,258,1079 kj(258 kcal),5,"0,9",26,"4,3",26,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,The Raw Chocolate Organic Chocolate Raisins - The Raw Choco,5060135240738,['The Raw Choco'],['France'],"['Raisins séchées au chocolat cru bio ', 'cacao au moins 72%', ' Ingrédients bio', ""' Raisins séchées 44% "", 'raisin séchées', ""l'huile de tournesol"", 'cacao', 'sucre de palme de noix de coco', 'beurre de cacao„ poudre de cacao']",[],?,460,1925 kj(460 kcal),24,"15,3","53,8","46,8","6,3","0,5","0,2",,"['Bio', ""À l'huile de tournesol""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Chocolate Goji Berries,5060135241131,,['France'],[],[],?,492,2059 kj(492 kcal),"31,4","19,8",43,"32,4","9,9","0,34","0,136",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Bulk DeSalted Vanoffe Hazelnut 44G,5060135241483,,['France'],[],[],?,610,2552 kj(610 kcal),"45,2","21,9","40,3","19,6","5,8","0,63","0,252",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Raw chia seeds - The Raw Chocolate Co,5060135242213,['The Raw Chocolate Co'],['France'],['Graine de chia bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,444,1858 kj(444 kcal),"31,4","3,8","4,9","0,8","21,2",0,0,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Dried Cranberries - Natural Selection,5060135530495,['Natural Selection'],['France'],"['Cranberries ', '60%', 'Sugar', 'Sunflower Oil']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,311,1301 kj(311 kcal),"0,5","0,1","73,8","71,5","0,3","0,07","0,028",,"[""À l'huile de tournesol""]",,,3,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",0.5 g,en faible quantité,0.1 g,en faible quantité,71.5 g,en quantité élevée,0.07 g,en faible quantité,,-8%,-8%,-29%,-60%,-7%,+8%,+7%,+206%,+206%,3,-58%,C,-58%,,,,,,,,,,,,,,
1242,Natural Selection Five Fruit Mix 170G - Naturalia,5060135530556,['Naturalia'],['France'],"['2,29 Eur 13', '47 EUR/KG Mélange 5 fruits Ingrédients Dates séchées en dés ', '26%', ' ', 'dates', 'farine de riz', 'raisins ', '25%', ' ', 'raisin', 'huile de tournesol', ' abricots ', '2200 ', 'abricots séchés', 'farine de riz', 'conservateur ', 'dioxyde de soufre', "" s canneberges séchés '20%"", ' ', 'canneberges', 'sucre', 'huile de tournesol', 'baies de goji séchées ', '0,6', ' Pour les allergènes', 'veuillez vous référez au texte en gras Peut contenir de trac& de cacahuèts', ' fruits à coque']",[],?,298,1247 kj(298 kcal),"0,5","0,1","66,4","56,7","3,8",0,0,,,['Naturalia'],"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Banana chips,5060135531805,,['France'],[],[],?,528,2209 kj(528 kcal),"31,4","13,6","59,9","20,9",1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Mixed fruit,5060135534929,,['France'],[],[],?,301,1259 kj(301 kcal),"0,4","0,1","69,5","67,2","2,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Booster protéines mix fruits et noix,5060135537012,,['France'],[],[],?,560,2343 kj(560 kcal),42,"6,3",18,18,24,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Golden fruit -,5060135537074,,['France'],[],[],?,377,1577 kj(377 kcal),12,"5,3",61,59,"4,7","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Cinnamon Pecan Pie Mix,5060135537272,,['France'],[],[],?,441,1845 kj(441 kcal),24,2,47,46,"5,3","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Fruit & nut mix,5060135537296,,['France'],[],[],?,437,1828 kj(437 kcal),24,2,43,43,"8,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Amandes Entières Crues Bio 500G Super Foodies - Super Food,5060136218767,['Super Food'],['France'],['Amandes entières Origine: Espagne Ingrédtent: 100% amandes entières*'],[],?,584,2443 kj(584 kcal),49,"3,7",22,4,12,"0,02","0,008",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Raisins Secs Crus Bio 500G Super Foodies,5060136219214,['Super foodies'],['France'],['100% ratstns cow noirs secs'],[],?,299,1251 kj(299 kcal),"0,5","0,1",79,59,"3,1","0,03","0,012",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Homely & wonderous smoked bacon and cheddar crustless quiche,5060136250941,,['France'],[],[],?,277,1159 kj(277 kcal),"19,5","6,8","16,3","0,8","9,8","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,teapigs chilli chai - 37.5g,5060136750038,['Teapigs'],['France'],[],[],?,?,,?,,?,,?,,,37.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C101903']
1253,Teapigs peppermint leaves - 30g,5060136750144,['Teapigs'],['France'],[],[],?,?,,?,,?,,?,,,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Teapigs Jasmine Pearls 15 Tea Temples 20% Off!,5060136750205,['Teapigs'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,
1255,Biodegradable tea temples jasmin pearls,5060136753121,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Bulk Deal 12 X Teapigs Matcha Juice Drink- Apple 330ML,5060136754043,['Teapigs'],['France'],"['Spring water ', '91,7%', ' apple juice from concentrate ', '8%', 'matcha tea leaf ', '0,3%']",[],?,23,96 kj(23 kcal),"0,1",0,"5,2","5,1","0,2",0,0,,,,,,,,['Boissons'],0.1 g,en faible quantité,0 g,en faible quantité,5.1 g,en quantité modérée,0 g,en faible quantité,,-59%,-60%,-71%,-100%,-54%,-46%,-60%,-100%,-100%,8,+4%,D,+4%,,,,,,,,,,,,,,
1257,Green tea drink,5060136754050,,['France'],[],[],?,32,134 kj(32 kcal),"0,1",0,"6,6","6,3","0,4",,,,,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,+167%,+179%,+2%,-100%,+195%,+421%,+90%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
1258,Chokolade MøRK 70% Cornish Sea Salt Ø - 85 GR - Naturesource - Seed and Bean - 85g,5060137140166,['Seed and Bean'],"['France', 'États-Unis']",[],"['Végétalien', 'Végétarien']",?,578,2418 kj(578 kcal),"42,8","25,9","34,8","30,8",8,"0,56","0,224",85 g,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'GB-ORG-05', 'en:GB-ORG-5']",,,,,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats salés', 'Chocolats noirs salés']",42.8 g,en quantité élevée,25.9 g,en quantité élevée,30.8 g,en quantité élevée,0.56 g,en quantité modérée,,+4%,+5%,+13%,+16%,-17%,-16%,+15%,+37%,+37%,20,-14%,E,-14%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,
1259,Spaghetti Bolognese - Montain House,5060138530096,['Montain House'],['France'],"['FR: Tomates en Conserve ', 'Tomate', 'Jus de Tomate', 'Acide Citrique', 'Blé Spaghettis ', '19%', 'Bœuf Haché ', '17%', 'Oignon', 'Coulis de Tomate', 'Huile Végétale', 'Sel', 'Ail', ""Mélange d'Aromates "", 'Origan', 'Sarriette', 'Basilic', 'Thym', 'Romarin', 'Marjolaine', ' Le poduit contient : Gluten de blé']","[""Pourrait contenir de l'huile de palme""]",?,504,2109 kj(504 kcal),"26,4","6,9","35,4",13,28,"1,02","0,408",,,,['E330 - Acide citrique'],,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Lasagne - Mountain House - 750g,5060138530102,['Mountain House'],"['Autriche', 'France']","['Tomates en Conserve ', 'Tomate', 'Jus de Tomate', 'Acide Citrique', 'blé arc pâtes  ', '19%', ' boeuf haché ', '16%', 'Oignon', 'Coulis de Tomate', 'Mozzarella ', '2%', 'Cheddar ', '2%', ' Ricotta ', '1%', ' Huile Végétale', 'Ail', ""Mélange d'Aromates "", 'Origan', 'Sarriette Basilic Thym', 'Romarin', 'Marjolaine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,516,2159 kj(516 kcal),"28,7",10,"34,6","8,7",27,"0,1","0,04",750 g,,,['E330 - Acide citrique'],,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ds.'],,,,,,
1261,Fuel Your Préparation pâtes à la bolognaise,5060138531420,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Spaghetti Bolognaise - Lyophilisé - Mountain House,5060138537019,['Mountain House'],['France'],"['Tomates en Conserve ', 'Tomate', 'Jus de Tomate', 'Acide Critique', 'Blé Spaghettis ', '19%', ""Bœuf 'Haché "", '17%', 'Oignon', 'Coulis de Tomate', 'Huile Végétale', 'Sel', 'Ail', ""Mélange d'Aromates "", 'Origan', 'Sarriette', 'Basilic', 'Thym', 'Romarin', 'Marjolaine', ' CONTIENT: GLUTEN DE BLE']","[""Pourrait contenir de l'huile de palme""]",?,504,2109 kj(504 kcal),"26,4","6,9","35,4",13,28,"1,02","0,408",,,,,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Sauce cranberry - 300g,5060138774520,,['France'],[],[],?,?,,?,,?,,?,,,300 g,,,,,,,"['Epicerie', 'Sauces', 'Sauces à la canneberge']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bocal'],,,,,,
1264,Magnificent Mango,5060139430104,,['France'],[],"['Végétalien', 'Végétarien']",?,296,1238 kj(296 kcal),"0,3","0,1","68,2","56,6","2,9",0,0,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Bear Yo Yo's Blackcurrant Snacking Fruit,5060139431590,['Bear'],['France'],[],[],?,275,1151 kj(275 kcal),"0,01","0,01",63,42,"1,9",0,0,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Smashing strawberry,5060139431965,,['France'],[],[],?,293,1226 kj(293 kcal),"0,2",0,"67,3","58,1",2,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Bear Claws Strawberry & Butternut 5 Bags,5060139432184,['Bear'],['France'],[],[],?,265,1109 kj(265 kcal),"0,4",0,57,30,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Ravishing RASPBERRY,5060139432610,,['France'],[],[],?,293,1226 kj(293 kcal),"0,2",0,"67,3","58,1",2,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Straight Up Coconut Chips - Urban Fruit,5060139432764,['Urban Fruit'],['France'],"['Coconut', 'Coconut Nectar', 'Sea Salt']",[],?,472,1975 kj(472 kcal),"41,6",36,"14,8","14,28",5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Lazy Day shortbread,5060139660013,,['France'],[],"['Végétalien', 'Végétarien']",?,501,2096 kj(501 kcal),28,11,60,17,2,"0,7","0,28",,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,belgian dark chocolate tiffin - Lazy day,5060139660082,['Lazy day'],['France'],"['chocolat ', '34%', ' ', 'solides de cacao 55% masse de cacao', 'sucre', 'beurre de cacao', 'lécithine de soja', 'vanille naturelle', 'farine ', 'riz', 'tapioca', 'maïs', 'margarine sans produits laitiers ', 'huile de palme* ', 'huile de colza', 'eau', 'sel ', '2%', 'émulsifiants ', 'mono - & di - glycérides', 'colorants végétaux naturels ', 'curcumine et rocou', 'arôme naturelle', 'sucre', 'raisins secs ', '15%', 'Golden Syrup', 'lécithine de soja', ' Conseils Allergènes: pour les allergènes', 'voir ingredients écrits en gras', "" *huile de palme issue d'une forêt avec une gestion de développement durable""]","['Huile de palme', 'Végétalien', 'Végétarien']",?,487,2038 kj(487 kcal),30,15,52,37,3,"0,6","0,24",,"['Végétarien', 'en:gluten-free', 'Végétalien']",,"['E322i - Lécithine', 'E100 - Curcumine', 'E160b - Rocou']",4,['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,
1272,Chocolate chip shortbread,5060139660198,,['France'],[],"['Végétalien', 'Végétarien']",?,493,2063 kj(493 kcal),28,11,60,20,2,"0,3","0,12",,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Abra-ca-Debora diddy sweet dutch pancakes - 200g,5060139990011,['Abra-ca-Debora'],['France'],"['Wheat flour', 'egg', 'vegetable oil', 'water', 'sugar', 'whey powder ', 'milk', 'leavening ', 'sodium bicarbonate', 'mono-calcium phosphate', 'salt', 'preservative ', 'potassium sorbate', 'acidity regulator ', 'citric acid', 'emulsifier ', 'mono - and diglycerides of fatty acids', 'flavouring']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1490,?,1490 kj(356 kcal),"20,2","8,9","37,7","15,4","5,7","1,016","0,406",200 g,,,"['E500ii - Carbonate acide de sodium', 'E341i - Phosphate monocalcique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,"['Œufs', 'Gluten', 'Lait']",,['Pancakes'],20.2 g,en quantité élevée,8.9 g,en quantité élevée,15.4 g,en quantité élevée,1.02 g,en quantité modérée,+26%,,+17%,+119%,+347%,-8%,-5%,-38%,+1%,+1%,18,+65%,D,+65%,,,,,,,,"['Bag', 'Plastic']",Pancakes,,,,['Pays-Bas'],
1274,Original dutch pancakes,5060139991155,,['France'],[],[],?,225,941 kj(225 kcal),"10,7","2,9","24,6","4,9","6,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Abra-ca-Debora Sweet Dutch Pancakes - 375g e,5060139991179,['Abra-ca-Debora'],['France'],"['Milk', 'wheat flour', 'sugar', 'vegetable oils and fats', 'liquid whole egg', 'water', 'raising agents ', 'sodium bicarbonate and disodium diphosphate', 'preservative ', 'calcium propionate', 'salt', 'emulsifiers ', 'sunflower lecithin', 'mono- and diglycerides of fatty acids', 'vanilla flavouring']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1100,?,1100 kj(263 kcal),"11,1","5,4",35,11,"5,5","0,508","0,203",375 g e,,,"['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E282 - Propionate de calcium', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,"['Œufs', 'Gluten', 'Lait']",B,"['Crêpes et galettes', 'Crêpes', 'Pancakes', 'Crêpes de froment']",11.1 g,en quantité modérée,5.4 g,en quantité élevée,11 g,en quantité modérée,0.508 g,en quantité modérée,-7%,,-13%,+20%,+171%,-15%,-32%,-40%,-50%,-50%,11,+1%,D,+1%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,"['Sachet', 'Plastique', 'Carton']",Sweet ductch pancakes,['Pays-Bas'],,,,
1276,Gino D'acampo 500M Everyday Balsamic Vinegar - Gina D’acampo,5060140283195,['Gina D’acampo'],['France'],"['Wine vinegar*', 'concentrated grape must*', 'colour: E150D*', ' *Contains sulphites']",[],?,95,397 kj(95 kcal),0,0,19,19,"0,06","0,05","0,02",,,,"[""E150d - Caramel au sulfite d'ammonium""]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Pea protein,5060142010164,,['France'],[],[],?,406,1699 kj(406 kcal),"9,1","1,8","0,2","0,1",80,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Pulsin' Protéine De Petit Lait Isolée 250 g,5060142010171,['Pulsin'],['France'],"['Whey protein isolate ', 'Milk', 'Soya lecithin ', 'Soya', ',']",[],?,385,1611 kj(385 kcal),"0,3","0,1","2,5","2,5",93,"0,5","0,2",,"['Bio', 'en:gluten-free']",,,,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Proteines De Soja 250G,5060142010188,,['France'],[],[],?,390,1632 kj(390 kcal),"2,4","1,2","1,2","0,3",90,"2,53","1,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Hemp protein,5060142010683,,['France'],[],"['Végétalien', 'Végétarien']",?,347,1452 kj(347 kcal),11,1,4,4,49,,,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Proteines De Riz - Pulsin,5060142010706,['Pulsin'],['France'],['Protéine complet germé concentrée'],[],?,385,1611 kj(385 kcal),1,0,10,0,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Organic whey protein,5060142010980,,['France'],[],[],?,361,1510 kj(361 kcal),4,"2,4","5,4","5,4","75,5","2,1","0,84",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Dippers - RW Garcia,5060142212285,['RW Garcia'],['France'],"[""ma'lS blanc moulu a la meule de pierre "", '59%', 'huile de tournesol', 'tomate en poudre ', '3%', 'ail en poudre ', '3%', 'oignon en poudre ', '3%', 'carotte en poudre ', '2%', 'épinard en poudre ', '2%', 'betterave rouge en poudre ', '2%', 'graines de lin ', '2%', 'graines de SESAME noires ', '2%', 'persil deshydrate', 'sel de mer', ' Presence éventuelle de lait et de soja']",[],?,485,2029 kj(485 kcal),"24,6","3,2","55,3","3,5",7,"0,59","0,236",,['en:gluten-free'],,,,"['Graines de sésame', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Cherry Active Concentrate 946ml,5060142250010,,['France'],[],[],?,340,1423 kj(340 kcal),0,0,"81,7","59,7","3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Preparation pour biscuits a l'avoine -,5060144950437,,['France'],[],[],?,474,1983 kj(474 kcal),"23,9","14,5",58,"24,1","5,3","0,1","0,04",,['en:gluten-free'],,,,,,"['Aides culinaires', 'Aide culinaire sucrée']",23.9 g,en quantité élevée,14.5 g,en quantité élevée,24.1 g,en quantité élevée,0.1 g,en faible quantité,,+21%,+23%,+55%,+241%,+11%,-38%,-2%,-26%,-26%,20,+45%,E,+45%,,,,,,,,,,,,,,
1286,Delicious Alchemy Gluten Free Nutty Granola,5060144951113,['Delicious Alchemy'],['France'],"['Ingrcdicnts: Gluten Free Oats ', '529%', 'Rice Starch', 'Rapeseed Oil', 'Sunflower seeds ', '7', '670', 'Concentrated Grape Juice', 'Honey ', '4%', 'Raisins ', '2%', ' Pumpkin Seeds ', '2%', 'Almonds ', '2%', ' Hazelnuts ', '2%', 'Natural Flavouring', ' Allergy advice: For allergens see ingredients in bold', ' May contain peanuts and Other nuts', ' Storage information : Store in a cool', 'd from strong light a Once opened']",[],?,460,1925 kj(460 kcal),20,3,59,15,11,0,0,,['en:gluten-free'],,,,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,5060145050785,5060145050785,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Salted caramel chocolate & nuts mix,5060145051133,,['France'],[],[],?,525,2197 kj(525 kcal),"34,2","9,1","36,7","30,7","16,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Pure Ice,5060145550018,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Mukti Instant Ginger Sweetened Pre-mix Tea,5060145890060,,['France'],[],[],?,368,1540 kj(368 kcal),"0,3","0,2","75,8","60,2","12,5",0,0,,,,,,,,"['Boissons', 'Boissons sans alcool']",0.3 g,en faible quantité,0.2 g,en faible quantité,60.2 g,en quantité élevée,0 g,en faible quantité,,+868%,+822%,+121%,+643%,+776%,+719%,+5382%,-100%,-100%,20,+184%,E,+184%,,,,,,,,,,,,,,
