,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,packaging,traceability_code,additives,nova_score,allergens,generic_name,manufacturing,ingredients_origins,link,brand_owner,palm_ingredients
579,Bloc de foie gras de canard du Sud-Ouest - Sudreau,3760094100365,['France'],"['Foie gras de canard reconstitué du sud-ouest', 'eau', 'sel', 'poivre', 'sucre']",[],?,476,1992 kj(476 kcal),49,21,"2,3","1,8","6,8","1,3","0,52",,['Sudreau'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['Sans nitrite de sodium'],49 g,en quantité élevée,21 g,en quantité élevée,1.8 g,en faible quantité,1.3 g,en quantité modérée,,-3%,-2%,-3%,-2%,+8%,+35%,+11%,+7%,+7%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,3,,,,,,,
580,Aloe sugar free,5014339500273,['France'],[],[],?,2,8 kj(2 kcal),0,0,"0,4",0,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Choco und Keks - Choceur,24091961,['France'],[],[],?,534,2234 kj(534 kcal),"29,9","18,5","57,4","49,4","7,9","0,4","0,16",,['Choceur'],,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Nestle p'tit dej,7613035869936,['France'],[],[],?,84,351 kj(84 kcal),"2,6","1,1","12,6","5,1","2,3","0,07","0,028",,['Nestlé'],,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Infusion mojito framboise,3665206105989,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Produits faisant référence au Mojito'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Goutes pepin pamplemousse,3440819649422,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Le lait de ma Région - Candia,3533631559946,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,['Candia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Sel régime,6111248410057,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,J'aime la Chocolat et alors ! - Chevaliers d'Argouges,3421371513611,['France'],[],[],?,?,,?,,?,,?,,,,"[""Chevaliers d'Argouges""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,OLIVES VERTES FARCIES DUO CRAQUANT,3382510032328,['France'],[],[],?,278,1163 kj(278 kcal),28,"3,3","1,8","0,2","2,4","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Minestrone - Baxters,5012427072107,['France'],[],[],?,40,167 kj(40 kcal),"0,2",0,"7,5","2,8","1,2","0,6","0,24",,['Baxters'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Wiener Kalbsschnitzel,22153258,['France'],[],[],?,155,649 kj(155 kcal),"1,5","0,5",18,"0,9",17,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Pere noel chocolat,4013900971734,['France'],[],[],?,545,2280 kj(545 kcal),32,20,57,57,"5,5","0,25","0,1",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Sculptures en chocolat', 'Pères Noël en chocolat']",,32 g,en quantité élevée,20 g,en quantité élevée,57 g,en quantité élevée,0.25 g,en faible quantité,,-1%,-0%,-3%,-1%,+5%,+8%,-16%,+44%,+44%,27,+3%,E,+3%,,,,,,,,,,,,,,,,,,,
592,Cereales,3760077186027,['France'],[],[],?,549,2297 kj(549 kcal),"34,5","21,7","50,9",42,"7,3","0,17","0,068",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Riz Basmati Complet Vrac - Priméal - 5kg,3380390016209,['France'],['riz basmati complet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,5 kg,['Priméal'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz complet', 'Riz Basmati']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,1,,,,,,,
594,Barosi caramele ricotta epinard,8055731980215,['France'],[],[],?,214,895 kj(214 kcal),51,27,31,12,10,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Chorizo fort espagnol,3517736020716,['France'],[],[],?,369,1544 kj(369 kcal),31,"9,6","0,6","0,5",22,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Spécial Chili con carne -,3760177748026,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,"['EMB 37156D', 'Montlouis-sur-Loire (Indre-et-Loire, France)']",,,,,,,,,
597,Saucisson sec pur porc supérieur - Rochambeau,3439496302713,['France'],[],[],?,437,1828 kj(437 kcal),36,14,"3,2","2,7",25,4,"1,6",,['Rochambeau'],D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,36 g,en quantité élevée,14 g,en quantité élevée,2.7 g,en faible quantité,4 g,en quantité élevée,,+6%,+6%,+10%,+9%,+37%,+76%,-8%,-14%,-14%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Metro'],,,,,,,,,,,
598,oeufs - auchan - 10,9526510331812,['France'],[],[],?,?,,?,,?,,?,,,10,['Auchan'],,['Oeufs bio'],"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
599,Miel de forêt - Sylvain Merveille - 500g,3770001805191,['France'],[],[],?,?,,?,,?,,?,,,500 g,['Sylvain Merveille'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
600,MyDiet,8050543518069,['France'],[],[],?,381,1594 kj(381 kcal),"3,6","1,3","9,8","4,3",76,"2,05","0,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Cornichons au vinaigre,3701037410004,['France'],[],[],?,15,63 kj(15 kcal),"0,4","0,1","0,6","0,5","1,2",2,"0,8",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,0.4 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-25%,-20%,+36%,+78%,-69%,-59%,+10%,+11%,+11%,3,+47%,C,+47%,,,,,,,,,,,,,,,,,,,
602,FETTUCCE,3700238366172,['France'],[],[],?,333,1393 kj(333 kcal),"2,3","0,6","62,8","1,9","13,6","0,03","0,012",,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Carb Control - Body Attack,4250350514122,['France'],[],[],?,389,1628 kj(389 kcal),16,8,22,"1,9",45,"0,6","0,24",,['Body Attack'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,BURN MAX LIQUID,3760162577723,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Tic tac gum,0009800300020,"['France', 'États-Unis']","['Xylitol', 'gum base', 'isomalt', 'sorbitol', 'natural and artificial flavors', 'less than 2% of: talc', 'gum arabic', 'magnesium stearate', 'silicon dioxide as anticaking agent', 'gelatin', 'acesulfame potassium', 'acetylated monoglycerides as emulsifier', 'sucralose', 'carnauba wax', 'yellow 5', 'bht ', 'to maintain freshness', 'blue 1']","['Non végétalien', 'Non végétarien']",?,333,1393 kj(333 kcal),0,,"66,67",0,0,0,0,,['Tic Tac'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,0 g,en faible quantité,,,0 g,en faible quantité,0 g,en faible quantité,,-6%,-7%,-100%,,-20%,-100%,-100%,-100%,-100%,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,"['E967 - Xylitol', 'E953 - Isomalt', 'E420 - Sorbitol', 'E553b - Talc', ""E414 - Gomme d'acacia"", 'E572 - Stéarate de magnésium', 'E428 - Gélatine', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E903 - Cire de carnauba', 'E102 - Tartrazine', 'E321 - Butylhydroxytoluène', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,,,,,,"Ferrero U.S.A., Incorporated",
606,Pur jus de raisin du Roussillon -,3770000554014,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin', 'Jus de fruits pur jus']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
607,Pain de Maïs,3316935000006,['France'],[],[],?,375,1569 kj(375 kcal),"6,3","1,2",65,0,13,"1,8","0,72",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,6.3 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,1.8 g,en quantité élevée,,+14%,+14%,+3%,+3%,+19%,-100%,+37%,+41%,+41%,12,+135%,D,+135%,,,,,,,,,,,,,,,,,,,
608,Confiture de reine claude - Domaine Orsini - 250g,3330790006799,['France'],"['reines claudes ', '47,5%', 'sucre', 'sirop de glucose', 'jus de citron', 'gelifiant : pectine de fruits', ' Préparé avec 47,5 g de truits pour de produit 100 g']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,267,1117 kj(267 kcal),"0,6","0,1",65,53,"0,4","0,03","0,012",250 g,['Domaine Orsini'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de Reine-Claude']",,0.6 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.03 g,en faible quantité,,+22%,+23%,+197%,+179%,+23%,+3%,+0%,+55%,+55%,12,+19%,D,+19%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,['E440 - Pectines'],4,,,,,,,
609,Almond & Cocoa nib granola,6009195373689,['France'],[],[],?,531,2222 kj(531 kcal),"43,8","20,3",4,"2,9","19,5","0,113","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Pains aux pralines,0202013018045,['France'],[],[],?,274,1146 kj(274 kcal),11,"7,1",39,22,4,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,0265623039428,0265623039428,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Pain au chocolat lecler,0203154014101,['France'],[],[],?,486,2033 kj(486 kcal),29,20,45,13,"9,4","0,93","0,372",,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,29 g,en quantité élevée,20 g,en quantité élevée,13 g,en quantité élevée,0.93 g,en quantité modérée,,+23%,+22%,+32%,+50%,+6%,+8%,+31%,+3%,+3%,22,+12%,E,+12%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
613,Flax & coconut porridge,6009614734121,['France'],[],[],?,415,1736 kj(415 kcal),"24,3","10,7","8,2","8,2","24,5","0,169","0,068",,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Epicerie / Apéritifs Bio / Tartinables,8029065001601,['France'],[],[],?,388,1623 kj(388 kcal),"41,7","3,3","0,6","0,6","1,2","2,9","1,16",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Pilze Fantasia - 950g,8001364346010,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,950 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Donuts chocolat Simpson -,0221877022968,['France'],[],[],?,470,1966 kj(470 kcal),"16,4","16,4","43,3","18,2",5,"0,57","0,228",,,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['Sans conservateurs'],16.4 g,en quantité modérée,16.4 g,en quantité élevée,18.2 g,en quantité élevée,0.57 g,en quantité modérée,,+15%,+15%,-28%,+55%,-3%,+8%,-16%,-40%,-40%,21,+8%,E,+8%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
617,Koch Sahnemeerettich - 120g,1018400005609,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Buchette cendrée -,3760087860160,['France'],[],[],?,213,891 kj(213 kcal),16,"9,9","2,4","0,9",13,"0,2","0,08",,,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,16 g,en quantité modérée,9.9 g,en quantité élevée,0.9 g,en faible quantité,0.2 g,en faible quantité,,-25%,-24%,-30%,-38%,+44%,-7%,-25%,-85%,-85%,6,-55%,C,-55%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,,,,
619,Brioche delaire aux pépites de chocolat,3760051090074,['France'],[],[],?,?,,?,,?,,?,,,,['Delaire'],C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat']",,,,,,,,,,,,,,,,,,,,,,,,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,,,,,,,,,,,,
620,2402334019020,2402334019020,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94065', 'Rungis (Val-de-Marne, France)']",,,,,,,,,
621,Carottes,5413016000028,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Jambon sec italien -,8369570003524,['France'],[],[],?,210,879 kj(210 kcal),10,"3,4","0,4",0,30,6,"2,4",,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,10 g,en quantité modérée,3.4 g,en quantité modérée,0 g,en faible quantité,6 g,en quantité élevée,,-12%,-12%,-26%,-34%,-38%,-100%,+4%,+22%,+22%,15,-12%,D,-12%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,
623,Jus oranges pressees -,2020001405541,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits frais', 'Jus de fruits pur jus', ""Jus d'orange frais"", ""Jus d'orange pur jus""]",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
624,La Caillette ardéchoise - Gueze,2402122034242,['France'],[],[],?,?,,?,,?,,?,,,,['Gueze'],,['Caillettes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Panettonne classico,0799729009202,['France'],[],[],?,358,1498 kj(358 kcal),13,8,54,30,6,"0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Thé noir - Ethiquable,3760091720191,['France'],[],[],?,?,,?,,?,,?,,,,['Ethiquable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Radis equeutés,2868380007747,['France'],[],[],?,11,46 kj(11 kcal),"0,5","0,01","1,1","1,1","0,7","0,028","0,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Jus de Pomme 100%,3760069350030,['France'],[],[],?,43,180 kj(43 kcal),0,0,"10,7","10,1","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,
629,Comte - Netto,0211944030965,['France'],[],[],?,125,523 kj(125 kcal),34,24,1,"0,5",27,"0,85","0,34",,['Netto'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,,-69%,-68%,+4%,+11%,+116%,+80%,+7%,-13%,-13%,9,-33%,C,-33%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
630,Chiazaad Bio / Graines de chia,5420034985114,['France'],[],[],?,502,2100 kj(502 kcal),"30,7","3,3",25,3,20,"0,04","0,016",,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']","['Bio', 'Bio européen', 'BE-BIO-02']",30.7 g,en quantité élevée,3.3 g,en quantité modérée,3 g,en faible quantité,0.04 g,en faible quantité,,+12%,+12%,0%,+6%,+108%,+443%,-0%,+67%,+67%,4,+343%,C,+343%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,,,
631,Soupe gourmande pistou façon provençale,3700600301503,['France'],[],[],?,179,749 kj(179 kcal),"14,9",2,11,10,"0,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Petit pain pavot x 3 - Leclerc,,['France'],[],[],?,249,1042 kj(249 kcal),2,"0,3",49,"1,5","7,7","1,5","0,6",,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Infusion de pantes sur tiges bio,3700644218829,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Nougat de Montelimar,2600964020076,['France'],[],[],?,446,1866 kj(446 kcal),16,13,65,58,"8,2","0,04","0,016",,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats de Montélimar']",['Fabriqué en France'],16 g,en quantité modérée,13 g,en quantité élevée,58 g,en quantité élevée,0.04 g,en faible quantité,,-2%,-2%,-5%,+647%,-2%,+2%,+6%,+12%,+12%,25,+58%,E,+58%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
635,Lait d'amande grillée original,9336336359354,['France'],[],[],?,24,100 kj(24 kcal),"1,1","0,1",3,3,"0,5","0,14","0,056",,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Nutriscore']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Confiture mirabelle,3558390003196,['France'],[],[],?,240,1004 kj(240 kcal),"0,1","0,002","58,1","53,1","0,4","0,016","0,006",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,0.1 g,en faible quantité,0.002 g,en faible quantité,53.1 g,en quantité élevée,0.016 g,en faible quantité,,+8%,+7%,-55%,-96%,+7%,+3%,+3%,-21%,-21%,7,-28%,C,-28%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,"['EMB 63360', 'Saint-Hilaire (Puy-de-Dôme, France)']",,,,,,,,,
637,Filet de haddock,2298118058251,['France'],[],[],?,84,351 kj(84 kcal),"0,6","0,4",2,0,19,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Riz basmati,3039820654336,['France'],[],[],?,350,1464 kj(350 kcal),"0,6","0,1",78,"0,3","7,4","0,01","0,004",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,0.6 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.01 g,en faible quantité,,+6%,+5%,-42%,-58%,+10%,+23%,-2%,-72%,-72%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,
639,Hamburger Buns -  - 400g,4027453200135,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,400 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs', 'Pains de blé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Thé la menthe glaciale - Palais des Thés,2700722001221,['France'],[],[],?,?,,?,,?,,?,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2341865002760,2341865002760,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,ananas en morceaux surgelé - fruit rouges &co - 450,3385630068840,['France'],['ananas 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,53,222 kj(53 kcal),"< 0,5",0,11,"9,2","< 0,5","< 0,01","0,004",450,['fruit rouges &co'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés']",,0.5 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité modérée,0.01 g,en faible quantité,,0%,+1%,+31%,-100%,+26%,+21%,-48%,-22%,-22%,-3,,A,,,,,,,,,['Toupargel'],['Sachet'],,,1,,,['France'],['Costa Rica'],,,
643,Country Crisp 4 noix - Jordans,5010477358745,['France'],"['Céréales Complètes ', '57%', ' ', ""Flocons d'Avoine"", ""Flocons d'Orge"", ""Farine d'Avoine"", 'Sucre', 'Noix ', '14%', ' ', 'Amandes Effilées et Entières', 'Noisettes en Morceaux et Entières', 'Éclats de Noix de Pécan', 'Morceaux de Noix du Brésil', 'Huiles Végétales ', 'Huile de Colza', 'Huile de Palme**', 'Farine de Riz', 'Noix de Coco Séchée', 'Arôme Naturel', ' Informations sur les allergènes : les allergènes', 'y compris les céréales contenant du gluten', 'sont indiqués en gras', ' Peut contenir également : du Blé', 'du Seigle', ""d'autres Noix""]",['Huile de palme'],?,474,1983 kj(474 kcal),"20,8","3,9","57,7","17,4","10,9","0,03","0,012",,['Jordans'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['Sans arômes artificiels'],20.8 g,en quantité élevée,3.9 g,en quantité modérée,17.4 g,en quantité élevée,0.03 g,en faible quantité,,+19%,+19%,+139%,+77%,-13%,+4%,+17%,-92%,-92%,11,+104%,D,+104%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,4,"['Gluten', 'Fruits à coque', 'Avoine']",,,,,,['Huile de palme']
644,"Jarret fumé - Quillard&fils - 0,774kg",2406566030440,['France'],[],[],?,?,,?,,?,,?,,,"0,774 kg",['Quillard&fils'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.026.009 CE', 'Carquefou (Loire-Atlantique, France)']",,,,,,,,,
645,Corona tradicional,7702007043402,['France'],[],[],?,140,586 kj(140 kcal),5,3,23,21,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,28504009,28504009,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Lait de croissance,8001040417096,['France'],[],[],?,487,2038 kj(487 kcal),"22,4","9,7","59,8","49,4","11,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
