,name,bar_code,brand,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,labels,quantity,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,generic_name,packaging,manufacturing,traceability_code,ingredients_origins,palm_ingredients,link
749,Galette des Rois Chocolat et éclats de noisette - Brioche Pasquier - 400g,3256540001145,['Brioche Pasquier'],,['France'],"['Fourrage au chocolat et aux éclats de noisettes 37 % [pépites de chocolat 5,5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme', 'noisettes caramélisées 5,5% ', 'NOISETTES hachées 5,3%', 'sucre', 'sirop de glucose déshydraté', 'miel', 'sucre', 'BEURRE pâtissier', 'ŒUFS frais', 'farine de BLÉ', 'NOISETTES en poudre', 'poudre de cacao', 'stabilisant : glycérol', 'poudres à lever : diphosphates et carbonates de sodium', 'arômes', 'LAIT écrémé en poudre] - Farine de BLÉ - BEURRE pâtissier - Eau - ŒUFS frais - LACTOSÉRUM ', 'LAIT', ' et protéines de LAIT en poudre - Sel - GLUTEN de BLÉ - Agent de traitement de la farine : L-cystéine']","['E322i - Lécithine', 'E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E920 - L-Cystéine et ses chlorhydrates']",['Non végétalien'],?,466,1950 kj(466 kcal),"28,3","16,6","45,5","13,5","6,2","0,85","0,34",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux', 'Pâtisseries', 'Gâteaux au chocolat', 'Galettes des rois', 'en:biscuit-shortbread-with-chocolate-pre-packed']",,+10%,+7%,+18%,-2%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,28.3 g,en quantité élevée,16.6 g,en quantité élevée,13.5 g,en quantité élevée,0.85 g,en quantité modérée,20,E,"['Point Vert', 'Fabriqué en France']",400 g,+11%,+12%,+5%,+22%,+22%,+4%,+4%,,"['Etui', 'Carton', 'Boite']",,,,,
750,10 Pains au lait touche de caramel - Pasquier,3256540001237,"['Pasquier', 'Brioche Pasquier']",,['France'],[],,[],?,358,1498 kj(358 kcal),12,"5,7",54,15,"8,5",1,"0,4",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,+2%,+5%,+2%,-1%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,12 g,en quantité modérée,5.7 g,en quantité élevée,15 g,en quantité élevée,1 g,en quantité modérée,16,D,,,+2%,+36%,+13%,-2%,-2%,+20%,+20%,,"['Sachet', 'Plastique']",,,,,
751,10 Pains au lait au levain - Pasquier - 350g,3256540001343,['Pasquier'],,['France'],[],,[],1501,?,1501 kj(359 kcal),11,"5,1","55,2","18,9","8,4","1,13","0,452",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",+1%,,-4%,+4%,-2%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,11 g,en quantité modérée,5.1 g,en quantité élevée,18.9 g,en quantité élevée,1.13 g,en quantité modérée,18,D,['Sans conservateurs'],350 g,+2%,+21%,+42%,+11%,+11%,+35%,+35%,Pains au lait au levain,"['Sachet', 'Plastique']",,,,,
752,Galette des rois mm - Brioches Pasquier - 400gr,3256540001923,['Brioches Pasquier'],,['France'],[],,[],?,377,1577 kj(377 kcal),19,9,43,14,7,"1,05","0,42",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,-11%,-28%,+11%,+10%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,19 g,en quantité modérée,9 g,en quantité élevée,14 g,en quantité élevée,1.05 g,en quantité modérée,19,E,,400 gr,-10%,-39%,+9%,+51%,+51%,-1%,-1%,,,,,,,
753,Pitch - Brioche Pasquier,3256540002036,['Brioche Pasquier'],,['France'],"['Farine de BLE 30% - Chocolat au lait 28% [Sucre', 'LAIT entier en poudre', 'beurre de cacao', 'LACTOSERUM en poudre ', 'LAIT', 'masse de cacao', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille] - Sucre - Levain 9% ', 'farine de BLE 5%', 'eau', 'sel', '- OEUFS frais 7% - Huile de colza - Levure - BEURRE concentré ', 'LAIT', "" - Fibres de psyllium - Emulsifiant: mono et diglycérides d'acides gras - Sel - GLUTEN de BLÉ - Epaississant: farine de graines de caroube - Antioxydant : acide ascorbique - Protéines de LAIT"", ' \rCe produit contient du BLÉ', 'du GLUTEN', 'du LAIT', 'du SOJA', ""des OEUFS et a pu être en contact avec de l'arachide et des fruits à coque""]","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,420,1757 kj(420 kcal),19,"8,6",54,30,"7,7","1,1","0,44",,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Pains au lait - Brioches Pasquier,3256540002319,['Brioches Pasquier'],,['France'],[],,[],?,334,1397 kj(334 kcal),11,"4,4",51,17,"8,2","1,05","0,42",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,-5%,-4%,-4%,-4%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,11 g,en quantité modérée,4.4 g,en quantité modérée,17 g,en quantité élevée,1.05 g,en quantité modérée,15,D,,,-5%,+5%,+28%,+3%,+3%,+13%,+13%,,,,,,,
755,"Brioches Pitch, Chocolat x8 + 2 gratuites - Brioche Pasquier - 385g e",3256540009394,['Brioche Pasquier'],,['France'],"['Farine de BLÉ 30 %', 'fourrage goût chocolat 28 % [sirop de glucose-fructose', 'sucre', 'eau', 'chocolat 4,9 % ', 'sucre', 'pâte de cacao', 'poudre de cacao maigre', 'beurre de cacao', 'LACTOSE', 'émulsifiant : lécithine de SOJA', 'NOISETTES', 'épaississant : amidon de maïs', 'LAIT entier en poudre', 'arôme naturel de vanille]', 'sucre', 'levain 9 % ', 'farine de BLÉ 5 %', 'eau', 'sel', 'ŒUFS frais 7 %', 'huile de colza', 'levure', 'BEURRE pâtissier ', 'LAIT', 'fibres de psyllium', ""émulsifiant : mono - et diglycérides d'acides gras"", 'sel', 'GLUTEN de BLÉ', 'épaississant : farine de graines de caroube', 'antioxydant : acide ascorbique', 'protéines de LAIT']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,352,1473 kj(352 kcal),11,3,"51,1",25,"8,7",1,"0,4",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat']",,-2%,-17%,+1%,+13%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,11 g,en quantité modérée,3 g,en quantité modérée,25 g,en quantité élevée,1 g,en quantité modérée,15,D,"['Point Vert', 'Fabriqué en France', 'Sans conservateurs']",385 g e,-2%,-49%,+40%,+17%,+17%,0%,0%,Brioches goût chocolat,"['Sachet', 'Plastique']",['France'],,,,
756,Pasquier Briochettes x14 soit 640gr - 640g,3256540031500,['Pasquier'],,['France'],"['Briochette : Farine de BLE 41% - Levain 18% ', 'farine de BLE 0%', 'eau', 'sel', '- Sucre EUFS frais 10% - Huile de colza - BEURRE pâtissier - Levure - Sel', "" GLUTEN de BLE - Fibres de psyllium Emulsifiant : mono et Rhum diglycérides d'acides gras - ascorbique - Protéines de LAIT"", ' Extrait de carotte Arôme - Antioxydant : acide dalarmationsalle']",,['Non végétalien'],?,346,1448 kj(346 kcal),"12,57","3,4","52,86","18,5","8,4","0,975","0,39",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes']",,-2%,-4%,+6%,+5%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Gluten', 'Lait']",4,12.6 g,en quantité modérée,3.4 g,en quantité modérée,18.5 g,en quantité élevée,0.975 g,en quantité modérée,15,D,,640 g,-3%,-38%,+28%,+4%,+4%,+3%,+3%,,,,,,,
757,Beignet Framboise - Pitch,3256540031586,"['Pitch', 'Pasquier']",,['France'],[],,[],?,385,1611 kj(385 kcal),17,"3,1",52,22,"4,9","0,85","0,34",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",,+30%,+67%,+20%,-19%,,,,,,,,,,17 g,en quantité modérée,3.1 g,en quantité modérée,22 g,en quantité élevée,0.85 g,en quantité modérée,14,D,,,+30%,+64%,+56%,+20%,+20%,+73%,+73%,Beignets fourrés à la purée de framboise,,,,,,
758,Brioche Pasquier 6 Pains Au Chocolate - Brioches Pasquier,3256540031814,['Brioches Pasquier'],,['France'],[],,[],?,410,1715 kj(410 kcal),"19,8","10,8","49,2","14,7","7,2","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mixed plastic-packet'],,,,,
759,Pains au lait (x 20) au levain Maxi Familial  - Brioche Pasquier - 20pains au lait (2sachets de 10),3256540035454,"['Brioche Pasquier', 'Pasquier']",,['France'],[],,[],1529,?,1529 kj(365 kcal),"12,6",6,53,"17,3","8,8","1,1","0,44",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks sucrés', 'Petit-déjeuners', 'Viennoiseries', 'Pains', 'Pains au lait', 'Pains-au-lait-au-levain', 'Pains-au-lait-aux-oeufs-frais']",+3%,,+11%,+0%,+3%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,12.6 g,en quantité modérée,6 g,en quantité élevée,17.3 g,en quantité élevée,1.1 g,en quantité modérée,15,D,,20 pains au lait (2 sachets de 10),+4%,+43%,+30%,+8%,+8%,+13%,+13%,Pain au lait au levain,"['Sachet plastique', 'Sachets Fraîcheur']",['France'],,['France'],,http://www.pasquier.fr/produit/gamme-41-Gamme-Petit-Dejeuner.html
760,Pains au Chocolat (x 8) au levain 360 g - Brioche Pasquier - 360g (8pains de 45g),3256540035621,"['Brioche Pasquier', 'Pasquier']",,"['Belgique', 'France']","['Farine et gluten de blé 40%', 'beurre concentré', 'chocolat pur beurre de cacao 12% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'sucre', 'levain 6% ', 'farine de blé 3%', 'eau', 'sel', 'huile de colza', 'levure', ""émulsifiant : mono et diglycérides d'acides gras"", 'sel', 'malt de seigle', 'épaississant : farine de graines de caroube', 'fibres de psyllium', 'farine de fève', 'colorant : bêta-carotène', 'antioxydant : acide ascorbique', 'protéines de lait']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E160ai - Bêta-carotène', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1790,?,1790 kj(428 kcal),"23,3","14,7","46,3","14,9",7,"0,838","0,335",D,"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Viennoiseries', 'Pains au chocolat']",+7%,,+6%,+9%,-2%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,"['Gluten', 'Lait']",4,23.3 g,en quantité élevée,14.7 g,en quantité élevée,14.9 g,en quantité élevée,0.838 g,en quantité modérée,19,E,"['Fabriqué en France', 'Sans conservateurs', 'Blé français']",360 g (8 pains de 45 g),+8%,+11%,+24%,-7%,-7%,-4%,-4%,Pain au chocolat,['Sachet Plastique'],['France'],,,,http://www.pasquier.fr/produit/gamme-41-Petit%20d%E8%A9%A5uner.html
761,Eau de source - Alpro,3256860700216,['Alpro'],,['France'],"['sucre', 'amande ', 'phosphate tricalcique', 'sel marin de table', 'stabilisants ', 'farine de graines de caroube', 'gomme gellane', 'émulsifiant ', 'lécithines ', 'tournesol', 'vitamines ', 'riboflavine ', '82', '812', 'E', 'D2', ' Peut contenir des traces de fruits à coque ', ""pas d'arachides"", ' Sans produits laitiers', 'ni gluten']","['E410 - Gomme de caroube', 'E418 - Gomme gellane', 'E322i - Lécithine']",[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,15","0,06",D,"['Produits laitiers', 'Laits']",,-100%,-100%,-100%,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Fruits à coque'],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,0,B,"['Sans gluten', 'Sans lait', 'Sans ajout de produit laitiers', 'Entrepreneurs + Engagés']",,-100%,-100%,-100%,+21%,+21%,-100%,-100%,,,,,,,
762,Limonade Pur Sucre - Liness,3256860702005,['Liness'],,['France'],"['Eau de source gazéifiée', 'sucre', 'acidifiant : acide citrique', 'arôme citron']",['E330 - Acide citrique'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,36,151 kj(36 kcal),0,0,9,9,0,0,0,,"['Boissons', 'Boissons avec sucre ajouté']",,-58%,-100%,-55%,-100%,,,,,,,,,4,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,12,E,,,-59%,-100%,-51%,-100%,-100%,+1%,+1%,,,,,,,
763,Limonade bio - Liness - 75cl,3256860702074,['Liness'],,['France'],"['Eau de source Lisbeth gazéifiée', 'sucre biologique', 'acidifiant : acide citrique', 'arôme naturel']",['E330 - Acide citrique'],[],146,?,146 kj(35 kcal),0,0,"8,6","8,6",0,"0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",+33%,,-100%,+15%,-100%,,,,,,,,,4,0 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité élevée,0.01 g,en faible quantité,11,E,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",75 cl,+16%,-100%,+18%,-25%,-25%,+8%,+8%,,"['Bouteille', 'Verre']",,,,,
764,Elsass cola,3256860703002,,,['France'],[],,[],?,42,176 kj(42 kcal),0,0,"10,4","10,4",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Champagne Monopole Bronze top - Heidsieck & Co Monopole - 750ml,3256931071184,['Heidsieck & Co Monopole'],,['France'],"['Champagne brut ', 'contient des sulfites']",,[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,"['Point Vert', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",750 ml,,,,,,,,Champagne brut,"['Verre', 'Bouteille']",['France'],,['France'],,
766,Chili con Carne - Cora - 820g,3257232890399,['Cora'],['Cora'],['France'],"['Eau', 'haricots rouges réhydratés 27 % ', 'haricots rouges', 'affermissant : chlorure de calcium', 'viande bovine 15 %', 'concentré de tomates', 'tomates', 'poivrons rouges 3,6 %', 'carottes 3,6 %', 'maïs 2,9 %', 'oignons', 'sel', 'épices et aromates ', 'cumin', 'ail', 'origan', 'piment', 'amidon transformé de maïs', 'arôme naturel']","['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E14XX - Amidons modifiés']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",402,?,402 kj(96 kcal),"3,3","1,5","7,2",2,"6,6","0,75","0,3",E,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés en conserve', 'Chili con carne']",-13%,,-2%,-41%,-2%,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,,4,3.3 g,en quantité modérée,1.5 g,en quantité modérée,2 g,en faible quantité,0.75 g,en quantité modérée,-4,A,,820 g,-20%,+34%,-5%,-6%,-6%,,,,"['Conserve', 'Métal']",,"['FR 56.117.002 CE', 'Locminé (Morbihan, France)', 'EMB 56251E', 'Theix (Morbihan, France)']",,,
767,"Coudene, Tartes a la brandade, la barquette de 2 - 95g x 2",3257630000567,['Coudène'],,['France'],"['Brandade de morue 52% ', 'huile de colza', 'morue 32%', 'eau', 'protéines de lait', 'sel', 'épaississant\u2009: carraghénanes', 'farine de blé 24%', 'eau', 'amidon de blé', 'huile de colza', 'emmental râpé\u202f1,7%', 'lait entier en poudre', 'ail', 'sel', 'malt de blé']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",?,416,1741 kj(416 kcal),31,2,28,"1,8","7,3","1,3","0,52",,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées']",,+68%,+128%,+28%,-3%,,,,,,,,"['Poisson', 'Gluten', 'Lait']",4,31 g,en quantité élevée,2 g,en quantité modérée,1.8 g,en faible quantité,1.3 g,en quantité modérée,11,D,,95g x 2,+69%,-69%,-37%,+18%,+18%,-4%,-4%,Tartes garnies de brandade de morue,['Barquette'],"['France', 'Gard']",,,,http://www.coudene.com
768,Brandade de morue parmentière Coudène - 990g (900g + 10% offert),3257630001809,['Coudène'],,['France'],"['Eau', 'lamelles de pomme de terre 24%', 'morue 23%', 'huile de colza', 'flocons de pomme de terre', 'oignons', 'lait entier en poudre', 'crème liquide', 'persil', 'ail', 'sel', 'poivre', 'curcuma']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,142,594 kj(142 kcal),9,"1,1","9,7","1,2","5,5","1,1","0,44",E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière']",,-3%,+5%,+2%,-19%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['Poisson'],3,9 g,en quantité modérée,1.1 g,en faible quantité,1.2 g,en faible quantité,1.1 g,en quantité modérée,3,C,,990g (900g + 10% offert),-2%,-34%,+33%,+34%,+34%,+71%,+71%,Spécialité à base de morue et pomme de terre,['Barquette'],"['France', 'Gard']",,,,http://www.coudene.com
769,Muni tourtes,3257630004022,,,['France'],[],,[],?,341,1427 kj(341 kcal),17,"2,5",39,"3,5",9,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Délice de tomates séchées Coudène - 90g,3257630010412,['Coudène'],,['France'],"['Tomates séchées 35%', 'huile de colza', 'eau', 'tomates pelées concassées 11% ', 'tomates', 'jus de tomate', 'vinaigre de vin', 'herbes de Provence', 'sel', 'poivre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,291,1218 kj(291 kcal),26,2,"7,5",6,"3,6",3,"1,2",,['Produits à tartiner'],,-10%,+46%,-76%,-16%,,,,,,,,,3,26 g,en quantité élevée,2 g,en quantité modérée,6 g,en quantité modérée,3 g,en quantité élevée,14,D,,90g,-10%,-62%,-78%,+469%,+469%,+12%,+12%,Spécialité tartinable à base de tomates séchées,['Verrine'],"['France', 'Gard']",,,,http://www.coudene.com
771,Brandade de morue parmentière Coudène - 600g,3257630012522,['Coudène'],,['France'],"['Lamelles de pomme de terre 34%', 'morue MSC 29%', 'eau', 'flocons de pomme de terre', 'huile de colza', 'oignons', ""huile d'olive vierge extra 2 % "", 'lait entier en poudre', 'ail', 'persil', 'sel', 'poivre', 'curcuma']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,139,582 kj(139 kcal),"8,5","1,2",10,"0,7","5,5","1,1","0,44",E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",,-5%,-1%,+5%,-19%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,3,8.5 g,en quantité modérée,1.2 g,en faible quantité,0.7 g,en faible quantité,1.1 g,en quantité modérée,3,C,"['Pêche durable', 'Pêche durable MSC']",600g,-4%,-28%,-23%,+34%,+34%,+71%,+71%,Spécialité à base de morue MSC et pomme de terre,['Barquette'],"['France', 'Gard']",['MSC-C-52647'],,,http://www.coudene.com
772,Tielles sétoises -  - 240g,3257630012577,,,['France'],[],,[],?,288,1205 kj(288 kcal),14,1,32,"3,5","8,5","1,5","0,6",C,"['Tartes', 'Tourtes', 'Tielles Sétoises']",,-1%,0%,-2%,+5%,73.9%,7.5%,3.3%,6.3%,1.9%,7.1%,56,,,14 g,en quantité modérée,1 g,en faible quantité,3.5 g,en faible quantité,1.5 g,en quantité modérée,4,C,,240g,-1%,-28%,+1%,+7%,+7%,-26%,-26%,,,,,,,
773,"La brandade de morue, specialite meridionale - Coudène - 190g x 2",3257630042284,['Coudène'],,['France'],"['Huile de colza', 'morue 32%', 'eau', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,455,1904 kj(455 kcal),47,4,"1,5","0,1","5,7","0,975","0,39",E,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,+106%,+183%,-81%,-16%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,"['Poisson', 'Lait']",4,47 g,en quantité élevée,4 g,en quantité modérée,0.1 g,en faible quantité,0.975 g,en quantité modérée,12,D,,190g x 2,+107%,+90%,-86%,+12%,+12%,+183%,+183%,Spécialité à base de morue,['Boite de conserve'],"['France', 'Gard']",,,,http://www.coudene.com
774,Brandade de morue fraîche Coudène - 350g,3257630198769,['Coudene'],,['France'],"['Huile de colza', 'morue 32% eau', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Non végétalien'],?,452,1891 kj(452 kcal),47,4,"1,5","< 0,5","5,7",1,"0,4",E,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Morues']",,+89%,+153%,-55%,-53%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,"['Poisson', 'Lait']",4,47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,12,D,['Sud de France'],350g,+97%,+49%,+55%,+17%,+17%,+145%,+145%,Spécialité à base de morue,['Barquette'],"['France', 'Gard']",,,,http://www.coudene.com
775,3257650084233,3257650084233,,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Confiture Orange - Cora - 370g,3257980018250,['Cora'],['Cora'],['France'],"['Orange 35%', 'sucre roux de canne', 'eau', 'gélifiant : pectine de fruits', 'acidifiant : acide citrique']","['E440 - Pectines', 'E330 - Acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1017,243,1017 kj(243 kcal),"0,5",0,59,59,"0,5",0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'orange""]",+20%,+13%,+113%,+13%,+2%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,4,0.5 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,13,D,,370 g,+14%,-100%,+17%,-100%,-100%,+39%,+39%,Confiture à l'orange,"['Pot', 'Verre', 'Sous vide']",,"['EMB 46029A', 'Biars-sur-Cère (Lot, France)']",,,
