,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,origin_detail,manufacturing,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,markets,ingredients_origins,link,brand_owner,producer_info,generic_name,palm_ingredients
918,Oreo halloween - 154g,7622201413675,['France'],[],[],?,474,1983 kj(474 kcal),19,"5,2",68,38,"5,1","0,73","0,292",,['Mondelez'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",19 g,en quantité modérée,5.2 g,en quantité élevée,38 g,en quantité élevée,,0%,-0%,-9%,-49%,+6%,+29%,-22%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,154g,['Plastique'],['Oreo'],,['Eu'],,,0.73 g,en quantité modérée,+24%,+24%,21,+6%,E,+6%,,['Noz'],['Union européenne'],,,,,
919,Le pain blanc italien,0206260006664,['France'],[],[],?,260,1088 kj(260 kcal),"2,9","0,5",48,"6,7","8,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,
920,Brie de Meaux AOP au lait cru,0219741018438,['France'],[],[],?,272,1138 kj(272 kcal),21,"15,6","0,5","0,5",20,2,"0,8","['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",['AOP'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",21 g,en quantité élevée,15.6 g,en quantité élevée,0.5 g,en faible quantité,,-3%,-3%,-3%,+2%,+5%,+98%,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,2 g,en quantité élevée,+12%,+12%,16,+5%,D,+5%,,,,,,,,
921,Curcuma gold,3760269950993,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Ostereier,4000956026440,['France'],[],[],?,474,1983 kj(474 kcal),"25,1","15,5","50,6","47,3","5,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Confiture allégée bio framboise,3574313200442,['France'],[],[],?,166,695 kj(166 kcal),"0,3",0,35,35,"1,2",,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges']",0.3 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,,-25%,-25%,+17%,-100%,-34%,-31%,+135%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,
924,Truite fumée marinée,2854303067950,['France'],[],[],?,?,,?,,?,,?,,,,,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,,,,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,,,,,,,,,,
925,Donnafugata Anthilia Sicilia Bianco Igp 2009,8000852000113,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Filet mignon des Pyrénées,8413107204158,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Paris Brest Leclerc,3291810053677,['France'],[],[],?,263,1100 kj(263 kcal),19,11,20,16,"4,2","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Gorgonzola,2449193017323,['France'],[],[],?,377,1577 kj(377 kcal),36,26,"1,3","1,3",12,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Purée Pommes Bananes,27560006,['France'],[],[],?,59,247 kj(59 kcal),0,0,"14,1","11,5","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Escalopes de Dinde - Carrefour,0287556029321,['France'],[],[],?,?,,?,,?,,?,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]","['Viande Française', 'Volaille Française']",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,"['Frais', 'Sous vide']",['Carrefour'],,['France'],,,,,,,,,,,,['Carrefour'],,,,,,
931,Donuts,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,X 4 coquilles aux noix de saint jacques cuisinées,3576280132238,['France'],[],[],?,165,690 kj(165 kcal),11,"5,6","9,8","4,5","6,2","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Crème tartuffon,8051566112111,['France'],[],[],?,248,1038 kj(248 kcal),"24,2","2,5","4,9","1,6","2,2","1,41","0,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Tacchino al forno,8007660716823,['France'],[],[],?,94,393 kj(94 kcal),"1,5","0,5",3,1,17,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Olio extravergine di oliva italiano lt,8004025000016,['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,,-3%,-3%,-4%,0%,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,0 g,en faible quantité,-100%,-100%,6,-2%,C,-2%,,,,,,,,
936,Saumur champigny,3222477505070,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Milk Chocolate Shortbread,0041449303406,['France'],[],[],?,428.5714,1793 kj(428 kcal),"9,524","4,762","76,19","38,095","4,762","0,417","0,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Huile CBD 15%,0655222222749,['France'],[],[],?,?,,?,,?,,?,,,,,,['Matières grasses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Cookies chocolat,5907042020513,['France'],[],[],?,480,2008 kj(480 kcal),24,12,59,31,"5,6","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Religieuse chocolat,0239837019026,['France'],[],[],?,225,941 kj(225 kcal),12,"2,1",25,16,"0,4","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Filet de poulet - Maître Coq,0215703039169,['France'],[],[],?,114,477 kj(114 kcal),2,"0,2",0,0,24,"0,15","0,06",,"['Viande Française', 'Volaille Française', 'Nutriscore', 'Nutriscore A']",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,,-13%,-12%,-31%,-73%,-100%,-100%,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Frais', 'Sous vide']",['Maître Coq'],,['France'],,,0.15 g,en faible quantité,-80%,-80%,-4,,A,,,,,,,,,
942,Droga la saporita,8003600013649,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Palets bretons,2006050027422,['France'],[],[],?,510,2134 kj(510 kcal),26,17,62,23,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Aceitunas Manzanilla Fina Deshuesadas Natural,8429424370148,['France'],[],[],?,183,766 kj(183 kcal),"19,1","1,6","0,2",0,"1,4","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Purée de tomates jaunes et tomates cerise jaunes - Agromonte - 520g,8032817241446,['France'],[],[],?,?,,?,,?,,?,,,['CPGH2300 E'],,,,,,,,,,,,,,,,,,,,,,,,,520 g,['Verre'],['Agromonte'],,"['Sicile', 'Italie']",,,,,,,,,,,,,['Italie'],https://www.agromonte.it/prodotti/passata-di-ciliegino-giallo/,,,,
946,Burrata affumicata,8014745013883,['France'],[],[],?,?,,?,,?,,?,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Ail aux herbes de provence,2600201023167,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Caprice,5201004040336,['France'],[],[],?,477,1996 kj(477 kcal),19,"8,4",67,48,"7,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Chips de légumes,3324321287573,['France'],[],[],?,532,2226 kj(532 kcal),"31,3","3,29","56,4","8,6","4,5","1,53","0,612",,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",31.3 g,en quantité élevée,3.29 g,en quantité modérée,8.6 g,en quantité modérée,,+4%,+4%,+6%,+6%,+4%,+266%,-21%,,,,,,,,,,,,,,,1.53 g,en quantité élevée,+15%,+15%,16,+37%,D,+37%,,,,,,,,
950,Pomodorini interi,8009113009223,['France'],[],[],?,24.2,101 kj(24 kcal),"0,2",0,"3,6","3,6","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Pesto alla genovese - Il Gigante - 190g,8023797216906,['France'],[],[],?,496,2075 kj(496 kcal),50,"6,1","7,1","4,8","4,2","3,3","1,32",,,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",50 g,en quantité élevée,6.1 g,en quantité élevée,4.8 g,en faible quantité,,+10%,+11%,+13%,-7%,+20%,+110%,-11%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,190 g,,['Il Gigante'],,,,,3.3 g,en quantité élevée,+34%,+34%,23,+18%,E,+18%,,,,,,,,
952,Sour Chews,0025675124967,['France'],[],[],?,386,1615 kj(386 kcal),"2,5","1,5",91,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Batard seigle,2012345220157,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Montois 24 Palourdes Rose,3426510000090,['France'],[],[],?,383,1602 kj(383 kcal),"37,4","25,84","3,9","0,8","7,6","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Rouleaux au algues et vermicelles frits coréens,8801052027449,['France'],[],[],?,174,728 kj(174 kcal),"2,3","0,4",36,0,2,"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Pain chocolat aop,0231090020337,['France'],[],[],?,435,1820 kj(435 kcal),27,18,40,12,"7,9","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Mini fripons,0231095025580,['France'],[],[],?,367.6,1538 kj(367 kcal),16,"5,9",49,23,"6,3","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Barquette framboise de LU,3017760037976,['France'],[],[],?,?,,?,,?,,?,,,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Barquettes aux fruits']",,,,,,,,,,,,,,,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,,,,,,,,,,,,,,,,,,,,,,
959,Organic Beetroot Powder,5060175133724,['France'],[],[],?,347,1452 kj(347 kcal),"1,1","0,1",70,"45,9","11,3","1,37","0,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Raspberry&cherry,3111900420014,['France'],[],[],?,465,1946 kj(465 kcal),20,"7,2",56,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Bagles multigraines,3513851561066,['France'],[],[],?,300,1255 kj(300 kcal),"5,8","1,7",50,"6,7",11,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Karottensaft Rodelika Milchsauer Vergoren - Beutelsbacher,4106060041062,['France'],[],[],?,41,172 kj(41 kcal),"0,1","0,1",9,8,"0,5","0,13","0,052",,"['Bio', 'Bio-dynamie', 'Demeter']",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Jus et nectars', 'Boissons aux légumes', 'Jus de légumes', 'Jus de carotte']",0.1 g,en faible quantité,0.1 g,en faible quantité,8 g,en quantité élevée,,+37%,+33%,-47%,+176%,+32%,+32%,-6%,,,,,,,,,,['Beutelsbacher'],,,,,0.13 g,en faible quantité,+37%,+37%,2,,C,,,,,,,,,
963,Specialite gourmande mandarine framboise,3546940006728,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Jus de pommes,3355200000310,['France'],[],[],?,?,,?,,?,,?,0,0,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,
965,Palets croquants aux raisins,3663906200058,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Cône artisanal citron jaune,3760039985149,['France'],[],[],?,218,912 kj(218 kcal),5,"3,1",42,28,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Lardons fumés - Simplement France Frais,3606520325707,['France'],[],[],?,269,1125 kj(269 kcal),23,9,"1,5","1,5",14,"2,6","1,04","['FR 44.180.004 CE', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",23 g,en quantité élevée,9 g,en quantité élevée,1.5 g,en faible quantité,,+1%,+2%,+6%,+9%,+83%,+134%,-15%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,['Barquette en plastique'],['Simplement France Frais'],,,,,2.6 g,en quantité élevée,-2%,-2%,21,+5%,E,+5%,,,,,,,,
968,L’abondant multicereal,,['France'],[],[],?,399,1669 kj(399 kcal),17,"2,7",33,"3,1",27,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,l’extra tendre,2276746030115,['France'],[],[],?,96.3,403 kj(96 kcal),"0,6",0,"1,2",0,21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Bière blanche - Escale - 33cl,3760278570458,['France'],"['eau', ""malts d'orge"", 'de blé', 'houblon', 'levure', 'sucre', 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,['Déconseillé aux femmes enceintes'],C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,['Bouteille verre brune'],['Escale'],,"[""La bière des îles d'or"", 'Micro-brasserie Artisanale Hyéroise', 'ZA le Palyvestre', '83400', 'Hyères', 'France']",['Gluten'],3,,,,,,,,,,['Leclerc'],,,,,Bière artisanale non filtrée et non pasteurisée,
971,Fondenti frutta,8006150200132,['France'],[],[],?,381,1594 kj(381 kcal),0,0,95,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Petits pois extra fins - 140g,3263851350114,['France'],[],[],?,?,,?,,?,,?,0,0,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",,,,,,,,,,,,,,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,140 g,,,,,,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,
973,Café,8711000443835,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,le pressoir des gourmands - Ardennes de France - 1l,3760027741269,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,1 l,['Verre'],['Ardennes de France'],,,,,,,,,,,,,,,,,,,,
975,Filet de poulet -25% de sel - 120g,8061754972014,['France'],[],[],?,1.7,7 kj(1 kcal),"1,7","0,7","0,7","0,7",24,"1,4","0,56",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.7 g,en faible quantité,0.7 g,en faible quantité,0.7 g,en faible quantité,,-99%,-99%,-41%,-6%,+46%,+188%,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,120 g,,,,,,,1.4 g,en quantité modérée,+87%,+87%,1,,B,,,,,,,,,
976,Fizzy,3395503127826,['France'],[],[],?,531,2222 kj(531 kcal),31,17,59,53,"5,2","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Chicore doluble,8320411219467,['France'],[],[],?,335,1402 kj(335 kcal),0,0,69,30,"3,3","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,20413774,20413774,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Compote de pommes,2450366355333,['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,1",14,11,"0,5",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,,-5%,-5%,+52%,+15%,-2%,-15%,+33%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,,,,,,,,,,,
980,Jambon de bayonne,3033610002574,['France'],[],[],?,239,1000 kj(239 kcal),13,"4,3","0,5","0,3",30,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Petits Muffins aux pépites de chocolat,3423720012837,['France'],[],[],?,418,1749 kj(418 kcal),"20,9","7,1","52,9","29,1","3,3","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Merguez 100% naturelles,2280351023486,['France'],[],[],?,238,996 kj(238 kcal),18,"7,6","5,6","2,6",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Chipolatas 100% naturelles,2280347026965,['France'],[],[],?,306,1280 kj(306 kcal),27,12,"5,9","3,6",10,"2,9","1,16",,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",27 g,en quantité élevée,12 g,en quantité élevée,3.6 g,en faible quantité,,+28%,+28%,+43%,+66%,+404%,+470%,-35%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,2.9 g,en quantité élevée,+61%,+61%,23,+39%,E,+39%,,,,,,,,
984,YFood Noisettes - 500ml,4260556632209,"['France', 'Allemagne']","['Fettarme Milch', 'Wasser', 'Milcheiweiß', 'pflanzliche Öle ', 'Rapsöl', 'Sonnenblumenöl', ' 2,9 %', 'glutenfreie Haferfasern', 'Kokosnussmilch', 'lösliche Maisfasern', 'Reismehl', 'Vitamin A', 'Vitamin D', 'Vitamin K', 'Vitamin C', 'Thiamin', 'Niacin', 'Vitamin B6', 'Folsäure', 'Biotin', 'Pantothensäure', 'Magnesiumoxid', 'Eisendiphosphat', 'Kupfersulfat', 'Mangansulfat', 'Natriumselenit', 'Chrom', 'III', '-chlorid', 'Natriummolybdat', 'Kaliumiodid', 'Maltodextrin', 'getrockneter Reissirup', 'Emulgator: Lecithine', ' Reisstärke', 'Süßungsmittel: Sucralose', ' Stabilisatoren: Gellan', 'verarbeitete Euchema-Algen', ' fettarmes Kakaopulver', 'Laktase', 'natürliche Aromen']",['Non végétalien'],419,100,419 kj(100 kcal),"4,7",1,"6,9","4,5","6,7","0,15","0,06",['DE SN 10683 EG'],"['Sans gluten', 'Sans sucre ajouté', 'Sans lactose', 'de:Ballaststoffe', 'de:Reich an Protein']",,['de:Trinkmahlzeit'],4.7 g,en quantité modérée,1 g,en faible quantité,4.5 g,en faible quantité,,,,,,,,,,,,,,,,500 ml,['HDPE-Kunststoff'],['YFood'],,['Deutschland'],['Lait'],4,0.15 g,en faible quantité,,,-4,,A,,"['E322 - Lécithines', 'E955 - Sucralose', 'E418 - Gomme gellane', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,,http://www.yfood.eu,,,"Laktosefreies Milchmischerzeugnis mit Haselnussgeschmack und Pflanzenölen. Mit Süßungsmittel. Mit hohem Proteingehalt, Vitaminen und Mineralstoffen. Ultrahocherhitzt. Mit 1,5 % Fett im Milchanteil.",
985,"Bahlsen Lebkuchen-brezeln,Dans Un Présentoir En Carton",4017100088377,['France'],[],[],?,398,1665 kj(398 kcal),12,"7,2",66,46,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Lapin entier decoupe,2258950008661,['France'],[],[],?,140,586 kj(140 kcal),"6,3",2,"0,7","0,3",20,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Roti aux gerbes,0281457029985,['France'],[],[],?,170,711 kj(170 kcal),"3,2","3,2","1,4",0,22,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Fromage blanc,4027394003451,['France'],[],[],?,264,1105 kj(264 kcal),"22,5","14,6","1,2","1,2","14,25","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Mediterranean inspired sea bass fillets - Tesco,5057753919160,['France'],[],[],?,158,661 kj(158 kcal),"8,2","1,6","1,1","1,1","19,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tesco'],,,,,,,,,,,,,,,,,,,,
990,Sedani rigati n,8023797048675,['France'],[],[],?,354,1481 kj(354 kcal),"1,3","0,3",58,"3,2",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Gateau de nougat tendre Roma light au beurre salé de bretagne,8034023735009,['France'],[],[],?,517,2163 kj(517 kcal),"36,6","10,3","36,9","32,3","10,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Jus Etincelle,3760099400545,['France'],[],[],?,41.1,172 kj(41 kcal),"2,3",0,"9,2","7,8","0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Ciambelline con miele,8023797132701,['France'],[],[],?,386,1615 kj(386 kcal),"1,9","0,5",85,38,"5,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Brique épeautre 300 g,,['France'],[],[],?,26.1,109 kj(26 kcal),"2,4","0,5",46,"4,5",11,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Helva metin,8690799021250,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Confiture Aronia,5200351711203,['France'],[],[],?,238,996 kj(238 kcal),"2,7",1,66,"45,5","0,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Mercimek corbasi - 72g,8682287360644,['France'],[],[],?,22,92 kj(22 kcal),"0,02","0,02","4,1","0,9","1,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,72 g,,,,,,,,,,,,,,,,,,,,,,
998,Pains au chocolat leclerc,0210762013785,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Quinoa,3770001828459,['France'],[],[],?,350,1464 kj(350 kcal),9,4,0,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Confiture extra abricot,3000000014103,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Grano choco noisette,3770013545979,['France'],[],[],?,448,1874 kj(448 kcal),15,"5,4",63,17,11,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
