,name,bar_code,eco_score,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,ingredients_origins,markets,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,traceability_code,link,additives,allergens,generic_name,palm_ingredients
1022,La milanese,2839122011735,,,,,['France'],[],[],,,,,,,?,,940,,3933 kj(940 kcal),,13,,"2,2",,12,,"0,6",,15,,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1023,Pommes de terre et brandade à la truffe d'été,3257630013703,,,,,['France'],[],[],,,,,,,?,,216,,904 kj(216 kcal),,18,,"1,4",,"9,9",,"0,5",,"3,5",,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1024,Ossau-Iraty AOP,2488031024932,,,,,['France'],[],[],,,,,,,?,,450,,1883 kj(450 kcal),,"38,5",,25,,0,,0,,25,,,,,,,,,"2,2","0,88",,,,,,,,,,,,,,,,,,,,
1025,Pâte pur beurre - Sélection des comptoirs,3760239184922,,['Sélection des comptoirs'],,,['France'],[],[],,,,,,,?,,398,,1665 kj(398 kcal),,22,,16,,39,,"1,7",,"6,9",,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1026,Sumo de limao,5608771080310,,,,,['France'],[],[],,,,,,,?,,20,,84 kj(20 kcal),,"0,5",,"0,1",,"4,6",,"0,9",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Pain vitalité,,,,,,['France'],[],[],,,,,,,?,,257,,1075 kj(257 kcal),,"6,5",,"1,1",,38,,"8,4",,"9,7",,,,,,,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,
1028,Cinsault rosé,3254569503091,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Manchego,2441849027755,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Pain aux céréales sans gluten,0240971022964,,,,,['France'],[],[],,,,,,,?,,233,,975 kj(233 kcal),,"4,3",,"0,7",,41,,"4,5",,"3,8",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1031,Raklette nature,3760319120222,,,,,['France'],[],[],,,,,,,?,,353,,1477 kj(353 kcal),,23,,17,,3,,0,,7,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1032,Le pied de cochon (700 gr net),3429490050161,,,,,['France'],[],[],,,,,,,?,,132.8,,556 kj(132 kcal),,8,,"2,9",,"0,3",,"0,28",,"14,9",,,,,,,,,"5,47","2,188",,,,,,,,,,,,,,,,,,,,
1033,Vitamin C gummies,0898220010929,,,,,['France'],[],[],,,,,,,?,,1000,,4184 kj(1000 kcal),,0,,0,,100,,100,,0,,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1034,"Tenuta Rapitalà Nero D'avola 0,75",8002010002427,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins italiens']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1035,Taleggio DOP - Ciresa,2110550005528,,['Ciresa'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Pure Virgin Olive Oil Grade 1 - Alhalam,6210701217636,D,['Alhalam'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,
1037,Eclairs chocolat,0205235019685,,,,,['France'],[],[],,,,,,,?,,273,,1142 kj(273 kcal),,14,,"4,1",,21,,21,,"2,8",,,,,,,,,"0,66","0,264",,,,,,,,,,,,,,,,,,,,
1038,Riegelein Confiserie,4013900500002,,,,,['France'],[],[],,,,,,,?,,564,,2360 kj(564 kcal),,36,,21,,51,,51,,7,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1039,OVUNOL compléments alimentaires Fertilité,3701172200072,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Rose kiss beauty tea,4260515896611,,,,,['France'],[],[],,,,,,,?,,4,,17 kj(4 kcal),,"0,5",,"0,1",,"0,9",,"0,9",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,chocolat noir pistaches de Cappadoce,5425021941647,,,,,['France'],[],[],,,,,,,?,,564.2,,2361 kj(564 kcal),,"36,1",,"19,7",,"40,2",,"35,1",,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Golden Citrus detox tea,4260515896567,,,,,['France'],[],[],,,,,,,?,,4,,17 kj(4 kcal),,"0,5",,"0,1",,"0,9",,"0,9",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Chips,18734157,,,,,['France'],[],[],,,,,,,?,,557,,2330 kj(557 kcal),,37,,3,,48,,"0,4",,"5,5",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1044,Vintersaga,1404835530005,,,,,['France'],[],[],,,,,,,?,,448,,1874 kj(448 kcal),,12,,6,,84,,56,,"1,7",,,,,,,,,"0,9","0,36",,,,,,,,,,,,,,,,,,,,
1045,Ande noci mariposa,8032836360074,,,,,['France'],[],[],,,,,,,?,,654,,2736 kj(654 kcal),,65,,"6,1",,"13,7",,"2,6",,"15,3",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1046,Milk chocolates,0200030264490,,,,,['France'],[],[],,,,,,,?,,562,,2351 kj(562 kcal),,37,,22,,49,,48,,"7,1",,,,,,,,,"0,18","0,072",,,,,,,,,,,,,,,,,,,,
1047,Energy ball,4260654780536,,,,,['France'],[],[],,,,,,,?,,354,,1481 kj(354 kcal),,16,,"3,3",,48,,46,,11,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1048,Filet de poulet fermier,0215088043621,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,
1049,Selga,68255183,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Poudre à lever,3184304444818,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",['France'],[],[],,,,,,,?,,235,,983 kj(235 kcal),,0,,0,,44,,0,,0,,,,,,,,,"17,5",7,,,,,,,,,,,,,,,,,,,,
1051,Emmenthal francais au laut cru,0212224019229,,,,,['France'],[],[],,,,,,,?,,399,,1669 kj(399 kcal),,31,,"20,9",,"1,3",,"0,5",,"28,1",,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1052,Huile d’olive,6191584600305,,,,,['France'],[],[],,,,,,,?,,120,,502 kj(120 kcal),,14,,2,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1053,Sapori,80068327,,,,,['France'],[],[],,,,,,,?,,396,,1657 kj(396 kcal),,"9,3",,"0,8",,71,,30,,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Org Coconut Sugar,0667390907052,,,,,['France'],[],[],,,,,,,?,,375,,1569 kj(375 kcal),,0,,0,,100,,100,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1055,Composta di ciliegie da frutta,8002583004828,,,,,['France'],[],[],,,,,,,?,,171,,715 kj(171 kcal),,"0,3",,0,,40,,38,,"0,6",,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1056,Biere ipa,3701178800078,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,milka oreo,68982416,,['Milka'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,La Blanquette de Veau,2418660046050,,,,,['France'],[],[],,,,,,,?,,100,,418 kj(100 kcal),,"5,6",,3,,"3,2",,"1,4",,"8,9",,,,,,,,,"0,67","0,268",,['Etui en carton'],,,,,,,,,,,,,"['EMB 49323B', ""Saint-Sylvain-d'Anjou (Maine-et-Loire, France)""]",,,,,
1059,Penne Rigate,8004275060099,,,,,['France'],[],[],,,,,,,?,,358,,1498 kj(358 kcal),,"1,3",,"0,2",,73,,3,,"12,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Atalanta feta cheese,0071270394151,,,,,['France'],[],[],,,,,,,?,,90,,377 kj(90 kcal),,8,,5,,0,,0,,5,,,,,,,,,"2,2","0,88",,,,,,,,,,,,,,,,,,,,
1061,Gateau Breton Framboise,0206506028733,,,,,['France'],[],[],,,,,,,?,,448,,1874 kj(448 kcal),,21,,14,,60,,35,,"4,6",,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1062,0069094624578,0069094624578,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Boudins blanc au porto,2189127003205,,,,,['France'],[],[],,,,,,,?,,204,,854 kj(204 kcal),,16,,"7,3",,1,,1,,14,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
1064,Fun sandwich original,7622201134549,,,,,['France'],[],[],,,,,,,?,,422,,1766 kj(422 kcal),,19,,"4,9",,58,,33,,"5,9",,,,,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
1065,Chocolatines Aop,3523680249882,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,2488743032348,2488743032348,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1770800030024,1770800030024,,,,['Bio'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Ratatouille,3760150576691,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,8410628010145,8410628010145,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Mousse mela banana,8007049900133,,,,,['France'],[],[],,,,,,,?,,69,,289 kj(69 kcal),,"0,1",,"0,03",,16,,"11,8",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Saucisse sèche,2808001042641,,,,,['France'],[],[],,,,,,,?,,422,,1766 kj(422 kcal),,33,,11,,"0,4",,"0,4",,31,,,,,,,,,"4,5","1,8",,,,,,,,,,,,,,,,,,,,
1072,Fkakes céréales & légumineuses,3421557502750,,,,,['France'],[],[],,,,,,,?,,411,,1720 kj(411 kcal),,13,,"1,1",,47,,"2,1",,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Muffins aux pépites de chocolat,0216178014439,,,,,['France'],[],[],,,,,,,?,,393,,1644 kj(393 kcal),,22,,"3,9",,44,,24,,"3,5",,,,,,,,,"0,57","0,228",,,,,,,,,,,,,,,,,,,,
1074,Dinde,0276377034119,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 41.238.001 CE', 'Savigny-sur-Braye (Loir-et-Cher, France)']",,,,,
1075,Oranges Espagne en filet - Alben - 2kg,8410632007179,,['Alben'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Oranges', 'Oranges fraîches']",,['France'],"['Oranges', 'variété Navelina', 'Cat 1', 'Cal 6/7 ', '67/80mm', ' Traité Imazalil', 'Pyrimethanil', 'traitement à base de cire E904', 'E914']",[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,2kg,['Filet plastique'],['Espagne'],['Grand Frais'],,,,,,,,,,,,,['E914 - Cire de polyéthylène oxydée'],,,
1076,Bio but butter bar,4260654786736,,,,['Bio'],['France'],[],[],,,,,,,?,,469,,1962 kj(469 kcal),,26,,2,,45,,36,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Reblochon de Savoie,2233405003217,,,,,['France'],[],[],,,,,,,?,,332,,1389 kj(332 kcal),,"27,6",,"16,9",,"0,5",,"0,5",,"20,8",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1078,Enfants actif complexe,4035784161667,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Taralli - 250g,8008647000720,,,,,['France'],[],[],,,,,,,?,,429,,1795 kj(429 kcal),,14,,"0,1",,60,,"0,8",,13,,,,,,,,,"1,4","0,56",250 g,,,,,,,,,,,,,,,,,,,
1080,Surgelés haricots verts,3184034278868,,,,,['France'],[],[],,,,,,,?,,32,,134 kj(32 kcal),,"0,1",,"0,1",,"4,4",,"1,14",,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22136U', ""Loudéac (Côtes-d'Armor, France)""]",,,,,
1081,Reblochon de Savoie au lait cru,2233409002575,,,,,['France'],[],[],,,,,,,?,,332,,1389 kj(332 kcal),,"27,6",,"16,9",,"0,5",,"0,5",,"20,8",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1082,Punte di asparagi - Esselunga,8002330112509,,['Esselunga'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Lailac,3575410879166,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Foie gras de canard cru premier choix,2658636171991,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Tilsiter,20205393,,,,,['France'],[],[],,,,,,,?,,352,,1473 kj(352 kcal),,28,,"18,2",,"0,5",,"0,5",,25,,,,,,,,,2,"0,8",,,,,,,,,,,,,,,,,,,,
1086,Poulet blanc,2211224029526,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Fleischschnackas,2426124045266,,,,,['France'],[],[],,,,,,,?,,192.8,,807 kj(192 kcal),,"6,1",,"2,2",,22,,"2,4",,"12,9",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1088,Pro24 HT,0634065451042,,,,,['France'],[],[],,,,,,,?,,384.7,,1610 kj(384 kcal),,"4,8",,3,,"7,6",,"5,3",,"77,8",,,,,,,,,"0,2","0,08",,,,,,,,,,,,,,,,,,,,
1089,20 oeufs plein air,3760278230345,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Quinoa du poitou - La Vie Claire,3266191157023,B,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']","['Bio', 'Bio européen', 'FR-BIO-09']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,,,,,,,,,,,,,,,,,,
1091,Poulet nourri aux graines de Lin,0215703056814,,,,,['France'],[],[],,,,,,,?,,114,,477 kj(114 kcal),,2,,"0,2",,0,,0,,24,,,,,,,,,3,"1,2",,,,,,,,,,,,,,,,,,,,
1092,Le roulé,0211111018505,,,,,['France'],[],[],,,,,,,?,,301,,1259 kj(301 kcal),,28,,19,,5,,"2,7",,"7,3",,,,,,,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,
1093,Poivre moulu,20039271,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Oreo cake,5628610785114,,,,,['France'],[],[],,,,,,,?,,447,,1870 kj(447 kcal),,21,,11,,61,,47,,"3,4",,,,,,,,,"0,73","0,292",,,,,,,,,,,,,,,,,,,,
1095,Linguine au saumon et aux epinard,8259160861781,,,,,['France'],[],[],,,,,,,?,,114,,477 kj(114 kcal),,"4,5",,"2,1",,13,,"1,1",,"5,1",,,,,,,,,"0,61","0,244",,,,,,,,,,,,,,,,,,,,
1096,Saucisse fumée La Finoise BBC   X 2,2866867023556,,,,,['France'],[],[],,,,,,,?,,361,,1510 kj(361 kcal),,27,,"9,9",,1,,"0,8",,17,,,,,,,,,"2,3","0,92",,,,,,,,,,,,,,,,,,,,
1097,Steel Mass Pro,5391517514285,,,,,['France'],[],[],,,,,,,?,,390.88,,1635 kj(390 kcal),,"3,12",,"1,95",,"42,96",,"10,11",,"47,74",,,,,,,,,"0,117","0,047",,,,,,,,,,,,,,,,,,,,
1098,Merlu blanc sauce citron,3112940861829,,,,,['France'],[],[],,,,,,,?,,111,,464 kj(111 kcal),,"2,1",,"0,8",,17,,"0,5",,"5,7",,,,,,,,,"0,82","0,328",,,,,,,,,,,,,,,['MSC-C-57114'],,,,,
1099,Poêlée meridionale,8211561412382,,,,,['France'],[],[],,,,,,,?,,35,,146 kj(35 kcal),,"0,1",,"0,1",,"5,6",,"2,2",,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Filets de limande,0208068009847,,,,,['France'],[],[],,,,,,,?,,189,,791 kj(189 kcal),,11,,"1,2",,"6,6",,"1,6",,14,,,,,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
1101,Mild Cheddar Slices,29061570,,,,,['France'],[],[],,,,,,,?,,416,,1741 kj(416 kcal),,"34,9",,"21,7",,"0,1",,"0,1",,"25,4",,,,,,,,,"1,8","0,72",,,,,,,,,,,,,,,,,,,,
1102,Emmenthal français au lait cru,0287515019882,,,,,['France'],[],[],,,,,,,?,,391,,1636 kj(391 kcal),,30,,19,,"0,8",,0,,29,,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1103,Écrasé de pomme de terre au truffes,3760300260135,,,,,['France'],[],[],,,,,,,?,,158,,661 kj(158 kcal),,"7,6",,"5,02",,"10,82",,"0,74",,"1,87",,,,,,,,,"0,43","0,172",,,,,,,,,,,,,,,"['FR 46.202.003 CE', 'Montdoumerc (Lot, France)']",,,,,
1104,Jambon Corse,2642853022440,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Kvarg,3023290048863,,,,,['France'],[],[],,,,,,,?,,59,,247 kj(59 kcal),,"0,3",,0,,"5,1",,"4,7",,"16,5",,,,,,,,,"0,15","0,06",,,,,,,,,,,,,,,,,,,,
1106,Dinde à l'estragon & Quinoa,3701052004295,,,,,['France'],[],[],,,,,,,?,,117,,490 kj(117 kcal),,"3,3",,"0,6",,"13,6",,"1,5",,"7,4",,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1107,La Brandade de Morue,0207912023350,E,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,['France'],[],[],9.6 g,en quantité modérée,0.9 g,en faible quantité,0.3 g,en faible quantité,?,,156,-29%,653 kj(156 kcal),-29%,"9,6",-42%,"0,9",-57%,"10,1",+28%,"0,3",-58%,"7,2",+6%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,"0,8","0,32",,"['Barquette', 'Film en plastique']",,,,0.8 g,en quantité modérée,-8%,-8%,0,-100%,B,-100%,,,,,,,
1108,6 steacks hachés pur boeuf,3660903801479,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Pain d’epices orange confites,3561773000071,,,,,['France'],[],[],,,,,,,?,,1410,,5899 kj(1410 kcal),,"8,9",,"5,2",,"58,4",,"27,64",,"3,5",,,,,,,,,"1,42","0,568",,,,,,,,,,,,,,,,,,,,
1110,Boudin noir oignons mini-brasse,2295771029581,,,,,['France'],[],[],,,,,,,?,,251,,1050 kj(251 kcal),,22,,8,,"2,3",,"2,1",,11,,,,,,,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,
1111,Mini pain d’épices - Intermarché,3250392968496,B,"['Intermarché', 'Chabrior']","['Biscuits et gâteaux', ""Pains d'épices""]",,['France'],[],[],1.3 g,en faible quantité,0.1 g,en faible quantité,39.5 g,en quantité élevée,?,,319,-5%,1335 kj(319 kcal),-6%,"1,3",-63%,"0,1",-92%,"70,3",-1%,"39,5",-3%,4,-8%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,"0,49","0,196",,,,,,0.49 g,en quantité modérée,+12%,+12%,8,-43%,C,-43%,,,,,,,
1112,Compote pomme fraise grenade + céréales & graines,2021792406205,,,,,['France'],[],[],,,,,,,?,,72,,301 kj(72 kcal),,"1,5",,"0,3",,12,,"9,3",,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Jarret de porc,2409264027880,,,,,['France'],[],[],,,,,,,?,,138,,577 kj(138 kcal),,"7,2",,"2,5",,0,,0,,18,,,,,,,,,"3,3","1,32",,,,,,,,,,,,,,,,,,,,
1114,Pain flûte,3760173296873,,,,,['France'],[],[],,,,,,,?,,289.6,,1212 kj(289 kcal),,"1,3",,"0,5",,"58,3",,"0,5",,"9,6",,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
1115,Mel de portugal,5600355170189,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Pastrami de boeuf à la new yorkaise,3477000017234,,,,,['France'],[],[],,,,,,,?,,129,,540 kj(129 kcal),,"2,6",,"0,9",,"3,5",,"1,7",,23,,,,,,,,,"2,3","0,92",,,,,,,,,,,,,,,"['FR 85.215.003 CE', 'Saint-Fulgent (Vendée, France)']",,,,,
1117,Tofu fumé,987500002,,,,['Bio'],['France'],[],[],,,,,,,?,,153,,640 kj(153 kcal),,"9,1",,"1,3",,"2,2",,"0,6",,15,,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1118,Yaourt de brebis vanille,3770018272061,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Arôme vanille,3700710303114,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Suisse petites choc,0207038011811,,,,,['France'],[],[],,,,,,,?,,350,,1464 kj(350 kcal),,16,,10,,44,,19,,"6,1",,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1121,Pain au mais,0203555007221,,,,,['France'],[],[],,,,,,,?,,143,,598 kj(143 kcal),,"4,8",,0,,18,,0,,6,,,,,,,,,"10,7","4,28",,,,,,,,,,,,,,,,,,,,
1122,Filet de poulet,2287350003570,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,
1123,Jarret de porc froid,2685183011999,,,,,['France'],[],[],,,,,,,?,,148,,619 kj(148 kcal),,"4,2",,"1,4",,"0,6",,"0,6",,27,,,,,,,,,"1,1","0,44",,,,,,,,,,,,,,,,,,,,
1124,I legumi fagioli cannellini,8006280021188,,,,,['France'],[],[],,,,,,,?,,300,,1255 kj(300 kcal),,"1,9",,"0,3",,36,,"2,4",,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Sirop saveur chataigne -,3437340069812,,,,,['France'],[],[],,,,,,,?,,312,,1305 kj(312 kcal),,"0,5",,"0,1",,77,,77,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Kassler fumé supérieur,2468350049984,,,,,['France'],[],[],,,,,,,?,,96,,402 kj(96 kcal),,2,,"0,7",,1,,"0,6",,20,,,,,,,,,"2,5",1,,,,,,,,,,,,,,,,,,,,
1127,Blanc de poulet,3459860000946,,,,,['France'],[],[],,,,,,,?,,96,,402 kj(96 kcal),,"1,5",,"0,5",,"1,7",,"1,4",,"19,1",,,,,,,,,"2,5",1,,,,,,,,,,,,,,,,,,,,
1128,Foie gras,3443705071406,,,,,['France'],[],[],,,,,,,?,,546,,2284 kj(546 kcal),,57,,22,,"1,9",,"1,8",,"4,9",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1129,Brownies,0201199029524,,,,,['France'],[],[],,,,,,,?,,466.8,,1953 kj(466 kcal),,36,,"5,9",,45,,29,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Recovery aminos - Foodspring - 20.0g,4260363484930,,['Foodspring'],,,"['France', 'Allemagne']",[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,0,0,20.0 g,"['Tüte', 'Tüte']",,,,,,,,,,,,,,,,,,
1131,Veganer Festtags-braten,0634158732713,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Saucisson,3770011547920,,,,,['France'],[],[],,,,,,,?,,320,,1339 kj(320 kcal),,34,,10,,"5,3",,"1,1",,"12,9",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1133,Boule de chocolat,8717677073016,,,,,['France'],[],[],,,,,,,?,,536,,2243 kj(536 kcal),,30,,"18,5",,"59,6",,"58,9",,"4,9",,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1134,Piri piri,5601319054774,,,,,['France'],[],[],,,,,,,?,,828,,3464 kj(828 kcal),,92,,"9,2",,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
