,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
749,Abricots - Côté Marché - 1kg,20242039,,Abricots variété FLOPRIA Domaine du Conquet,1 kg,"['Barquette plastique', 'Film plastique']",['Côté Marché'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Abricots', 'Abricots frais']","['Catégorie I', 'Origine France']",['France'],"['ABRICOTS Variété : FLOPRIA ', ' Cat 1', ' Cal 35 - 40 mm']",,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['LIDL'],"['France', '26780 Chateauneuf du Rhône']",,,,,
750,Sirius Fruchtbiscuits Waldfrucht - Sondey,20267308,C,,,,['Sondey'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,['France'],"['farine de blé', '36% farce aux fruits ', '63,9% raisins secs', '12,5% raisins \rde Corinthe', 'sirop de glucose-fructose', 'sucre', '2,8% purée des fruits des bois [33% \rgroseilles rouges', '33% framboises', '33% mûres]', 'humectant: glycérol', ' dextrose', '\rson de blé', 'farine de riz', 'gélifiant: pectines', '0,3% concentré de fraise', 'acidifiant: \racide citrique', ""correcteurs d'acidité: citrates de calcium"", 'citrates de sodium', 'arôme \rnaturel', 'sucre', 'huile de tournesol', 'maltodextrine', 'couche brillante ', 'sirop de glucose', '\rlait écrémé en poudre', 'perméat de lactosérum ', 'lait', 'sel', 'arômes naturels', ""\rpoudres à lever: carbonates d'ammonium"", 'carbonates de sodium', 'diphosphates', ' \rPeut contenir des traces de fruits à coque', 'de soja', ""de sésame et d'œuf""]","['E422 - Glycérol', 'E440 - Pectines', 'E330 - Acide citrique', 'E333 - Citrates de calcium', 'E331 - Citrates de sodium', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",['Non végétalien'],4,7 g,en quantité modérée,0.8 g,en faible quantité,37.8 g,en quantité élevée,0.55 g,en quantité modérée,?,,384,-19%,1607 kj(384 kcal),-19%,7,-66%,"0,8",-92%,"73,8",+15%,"37,8",+28%,"2,5",-62%,"0,55",-7%,"0,22",-7%,6,-70%,C,-70%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,['Lidl'],,,,,,
751,Saucisses de Thuringe - DULANO - 500g,20299729,,Thüringer Rostbratwurst,500 g,"['Vacuum', 'Plastic', 'Stück', 'Stück']",['DULANO'],"['Viandes', 'Charcuteries', 'Saucisses', 'Carnati']","['Fabriqué en Allemagne', 'IGP']","['Autriche', 'Belgique', 'France', 'Allemagne', 'Pays-Bas']","['88% viande de porc ', 'origine : Allemagne', 'eau', 'sel', 'épices ', 'graines de moutarde', 'carvi', 'poivre', ""extrait d'épices"", 'sirop de glucose', 'dextrose', 'sucre', 'stabilisant : diphosphates', ' boyau naturel de porc']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Moutarde'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,22.6 g,en quantité élevée,10.2 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,265,+4%,1109 kj(265 kcal),+4%,"22,6",+9%,"10,2",+29%,1,-30%,"0,5",-34%,14,-7%,2,+2%,"0,8",+2%,21,+20%,E,+20%,,,,,,,,"['Thuringe Allemagne', 'Thüringen']",['DE TH 01531 EG'],['Lidl'],['Germania'],,,,,
752,Energus 10 entier - Saint jean,2030500294898,,,,,"['Saint jean', 'Jean Michel Cohen']",,['Bio'],['France'],"['eau', 'melange de proteine ', 'proteine de BLE', 'proteine de SO ', 'farine de SOJA', 'farine de BLE complet', 'son de BLE', 'levure', 'fibre depomrne', 'graine de SESAME', 'emulsifiant: E322', 'SQiA', 'sel', ""farine d'ORGE malte"", ""correcteur d'acidite: graine de lin et de tournesol""]",['E322 - Lécithines'],"['Gluten', 'Graines de sésame', 'Soja']",[],4,,,,,,,,,?,,270,,1130 kj(270 kcal),,"13,4",,"1,8",,"5,9",,"1,9",,"26,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
753,Hazelnut spread - Hema - 400g,2035808499990,D,,400 g,,['Hema'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",,['France'],[],,,[],,33.5 g,en quantité élevée,4.9 g,en quantité modérée,52.1 g,en quantité élevée,0.2 g,en faible quantité,?,,543,-1%,2272 kj(543 kcal),-1%,"33,5",-2%,"4,9",-36%,"53,2",+5%,"52,1",+12%,"5,2",-25%,"0,2",+92%,"0,08",+92%,16,-22%,D,-22%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,['Hema'],,,,,,
754,Opéra - Deluxe - 325g,20320652,,"Mousse au café (30,9%) et ganache au chocolat noir (20) sur biscuit aux amandes. Imbibé de sirop au café, glaçage au chocolat noir (10,9%).",325 g,"['Surgelé', 'Carton', 'Plastique']","['Deluxe', 'Lidl']","['Snacks', 'Snacks sucrés', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Gâteaux et pâtisseries surgelés']","['Point Vert', 'Fabriqué en France']",['France'],"['20% biscuit aux amandes ', ""blanc d'oeuf"", 'farine de blé', 'sucre', 'eau', ""jaune d'œuf"", 'amande en poudre ', '4,5%', 'beurre ', 'lait', ""émulsifiant : mono - et diglycérides d'acides gras"", 'sirop de sucre inverti', 'crème ', 'lait', 'eau', '9% chocolat noir ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sucre', 'lait écrémé en poudre réhydraté', '4% chocolat noir ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'beurre ', 'lait', ' pâtissier', 'pâte à glacer ', 'sucre', 'huiles végétales ', 'colza', 'palme', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'crème ', 'lait', ' fraîche', 'sirop de glucose-fructose', 'huile de tournesol', '1% extraits de café', ""jaune d'œuf sucré liquide "", ""jaune d'œuf"", 'sucre', 'lactose et protéines de lait', 'gélatine de porc', ""émulsifiant : mono - et diglycérides d'acides gras""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E428 - Gélatine']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,23.8 g,en quantité élevée,13 g,en quantité élevée,25.4 g,en quantité élevée,0.09 g,en faible quantité,?,,357,+7%,1494 kj(357 kcal),+6%,"23,8",+38%,13,+42%,"29,2",-25%,"25,4",0%,"5,6",+11%,"0,09",-67%,"0,036",-67%,19,+21%,E,+21%,,,,,,,,['France'],"['FR 32.056.040 CE', 'Blanquefort (Gers, France)']",['Lidl'],,,['Huile de palme'],,,
755,Luxe Chocolat En Forme De Fruits De Mer - Delicieux - 300g,20329389,,,300 g,,['Delicieux'],,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",['France'],"['50,6% chocolat au lait ', 'sucre', 'lalt entier en Kakaomasse', 'Kakaobutter', 'Molkenpulver', 'Emulgator', ' poudre', 'pâte de cacao', 'beurre de cacao', 'poudre de Sojalecithine', ' naturliches Vanillearoma', '16,1% Mandeln', 'lactosérum ', 'lalt', 'émulsifiant: lécithines ', 'soja', ' arôme 11,7% weisse Schokolade ', 'Zucker', 'Kakaobutter', 'naturel de vanille', '16,1% amandes', '11,7% chocolat blanc Vollmlichpulver', 'Süssmolkenpulver', 'Emulgator: ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'lactosérum Sojalecithine', ' naturliches Vanillearoma', '6,5% dunkle doux en poudre', 'émulsifiant: lécithines ', 'soja', ' arôme Schokolade ', 'Zucker', 'Kakaomasse', 'Kakaobutter', 'Emulgator: naturel de vanille', '6,5% chocolat noir ', 'sucre', 'pâte de Sojalecithine', ' natürliches Vanillearoma', '5,5% cacao', 'beurre de cacao', 'émulsifiant: lécithines ', 'soja', ' Haselnusskerme', 'Zucker', '1,72% Cashewkerne', '1,2% arôme naturel de vanille', ',5,5% nolsettes', 'sucre', '1,72% getrocknete Ananas', '1,1% Cranberies', 'Glukosesirup', '0,5% nokx de cajou', '1,2% ananas séché', '1,1% canneberges', 'Pekannusskeme', '0,5% Kakaopulver', 'Überzugsmittel: 1% sirop de glucose', '0,5% nol de pécan', '0,5% cacao en Gummiarabicum', 'Schellack', 'Joghurtpulver', 'Joghurtaroma', 'poudre', ""agents d'enrobage: gomme arabique"", 'gomme pflanzliche Ole ', 'Palm', 'Sonnenblume', 'getrockneter shellac', ' yogurten poudre', 'arôme de yogourt', 'huiles végétales Glukosesirup', 'Säuerungsmittel: Citronensäure', 'palme', 'tournesol', 'sirop de glucose déshydraté', 'acidifiant: Konservierungsstoff: Schwefeldioxld', ' Kann Spuren von acide citrique', ' conservateur: anhydride sulfureux', ' Peut Erdnüssen und anderen Schalenfrüchtent ', 'Nüssen', "" contenir des traces arachides et d'autres fruits à coque enthalten"", ' Unter Schutzatmosphäre verpackt', ' Vor Wärme ', 'noix']","['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,534,,2234 kj(534 kcal),,"33,2",,"33,2",,"46,7",,43,,"9,5",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,['Huile de palme'],,,
756,Kania bouillon boeuf - 120g,20334253,,Rinderbrühe,120g,"['84', '21']",['Kania'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de bœuf', 'Bouillons cubes']",,"['France', 'Allemagne', 'Suisse']","['Jodiertes Speisesalz ', 'Speisesalz', 'Kaliumiodid', 'Palmfett', 'Geschmacksverstärker: Mononatriumglutamat', ' Hefeextrakt', 'Zucker', 'Kartoffelstärke', '2,5% Rindfleischextrakt', 'Aromen', '0,5% Karotten getrocknet', 'Gewürze', '0,4% Zwiebeln getrocknet', 'Farbstoff: Ammoniak-Zuckerkulör', ' Sellerieextrakt']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",['Céleri'],"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,1.07 g,en quantité modérée,25,-95%,6,-95%,25 kj(6 kcal),-95%,"0,5",-88%,"0,3",-86%,"0,2",-99%,"0,1",-97%,"0,2",-96%,"1,07",-96%,"0,428",-96%,4,-54%,C,-54%,,,,,,,,,,['Lidl'],,,,,,
757,Pizza bolognaise - Trattoria Alfredo - 355g,20340698,D,,355 g,['Boite carton'],['Trattoria Alfredo'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas à la bolognaise', 'Pizzas surgelées']",,['France'],"['farine de blé', '23,5 % tomates concassées', '14,6 % viande de boeuf hachée et épicée [13,1 % viande de boeuf ', 'origine : Allemagne', 'Autriche', 'Pays-Bas', 'Danemark', 'tomates', 'eau', 'huile de tournesol', 'sel', 'épices ', 'contient graines de moutarde', 'plantes aromatiques', 'oignons', 'dextrose', 'amidon de tapioca', 'sucre', 'lactosérum ', 'lait', 'préparation de pulpe de fruits ', 'orange', 'citron', 'maltodextrine', 'acidifiant : acide citrique', 'sucre caramélisé', 'concentré de jus de citron]', '11,8 % Mozzarella ', 'lait', 'eau', '2,8 % dés de tomates', '2 % oignons', 'huile de colza', 'sucre', 'sel', 'basilic', 'fromage râpé ', 'lait', 'levure de boulanger', 'oignons en poudre', 'ail en poudre', 'lait entier en poudre', 'paprika', 'levain de blé déshydraté ', 'farine de blé', 'eau', 'romarin', 'thym', 'poivre blanc', ""extrait de malt d'orge"", 'poudre de lactosérum ', 'lait', 'farine de malt grillée ', 'blé', 'orge', 'origan', 'graines de fénugrec', 'céleri perpétuel', 'curcuma', 'laurier', ' Traces éventuelles de soja', ""d'oeufs"", 'de céleri et de graines de sésame']",['E330 - Acide citrique'],"['Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,7.3 g,en quantité modérée,3.5 g,en quantité modérée,6.1 g,en quantité modérée,1.27 g,en quantité modérée,?,,210,0%,879 kj(210 kcal),-1%,"7,3",+4%,"3,5",+23%,"24,8",-6%,"6,1",+71%,10,+3%,"1,275",+30%,"0,51",+30%,11,+304%,D,+304%,84.7%,5.8%,1.9%,2.3%,1.1%,4.2%,38,,,['Lidl'],,,,,,
758,Tropical Fruits - Sugarland - 300g,20358709,D,Gummibonbonmischung,300g,"['Tüte', 'PP', 'Kunststoff', '05 PP']",['Sugarland'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Bonbons gélifiés', 'de:Gummibonbon']","['Arômes naturels', 'de:Luontaisia aromeja']","['Finlande', 'France', 'Allemagne']","['Zucker', 'Glukosesirup', 'Speisegelatine ', 'Schwein', 'Invertzuckersirup', 'färbende Pflanzenkonzentrate ', 'Karotte', 'Saflor', 'Rettich', 'Schwarze Johannisbeere', 'Heidelbeere', 'Apfel', 'Zitrone', 'Melasse', 'färbendes Spirulinakonzentrat', 'natürliche Aromen', 'Säuerungsmittel: Citronensäure', ' Kokosnussöl', 'Überzugsmittel: Carnaubawachs', 'Bienenwachs weiß und gelb']","['E428 - Gélatine', 'E330 - Acide citrique', 'E903 - Cire de carnauba', ""E901 - Cire d'abeille""]",,"['Non végétalien', 'Non végétarien']",4,0.1 g,en faible quantité,0.1 g,en faible quantité,67.4 g,en quantité élevée,0.08 g,en faible quantité,1410,-3%,332,-3%,1410 kj(332 kcal),-2%,"0,1",-75%,"0,1",-40%,"76,6",-5%,"67,4",+17%,"4,9",+33%,"0,08",-30%,"0,032",-30%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Lidl'],,,,,,
759,Party Selection minis - Mister Choc - 500g,20368050,,,500 g,"['Kunststoff', 'Sachet', 'Plastique']",['Mister Choc'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']","['Agriculture durable', 'Point Vert', 'Fabriqué en Allemagne', 'en:UTZ Certified', 'en:utz-certified-cacao']","['France', 'Allemagne']","['Biscuit & Caramel 31%bi aitet33%caranele e candy Creme 40% chocolat aulait fome a la 60% creme confiseur', '4% de lait dans la parte four e', ' aram 40% chocolat au lait fome à la 32% c eme confiseur et au 28% c mel aas lait foure i a 64% preparation de n α de coco rapee', ' Wafer & Caramel-20% ga e cr stillante avec 25% toffee et 6% pepites croustilantes en obe de 49% chocolat a la t ', ' Pea t-Rant aux 24% caca e es', 'a 27% carame et a a 13% creme con seur ·In eden sucre', ' s rop de cose', 'beurre de cacao', 'no x de coc ra e ait entier en poudre a se de palme ca a ets in a ecreme an e e b e autre asse de palme', 'anne de e', 'sucre', 'der se actosen m oux en poudre contient dula em an e nes asse de coco aunes d e colorant cara a R naturel ce vanile', 'arôme naturel', 'lactose ', 'issu du lait', ""extrait de malt d'orge"", 'humectants: sorbitol', 'glycérine', ' lactosérum doux en poudre ', 'content du lait', 'sirop de sucre caramélisé', 'pépites cousients amidon de mais', 'sucre', 'sel de cuisine', ',sirop de sucre invert', 'sei de cuisine', 'art écrémé en poudre', 'crème en poudre ', 'contient du lait', 'émulsifants lécithines ', 'contient d soja', 'monostéaratede soptn blanc d eudt en poudre"" hydrolysat de protéines de lait', 'poudre à lever: carbonates de sodium', 'extrait de vanille', 'arome naturel de cacahuete', ""arome naturel de vanille avec d'autres arimes natures epassisce trans or ees cara enanes a me naturel de cacao avec autres ar mes naturels"", ' hoco at a 27% minimum', 'ma ere se he issue dula 14 min']","['E420 - Sorbitol', 'E500 - Carbonates de sodium', 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol']","['Œufs', 'Gluten', 'Lait', 'Arachides', 'Soja', 'de:Erdnuss-Aroma', 'de:Milcheiweißhydrolysat']","['Huile de palme', 'Non végétalien']",4,22 g,en quantité élevée,13 g,en quantité élevée,52 g,en quantité élevée,0.41 g,en quantité modérée,?,,472,-6%,1975 kj(472 kcal),-6%,22,-19%,13,-14%,62,+12%,52,+16%,"5,4",-21%,"0,41",+27%,"0,164",+27%,26,+7%,E,+7%,,,,,,,,,,['Lidl'],,,,,,
760,Flakes Choco Clusters test - Fitness - 425g,20369743,D,,425 g,,['Fitness'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons extrudés']",,"['France', 'Allemagne']","['60% Weizenvollkornschrot', 'Zucker', 'Cornflakes überzogen mit Vollmilchschokolade [70% Vollmilch - schokolade ', 'Zucker', 'Kakaobutter', 'Vollmilchpulver', 'Kakaomasse', 'Emulgator: Lecithine ', 'Sonnenblume', '30% Corn - flakes ', 'Mais', 'Zucker', 'Speisesalz', 'Gerstenmalzextrakt', 'Glanzmittel ', 'Stärke', 'Zucker', ']', 'knusprige Getreidezubereitung mit Nussgeschmack [32% Weizen-Reis - Crispies ', '90% Welzenmehl', '5% Reismehl', 'Gerstenmalz', 'Zucker', 'Speisesalz', 'Backtriebmittel: Calciumcarbonate', 'Zucker', '15% Weizenflakes', 'Glukosesirup', '7% Haferflocken', 'Palmöl', 'Honig', 'Mandeln', 'Haselnusskerne', 'natürliches Vanille-Aroma', 'natürliches Aroma', '2% fettarmer Kakao', 'Glukosesirup', 'Gerstenmalzextrakt', 'Speisesalz']",['E322 - Lécithines'],"['Gluten', 'Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,6.4 g,en quantité modérée,3.4 g,en quantité modérée,25 g,en quantité élevée,0.67 g,en quantité modérée,?,,399,-1%,1669 kj(399 kcal),-1%,"6,4",-28%,"3,4",+47%,"74,6",+10%,25,+62%,"6,9",-23%,"0,67",+43%,"0,268",+43%,9,+58%,C,+58%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,
761,Emotionali Multi Fruit Lollies - Lollipops,20386658,D,Sucettes,,,['Lollipops'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",['France'],"['sucre', 'sirop de glucose', 'acidifiant: acide citrique', 'acide lactique', ' 1,2% jus de fruit concentré** ', 'pomme', 'orange', 'arôme naturel', ""arôme naturel d'orange"", ""correcteur d'acidité: lactate de sodium"", ' extrait de curcuma', 'concentrés de plantes colorantes ', 'carotte noir', 'curcuma', 'colorants: dioxyde de titane', 'carmins', 'complexes cuivre - chlorophyles et cuivre-chlorophyllines', 'charbon végétal médicinal', ' concentrés colorants de plantes ', 'carotte', 'radis', ' *au jus de 4 fruits', ' **correspond à 6,7% de jus de fruit', ' Peut contenir des traces de lait']","['E330 - Acide citrique', 'E270 - Acide lactique', 'E325 - Lactate de sodium', 'E100 - Curcumine', 'E171 - Oxyde de titane', 'E120 - Acide carminique', 'E153 - Charbon végétal médicinal']",,"['Non végétalien', 'Non végétarien']",4,1 g,en faible quantité,1 g,en faible quantité,68.6 g,en quantité élevée,0.28 g,en faible quantité,1596,+3%,375,+5%,1596 kj(375 kcal),+6%,1,-46%,1,-6%,"92,2",+11%,"68,6",+18%,1,-53%,"0,28",+131%,"0,112",+131%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Allemagne'],,,['Allemagne'],,,,,
762,Beignet de Crevettes   2 Sauces - Vitasia - 200g,20386955,,Beignets aux crevettes avec sauces (sauce nuoc-mâm et sauce chili),200 g,"['Frais', 'Barquette plastique 20 g', 'Sous atmosphère protectrice']",['Vitasia'],"['Snacks', 'Snacks salés', 'Plats préparés', 'Frais', 'Plats préparés frais', 'Beignets salés']",,['France'],"['Beignets aux crevettes ', '150 g', ' : 36% crevette ', 'crustacés', 'eau', 'sel', 'acidifiant : citrates de sodium', 'eau', 'farine de blé', 'fécule de pomme de terre', 'huile de tournesol', 'poudres à lever : diphosphates', 'carbonates de sodium ', ' amidon de blé', 'sauce nuoc-mâm ', 'poisson', 'sel', 'eau', 'sel', 'poivre', 'épaississants : gomme guar', 'gomme xanthane', '\rSauce au nuoc-mâm ', '25 g', ' : eau', 'sucre', '13% sauce au poisson préparée  ', 'eau', 'anchois ', 'poissons', 'sel', ""vinaigre d'alcool"", 'sel', ' \rSauce chili ', '25 g', ' : eau', 'sirop de glucose-fructose', 'sucre', ""vinaigre d'alcool"", 'concentré de tomate', 'sel', 'amidon modifié de maïs', 'poivron', 'épices', '0,18% piment 0,18%']","['E331 - Citrates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés']","['Crustacés', 'Poisson', 'Gluten']","['Non végétalien', 'Non végétarien']",4,9 g,en quantité modérée,0.8 g,en faible quantité,4.1 g,en faible quantité,2.7 g,en quantité élevée,?,,206,-10%,862 kj(206 kcal),-9%,9,-3%,"0,8",-36%,24,-5%,"4,1",+17%,"6,2",-9%,"2,7",+81%,"1,08",+81%,10,+46%,C,+46%,,,,,,,,['France'],"['FR 36.231.017 CE', 'Velles (Indre, France)']",['LIDL'],,,,,,
763,Mise en bouche effiloché de rouget - Deluxe - 180g,20386986,,,180g,['4 verrines'],"['Deluxe', 'Lidl']","['Plats préparés', 'Entrées', 'Entrées froides', 'Mise en bouche', 'Verrine']",,['France'],"['Préparation à base de poivrons', 'de rougetòarbet* et de Ingrédients tomates pelées concassées au jus ', 'tomates pelées concassées', 'jus de tomates', 'sel', 'acidifiant : acide citrique affermissant : chlorure de calcium', '20,5 % poivrons jaunes', 'de poisons* * ', 'échalotes', 'crème fraîche ', 'lait', 'huile de colza', 'eau', 'huile dlolivet sel', 'dextrose', 'farine de blé', 'ail', 'protéines de lait', 'sucre', 'fibres de pousse de bambou', 'gélifiants : catraghénanes', 'farine de graine de caroube', 'gomme xanthane ', ' persil', 'basilic', 'arômes', 'poivre', 'Traces éventuelles de céleri', 'de cwstacés', 'de fruits à coque', 'de lupin', 'de mollusque', 'de moutarde', ""d'œufs"", 'de sésame', 'de soja et de sulfites,']","['E330 - Acide citrique', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,7.6 g,en quantité modérée,1.9 g,en quantité modérée,4.3 g,en faible quantité,1.3 g,en quantité modérée,?,,114,-1%,477 kj(114 kcal),-3%,"7,6",+7%,"1,9",+133%,"4,5",-41%,"4,3",+80%,"5,6",+58%,"1,3",+45%,"0,52",+45%,4,+217%,C,+217%,,,,,,,,,,['Lidl'],,,,,,
764,Honey Mustard Dressing - Hema,2047154099991,D,,,,['Hema'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Sauces salades', 'en:Sauces with mustard', 'en:Honey mustard dressings', 'Moutardes au miel']",,['France'],"['eau', 'sucre', 'huile de tournesol', 'sirop de glucose', 'vinaigre naturel', 'graines de moutarde 4,5%', 'miel 3,4%', 'sel', 'épices', 'conservateur E202', 'stabilisants E401 E415', 'extrait de thé', 'arôme naturel de miel', ' Peut contenir', 'gluten', 'blé seigle']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium', 'E415 - Gomme xanthane']",['Moutarde'],['Non végétalien'],4,15.3 g,en quantité modérée,1.7 g,en quantité modérée,21.8 g,en quantité élevée,1.7 g,en quantité élevée,?,,277,+29%,1159 kj(277 kcal),+30%,"15,3",+51%,"1,7",+134%,"32,7",+88%,"21,8",+50%,2,-64%,"1,7",-53%,"0,68",-53%,14,-1%,D,-1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Hema'],,,,,,
765,Les Spécialités Pain Platine - Maître Jean Pierre - 500g,20426293,B,,500 g,"['Sachet', 'Plastique']",['Maître Jean Pierre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,['France'],"['Farine de blé', 'eau', 'levure', 'sel', 'farine de fèves', 'farine de blé malté', ""émulsifiant : mono - et diglycérides d'acides gras"", 'antioxydant : acide ascorbique']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,1.9 g,en faible quantité,0.1 g,en faible quantité,4.6 g,en faible quantité,1.5 g,en quantité modérée,?,,264,-1%,1105 kj(264 kcal),-1%,"1,9",-57%,"0,1",-85%,"54,6",+19%,"4,6",-12%,"7,2",-14%,"1,5",+32%,"0,6",+32%,3,+107%,C,+107%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,['LIDL'],,,,,,
