,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,ingredients_origins,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,packaging,manufacturing,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,markets,palm_ingredients,link
1090,Sandwich poulet salade halal -,3760238022300,,['France'],[],[],?,216,904 kj(216 kcal),"5,3",2,"2,6",1,"5,4",1,"0,4",C,,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",['Halal'],,5.3 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité modérée,,-3%,-3%,-37%,+38%,-90%,-70%,-47%,-17%,-17%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,,,,4,+48%,C,+48%,,,,
1091,Maxi pain au chocolat -,3760238022706,,['France'],[],[],?,408,1707 kj(408 kcal),15,"12,2","37,8","10,4","7,1","0,98","0,392",D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,15 g,en quantité modérée,12.2 g,en quantité élevée,10.4 g,en quantité modérée,0.98 g,en quantité modérée,,+3%,+3%,-32%,-8%,-11%,-13%,-1%,+9%,+9%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,21,+7%,E,+7%,,,,
1092,3760238025462,3760238025462,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Créa frais - Saveurs Salees - 160g,3760238025493,['Saveurs Salees'],['France'],"['y — Inqlrédients: POULET 22% ', ' filet de poulet sel', 'extrait levure céleri', 'bduillon', 'dextrose', 'gélatine volaille,oignon frlt,nitrfte de sodium,colorant :caramel IALL-égémé', ' en arôme artificiel de poulet', 'oudre AYOMNAISE 109% Eau', 'huile ae colz ', 'eau', 'graines', 'demnutarde', ': sulfIt12', '-ar-ide--de sndium', ""suci'e"", 'vinaigre', '2', 'd{ŒuL amidon modifie sel', 'épaississan : gomme xanthane', ' TOMATÉS 20%', ' SALADE iceberg 5%', ' PAIN farine deblé', 'eau', 'flocons debLmalté', 'son de blé levure', ""sel ,farine de malte d'orae"", ""vinaigre d'alcool émulsifiants E472e E411"", 'farine d #1é', ' de blé', 'graisse-végétale']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,174,728 kj(174 kcal),9,3,"21,9","3,8","4,5",10,4,,160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E150 - Caramel', 'E415 - Gomme xanthane', ""E411 - Gomme d'avoine""]",['Gluten'],4,,,"['FR 76.540.123 CE', 'Rouen (Seine-Maritime, France)']",,,,,,,,
1094,bœuf charolais aux saveurs des îles,3760238170162,,['France'],[],[],?,142,594 kj(142 kcal),6,5,7,4,14,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Déliss' de Volaille,3760238430013,,['France'],[],[],?,142,594 kj(142 kcal),"7,9","2,6","3,6","0,4",14,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Cachir - Arabi,3760238430082,['Arabi'],['France'],[],[],?,216,904 kj(216 kcal),"5,5","4,3","4,3","0,5","11,2","2,2","0,88",,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Saucisson gout fumé - Arabi,3760238430365,['Arabi'],['France'],[],[],?,213,891 kj(213 kcal),"16,2","5,26","5,5","0,9","11,3","2,1","0,84",,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Crousty Nuggets - Arabi,3760238430594,['Arabi'],['France'],"['Filet de poulet reconstitué traité en salaison 67% : filet de poulet 60 % peau de poulet', 'eau', 'arômes naturels', 'chapelure ', 'blé', 'fibre de pousse de bambou', 'sel', ' Panure 33 % : farine de blé', 'sel', 'levure', 'matière grasse végétale', 'émulsifiant E 472 e', 'pomme de terre déshydratée', 'huile de tournesol']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,270,1130 kj(270 kcal),"18,7",4,12,"0,57","13,9","0,975","0,39",D,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']","['Halal', 'en:palm-oil-free', 'A Votre Service']",,18.7 g,en quantité modérée,4 g,en quantité modérée,0.57 g,en faible quantité,0.975 g,en quantité modérée,,+22%,+22%,+68%,+92%,-25%,-55%,+2%,-17%,-17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",['Gluten'],4,,,,4,+6%,C,+6%,,,,
1099,Cheesy balls - Arabi,3760238430648,['Arabi'],['France'],"['Viande séparée mécaniquement de volaille reconstituée traitée en salaison 78% : viande séparée mécaniquement de volaille 70 %', 'peau de poulet', 'eau', 'protéines de soja', 'dextrose', 'fibres de blé', 'arômes anti-oxygène : érythorbate de sodium', 'glutamate de sodium', 'fromage fondu 30% ', 'amidon modifié', 'lactosérum', 'sels de fonte : E339', 'E452', 'tara ', ' sel', 'arôme naturel laitier', ' Panure 22% : farine de blé', 'farine complète blé', 'huile de tournesol', ' Contient : blé', 'céréales contenant du gluten', 'soja', 'lait et produits laitiers', ' Sans huile de palme']","['Non végétalien', 'Non végétarien']",?,311,1301 kj(311 kcal),"20,3","7,2","22,8","1,72","10,3","2,1","0,84",,,"['Produits panés', 'Fromages panés']","['Halal', 'Sans huile de palme', 'A Votre Service']",,20.3 g,en quantité élevée,7.2 g,en quantité élevée,1.72 g,en faible quantité,2.1 g,en quantité élevée,,+3%,+5%,+21%,-11%,+9%,-42%,-19%,+58%,+58%,,,,,,,,"['E316 - Érythorbate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']",4,,,,18,+32%,D,+32%,,,,
1100,Cheesy balls - Arabi,3760238430648,['Arabi'],['France'],"['Viande séparée mécaniquement de volaille reconstituée traitée en salaison 78% : viande séparée mécaniquement de volaille 70 %', 'peau de poulet', 'eau', 'protéines de soja', 'dextrose', 'fibres de blé', 'arômes anti-oxygène : érythorbate de sodium', 'glutamate de sodium', 'fromage fondu 30% ', 'amidon modifié', 'lactosérum', 'sels de fonte : E339', 'E452', 'tara ', ' sel', 'arôme naturel laitier', ' Panure 22% : farine de blé', 'farine complète blé', 'huile de tournesol', ' Contient : blé', 'céréales contenant du gluten', 'soja', 'lait et produits laitiers', ' Sans huile de palme']","['Non végétalien', 'Non végétarien']",?,311,1301 kj(311 kcal),"20,3","7,2","22,8","1,72","10,3","2,1","0,84",,,"['Produits panés', 'Fromages panés']","['Halal', 'Sans huile de palme', 'A Votre Service']",,20.3 g,en quantité élevée,7.2 g,en quantité élevée,1.72 g,en faible quantité,2.1 g,en quantité élevée,,+3%,+5%,+21%,-11%,+9%,-42%,-19%,+58%,+58%,,,,,,,,"['E316 - Érythorbate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']",4,,,,18,+32%,D,+32%,,,,
1101,Terrine de volaille - Arabi,3760238430723,['Arabi'],['France'],[],[],?,192,803 kj(192 kcal),12,"3,5","3,6","0,8",17,"1,8","0,72",,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles']",['Halal'],,12 g,en quantité modérée,3.5 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en quantité élevée,,-37%,-36%,-53%,-62%,+102%,+23%,+19%,+17%,+17%,,,,,,,,,,,,,,12,-32%,D,-32%,,,,
1102,Raib - Arabi,3760238432710,['Arabi'],['France'],[],[],?,63,264 kj(63 kcal),"3,5","1,5","4,6",0,"3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Laban grenadine - Arabi,3760238432734,['Arabi'],['France'],[],[],?,93,389 kj(93 kcal),"3,2","1,3",13,"8,8","2,9","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Chicken fried - Arabi,3760238433663,['Arabi'],['France'],[],[],?,321,1343 kj(321 kcal),21,4,11,0,21,"0,91","0,364",,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 89.013.001 CE', 'Appoigny (Yonne, France)']",,,,,,,,
1105,Chicken Crousty - Arabi,3760238433687,['Arabi'],['France'],"['Viande séparée mécaniquement de volaille', 'traitée en salaison 55% viande séparée mécaniquement de volaille 90%', 'eau', 'protéines de soja', 'sel', 'chapelure ', 'farine de blé', 'sel', 'poudre levante: carbonate acide dammonuim E503', 'i', 'fibre ""de pousse de bambou', 'arômes naturels', 'huile végétale ', 'tournesol', 'antiagglomerant ', 'dioxyde de silicium E551', 'amidon de blé', 'gluten de blé', ' Panure 25% : chapelure', 'farine de blé', 'farine de blé complète', 'huile de tournesol', 'Saveur poulet traite en salaison', 'cuit goût fumé 10% : viande séparée mécaniquement de poulet:85%', 'eau', 'fécule de pomme de terre', 'sirop de glucose', 'stabilisants : E450', 'E451', 'protéines de soja', 'sel', 'arômes de fumée', 'antioxydant : E316', 'arômes', 'conservateur : E250', ' Fromage fondu 10%: fromage', 'amidon modifié', 'lactosérum', 'sels de fonte : E339', 'E452', 'tara', 'sel', 'arôme naturel type fromager']","['Sans huile de palme', 'Non végétalien']",?,277,1159 kj(277 kcal),"18,3","4,96","17,1","1,2","11,4","1,5","0,6",D,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']","['Halal', 'en:palm-oil-free', 'A Votre Service']",,18.3 g,en quantité modérée,4.96 g,en quantité modérée,1.2 g,en faible quantité,1.5 g,en quantité modérée,,+25%,+25%,+65%,+138%,+8%,-6%,-16%,+27%,+27%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['E502 - Carbonates', 'E551 - Dioxyde de silicium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']",4,,,,12,+217%,D,+217%,,,,
1106,Sauce dips saveur Cajun,3760238961012,,['France'],[],[],?,527,2205 kj(527 kcal),57,"4,8","5,2","4,3","0,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Saporit gelato,3760239140119,,['France'],[],[],?,200,837 kj(200 kcal),"10,1","6,9","24,4","24,3","2,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Glace bio à la pistache avec sauce au cacao - Saporit,3760239140331,['Saporit'],['France'],"['lait écrémé réhydraté*', 'sucre*', 'huile végétale ', 'huile de noix de coco', ' sauce au cacao 8% ', 'lait écrémé réhydraté*', 'sucre*', 'sirop de glucose*', 'lactose et protéines de lait*', 'poudre de cacao* 7,9%', 'stabilisant pectine', 'arôme naturel de chocolat', 'pistache* 3%', 'lactose et protéines de lait% stabilisants: gomme de guar*', 'farine de graines de caroube*', ' produit élaboré dans une usine qui utilise autres fruits à coque', 'soya et oeufs']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,205,858 kj(205 kcal),"10,4","7,9","24,4","19,8","3,3","0,1","0,04",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['E440 - Pectines', 'E412 - Gomme de guar', 'E410 - Gomme de caroube']","['Lait', 'Fruits à coque']",4,,,,,,,,,,,
1109,Pizza Parmigiana fromage et aubergines grillées - Saporit - 430g,3760239140508,['Saporit'],['France'],"['Farlne de blé tendre type 55', 'pulpe de tomale 14%', 'mozzarella 13% ', 'lait', 'sel', 'ferments lactiques', 'présure', 'eau', 'aubergines grillées 10%', 'tomates coupées en dés 6%', 'huile de tournesol', 'Parmigiano Reggiano 2% ', 'lait', 'sel', 'présure', ""huile d'olive"", 'farine de blé dur', 'sel', 'dextrose', 'levure mère ', 'farine blé tendre', 'eau', 'origan', 'basilic', 'farine de froment malté', 'levure']",['Non végétalien'],872,?,872 kj(208 kcal),"7,6",,"25,5",,8,,,,430 g,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",['Garnie à la main'],['Italie'],7.6 g,en quantité modérée,,,,,,,-8%,,-7%,-8%,,-4%,,-17%,,,,,,,,,,,"['Gluten', 'Lait']",4,"['Surgelé', 'Carton', 'Plastique']",['Italie'],['IT U8681 CE'],,,,,Pizza Parmigiana fromage et aubergines grillées,['Leclerc'],,
1110,Tagliatelles Aux ?ufs Frais - La Selection Des Compttoirs,3760239180085,['La Selection Des Compttoirs'],['France'],"['semoule supérieure de blé dur*', 'œufs frais* ', ""220 g d'œufs frais par kilo de semoule"", 'soit 21%', "" *Issus de l'Agriculture Biologique"", ' Ingredientes : sêmola superior de trigo duro*', 'ovos frescos* ', '220g de ovos frescos por quilo de sêmola', 'ou seja 21%', ' *Provenientes da Agricultura Biolôgica? Responsable de mise sur le marché / Service consommateurs Distribuido por / Serviço no consumido']",['Non végétalien'],?,382,1598 kj(382 kcal),3,"0,8","73,3","2,3",14,"0,2","0,08",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Œufs'],,,,,,,,,,,,
1111,Coquillettes Aux oeufs Frais,3760239180092,,['France'],[],[],?,382,1598 kj(382 kcal),3,"0,8","73,3","2,3",14,"0,2","0,08",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Spaghetti Aux ?ufs Frais,3760239180108,,['France'],[],[],?,382,1598 kj(382 kcal),3,"0,8","73,3","2,3",14,"0,2","0,08",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,"Bouillon Aux Légumes - La Selection Des Comptoirs - 66g, 6cubes",3760239180139,['La Selection Des Comptoirs'],['France'],"['sel marin', ""huiles végétales' "", 'beurre de karité* ', ""huile d'olive extra vierge'"", 'miso ', 'soja* ', ""riz'"", 'eau', 'se', 'koii', 'légumes déshydratés* en proportion variable de 9,2% ', 'oignon* ', 'céleri* ', 'carotte* ', 'poireaux* ', 'persil*', 'farine de riz*', 'amidon de mais* ', 'extrait de levure', ' épices*']",[],?,23,96 kj(23 kcal),"0,4","0,2","0,3","0,1","0,1","0,9","0,36",,"66 g, 6 cubes","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de légumes', 'Bouillons cubes', 'Bouillons de légumes déshydratés', 'Bouillons cube de légumes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,-88%,-87%,-96%,-96%,-98%,-98%,-97%,-97%,-97%,,,,,,,,,"['Céleri', 'Soja']",3,['Carton'],,,,,,,,,,
1114,Emmental râpé - La Sélection Des Comptoirs - 200g,3760239180276,['La Sélection Des Comptoirs'],['France'],"['Lait de vache 97,3%', 'antimottant : fécule', 'sel', 'ferments lactiques', ""enzyme coagulante d'origine microbienne"", ""*Issus de l'agriculture biologique*""]",['Non végétalien'],?,387,1619 kj(387 kcal),29,19,2,"0,5",29,"0,7","0,28",C,200 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",['Union européenne'],29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,,+4%,+4%,+0%,-4%,+121%,+24%,+6%,-8%,-8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Lait'],3,"['Sachet', 'Plastique']",,,12,+1%,D,+1%,,,,
1115,Riz rond blanc - La Sélection des Comptoirs - 1kg,3760239180634,['La Sélection des Comptoirs'],['France'],[],[],?,348,1456 kj(348 kcal),"0,7","0,3","78,5","0,4","7,2","0,02","0,008",B,1 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz blanc']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture Italie']",['Italie'],0.7 g,en faible quantité,0.3 g,en faible quantité,0.4 g,en faible quantité,0.02 g,en faible quantité,,+3%,+3%,-16%,+51%,+6%,+75%,-2%,-20%,-20%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,"['Sachet', 'Plastique']",,,-1,,A,,,,,
1116,Bouillon de poule - Sélection des comptoirs,3760239180733,['Sélection des comptoirs'],['France'],[],[],?,4,17 kj(4 kcal),"0,3","0,1","0,3","0,1","0,1","0,98","0,392",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Yaourt Noix de coco,3760239210041,,['France'],[],[],?,94,393 kj(94 kcal),"3,6",2,"11,6","11,6","4,3","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Yaourts à l'abricot - Ferme du Moulinet - 500g (4x125g),3760239210300,['Ferme du Moulinet'],['France'],[],[],?,108,452 kj(108 kcal),"3,2","1,8","16,8","16,4","3,7","0,13","0,052",C,500 g (4x125g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', ""Yaourts à l'abricot""]",,,3.2 g,en quantité modérée,1.8 g,en quantité modérée,16.4 g,en quantité élevée,0.13 g,en faible quantité,,+8%,+8%,+2%,-8%,+20%,+26%,+6%,+15%,+15%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,3,-4%,C,-4%,,,,
1119,La piquette fermière - Ferme Du Moulinet,3760239210607,['Ferme Du Moulinet'],['France'],['lait entier'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,112,469 kj(112 kcal),8,"4,5","5,1","5,1","5,7","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,,,,
1120,Le Lissé Fermier,3760239210614,,['France'],[],[],?,112,469 kj(112 kcal),8,"4,5","5,1","5,1","5,7","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Nohut,3760239450102,,['France'],[],[],?,90,377 kj(90 kcal),"2,2","2,2","9,5","9,5","5,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Basil Seed Drink - Mojjo Royal,3760239450515,['Mojjo Royal'],['France'],"['Eau 72,77%', 'Graine de Basilic 15%', 'Sucre 12%', 'Acide Citrique ', 'E330', ' 0,15%', 'Saveur Pêche ', 'Colorant Naturel', ' 0,05%', 'Gélifiant ', 'E428', ' 0,03%']","['Non végétalien', 'Non végétarien']",?,50,209 kj(50 kcal),0,0,12,12,0,"0,1","0,04",,,"['Boissons', 'Boissons avec sucre ajouté']",,,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.1 g,en faible quantité,,-41%,-44%,-100%,-100%,-39%,-34%,-100%,+167%,+167%,,,,,,,,"['E330 - Acide citrique', 'E428 - Gélatine']",,4,,,,15,+26%,E,+26%,,,,
1123,Basil seed drink,3760239451246,,['France'],[],[],?,100,418 kj(100 kcal),1,1,26,24,1,1,"0,4",,,"['Boissons', 'en:Basil seeds drinks']",,,1 g,en faible quantité,1 g,en faible quantité,24 g,en quantité élevée,1 g,en quantité modérée,,+56%,+56%,+46848%,,+64%,+61%,+6150%,+541%,+541%,,,,,,,,,,,,,,10,+56%,E,+56%,,,,
1124,Basil seed drink - Mojjo Royal,3760239451260,"['Mojjo Royal', 'Basil']",['France'],[],[],?,150,628 kj(150 kcal),0,0,40,37,0,"0,25","0,1",,,['Boissons'],,,0 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,0.25 g,en quantité modérée,,+168%,+161%,-100%,-100%,+254%,+292%,-100%,+502%,+502%,,,,,,,,,,,,,,17,+122%,E,+122%,,,,
1125,Istanbul,3760239453783,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Mélange d'huile vegetale - Bingoil,3760239454049,['Bingoil'],['France'],"['Huile végétale', ""huile de grignons d'olive raffinée"", 'huile ""live extra vierge', 'arôme ', ""d'extrait de plante"", "" Peut antenir des traces d'arachides Peut contenir de l'huile végétale produite a parir de semences génétiquement modifiées"", "" A anservera l'abri de la chaleur et de la lumière""]","[""Pourrait contenir de l'huile de palme""]",?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,['Matières grasses'],,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+13%,-34%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,4,,,,11,-3%,D,-3%,,,,
1127,Huile de colza raffinée,3760239454094,,['France'],[],[],?,900,3766 kj(900 kcal),100,8,0,0,0,0,0,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,100 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+4%,+3%,+12%,-100%,-100%,-100%,-100%,-100%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,5,-1%,C,-1%,,,,
1128,"Castanella Châtaigne, noisettes et cacao",3760239570114,,['France'],[],[],?,249,1042 kj(249 kcal),"6,9","0,9",45,"31,9","2,4","0,02","0,008",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",['Bio'],,6.9 g,en quantité modérée,0.9 g,en faible quantité,31.9 g,en quantité élevée,0.02 g,en faible quantité,,-55%,-55%,-84%,-84%,+137%,+248%,-85%,-94%,-94%,,,,,,,,,,,,,,9,+40%,C,+40%,,,,
1129,Délice de châtaigne,3760239570152,,['France'],[],[],?,212,887 kj(212 kcal),"0,7","0,1","51,6","37,9",1,"0,02","0,008",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Castanella,3760239570176,,['France'],[],[],?,249,1042 kj(249 kcal),"6,9","0,9",45,"31,9","2,4","0,02","0,008",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Brise de chataigne - La Foret Du Puy,3760239570190,['La Foret Du Puy'],['France'],[],[],?,369,1544 kj(369 kcal),"3,91","0,7","78,4","30,1",5,"0,03","0,012",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
