,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,markets,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,brand_owner
34,Creme vanille - Dilea Sans Lactose,5410298086429,,,,['Dilea Sans Lactose'],,,,"['Belgique', 'France']","['Sucre', 'poudre de lait écrémé délactosé', 'amidon modifié de pomme de terre', 'beurre concentré', 'colorant: bêta-carotène', 'arôme']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,102,,427 kj(102 kcal),,"2,5",,"1,6",,"16,7",,"12,5",,"3,1",,"0,075",,"0,03",,,,,,,,,['Sans lactose'],,['Delhaize'],,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E160ai - Bêta-carotène']",,,
35,Pudding chocolat - Dilea - 500g,5410298086436,,500g,,['Dilea'],,,,"['Belgique', 'France']","['Sucre', 'de lait écrémé délactosé', 'amidon modifié de maïs', 'cacao maigre en poudre ', '2%', 'chocolat ', '2%', ' ', 'pâte de cacao', 'sucre émulsifiant: lécithine de soja', 'arôme', 'beurre concentré', 'stabilisant: carraghenane']",['Lait'],['Non végétalien'],4,?,,119,,498 kj(119 kcal),,"2,8",,"1,8",,"19,5",,"15,4",,"3,5",,"0,08",,"0,032",,,,,,,,,['Sans lactose'],,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,
36,Cassonade de candi brune - Candico - 1kg,5410301001104,,1 kg,['Papier'],['Candico'],['Cassonade de candi brune'],,,"['Belgique', 'France']","['Cassonade de candi', ""anti-agglomérant d'origine végétale "", 'glycérol']",,[],4,?,,400,,1674 kj(400 kcal),,0,,0,,"98,4",,"98,4",,0,,0,,0,,,,,,,,,,"['Belgique', 'Merksem']",,,0 g,en faible quantité,0 g,en faible quantité,98.4 g,en quantité élevée,0 g,en faible quantité,14,,D,,['E422 - Glycérol'],,,
37,Coulis fruits rouges,5410302259412,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de fruits rouges']",,,['France'],[],,[],,?,,93,-20%,389 kj(93 kcal),-20%,"0,36",+94%,"0,02",-20%,"19,9",-25%,"19,7",-20%,"0,9",+30%,"0,01",+29%,"0,004",+29%,,,,,,,,,,,,0.36 g,en faible quantité,0.02 g,en faible quantité,19.7 g,en quantité élevée,0.01 g,en faible quantité,0,-100%,B,-100%,,,,
38,Champignons Pieds & Morceaux - Les Vallées d'Or - 400g (230g égoutté),5410305000622,A,400 g (230 g égoutté),['Conserve'],"[""Les Vallées d'Or""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",,,['France'],"['Champignons', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxygène : acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,57,-28%,?,,57 kj(14 kcal),-35%,0,-100%,,,"0,4",-52%,,,"2,5",+11%,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,['Noz'],,0 g,en faible quantité,,,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,
39,Vodka - Smirnoff,5410316442930,C,,"['Bouteille', 'Verre', 'glass-bottle']",['Smirnoff'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,['France'],[],,[],,?,,?,,,,?,,,,?,,,,?,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,
40,Ice - Smirnoff - 275ml,5410316987417,,275 ml,"['Bouteille', 'Verre', 'Capsule', 'Bouteille:verre transparante', 'Bouteille:relief']",['Smirnoff'],"['Boissons', 'Boissons alcoolisées', 'Boissons aromatisées']",['Italie'],,['France'],[],,[],,181,-12%,?,,181 kj(43 kcal),-14%,0,-100%,,,3,-36%,,,0,-100%,,,,,,,,,,,,"['Point Vert', 'Déconseillé aux femmes enceintes']",,['Super U'],,,,,,,,,,,,,,,boisson alcoolisée aromatisée gazéifiée à base de vodka Smirnoff et de boisson fermentée,,
41,Smirnoff Ice Bottle 275ML,5410316992060,,,,['Smirnoff'],,,,['France'],[],,[],,?,,0,,0 kj(0 kcal),,0,,0,,2,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Confiture abricots - Wright watchers,5410318386010,B,,,['Wright watchers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,['France'],"['de atraitdefruits', 'gélifiant: pectine ', "" régulateur d'acidité citrate de tricalcium Priparéav{5Cg de fruits Pour 4008 Teneur totale en sucre: WEIGHT WATCHERS on foods and registeréa:trademark of WW Foods"", 'LLC WEICHT WATCHERS for services and ProPoints tered,trademarks of Welght Watchers téSerVe?Ceproduceerd voo?J eche', ""enondéhlicentie van f sous licencede latchers International' Inc ln inurstu re""]",,[],4,?,,162,-26%,678 kj(162 kcal),-26%,"0,1",-56%,0,-100%,"40,3",-24%,"34,2",-32%,"0,3",-40%,0,-100%,0,-100%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,0.1 g,en faible quantité,0 g,en faible quantité,34.2 g,en quantité élevée,0 g,en faible quantité,8,-11%,C,-11%,['E440 - Pectines'],,,
43,Sauce Andalouse - Weight Watchers - 250ml,5410318493015,D,250 ml,"['Flacon', 'Plastique']",['Weight Watchers'],"['Epicerie', 'Sauces', 'Sauces andalouses']",,,['France'],"['Eau', 'huile de colza 28%', 'purée de tomates', 'sucre', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'curcuma', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidon modifié', 'épices ', 'contient moutarde', 'dextrose', 'sel', 'acidifiants : E575', 'E330', 'colorants : E150a', 'E160c', 'E160a', 'arômes ', 'contient E330', 'orge', 'persil', 'conservateur : E200', 'épaississants : E415', 'E412', 'oignon', 'antioxydant : E385']","['Œufs', 'Gluten', 'Moutarde']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,1398,,338,-36%,1398 kj(338 kcal),-37%,"29,5",-45%,"2,6",-38%,"15,3",+88%,"9,8",+66%,"1,4",-25%,"1,5",-20%,"0,6",-20%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,29.5 g,en quantité élevée,2.6 g,en quantité modérée,9.8 g,en quantité modérée,1.5 g,en quantité modérée,13,-27%,D,-27%,"['E14XX - Amidons modifiés', 'E575 - Glucono-delta-lactone', 'E330 - Acide citrique', 'E150a - Caramel E150a', 'E160c - Extrait de paprika', 'E160a - Carotènes mélangés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,,
44,Sauce Tartare - Weight Watchers - 250ml,5410318494012,B,250 ml,"['Flacon', 'Plastique']",['Weight Watchers'],"['Epicerie', 'Sauces', 'Sauces tartare']",,,['France'],"['Eau', 'huile de colza 26%', 'sirop de glucose-fructose', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidon modifié', 'oignon', 'sel', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'curcuma', 'cornichons au jus ', 'cornichons', 'eau', ""vinaigre d'alcool"", 'sel', 'amidon', 'acidifiants : E575', 'E330', 'persil', 'épaississants : E412', 'E415', 'conservateur : E202', 'arômes']","['Œufs', 'Moutarde']",['Non végétalien'],4,1262,-34%,?,,1262 kj(302 kcal),-42%,"27,4",-49%,"2,5",-45%,"12,5",+166%,"1,9",-30%,"1,1",-6%,"2,1",+17%,"0,84",+17%,52.2%,31.5%,7.2%,5.2%,3.1%,0.8%,77,"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', 'Moins 40% de matière grasse']",,['Leclerc'],,27.4 g,en quantité élevée,2.5 g,en quantité modérée,1.9 g,en faible quantité,2.1 g,en quantité élevée,14,-20%,D,-20%,"['E14XX - Amidons modifiés', 'E575 - Glucono-delta-lactone', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
45,Poulet à l'italienne - Maiski,5410333101094,,,['Frais'],['Maiski'],,,,"['Belgique', 'France']",[],,[],,?,,204,,854 kj(204 kcal),,"13,7",,"2,9",,"8,7",,2,,11,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Poulet Croustillant Kip Krokantschnitzel - Maiski,5410333916490,,,,['Maiski'],,,,['France'],[],,[],,?,,180,,753 kj(180 kcal),,"7,9",,"1,9",,"0,2",,"0,2",,18,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Mini Loempias - Mora,5410341972747,,,"['Carton', 'Plastique', 'surgelé']",['Mora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés', 'Plats préparés', ""Plats préparés d'origine végétale"", 'Plats préparés surgelés']",,,['France'],"['Mini loempia : légumes 58 % ', 'chou', 'oignon', 'carotte', 'poireau', 'paprika', 'farine de blé', 'amidon de blé', 'sel', 'huile de tournesol', 'sucre', 'poudre de bouillon ', 'sel', 'exhausteurs de goût: E621 et E631', 'maltodextrine', 'extrait de levure', 'arôme', 'herbes et épices ', 'contient céleri', ""poudre d'ail"", 'poivre', ' Sauce: sucre', 'eau', 'vinaigre', 'ail', 'amidon de maïs modifié piment rouge', 'sel', 'oignon sec', 'amidon de riz', 'acidifiant : acide citrique', 'colorant: capsanthine']","['Céleri', 'Gluten']",[],4,?,,206,+26%,862 kj(206 kcal),+29%,8,+26%,"3,3",+230%,29,+86%,"9,7",+299%,3,-52%,"1,1",+21%,"0,44",+21%,,,,,,,,,,,,8 g,en quantité modérée,3.3 g,en quantité modérée,9.7 g,en quantité modérée,1.1 g,en quantité modérée,11,+4581%,D,+4581%,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E160c - Extrait de paprika']",18 Mini Loempia's,,
48,Kathy Confiserie Sapins 16X200G - Confiserie Kathy,5410346010383,,,,['Confiserie Kathy'],,,,['France'],"['sirop de glucose', 'sucre', 'dextrose,']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,,396,,1657 kj(396 kcal),,"0,2",,"0,1",,"98,8",,69,,"0,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Arôme Chocolat,5410350105358,,,,,,,,['France'],[],,[],,?,,2,,8 kj(2 kcal),,"26,1",,"0,18",,"0,1",,"0,1",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Arôme Fleur D'oranger - Mazaher,5410350151003,,,,,,,,['France'],[],,[],,?,,3,,13 kj(3 kcal),,"0,3",,0,,"0,1",,0,,"0,03",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5410350300241,5410350300241,,,,,,,,['France'],[],,[],,?,,0,,0 kj(0 kcal),,"0,3",,0,,"0,1",,0,,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Mélange de fruits rouges,5410355308822,,,,,,,,['France'],[],,[],,?,,39,,163 kj(39 kcal),,"0,5",,0,,"5,7",,"5,5",,"0,9",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Melange de fruits rouges - Crop's,5410355403725,,,,"[""Crop's""]",,,,['France'],[],,[],,?,,39,,163 kj(39 kcal),,"0,5",,0,,"5,5",,"5,2",,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Haribo Chamallows Cocoballs 1KG - 1kg,5410358200086,,1 kg,,['Haribo'],,,,['France'],[],,[],,?,,386,,1615 kj(386 kcal),,9,,8,,72,,61,,"4,2",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Chamallows Mini-blok Speckies - Haribo,5410358200123,,,,['Haribo'],,,,['France'],[],,[],,?,,333,,1393 kj(333 kcal),,"0,5",,"0,1",,80,,68,,"3,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Chamallows the smurfs - Haribo,5410358452294,,,,['Haribo'],,,,['France'],"['sirop de glucose', ' sucre', 'dextrose', 'eau', 'humectant:sorbitol', 'gélatine', 'arômes', 'colorants: curcumine', 'bleu patenté V']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,333,,1393 kj(333 kcal),,"0,5",,"0,1",,80,,68,,"3,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E428 - Gélatine', 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,,
57,Chamallows - Haribo,5410358454786,,,,['Haribo'],,,,['France'],"['Ingrédients: base de graisses de coco-et de palme en proportion variable,• humectant sorbitol •', 'dextrose', ' arôme']",,[],4,?,,426,,1782 kj(426 kcal),,16,,15,,67,,57,,"3,8",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,['E420 - Sorbitol'],,,
58,Chamallows schtroumpfs - Haribo - 175g,5410358458487,B,175 g,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,,['France'],[],,[],,?,,333,-5%,1393 kj(333 kcal),-6%,"0,5",-85%,"0,1",-95%,80,+5%,68,+6%,"3,5",-3%,"0,02",-65%,"0,008",-65%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,68 g,en quantité élevée,0.02 g,en faible quantité,14,-11%,D,-11%,,,,
59,Haribo,5410358464594,,,,['Haribo'],,,,['France'],[],,[],,?,,333,,1393 kj(333 kcal),,"0,5",,"0,1",,80,,68,,"3,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Chamallows minis - Haribo - 150g,5410358464815,B,150g,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,,"['France', 'Espagne']",[],,[],,?,,333,-5%,1393 kj(333 kcal),-6%,"0,5",-85%,"0,1",-95%,80,+5%,68,+6%,"3,5",-3%,"0,02",-65%,"0,008",-65%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,68 g,en quantité élevée,0.02 g,en faible quantité,14,-11%,D,-11%,,,,
61,Chamallows Mini 1kg - Haribo - 1kg,5410358464853,,1 kg,,['Haribo'],,,,['France'],[],,[],,?,,333,,1393 kj(333 kcal),,"0,5",,"0,1",,80,,68,,"3,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Thon à l'huile d'olive - Imperial,5410363010922,E,,,['Imperial'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",,,['France'],[],,[],,?,,239,-6%,1000 kj(239 kcal),-5%,15,-14%,2,-34%,0,-100%,0,-100%,26,+10%,"1,5",+54%,"0,6",+54%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,15 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,4,-26%,C,-26%,,,,
63,Salade niçoise IMPERIAL,5410363011066,,,,['Imperial'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades nicoises']",,,['France'],[],,[],,?,,81,-7%,339 kj(81 kcal),-9%,"2,5",-42%,"0,4",-21%,"5,6",-1%,"1,1",-18%,"8,3",+26%,"1,3",+25%,"0,52",+25%,,,,,,,,,,,,2.5 g,en faible quantité,0.4 g,en faible quantité,1.1 g,en faible quantité,1.3 g,en quantité modérée,1,,B,,,,,
64,Fondue & Grill - Maïstre & Camous - 100cl,5410363063935,C,100 cl,"['Bouteille', 'Verre']",['Maïstre & Camous'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Mélanges d'huiles""]",['France'],,['France'],[],,[],,3700,+2%,?,,3700 kj(884 kcal),+1%,100,+2%,9,-5%,~ 0,,~ 0,,~ 0,,~ 0,,0,,85.4%,5.5%,3.9%,3.4%,1.7%,0.0%,50,,,,,100 g,en quantité élevée,9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,10,+1%,C,+1%,,Préparation à base d'huiles végétales et d'aromates,,
65,Rostis lutosa aux lardons,5410376477019,B,,,['Lutosa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Rostis', 'Röstis de pommes de terre surgelés', 'Rosti-aux-lardons']",,,['France'],"['Pommes de tere 75%', 'lard fumé 8% ', 'lard', 'sel', 'dextrose', 'arôme naturel', 'arôme de fumée', 'acide citrique', 'macide ascorbique', 'nitrite de sodium', 'huile de tournesol 6', '5%', 'flocons de pommes de terre', 'amidon de pommes de terre', 'fibres de petits pois', 'sel', 'oignon grillé 1%', 'arôme naturel de lard', 'dextrose', 'acide ascorbique']",,"['Non végétalien', 'Non végétarien']",4,?,,174,+5%,728 kj(174 kcal),+7%,"8,5",+17%,"1,5",+13%,20,+4%,"0,6",-24%,"3,1",-1%,1,+2%,"0,4",+2%,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,,,8.5 g,en quantité modérée,1.5 g,en quantité modérée,0.6 g,en faible quantité,1 g,en quantité modérée,6,+76%,C,+76%,"['E330 - Acide citrique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
66,Food service quality - Lutosa,5410376613318,B,,"['Sachet', 'Plastique']",['Lutosa'],"['Surgelés', 'Pommes de terre préfrites surgelées', 'Quartiers de pommes de terre surgelés']",,,['France'],"['Pommes de terre', 'huile de palme', 'amidon modifié de pommes de terre', 'farine de riz', 'sel', 'amidon modifié de tapioca', 'ail lactose ', 'lait', 'persil', 'dextrose', 'poudres à lever ', 'E450i', 'E500i', 'arôme naturel', 'épice', 'épaississant E415 ', 'céleri']","['Céleri', 'Lait']","['Huile de palme', 'Non végétalien']",4,?,,154,+5%,644 kj(154 kcal),+4%,"4,5",-18%,"2,3",+235%,25,+22%,"0,5",+2%,"2,1",-15%,"0,8",+24%,"0,32",+24%,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,['Produits destinés aux professionnels'],,,,4.5 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en quantité modérée,5,+1042%,C,+1042%,"['E14XX - Amidons modifiés', 'E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium', 'E415 - Gomme xanthane']",,['Huile de palme'],
67,Quartiers de Pommes de Terre Bio - Lutosa - 1kg e,5410376613363,,1 kg e,"['Sachet', 'Plastique', 'Surgelé']",['Lutosa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Pommes de terre surgelés']",['Belgium'],,['France'],"['Pommes de terre bio', 'huile de tournesol bio', 'dextrose bio']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,845,+39%,?,,845 kj(202 kcal),+23%,"3,5",-46%,"0,4",-70%,27,+32%,1,+7%,"2,7",+8%,"0,05",-90%,"0,02",-90%,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE', ""À l'huile de tournesol""]",,,,3.5 g,en quantité modérée,0.4 g,en faible quantité,1 g,en faible quantité,0.05 g,en faible quantité,-6,,A,,,Pommes de terre surgelées,,
68,Potato Noisettes,5410376666314,,,,,,,,['France'],[],,[],,?,,179,,749 kj(179 kcal),,8,,"0,6",,27,,1,,"2,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Purée gourmande,5410376715128,,,,,,,,['France'],[],,[],,?,,120,,502 kj(120 kcal),,5,,"2,9",,16,,"0,7",,2,,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Frites allumettes,5410376822604,,,,,,,,['France'],[],,[],,?,,143,,598 kj(143 kcal),,"4,2",,"0,5",,23,,"0,5",,"2,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Fruits de mer en chocolat fourrés praliné - Trefin - 65g,5410381002466,,65 g,['Carton'],['Trefin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Belgique'],,['France'],[],,[],,?,,563,+6%,2356 kj(563 kcal),+7%,36,+12%,21,+21%,54,+3%,53,+12%,"4,9",-17%,"0,1",-35%,"0,04",-35%,,,,,,,,"['EAC', 'Fabriqué en Belgique', 'Sans colorants']",,,,36 g,en quantité élevée,21 g,en quantité élevée,53 g,en quantité élevée,0.1 g,en faible quantité,27,+11%,E,+11%,,,,
72,Couque Au Miel à L'ancienne Avec Sucre Perlé 500G - Vondelmolen,5410383016010,,,,['Vondelmolen'],,,,['France'],[],,[],,?,,329,,1377 kj(329 kcal),,"0,9",,"0,2",,76,,41,,"2,7",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Pain d'epice - Vondelmolen,5410383081612,B,,,['Vondelmolen'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,['France'],[],,[],,?,,307,-9%,1284 kj(307 kcal),-10%,"0,8",-77%,"0,2",-84%,66,-7%,32,-21%,3,-31%,"0,6",+38%,"0,24",+38%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,0.8 g,en faible quantité,0.2 g,en faible quantité,32 g,en quantité élevée,0.6 g,en quantité modérée,7,-50%,C,-50%,,,,
74,Pain d'Épices Toast aux Noix et Figues - Vondelmolen - 150g e,5410383585004,B,150 g e,"['Plastique', 'Carton']",['Vondelmolen'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,['France'],"['Sirop de glucose-fructose', ' farine de seigle', 'figues séchées ', '6 %', 'figues', 'farine de riz', 'noix ', '6 %', 'poudre à lever ', 'carbonate acide de sodium', 'diphosphate disodique', 'caramel', 'cannelle']","['Gluten', 'Fruits à coque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,,316,-6%,1322 kj(316 kcal),-7%,"3,5",+0%,"0,4",-68%,72,+2%,37,-9%,5,+15%,"0,57",+31%,"0,228",+31%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,3.5 g,en quantité modérée,0.4 g,en faible quantité,37 g,en quantité élevée,0.57 g,en quantité modérée,10,-29%,C,-29%,"['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",,,
75,Perle Praliné Gianduja - Desobry - 90g,5410413100023,D,90 g,"['Carton', 'Plastique']",['Desobry'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['Belgique'],['EMB-VVP B-00139'],['France'],"['Chocolat au lait 41,2% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose', 'émulsifiant : lécithine de soja', 'sucre', 'huiles et graisses végétales ', 'palme', 'colza', 'coprah', 'palmiste', 'fourrage noisettes ', 'sucre', 'pâte de noisettes 34%', 'graisses végétales ', 'palmiste', 'palme', 'lait écrémé en poudre', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'farine de blé', 'noisettes caramélisées', 'lait entier en poudre', 'lactosérum', 'noix de coco', 'noisettes', 'arôme naturel', 'oeufs entiers', 'sel', 'poudres à lever ', 'carbonate acide de sodium', 'diphosphate disodique']","['Gluten', 'Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,2285,+10%,548,+11%,2285 kj(548 kcal),+11%,"32,7",+40%,"18,6",+58%,"57,1",-8%,"49,3",+52%,"5,3",-19%,"0,33",-40%,"0,132",-40%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Fabriqué en Belgique'],,['Leclerc'],,32.7 g,en quantité élevée,18.6 g,en quantité élevée,49.3 g,en quantité élevée,0.33 g,en quantité modérée,25,+17%,E,+17%,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",Coeur fondant praliné Gianduja sur biscuit fin,['Huile de palme'],
