,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,generic_name,packaging,additives,allergens,ingredients_origins,markets,traceability_code,link,manufacturing,palm_ingredients
118,Pommes red - Vieux Pointet - 500g,3760198580278,B,['Vieux Pointet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",['France'],"['Origine : France pst Produit : Pomme Variété : Red Calibre : 115/135 Poids Net : 500g CAT Il Tracabilité ', ' AB 2415 A 22 EMB 84054R']",[],,,,,,,?,,?,,,,?,,,,?,,,,?,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,500 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,['France'],,"['EMB 84054R', 'Isle-sur-la-Sorgue (Vaucluse, France)']",,,
119,Raisins secs Golden Choice - Les Délices d'Amandine - 500g,3760198720032,D,"[""Les Délices d'Amandine""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",['France'],"['Ingrédiens: raisins secs', 'huile de tournesol', 'conservateur E220 ', 'anhydride sulfureux']",[],0.49 g,en faible quantité,0.15 g,en faible quantité,60.6 g,en quantité élevée,?,,283,-10%,1184 kj(283 kcal),-10%,"0,49",-15%,"0,15",+7%,"62,4",-14%,"60,6",-3%,"2,09",-26%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,500 g,,0.098 g,en faible quantité,"0,098",+81%,"0,039",+81%,7,+24%,C,+24%,3,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],,,,,,
120,Poudre d'amande,3760198720094,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['France'],[],[],52.5 g,en quantité élevée,3.95 g,en quantité modérée,4.63 g,en faible quantité,?,,590,-5%,2469 kj(590 kcal),-5%,"52,52",-1%,"3,95",-6%,"18,67",+115%,"4,63",+10%,"4,63",-80%,,,,,,,,,,0 g,en faible quantité,0,-100%,0,-100%,11,+97%,D,+97%,,,,,,,,,,,
121,Miel de fleur - Leader Price,3760198720193,B,['Leader Price'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],"[""Mélange de miels de l'UE ct non UE""]",[],0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,?,,330,+11%,1381 kj(330 kcal),+10%,0,-100%,0,-100%,"82,3",+6%,82,+18%,0,-100%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,0 g,en faible quantité,0,-100%,0,-100%,,,,,,,,,,,['Leader Price'],,,,
122,Pistaches - Les Delices D'amandine,3760198720209,,"[""Les Delices D'amandine""]",,['France'],"['Pistaches coque grillées salées Callb Orlglne: Iran PiGS 15217441 _sB Ingtedients: sel', 'acidifiant E330', ' amidon de mais', ' A consommer de préférence']",[],,,,,,,?,,620,,2594 kj(620 kcal),,"52,9",,"5,9",,"19,4",,"5,6",,22,,,,,,,,,,,,,"1,91",,"0,764",,,,,,,,,['E330 - Acide citrique'],,,,,,,
123,Sésame doré - Sonabo - 250g,3760198720315,E,['Sonabo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame']",['France'],['Sésame doré'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,250 g,,,,,,,,,,,,1,,"['Sachet', 'Plastique']",,['Graines de sésame'],,,,,,
124,Épices couscous - Sonabo - 250g,3760198720346,B,['Sonabo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",['France'],"['Piment doux', 'cumin', 'coriandre', 'curcuma', 'farine de maïs', 'dextrose', ""sel et mélange d'épices""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",12.4 g,en quantité modérée,1.7 g,en quantité modérée,17.9 g,en quantité élevée,1608,+45%,382,+69%,1608 kj(382 kcal),+69%,"12,4",+138%,"1,7",+132%,"56,2",+85%,"17,9",+60%,"11,4",+53%,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,250 g,,7.1 g,en quantité élevée,"7,1",-51%,"2,84",-51%,,,,,4,,"['Sachet', 'Plastique']",,,,,,,,
125,Boulgour Eminces De Volaille - Croquez bio,3760198782085,,['Croquez bio'],,['France'],[],[],,,,,,,?,,214,,895 kj(214 kcal),,?,,"10,2",,?,,"23,6",,"6,8",,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,"0,6",,"0,24",,,,,,,,,,,,,,,,
126,Duo de carottes-betteraves crues - BIOFOOD - 160.0g,3760198782092,,['BIOFOOD'],,['France'],"['étape de CAROTTES - BEITERAVES crues carottes* 55%: Betterave 27%: huile de coiza*', 'vinaigre de cidre* ', 'eau', ' graines de vinaigre de cidre', 'se}', ' infusion de citron% sel', ' Poids Net : Lot 146-BII FR_BIO-01 08%6/17 AGRICULTURE IJE/NON IJE A produits issus de t Agricu', 'ture biciogique', 'conditionné sous atmcephere Peut centenf des traces de gluten', 'pcissors: soja', 'ses', 'me', 'moutarde', ' a acque', 'lait', 'ceuf et sulfites', "" Valeur peur • 502 Glucides '""]",['Non végétalien'],,,,,,,?,,120,,502 kj(120 kcal),,"10,7",,"0,7",,"4,6",,"2,2",,"1,4",,,,,,,,,160.0 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,"0,5",,"0,2",,,,,,,,['Barquette en plastique'],,,,,,,,
127,Coleslaw crudités mayonnaise - Croquez Bio - Etape Bio,3760198782115,B,['Croquez Bio - Etape Bio'],"['Plats préparés', 'Entrées', 'Coleslaw']",['France'],"[""Choux' verts 40% carottes' 34%: oignons* rouges mayonnaise "", 'huile végétale*', 'eau', 'jaune d’oeufs*', 'vinaigre', 'moutarde de Dijon', 'sel', ' gomme de Xanthane', ' farine de gua', 'arôme naturei de citron', 'moutarde* ', 'Eau', ' granes de moutarde', ' vinaigre de Cidre*', 'sel', 'sucre', 'sel', ' Peut contenir des traces de poissons', 'soja', 'sesame', 'fruits à coque', 'lait', 'œufs et sulfites']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",11.7 g,en quantité modérée,1.9 g,en quantité modérée,4.7 g,en faible quantité,?,,140,+8%,586 kj(140 kcal),+10%,"11,7",+17%,"1,9",+116%,"7,2",+15%,"4,7",-6%,"1,4",+26%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",0.3 g,en quantité modérée,"0,3",-62%,"0,12",-62%,4,+16%,C,+16%,4,,,['E415 - Gomme xanthane'],"['Œufs', 'Moutarde']",,,,,,
128,sablés pépites de chocolat,3760198800024,,,,['France'],[],[],,,,,,,?,,544,,2276 kj(544 kcal),,32,,22,,57,,25,,"6,5",,,,,,,,,,,,,"0,09",,"0,036",,,,,,,,,,,,,,,,
129,Sablés aux éclats de caramels,3760198800239,,,,['France'],[],[],,,,,,,?,,544,,2276 kj(544 kcal),,33,,21,,56,,26,,"6,7",,,,,,,,,,,,,"0,09",,"0,036",,,,,,,,,,,,,,,,
130,Poires Guyot - Petit Prix - 1kg,3760198970109,,"['Petit Prix', 'SARL La Tour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Poires', 'Poires fraîches', 'Poires Guyot']",['France'],['Poires Guyot'],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,1 kg,"['Catégorie I', 'Catégorie II', 'Point Vert', 'Origine France']",,,,,,,,,,,,poires,"['Barquette', 'Plastique']",,,"['France', 'Cavaillon']",['Auchan'],,,['France'],
131,"California Roll, sans poisson cru - Carrefour",3760199050008,,['Carrefour'],,['France'],[],[],,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,20,,0,,6,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,['Carrefour'],,,,
132,"Cheese Cali Roll, sans poisson cru - Sushy Daily",3760199050039,,['Sushy Daily'],,['France'],"['1116RE01ENTS: Riz vinaigré ', 'vinaigre ', 'vinaigre de blé', 'extrait de riz fermenté', 'extrait de riz et de mais', 'Huile de tournesol', 'Sucre', 'Sel', 'Citron', 'Honteri ', 'sirop de glucose', 'eau', 'extrait de riz fermenté', 'sucrose', 'vinaigre', 'antioxydant ', 'E338', 'acide citrique', 'mélasse de canne', 'avocat', 'surimi 12% ', 'surimi: eau', 'chair de poisson', 'sucre stabilisant: E451', 'eau', 'amidon modifié', 'huile de soja', 'sel', 'extrait de crabe', 'exhausteur de goût E621', 'arômes', 'colorants: E 120', 'E160C', ""blanc d'œuf en poudre"", 'Concombre', 'Spécialité fromagère [fromage', 'protéine dg lait', 'sel fin]', 'sésame', 'Algue', ' Peut contenir des traces de moutarde', 'œuf', 'mollusque', 'Accompagnement: Sauce soja ', 'Eau', 'Graine de soja', 'blé', 'sel']","['Non végétalien', 'Non végétarien']",,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,,0,,,,,,4,,,"['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160c - Extrait de paprika']","['Crustacés', 'Lait', 'Graines de sésame']",,,,,,
133,"Maki Mix, avec poisson cru -",3760199050633,,,"['Plats préparés', 'Sushis et makis', 'Makis']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Ravioli poulet - Sushi Daily,3760199051227,,['Sushi Daily'],,['France'],"['YqûREDlENTS: Légumes 34% ', 'Chou', 'Oignon', ""Gousses d'ail"", 'Farine de blé ', 'Poulet 21,6% p', 'Chapelure ', 'Farine de blé', 'Sel', ' Sucre', 'Huile de Palme', 'Levure', 'Sel', 'Ail', 'Exhausteurs de goût ', 'E621', 'E631', 'Amidon de Maïs', 'sauce soja ', 'Eau', 'soja', 'blé', 'sel', 'Alcool', 'Huile de sesame', 'Gingembre', ' Peut contenir des traces de moutarde', 'œuf', 'poisson', 'mollusques', 'crustacés', 'lait', 'sésame', 'soja', ' Accompagnement: sauce soja ', 'Eau', 'Graine de soja', 'blé', 'sel']",['Huile de palme'],,,,,,,?,,147,,615 kj(147 kcal),,"4,7",,"1,6",,17,,"4,4",,"8,1",,,,,,,,,,,,,1,,"0,4",,,,,,4,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique']","['Gluten', 'Soja']",,,,,,['Huile de palme']
135,Sauce Soja - Sushi Daily,3760199051265,B,['Sushi Daily'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",['France'],"['Eau', 'graines de Soja dégraissées 16%', 'blé', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,?,,77,-30%,322 kj(77 kcal),-30%,0,-100%,0,-100%,"3,2",-82%,"0,6",-95%,10,+56%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,16.9 g,en quantité élevée,"16,9",+41%,"6,76",+41%,5,-55%,C,-55%,3,,,,['Gluten'],,,,,,
136,Verde maki thon mayo -,3760199052880,,,"['Plats préparés', 'Sushis et makis', 'Makis']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Vinaigre de riz - Sushi Daily - 250ml e,3760199054563,B,['Sushi Daily'],"['Vinaigres', 'Vinaigres de riz', 'Mirins']","['France', 'Royaume-Uni']",['Vinaigre de riz'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0.06 g,en faible quantité,0.5 g,en faible quantité,?,,23,-21%,96 kj(23 kcal),-19%,"0,1",+86%,"0,06",+550%,"1,5",-71%,"0,5",-70%,"0,2",-44%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,250 ml e,['Point Vert'],0.4 g,en quantité modérée,"0,4",-21%,"0,16",-21%,,,,,2,,"['Verre', 'Flacon', 'métal']",,,,,,,['Royaume-Uni'],
138,Sushisu - Sushi Daily,3760199054570,,['Sushi Daily'],,['France'],"['Sugar', 'spirit vinegar', 'rice vinegar', 'salt', 'molasses']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,225,,941 kj(225 kcal),,"1,8",,"1,1",,50,,50,,"0,1",,,,,,,,,,,,,"10,3",,"4,12",,,,,,,,,,,,,,,,
139,Mochi Cheesecake Fraise -  - 60g,3760199056864,,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Mochi']",['France'],"['INGREDIENTS : Spécialité fromagère ', '29 %', ' ', 'lait', 'sucre', 'tréhalose', 'eau', 'farine de riz', 'crème fraîche ', 'lait', 'confiture de fraise ', '5 %', ' ', 'sirop de glucose-fructose', 'fraises ', '35 %', 'gélifiant : pectine', ""correcteur d'acidité : acide citrique"", 'citrate de sodium', 'biscuit émietté ', 'farine de blé', 'huile da colza', 'sucre', 'sirop de canne', 'poudres à lever : bicarbonate des sodium', ""bicarbonate d'ammonium"", 'amidon de blé stabilisant ', ""mono et diglycérides d'acides gras"", 'gomme guar', 'farine de graines de caroube', 'gomme de cellulose', 'carraghénanes', 'gousses de vanille en poudre', 'amidon de tapioca', 'sel', 'soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",8.4 g,en quantité modérée,4.9 g,en quantité modérée,32.9 g,en quantité élevée,?,,289,-5%,1209 kj(289 kcal),-6%,"8,4",+109%,"4,9",+248%,"50,6",-23%,"32,9",+10%,"3,6",+42%,,,,,,,,60 g,,0.27 g,en faible quantité,"0,27",+50%,"0,108",+50%,15,+47%,D,+47%,4,,"['Frais', 'Plastique']","['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']",,,,,,
140,Sirop de citron,3760199190056,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron']",['France'],[],[],,,,,,,?,,407,+93%,1703 kj(407 kcal),+90%,0,-100%,0,-100%,82,+57%,82,+66%,0,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans arômes ajoutés']",,,0,-100%,0,-100%,,,,,,,,,,,,,,,
141,Sirop des garrigues,3760199190094,,,,['France'],[],[],,,,,,,?,,388,,1623 kj(388 kcal),,0,,0,,81,,81,,0,,,,,,,,,,"['Bio', 'Sans arômes ajoutés']",,,,,,,,,,,,,,,,,,,,,
142,Sirop Gingembre,3760199190117,,,,['France'],[],[],,,,,,,?,,388,,1623 kj(388 kcal),,0,,0,,81,,81,,0,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
143,Sirop de menthe,3760199190162,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",['France'],[],[],,,,,,,?,,388,+62%,1623 kj(388 kcal),+58%,0,-100%,0,-100%,81,+32%,81,+36%,0,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Sans arômes ajoutés']",,,,,,,,,,,,,,,,,,,,,
144,Sirop de Noël Bio - Cueilleur de Douceurs,3760199191268,,['Cueilleur de Douceurs'],,['France'],"['Sucre de canne* jus de pommes* 35 0% JUS de coings* 6 décoction de cannelle* de gingembre* de badiane* et de muscade* 5 0%', ""* Ingrédients issus de l'agriculture biologique""]",[],,,,,,,?,,395,,1653 kj(395 kcal),,0,,0,,82,,82,,0,,,,,,,,,,['Bio'],,,0,,0,,,,,,,,,,,,,,,,
145,Pastilles Aromatisées aux fruits rouges - La Maison Du Stévia,3760199430251,,['La Maison Du Stévia'],,['France'],"['Edulcorant : Xylitol', 'Steviol', 'Glycosides', 'arôme fruits rouges']",[],,,,,,,?,,250,,1046 kj(250 kcal),,0,,0,,99,,0,,0,,,,,,,,,,,,,0,,0,,,,,,4,,,['E967 - Xylitol'],,,,,,,
146,Sel liquide de table -,3760199506024,B,,"['Epicerie', 'Condiments', 'Sels', 'Sels liquides', 'Sels de table']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,,,,,,,,,,,
147,Melon - Boule d’or,3760199560149,B,['Boule d’or'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons frais']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,,,,,,,,,,,,,,
148,Nymphette - Borderline,3760199620010,,['Borderline'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'purée de fraise', '19%', 'PURÉÈ De goyave ', '9%', 'sucre', 'jus de citron jaune', 'arome NATURel violette', ' SANSCOLORANT', 'SANS CONSÉRVATEUR']",[],0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,?,,37,-56%,155 kj(37 kcal),-58%,0,-100%,0,-100%,9,-55%,8,-56%,0,-100%,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",0 g,en faible quantité,0,-100%,0,-100%,12,+1%,E,+1%,3,,,,,,,,,,
149,Harissa berbere - Nahil,3760199923388,C,['Nahil'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments']",['France'],"['Chili', 'eau', 'sel', 'agent épaississant: amidon de tapioca modifie', ""régulateur d'acidité: acide acétique"", 'conservateur: sorbate de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,0.2 g,en faible quantité,1.1 g,en faible quantité,?,,47,-44%,197 kj(47 kcal),-45%,"0,6",-85%,"0,2",-70%,"1,1",-85%,"1,1",-48%,"1,7",-44%,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,9.9 g,en quantité élevée,"9,9",+204%,"3,96",+204%,,,,,4,,,"['E260 - Acide acétique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
150,Pois chiches,3760199923579,,,,['France'],[],[],,,,,,,?,,95,,397 kj(95 kcal),,0,,0,,11,,"0,5",,"5,7",,,,,,,,,,,,,"0,53",,"0,212",,,,,,,,,,,,,,,,
151,"Huile Vierge De Coco Bio Crue, Pour Une Peau Douce Et Hydratée",3760200010137,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco', 'Huiles vierges de coco']",['France'],[],[],100 g,en quantité élevée,1 g,en faible quantité,1 g,en faible quantité,?,,840,-3%,3515 kj(840 kcal),-3%,100,+2%,1,-99%,1,+6942%,1,+64416%,1,+6942%,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
152,Vinaigre De Coco Bio,3760200010168,,,,['France'],[],[],,,,,,,?,,14,,59 kj(14 kcal),,0,,0,,3,,0,,0,,,,,,,,,,"['Bio', 'Bio européen', 'Sans additifs', 'en:PH-BIO-149']",,,,,,,,,,,,,,,,,,,,,
153,6 oeufs Bio - Les Oeufs Bio de la Ferme de la Cour des Lions - 6unités,3760200840000,C,['Les Oeufs Bio de la Ferme de la Cour des Lions'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Œufs frais', 'Oeufs labellisés biologiques']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,6 unités,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,
154,Canna'sel - Ananda,3760200870106,,['Ananda'],,['France'],"['Ill', ' Composition : Chènevis* Sel de Guérande ', '4 %', ' Sarriette et marjolaine* ', '2 0%']",[],,,,,,,?,,498,,2084 kj(498 kcal),,0,,0,,"3,3",,"2,1",,27,,,,,,,,,,['Bio'],,,"3,2",,"1,28",,,,,,,,,,,,,,,,
155,Pierre zero - Pierre Chavin,3760200893495,,['Pierre Chavin'],['Boissons'],['France'],"['cf hg atums', 'Keep tefti9etated Ainekset']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,29,-48%,121 kj(29 kcal),-50%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,0 g,en faible quantité,0,-100%,0,-100%,5,-35%,C,-35%,,,,,,,,,,,
156,Financiers,3760200920573,D,,"['Biscuits et gâteaux', 'Gâteaux', 'Financiers']",['France'],[],[],22.5 g,en quantité élevée,11.5 g,en quantité élevée,32.5 g,en quantité élevée,?,,450,-0%,1883 kj(450 kcal),-0%,"22,5",-16%,"11,5",-9%,55,+28%,"32,5",+0%,"8,5",+4%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,0.12 g,en faible quantité,"0,12",-64%,"0,048",-64%,22,+1%,E,+1%,,,,,,,,,,,
157,Tisane Agastache anisée,3760200980010,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
158,Huile de colza grillé - Moulin - 1litre,3760201060001,C,['Moulin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,1 litre,,,,,,,,,,,,,,,,,,,,,,
159,Huile vierge de colza grillé - Paul Laurent - 50cl,3760201060018,B,['Paul Laurent'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",['France'],"[""Huile vierge de colza grillé à l'ancienne""]",[],,,,,,,?,,?,,,,?,,,,?,,,,?,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,50 cl,"['Sans OGM', 'Riche en Oméga-3', 'Omega-3', 'Produit artisanal']",,,,,,,,,,,,Huile vierge de colza grillé à l'ancienne,"['Bouteille', 'Verre']",,,['France'],,,,['France'],
160,Salade repas bio - Monbio - 220g,3760201330012,,"['Monbio', 'Nutrinat']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Salades', 'Salades composées', ""Plats préparés d'origine végétale"", 'Réfrigérés', 'Plats préparés réfrigérés']",['France'],"['Riz complet de Camargue précuit* ', '44,9 %', 'lentilles vertes germées précuites* ', '21,2 %', 'échalotes* ', '9 %', 'poivrons rouges* ', '9 %', 'raisins secs*', 'céleri branche* ', 'jus de citron*', 'vinaigre*', 'huile de colza*', ""huile d'olive*"", 'coriandre* ', 'sel', 'curry* curcuma*', 'piment doux*', 'ail*', 'poivre*', "" *Issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",3.2 g,en quantité modérée,0.3 g,en faible quantité,4 g,en faible quantité,?,,139,-15%,582 kj(139 kcal),-13%,"3,2",-50%,"0,3",-70%,22,+41%,4,+65%,"4,2",-32%,,,,,,,,220 g,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",1.2 g,en quantité modérée,"1,2",+32%,"0,48",+32%,1,+326%,B,+326%,3,"Salade Repas - Lentilles Germées, Échalotes, Poivrons Rouges et Sauce Indienne","['Frais', 'barquette plastique', 'fourchette incluse', 'Carton']",,"['Céleri', 'Gluten', 'Moutarde']","['France', 'Union européenne', 'Hors Union Européenne']",,,https://www.nutrinat.fr/,['France'],
