,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,ingredients_origins,nova_score,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_saturated-fat_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,allergens,additives,palm_ingredients,link
1091,"Flanby - Nestlé - 12 * 100g (1,2kg)",3023292222032,,"12 * 100 g (1,2 kg)","['Etui', 'Carton']","['Nestlé', 'Flanby']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés', 'Desserts lactés aux œufs']",,,,,['France'],"['Lait à 1,1 % de matière grasse ', '72,3%', 'sucre ', '8,3%', 'caramel ', '6,0%', ' [sirop de glucose-fructose', 'eau', 'sucre]', 'eau', 'sirop de glucose-fructose', 'poudre de lait écrémé', 'amidon de maïs', 'amidon modifié de maïs', 'épaississants ', 'carraghénanes', 'gomme xanthane', 'pectine', 'arôme vanille', 'colorant ', 'bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",0.8 g,en faible quantité,437,-31%,?,,437 kj(104 kcal),-30%,"0,8",-85%,"20,8",+3%,"3,1",-27%,,,,,,,,"0,5",17,"0,13","0,052",Flan vanille nappé de caramel,,4,17 g,en quantité élevée,-6%,0.5 g,en faible quantité,0.13 g,en faible quantité,3,C,-84%,-11%,-11%,-48%,-48%,['Lait'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E440 - Pectines', 'E160ai - Bêta-carotène']",,
1092,Le Petit Pot de Crème au Chocolat (8 Pots) - La Laitière - 800g (8 * 100g),3023292236015,B,800 g (8 * 100 g),"['Frais', 'Pot', 'Verre', 'Opercule', 'Métal', 'Etui', 'Carton']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Desserts lactés au chocolat', 'Crèmes dessert chocolat', 'Desserts lactés aux œufs']",['Point Vert'],"['Nord', 'Nord-Pas-de-Calais', 'France']","['FR 59.165.030 CE', 'Cuincy (Nord, France)']",['Carrefour'],['France'],"['Lait entier ', '50,6 %', 'eau', 'crème ', '9,8 %', 'chocolat ', '9,2 %', ' [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme]', 'sucre', 'œufs frais ', '4,6 %', 'poudre de lait écrémé', 'poudre de cacao maigre ', '2,2 %', ""blanc d'œufs "", '0,7 %', 'épaississants ', 'E407', 'E460', 'E466', ""correcteur d'acidité "", 'E524']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",10.3 g,en quantité modérée,776,+23%,?,,776 kj(185 kcal),+24%,"10,3",+91%,"18,1",-10%,"4,3",+1%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,"6,5","16,6","0,178","0,071","Dessert lacté aux œufs et au chocolat, cuit au four.",,4,16.6 g,en quantité élevée,-8%,6.5 g,en quantité élevée,0.178 g,en faible quantité,10,C,+111%,+22%,+22%,+75%,+75%,"['Œufs', 'Lait', 'Soja']","['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E524 - Hydroxyde de sodium']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-entremets-cremes
1093,Flanby - Nestlé - 4 * 100g (400g),3023292260034,,4 * 100 g (400 g),"['Etui', 'Carton']",['Nestlé'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",['70\xa0% de lait'],,,,['France'],[],[],0.8 g,en faible quantité,?,,102,-35%,427 kj(102 kcal),-32%,"0,8",-79%,"20,3",-13%,3,-8%,,,,,,,,"0,5","20,8","0,13","0,052",Flan vanille nappé de caramel,,,20.8 g,en quantité élevée,+22%,0.5 g,en faible quantité,0.13 g,en faible quantité,4,C,-78%,-24%,-24%,-28%,-28%,,,,
1094,Roudor au beurre français - St-Michel,3023400020116,C,,,['St-Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']","['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France']",['France'],,,['France'],[],[],27 g,en quantité élevée,?,,513,+3%,2146 kj(513 kcal),+3%,27,+6%,61,+1%,6,+2%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,17,24,"1,27","0,508",,,,24 g,en quantité élevée,-7%,17 g,en quantité élevée,1.27 g,en quantité modérée,25,E,+4%,+45%,+45%,+4%,+4%,,,,
1095,"St Hubert 41 (Doux, Léger & tendre), (38 % MG) - 250g",3023430506000,C,250 g,"['Frais', 'Barquette', 'Plastique 05 (PP)', 'Couvercle', 'Plastique']","['St Hubert', 'St Hubert 41']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', 'Point Vert', 'Eco-Emballages', 'Fabriqué en Lorraine']","['St Hubert - 870 Rue Denis Papin - 54710 Ludres', 'Meurthe-et-Moselle', 'Lorraine', 'France']","['EMB 54328', 'Ludres (Meurthe-et-Moselle, France)']",['Super U'],['France'],"['Babeurre', 'huiles végétales non hydrogénées', 'lait écrémé', 'beurre concentré', 'épaississant : E1422', 'émulsifiants végétaux ', ""mono et diglycérides d'acide gras"", 'E476', 'sel 0', '3 %', ""correcteurs d'acidité "", 'E331', 'acide lactique', 'conservateur : sorbate de potassium', 'arômes', 'colorant : bêta-carotène', '\rContient : lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",38 g,en quantité élevée,?,,370,-21%,1548 kj(370 kcal),-20%,38,-26%,"5,6",+994%,"1,5",+498%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"18,5","2,5","0,508","0,203",Matière grasse à tartiner légère (38 % MG),,4,2.5 g,en faible quantité,+851%,18.5 g,en quantité élevée,0.508 g,en quantité modérée,13,D,+26%,-12%,-12%,+18%,+18%,['Lait'],"['E1422 - Adipate de diamidon acétylé', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E331 - Citrates de sodium', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",,http://www.sthubert.fr/st-hubert-41/
1096,St Hubert 41 léger & tendre 38% MG - 250g,3023430506208,C,250 g,"['Frais', 'Barquette', 'Plastique 05 (PP)', 'Couvercle', 'Plastique']","['St Hubert', 'St Hubert 41']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', 'Point Vert', 'Eco-Emballages', 'Fabriqué en Lorraine']","['St Hubert - 870 Rue Denis Papin - 54710 Ludres', 'Meurthe-et-Moselle', 'Lorraine', 'France']","['EMB 54328', 'Ludres (Meurthe-et-Moselle, France)']",,['France'],"['Babeurre', 'huiles végétales non hydrogénées', 'lait écrémé', 'beurre concentré', 'épaississant ', 'E1422', 'sel de mer ', '1,5 %', 'émulsifiants végétaux ', ""mono et diglycérides d'acides gras"", 'E476', ""correcteurs d'acidité "", 'E331', 'acide lactique', 'conservateur ', 'sorbate de potassium', 'arômes', 'colorant ', 'bêta-carotène', ' Contient : lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",38 g,en quantité élevée,1525,-24%,371,-21%,1525 kj(371 kcal),-21%,38,-26%,"5,6",+994%,"1,5",+498%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"18,5","2,5","1,778","0,711",Matière grasse à tartiner légère (38 % MG),,4,2.5 g,en faible quantité,+851%,18.5 g,en quantité élevée,1.78 g,en quantité élevée,18,D,+26%,+207%,+207%,+64%,+64%,['Lait'],"['E1422 - Adipate de diamidon acétylé', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E331 - Citrates de sodium', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",,http://www.sthubert.fr/st-hubert-41/
1097,Roquefort caves Baragnaudes,3023460020729,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,,,,['France'],[],[],31.7 g,en quantité élevée,?,,361,-2%,1510 kj(361 kcal),-1%,"31,7",-1%,0,-100%,19,-2%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,"22,5",0,"3,7","1,48",,,,0 g,en faible quantité,-100%,22.5 g,en quantité élevée,3.7 g,en quantité élevée,19,E,+1%,+4%,+4%,0%,0%,,,,
1098,Éventails d'or - StMichel - 100g,3023470050112,B,100g,"['boîte en carton', 'sachets fraîcheur']",['StMichel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,['Super U'],['France'],"['farine de blé 57% ', 'sucre', 'lactose et protéines de lait', ""jaune d'oeuf en poudre"", 'huile de coprah non hydrogénée', 'sel', 'lécithine de soja', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",8 g,en quantité modérée,1808,-10%,?,,1808 kj(432 kcal),-9%,8,-62%,79,+23%,9,+38%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,5,35,"1,016","0,406",Gaufrettes,['France'],4,35 g,en quantité élevée,+19%,5 g,en quantité modérée,1.02 g,en quantité modérée,18,D,-50%,+72%,+72%,-9%,-9%,"['Gluten', 'Lait', 'Soja']",['E322i - Lécithine'],,
1099,Roudor - St Michel - 12palets,3023470202016,C,12 palets,"['Plastique', 'Carton']",['St Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Biscuits pur beurre', 'Palets pur beurre']","['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France', 'Pur beurre']",['France'],,,['France'],"['Farine de blé 50 %', 'beurre 31 %', 'œufs de poules élevées en plein air 4,9 %', 'sel', 'poudres à lever ', ""carbonates d'ammonium et de sodium"", 'acide citrique']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",27 g,en quantité élevée,2146,,513,+6%,2146 kj(513 kcal),+5%,27,+14%,61,-0%,6,+0%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,17,24,"1,27","0,508",12 palets pur beurre,,3,24 g,en quantité élevée,-7%,17 g,en quantité élevée,1.27 g,en quantité modérée,25,E,+10%,+97%,+97%,+10%,+10%,"['Œufs', 'Gluten', 'Lait']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E330 - Acide citrique']",,
1100,Savaroises au chocolat - St Michel,3023470209350,D,,"['Sachet', 'Plastique']",['St Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Savaroises']","['Plein air', 'Œufs de poules élevées en plein air']",,,,['France'],[],[],27 g,en quantité élevée,?,,476,+9%,1992 kj(476 kcal),+9%,27,+14%,52,+6%,"4,9",-15%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,17,34,"0,33","0,132",,,,34 g,en quantité élevée,+10%,17 g,en quantité élevée,0.33 g,en quantité modérée,21,E,+114%,-37%,-37%,+14%,+14%,,,,
1101,Madeleines recette de Commercy - ST MICHEL - 300g,3023479000323,B,300g,['Plastique'],['ST MICHEL'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Peu ou pas de sel', 'Plein air', 'Œufs de poules élevées en plein air', 'Sans sel ajouté', 'Sans colorants', 'Sans matière grasse hydrogénée', 'Sans conservateurs', 'en:palm-oil-free']",,,,['France'],"['Farine de blé', 'sucre', 'oeufs frais ', '21%', 'beurre pâtissier ', '20%', 'sirop de glucose-fructose', 'stabilisants : sorbitol et glycérol', 'poudres à lever : diphosphate disodique et carbonate acide de sodium', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",22 g,en quantité élevée,1884,+1%,450,+2%,1884 kj(450 kcal),+2%,22,-4%,56,+6%,6,+6%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"14,5",31,"0,483","0,193",,['France'],4,31 g,en quantité élevée,+13%,14.5 g,en quantité élevée,0.483 g,en quantité modérée,21,E,+109%,-40%,-40%,+14%,+14%,"['Œufs', 'Gluten', 'Lait']","['E420 - Sorbitol', 'E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,
1102,Framboise des Pères Chartreux - Chartreuse - 50cl,3023481041505,E,50 cl,"['Bouteille', 'Verre']",['Chartreuse'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,['France'],,,['France'],"['Framboises', 'sucre', 'alcool']",[],,,?,,?,,,,?,,?,,?,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chartreuse.fr/liqueurs-de-fruits;fiche;14;fr.html
1103,Tisane des frères Chartreux : Mélange de Frère Laurent - Chartreuse,3023482500254,,,,['Chartreuse'],['Boissons'],['Bio'],,,,['France'],['Composition : men th e baie de carvi et anis'],[],0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,,,,,,,,0,0,0,0,,,,0 g,en faible quantité,-100%,0 g,en faible quantité,0 g,en faible quantité,0,B,-100%,-100%,-100%,-100%,-100%,,,,
1104,Abbaye De La Grande Chartreuse Chartreus,3023482500605,,,,,,,,,,['France'],[],[],,,?,,4,,17 kj(4 kcal),,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
1105,Jus de pommes poires,3024002000001,,,,,['Jus de pomme poire'],['Sans conservateurs'],,,,['France'],[],[],2 g,en faible quantité,?,,10,-77%,42 kj(10 kcal),-77%,2,+885%,5,-54%,1,+221%,,,,,,,,1,3,"0,2","0,08",,,,3 g,en faible quantité,-70%,1 g,en faible quantité,0.2 g,en faible quantité,0,B,+1329%,+936%,+936%,-100%,-100%,,,,
1106,3024480700059,3024480700059,,,,,,"['Point Vert', 'Fabriqué en France']",,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Rillettes de Porc Braisé en cocotte (+ 10 % Gratuit) - Bordeau Chesnel - 220g,3024720020503,D,220 g,"['Frais', 'Pot', 'Couvercle', 'Plastique']",['Bordeau Chesnel'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Frais', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,"['Luissier Bordeau Chesnel (LBC) - Rue Léopold Gouloumès - 72470 Champagné', 'Sarthe', 'Pays de la Loire', 'France']","['FR 72.054.002 CE', 'Champagné (Sarthe, France)']",,['France'],"['Viande de porc', 'gras de porc', 'carottes', 'échalote', 'miel', 'sel', 'arôme naturel', 'ail', 'poivre', 'conservateur : ascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",31.5 g,en quantité élevée,1475,-11%,?,,1475 kj(353 kcal),-11%,"31,5",-14%,"0,9",+78%,18,+14%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"12,9","0,8","3,302","1,321",Rillettes de porc,,4,0.8 g,en faible quantité,+135%,12.9 g,en quantité élevée,3.3 g,en quantité élevée,24,E,-9%,+158%,+158%,+23%,+23%,,['E301 - Ascorbate de sodium'],,https://www.bordeau-chesnel.com/bordeau-chesnel/rillettes-de-porc-ra.html
1108,Les Rillettes du Mans - LBC - 1kg,3024720021081,D,1kg,,['LBC'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']",,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Rillettes de Poulet Rôti en cocotte - Bordeau Chesnel - 220g,3024720026819,C,220 g,"['Frais', 'Pot', 'Plastique']",['Bordeau Chesnel'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet', 'Rillettes de poulet rôti']","['Viande Française', 'Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans arômes ajoutés', 'Sans conservateurs', '100\xa0% Volaille']","['Sarthe', 'Pays de la Loire', 'France', ""Yvré L'Evêque""]","['FR 72.386.002 CE', ""Yvré-l'Évêque (Sarthe, France)""]","['Auchan', 'Magasins U', 'Intermarché', 'Carrefour', 'Leclerc']",['France'],"[""Viande de poulet d'origine France 90%"", 'graisse de canard', 'carottes', 'sel', 'miel', ""vinaigre d'alcool"", 'épices', 'plantes aromatiques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",29 g,en quantité élevée,1367,,330,+2%,1367 kj(330 kcal),+1%,29,+2%,"0,5",0%,"16,8",+1%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"9,2","0,5",1,"0,4",Rillettes de poulet rôti en cocotte,['Viande française'],3,0.5 g,en faible quantité,+14%,9.2 g,en quantité élevée,1 g,en quantité modérée,17,D,+4%,-7%,-7%,+3%,+3%,,,,https://www.bordeau-chesnel.com/products
1110,Rillettes de poulet roti - Bordeau Chesnel,3024720026857,D,,,['Bordeau Chesnel'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,,,,['France'],"['viande de poulet ', '79%', 'graisse de canard', 'girolles ', '5%', 'oignons', 'carottes', 'ail', 'arôme naturel', 'sel', 'poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",30.6 g,en quantité élevée,1399,+6%,338,+7%,1399 kj(338 kcal),+5%,"30,6",+10%,< 1,+102%,"14,7",-11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"9,8","< 0,9","1,3","0,52",,,4,0.9 g,en faible quantité,+128%,9.8 g,en quantité élevée,1.3 g,en quantité modérée,18,D,+11%,+9%,+9%,+7%,+7%,,,,
1111,Bordeau Chesnel Rillette De Porc Gourmande Et Légère 150g - 150g,3024720027007,D,150 g,,['Bordeau Chesnel'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,,,,['France'],[],[],,,?,,284,-28%,1188 kj(284 kcal),-28%,?,,?,,"13,9",-12%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"9,6","0,9","0,87","0,348",,,,0.9 g,en faible quantité,+165%,9.6 g,en quantité élevée,0.87 g,en quantité modérée,,,-32%,-32%,-32%,,,,,,
1112,Olives - Les jardins de St Benoît - 340g,3025050190195,B,340g,,['Les jardins de St Benoît'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,,,,['France'],[],[],17.1 g,en quantité modérée,?,,166,-14%,695 kj(166 kcal),-12%,"17,1",-7%,"0,9",-53%,"1,4",+5%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"2,77","0,01","4,27","1,708",,,,0.01 g,en faible quantité,-96%,2.77 g,en quantité modérée,4.27 g,en quantité élevée,14,D,-1%,+22%,+22%,+14%,+14%,,,,
1113,Olives Vertes Dénoyautées - La Colombe - 360g,3025050400058,A,360 g,"['Conserve', 'métal']","['La Colombe', 'Agidra']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['Point Vert'],,,,['France'],"['Olives', 'eau', 'sel', 'E270', 'E330', 'Acidifiant: Acide Citrique E300']",[],15.2 g,en quantité modérée,?,,148,-8%,619 kj(148 kcal),-7%,"15,2",-4%,0,-100%,"0,9",-17%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,2,0,"3,75","1,5",,,3,0 g,en faible quantité,-100%,2 g,en quantité modérée,3.75 g,en quantité élevée,7,C,-20%,+12%,+12%,-40%,-40%,,"['E270 - Acide lactique', 'E330 - Acide citrique']",,
1114,Olives noires à la grecque - La Colombe,3025050800100,,,,['La Colombe'],,,,,,['France'],[],[],,,?,,346,,1448 kj(346 kcal),,"32,2",,"1,1",,"1,9",,,,,,,,,"3,73","0,6","5,95","2,38",,,,,,,,,,,,,,,,,,,,,
1115,Olives Noires à La Grecque La Colombe,3025050800162,,,,['La Colombe'],,,,,,['France'],"['olive noires à la grecque 98%', 'sel', 'huile de colza', 'acidifiant: acide lactique', 'conservateur: potassium']",[],,,?,,332,,1389 kj(332 kcal),,34,,"4,6",,"1,9",,,,,,,,,"3,6","0,6","5,85","2,34",,,,,,,,,,,,,,,,,,,['E270 - Acide lactique'],,
1116,Cornichons,3025051000097,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,['France'],[],[],0.2 g,en faible quantité,?,,70,+159%,293 kj(70 kcal),+174%,"0,2",-32%,"2,8",-19%,"0,9",-11%,,,,,,,,"0,01","0,6","1,82","0,728",,,,0.6 g,en faible quantité,-77%,0.01 g,en faible quantité,1.82 g,en quantité élevée,3,C,-85%,+6%,+6%,+38%,+38%,,,,
1117,Olives vertes farcies amandes,3025051503109,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies aux amandes']",,,,,['France'],[],[],23.1 g,en quantité élevée,?,,235,+12%,983 kj(235 kcal),+12%,"23,1",+16%,"0,2",-92%,"2,5",-33%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"3,23","0,04","3,17","1,268",,,,0.04 g,en faible quantité,-92%,3.23 g,en quantité modérée,3.17 g,en quantité élevée,15,D,+11%,-6%,-6%,+15%,+15%,,,,
1118,Tomates séchées du soleil,3025056098020,,,,,,,,,,['France'],[],[],,,?,,200,,837 kj(200 kcal),,"16,2",,"7,1",,"3,6",,,,,,,,,"1,09","6,9","3,76","1,504",,,,,,,,,,,,,,,,,,,,,
1119,Huile d'olive,3025057000176,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,['France'],[],[],100 g,en quantité élevée,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,10,0,,,,,,0 g,en faible quantité,,10 g,en quantité élevée,,,,,-29%,,,,,,,,
1120,Chocolat Noir à 70% - Klaus - 25g,3025640018069,E,25 g,"['Sachet', 'Plastique']",['Klaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['Point Vert'],,,"['Armée de Terre', 'RCIR']",['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arômes : vanilline']",['Sans huile de palme'],41 g,en quantité élevée,?,,550,-1%,2301 kj(550 kcal),-1%,41,+4%,31,-20%,"8,4",+10%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,26,26,"0,01","0,004",Chocolat Noir 70% de cacao minimum,,4,26 g,en quantité élevée,-18%,26 g,en quantité élevée,0.01 g,en faible quantité,21,E,+13%,-79%,-79%,-1%,-1%,['Soja'],['E322i - Lécithine'],,
