,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,allergens,palm_ingredients
488,Foie gras de canard entier du Sud-Ouest - Delpeyrat - 240g,3067163620084,B,Foie gras de canard entier du Sud-Ouest,240 g,"['Barquette', 'Film', 'Plastique', 'Etui', 'Carton', 'Frais']",['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",['IGP'],['Carrefour'],['France'],"['Foie gras de canard du Sud-Ouest', 'sel', 'poivre', 'conservateur : nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,56.1 g,en quantité élevée,23.6 g,en quantité élevée,0.9 g,en faible quantité,1.28 g,en quantité modérée,2241,+2%,544,+3%,2241 kj(544 kcal),+1%,"56,1",+3%,"23,6",+2%,"2,2",-9%,"0,9",-33%,"7,5",-1%,"1,28",+7%,"0,512",+7%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['France'],,"['France', 'Sud-Ouest']","['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",,
489,Classic - Bloc de foie gras de canard - Delpeyrat - 300g,3067163620411,B,Bloc de foie gras de canard,300 g,"['Plastique', 'Frais']",['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['Carrefour'],['France'],"['Foie gras de canard', 'eau', 'sel', 'Porto', 'Armagnac', 'sucre', 'poivre', 'conservateur : nitrite de sodium', 'antioxydant : ascorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,50 g,en quantité élevée,20.5 g,en quantité élevée,0.9 g,en faible quantité,1.14 g,en quantité modérée,1986,-2%,482,-2%,1986 kj(482 kcal),-3%,50,-1%,"20,5",-5%,"2,1",-1%,"0,9",-32%,"5,9",-4%,"1,14",-7%,"0,456",-7%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['France'],,['France'],"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",,
490,Saumon fumé - Delpeyrat,3067163621227,E,,,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,['Magasins U'],['France'],[],,[],,12 g,en quantité modérée,2.71 g,en quantité modérée,0.44 g,en faible quantité,2.54 g,en quantité élevée,?,,200,+8%,837 kj(200 kcal),+8%,12,+14%,"2,71",+32%,"0,51",+3%,"0,44",+32%,"22,44",+2%,"2,54",-10%,"1,016",-10%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,"['FR 78.664.003 CE', ""Ville-d'Avray (Yvelines, France)""]",,
491,Mousse de Foie de Canard - Anne de Beaulieu - 150g,3067163622088,B,,150 g,['Conserve'],['Anne de Beaulieu'],"['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Mousses salées', 'Mousses de foie gras']",,,['France'],"['Foie gras de canard ', '50%', 'eau', 'foie de poulet', 'oeufs', 'crème', 'Porto', 'sel', 'Armagnac', 'sucre', 'poivre', 'conservateurs : nitrite de sodium', 'ascorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,"['Œufs', 'Lait']",
492,fois gras de canard du sud ouest - delpeyrat,3067163622620,B,,,,['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,['France'],"['Foie gras de canard du Sud-Ouest ', 'Origine: France', 'eau', 'Porto', 'Armagnac', 'sucre', 'poivre', 'conservateur: nitrite de sodium', ' antioxydant : ascorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,50 g,en quantité élevée,21 g,en quantité élevée,0.9 g,en faible quantité,1.1 g,en quantité modérée,?,,482,-2%,2017 kj(482 kcal),-1%,50,-1%,21,-2%,"2,1",-1%,"0,9",-32%,"5,9",-4%,"1,1",-10%,"0,44",-10%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
493,Émincé de saumon fumé - Delpeyrat,3067163623764,E,,,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,['France'],[],,[],,12 g,en quantité modérée,2.71 g,en quantité modérée,0.44 g,en faible quantité,2.54 g,en quantité élevée,?,,200,+8%,837 kj(200 kcal),+8%,12,+14%,"2,71",+32%,"0,51",+3%,"0,44",+32%,"22,44",+2%,"2,54",-10%,"1,016",-10%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,
494,Foie Gras de Canard Entier Sue-Ouest - Delpeyrat,3067163624532,B,,,,['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,['France'],"['Foie gras de canard du Sud-Ouest ', 'Origine France', 'sel', 'poivre', 'conservateur : nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,56.1 g,en quantité élevée,23.6 g,en quantité élevée,0.9 g,en faible quantité,1.25 g,en quantité modérée,?,,544,+6%,2276 kj(544 kcal),+6%,"56,1",+6%,"23,6",+5%,"2,2",-6%,"0,9",-33%,"7,5",+8%,"1,25",+3%,"0,5",+3%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
495,La truite Pyrénées - Delpeyrat,3067163624907,,,,,['Delpeyrat'],,,,['France'],"['Truite arc en ciel ', '97%', 'sel ', '3%']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,,627,,?,,627 kj(150 kcal),,"6,4",,1,,"0,5",,"0,1",,"22,5",,3,,"1,2",,,,,,,,,,,,,,,,,,
496,Le saumon fumé sauvage - Delpeyrat,3067163626710,E,,,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",,,['France'],"['Saumon argenté du Pacifique ', 'Oncorhynchus kisutch', ' ou saumon rouge du Pacifique ', 'Oncorhynchus nerka', '* 97%', 'sel 3%']",,"['Non végétalien', 'Non végétarien']",3,2.3 g,en faible quantité,0.6 g,en faible quantité,0.2 g,en faible quantité,3 g,en quantité élevée,520,-3%,123,-8%,520 kj(123 kcal),-6%,"2,3",-38%,"0,6",-25%,"< 0,2",-59%,"< 0,2",-45%,"25,6",+8%,3,+2%,"1,2",+2%,10,-10%,C,-10%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,
497,Jambon Serrano - Delpeyrat,3067163630458,E,,,,['Delpeyrat'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",['Fabriqué en Espagne'],,['France'],[],,[],,17 g,en quantité modérée,6.3 g,en quantité élevée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,272,+14%,1138 kj(272 kcal),+14%,17,+35%,"6,3",+35%,"0,7",-3%,0,-100%,29,-5%,"4,2",-10%,"1,68",-10%,19,+16%,E,+16%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,
498,Saumon fumé extra - 2 tranches - Delpeyrat,3067163630748,E,,,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,['France'],[],,[],,12 g,en quantité modérée,2.71 g,en quantité modérée,0.44 g,en faible quantité,2.54 g,en quantité élevée,?,,200,+8%,837 kj(200 kcal),+8%,12,+14%,"2,71",+32%,"0,51",+3%,"0,44",+32%,"22,7",+3%,"2,54",-10%,"1,016",-10%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,
499,Bloc de foie gras - Delpeyrat - 500g,3067163631325,B,,500 g,,['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",,,['France'],"['Foie gras de canard du Sud-Ouest*', 'morceaux de foie gras de canard du Sud-Ouest""', '30%', 'eau', 'sel', 'poivre', 'sucre', 'conservateur: nitrite de sodium', 'antioxydant: ascorbate de sodium', ' *Origine : France']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Non végétalien', 'Non végétarien']",3,50 g,en quantité élevée,22 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,?,,480,-2%,2008 kj(480 kcal),-2%,50,-2%,22,0%,2,-10%,"1,2",-5%,"6,6",+4%,"1,5",+20%,"0,6",+20%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,['France'],,,
500,Foie Gras de Canard Entier - Rjunca - 125g,3067163631462,B,,125 g,,['Rjunca'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,['France'],"['FOIE GRAS DE CANARD ', 'France', 'SEL POIVRE']",,"['Non végétalien', 'Non végétarien']",1,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+3%,2276 kj(544 kcal),+3%,56,+3%,24,+3%,"2,2",-8%,"0,9",-32%,"7,5",-0%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
501,Terrine Landaise à l'Ancienne - R. Junca - 180g,3067163631912,,,180 g,"['Bocal', 'Verre', 'métal']",['R. Junca'],"['Produits à la viande', 'Terrines', 'Terrines de porc']","['Point Vert', 'Tréfilage au bronze']",,['France'],"['viande et gras de porc', 'foie de porc', 'eau', 'œufs', 'Armagnac 1', '5%', 'sel', 'arômes naturels', 'sucre', 'poivre', ""purée d'echalote"", 'muscade']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,26 g,en quantité élevée,10 g,en quantité élevée,2.5 g,en faible quantité,1.5 g,en quantité modérée,?,,310,+1%,1297 kj(310 kcal),+2%,26,-2%,10,+2%,8,+300%,"2,5",+296%,11,-24%,"1,5",-3%,"0,6",-3%,18,-3%,D,-3%,,,,,,,,['France'],,['France'],,['Œufs'],
502,Bloc de foie gras de canard du Sud-Ouest - Terres Paysannes,3067163632575,B,,,,['Terres Paysannes'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,['France'],"['Foie Gras de Sud-Ouest', 'morceaux de Foie Gros de Canard du Sud-Ouest ', '30%', 'sel', 'Porto', 'Armagnac', 'poivre', 'sucre', 'conservateur : nitrite de sodium', ' antioxydant : ascorbate de sodium', ' foie gras : origine France']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",[],3,50 g,en quantité élevée,22 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,?,,480,-2%,2008 kj(480 kcal),-2%,50,-1%,22,+2%,2,-6%,"1,2",-10%,"6,6",+8%,"1,5",+23%,"0,6",+23%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
503,Foie gras de canard entier du Sud-Ouest - Terres Paysannes - 300g,3067163632810,B,,300 g,,['Terres Paysannes'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['Sans nitrite de sodium'],,['France'],"['Foie Gras de Canard du Sud-Ouest ', 'Origine : France', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+3%,2276 kj(544 kcal),+3%,56,+3%,24,+3%,"2,2",-8%,"0,9",-32%,"7,5",-0%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
504,Foie gras de canard entier - Terres Paysannes - 300g,3067163632827,B,,300 g,,['Terres Paysannes'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,['France'],"['Foie Gras de canard entier ', 'Origine : France', ' ', 'sel', 'poivre', 'conservateur : nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+3%,2276 kj(544 kcal),+3%,56,+3%,24,+3%,"2,2",-8%,"0,9",-32%,"7,5",-0%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
505,Foie gras de canard entier - Terres Paysannes - 180g,3067163633152,B,,180 g,,['Terres Paysannes'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']","['Sans additifs', 'Sans conservateurs', 'Sans nitrite de sodium']",,['France'],"['Foie Gras de Canard du Sud-Ouest ', 'Origine: France', 'sel', 'poivre', 'sucre', ' SANS ADDITIF', 'NI CONSERVATEUR']",,"['Non végétalien', 'Non végétarien']",3,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+3%,2276 kj(544 kcal),+3%,56,+3%,24,+4%,"2,2",-9%,"0,9",-33%,"7,5",-1%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
506,Le quart tranche - Delpeyrat - 190g,3067163634104,,,190 g,,['Delpeyrat'],,,['Magasins U'],['France'],"['Tranché Quart de jambon Secsueérieur main', ' Séché el', ' des pyrén P tonsommateu']",,[],,,,,,,,,,?,,258,,1079 kj(258 kcal),,"15,2",,"6,9",,"0,8",,"0,5",,"29,5",,"5,06",,"2,024",,,,,,,,,,,,,,,,"['FR 68.100.003 CE', 'Fulleren (Haut-Rhin, France)']",,
507,Crica lait - Chabrior,3067163634203,,,,,['Chabrior'],,,['Intermarché'],['France'],[],,[],,,,,,,,,,?,,450,,1883 kj(450 kcal),,16,,"3,8",,"63,6",,"26,3",,"10,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,
508,Le jambon italien - Delpeyrat,3067163634388,,,,,['Delpeyrat'],,,,['France'],[],,[],,,,,,,,,,?,,261,,1092 kj(261 kcal),,16,,"6,5",,"1,5",,"0,3",,"27,7",,"5,19",,"2,076",,,,,,,,,,,,,,,,,,
509,Le jambon serrano - Delpeyrat - 70g,3067163635002,E,,70 g,,['Delpeyrat'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,['France'],[],,[],,6.6 g,en quantité modérée,2.1 g,en quantité modérée,0.4 g,en faible quantité,3.9 g,en quantité élevée,?,,190,-21%,795 kj(190 kcal),-20%,"6,6",-48%,"2,1",-55%,"0,6",-16%,"0,4",-11%,31,+2%,"3,9",-17%,"1,56",-17%,14,-15%,D,-15%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,
510,Le Tradition - Delpeyrat,3067163635354,B,,,,['Delpeyrat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Baguettes de tradition française']",,,['France'],[],,[],,15.2 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,5.06 g,en quantité élevée,?,,258,+7%,1079 kj(258 kcal),+7%,"15,2",+1167%,"6,9",+4692%,"0,8",-98%,"0,5",-74%,"29,5",+274%,"5,06",+344%,"2,024",+344%,19,+483%,E,+483%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,
511,Saumon fumé islande - Delpeyrat,3067163635903,E,,,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,['France'],[],,[],,11.4 g,en quantité modérée,1.57 g,en quantité modérée,0.2 g,en faible quantité,3.5 g,en quantité élevée,?,,195,+5%,816 kj(195 kcal),+6%,"11,4",+9%,"1,57",-24%,"0,2",-60%,"0,2",-40%,"23,1",+5%,"3,5",+24%,"1,4",+24%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,
512,Magret d'oie aux haricots - Duc de Mestade,3067163636177,,,,,['Duc de Mestade'],,,,['France'],[],,[],,,,,,,,,,?,,123,,515 kj(123 kcal),,"5,2",,"1,8",,"5,3",,"1,5",,12,,1,,"0,4",,,,,,,,,,,,,,,,,,
513,Cassoulet au magret d'oie - Duc de Mestade,3067163636184,,,,,['Duc de Mestade'],,,,['France'],[],,[],,,,,,,,,,?,,123,,515 kj(123 kcal),,"5,2",,"1,8",,"5,3",,"1,5",,12,,1,,"0,4",,,,,,,,,,,,,,,,,,
514,Farine T55 Pigeon - france farine - 5kg,3068110043055,,,5 kg,['sac 5 kg'],['france farine'],,['Fabriqué en France'],,['France'],[],,[],,,,,,,,,,?,,335,,1402 kj(335 kcal),,"1,1",,"0,02",,"70,9",,"0,7",,"8,4",,,,,,,,,,,,,,,,,,,,,,
515,Farine de blé au lin - Francine - 1kg,3068110702273,A,Farine de blé au lin,1kg,"['Sachet', 'Papier']",['Francine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",['Bleu Blanc Cœur'],,['France'],"['farine de blé', 'farine de graines de lin extrudées 5%', 'antioxydant : extrait naturel de romarin']",,[],1,3.4 g,en quantité modérée,0.4 g,en faible quantité,0.8 g,en faible quantité,0.02 g,en faible quantité,1470,+1%,?,,1470 kj(351 kcal),+2%,"3,4",+154%,"0,4",+71%,"66,6",-4%,"0,8",-48%,"10,3",-6%,"0,02",-16%,"0,008",-16%,-5,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,['France'],,['Gluten'],
516,Farine de blé céréales & graines - Francine - 1kg,3068110702297,A,Farine de blé céréales et graines,1 kg,"['Sachet', 'Papier']",['Francine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,['France'],"['Farine de blé', 'graines de pavot', 'farine de maïs toasté', 'graines de lin brun', 'graines de millet', ""malt d'orge"", '\rCéréales 95%', ' Graines 5%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2.9 g,en faible quantité,0.4 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,1457,-0%,?,,1457 kj(348 kcal),+1%,"2,9",+116%,"0,4",+71%,"65,9",-5%,"0,8",-48%,"10,5",-4%,0,-100%,0,-100%,-6,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,['France'],,['Gluten'],
517,Duo de blé  - Francine - 1kg,3068110702303,,,1 kg,['Sachet'],['Francine'],,,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
518,Farine de Blé - Francine - 1kg,3068110702310,A,Farine,1 kg,"['sachet papier', 'Sachet', 'Papier']","['Francine', 'Grands Moulins de Paris']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de blé type T45']",['Blé français'],,['France'],['Farine de_ blé_ type 45'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.3 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,1462,+0%,?,,1462 kj(349 kcal),+1%,"1,3",+20%,"0,2",+3%,72,-1%,"1,5",+5%,10,+2%,0,-100%,0,-100%,-4,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,http://www.francine.com,['France'],,['Gluten'],
519,Farine de Blé - Francine - 1100g,3068110760235,A,Farine de blé,1100g,"['Sac', 'Papier']",['Francine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de blé type T45']",,,['France'],['Farine de blé type 45'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.3 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,1462,+0%,?,,1462 kj(349 kcal),+1%,"1,3",+20%,"0,2",+3%,72,-1%,"1,5",+5%,10,+2%,0,-100%,0,-100%,-4,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,['France'],http://www.francine.com/produit-francine/farine-de-ble-francine,['France'],,['Gluten'],
520,Ma pâte à Pains Burger - Francine - 414g,3068111253279,B,Préparation pour pains spéciaux pour burgers,414 g,"['Carton', 'Sachets']",['Francine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger', 'Préparations pour pains']",,['Cora'],['France'],"['Farine de blé', 'sucre', 'levure', 'lactosérum en poudre ', 'lait', 'sel', 'émulsifiants : E471 - E472e - E491', 'gluten de blé', 'agent de traitement de la farine : acide ascorbique', 'enzyme']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,1.9 g,en faible quantité,1.1 g,en faible quantité,9.8 g,en quantité modérée,1.5 g,en quantité modérée,1445,,341,+2%,1445 kj(341 kcal),+2%,"1,9",-34%,"1,1",+82%,"67,9",+7%,"9,8",+240%,"11,4",+7%,"1,5",+38%,"0,6",+38%,10,+160%,C,+160%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,,,,,"['Gluten', 'Lait']",
521,Ma pâte à Tortillas de Maïs - Francine - 400g,3068111253309,,Préparation pour pâte à tortillas de maïs,400 g,"['Carton', 'Sachet']",['Francine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Préparations pour tortillas']",,['Cora'],['France'],"['Farine de maïs 48% ', ""correcteur d'acidité : E526"", 'farine de blé', 'dextrose', 'sel']",['E526 - Hydroxyde de calcium'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1.2 g,en faible quantité,0.2 g,en faible quantité,4.2 g,en faible quantité,1.5 g,en quantité modérée,1425,-9%,336,-11%,1425 kj(336 kcal),-10%,"1,2",-83%,"0,2",-75%,"71,6",+19%,"4,2",+88%,"7,9",-33%,"1,5",+2339%,"0,6",+2339%,2,,B,,,,,,,,,,,,,['Gluten'],
522,Pain Bastide - Francine - 1kg,3068111401038,,Préparation pour Pain Spécial,1 kg,"['Sachet', 'Papier']",['Francine'],['Préparation pour pain'],['Blé français'],,['France'],"['Farine de blé', 'semoule de blé dur', 'gluten de blé', 'sel', 'levure boulangère sèche 2% ', 'émulsifiant : E491', 'agent de traitement de la farine : acide ascorbique', 'enzymes']","['E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",[],4,1.1 g,en faible quantité,0.2 g,en faible quantité,1.1 g,en faible quantité,1.65 g,en quantité élevée,1436,,?,,1436 kj(343 kcal),+18%,"1,1",,"0,2",,"68,6",,"1,1",,"11,7",,"1,651",+146%,"0,66",+146%,8,,C,,,,,,,,,['France'],,['France'],,['Gluten'],
523,Levure colorée - francine - 40g (4x10g),3068111752369,,Poudre à lever et colorants pour biscuits et pâtisseries,40 g (4x10g),"['Carton', 'Sticks']",['Francine'],"['Additifs alimentaires', 'Colorants alimentaires', 'Levure']",,,['France'],"['farine de blé', 'poudre à lever : E450 ', 'diphosphate', 'E500 ', 'carbonate de sodium', 'colorants : E120 ', 'carmin', 'E141 ', 'complexe cuivre', 'chlorophylle', 'E160a ', ""caroténoïdes d'origine naturelle""]","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E500i - Carbonate de sodium', 'E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E140i - Chlorophylles', 'E160a - Carotènes mélangés', 'E160 - Caroténoïdes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,372,+138%,1556 kj(372 kcal),+113%,"0,5",-72%,"0,1",-78%,89,+235%,17,+494%,"2,8",-70%,"0,34",-89%,"0,136",-89%,,,,,,,,,,,,,,,,['Gluten'],
524,Farine aux légumes verts - Francine - 500g,3068112300125,,,500 g,['Carton'],['Francine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']","['Sans colorants', 'Sans conservateurs']",,['France'],"['farine de blé', 'épinards en poudre', 'petits pois en poudre', 'haricots verts en poudre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.2 g,en faible quantité,0.3 g,en faible quantité,1.8 g,en faible quantité,0.05 g,en faible quantité,337,-78%,?,,337 kj(81 kcal),-79%,"1,2",-83%,"0,3",-63%,"67,2",+11%,"1,8",-19%,"11,8",0%,"0,05",-19%,"0,02",-19%,-9,,A,,,,,,,,,,,,,['Gluten'],
