,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,packaging,ingredients_origins,allergens,markets,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
103,Chocolat noir amandes cranberries Bio - Casino Bio - 150g,3222476919625,D,150 g,"['Casino Bio', 'Casino']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes']","['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar', 'Sans lécithine', 'Max-havelaar-france']",,['France'],"['Sucre de canne* - pâte de cacao* - beurre de cacao* - amandes grillées hâchées* 7% - morceaux de canneberges* 2% - pâte de noisettes grillées*', "" traces d'autres fruits à coque et lait cacao : 55% minimum dans le chocolat * ingrédients issus de l'agriculture biologique"", '  ingrédients conforme aux standards du commerce équitable fairtrade/ max havelaar : sucre de canne', 'beurre de cacao', 'pâte de cacao ', '89% du poids total', "" pour plus d'informations : www"", 'info', 'faitrade', 'net']",,[],3,39 g,en quantité élevée,21 g,en quantité élevée,37 g,en quantité élevée,0 g,en faible quantité,2356,+3%,567,+2%,2356 kj(567 kcal),+2%,39,+2%,21,+8%,43,+6%,37,+6%,"6,7",-20%,0,-100%,0,-100%,20,-7%,E,-7%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,['Fruits à coque'],['Casino'],Chocolat noir aux amandes grillées hachées et morceaux de cranberries (canneberge) issus de l'agriculture biologique et du commerce équitable,,,,,
104,Moutarde de Dijon - Belle France - 200g,3258561140377,A,200 g,['Belle France'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']","['EMB 21200B', ""Couchey (Côte-d'Or, France)""]",['France'],"['eau', 'graines de moutarde*', ""vinaigre d'alcool*"", 'sel', "" *Ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,10.5 g,en quantité modérée,0.6 g,en faible quantité,3.2 g,en faible quantité,5.7 g,en quantité élevée,593,-8%,143,-10%,593 kj(143 kcal),-11%,"10,5",-9%,"0,6",-22%,"3,5",-4%,"3,2",+42%,"7,5",+4%,"5,7",-4%,"2,28",-4%,9,-17%,C,-17%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['France'],"['Bocal', 'Verre', 'couvercle en métal', 'Bocal en verre', 'Capsule en métal']",,['Moutarde'],['Coccinelle'],Moutarde,,https://www.cabf.eu/prestation/produits-belle-france,,,
105,Lait de montagne - Justement bon - 1l,3387271013302,D,1l,['Justement bon'],"['Produits laitiers', 'Laits', 'Produits de montagne', 'Laits de montagne']",,,['France'],['LAIT de vache'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,1.6 g,en faible quantité,0.9 g,en faible quantité,4.5 g,en faible quantité,0.1 g,en faible quantité,?,,46,-10%,192 kj(46 kcal),-10%,"1,6",-25%,"0,9",-31%,"4,7",-2%,"4,5",-5%,"3,2",+0%,"0,1",-7%,"0,04",-7%,-1,-472%,A,-472%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,['Lait'],,,,,,,
106,Leche de coco - Ampro,8850004100792,B,,['Ampro'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,,"['France', 'Espagne']",[],,[],,18 g,en quantité élevée,16 g,en quantité élevée,2 g,en faible quantité,0.04 g,en faible quantité,?,,174,+10%,728 kj(174 kcal),+11%,18,+15%,16,+18%,2,-28%,2,+19%,1,-21%,"0,04",-45%,"0,016",-45%,12,+26%,D,+26%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,['Brique'],,,,,,,,,
107,Farine d'avoine gout cookie - max protein,8425252000745,,,['max protein'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', ""Farines d'avoine""]",,,"['France', 'Espagne']",[],,[],,5.7 g,en quantité modérée,1.1 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,?,,356.60000610352,-3%,1492 kj(356 kcal),-3%,"5,7",-17%,"1,1",-20%,"60,3",+3%,"0,7",-30%,10,-15%,0,-100%,0,-100%,0,,B,,,,,,,,,,,,,,,,,,,
108,Walkers Baked Cheese & Onion - 25g,5000328422633,,25 g,['Walkers'],,"[""À l'huile de tournesol""]",,"['France', 'Royaume-Uni']","['potato flakes', 'starch', 'rapeseed oil', 'cheese & onion seasoning', 'sugar', 'emulsifier ', 'sunflower lecithin', 'sunflower oil', 'colour ', 'annatto', ' cheese & onion seasoning: whey permeate ', 'from milk', 'salt', 'sugar', 'flavouring ', 'contains milk', 'rice flour', 'onion powder', 'acidity regulators ', 'citric acid', 'malic acid', 'whey protein ', 'from milk', 'garlic powder', 'dried cheese ', '0,1%', ' ', 'from milk', 'whey powder ', 'from milk', 'colour ', 'paprika extract', ' \rmade in a factory that also handles: wheat', 'gluten', 'barley', 'soya beans', 'beans', 'celery', 'mustard']","['E322i - Lécithine', 'E160b - Rocou', 'E330 - Acide citrique', 'E296 - Acide malique', 'E160c - Extrait de paprika']",['Non végétalien'],4,,,,,,,,,?,,436,,1824 kj(436 kcal),,"13,6",,"1,3",,"68,6",,"7,6",,"6,7",,"0,94",,"0,376",,,,,,,,,,,,,,['mixed plastic-bag'],,"['Céleri', 'Gluten', 'Lait', 'Moutarde', 'Soja']",,,,,,,
109,Chewing-gum saveur menthe verte - jetgum - 65dragées — 98g,20019402,,65 dragées — 98 g,['Jetgum'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,,['France'],"['édulcorants : xylitol', 'sorbitols', 'maltitols', 'mannitol', 'acésulfame-K', 'sucralose ', ' gomme base', 'arômes', 'épaississant : gomme arabique', ' humectant: glycérol', ' colorant : dioxyde de titane ', ' émulsifiant : lécithines ', 'tournesol', "" agent d'enrobage : cire de carnauba""]","['E967 - Xylitol', 'E420 - Sorbitol', 'E965 - Maltitol', 'E421 - Mannitol', 'E950 - Acésulfame K', 'E955 - Sucralose', ""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E171 - Oxyde de titane', 'E322i - Lécithine', 'E903 - Cire de carnauba']",['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,177,+11%,741 kj(177 kcal),+10%,0,-100%,0,-100%,72,+15%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,['Plastique'],,,['Lidl'],,,,,,
110,Mmm ! Saucisse de Morteau - Auchan - 350g,3596710319626,D,350 g,"['Auchan', 'Mmm!']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']","['IGP', 'Viande-francaise', 'Viande-porcine-francaise']",,['France'],"['Viande de porc ', 'Origine France', 'sel', 'saccharose', 'dextrose', 'poivre', 'ferments', 'conservateur: nitrite de sodium: boyau naturel de porc', ' 107g de viande de porc sont utilisés pour 100g de produit fini']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,28 g,en quantité élevée,11.2 g,en quantité élevée,1 g,en faible quantité,2.24 g,en quantité élevée,?,,324,+2%,1356 kj(324 kcal),+2%,28,+2%,"11,2",+6%,1,+81%,1,+159%,17,+1%,"2,24",+0%,"0,896",+0%,23,+6%,E,+6%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,['Frais'],['France'],,['Auchan'],,,,,,
111,Madeleine cœur abricot - Ker Cadélac,3259426039263,B,,['Ker Cadélac'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,['France'],[],,[],,19 g,en quantité modérée,1.7 g,en quantité modérée,29 g,en quantité élevée,0.8 g,en quantité modérée,?,,408,-7%,1707 kj(408 kcal),-7%,19,-17%,"1,7",-75%,55,+4%,29,+5%,4,-30%,"0,8",-1%,"0,32",-1%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,
112,Soupe Minestrone - Agidra - 74cl,3580282265313,A,74cl,['Agidra'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Plats préparés en conserve', 'Soupes en conserve', 'Soupes de légumes en conserve']","['Point Vert', 'Fabriqué en France']",,['France'],[],,[],,1.7 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,0.6 g,en quantité modérée,?,,47,+42%,197 kj(47 kcal),+46%,"1,7",+68%,"0,2",-41%,"5,9",+36%,"1,2",-18%,"1,4",+64%,"0,6",+5%,"0,24",+5%,2,+72%,B,+72%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['France'],['Bouteille en verre'],,,,,,,,,
113,Fruit Shoot Fruits Rouges - Teisseire - 200ml,50413546,,200 ml,['Teisseire'],"['Boissons', 'Eaux', 'Eaux aromatisées', 'Eaux aromatisées sans sucre ajouté']",['Sans sucre ajouté'],,['France'],"['Eau jus de fruits à base de concentrés ', 'pomme 5%', 'fraise 2%', 'framboise 1%', 'acidifiant ', 'acide citrique', 'arôme naturel de fraise avec autres arômes naturels', ""correcteur d'acidité "", 'citrate de sodium', 'colorant ', 'anthocyanes', 'conservateurs ', 'sorbate de potassium', 'dicarbonate de dimethyle', 'edulcorants ', 'acésulfame K', 'sucralose']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E163 - Anthocyanes', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E242 - Dicarbonate de diméthyle', 'E950 - Acésulfame K', 'E955 - Sucralose']",[],4,0 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,?,,91,+727%,381 kj(91 kcal),+766%,0,,0,,"0,7",-58%,"0,7",-57%,0,-100%,0,-100%,0,-100%,11,+236%,E,+236%,,,,,,,,,['Bouteille'],,,,,,,,,
114,Red.cab.+apple 210Cc - Hak - 180g,8720600331107,,180 g,['Hak'],,,,"['Belgique', 'France']",[],,[],,,,,,,,,,?,,208,,870 kj(208 kcal),,"0,1",,"0,1",,"10,8",,"9,7",,"0,7",,"0,4",,"0,16",,,,,,,,,,,,,,['Bocal'],,,['Delhaize'],,,,,,
115,Croustillant bio saumon poireau -  - 200g,3453020001286,,200 g,,['Preparation-a-base-de-saumon-et-poireau'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],"['Saumon* : 33%', 'crème* ', 'crème de lait*', 'stabilisant : carraghénane', 'eau', 'poireaux* 15,5%', 'farine de blé*', 'flocons de pommes de terre* ', 'pommes de terre*', 'antioxydant : E392 ', 'extrait de romarin*', 'échalotes*', 'beurre*', 'huile de tournesol*', 'sel', 'poivre*']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,16.7 g,en quantité modérée,7.6 g,en quantité élevée,1.5 g,en faible quantité,1 g,en quantité modérée,?,,265,,1109 kj(265 kcal),,"16,7",,"7,6",,"17,4",,"1,5",,"10,7",,1,,"0,4",,14,,D,,,,,,,,,,"['Barquette', 'Plastique']",,"['Poisson', 'Gluten', 'Lait']",,,,,,,
116,Petit Suisse Mand / Ban / Erd 6X50G -,7613269311409,C,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Petits suisses']",,,"['France', 'Suisse']",[],,[],,2.9 g,en faible quantité,1.7 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,?,,116,+6%,485 kj(116 kcal),+8%,"2,9",-45%,"1,7",-51%,18,+181%,15,+153%,"4,5",-43%,"0,1",+2%,"0,04",+2%,3,+846%,C,+846%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,Petits suisses aux fruits aromatisés,,,,,
117,Tandoori boulettes - Isali - 400g,5413110523966,,400 g,['Isali'],"['Plats préparés', 'Boulettes de légumes', 'Plats en sauce']",,['BE B912 EC'],['France'],"['Mélange Sauce 60%: sauce indienne 65% [sauce tomate 38% ', 'tomate', 'carottes', 'poivrons rouges', 'épices', 'eau', 'huile de soja', 'huile de tournesol', 'oignons 6%', 'crème', 'yaourt 3,5%', 'condiments', 'épices 1%', 'noix de cajou 1%', 'pistache 1%', 'coriandre', 'sel', 'sucre', 'vinaigre', 'fécule de pommes de terre', 'colorant: extrait de paprika]', 'boulettes végétariennes 35% ', 'eau', 'protéines végétales ', 'soja', 'gluten de blé', 'pois', 'oignons', 'huile de tournesol', ""blanc d'œufs"", 'pommes de terre', 'amidon modifié de mais', 'purée de tomate', 'arômes', 'sel', 'plantes aromatiques et épices', 'protéines de lait', 'amidon ', 'blé', 'mais', 'dextrose', 'colorant : caramel', ' Accompagnement Boulgour 40%: eau', 'boulgour', 'huile de soja', 'aromates', 'épices', 'sel']","['E160c - Extrait de paprika', 'E14XX - Amidons modifiés', 'E150 - Caramel']",['Non végétalien'],4,9.5 g,en quantité modérée,1.4 g,en faible quantité,2.6 g,en faible quantité,0.9 g,en quantité modérée,?,,168,+4%,703 kj(168 kcal),+5%,"9,5",+33%,"1,4",-39%,"11,8",-12%,"2,6",+25%,"7,5",+7%,"0,9",-5%,"0,36",-5%,0,-100%,B,-100%,,,,,,,,['Belgique'],"['Plastique', 'Sous-vide', 'Carton']",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Monoprix'],"Plat préparé de boulettes végétariennes à la sauce tomate, légèrement épicé, accompagné de boulgour",,,,,
118,Purée de tomates de Provence bio - Auchan - 500g,3596710456635,A,500 g,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",,"['France', 'Espagne']","['purée de tomate de Provence biologique 144 g de tomates pour 100g de produit fini ', '*calcul basé sur un poids moyen de 60g par tomate']",,[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité modérée,0.08 g,en faible quantité,?,,30,-42%,126 kj(30 kcal),-38%,"0,5",-54%,"0,1",-28%,6,+4%,6,+33%,"0,9",-43%,"0,08",-82%,"0,032",-82%,-5,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,['Brique en carton'],,,['Auchan'],,,,,,
119,Mejillones en escabeche - Atlantic Select - 14/18,20249496,D,14/18,['Atlantic Select'],"['Conserves', 'Produits de la mer', 'Mollusques', 'Moules', 'Moules en conserve']",,,"['France', 'Espagne']","['59% Mejillones ', 'Mytilus galloprovincialis', '16% aceite de girasol', '7% vinagre de vino', 'sal y aroma natural']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,14 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,196,+4%,820 kj(196 kcal),+4%,14,+14%,2,+5%,"4,5",+46%,0,-100%,13,-17%,"1,5",+13%,"0,6",+13%,4,-16%,C,-16%,45.9%,19.9%,28.9%,3.5%,0.9%,0.9%,45,,"['Caja', 'Cartón', 'Lata', 'En conserva', 'conserve', 'conserva']",,,,,,,,,
120,Vinaigre De Cidre - Ducros - 25cl,3275920069599,A,25 cl,['Ducros'],"['Vinaigres', 'Vinaigres de cidre']",,,"['France', 'Maroc']","['Vinaigre de cidre ', 'contient sulfites', 'conservateurs: bisulfite de sodium et métabisulfite de potassium']","['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,"['Bouteille', 'Verre']",,['Anhydride sulfureux et sulfites'],,,,,,,
121,Ananas Dégustation 385 G Saveur Passion - St Mamet,3080920991524,,385 g,['St Mamet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Fruits en conserve']","['Végétarien', 'Sans gluten', 'Végétalien', 'Sans huile de palme', 'Non-bio']",,['France'],"['Ananas en morceaux', 'eau', ""jus d'ananas"", ""sucres extraits d'ananas"", 'jus de fruit de la passion', 'arômes naturels', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']","['E300 - Acide ascorbique', 'E330 - Acide citrique']","['Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,241,-10%,57,-17%,241 kj(57 kcal),-15%,0,-100%,0,-100%,13,-14%,10,-27%,"0,4",+3%,0,-100%,0,-100%,-4,,A,,,,,,,,,,,,['Aucun'],,Morceaux d'ananas au sirop léger aromatisé saveur fruit de la passion,,,,,
122,"Pomme gala, calibre 115/150 catégorie 1 - U - 2kg",3256226523947,A,2 kg,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes gala']","['Cultivé en France', 'DEMARCHE FLEG METIERS']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,"['Sachet', 'Frais']",['France'],,['Magasins U'],,,,,,
123,"Yaourt au sucre de canne - U Bio - 4unités, 125g",3256227083198,,"4 unités, 125 g","['U Bio', 'U']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts sucrés', 'Yaourts au sucre de canne']","['Bio', 'Bio européen', 'Lait Français', 'Transformé en France', 'AB Agriculture Biologique', 'en:Lait-francais-french-milk']",,['France'],"['LAIT entier* 90', '5%', 'sucre de canne* 8,5%', 'poudre de LAIT ÉCRÉMÉ*', 'ferments ', 'dont LAIT', "" *ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,3.3 g,en quantité modérée,2.2 g,en quantité modérée,11 g,en quantité modérée,0.1 g,en faible quantité,362,-10%,86,-10%,362 kj(86 kcal),-10%,"3,3",+6%,"2,2",+11%,11,-15%,11,-11%,"3,1",-12%,"0,1",-12%,"0,04",-12%,4,+37%,C,+37%,,,,,,,,['France'],"['Frais', 'Plastique']","['France', 'Hors France']",['Lait'],"['Magasins U', 'Super U']",,,,,,
124,Bloemen Honing - Jumbo,8718452142286,,,['Jumbo'],,,,['France'],['flower honey'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"Original Beef Jerky, High Protein Snack - Mcennedy",20676421,,,['Mcennedy'],"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,,['France'],[],,[],,5 g,en quantité modérée,2 g,en quantité modérée,17.8 g,en quantité élevée,3.3 g,en quantité élevée,?,,280,+5%,1172 kj(280 kcal),+6%,5,+18%,2,+33%,20,+42%,"17,8",+70%,"38,4",-2%,"3,3",-10%,"1,32",-10%,17,+16%,D,+16%,,,,,,,,,,,,,,,,,,
126,Croq'panés blé et saveur champignon - U - 2x 100g,3256227087813,D,2 x 100 g,"['U', 'U Bon & Végétarien']","['Viandes', 'Plats préparés', 'Préparations de viande', 'Produits panés', 'Cordons bleus']","['Sans arômes artificiels', 'en:FSC', 'Transformé en France']",,['France'],"['Préparation à base de protéines végétales 50% : eau', 'protéines de BLE texturées déshydratées 12% ', 'protéines de BLE', 'farine de BLE', 'huile de colza', ""blanc d'OEUF en poudre"", 'amidon modifié', 'vinaigre', 'fibres de BLE ', 'fibres de BLE et de psyllium', 'arôme naturel', ' Enrobage 30% : chapelure ', 'farine de BLE 12%', 'levure', 'sel', 'épices', 'enrobant ', 'eau', 'farine de BLE 5%', 'huiles végétales ', 'tournesol', 'colza', ' Sauce champignon 20% : eau', 'champignons de paris 3%', 'CREME', 'FROMAGE frais', 'arôme naturel ', 'GLUTEN', 'LAIT', 'amidon modifié de manioc', 'épaississants : méthylcellulose et gomme xanthane', 'gélifiants : pectine', 'jus concentré de champignon 0,14%', 'ail', 'sel', 'oignon', ' [ % exprimés sur la totalité du produit] produit Fabriqué dans un atelier qui utilise du poissons', 'mollusques', 'soja et céleri']","['E14XX - Amidons modifiés', 'E461 - Méthylcellulose', 'E415 - Gomme xanthane', 'E440 - Pectines']",['Non végétalien'],4,12 g,en quantité modérée,2.3 g,en quantité modérée,0.7 g,en faible quantité,0.88 g,en quantité modérée,969,+5%,232,+5%,969 kj(232 kcal),+4%,12,-1%,"2,3",-28%,18,+29%,"0,7",-56%,12,-9%,"0,88",-32%,"0,352",-32%,0,-100%,B,-100%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,"['Carton', 'Frais']",,"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Soja']","['Hyper U', 'Magasins U']",,,,,,
127,Lait équitable demi-écrémé - Auchan - 1l.,3596710465330,D,1 l.,['Auchan'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,,['France'],[],,[],,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.09 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-3%,"1,6",-5%,1,-3%,"4,8",+0%,"4,8",+0%,"3,2",-1%,"0,09",-19%,"0,036",-19%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Bouteille'],,,['Auchan'],,,,,,
128,Vinaigre La Main Bleue Cristal 75cl Acidité 7° - 750ml,5410056177925,B,750 ml,['Cristal'],['Vinaigres'],,,"['Belgique', 'France', 'États-Unis']",[],,[],,,,,,,,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,"['Fles', 'Glas']",,,['Delhaize'],,,,,,
129,Tomate de provence - Auchan Bio - 680g,3596710463169,A,680 g,"['Auchan Bio', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']","['Bio', 'Bio européen', 'Nutriscore', 'FR-BIO-01', 'Point Vert', 'Nutriscore A', 'AB Agriculture Biologique', 'en:Agriculture France']",,['France'],['Purée de tomate de Provence biologique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité modérée,0.08 g,en faible quantité,?,,30,-42%,126 kj(30 kcal),-38%,"0,5",-54%,"0,1",-28%,6,+4%,6,+33%,"0,9",-43%,"0,08",-82%,"0,032",-82%,-4,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,['France'],"['Bouteille', 'Verre']",['France'],,['Auchan'],,,,,,
130,Kvarg peach & passion fruit - Nestlé,3023290020869,,,['Nestlé'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Quark']",,,"['France', 'Espagne']",[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,3.1 g,en faible quantité,0.1 g,en faible quantité,?,,58,-44%,243 kj(58 kcal),-44%,"0,2",-94%,0,-100%,"3,4",-70%,"3,1",-70%,11,+69%,"0,1",-14%,"0,04",-14%,-5,-563%,A,-563%,,,,,,,,,,,,,,,,,,
131,Jamon - Delicato,24026864,E,,['Delicato'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,"['France', 'Espagne']",[],,[],,5.1 g,en quantité modérée,2.1 g,en quantité modérée,0.9 g,en faible quantité,1.9 g,en quantité élevée,?,,128,-3%,536 kj(128 kcal),-2%,"5,1",+6%,"2,1",+14%,"0,9",+35%,"0,9",+51%,"19,7",-7%,"1,9",+2%,"0,76",+2%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,
132,Beurre fin demi sel - Belle France - 250g,3258561423074,D,250 g,['Belle France'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,['France'],"['crème de lait pasteurisé', 'sel 2%', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,80 g,en quantité élevée,55 g,en quantité élevée,0.9 g,en faible quantité,1.9 g,en quantité élevée,?,,726,+1%,3038 kj(726 kcal),+1%,80,+1%,55,+2%,"0,9",+21%,"0,9",+46%,"0,7",+3%,"1,9",-8%,"0,76",-8%,27,+2%,E,+2%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,['France'],['Lait'],,,,,,,
