,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,link,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,origin_detail
252,3770001258249,3770001258249,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Cora raclette sans croute,3257986560852,['France'],[],[],?,362,1515 kj(362 kcal),28,18,1,1,26,"1,4","0,56",,,['Cora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Basilic,3411060044489,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Coco Palm,8801105910124,['France'],[],[],?,53,222 kj(53 kcal),0,0,"12,9","12,5","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Lichi Cake,4711878333003,['France'],[],[],?,242,1013 kj(242 kcal),10,1,35,12,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Salami,3268750010305,['France'],[],[],?,385,1611 kj(385 kcal),"33,4","12,9","4,7","4,7","16,5","5,07","2,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Biere Boheme,3760218530191,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Whisky,26009674,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Jouvenceau,3565430001043,['France'],[],[],?,329,1377 kj(329 kcal),27,19,1,"0,5",20,"1,2","0,48",,,,,,"['FR 78.077.001 CE', 'Boissière-École (Yvelines, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Billes aperitives,2006050008339,['France'],[],[],?,251,1050 kj(251 kcal),20,14,"5,3","3,1",12,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Râpé de surimi,3440432013303,['France'],[],[],?,131,548 kj(131 kcal),"4,8","0,9","14,6","4,2","7,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Paccheri,8001250485250,['France'],[],[],?,351,1469 kj(351 kcal),"1,5","0,3",69,"2,9",14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Saint Chinian,3760236893629,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Pain complet bio,3760180020119,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Brassé Végétal Riz Banane Pomme Framboise - Pommette,3250392934378,['France'],[],[],277,65,277 kj(65 kcal),"0,5","< 0,1","14,6","6,7","0,8","0,022","0,009",,,['Pommette'],"['Aliments pour bébé', 'Goûters et desserts pour bébé', 'Desserts au fruit pour bébé']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,,,,,,,,,,,,+13%,+10%,+12%,+31%,-7%,+18%,-38%,+73%,+20%,+20%,,,,,,,,,,,,,,,,,,,
267,1 croissant + 1 pain chocolat - Sans marque - 100g,3602826493362,['France'],"['farine de BLÉ', ' BEURRE 21,8%', 'eau', 'chocolat 5,5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', ' émulsifiant: lécithine de SOJA', 'arôme', ' sucre', 'levure', ' LAIT entier en poudre', 'GLUTEN de BLÉ ', 'sel', ' agent de traitement de la farine : acide ascorbique', ' dorure ', 'ŒUFS,eau']",['Non végétalien'],?,?,,?,,?,,?,,,100 g,['Plastique'],['Sans marque'],"['Snacks', 'Snacks sucrés', 'Viennoiseries']",['Point Vert'],,['Géant Casino'],"['E322i - Lécithine', 'E300 - Acide ascorbique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",['France'],,
268,Optima menopause,3286010050205,['France'],[],[],?,0,0 kj(0 kcal),14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Gâteaux de Lune aux graines de Lotus Blanc (2 jaunes d'oeuf),3364691365341,['France'],[],[],?,413,1728 kj(413 kcal),20,"5,8",50,34,"8,2","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Kumoroll - Thon Curry - Kumo - 300g,3770014502070,['France'],"['Riz vinaigré ', 'riz blanc 22%', 'vinaigre à sushi 7% ', 'sucre', 'vinaigre distillé', 'eau', 'vinaigre de riz', 'sel', 'sirop de fructose', 'mélasse', 'huile de tournesol', 'Thon mayonnaise curry ', 'thon au naturel 10% ', 'thon listao', 'eau', 'sel', 'mayonnaise wasabi 7% ', 'Huile de tournesol', 'moutarde de Dijon ', 'graine de moutarde', 'eau', 'vinaigre', 'sel', 'eau', ""jaune d'œuf"", 'vinaigre', 'jus de citron', 'sel', 'poudre de wasabi ', 'raifort', 'moutarde', 'fécule de tapioca', 'wasabi', 'vinaigre', 'sel', 'jus de citron', 'oignon rouge', 'épices curry japonais ', 'Cannelle casse', 'Cardamome verte', 'Coriandre', 'Cumin', 'Curcuma', 'Noix de muscade', 'Paprika fort', 'Girofle', 'Poivre de la Jamaïque', 'sel fin', 'maïs doux 13% ', 'maïs doux en grains', 'eau', 'sel', 'carotte 10%', 'algue nori']","['Non végétalien', 'Non végétarien']","721,342",171.769530733642,"721,342 kj(171 kcal)","6,537","0,823","22,521","4,388","5,091","0,894","0,358",300 g,"['Packaging papier', 'recyclable']",['Kumo'],"['Snacks', 'Snacks salés', 'Plats préparés', 'Sandwichs', 'Produits sans gluten', 'Plats à base de riz', 'Sushis et makis']","['Sans gluten', 'Sans additifs', 'Sans conservateurs']",,['Carrefour'],,3,6.54 g,en quantité modérée,0.823 g,en faible quantité,4.39 g,en faible quantité,0.894 g,en quantité modérée,+16%,+12%,+14%,+49%,-14%,-5%,+7%,-8%,-39%,-39%,2,-67%,B,-67%,"Roll japonais - Thon cuit, carotte, maïs, mayo curry japonais",,https://kumojustroll.com/nos-recettes,,,,,,,,,"['Œufs', 'Poisson', 'Moutarde']",,,France
271,pain saveur d'automne - Leclerc - 500grammes,2714070015946,['France'],['n/a'],[],?,?,,?,,?,,?,,,500grammes,['Papier'],['Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Pain complet à la farine T150']",,,['Leclerc Tonnerre'],,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,A,42.3%,30.2%,17.6%,8.7%,1.2%,0.0%,96,,['France'],,
272,Orangina rouge -  - 355ml,3665676000524,['France'],"['Eau gazéifiée', 'jus d’orange sanguine et autres agrumes à base de concentrés 12% ', 'orange sanguine 6%', 'orange', 'citron', 'mandarine', 'pamplemousse', 'sucre', 'pulpe 2% ', 'orange', 'mandarine', 'pamplemousse', 'colorants : anthocyanes', 'carmins', ""arômes naturels d'agrumes avec autres arômes naturels"", 'extrait de zeste d’orange']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",162,38,162 kj(38 kcal),0,0,"9,2",9,"0,1","0,01","0,004",355 ml,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",,,,"['E163 - Anthocyanes', 'E120 - Acide carminique']",4,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,+51%,+41%,+40%,-100%,-100%,+36%,+36%,+82%,-28%,-28%,12,+30%,E,+30%,,,,,,,,,,,,,,,
273,RHUBARBE DE FRANCE - Saveurs attitudes,3299430065926,['France'],[],[],?,156,653 kj(156 kcal),"0,1","0,1","37,7","37,7","0,6",,,,,['Saveurs attitudes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,QUETSCHE DE FRANCE - Saveurs attitudes,3299430065902,['France'],[],[],?,162,678 kj(162 kcal),"0,1","0,1","39,1","8,3","0,7",,,,,['Saveurs attitudes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Pâte brisée pur beurre -,3760121214973,['France'],[],[],?,348,1456 kj(348 kcal),13,13,37,"2,2","6,1","0,68","0,272",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes brisées', 'Pâte brisée pur beurre']",,,,,,13 g,en quantité modérée,13 g,en quantité élevée,2.2 g,en faible quantité,0.68 g,en quantité modérée,,-8%,-8%,-31%,+31%,-11%,-1%,-2%,-33%,-33%,17,+5%,D,+5%,,,,C,73.5%,10.3%,4.3%,3.2%,1.9%,7.0%,55,,,,
276,Fleurs d’infusion,3760165216919,['France'],[],[],?,12,50 kj(12 kcal),0,0,"2,9","2,9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Cookie dough premium ice cream,4337185464461,['France'],[],[],?,257,1075 kj(257 kcal),14,"9,3",29,25,"3,5","0,25","0,1",,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Cold brew summer berry & basil flavour infusion - By sainsbury's,00314411,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,"[""By sainsbury's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,edelzwicker - horstaden - 100cl,3322726833302,['France'],[],[],?,?,,?,,?,,?,,,100cl,['Verre'],['Horstaden'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,
280,Raisin Blanc sans pépins,3760129810993,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Assemblage pour Guacamole,3760063331769,['France'],[],[],?,341,1427 kj(341 kcal),1,"0,2","79,1","6,6","10,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Oeufs,3301630149068,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Les milanaises,0217217021388,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Fromage - Areilladou - 60g,3254150009209,['France'],['Lait entier pasteurisé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,"0,026",,?,,?,,,60 g,['Papier plastique'],['Areilladou'],['Produits laitiers'],,"['FR 07.331.001 CE', 'Vals-les-Bains (Ardèche, France)']",['Carrefour'],,1,0.026 g,en faible quantité,,,,,,,,,,-100%,,,,,,,,,,,,['Lait entier collecté en Auvergne-Rhône-Alpes'],,,,,,,,,,,['Laiterie Carrier 07600 Vals-les-Bains'],,
285,Brocoli - Carrefour - 1pièce,3523680441026,['France'],['Brocoli'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,1 pièce,['Plastique'],"['Carrefour', 'Carrefour le marché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Brocolis', 'Légumes frais', 'Brocolis frais']",['Filière qualité Carrefour'],,['Carrefour'],,1,,,,,,,,,,,,,,,,,,,,,,,,,,B,67.2%,0.0%,0.0%,13.2%,18.9%,0.6%,98,,,,
286,Saucisses vienoises - Kerets,7290000319506,['France'],[],[],?,213,891 kj(213 kcal),15,5,6,0,13,12,"4,8",,,['Kerets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Biscottini el cacao,8004735098068,['France'],[],[],?,491,2054 kj(491 kcal),22,"4,8",64,23,"7,6","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Mélange tonus,2600285016604,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Miel du Moulin,3770006547010,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Je sais pas,3587361061293,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Ps4 pro bio,0711719753216,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Jambon Supérieur avec couenne,2273693023610,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon avec couenne', 'Jambon cuit avec couenne', 'Jambon supérieur avec couenne']",,"['EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,
293,La Route des Comptoirs,3760011133254,['France'],[],[],?,?,,?,,?,,?,,,,,['La Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Pain au chocolat,2644763010500,['France'],[],[],?,378,1582 kj(378 kcal),20,13,41,11,"7,2","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Escalope de dinde,2614162012467,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,
296,Manuka honey miel,5400606994126,['France'],[],[],?,?,,?,0,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,
297,La galette charentaise,3760028650256,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Lentilles jaunes bio - Monbio,3322693002701,['France'],[],[],?,315,1318 kj(315 kcal),"1,4","0,2","39,6","3,7","26,1",,,,,['Monbio'],['Lentilles jaunes'],['Bio'],,,,,1.4 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Confiture extra figues aux raisins,3361779998644,['France'],[],[],?,237,992 kj(237 kcal),"0,2","0,1",58,58,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,BEIGNETS - Pasquier,3256540003705,['France'],[],[],?,335,1402 kj(335 kcal),12,"1,7",53,18,"5,9","0,9","0,36",,,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,,12 g,en quantité modérée,1.7 g,en quantité modérée,18 g,en quantité élevée,0.9 g,en quantité modérée,,-6%,-6%,-24%,-51%,+17%,+10%,-7%,+22%,+22%,11,-8%,D,-8%,,,,,,,,,,,,,,,
301,Mouliné de légumes du potager,3580282264996,['France'],[],[],?,38,159 kj(38 kcal),"1,7","0,8","4,6","2,3","0,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Collagen,5600961107883,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Salicornes,3015988877121,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Bar de ceriales,5711070603934,['France'],[],[],?,400,1674 kj(400 kcal),11,8,71,37,4,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Choco,3564706644847,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Bananes,2860194006305,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,felix,8710421007572,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Madeleines moelleuses - St Michel - 1350g,3178530420258,['France'],[],[],?,476,1992 kj(476 kcal),27,"2,5",52,22,"5,7","0,88","0,352",1350 g,,['St Michel'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines natures']",,,,,,27 g,en quantité élevée,2.5 g,en quantité modérée,22 g,en quantité élevée,0.88 g,en quantité modérée,,+9%,+11%,+16%,-61%,+0%,-15%,+1%,+10%,+10%,14,-18%,D,-18%,,,,D,82.9%,9.8%,3.5%,1.9%,1.9%,0.0%,51,,,,
309,Chips,3770006250071,['France'],[],[],?,440,1841 kj(440 kcal),28,"2,6",38,"0,6","6,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,12 œufs frais Malikoeuf,3340710067120,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Saucisson artisanal au porc et sanglier,3760090674822,['France'],[],[],?,403,1686 kj(403 kcal),33,13,"1,5","0,5",27,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Viande hachée,3245415888547,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Pane,8002213005201,['France'],[],[],?,346,1448 kj(346 kcal),"3,6","0,5","60,3","4,4","14,8","1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,JAMBON CUIT CHOIX,0207661028804,['France'],[],[],?,106,444 kj(106 kcal),"2,8",1,"1,1","1,1",19,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Two red gazelles,3429220003016,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Oli D'oliva verge,84001992,['France'],[],[],?,824,3448 kj(824 kcal),"91,5","13,5",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Comté - JuraFlore,2481234038706,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",,,['JuraFlore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['AOP'],,,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
318,Vin de bordeaux,3287145902018,['France'],[],[],?,?,,?,0,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,-100%,,,,,,,,,,,['France'],,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,
319,5410046011222,5410046011222,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Jambon cuit fumé au bois de hêtre - Saint Alby,2205878003964,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,"['Barquette', 'Film en plastique']",['Saint Alby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C']",['DE RP-0300 EG'],,,,4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,-6%,-18%,+49%,-16%,-5%,+2%,+2%,5,-29%,C,-29%,,,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,
321,Infusion Digest' menthe et réglisse,3564884021966,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Chocolate Mini Rolls - Asda,5054781461234,['France'],[],[],?,113,473 kj(113 kcal),10,"1,8","1,9","0,28",0,"0,28","0,112",,"['', '', 'aluminium-bottle']",['Asda'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Biscuit,3260439711107,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,calin0% - yoplait - 500g,02161471,['France'],[],[],88,375,88 kj(375 kcal),"0,2","0,2","14,9","14,9","6,6","0,08","0,032",500g,['Plastique'],['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Guimauve nounours,2608104012332,['France'],[],[],?,406,1699 kj(406 kcal),11,"6,5",74,0,"3,7","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Maresi Vanilla Ice Coffee,90027819,['France'],[],[],?,112,469 kj(112 kcal),"5,3","3,4",12,12,"3,6","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Miel de châtaignier,3770010129097,['France'],[],[],?,?,,?,0,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,
328,Fromage blanc de chèvre,3760016740174,['France'],[],[],?,116,485 kj(116 kcal),8,"5,5","3,9","2,3",7,"0,3","0,12",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,"['FR 18.194.050 CE', 'Rians (Cher, France)']",,,,8 g,en quantité modérée,5.5 g,en quantité élevée,2.3 g,en faible quantité,0.3 g,en quantité modérée,,-65%,-65%,-70%,-69%,+222%,+210%,-66%,-77%,-77%,3,-78%,C,-78%,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,
329,Tagliatelle aux pois chiches - Coquelicot Provence,3760098451425,['France'],[],[],?,268,1121 kj(268 kcal),"1,9","0,3",46,2,13,,,,,['Coquelicot Provence'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Tapenade olives vertes,3760053000637,['France'],[],[],?,156,653 kj(156 kcal),"15,4","2,8","0,1","0,1","1,5","1,8","0,72",,,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,"['EMB 64044', 'Arget (Pyrénées-Atlantiques, France)']",,,,15.4 g,en quantité modérée,2.8 g,en quantité modérée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,-29%,-29%,-29%,-13%,-95%,-74%,-8%,-37%,-37%,10,-26%,C,-26%,,,,C,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,
331,Fruchtjoghurt,20260002,['France'],[],[],?,83,347 kj(83 kcal),"3,4","2,3","9,8","9,4","3,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Cafe,8711000452509,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Roller à Encre Gel Uni-ball Eye 157 Rouge,4902778913963,['France'],[],[],?,130,544 kj(130 kcal),2,1,8,8,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Halls Gum Chewing-gum,7622210939128,['France'],[],[],?,?,,?,,?,,?,,,,,['Halls'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Sauce tomate à la provencale - Sélection des comptoirs,3760239184700,['France'],[],[],?,60,251 kj(60 kcal),3,"0,4","5,6","4,6","1,4","0,9","0,36",,,['Sélection des comptoirs'],,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Sauce tahitienne,3760239184397,['France'],[],[],?,122,510 kj(122 kcal),"8,9",6,"7,5","6,4",24,"1,2","0,48",,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Potato Wedges,26096254,['France'],[],[],?,135,565 kj(135 kcal),"3,4","0,4",23,"0,5","2,7","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Café en grains,3281740001923,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,
