,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,additives,allergens,nova_score,quantity,packaging,manufacturing,traceability_code,ingredients_origins,generic_name,link,palm_ingredients,origin_detail
609,Filet de canard à la provençale,0248405105672,['France'],[],[],?,294,1230 kj(294 kcal),25,"7,3","1,3",1,16,"1,2","0,48",D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,+49%,+98%,+162%,-17%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,25 g,en quantité élevée,7.3 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,+49%,+98%,+200%,+12%,+12%,15,+237%,D,+237%,,,,,,,,,,,,,,
610,Poulet au curry madras,24041039,['France'],[],[],?,157,657 kj(157 kcal),6,"2,7",17,"1,8","8,2","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Latte fresco parzialmente scremato pet,8002517101517,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,3","0,13","0,052",D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,-2%,+2%,-0%,+2%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,-2%,-1%,0%,+18%,+18%,-1,,A,,,,,,,,,,,,,,,
612,Baguette de complet,0209718007220,['France'],[],[],?,425,1778 kj(425 kcal),"2,4","0,3",75,0,21,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Escalope extra-fine de dinde,2614156023295,['France'],[],[],?,110,460 kj(110 kcal),"1,1","0,4",0,0,25,"0,16","0,064",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-9%,-17%,-100%,+9%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,1.1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.16 g,en faible quantité,-9%,-1%,-100%,-71%,-71%,-4,,A,,,,,,,,,,,,,,,
614,Pâte de curry madras,3183811012800,['France'],[],[],?,?,,?,,?,,?,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Bresaola,8032998123807,['France'],[],[],?,175,732 kj(175 kcal),3,1,"0,5","0,5",37,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Tofflets,5900102020348,['France'],[],[],?,158,661 kj(158 kcal),7,"4,5",23,20,1,"0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Jambon blanc,2299006022767,['France'],[],[],?,119,498 kj(119 kcal),4,"1,4","0,6","0,6",21,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Parmigiano reggiano,6018781001509,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Mostaza alemana suave,4006824000901,['France'],[],[],?,109,456 kj(109 kcal),"6,3","0,9","3,5","3,4","5,9","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Huile d’olive,3660181000502,['France'],[],[],?,823,3443 kj(823 kcal),"91,5","12,6",0,0,0,"22,9","9,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Les langues de peille,3526590110341,['France'],[],[],?,483,2021 kj(483 kcal),"20,9",13,67,"38,3","6,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Aceitunas variedad Gordal de Sevilla,8410667021034,['France'],[],[],?,137,573 kj(137 kcal),14,"2,7",0,0,"1,3","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2846150010890,2846150010890,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,
624,Pain pavé multigraines,0203958010507,['France'],[],[],?,297,1243 kj(297 kcal),"5,2","0,8",50,"1,6","9,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Palets orange,8412181420102,['France'],[],[],?,377,1577 kj(377 kcal),19,11,14,"1,1",34,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Deauville,3770002695395,['France'],[],[],?,321,1343 kj(321 kcal),27,18,"0,5","0,5",19,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Dynami’bio,3664571000110,['France'],[],[],?,313,1310 kj(313 kcal),"0,5","0,5","77,9","77,9","0,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,8410909266216,8410909266216,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Granatapfelsyrup,6251136003050,['France'],[],[],?,290,1213 kj(290 kcal),0,0,75,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Sushi,3701292605535,['France'],[],[],?,148,619 kj(148 kcal),"3,9","0,7",21,"0,5","7,1","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Vinaigre balsamic,8033378342986,['France'],[],[],?,240,1004 kj(240 kcal),0,0,55,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,CURCUM’BIO,3760046254870,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Piment Doux Fumé dit Paprika,3500680034489,['France'],[],[],?,282,1180 kj(282 kcal),"12,89","2,1","33,7","19,6","14,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Enfer des Anges Noirs,3441808110459,['France'],[],[],?,512,2142 kj(512 kcal),"33,2",15,"41,3","32,1","8,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Cereal bar - Aptonia,3583787673874,['France'],[],[],?,396,1657 kj(396 kcal),"8,8","2,7",72,27,"5,8","0,65","0,26",,,,,,,,,,,,,,,['Aptonia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Filets de poulet jaune,2228351030967,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Châtaignes d'eau au sirop,8851011117261,['France'],[],[],?,371,1552 kj(371 kcal),0,0,"21,5","16,4","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Bugnes merveilles,3276557252583,['France'],[],[],?,2,8 kj(2 kcal),2,0,5,5,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Confiture de pommes du Roussillon,3760268380036,['France'],[],[],?,250,1046 kj(250 kcal),"0,5","0,1",60,56,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Stringozzi à la truffe d’été,3019898465492,['France'],[],[],?,352,1473 kj(352 kcal),"1,5","0,3",70,3,13,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"Poulet, risotto léger aux poireaux & butternut bio - Seazon",3701456313443,['France'],[],[],?,106,444 kj(106 kcal),2,0,14,1,7,1,"0,4",,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Infusion calme et sérénité,3456300013979,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Confit de figues,33506587953,['France'],[],[],?,927,3879 kj(927 kcal),"0,3","0,1","52,8","51,8","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,10721504,10721504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Saucisse au chou - Mont Charvin - 0.486,2309607004861,['France'],"['Maigre et gras de porc,chouxverts choux blancs', '38%', 'sel fin', 'sel de Guérande', 'épices sucre,ail,conservateur', 'nitrite de sodium', 'ferments', 'Boyaux naturels', 'Fumage naturel']","['Non végétalien', 'Non végétarien']",?,?,,"12,9",,"1,8","1,5","14,1","4,57","1,828",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de foie', 'Saucisses de foie de porc', 'Saucisses aux choux']",,,-33%,-34%,+23%,88.6%,4.9%,1.5%,1.3%,0.8%,2.9%,27,['Mont Charvin'],12.9 g,en quantité modérée,,,1.5 g,en faible quantité,4.57 g,en quantité élevée,,,+38%,+114%,+114%,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,3,0.486,['Plastique'],['France'],"['FR 74.104.001 CE', 'Doussard (Haute-Savoie, France)']",,,http://www.mont-charvin-salaisons.com,,
646,Sauce Parmesan et Truffe noire 2%,3019898468059,['France'],[],[],?,314,1314 kj(314 kcal),30,20,"2,8","2,6","8,2","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Sauce au jus de Truffe noire 2%,3019898468127,['France'],[],[],?,63,264 kj(63 kcal),"5,36","3,66","2,4",1,1,"1,46","0,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Guatemala Douc,3701200403642,['France'],[],[],?,597,2498 kj(597 kcal),47,28,28,28,"8,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Bourgogne,3760025671377,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Sot l'y laisse de dinde,2600014035036,['France'],[],[],?,112,469 kj(112 kcal),"3,2","1,1","0,5","0,5",21,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Préparation de risotto à la Truffe d’été 2%,3019898465348,['France'],[],[],?,1500,6276 kj(1500 kcal),"0,6","0,1",0,0,"6,9","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Préparation à base de miel et de Truffe d’été 3%,3019898465096,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Friarielli foglia a foglia,8015536945086,['France'],[],[],?,25,105 kj(25 kcal),"0,6","0,1",1,"0,5","2,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Sauce Artichaut et Truffe d’été 3%,3019898465157,['France'],[],[],?,170,711 kj(170 kcal),12,"1,8","5,4","2,5","2,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,"Sauce tomate, basilic et Truffe d’été 3%",3019898465164,['France'],[],[],?,414,1732 kj(414 kcal),37,6,13,"5,1",8,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Fleur de Sel,3760199501036,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Sauce Champignons et Truffe Bianchetti 3%,3019898465126,['France'],[],[],?,220,920 kj(220 kcal),20,12,"6,2","2,4","2,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Huile d’olive Truffe noire,3019898465225,['France'],[],[],?,819,3427 kj(819 kcal),91,13,"0,56","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Huile d’olive à la Truffe blanche,3019898465249,['France'],[],[],?,807,3376 kj(807 kcal),90,13,"0,56","0,56","4,56","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Vinaigre Balsamique de Modène aromatisé à la Truffe,3019898465454,['France'],[],[],?,118,494 kj(118 kcal),"0,56","0,16",25,25,"0,5",,,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,-20%,+2167%,-21%,-25%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,0.56 g,en faible quantité,0.16 g,en faible quantité,25 g,en quantité élevée,,,-20%,+3152%,-14%,,,,,,,,,,,,,,,,['Italie'],,,,
661,Huile d’Olive de Truffe Noire 1%,3019898465232,['France'],[],[],?,819,3427 kj(819 kcal),91,13,"0,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Salade de fruits,0272005013129,['France'],[],[],?,52,218 kj(52 kcal),11,"9,6","9,6","0,8","0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Colorant alimentaire en poudre rose poudré,3700392490058,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Huile d’Olive à la Truffe Blanche 1%,3019898465256,['France'],[],[],?,819,3427 kj(819 kcal),91,13,"0,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,8436551470153,8436551470153,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Vinaigre Balsamique de Modène aromatisé,3019898465461,['France'],[],[],?,118,494 kj(118 kcal),"0,5","0,16",25,25,"0,5","0,5","0,2",B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,-20%,+1924%,-21%,-25%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,0.5 g,en faible quantité,0.16 g,en faible quantité,25 g,en quantité élevée,0.5 g,en quantité modérée,-20%,+3152%,-14%,+606%,+606%,,,,,,,,,,,,,,['Italie'],,,,
667,Les tendrefines de dinde,2276703022634,['France'],[],[],?,105,439 kj(105 kcal),"1,4","0,4",23,"0,1",23,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,
668,Amandes à la Truffe Noire 1%,3019898486657,['France'],[],[],?,636,2661 kj(636 kcal),54,"4,2","7,9","1,2",24,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Filet tranché de poulet,2276752020278,['France'],[],[],?,107,448 kj(107 kcal),"1,3","0,4",0,0,23,"0,18","0,072",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-18%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,-17%,-46%,-100%,-76%,-76%,-4,,A,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
670,Artichauts a la romaine,8001598021301,['France'],[],[],?,125,523 kj(125 kcal),8,"0,8","10,9",0,"2,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Jambon sup couenne,0209234019943,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Milk chocolate sprouts - Tesco,5057753913298,['France'],[],[],?,518,2167 kj(518 kcal),"25,9","15,5","64,5","58,9","5,7","0,4","0,16",,,,,,,,,,,,,,,['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Apple cider vinegar,5017601042792,['France'],[],[],?,21,88 kj(21 kcal),0,0,"1,2",0,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Ducros,3166296650040,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Harry Potter Dumbledore Elder Wand,29100224,['France'],[],[],?,398,1665 kj(398 kcal),"2,3",2,"94,4","77,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Sélection dégustation - Lindt,3046920020831,['France'],[],[],?,25,105 kj(25 kcal),1,0,5,2,36,1,"0,4",,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,oignon doux,3250392128333,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Pâte à crêpes à shaker,3027030018253,['France'],[],[],?,168,703 kj(168 kcal),"1,9","0,9",31,7,"5,8","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Hearts,8436574491678,['France'],[],[],?,369.92,1548 kj(369 kcal),0,0,88,"52,92",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Universal Animal Cuts 42 Packs,0039442830142,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Diezel 15W-40,3501361141632,['France'],[],[],?,12,50 kj(12 kcal),3,2,12,2,12,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Boules de coco,8410152004634,['France'],[],[],?,485,2029 kj(485 kcal),23,17,64,63,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Manuela honey,2661417028766,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Kaak balls,5285000599005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Galettes noix de coco,3760231701875,['France'],[],[],?,440,1841 kj(440 kcal),19,"8,2",61,44,"4,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Fripon,0208047012462,['France'],[],[],?,575,2406 kj(575 kcal),31,15,63,28,"9,2","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Prince,7622456449283,['France'],[],[],?,465,1946 kj(465 kcal),17,"5,6",69,32,"6,4","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Pistacchio,8026861044160,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Moelleux citron framboise petin,0230263019024,['France'],[],[],?,366,1531 kj(366 kcal),22,"3,3",35,1,5,"6,9","2,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,maison craquelin,3770018925004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Donuts,0210857012143,['France'],[],[],?,270,1130 kj(270 kcal),18,15,24,22,"1,3","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Tonic,3770000732160,['France'],[],[],?,12,50 kj(12 kcal),0,0,3,"2,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Tarte Citron Meringuee,0201294036731,['France'],[],[],?,378,1582 kj(378 kcal),17,11,49,37,"5,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Fagots d'asperges vertes lardés surgelés,3256228438591,['France'],[],[],?,85,356 kj(85 kcal),"5,1","1,9","1,5",1,"7,2","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Tablette 75% Pure origine SAO TOME,3701014046608,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Chocolat Lait Noisette,3025640000538,['France'],[],[],?,565,2364 kj(565 kcal),36,21,53,50,2,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
697,Comte,2843132030440,['France'],[],[],?,418,1749 kj(418 kcal),"34,6","22,5",0,0,"26,7","0,817","0,327",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,-0%,-100%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.817 g,en quantité modérée,-0%,-1%,-100%,-3%,-3%,13,0%,D,0%,,,,,,,,,,,,,,
698,Le 1800,0200722014105,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Pomme,3760207090040,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Sablés basques vanille,3760280160975,['France'],[],[],?,522,2184 kj(522 kcal),32,16,51,27,"6,7","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Huile de nigelle,0780201379623,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Le cake marbré chocolat,3350033795761,['France'],[],[],?,371,1552 kj(371 kcal),17,11,49,30,"4,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Plateau Découverte - Sushi Market - 370g,08097279,['France'],"['Riz vinaigré ', 'riz', 'assaisonnement pour sushi ', 'sucre', ""vinaigre d'alcool "", ""préparé à partir d'alcool avec riz et lie de saké"", ""vinaigre d'alcool eau"", 'sel', 'eau', ' saumon Atlantique 13%', 'concombre 5%', 'avocat', ""feuille d'algue nori"", 'graine de sésame /Sauce soja eau : soja 15%', 'blé', 'sel', 'alcool']","['Non végétalien', 'Non végétarien']",?,?,,"3,8",,22,"< 0,5","5,4","0,86","0,344",,,,,,,,,,,,,,,['Sushi Market'],,,,,,,,,,,,,,,,,,,['Leclerc'],,['Gluten'],,370 g,['Plastique'],['Echirolles'],['3701292606563'],,,,,
704,Ossau Iraty AOP du Pays-Basque - Reflets de France,0219746032149,['France'],['lait pasteurisé de brebis'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1749,422,1749 kj(422 kcal),35,25,"1,7","0,5",25,"1,6","0,64",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,0%,-3%,+81%,+6%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,['Reflets de France'],35 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,-1%,+1%,+71%,-10%,-10%,17,-3%,D,-3%,['AOP'],,,['Lait'],3,,,"['Fromagerie Agour', 'ZA UR xabaleta', '64640', 'Hélette']","['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,fromage au lait pasteurisé de brebis,,,
705,Tisane verveine - Les Jardins de Gaïa,3582811002208,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,['Les Jardins de Gaïa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Soupe turque de lentilles,8682287360569,['France'],[],[],?,28,117 kj(28 kcal),"0,1","0,02",5,"0,5","1,4","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,A l’avoine - Myrtille,0205853011986,['France'],[],[],?,80,335 kj(80 kcal),"0,8","0,1",16,9,"1,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
708,Kefir raisin,6019803391356,['France'],[],[],?,15,63 kj(15 kcal),0,0,"3,9","3,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Madeleine coquille,3700157511905,['France'],[],[],?,470,1966 kj(470 kcal),27,12,50,30,"6,2","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet en plastique'],,,,,,,
710,Nougat tendre au noisettes,3760143260408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,The noir,3222477303904,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Demi baguette,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Boisson gazeuse bio orange,3580283530076,['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,5","7,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
