,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
249,Nos soupes repas Thon à la basquaise - La Belle Iloise - 425ml,3660088138377,Soupe,425 ml,['boite de conserve'],['La Belle Iloise'],"['Plats préparés', 'Soupes']",,,['France'],"['Eau', 'courgettes ', '14%', 'poissons ', 'dont thon  ', '8,4%', 'tomates ', '3,9%', 'poivrons rouges ', '2,7%', ""huile d'olive vierge extra"", 'oignons rissolés', 'plantes aromatiques ', '1,2%', 'concentré de tomates', 'sel', 'piments', 'extrait de levure', 'épaississant : farine de guar']",['E412 - Gomme de guar'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['Poisson'],['France'],,,,
250,"Soupe repas dorade aux topinambours, sarrasin et éclats de marron - La belle-iloise - 380g",3660088138421,"Soupe repas dorade aux topinambours, sarrasin et éclats de marron",380 g,['Conserve'],['La belle-iloise'],"['Conserves', 'Produits de la mer', 'Poissons', 'Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Plats préparés en conserve', 'Soupes en conserve', 'Soupes de poissons']",,['La belle-iloise'],['France'],"['Eau', 'poissons ', '17,5%', ' dont dorade ', '6,5%', 'topinambours ', '7%', 'carottes ', '5,5%', 'crème ', 'lait', 'oignons', 'shiitakés', 'panais ', '2,2%', 'sarrasin ', '1,9%', 'marrons ', '1,7%', 'huile de tournesol', 'plantes aromatiques', 'sel', 'trompettes de la mort', 'extrait de levure', 'épaississant : gomme de xanthane', 'épice']",['E415 - Gomme xanthane'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3.7 g,en quantité modérée,1.34 g,en faible quantité,1.4 g,en faible quantité,0.8 g,en quantité modérée,259,+25%,62,+22%,259 kj(62 kcal),+25%,"3,7",+84%,"1,34",+99%,"1,8",-59%,"1,4",+3%,"4,7",+112%,"0,8",-0%,"0,32",-0%,2,-6%,B,-6%,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']","['Poisson', 'Lait', 'Dorade']",,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/soupes-rouilles-011,,
251,"Soupe repas Godaille du pêcheur, aux pommes de terre et petits légumes - La belle-iloise - 380g",3660088138520,"Soupe repas Godaille du pêcheur, aux pommes de terre et petits légumes",380 g,['Conserve'],['La belle-iloise'],"['Conserves', 'Produits de la mer', 'Poissons', 'Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Plats préparés en conserve', 'Soupes en conserve', 'Soupes de poissons']",,['La belle-iloise'],['France'],"['Eau', 'poissons ', '18 % ', ' dont lieu ', '8 %', 'pommes de terre ', '11 %', 'oignons ', '7 %', 'fenouil ', '4 %', 'vin blanc ', 'sulfites', 'crevettes', 'poireaux ', '2 %', 'homard', ""huile d'olive vierge extra"", 'concentré de tomate', 'plantes aromatiques ', '0,6%', ' sel', 'extrait de levure', 'épaississant: gomme de xanthane', ' algues déshydratées', 'épices']",['E415 - Gomme xanthane'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1.8 g,en faible quantité,0.37 g,en faible quantité,0.8 g,en faible quantité,0.6 g,en quantité modérée,194,-6%,46,-10%,194 kj(46 kcal),-7%,"1,8",-10%,"0,37",-45%,"3,2",-28%,"0,8",-41%,"4,7",+112%,"0,6",-25%,"0,24",-25%,0,-100%,B,-100%,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']","['Crustacés', 'Poisson', 'Anhydride sulfureux et sulfites']",,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/soupes-rouilles-011,,
252,Concassé d'artichaut au maquereau - La belle-iloise,3660088138971,,,,['La belle-iloise'],,,,['France'],[],,[],,,,,,,,,,?,,110,,460 kj(110 kcal),,"6,5",,"2,79",,"5,8",,"2,5",,"6,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,
253,Sardines cuisinées à déguster chaud à la Nantaise - La Belle-Iloise - 115g,3660088139114,sardines à l'huile,115 g,"['Conserve', 'boîte']",['La Belle-Iloise'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile de tournesol""]",,['http://www.labelleiloise.fr/fr/nos-boutiques/index.htm'],['France'],"['Sardines ', '70%', 'beurre de baratte ', 'lait', ' ', '10,6%', 'vinaigre de cidre ', 'sulfites', 'oignons ', '4%', 'vinaigre d’alcool', 'tomate', 'ail', 'sel', 'huile de tournesol', 'persil ', '0,5%', 'muscadet ', 'sulfites', ' ', '0,3%', 'fécule de pomme de terre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,20.8 g,en quantité élevée,10.7 g,en quantité élevée,0.6 g,en faible quantité,0.9 g,en quantité modérée,?,,266,+22%,1113 kj(266 kcal),+23%,"20,8",+50%,"10,67",+225%,"1,8",+195%,"0,6",+132%,"18,6",-13%,"0,9",-1%,"0,36",-1%,16,+334%,D,+334%,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']","['Poisson', 'Lait', 'Anhydride sulfureux et sulfites']",,"['Quiberon', 'Morbihan', 'France']",http://www.labelleiloise.fr/fr/sardine/toutes-nos-sardines/sardines-cuisinees-a-deguster-chaud-nantaise.htm,,
254,Sardines cuisinées à déguster chaud au citron confit et coriandre - LA BELLE ILOISE - 115g,3660088139442,,115 g,['Conserve'],['LA BELLE ILOISE'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve']",,,['France'],"['Sardines ', '55%', 'eau', 'huile d’olive vierge extra', 'fenouil ', '5,8%', 'citron confit au sel ', '4%', 'gingembre', 'jus de citron ', '1,7%', 'fécule de pomme de terre', 'coriandre feuille ', '0,8%', 'sel', 'plante aromatique', 'extrait de levure', 'épaississant : gomme xanthane ', ' épice']",['E415 - Gomme xanthane'],"['Non végétalien', 'Non végétarien']",4,12.6 g,en quantité modérée,3.01 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,723,-26%,174,-25%,723 kj(174 kcal),-25%,"12,6",-21%,"3,01",-16%,"0,5",-11%,"0,5",+66%,"14,2",-31%,1,+8%,"0,4",+8%,3,-42%,C,-42%,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['Poisson'],,"['France', 'Quiberon']",https://www.labelleiloise.fr/fr/produits/sardine/sardines-cuisinees-a-deguster-chaud-au-citron-confit-et-coriandre-30_35#/10-conditionnement-lot_de_3_boites_1_6/24-quantite_consommateur-4_a_6_sardines/31-poids-115_g/44-lotissement-3,,
255,Petsec,3660117820013,,,,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
256,Biscuits à la cuillère pour Pâtisserie Lot de 2 x 36 - Brossard - 2x 300g,3660140825207,Biscuits cuillers aux oeufs frais,2 x 300 g,"['Film plastique à jeter', 'Etui carton à recycler']",['Brossard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Boudoirs']",['Point Vert'],"['Magasins U', 'Carrefour', 'Auchan', 'Leclerc', 'Monoprix', 'intermarché']",['France'],"['Sucre', 'farine de blé 35%', 'œufs frais 34 %', 'sirop de sucre inverti', 'lait écrémé en poudre', 'sel', 'arôme', 'acidifiant : tartrate de potassium', ""blanc d'œufs en poudre "", 'agent moussant : citrate de triéthyle', 'épaississant : gomme xanthane']","['E336 - Tartrates de potassium', 'E1505 - Citrate de triéthyle', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,3.6 g,en quantité modérée,1.4 g,en faible quantité,48 g,en quantité élevée,0.47 g,en quantité modérée,?,,357,-6%,1494 kj(357 kcal),-6%,"3,6",-5%,"1,4",+24%,73,-6%,48,-1%,"7,6",-0%,"0,47",+118%,"0,188",+118%,17,+18%,D,+18%,B,75.5%,12.8%,5.1%,3.5%,3.1%,0.0%,73,,"['Œufs', 'Gluten', 'Lait']",,,https://www.brossard.fr/,,
257,Savane Pocket Barre Brossard,3660140825559,,,,['Brossard'],,['Pur beurre de cacao'],,['France'],"['Wheat flour 21,9%', 'Sugar', 'fresh eggs', 'cocoa paste', 'cocoa butter', 'emulsifier: soya lecithin', 'flavouring', 'rapeseed oil', 'palm oil', 'chicory fiber', 'sugar syrup', 'stabiliser: glycerol', 'Iow fat cocoa powder', 'glucose syrup', 'raising agents: Ciph0Sphates - sodium carbonate', 'calt', 'natural flavourings', 'emulsifier : mono - and diglycerides of fatty acids', 'presentaive: potassium sorb agent xanthan', 'emulsifier: soya lecithin', 'malted Wheat flour', 'flavouring', ' Posible presenro of', ""' peanut"", 'milks']","['E322i - Lécithine', 'E422 - Glycérol', 'E500i - Carbonate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,436,,1824 kj(436 kcal),,21,,"7,8",,53,,33,,"5,2",,"0,67",,"0,268",,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,
258,Savane Crêpes Chocolat - Brossard - 8 * 32g (256g),3660140880053,Crêpe fourrage au chocolat et à la pâte de noisettes,8 * 32 g (256 g),"['Sachet', 'Plastique']",['Brossard'],"['Plats préparés', 'Crêpes et galettes', 'Crêpes', 'Crêpes fourrées']","['Sans conservateurs', 'en:palm-oil-free', 'en:produced-in-bretagne']",,['France'],"['Sucre', 'farine de blé', 'lait frais entier', 'matière grasse végétale ', 'tournesol', 'karité', 'oeufs frais', 'dextrose', 'chocolat ', '4,3 %', ' ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'beurre concentré', 'maltodextrine', 'cacao maigre en poudre', 'pâte de noisettes ', '1 %', 'sel', 'gluten de blé', 'émulsifiant : lécithines', 'arôme']",['E322 - Lécithines'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,18.8 g,en quantité modérée,6.56 g,en quantité élevée,37.5 g,en quantité élevée,1.03 g,en quantité modérée,1800,+7%,?,,1800 kj(430 kcal),+5%,"18,8",+7%,"6,56",+16%,"59,4",+5%,"37,5",+6%,"6,56",+2%,"1,03",+27%,"0,413",+27%,21,+8%,E,+8%,B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,"['Bretagne', 'France']",,,
259,La Gaufre Nature - Brossard - 215g (6gaufres),3660140886550,Gaufre au beurre,215 g (6 gaufres),"['Barquette', 'Plastique 01 (PET)', 'Plastique 01', 'Sachet plastique', 'Sachets individuels']",['Brossard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']","['Point Vert', 'Fabriqué en Belgique', 'Sans conservateurs', 'en:palm-oil-free', 'Eco-Emballages']",['Banque alimentaire'],['France'],"['Beurre concentré ', 'colorant : bêta-carotène', '26%', 'farine de blé ', '25%', 'sucre', 'oeufs ', '18%', 'lait entier', '6%', 'sel', 'gluten de blé']",['E160ai - Bêta-carotène'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.3 g,en faible quantité,0.6 g,en faible quantité,33.5 g,en quantité élevée,0.02 g,en faible quantité,1979,+5%,141,-69%,1979 kj(141 kcal),+5%,"1,3",-94%,"0,6",-94%,53,-8%,"33,5",+10%,"4,8",-20%,"0,02",-97%,"0,008",-97%,11,-50%,D,-50%,C,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,"['Œufs', 'Gluten', 'Lait']",,['Belgique'],,,
260,5 mini brownies with hazelnuts - Jacquet,3660140910859,,,,['Jacquet'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,,['France'],[],,[],,25 g,en quantité élevée,4.5 g,en quantité modérée,34 g,en quantité élevée,0.39 g,en quantité modérée,?,,441,-3%,1845 kj(441 kcal),-3%,25,-2%,"4,5",-45%,45,-6%,34,-1%,"7,1",+20%,"0,39",+2%,"0,156",+2%,17,-11%,D,-11%,D,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,
261,Le mini Brownie Chocolat Pépites - Brossard - 60g,3660140911856,,60g,,['Brossard'],"['Snacks', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies', 'en:Biscuits et gâteaux', 'en:Gâteaux', 'en:Gâteaux au chocolat', 'en:Snacks sucrés']",,['Magasins U'],['France'],[],,[],,24 g,en quantité élevée,6.33 g,en quantité élevée,29 g,en quantité élevée,0.36 g,en quantité modérée,?,,440,+10%,1841 kj(440 kcal),+7%,24,+29%,"6,33",-10%,"46,67",-12%,29,-4%,"5,33",+7%,"0,36",-42%,"0,144",-42%,18,+2%,D,+2%,D,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,
262,Savane Madeleines Pépit' - Brossard - 8 * 25g (200g),3660140912150,Madeleines aux pépites de chocolat,8 * 25 g (200 g),"['Sachet', 'Plastique']",['Brossard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,,['France'],"['Œufs frais 25,9%', 'farine de blé', 'huile de colza', 'sucre', 'pépites de chocolat 12,3% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme', 'sirop de glucose-fructose', 'stabilisant : glycérol', ""poudres à lever : carbonates d'ammonium"", 'sel', 'arôme', 'gélifiant : gomme xanthane', 'farine de blé malté']","['E322i - Lécithine', 'E422 - Glycérol', ""E503 - Carbonates d'ammonium"", 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,23 g,en quantité élevée,3.6 g,en quantité modérée,26 g,en quantité élevée,0.35 g,en quantité modérée,1853,-1%,?,,1853 kj(443 kcal),-1%,23,-2%,"3,6",-46%,52,-0%,26,-8%,"6,1",+7%,"0,35",-54%,"0,14",-54%,14,-24%,D,-24%,D,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,"['Œufs', 'Gluten', 'Soja']",,,,,
263,P'tit Savane Fraise Lot x2 - Brossard - 2x 150g,3660140936101,"Gâteaux avec fourrage à la fraise et à la pomme, aromatisés",2 x 150 g,"['Film plastique à jeter', 'Etui carton à recycler']",['Brossard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux']","['Point Vert', 'Fabriqué en France', 'en:palm-oil-free', 'Farine de blé français']","['Magasins U', 'Carrefour', 'Auchan', 'Leclerc', 'Monoprix', 'intermarché']",['France'],"['Farine de blé 26,9%', 'sucre', 'œufs frais', 'huile de colza', 'purée de fraise 6,6%', 'sirop de glucose-fructose', 'fibre de chicorée', 'stabilisant : glycérol', 'purée de pomme 5,0%', 'purée de pomme concentrée 1,6% ', 'équivalent purée de pomme 5,0%', 'purée de fraise concentrée 0,8% ', 'équivalent purée de fraise 5,0%', 'poudres à lever : diphosphates - carbonates de sodium', 'purée de fraise concentrée 0,8% ', 'équivalent purée de fraise 5,0%', 'chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel', 'chocolat en poudre ', 'sucre', 'cacao en poudre', ""émulsifiant : mono - et diglycérides d'acides gras"", 'conservateur : sorbate de potassium', 'sel', 'gélifiant : pectines', 'arômes', ""correcteur d'acidité : citrates de sodium"", 'jus concentré de carotte pourpre', 'acidifiant : acide citrique', 'farine de blé malté']","['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,15 g,en quantité modérée,1.5 g,en quantité modérée,31 g,en quantité élevée,0.53 g,en quantité modérée,?,,403,0%,1686 kj(403 kcal),+0%,15,-23%,"1,5",-80%,60,+21%,31,+11%,"4,8",-12%,"0,53",-13%,"0,212",-13%,10,-44%,C,-44%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Œufs', 'Gluten', 'Soja']",,"['France', 'Pithiviers', 'Centre', 'Loiret']",https://www.brossard.fr/,,
264,Savane Pocket Chocolat Noir - Brossard,3660140936705,Gâteaux marbrés au chocolat noir,,"['Film plastique à jeter', 'Etui carton à recycler']",['Brossard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Gâteaux marbrés']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'en:palm-oil-free', 'Blé français', 'Farine de blé français']","['Auchan', 'Magasins U', 'Leclerc', 'Carrefour', 'Monoprix', 'Cora']",['France'],"['Farine de blé 22,5%', 'oeufs frais', 'sucre', 'huile de colza', 'chocolat noir 6,8% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'stabilisant : glycérol', 'sirop de sucre inverti cristallisé', 'amidon de blé', 'cacao en poudre', 'poudres à lever : diphosphates - carbonates de sodium', ""émulsifiant : mono- et diglycérides d'acides gras"", 'conservateur : sorbate de potassium', 'sel', 'arôme']","['E322i - Lécithine', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,23 g,en quantité élevée,3.5 g,en quantité modérée,28 g,en quantité élevée,0.56 g,en quantité modérée,?,,437,+1%,1828 kj(437 kcal),+1%,23,-0%,"3,5",-30%,51,+2%,28,+1%,"5,3",-8%,"0,56",-16%,"0,224",-16%,16,-4%,D,-4%,C,81.2%,10.7%,3.9%,2.1%,2.1%,0.0%,55,,"['Œufs', 'Gluten', 'Soja']",,"['Pithiviers', 'Loiret', 'Centre', 'France']",https://www.brossard.fr/,,
265,Savane Jungle Abricot LOT X2 - Brossard,3660140937603,Gâteau avec fourrage à l'abricot et à la pomme,,"['Film plastique à jeter', 'Etui carton à recycler']",['Brossard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'en:palm-oil-free', 'Farine de blé français', 'Riche en fruits']","['Magasins U', 'Auchan', 'Cora', 'Carrefour', 'Intermarché', 'Leclerc', 'Monoprix']",['France'],"['Sucre', 'oeufs frais', 'farine de blé', 'huile de colza', ""purée d'abricot* 8,0%"", 'sirop de glucose-fructose', 'stabilisant : glycérol', 'purée de pomme* 6,0%', ""purée d'abricot* concentrée 2,0% "", ""équivalent purée d'abricot 6,0%"", 'purée de pomme* concentrée 2,0% ', 'équivalent purée de pomme 6,0%', ""gomme d'acacia "", 'fibre soluble', 'poudres à lever : diphosphates - carbonates de sodium', 'arôme naturel', 'conservateur : sorbate de potassium', 'fibres de blé', 'gélifiants : pectines - gomme xanthane', ""correcteur d'acidité : citrates de sodium"", 'sel', 'acidifiant : acide citrique']","['E422 - Glycérol', ""E414 - Gomme d'acacia"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E331 - Citrates de sodium', 'E330 - Acide citrique']","['Sans huile de palme', 'Non végétalien']",4,18 g,en quantité modérée,1.6 g,en quantité modérée,33 g,en quantité élevée,0.87 g,en quantité modérée,?,,413,+2%,1728 kj(413 kcal),+3%,18,-8%,"1,6",-79%,57,+15%,33,+18%,"4,5",-17%,"0,87",+43%,"0,348",+43%,14,-22%,D,-22%,,,,,,,,,,"['Œufs', 'Gluten']",,"['France', 'Centre', 'Loiret', 'Pithiviers']",https://www.brossard.fr/,,
266,Sauce au poivre de madagascar - Bénédicta - 240g,3660603000158,Sauce au poivre,240 g,"['Bocal', 'Verre', 'Bocal']",['Bénédicta'],"['Epicerie', 'Sauces', 'Sauces au poivre']",,,['France'],"['Huile de colza', 'eau', ""vinaigre d'alcool"", 'sucre', ""jaunes d'oeufs"", 'sel', 'poivre noir de Madagascar ', '2%', 'armagnac', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'amidon modifié', 'colorants : E150c', 'bêta carotène', ' épaississant : gomme xanthane', 'arôme']","['E14XX - Amidons modifiés', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160ai - Bêta-carotène', 'E415 - Gomme xanthane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,50.3 g,en quantité élevée,3.7 g,en quantité modérée,3.6 g,en faible quantité,2.4 g,en quantité élevée,1968,+91%,478,+53%,1968 kj(478 kcal),+54%,"50,3",+83%,"3,7",-5%,"5,8",-34%,"3,6",+13%,"0,5",-73%,"2,4",+3%,"0,96",+3%,18,+23%,D,+23%,B,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,"['EMB 59560', 'Seclin (Nord, France)']","['Œufs', 'Moutarde']",,['France'],,,
267,Sauce Béarnaise - Bénédicta - 240g,3660603000172,Sauce à l'Estragon et aux Echalotes,240 g,"['Bocal', 'Verre', 'Pot']",['Bénédicta'],"['Epicerie', 'Sauces', 'Sauces béarnaises']",,,"['France', 'Suisse']","['Huile de colza', 'eau', ""vinaigre d'alcool"", ""jaunes d'œufs"", 'sel', 'estragon ', '1,5 %', 'échalotes ', '1,5 %', 'cerfeuil', 'jus de citron à base de concentré', 'piment de Cayenne', 'sucre', 'arôme naturel', 'amidon modifié', 'colorant : bêta-carotène']","['E14XX - Amidons modifiés', 'E160ai - Bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,50 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,1962,+17%,?,,1962 kj(469 kcal),+10%,50,+14%,3,-47%,4,-17%,1,-58%,0,-100%,2,+23%,"0,8",+23%,15,-8%,D,-8%,D,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,['Œufs'],,,,,
268,Mayonnaise aux oeufs frais - Bénédicta - 470g,3660603000226,Mayonnaise aux oeufs frais,470 g,"['Bocal', 'Verre', 'Bocal']",['Bénédicta'],"['Epicerie', 'Sauces', 'Mayonnaises']","['Point Vert', 'Triman']",['Carrefour'],"['Belgique', 'France']","['Huile de colza', 'eau', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', ""jaunes d'oeufs frais "", '5 %', ""vinaigres d'alcool et de vin blanc"", 'jus de citron à base de concentré', 'sel', 'amidon modifié', 'épaississant : gomme xanthane', 'sucre', 'arômes', 'colorant : bêta-carotène']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E160ai - Bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,71 g,en quantité élevée,5.4 g,en quantité élevée,1.3 g,en faible quantité,1.4 g,en quantité modérée,2685,+6%,653,+7%,2685 kj(653 kcal),+5%,71,+7%,"5,4",-13%,2,-26%,"1,3",-11%,"1,2",-2%,"1,4",+5%,"0,56",+5%,19,+6%,E,+6%,C,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['EMB 59560', 'Seclin (Nord, France)']","['Œufs', 'Moutarde']",,['France'],,,
269,Mayonnaise - Bénédicta - 205g,3660603000943,Mayonnaise aux oeufs frais,205 g,['Flacon'],['Bénédicta'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,['France'],"['Huile végétale', 'eau', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'jaunes d’œufs frais 5%', ""vinaigres d'alcool et de vin blanc"", 'jus de citron à base de concentré', 'sel', 'amidon transformé', 'épaississant ', 'gomme xanthane', 'sucre', 'arômes', 'colorant ', 'bêta-carotène']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E160ai - Bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['EMB 59560', 'Seclin (Nord, France)']",['Moutarde'],,,,,
