,name,eco_score,packaging,brand,categories,labels,manufacturing,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,additives,allergens,nova_score,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,traceability_code,link,palm_ingredients,bar_code
1069,Asian snack,,,,,,,['France'],[],[],?,,442,,14,,68,,11,,,,,,,,,,,,,,,,,,,,,,,1849 kj(442 kcal),,"2,5",,17,,"0,65",,"0,26",,,,,,,,,,
1070,Sint-Speculaas - Speculoos,,,['Speculoos'],,,,['France'],"['Farine de froment', 'sucre', 'huiles végétales ', 'palme', 'colza', 'sirop de candi', 'poudre à lever: carbonates de sodium - sel', 'cannelle', ' Présence éventuelle de lait', ' Valeur nutritionnelles per 100g: energie 2046kJ/']",['Huile de palme'],?,,487,,"18,4",,"73,9",,"5,7",,,,,,,,,,,['E500 - Carbonates de sodium'],['Gluten'],,,,,,,,,,,2038 kj(487 kcal),,"8,6",,"33,6",,"0,85",,"0,34",,,,,,,,,['Huile de palme'],
1071,filet de poulet,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,['France'],[],[],?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.506.001 CE', 'Licques (Pas-de-Calais, France)']",,,
1072,Banane Chips,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,['France'],[],[],?,,509,+5%,29,+15%,58,-4%,0,-100%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,29 g,en quantité élevée,25 g,en quantité élevée,15 g,en quantité élevée,0.08 g,en faible quantité,2130 kj(509 kcal),+5%,25,+30%,15,-28%,"0,08",-35%,"0,032",-35%,14,+19%,D,+19%,,,,,
1073,Chips banane,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,['France'],[],[],?,,509,+5%,29,+15%,58,-4%,0,-100%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,29 g,en quantité élevée,25 g,en quantité élevée,15 g,en quantité élevée,0.08 g,en faible quantité,2130 kj(509 kcal),+5%,25,+30%,15,-28%,"0,08",-35%,"0,032",-35%,14,+19%,D,+19%,,,,,
1074,Chips legumes,,,,,,,['France'],[],[],?,,373,,"9,5",,55,,"7,5",,,,,,,,,,,,,,,,,,,,,,,1561 kj(373 kcal),,"4,6",,"19,4",,"0,81",,"0,324",,,,,,,,,,
1075,Puto-Chips -,,,,['Aliments et boissons à base de végétaux'],,,['France'],[],[],?,,352,+40%,"2,5",-72%,"60,8",+105%,"6,5",+36%,,,,,,,,,,,,,,2.5 g,en faible quantité,0.3 g,en faible quantité,55.7 g,en quantité élevée,0.068 g,en faible quantité,1473 kj(352 kcal),+42%,"0,3",-82%,"55,7",+489%,"0,068",-82%,"0,027",-82%,14,+266%,D,+266%,,,,,
1076,Blinis - Natur’ Avenir,B,,['Natur’ Avenir'],"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",['Bio'],,['France'],[],[],?,,236,-9%,"7,6",-28%,"32,8",-1%,"8,3",+31%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,,,,,7.6 g,en quantité modérée,1.3 g,en faible quantité,4.4 g,en faible quantité,1.1 g,en quantité modérée,987 kj(236 kcal),-9%,"1,3",-8%,"4,4",+0%,"1,1",-19%,"0,44",-19%,2,-70%,B,-70%,,,,,
1077,Le Plus Beaux - Beaux Gosses,,,['Beaux Gosses'],,,,['France'],[],[],?,,25,,?,,?,,25,,,,,,,,,,,,,,,,,,,,,,,105 kj(25 kcal),,2,,3,,23,,"9,2",,,,,,,,,,
1078,Cookies chocolat noir,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,2000700048829,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Marinade tex-mex,,,,,,,['France'],[],[],?,,662,,"67,3",,12,,"3,2",,,,,,,,,,,,,,,,,,,,,,,2770 kj(662 kcal),,"10,2",,"8,7",,"12,1",,"4,84",,,,,,,"['EMB 21412C', ""Meursault (Côte-d'Or, France)""]",,,
1081,Pastilles au miel - Les Fermes De Gally,,,['Les Fermes De Gally'],,,,['France'],"['Sucre', 'sirop de glucose de blé', 'miel de Cueillette de Gelly ', 'Yvelines', ' 12 %']",[],?,,376,,"0,1",,"93,7",,"0,2",,,,,,,,,,,,,4,,,,,,,,,,1573 kj(376 kcal),,"0,1",,"65,9",,"0,1",,"0,04",,,,,,,,,,
1082,Purée de fruits,,,,,,,['France'],[],[],?,,79,,"0,8",,16,,"0,5",,,,,,,,,,,,,,,,,,,,,,,331 kj(79 kcal),,"0,1",,"13,2",,"0,004",,"0,002",,,,,,,,,,
1083,Gainer max,,,,,,,['France'],[],[],?,,374,,"0,7",,75,,17,,,,,,,,,,,,,,,,,,,,,,,1565 kj(374 kcal),,"0,4",,44,,"0,66",,"0,264",,,,,,,,,,2001001544485
1084,Boisson énergie,,,,,,,['France'],[],[],?,,352,,0,,"87,9",,"0,08",,,,,,,,,,,,,,,,,,,,,,,1473 kj(352 kcal),,0,,"56,8",,"1,9",,"0,76",,,,,,,,,,2001001576325
1085,Hydrixir,,,,,"['en:gluten-free', 'Sans conservateurs']",,['France'],[],[],?,,352,,1,,88,,1,,,,,,,,,,,,,,,,,,,,,,,1473 kj(352 kcal),,1,,48,,"1,3",,"0,52",,,,,,,,,,2001002268663
1086,2001059016002,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001059016002
1087,Loukoumi almonds with honey,,,,,,,['France'],[],[],?,,344,,0,,76,,0,,,,,,,,,,,,,,,,,,,,,,,1439 kj(344 kcal),,0,,76,,,,,,,,,,,,,,2001079807093
1088,Joyeux anniversaire drapeaux - Little Extra,,,['Little Extra'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'poudre de lait maigre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'graisse végétale ', 'noix de coco et palme', 'colorants: Dioxyde de titane', 'Oxydes de fer', 'Charbon végétal médicinal', ' Indigotine']","['Huile de palme', 'Non végétalien']",?,,543,-2%,"32,2",-12%,"55,8",+21%,"6,2",-14%,,,,,,,,,,"['E322i - Lécithine', 'E171 - Oxyde de titane', 'E172ii - Oxyde de fer rouge', 'E153 - Charbon végétal médicinal', ""E132 - Indigotine carmin d'indigo""]","['Lait', 'Soja']",4,,32.2 g,en quantité élevée,20.3 g,en quantité élevée,54.7 g,en quantité élevée,0.17 g,en faible quantité,2272 kj(543 kcal),-1%,"20,3",-4%,"54,7",+33%,"0,17",+22%,"0,068",+22%,24,+2%,E,+2%,,,,['Huile de palme'],2001085106227
1089,La Carte en Chocolat - Little Extra - 150g,E,['Plastique'],['Little Extra'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,['France'],"['sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'poudre de lait maigres', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'graisse végétale ', 'noix de coco et palme', 'colorants: Dioxyde de titane', 'C', 'xydes de fer', 'Charbon végétal médicinal', 'Indigotine', ' Cacao: 31 % minimum Traces éventuelles de fruits à coque']","['Huile de palme', 'Non végétalien']",?,,543,-2%,"32,2",-7%,"55,8",+8%,"6,2",-14%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,150 g,,"['E322i - Lécithine', 'E171 - Oxyde de titane', 'E153 - Charbon végétal médicinal', ""E132 - Indigotine carmin d'indigo""]",,4,,32.2 g,en quantité élevée,20.3 g,en quantité élevée,54.7 g,en quantité élevée,0.17 g,en faible quantité,2272 kj(543 kcal),-2%,"20,3",+4%,"54,7",+12%,"0,17",-27%,"0,068",-27%,24,-6%,E,-6%,,,,['Huile de palme'],2001085106234
1090,Pour un papa extra - Little Extra,,,['Little Extra'],,,,['France'],"['sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacacm poudre de lait maigres émulsifiant: lécithine de soja', 'arôtne naturel de vanille', 'graisse végétale ', 'nolX de coco et palme', 'colorants: Dioxyde de titane', 'Oxydes de fer', 'Indigotine', ' Cacao: 31 % mtnlmum Traces éventuelles de fruits à coque']",['Non végétalien'],?,,543,,"32,2",,"55,8",,"6,2",,,,,,,,,,,"['E322i - Lécithine', 'E171 - Oxyde de titane', 'E172ii - Oxyde de fer rouge', ""E132 - Indigotine carmin d'indigo""]",,4,,,,,,,,,,2272 kj(543 kcal),,"20,3",,"54,7",,"0,17",,"0,068",,,,,,,,,,2001085106388
1091,Guimauve goût fraise - Little Extra,,,['Little Extra'],,,,['France'],"['GUIMAUVE FRAISE Ingredjents ', ' eau', 'porc', 'dextrose', 'de mais', ""D'orant : 020""]","['Non végétalien', 'Non végétarien']",?,,324,,1,,75,,4,,,,,,,,,,,,,4,,,,,,,,,,1356 kj(324 kcal),,1,,73,,1,,"0,4",,,,,,,,,,2001085106814
1092,Mini guimauves,,,,,,,['France'],[],[],?,,324,,"0,1",,75,,4,,,,,,,,,,,,,,,,,,,,,,,1356 kj(324 kcal),,"0,1",,"73,8",,"0,1",,"0,04",,,,,,,,,,2001085106838
1093,Soucoupes,,,,,,,['France'],[],[],?,,374,,"0,1",,"88,8",,"0,1",,,,,,,,,,,,,,,,,,,,,,,1565 kj(374 kcal),,0,,"30,8",,"1,1",,"0,44",,,,,,,,,,2001085106906
1094,Le bar a bonbon - Little Extra,,,['Little Extra'],,,,['France'],"['citm', 'orònq6', 'mme', 'da', ""Eln: EIB'"", 'arôme', 'colorant - E163 - Sucette : &xtro : acide citri ue fig', ' Energie 1591 kJ 1']",[],?,,380,,"1,4",,92,,"0,5",,,,,,,,,,,['E163 - Anthocyanes'],,4,,,,,,,,,,1590 kj(380 kcal),,"0,5",,"88,1",,"0,09",,"0,036",,,,,,,,,,2001085106913
1095,Jelly beans,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,['France'],[],[],?,,374,+7%,"0,2",+74%,"93,1",+8%,"0,1",+344%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,0.2 g,en faible quantité,0.2 g,en faible quantité,59.9 g,en quantité élevée,0.05 g,en faible quantité,1565 kj(374 kcal),+7%,"0,2",+247%,"59,9",-3%,"0,05",-40%,"0,02",-40%,14,+1%,D,+1%,,,,,2001085106937
1096,Guimauve goût vanille - Little Extra,,,['Little Extra'],,,,['France'],"['Sirop de glucose-fructose', 'sucre', 'eau', 'gélatine de porc', 'dextrose', 'amidon de maïs', 'arôme', 'acidifiant : acide lactique', 'colorants : E100', 'E162']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,324,,"0,1",,75,,4,,,,,,,,,,,"['E428 - Gélatine', 'E270 - Acide lactique', 'E100 - Curcumine', 'E162 - Rouge de betterave']",,4,,,,,,,,,,1356 kj(324 kcal),,"0,1",,"73,8",,"0,1",,"0,04",,,,,,,,,,2001085107378
1097,Guimauve,B,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Guimauve officinale']",,,['France'],[],[],?,,351,+4914%,"0,33",+647%,"84,77",+11325%,"2,87",+1512%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,0.33 g,en faible quantité,0.08 g,en faible quantité,71.8 g,en quantité élevée,0.05 g,en faible quantité,1469 kj(351 kcal),+6021%,"0,08",+456%,"71,78",+15922%,"0,05",+780%,"0,02",+780%,,,,,,,,,2001085109051
1098,Punch des Îles (mélange pour cocktail) - Little Extra,,,['Little Extra'],,,,['France'],"['sucre de canne', 'banane ', 'banane', 'huile de coco', 'sucre', 'arôme', ' 11,4%', 'papaye ', 'papaye', 'sucre', 'E220 anhydride sulfureux', ' 7,6%', 'vanille', 'cannelle', 'gingembre', 'macis', 'arôme naturel de citron vert', 'acide citrique', 'arôme naturel de banane 0,07%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,390,,4,,87,,1,,,,,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,4,,,,,,,,,,1632 kj(390 kcal),,"0,1",,72,,"0,112",,"0,045",,,,,,,,,,2001085203216
1099,Le poivre or - Little Extra,,,['Little Extra'],,,,['France'],"['Poivre blanc', 'vinaigre d’alcool', 'colorants : E171', 'E172']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,0,,0,,0,,0,,,,,,,,,,,"['E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer']",,4,,,,,,,,,,0 kj(0 kcal),,0,,0,,0,,0,,,,,,,,,,2001085204091
1100,La moutarde - Little extra - 130gr,B,,['Little extra'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,['France'],[],[],?,,?,,?,,?,,?,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,130gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001085204107
1101,2001085205234,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001085205234
1102,Coulis de cassis -,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de cassis']",,,['France'],[],[],?,,483,+260%,"0,7",+104%,"29,5",-3%,"1,1",+67%,,,,,,,,,,,,,,0.7 g,en faible quantité,0.1 g,en faible quantité,23.5 g,en quantité élevée,0.01 g,en faible quantité,2021 kj(483 kcal),+258%,"0,1",+129%,"23,5",-20%,"0,01",-46%,"0,004",-46%,6,+43%,C,+43%,,,,,2001111060011
1103,Coulis de framboise,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']","['Sans colorants', 'Sans conservateurs']",,['France'],[],[],?,,130,-1%,"0,6",+117%,30,+7%,"0,9",+2%,,,,,,,,,,,,,,0.6 g,en faible quantité,0.05 g,en faible quantité,27.6 g,en quantité élevée,0.01 g,en faible quantité,544 kj(130 kcal),-1%,"0,05",+77%,"27,6",+5%,"0,01",-38%,"0,004",-38%,2,-22%,B,-22%,,,,,2001117494445
1104,Grissini al rosmarini,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']","['Bio', 'Bio européen', 'IT-BIO-006']",,['France'],[],[],?,,356,-15%,"1,6",-85%,"69,5",+4%,"14,5",+27%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,1.6 g,en faible quantité,0.3 g,en faible quantité,3.1 g,en faible quantité,0.005 g,en faible quantité,1490 kj(356 kcal),-15%,"0,3",-87%,"3,1",+24%,"0,005",-100%,"0,002",-100%,-1,-108%,A,-108%,,,,,2001134010000
1105,Chouquette,,,,,,,['France'],[],[],?,,242,,12,,28,,"5,4",,,,,,,,,,,,,,,,,,,,,,,1013 kj(242 kcal),,"7,6",,14,,"0,56",,"0,224",,,,,,,,,,2001200252198
1106,Suisse au chocolat,,,,,,,['France'],[],[],?,,423,,19,,54,,"7,3",,,,,,,,,,,,,,,,,,,,,,,1770 kj(423 kcal),,12,,23,,1,,"0,4",,,,,,,,,,2001200266348
1107,Donuts  nature sucre - E.Leclerc,B,,['E.Leclerc'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,['France'],"['Donut sucre ', 'Pâte ', '94%', ' farine de blé ', 'GLUTEN', 'eau', 'huile végétale ', 'palme', 'margarine ', 'matière grasse végétale ', 'palme', 'colza', 'eau', 'jus de citron', 'sucre', 'levure', 'émulsifiants E471 - E472e-E481', 'GLUTEN', 'sel', 'dextrose', 'stabilisant E412', 'lactose en poudre ', 'LAIT', 'LAIT dégraissé en poudre', ' \rDécoration ', '6%', ': sucre', 'eau', 'matière grasse végétale', 'palme', 'sirop de glucose', 'épaississant E415', 'arôme']","['Huile de palme', 'Non végétalien']",?,,464,+13%,27,+18%,48,+7%,"6,7",+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Gluten', 'Lait']",4,DONUT SUCRE X4,27 g,en quantité élevée,13 g,en quantité élevée,18 g,en quantité élevée,0.6 g,en quantité modérée,1941 kj(464 kcal),+14%,13,+23%,18,+7%,"0,6",-37%,"0,24",-37%,20,+3%,E,+3%,,,,['Huile de palme'],2001201016171
1108,4 croissants & 4 pains au chocolats,D,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Pains au chocolat']",,,['France'],[],[],?,,406,+5%,23,+6%,45,+7%,"7,1",-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,23 g,en quantité élevée,16 g,en quantité élevée,10 g,en quantité modérée,0.93 g,en quantité modérée,1699 kj(406 kcal),+5%,16,+20%,10,+26%,"0,93",-3%,"0,372",-3%,21,+13%,E,+13%,,,,,2001205536293
1109,Donut's Chocolat - Leclerc - 464g,D,"['Plastique', 'boîte']",['Leclerc'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Donuts']",,,['France'],[],[],?,,484,+18%,?,,?,,"5,2",-12%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,464 g,['Leclerc'],,,,,,,15 g,en quantité élevée,20 g,en quantité élevée,0.82 g,en quantité modérée,2025 kj(484 kcal),+18%,15,+42%,20,+19%,"0,82",-14%,"0,328",-14%,,,,,,,,,2001205705521
1110,Pâte nature Spaghtti,,,,,['Sans colorants'],,['France'],[],[],?,,370,,1,,76,,12,,,,,,,,,,,,,,,,,,,,,,,1548 kj(370 kcal),,0,,0,,2,,"0,8",,,,,,,,,,2001227010108
1111,2001463430197,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001463430197
1112,Demi baguette polka,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,['France'],[],[],?,,288,+12%,"1,9",-19%,57,+17%,"9,4",+14%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,1.9 g,en faible quantité,0.3 g,en faible quantité,2.6 g,en faible quantité,1.6 g,en quantité élevée,1205 kj(288 kcal),+12%,"0,3",-33%,"2,6",+16%,"1,6",+31%,"0,64",+31%,5,+64%,C,+64%,,,,,2001605860004
1113,Crackers aux graines  BIO,,,,,"['Bio', 'Bio européen', 'IT-BIO-006']",,['France'],[],[],?,,378,,"2,5",,76,,13,,,,,,,,,,,,,,,,,,,,,,,1582 kj(378 kcal),,"0,4",,"0,8",,"0,27",,"0,108",,,,,,,,,,2001820010000
1114,BioDrink,,,,,"['Bio', 'en:gluten-free', 'Agriculture UE/Non UE']",,['France'],[],[],?,,377,,1,,"93,8",,1,,,,,,,,,,,,,,,,,,,,,,,1577 kj(377 kcal),,"0,1",,"0,1",,"0,1",,"0,04",,,,,,,,,,2001990268317
1115,Pizza,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['Fabriqué en Italie'],,['France'],[],[],?,,212,-7%,"8,6",+3%,23,-14%,"9,7",-6%,,,,,,,,,,,,,,8.6 g,en quantité modérée,3.9 g,en quantité modérée,3 g,en faible quantité,1.3 g,en quantité modérée,887 kj(212 kcal),-8%,"3,9",-1%,3,+2%,"1,3",+4%,"0,52",+4%,5,-36%,C,-36%,,,,,2002000011138
1116,Noisette noir 34% bloc - Valrhona,,,['Valrhona'],,['Point Vert'],,['France'],"[""COQ 60•6g F Vole ut s otAvetooe voues pet 9 2414 kJ kcal • '"", 'ta%eres çyosc', 'esrro! 81 9 • dont Otides gras sa:ures/o! sotcro:ed 14 0 • 40 9 • suaes!or v', 'nch 34 9 109', "" SeVS3' 0,039 A ccqÌsottitnet de av,vt fin "", ' Best betote €od : 09-20181LBOU17335 VALRHONA • 26600 Tain rHermdage FRANCE', ' ', '33', '4 ? S 07 SO SO • corn']",[],?,,581,,41,,40,,10,,,,,,,,,,,,,,,,,,,,,,,2431 kj(581 kcal),,14,,38,,"0,03",,"0,012",,,,,,,,,,2002264005652
1117,Compotée de pomme,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],[],[],?,,54,-17%,"0,1",-70%,"14,5",+1%,"0,2",-47%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,226 kj(54 kcal),-17%,0,-100%,0,-100%,"0,01",+18%,"0,004",+18%,-5,,A,,,,,,2002500014608
1118,Beignets - Leclerc - 750g,,,['Leclerc'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,750g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002513003347
1119,Les Nominettes pâtes nature,,,['Les Nominettes'],,,,['France'],[],[],?,,0,,"2,1",,"73,8",,"11,4",,,,,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,"0,41",,"2,1",,"0,02",,"0,008",,,,,,,,,,2002549000006
1120,Lychee drink,,,,,,,['France'],[],[],?,,41,,0,,"10,2",,0,,,,,,,,,,,,,,,,,,,,,,,172 kj(41 kcal),,0,,"10,1",,"0,01",,"0,004",,,,,,,,,,2002657006556
1121,Aloe vera Drink,,,,,,,['France'],[],[],?,,20,,0,,5,,0,,,,,,,,,,,,,,,,,,,,,,,84 kj(20 kcal),,0,,5,,"0,02",,"0,008",,,,,,,,,,2002657012922
1122,Aloe vera king lychee - Okf,,,['Okf'],['Boissons'],['Sans conservateurs'],,['France'],"['Water', 'Organoc A!ce Vera Jujce ', '21%', 'Fructose', 'Aioe Vera Acidity Regulator ', 'Citric Sod Citrate', 'Stabiltzer ', 'Gellan Gumv Cast!um Lactate', 'Natural lychee flavor BEST BEFOREe ', ' Product of Korea / Net 500 ml']",[],?,,35,-38%,0,-100%,9,-20%,0,-100%,,,,,,,,,,['E418 - Gomme gellane'],,4,,0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0.001 g,en faible quantité,146 kj(35 kcal),-39%,0,-100%,8,-15%,"0,001",-98%,0,-98%,11,+44%,E,+44%,,,,,2002657013059
1123,Nouille chinoise soba - Chiaki,,,['Chiaki'],,,,['France'],[],[],?,,221,,"10,8",,"24,7",,"4,9",,,,,,,,,,,,,,,,,,,,,,,925 kj(221 kcal),,"4,6",,"4,3",,"1,9",,"0,76",,,,,,,,,,2002657016395
1124,Wasabi - Chiaki,,,['Chiaki'],"['Epicerie', 'Sauces', 'Pâtes au wasabi']",['Halal'],,['France'],"['Poudre de raifort', 'sorbitbl', 'huile Végétale', 'eau', 'sel', 'amidon modifié', 'huile essentielle de raifort', '—citrique', 'gomme exaq$hanereurcumaq brillant bleu: El 33']","[""Pourrait contenir de l'huile de palme""]",?,,256,+8%,1,-88%,"39,2",+14%,"3,84",+47%,,,,,,,,,,['E14XX - Amidons modifiés'],,4,,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,1071 kj(256 kcal),+6%,1,-48%,1,-85%,1,-79%,"0,4",-79%,4,-67%,C,-67%,,,,,2002657017644
1125,Wasabi,,,,,,,['France'],[],[],?,,253,,10,,44,,"1,5",,,,,,,,,,,,,,,,,,,,,,,1059 kj(253 kcal),,"0,7",,"6,9",,"9,9",,"3,96",,,,,,,,,,2002657019020
1126,Green tea mochi - Royal Family - 210g,,"['Carton', 'Plastique']",['Royal Family'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",,,['France'],"['Maltose ', '25 %', 'Riz Gluant ', '25 %,', ' Pâte de thé vert ', 'Thé Vert en Poudre', 'haricots sabre', 'Sucre', 'Maltose', 'Huile de Palme', ' ', '20 %', 'Sucre ', '15 %', ' ,Phosphate de Diamidon Hydroxyproxylé ', 'E1442', ' ', '5,96 %', 'Thé vert en Poudre ', '5 %', 'Huile de Palme ', '4 %', 'Arôme ', '0,03 %', 'Acide Sorbique E200 ', '0', '01 %']",['Huile de palme'],?,,327,+8%,"0,2",-95%,"79,8",+22%,"1,5",-41%,,,,,,,,210 g,,"['E1412 - Phosphate de diamidon', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,4,Mochi au thé vert - Green Tea Mochi,0.2 g,en faible quantité,0.1 g,en faible quantité,26.4 g,en quantité élevée,0.108 g,en faible quantité,1368 kj(327 kcal),+6%,"0,1",-93%,"26,4",-11%,"0,108",-40%,"0,043",-40%,9,-12%,C,-12%,,,,['Huile de palme'],2002657020996
1127,Tofu miso soup,,,,,,,['France'],[],[],?,,324,,"6,4",,"42,1",,20,,,,,,,,,,,,,,,,,,,,,,,1356 kj(324 kcal),,"1,1",,12,,"14,6",,"5,84",,,,,,,,,,2002657025915
