,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,brand,packaging,ingredients_origins,markets,nova_score,traceability_code,generic_name,manufacturing,link,allergens,additives,brand_owner,palm_ingredients
368,Raspberry covered liquorice,5704788203053,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Ugly duckling,5704788805295,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Mafaldine Bio oeufs et nori - Pâtes d'Armor - 250g,3770004958368,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs', 'Pâtes sèches aux œufs']",['France'],"['Farine de Blé dur BIO', 'œufs BIO', 'Nori 3% ', 'algue']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4.05 g,en quantité modérée,1.1 g,en faible quantité,5 g,en quantité modérée,0.08 g,en faible quantité,1536,+0%,367,+1%,1536 kj(367 kcal),+0%,"4,05",-4%,"1,1",0%,"65,8",+1%,5,+78%,"15,4",+6%,"0,08",-17%,"0,032",-17%,-3,,A,,63.3%,21.1%,6.6%,5.4%,2.9%,0.8%,75,"['Bio', 'Bio européen', 'FR-BIO-10']",250 g,"[""Pâtes d'Armor""]","['Sachet', 'Plastique']",,,1,,,"['Brittany', 'France']",,"['Œufs', 'Gluten']",,,
371,Sweet classic licorice,5704788203015,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Dbx'],,,,,,,,,,,
372,Lakrids the,5711738001461,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Crème pois chiche à l'orientale,3025057093260,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,"14,6",,8,,"8,8",,2,,"5,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Lakrids sea buckthorn,5710858001948,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Lakrids coffee,5710858000750,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Chocolate coated liquorice,5710858002051,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Tourte pleurotes jauned,3770003130154,,,['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,"14,4",,"8,27",,"15,4",,"1,5",,5,,"1,11",,"0,444",,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Habanero liquorice,5710858001009,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Mallows,5713638200111,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,
380,La compore de pêche jaune de Manosque,3760225396803,,,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,"0,195",,"0,01",,56,,35,,"0,7",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Snack fuet con toro,8436008894624,,,['France'],[],[],,,,,,,,,?,,453,,1895 kj(453 kcal),,39,,14,,"3,2",,"1,1",,"22,4",,"3,7",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
382,La meule du fromage,2469600011812,,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,35,,24,,"1,2",,"0,5",,27,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Tete roulee avec langue 5tr,3346650219131,,,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,"20,6",,"7,2",,"0,4",,"0,2",,"14,1",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Huile d'arachide,3281715000012,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de légumineuses', ""Huiles d'arachide""]",['France'],[],[],100 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+4%,3766 kj(900 kcal),+4%,100,+4%,18,+8%,0,,0,,0,,0,,0,,12,-1%,D,-1%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,,,
385,Les recettes beaumoulin - 100g,3325815007899,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,16,,"1,3",,4,,"1,2",,11,,"0,75",,"0,3",,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
386,Muffins myrtilles,2090000176445,C,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Muffins aux fruits', 'Muffins aux myrtilles']",['France'],[],[],19 g,en quantité modérée,2.6 g,en quantité modérée,20 g,en quantité élevée,0.56 g,en quantité modérée,?,,349,-1%,1460 kj(349 kcal),-2%,19,+12%,"2,6",-18%,40,-15%,20,-22%,"3,1",-36%,"0,56",-7%,"0,224",-7%,12,-10%,D,-10%,77.5%,13.0%,4.2%,3.1%,2.2%,0.0%,58,['Fabriqué en France'],,,,,,,,,,,,,,
387,Deux à deux - San Carlo,8003130341267,,,['France'],[],[],,,,,,,,,?,,505,,2113 kj(505 kcal),,26,,13,,61,,"3,2",,"6,1",,"2,5",,1,,,,,,,,,,,,,,,['San Carlo'],,,,,,,,,,,,
388,Friton de canard,3385570071740,,"['Friton de canard', 'Fritons de canard']",['France'],[],[],19.2 g,en quantité modérée,7.5 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,?,,254,,1063 kj(254 kcal),,"19,2",,"7,5",,"0,6",,"0,5",,"19,7",,"2,2",,"0,88",,19,,E,,,,,,,,,,,,,,,,"['FR 81.003.003 CE', 'Alban (Tarn, France)', 'EMB 81003C', 'Alban (Tarn, France)']",,,,,,,
389,Jemme bière framboise,3770010824053,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Brioche U,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Pulpe de pruneau,3900003290392,,['Pulpe de pruneau'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Jus de poire,3507291235045,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Salsa de teriyaki,8777283000158,,"['Epicerie', 'Sauces', 'Sauces Teriyaki']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Entre amis,3700330300111,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Aceto balsámico de módena selection - Ortalli - 250ml,8024267090149,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,250ml,['Ortalli'],,,,,,,,,,,,
396,Chocolate con leche + chocolatinas de - Nestlé,7613036448697,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['France', 'Espagne']",[],[],31.1 g,en quantité élevée,17.9 g,en quantité élevée,57.5 g,en quantité élevée,0.16 g,en faible quantité,?,,542,-2%,2268 kj(542 kcal),-2%,"31,1",-10%,"17,9",-9%,"58,4",+13%,"57,5",+17%,"6,3",-12%,"0,16",-31%,"0,064",-31%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Sans gluten'],,['Nestlé'],,,,,,,,,,,,
397,Confiture de piment doux du Pays-Basque,3352913500007,,,['France'],[],[],,,,,,,,,?,,148,,619 kj(148 kcal),,0,,0,,42,,42,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Mini twist,7610216490682,,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,28,,17,,50,,"3,5",,14,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Rosé Byo,3760085610439,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Rocher des Pyrénées,0296182079761,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,"23,7",,"9,41",,48,,"27,5",,"5,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Yorkshire Decaffeinated Tea, 80 Teabags",0615357118775,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['card-box'],,,,,,,,,,,
402,Terrines aux noix -,3760159910298,,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",['France'],[],[],27.6 g,en quantité élevée,13 g,en quantité élevée,0.4 g,en faible quantité,1.5 g,en quantité modérée,?,,314,+7%,1314 kj(314 kcal),+9%,"27,6",+13%,13,+41%,1,-43%,"0,4",-49%,"14,5",-3%,"1,5",-23%,"0,6",-23%,19,+1%,E,+1%,,,,,,,,,,,,,,,,,,,,,,
403,Bandol,3604894716053,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Ratatouille,8437006408783,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,"0,1",,0,,"6,5",,4,,"0,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Epicerie / Boissons Et Vins / Bières Bio,3760009533028,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
406,Crème d'artichaut à la truffe noire,3760043590704,,"['Produits à tartiner', 'Produits à tartiner salés', ""Crèmes d'artichaut""]",['France'],[],[],13.5 g,en quantité modérée,3.08 g,en quantité modérée,0.2 g,en faible quantité,1.43 g,en quantité modérée,?,,155,-38%,649 kj(155 kcal),-38%,"13,5",-41%,"3,08",+0%,"1,8",-61%,"0,2",-86%,"2,8",+47%,"1,43",+7%,"0,572",+7%,9,+6%,C,+6%,,,,,,,,,,,,,,,,,,,,,,
407,Roquefort PAPILLON,0299275028608,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",['France'],[],[],32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,3.6 g,en quantité élevée,?,,379,+3%,1586 kj(379 kcal),+4%,32,+0%,20,-10%,"1,8",+176%,0,-100%,21,+8%,"3,6",+1%,"1,44",+1%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,['AOP'],,,,,,,"['FR 12.203.026 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,,,,,
408,Madeleines,8412997002073,,,['France'],[],[],,,,,,,,,?,,444,,1858 kj(444 kcal),,"23,2",,"3,7",,"53,3",,"23,5",,"5,5",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Boeuf bourguignon,3365470000828,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",['France'],[],[],6.2 g,en quantité modérée,2.5 g,en quantité modérée,0.95 g,en faible quantité,1 g,en quantité modérée,?,,119,+24%,498 kj(119 kcal),+26%,"6,2",+114%,"2,5",+151%,"2,3",-60%,"0,95",-36%,"9,3",-8%,1,+24%,"0,4",+24%,2,,B,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,,,,,,,,,,,,,,
410,Chickpeas - White Pearl - 200g,5000128739320,,,['France'],[],[],,,,,,,,,?,,312,,1305 kj(312 kcal),,30,,"3,1",,"6,6",,"3,2",,"2,8",,"0,6",,"0,24",,,,,,,,,,,,,,200 g,['White Pearl'],"['pet-tub', 'pet-lid', 'ldpe-film', 'card-sleeve']",,,,,,,,,,,
411,Bean Boozled - Jelly Belly,0071570006976,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0.12 g,en faible quantité,?,,360,+3%,1506 kj(360 kcal),+3%,0,-100%,0,-100%,90,+5%,65,+5%,0,-100%,"0,12",+45%,"0,048",+45%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Jelly Belly'],,,,,,,,,,,,
412,Comté au lait cru,0209226028601,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,?,,0,-100%,0 kj(0 kcal),-100%,34,-2%,22,-3%,"0,8",+73%,"0,5",+87%,26,-3%,"0,8",-5%,"0,32",-5%,8,-38%,C,-38%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,"['FR 39.558.001 CE', 'Vevy (Jura, France)']",,,,,,,
413,Farfalle tricolore pasta - Eldorado,7035620016479,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,"1,5",,"0,2",,75,,3,,"11,5",,0,,0,,,,,,,,,,,,,,,['Eldorado'],,,,,,,,,,,,
414,Saucisson pur porc,0245960033785,,,['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,"33,9",,"11,7",,"3,8",,"3,4",,"20,8",,"2,4",,"0,96",,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,"['FR 24.520.004 CE', 'Sarlat-la-Canéda (Dordogne, France)']",,,,,,,
415,Achard Ti'Jacque & Piment,3033010001177,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Lonchas Resabrosas - reny picot,8410379918233,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages en tranches']","['France', 'Espagne']",[],[],13 g,en quantité modérée,8.6 g,en quantité élevée,3 g,en faible quantité,2.5 g,en quantité élevée,?,,193,-43%,808 kj(193 kcal),-43%,13,-52%,"8,6",-53%,"9,4",+822%,3,+339%,"9,5",-59%,"2,5",+46%,1,+46%,15,-4%,D,-4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['reny picot'],,,,,,,,,,,,
417,Sirop bio citron,3109850061715,,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"0,1",,"0,1",,"68,1",,"68,1",,"0,4",,"0,01",,"0,004",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
418,Maiz frito crujiente sabor barbacoa,8420335260030,,,['France'],[],[],,,,,,,,,?,,442,,1849 kj(442 kcal),,14,,"1,9",,69,,1,,"7,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Yogurt intero,8017392000206,,,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"3,5",,"2,4",,"13,6",,"13,1",,"3,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Biscotto granella,8023192000803,,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,3,,"1,6",,"84,5",,"75,3",,"8,6",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Tiramisu,3760125220062,,,['France'],[],[],,,,,,,,,?,,827,,3460 kj(827 kcal),,"9,9",,"8,1",,25,,21,,"1,8",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Perrier,3179732323316,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Perrier'],,,,,,,,,,,,
423,Thé bleuets et érable,0189728000810,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,9,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Raviolis Sauce Tomate Sans Porc,3038353140507,,,['France'],[],[],,,,,,,,,?,,75,,314 kj(75 kcal),,1,,"0,3",,"12,8",,"2,6",,"3,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Rôti de porc cuit à l'ancienne,2448679034441,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],7.7 g,en quantité modérée,3.2 g,en quantité modérée,0.4 g,en faible quantité,1.4 g,en quantité modérée,?,,156,+8%,653 kj(156 kcal),+10%,"7,7",+53%,"3,2",+53%,"0,8",-2%,"0,4",-36%,21,-6%,"1,4",-19%,"0,56",-19%,5,-30%,C,-30%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,
426,Mushy Peas - Asda,5054070910016,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"0,5",,"0,1",,12,,"1,3",,"4,3",,"0,43",,"0,172",,,,,,,,,,,,,['en:Assured Food Standards'],,['Asda'],,,,,,,,,,,,
427,Primorska Jota Natureta - 1000g,3831029509840,,,"['France', 'Italie']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1000 g,,,,,,,,,,,,,
428,Chorizo a griller,2204496028601,,,['France'],[],[],,,,,,,,,?,,485,,2029 kj(485 kcal),,"47,3",,"18,5",,"1,3",,"0,6",,"13,9",,"4,25",,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,
429,saucisse cuite à l'ail supérieure,2223810034630,,,['France'],[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,"19,1",,"7,59",,"0,3",,"0,3",,"13,5",,"2,39",,"0,956",,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Manchego,2441849030175,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis', 'Fromages espagnols', 'Manchego']",['France'],[],[],37 g,en quantité élevée,28 g,en quantité élevée,1 g,en faible quantité,2.5 g,en quantité élevée,?,,437,+0%,1828 kj(437 kcal),-0%,37,-0%,28,+10%,2,+45%,1,+28%,24,-2%,"2,5",+30%,1,+30%,20,+14%,E,+14%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,,
431,Turron d'Alicante - Bellota-Bellota,3544462000019,,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,35,,3,,43,,38,,16,,"0,01",,"0,004",,,,,,,,,,,,,,,['Bellota-Bellota'],,,,,,,,,,,,
432,Pâte à tartiner bio - Bovetti,3501940534008,,,['France'],[],[],,,,,,,,,?,,625,,2615 kj(625 kcal),,50,,10,,33,,29,,"4,1",,"8,5",,"3,4",,,,,,,,,,,,,['Bio'],,['Bovetti'],,,,,,,,,,,,
433,Tokyo Banana Kitkat - Nestlé,4902201173384,,,['France'],[],[],,,,,,,,,?,,66,,276 kj(66 kcal),,"3,8",,0,,6,,6,,0,,"0,3",,"0,12",,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,
434,Champagne dom perignon vintage 2008,3185370671979,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,
435,Méga Rush,3760196021490,,,['France'],[],[],,,,,,,,,?,,405,,1695 kj(405 kcal),,3,,1,,3,,3,,8,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
436,La coop lait de coco - 50g,0002000021337,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,10,,"9,8",,"8,2",,"2,4",,"1,1",,"0,06",,"0,024",,,,,,,,,,,,,,50 g,,,,,,,,,,,,,
437,Mini mixed nut Bars,5201041910050,,,['France'],[],[],,,,,,,,,?,,541,,2264 kj(541 kcal),,"33,8",,"3,2",,"41,6",,"23,8",,"15,3",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Sparkling spring water,5065001353895,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Jambon de dinde séché,8410060780606,,,['France'],[],[],,,,,,,,,?,,192,,803 kj(192 kcal),,"6,2",,"2,5",,1,,1,,33,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Confiture à la clémentine de Corse -,3770010190097,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine', 'Confitures à la clémentine de Corse']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,51 g,en quantité élevée,0.02 g,en faible quantité,?,,225,-5%,941 kj(225 kcal),-5%,0,-100%,0,-100%,55,-4%,51,-6%,"0,7",+49%,"0,02",+36%,"0,008",+36%,9,-14%,C,-14%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,
441,Les bories blanques,3258691579566,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2 GIGOLETTES DE LAPIN A LA MOUTARDE - LOEUL & PIRIOT - 0.260,,C,"['Viandes', 'Viande de lapin']",['France'],"['Viande de lapin', 'MOUTARDE 6,5% ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'huile végétale ', 'colza', 'sel', 'sucre', 'arôme naturel de moutarde', 'arômes', 'eau', 'plantes aromatiques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,3.6 g,en quantité modérée,1.5 g,en faible quantité,1.8 g,en quantité élevée,770,+12%,?,,770 kj(184 kcal),+16%,12,+52%,"3,6",+51%,"1,5",+115%,"1,5",+255%,17,-14%,"1,8",+258%,"0,72",+258%,11,+1703%,D,+1703%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,"['Viande Française', 'Lapin Français']",0.260,['LOEUL & PIRIOT'],['barquette polystyrène rouge'],['France'],,4,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",2 GIGOLETTES DE LAPIN A LA MOUTARDE,['79100 THOUARS'],,['Moutarde'],,,
443,Yaourt bio à la vanille,0220696007811,,,['France'],[],[],,,,,,,,,?,,87,,364 kj(87 kcal),,"3,3",,2,,"11,3",,"11,2",,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
444,Panicettes,3522870011636,,,['France'],[],[],,,,,,,,,?,,279,,1167 kj(279 kcal),,"3,3",,"0,6",,"52,7",,"2,1",,"7,9",,"1,7",,"0,68",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,
445,Pur jus de pomme - Les Jardins de Gaïa,000000001576,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,?,,221,+380%,925 kj(221 kcal),+384%,"0,5",+178%,"0,1",+197%,"0,01",-100%,"0,01",-100%,"0,5",+128%,"0,01",-20%,"0,004",-20%,0,-100%,B,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,['Les Jardins de Gaïa'],,,,,"['EMB 13089C', 'Saint-Andiol (Bouches-du-Rhône, France)']",,,,,,,
446,8 pains au chocolat,0206256005053,,,['France'],[],[],,,,,,,,,?,,403,,1686 kj(403 kcal),,"20,8",,"10,6",,47,,"10,6",,"6,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Nectar pêche 1l,3448550010778,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pêche']",['France'],[],[],0.1 g,en faible quantité,0.01 g,en faible quantité,11.3 g,en quantité élevée,0.4 g,en quantité modérée,?,,55,+8%,230 kj(55 kcal),+6%,"0,1",-33%,"0,01",-64%,"12,7",+4%,"11,3",-1%,"0,4",+5%,"0,4",+5631%,"0,16",+5631%,17,+15%,E,+15%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
448,Confiture Myrtille - 980g,3425470306341,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.2 g,en faible quantité,?,,257,+17%,1075 kj(257 kcal),+17%,0,-100%,0,-100%,62,+16%,62,+22%,0,-100%,"0,2",+1098%,"0,08",+1098%,12,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,980 g,,,,,,,,,,,,,
