,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,traceability_code,allergens,nova_score,generic_name,packaging,additives,palm_ingredients,manufacturing,brand_owner,ingredients_origins,link,producer_info
917,SO crazy saveur pomme finement petillant,3760205595912,,['France'],[],[],?,22,92 kj(22 kcal),"0,1","0,1","4,9","4,9","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Galette des rois - 360g,3304218010347,,['France'],[],[],?,396,1657 kj(396 kcal),25,15,36,"9,8","5,9","0,68","0,272",360 g,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,25 g,en quantité élevée,15 g,en quantité élevée,9.8 g,en quantité modérée,0.68 g,en quantité modérée,,-6%,-6%,-5%,+1%,-7%,-24%,-7%,-2%,-2%,19,-1%,E,-1%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,
919,Farce de volaille aux marrons - Le gaulois - 400g,3266980043599,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Viande de dinde origine France : 38 %', 'gras de porc', 'marrons cuits : 14%', 'foies de dinde : 11%', 'farine de BLÉ', 'eau', 'conservateur : lactate de potassium', 'Porto modifié ', 'dont arôme naturel', 'sel', 'persil', 'dextrose', 'ail', 'ciboulette', 'poivre', 'sucre', 'betterave', 'paprika', 'estragon', 'antioxydant : ascorbate de sodium', 'arômes naturels', 'levure']","['Non végétalien', 'Non végétarien']",848,203,848 kj(203 kcal),13,"4,4","7,6","0,8",14,"1,7","0,68",400 g,,"['Viandes', 'Volailles']","['Viande-francaise', 'Volaille-francaise']",13 g,en quantité modérée,4.4 g,en quantité modérée,0.8 g,en faible quantité,1.7 g,en quantité élevée,+19%,+28%,+27%,+104%,+150%,+244%,+52%,-31%,+89%,+89%,13,+460%,D,+460%,,,,,,,,,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']",['Gluten'],4,,['Frais'],"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe
920,Terrinnette de canard artisanale,3340584108134,,['France'],[],[],?,226,946 kj(226 kcal),18,"6,4","4,1","2,4",13,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Nissin Soba Cup Noodle Thai,5997523315597,['Nissin'],['France'],[],[],?,215,900 kj(215 kcal),"10,4","4,7","24,7","4,1","4,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Farce de volaille fermière - Loué - 300g,3266980467319,['Loué'],['France'],"['FARCE DE VOLAILLE DE LOUÉ A LA TRUFFE', ' Truffe de la Saint-Jean 1,1%', ' Traitée en salaison', ' Ingrédients ', 'à la mise en oeuvre', ': Viande de dinde de Loué origine France : 54%', 'gras de porc', 'brisures de marrons', 'eau', 'farine de blé', 'Cognac fine Champagne modifié ', 'dont arôme naturel', ': 1,9%', 'sel', 'arômes', 'brisures de truffes de la Saint-Jean : 1,1 % ', 'brisures de truffes tuber aestivum', 'jus de truffes tuber aestivum', 'eau', 'sel', 'échalote déshydratée', 'levure', 'conservateur : lactate de potassium', 'antioxydant : ascorbate de sodium']",['Non végétalien'],?,236,987 kj(236 kcal),19,"6,6","3,3","2,5",13,"1,3","0,52",300 g,,['Viandes'],"['Point Vert', 'Triman']",19 g,en quantité modérée,6.6 g,en quantité élevée,2.5 g,en faible quantité,1.3 g,en quantité modérée,,+5%,+6%,+30%,+24%,+101%,+255%,-32%,-29%,-29%,13,+14%,D,+14%,,,,,,,,,,['Gluten'],4,Farce de volaille de Loué à la truffe,['Carton'],"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",,,,['France'],,
923,Farce - Auchan,3387620051504,['Auchan'],['France'],[],[],?,278,1163 kj(278 kcal),24,"9,9","3,1","0,7",13,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
924,Saumon fumé Norvège - Auchan - 350g,3596710466801,['Auchan'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' ', 'poisson', "" issu d'animaux nourris sans OGM "", '<0,9%', ' 97%', 'sel 3%']","['Non végétalien', 'Non végétarien']",?,188,787 kj(188 kcal),11,"1,5","< 0,5","< 0,5",22,3,"1,2",350 g,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Nutriscore', 'Riche en Oméga-3', 'Nutriscore D', 'Omega-3']",11 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,-2%,-1%,-1%,-30%,+1%,+40%,-0%,+4%,+4%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"['Auchan', 'Bi1']","['FR 29.232.500 CE', 'Quimper (Finistère, France)']",['Poisson'],3,"Saumon Atlantique fumé (Salmo salar), élevé en Norvège, fumé au bois de hêtre, décongelé","['Plastique', 'Réfrigéré']",,,['Bretagne'],,['Norvège'],,
925,Foie gras mi-cuit Porto canard,0201393400136,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Brie paysan breton,0251155009121,,['France'],[],[],?,373,1561 kj(373 kcal),58,"34,8","3,49","3,48",32,"3,15","1,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Foie gras de canard entier du Perigord,2416937644633,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
928,Pur jus Raisin Argousier,3770000265767,,['France'],[],[],?,57,238 kj(57 kcal),"0,2",0,"12,8","12,8","0,2","0,01","0,004",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Chocolat lait croustillant - La Cure Gourmande,3760145861177,['La Cure Gourmande'],['France'],"['chocolat au lait', 'cacao 31% minimum ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'céreales biscuitées 5% ', 'farine de blé', 'sucre', 'malt de blé', 'amidon de blé', 'poudre à lever', ' bicarbonate de sodium', 'sel', 'beurre de cacao', 'arôme naturel de vanille', ' Contient lait', 'soja', 'blé', ' Peut également contenir fruits à coque', 'oeuf']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,567,2372 kj(567 kcal),36,22,54,49,"6,6","0,19","0,076",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux céréales', 'en:cereal-milk-chocolates']",,36 g,en quantité élevée,22 g,en quantité élevée,49 g,en quantité élevée,0.19 g,en faible quantité,,+7%,+8%,+22%,+23%,-5%,+0%,-9%,-51%,-51%,26,-0%,E,-0%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,,,,,
930,Chevreuil aux champignons - Succulence - 180g,3281280302092,['Succulence'],['France'],"['gorge de porc', 'chevreuil 22%', 'foie de porc', 'mélange forestier 5% ', 'bolets jaunes', 'cèpes', 'girolles', 'mousserons', 'trompettes', 'vin rouge', 'œufs entiers', 'sel', 'herbes de Provence ', 'thym', 'romarin', 'sarriette', 'origan', 'poivre', '4 épices']","['Non végétalien', 'Non végétarien']",1170,?,1170 kj(280 kcal),"15,7","6,1","0,6","0,1","14,3","1,03","0,412",180 g,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",,15.7 g,en quantité modérée,6.1 g,en quantité élevée,0.1 g,en faible quantité,1.03 g,en quantité modérée,,,-10%,-40%,-37%,-59%,-76%,-2%,-34%,-34%,13,-29%,D,-29%,,,,,,,,,,"['Œufs', 'Anhydride sulfureux et sulfites']",3,Terrine de Chevreuil aux champignons,"['Pot', 'Verre']",,,,,,,
931,Bûche chèvre blanche soignon,0251093009054,,['France'],[],[],?,245,1025 kj(245 kcal),19,12,2,0,17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Eau Tijirit,0700729935262,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Miel Acacia de France,3491560302128,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
934,Crème De Roquette Piquante,8016874006347,,['France'],[],[],?,195,816 kj(195 kcal),"18,7","2,59","4,15","3,97","2,4","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Cookie fortune,2031196799995,,['France'],[],[],?,421,1761 kj(421 kcal),"4,8","2,3","88,9",43,"5,5","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Vita antioxidation blackcurrant,5901886024300,,['France'],[],[],?,44,184 kj(44 kcal),"0,5","0,1",11,11,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Confitures De Cédrat,3760117540093,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Saumon fumé Norvège - Delpierre,3038680805315,['Delpierre'],['France'],[],[],?,180,753 kj(180 kcal),11,"1,7",0,0,20,3,"1,2",,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,11 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,-3%,-3%,+5%,-17%,-100%,-100%,-10%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,
939,Bise et brouillard,3760273680022,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Bistro Émile,3248481006358,,['France'],[],[],?,287,1201 kj(287 kcal),19,9,23,2,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.282.001 CE', 'Meyzieu (Rhône, France)']",,,,,,,,,,,
941,Cuore di crostata gianduia cream - Falcone - 4x 60g,8023696006370,['Falcone'],"['France', 'Italie']","['FARINA DI GRANO TIPO ""0""', 'MELANGE ', 'BURRO 50%', 'OLIO DI GIRASOLE', 'OLIO DI COCCO', 'ZUCCHERO A VELO', 'FARINA DI RISO 4%', 'UOVA PASTORIZZATE', 'LATTE', 'AROMI', 'AMIDO DI FRUMENTO', 'LATTE IN POLVERE', 'PROTEINE DEL SIERO DI LATTE', 'AGENTI LIEVITANTI: BICARBONATO DI AMMONIO', 'BICARBONATO DI SODIO', ' EMULSIONANTE: LECITINA DI GIRASOLE', 'SALE', ' FARCITURA CREMA GIANDUIA 38%: ZUCCHERO', 'OLI E GRASSI VEGETALI NON IDROGENATI ', 'OLI DI SEMI DI GIRASOLE', 'BURRO DI CACAO', 'NOCCIOLE 13%', 'CACAO MAGRO IN POLVERE', 'EMULSIONANTE: LECITINA DI SOIA', 'AROMA', ' PRODOTTO IN UNO STABILIMENTO CHE UTILIZZA: MANDORLE', 'NOCI', 'PISTACCHI']",['Non végétalien'],?,495,2071 kj(495 kcal),"26,7",9,"55,5","27,4","6,96","0,05","0,02",4 x 60g,D,"['Tartes', 'Tartes sucrées', 'Tartelettes', 'Tartelettes au chocolat', 'Crostata']",['Sans huile de palme'],26.7 g,en quantité élevée,9 g,en quantité élevée,27.4 g,en quantité élevée,0.05 g,en faible quantité,,+25%,+25%,+66%,+34%,-8%,-15%,+36%,-78%,-78%,18,+5%,D,+5%,79.8%,13.6%,2.6%,2.6%,1.4%,0.0%,41,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,Crostata alla crema gianduia,"['Carta', 'Plastica', 'Product']","[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,,,
942,Infusion en gelée au yuzu,7141193355836,,['France'],[],[],?,267,1117 kj(267 kcal),0,0,"63,7","34,8","0,1","0,135","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Sirop mandarine,3217690045076,,['France'],[],[],?,0,0 kj(0 kcal),"0,1","0,1","74,7",74,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Olives aux amandes,3280750200401,,['France'],[],[],?,517,2163 kj(517 kcal),28,12,55,49,6,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Foret noire,3428420050189,,['France'],[],[],?,248,1038 kj(248 kcal),14,10,36,30,"4,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Saucisson sec au grand vin de Bordeaux,2521859521136,,['France'],[],[],?,404,1690 kj(404 kcal),33,14,"0,9","0,9",26,"4,6","1,84",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,33 g,en quantité élevée,14 g,en quantité élevée,0.9 g,en faible quantité,4.6 g,en quantité élevée,,+0%,0%,+4%,+14%,-60%,-34%,-6%,-1%,-1%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,
947,Terrine de canard aux noisettes,3760184270183,,['France'],[],[],?,200,837 kj(200 kcal),13,"1,3","0,7","0,5",19,"7,3","2,92",,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,13 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,7.3 g,en quantité élevée,,-35%,-35%,-51%,-86%,-59%,-19%,+34%,+377%,+377%,13,-27%,D,-27%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,
948,Saucisse nature de volaille biologique -,2444022038371,,['France'],"['Ingrédients', 'Viande de poulet Bio ', 'origine France', ' 96%', 'sel de mer', 'conservateur : Lactate de sodium', 'dextrose', 'épices et plantes aromatiques', 'sucre de canne', 'betterave', ""extrait d'acérola"", ' Boyau naturel de mouton', ' Traces de blé', 'lait et oeuf', "" Issu de l'agriculture biologique"", ' Conditionné sous atmosphère protectrice']",[],568,136,568 kj(136 kcal),"6,2","1,7","0,7","0,7",19,"1,8","0,72",,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['Bio'],6.2 g,en quantité modérée,1.7 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,-36%,-24%,-26%,-47%,-53%,-44%,+34%,+15%,+1%,+1%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,4,,,['E325 - Lactate de sodium'],,,,,,
949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Coquille nature - Auchan,2030509000490,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
951,Pâte à tartiner artisanale praliné et noisettes -  - 120g,3760167938789,,['France'],"['praliné noisettes 52% ', 'noisettes 50%', 'sucre', 'pâte de noisettes 18%', 'sucre', ' poudre de lait entier', 'noisettes hachées torréfiées 7%', 'beurre de cacao', ' pâte de cacao', 'arôme naturel de vanille', 'émulsifiant : lécithine de soja', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,547,2289 kj(547 kcal),39,"8,4","40,9","37,5","7,9","0,07","0,028",120 g,D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",,39 g,en quantité élevée,8.4 g,en quantité élevée,37.5 g,en quantité élevée,0.07 g,en faible quantité,,-0%,-0%,+14%,+10%,-19%,-20%,+14%,-33%,-33%,20,-2%,E,-2%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,"['Lait', 'Fruits à coque', 'Soja']",4,,"['Pot', 'Verre']",['E322i - Lécithine'],,,,,,
952,raki - luani - 0.5,5304000041304,['Luani'],['France'],[],[],?,?,,?,,?,,?,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,
953,Brique bio vache - Ferme de l'Espoir - 150g,3770009075008,"[""Ferme de l'Espoir""]",['France'],"['lait cru entier', 'sel', 'présure', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,150 g,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Produits artisanaux', 'Fromages au lait cru', 'Fromages artisanaux']","['Bio', 'Bio européen', 'FR-BIO-15', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Intermarché'],"['FR 69.229.003 CE', ""Saint-Nizier-d'Azergues (Rhône, France)""]",['Lait'],3,,['Plastique'],,,['France'],,['France'],,
954,Apéro nature vache - Ferme de l'Espoir - 100g,3770009075077,"[""Ferme de l'Espoir""]",['France'],"['lait cru entier', 'sel', 'présure', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,100 g,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Produits artisanaux', 'Fromages au lait cru', 'Fromages artisanaux']","['Bio', 'Bio européen', 'FR-BIO-15', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Intermarché'],"['FR 69.229.003 CE', ""Saint-Nizier-d'Azergues (Rhône, France)""]",['Lait'],3,,"['Plastique', 'Bois']",,,['France'],,['France'],,
955,Sauce pour gratin de saumon - Knorr,8714100081600,['Knorr'],['France'],[],[],?,244,1021 kj(244 kcal),18,"8,4","5,7","2,8",14,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Petit Beaujolais chèvre - Ferme de l'Espoir - 180g,3770009075138,"[""Ferme de l'Espoir""]",['France'],"['lait cru entier', 'sel', 'présure', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,180 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits artisanaux', 'Fromages de chèvre', 'Fromages au lait cru', 'Fromages artisanaux']",,,,,,,,,,,,,,,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['Intermarché'],"['FR 69.229.003 CE', ""Saint-Nizier-d'Azergues (Rhône, France)""]",['Lait'],3,,['Plastique'],,,['France'],,['France'],,
957,Lièvre fondant crème et raifort - Saveurs Forestières,3368270201778,['Saveurs Forestières'],['France'],[],[],?,117,490 kj(117 kcal),"3,8","1,7","1,3","0,9",19,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Maïs pop corn,3580281340066,,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,3","18,7","6,3","3,3","0,04","0,016",,,['Maïs pour pop corn'],,1.3 g,en faible quantité,0.3 g,en faible quantité,6.3 g,en quantité modérée,0.04 g,en faible quantité,,-68%,-68%,-61%,-37%,-69%,+370%,-69%,-31%,-31%,0,,B,,,,,,,,,,,,,,,,,,,,,
959,Nougat blanc tendre - Silvain,3760060460035,['Silvain'],['France'],"['AMANDE ', 'France', ' 33%', 'sucre', 'miel ', 'France', ' 18%', 'sirop de glucose', 'eau', ""blanc d'OEUF"", 'feuille azyme ', 'fécule de pomme de terre', 'eau', ""huile d'olive"", 'arôme naturel de vanille']",['Non végétalien'],?,476,1992 kj(476 kcal),22,"4,3",58,50,9,"0,05","0,02",,D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,22 g,en quantité élevée,4.3 g,en quantité modérée,50 g,en quantité élevée,0.05 g,en faible quantité,,+8%,+8%,+46%,+205%,-14%,-13%,+33%,-33%,-33%,19,+22%,E,+22%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,"['Œufs', 'Fruits à coque']",4,Nougat blanc tendre,['Plastique'],,,"['Provence', 'France']",,,,
960,Cabridou - Ferme de l'Espoir - 240g,3770009075152,"[""Ferme de l'Espoir""]",['France'],"['lait cru entier', 'sel', 'présure', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,240 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits artisanaux', 'Fromages de chèvre', 'Fromages au lait cru', 'Fromages artisanaux']",,,,,,,,,,,,,,,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['Intermarché'],"['FR 69.229.003 CE', ""Saint-Nizier-d'Azergues (Rhône, France)""]",['Lait'],3,,['Plastique'],,,['France'],,['France'],,
961,Saucisson,0241980044541,,['France'],[],[],?,316,1322 kj(316 kcal),"25,3","8,9","2,5","0,5","26,1",5,2,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Poitrine de porc farcie à la caillette - Guèze - 220g,3421010002599,['Guèze'],['France'],"['Poitrine de porc : poitrine de porc', 'eau', 'sel', 'sucres ', 'sirop de glucose', 'dextrose', 'saccharose', 'stabilisants ', 'E451', 'E450', 'antioxydant : E301', 'arômes', 'conservateur : E250', 'colorant : E150a', '\r Farce : viandes de porc', 'gras de porc', 'épinards', 'couenne de porc', 'foie de porc', 'fécule de pomme de terre', 'sucre ', 'lactose', 'sel', 'protéines de lait', 'stabilisants ', 'E450', 'E452', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",870,?,870 kj(208 kcal),"14,8","5,6",3,"1,3","16,6","2,83","1,132",220 g,E,"['Viandes', 'Porc', 'Poitrine de porc']",,14.8 g,en quantité modérée,5.6 g,en quantité élevée,1.3 g,en faible quantité,2.83 g,en quantité élevée,-22%,,-24%,-34%,-34%,+221%,+98%,+1%,+21%,+21%,17,-11%,D,-11%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,['Intermarché'],"['FR 07.338.002 CE', 'Vernoux-en-Vivarais (Ardèche, France)']",['Lait'],4,Poitrine de porc farcie à la caillette cuite tranche,"['Plastique', 'Sous vide']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,"['Ardèche', 'France']",,['Union européenne'],,
963,Dattes,6191587600012,,['France'],[],[],?,306,1280 kj(306 kcal),0,0,73,0,"2,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Chicken wings - Marks & Spencer,00666046,['Marks & Spencer'],['France'],[],[],?,235,983 kj(235 kcal),"13,6","3,1","4,6","4,4","23,6","1,7","0,68",,D,"['Viandes', 'Volailles', 'Poulets', 'Ailes de poulet']",,13.6 g,en quantité modérée,3.1 g,en quantité modérée,4.4 g,en faible quantité,1.7 g,en quantité élevée,,+19%,+20%,+13%,-6%,+76%,+413%,+25%,+27%,+27%,12,+67%,D,+67%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
965,Tarama Blanc,3392070012883,,['France'],[],[],?,469,1962 kj(469 kcal),"45,9","3,6","5,7","0,6","8,3","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Oeufs de lump,5701379620817,,['France'],[],[],?,97,406 kj(97 kcal),5,1,2,1,11,"2,4","0,96",,,"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump']",,5 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,2.4 g,en quantité élevée,,+14%,+15%,+31%,+10%,+75%,+269%,+11%,-45%,-45%,11,+37%,D,+37%,,,,,,,,,,,,,,,,,,,,
967,Galleta gomera variadas,0682017412771,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Huile d'olive -,3770007227218,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['AOP'],,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
969,Pain de mie nature - Belledonne,3760109052054,['Belledonne'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Thé Jardin à la française - Palais des Thés,2700978001013,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Chapon fermier du gers,0200455187541,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
