,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,labels,allergens,ingredients_origins,manufacturing,link,palm_ingredients,markets,generic_name,brand_owner,traceability_code
702,Boisson Orange Mangue - Rouiba,6130002002765,['Rouiba'],"['Algérie', 'France']","['Eau', 'sucre', ""concentré de jus d'orange"", 'purée de mangue', 'vitamines ', 'A', 'C', 'E', 'B6', 'B2', 'B1']",['Sans huile de palme'],?,48,201 kj(48 kcal),?,,12,,?,0,0,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",,,,,,,0 g,en faible quantité,,+9%,+2%,,,+39%,,,-100%,-100%,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,3,,,,,,,,,,
703,Rouiba Nectar de Grenade,6130002002932,['Rouiba'],"['Algérie', 'France']","['Eau', 'jus de grenade à base de concentré', 'sucre', ' Teneur en fruits: 30% minimum']",[],?,46,192 kj(46 kcal),"0,08",0,11,11,"0,04",,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de grenade']",0.08 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,,,,-6%,-5%,-55%,-100%,-4%,+3%,-87%,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,3,,,,,,,,,,
704,Excellence - Rouiba,6130002003168,['Rouiba'],"['Algérie', 'France']","['Eau', ""jus d'orange à base de concentré""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,46,192 kj(46 kcal),0,0,"11,2",0,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,jus d'orange,,
705,Nectar de Grenade - Rouiba Excellence,6130002003175,['Rouiba Excellence'],['France'],[],[],?,48,201 kj(48 kcal),"0,08",0,12,12,"0,04",,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de grenade']",0.08 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,,,,-2%,-0%,-55%,-100%,+5%,+12%,-87%,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
706,Excellence - Nectar de mangue - Rouiba,6130002003625,['Rouiba'],"['Algérie', 'France']","['Eau', 'purée de mangue', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,46,192 kj(46 kcal),"< 0,1",,11,,"< 0,2","0,1","0,04",,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits']",0.1 g,en faible quantité,,,,,0.1 g,en faible quantité,,-6%,-5%,-44%,,-4%,,-37%,+943%,+943%,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,3,,,,,,,,,,
707,Double mix,6130014300446,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Z'animaux,6130015063012,,['France'],[],[],?,463,1937 kj(463 kcal),15,0,73,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,"Soda saveur Pomme - Ifri - 1,25l",6130093010175,['Ifri'],['France'],"['Eau', 'sucre', 'arôme pomme', 'additifs alimentaires : CO2 agent de carbonatation', ""acide citrique régulateur de l'acidité"", 'benzoate de sodium agent de conservateur', 'caramel IV colorant']",[],?,59,247 kj(59 kcal),"0,02",0,"12,5","12,5","0,03","0,013","0,005","1,25 l","['Bouteille', 'Plastique']",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas à la pomme', 'Boissons avec sucre ajouté']",0.02 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0.0127 g,en faible quantité,,+51%,+58%,-54%,-100%,+36%,+45%,-32%,-75%,-75%,18,+62%,E,+62%,,,,,,,,"['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium""]",4,,,,['Algérie'],,,['Carrefour'],,,
710,Eau - IFri Eau Minérale Naturelle,6130093055855,"['IFri Eau Minérale Naturelle', 'ifri']",['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,
711,Ifruit - Ifri,6130093056944,['Ifri'],['France'],[],[],?,52,218 kj(52 kcal),0,0,"12,32","12,32","0,2","0,015","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,
712,ifruit orange mangue au lait - ifri - 1l,6130093056999,['Ifri'],"['Algérie', 'France']",[],[],?,51,213 kj(51 kcal),"0,15","0,15","11,95","11,95","0,36","7,84","3,136",1 l,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,ifruit orange - ifri,6130093057040,['Ifri'],"['Algérie', 'France']",[],[],?,49,205 kj(49 kcal),0,0,12,"10,2","0,14",0,0,,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,ifruit ifri,6130093058993,['Ifri'],"['Algérie', 'France']",[],[],?,53,222 kj(53 kcal),"0,02",0,13,"11,1","0,08","0,01","0,004",,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,
715,iFruit,6130093059051,,['France'],[],[],?,58,243 kj(58 kcal),0,0,14,"12,1","0,07",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Citronade ifruit - ifri - 33cl,6130093059198,['Ifri'],['France'],[],[],?,50,209 kj(50 kcal),0,0,"12,5","11,2",0,,,33cl,,,"['Boissons', 'Citronnades']",0 g,en faible quantité,0 g,en faible quantité,11.2 g,en quantité élevée,,,,+56%,+54%,-100%,-100%,+56%,+49%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
717,IFRI Orange - 33cl,6130093059679,['Ifri'],['France'],"['eau 87', '34%', 'sucre 11', '49%', 'gaz propulseur ', 'dioxyde de carbone 0', '71%', 'acidifiant ', 'acide citrique', ""arôme naturel d'orange et autres arômes naturels"", ""correcteur d'acidité "", 'citrate trisodique', 'antioxydant ', 'acide ascorbique', 'stabilisant ', 'gomme arabique', 'émulsifiants ', 'esters glycériques de résine de bois', ""octényl succiate d'amidon sodique"", 'colorant ', ""bèta-apo-8'-carotènal""]",[],?,49,205 kj(49 kcal),0,0,12,12,0,"0,035","0,014",33 cl,"['Triman', 'Point vert', 'Pensez au tri!', 'Bouteille et bouchon plastique à recycler']",,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.035 g,en faible quantité,,-42%,-45%,-100%,-100%,-39%,-34%,-100%,-6%,-6%,15,+26%,E,+26%,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', ""E160e - Apocaroténal 8'""]",4,"['Sans arômes artificiels', 'Point Vert', 'Sans conservateurs', 'Sans colorant artificel']",,,"['Sarl Ibrahim & fils', 'W Béjea', 'Algérie']",,,['Leclerc'],,,
718,Ifri-Pomme - 330ml,6130093059761,['Ifri'],['France'],"['Eau', 'sucre', 'arôme naturel de pomme', 'sucre caramélisé', 'additifs alimentaires: C02 agent de carbonatation', ""acide citrique régulateur de l'acidité"", 'acide ascorbique antioxydant', ' ', 'La couleur de ce produit peut évoluer dans le temps sans incidence sur son goût ni sa qualité']",[],?,153,640 kj(153 kcal),0,0,13,12,0,,,330 ml,['bouteille pet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],4,,,['Naturelle'],,,,,,,
719,Ifrisoda - Boisson gazeuse aux arômes naturels de fruits - Ifri - 1l,6130093059778,"['Ifri', 'Ofei']","['Algérie', 'France']","['Eau ', '87 %', 'sucre ', '12 %', 'gaz propulseur : dioxyde de carbone ', '0,71 %', 'acidifiant : acide citrique', 'arôme naturel de pomme', 'sucre caramélisée', 'antioxydant : acide ascorbique']",[],?,51,213 kj(51 kcal),0,0,"12,5","12,5",0,"0,02","0,008",1 l,"['Bouteille', 'Plastique']",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas à la pomme', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0.02 g,en faible quantité,,+31%,+37%,-100%,-100%,+36%,+45%,-100%,-61%,-61%,17,+53%,E,+53%,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",4,"['Sans arômes artificiels', 'Point Vert', 'Arômes naturels', 'Nouveau', 'Sans colorants artificiels']",,,,,,,,,
720,Ifri pomme verte,6130093059808,['Ifri'],['France'],"['Eau ', '87', '58%', 'sucre ', '12%', 'gaz propulseur:dioxyde de carbone acidifiant : acide citrique', 'arome naturel de pomme verte', 'extrait de carthame', ""correcteur d'acidité : citrate trisodique"", 'antioxydant:acideascorbique', 'colorant : chlorophyllines', ' ', ' la couleur de ce produit peut évoluer dans le temps Ans incidence sur son goût ni sa qualité']",[],?,50,209 kj(50 kcal),0,0,"12,3","12,3",0,"0,02","0,008",,,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,12.3 g,en quantité élevée,0.02 g,en faible quantité,,-41%,-44%,-100%,-100%,-38%,-33%,-100%,-47%,-47%,16,+34%,E,+34%,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E140ii - Chlorophyllines']",4,['Sans colorants'],,,,,,,,,
721,Ifri,6130093059891,['Ifri'],['France'],[],[],?,106,444 kj(106 kcal),"0,5","0,1",13,13,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Ifri Premium Soda,6130093059921,['Ifri'],['France'],"['Eau ', '86', '36%', 'sucre ', '12', '4%', 'gaz propulseur: dioxyde de carbone ', '0', '71%', 'concentré de jus de carotte noire ', '0,23%', 'acidifiant : acide citrique', 'arômes naturels de framboise et autres fruits rouges ', 'cassis', 'fraise', 'raisin noir et mûres', ' ', 'La couleur de ce produit peut évoluer dans le temps sans incidence sur son goût ni sa qualité ']",[],?,54,226 kj(54 kcal),0,0,"13,16",13,0,"0,02","0,008",,,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.02 g,en faible quantité,,-36%,-39%,-100%,-100%,-34%,-29%,-100%,-47%,-47%,17,+43%,E,+43%,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique']",4,['Sans arômes artificiels'],,,,,,,,,
723,Saveur Mouton - Maggi - 48 * 9g (432g),6130137000179,['Maggi'],['France'],"['Sel', 'amidon de maïs', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'huile de palme totalement hydrogénée', 'sucre', 'oignon en poudre', 'colorant ', 'E150c', ' ', 'avec gluten', 'ail en poudre', 'arôme', 'poivre noir', 'coriandre', 'curcuma', 'cumin']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",916,?,916 kj(219 kcal),"9,6","8,8","23,3","9,9","9,6","56,2","22,48",48 * 9 g (432 g),"['Carton', 'Papier']",,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons cubes', 'Bouillons de mouton']",,,,,,,,,,,+28%,+41%,+119%,+9%,+222%,+11%,+37%,+37%,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,['Halal'],['Gluten'],,,,['Huile de palme'],,,,
724,Beurre de feuilletage - Cevital,6130234000645,['Cevital'],['France'],"[""Huiles et graisses végétales raffinées en l'état "", 'Palme', 'Tournesol ot Coprah', 'Eau et Sel', "" Additifs alimentaires : Mono et dig/ycérides d'acide gras végéta/ SIN 471"", ""Lécithine de soja SIN 322 ot EStors polyg/ycero/iques d'acide gras SIN 475 : émulsifiants "", 'B', ' P', ' F', ' ', ' Acide lactique SIN 270 régulateur de ""acidité ', 'B', 'P', 'F', ' ', ' Sorbate de potassium SIN 202 et Acide sorbique SIN 200 : agent de conservation ', 'B', ' P', ' F', ' d/-a/pha-tocophéro/ SIN 307c : antioxydant ', 'B', ' P', ' F', ' ', ' Arôme beurre ', 'B', 'P', 'F', 'Béta carotène SIN 160 a ', 'ii', ' : colorant ', 'B', 'P', 'F']",['Huile de palme'],?,740,3096 kj(740 kcal),82,50,0,0,0,"0,8","0,32",,,,['Matières grasses'],82 g,en quantité élevée,50 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,,-8%,-8%,-7%,+119%,-100%,-100%,-100%,+310%,+310%,21,+86%,E,+86%,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E307c - Tocophérol', 'E160aii - Carotènes végétaux']",4,,,,,,['Huile de palme'],,,,
725,Matina - 400g,6130234000997,,['France'],[],[],?,630,2636 kj(630 kcal),70,55,"0,2","0,2",15,"0,4","0,16",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,
726,Chocolat milka,6130234001154,['Milka'],['France'],[],[],?,527,2205 kj(527 kcal),30,18,58,57,"5,4","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Boisson au jus orange pêche,6130234004063,,['France'],[],[],?,53,222 kj(53 kcal),"0,1","0,01","13,1",6,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Cuvée Monica -,6130302001147,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Cocktail de fruits,6130314000091,,['France'],[],[],?,46,192 kj(46 kcal),0,0,"11,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,fritos gout creamy cheese - mahboul,6130336001755,['Mahboul'],['France'],[],[],?,400,1674 kj(400 kcal),"20,9",0,"67,5",0,7,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Maccaroni,6130351001495,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Eau - Mansouraf,6130364000102,['Mansouraf'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Lasagne Mahbouba - Amor Benamor,6130403000186,['Amor Benamor'],['France'],['Semoule de blé dur de qualité superieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),"1,9",0,73,0,"12,8","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Twist - Candia,6130433000484,['Candia'],['France'],[],[],?,218,912 kj(218 kcal),0,0,"12,3",4,"0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Couscous complet - Mama - 900g,6130492000593,['Mama'],"['Algérie', 'France']",['Semoule de blé dur complet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1434,?,1434 kj(343 kcal),"1,5","0,44",63,"0,7","12,5",,,900 g,"['Sac', 'Plastique']",,"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",1.5 g,en faible quantité,0.44 g,en faible quantité,0.7 g,en faible quantité,,,+148%,,+125%,-65%,-63%,+260%,-67%,+68%,,,,,,,,,,,,,,,3,,['Gluten'],,"['Algerie', 'Blida']",http://www.mama.dz/fr/produits/15-couscous.html#js-product-list,,['Epicerie'],Couscous complet,,
736,Datol -,6130520012383,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,
737,Biscuit gout yaourt,6130619002363,,['France'],[],[],?,472,1975 kj(472 kcal),66,"0,1",20,20,"4,83","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Boisson lactée au jus de fruits -,6130646000592,,['France'],"['Eau', 'Lait écrémé reconstitué', 'Sucre', 'jus de fruits ', 'Pomme', 'Poire ,Pêche ,Abricot', ' reconstitués ', '12%minimum', 'Arôme Peche', 'Arôme Abricot', 'Additifs Alimentaires: Epaississants : ', ' SIN 466 et SIN 412 ', ""SIN 330 Régulateur d'acidité"", 'SIN 160a', 'i', ' Colorant']",['Non végétalien'],?,44,184 kj(44 kcal),"0,01",0,"10,44",0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E160ai - Bêta-carotène']",4,,,,,,,,,,
739,Yaoumi - Danone,6130646003524,['Danone'],['France'],[],[],?,89,372 kj(89 kcal),"1,6","0,2",15,"1,2","3,55","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Slim ananas,6130695112550,,['France'],[],[],?,115,481 kj(115 kcal),0,0,29,29,0,"0,075","0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Slim Ananas,6130695112574,,['France'],[],[],?,46,192 kj(46 kcal),"0,01",0,"11,4",11,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Soda,6130743002246,,['France'],[],[],?,44,184 kj(44 kcal),0,0,11,11,0,15,6,,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,15 g,en quantité élevée,,+63%,+59%,-100%,-100%,+62%,+66%,-100%,+107814%,+107814%,25,+171%,E,+171%,,,,,,,,,,,,,,,,,,,
743,Miranda Pomme,6130743005261,,['France'],[],[],?,48,201 kj(48 kcal),0,0,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,GUEDILA eau minérale,6130758000053,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,029","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Soda - Mami Boissons,6130799002184,['Mami Boissons'],['France'],[],[],?,53,222 kj(53 kcal),0,0,14,"13,2",0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,13.2 g,en quantité élevée,0 g,en faible quantité,,-5%,-8%,-100%,-100%,+24%,+40%,-100%,-100%,-100%,17,+122%,E,+122%,,,,,,,,,,,,,,,,,,,
746,6130805000029,6130805000029,,"['Algérie', 'France']",[],[],?,?,,?,,?,,?,,,,"['Boite de Conserve', 'métal']",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Tomates pelées']",,,,,,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,,,,,,,,
747,Jufré kiwi lime,6130813608514,,['France'],[],[],?,52,218 kj(52 kcal),"0,1",0,"12,75","12,75","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Torsades - AMORBENAMOR,6130837000141,['AMORBENAMOR'],['France'],"[',Ingrédients/tngredierfts//ülj9SnJlL I ô•g', 'ygS un Semoule 106% de Blé dòr de qualité supérieure/ durum Gheatbhighsqualityp']",[],?,354,1481 kj(354 kcal),2,"0,3",72,3,12,"0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Torsades', 'Fusilli de blé dur']",2 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.01 g,en faible quantité,,+0%,+0%,+23%,-7%,+8%,+6%,-2%,-7%,-7%,-1,,A,,,,,,,,,,,,,,,,,,,,
749,Tlitli N°2 - Amor Benamor - 500g,6130837000370,['Amor Benamor'],"['Algérie', 'France']","['Semoule de blé dur de qualité supérieure,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,354,1481 kj(354 kcal),2,"0,3",72,3,12,"0,01","0,004",500 g,"['Sachet', 'Plastique']",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']",2 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.01 g,en faible quantité,,+0%,+0%,+12%,-21%,+3%,-5%,-3%,-58%,-58%,-1,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,1,,['Gluten'],,,,,,,,
750,Couscous,6130837000509,,['France'],[],[],?,354,1481 kj(354 kcal),2,"0,3",72,3,12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Lazagne - Amor Benamor,6130837000646,['Amor Benamor'],['France'],['Pâtes spéciales à base de semoule supérieure de blé dur'],[],?,356,1490 kj(356 kcal),2,"0,1",72,3,12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Dattes Deglet Nour d’Algérie - Asma - 1kg,6131220111123,['Asma'],['France'],['Dattes Deglet Nour'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,306,1280 kj(306 kcal),0,0,70,0,"2,2",~ 0,0,1 kg,"['Carton', 'boîte', 'Plastique']",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+4%,+4%,-100%,-100%,+4%,-100%,-4%,-100%,-100%,-8,-289%,A,-289%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,1,"['Point Vert', 'Halal']",,['Algérie'],,,,,,,
753,Vegecao noir - Chocodada - 500g,6131680000029,['Chocodada'],"['Algérie', 'France']","['Sucre', 'graisse végétale hydrogénée', 'poudre de cacao', 'Additifs alimentaires: ', 'SIN 322i', ' lécithine de soja ', 'émulsifiant', 'arômes artificiels']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,550,2301 kj(550 kcal),30,,65,,5,,,500 g,['Plastique'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",30 g,en quantité élevée,,,,,,,,-1%,-1%,-24%,,+68%,,-35%,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['E322i - Lécithine'],4,['en:gluten-free'],['Soja'],,"['Alger', 'Algerie']",http://chocodada.com/index.php/vegecao-domestique,,['Epicerie'],Chocolat noir à patisserie,,
754,Farine de Dattes - Chergui Dattes - 1kg,6132027700121,['Chergui Dattes'],['France'],[],[],?,?,,?,,?,,?,,,1 kg,"['Sachet', 'Plastique']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Farines de dattes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Algérie'],['Algérie'],,,,Farine de dattes,,
755,Chic - Gingombre,6132034400014,['Gingombre'],['France'],[],[],?,425,1778 kj(425 kcal),32,25,25,8,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
756,Feuilles de brick piquantes,6132092000041,,['France'],[],[],?,125,523 kj(125 kcal),0,0,10,0,0,,,,,,['Feuilles de brick'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-52%,-52%,-100%,-100%,-82%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
757,Oasis Dattes Nour -,6132196800028,,['France'],[],[],?,306,1280 kj(306 kcal),"0,2",0,73,73,"2,2",0,0,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes Deglet Nour']",0.2 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,0 g,en faible quantité,,+4%,+4%,-38%,-100%,+9%,+27%,-4%,-100%,-100%,7,+65%,C,+65%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,['Algérie'],,,,,,,
758,K chir,6132500510124,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Halva Chamia -  - 2kg,6132500920558,,['France'],[],[],?,?,,?,,?,,?,,,2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
