,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,packaging,traceability_code,labels,markets,generic_name,ingredients_origins,palm_ingredients,manufacturing,link,brand_owner
882,Onagre.  la belle de nuit !,3770009944779,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Riz rond - Gallo,8001420009439,,,['Gallo'],,['France'],[],[],,,,,,,,,,?,,0.348,,1 kj(0 kcal),,"0,7",,"0,2",,"78,3",,"0,2",,"6,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
884,Langue de porc en gelée,0212056036418,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,
885,Filet de poulet,2424503039882,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,95,-27%,397 kj(95 kcal),-27%,"0,6",-79%,0,-100%,"1,2",+151%,0,-100%,21,-8%,1,+33%,"0,4",+33%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
886,Filets de poulet fermier,0212833019610,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
887,Rote Nase Clown Tee,9004145029224,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Pavé de cerf aux fines herbes - Palais Des Mets,3760089334263,,,['Palais Des Mets'],,['France'],[],[],,,,,,,,,,?,,94,,393 kj(94 kcal),,"0,8",,"0,4",,1,,"0,8",,21,,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,,,,,
889,Moutarde au Calvados,3574313270605,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Yogueta,7290111351020,,,,,['France'],[],[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,0,,0,,82,,51,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Château cayla,3700201713668,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,['France'],,,,
892,Arroz Extra Bayo,8411484010423,,,,,['France'],[],[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,"0,5",,"0,1",,"58,4",,"0,2",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
893,Gelée de piment d'espelette,3760101440170,,,,,['France'],[],[],,,,,,,,,,?,,776,,3247 kj(776 kcal),,"0,08",,0,,45,,43,,"0,08",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
894,Croustillants framboise au sucre de canne,3193840072935,,,,,['France'],[],[],,,,,,,,,,?,,445,,1862 kj(445 kcal),,"12,1",,"1,96",,"76,9",,"37,6",,"6,6",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,
895,Kazidomi Spiruline 90 gélules - 44g,,,44g,['Kazidomi'],['Compléments alimentaires'],"['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Plastic'],,,['Kazidomi'],Spiruline 90 gélules complément alimentaire,,,,https://www.kazidomi.com/fr/superaliments/7254-spiruline.html,
896,Filets de poulet fermier,0226222034832,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Barquette'],,,,,,,,,
897,Reblochon - 230g,2255019033268,D,230 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
898,Kazidomi - 54g,,,54 g,['Kazidomi'],['Compléments alimentaires'],"['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/mineraux/7248-magnesium-vitamine-b6.html,
899,Mimolette demi vieille - 286g,2862456024201,C,286 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Film'],,,,,,,,,
900,Crème Dessert Café,3760267350221,,,,,['France'],[],[],,,,,,,,,,?,,141,,590 kj(141 kcal),,"3,65",,"1,72",,"22,9",,"18,8",,"3,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
901,Kazidomi Probiotikal 90 gélules - 40g,,,40 g,['Kazidomi'],['Compléments alimentaires'],"['Belgique', 'France']","['Lactococcus lactis ', 'lait', 'Lactobacillus casei ', 'lait', 'Lactobacillus acidophilus ', 'lait', 'Bifidobacterium bifidum ', 'lait', 'tunique : gélifiant pullulan']",['Non végétalien'],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['E1204 - Pullulane'],['Lait'],,,,['Kazidomi'],Probiotikal 90 gélules,,,,https://www.kazidomi.com/fr/digestion/7250-probiotikal.html,
902,Kazidomi - 29g,,,29 g,['Kazidomi'],,"['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/mineraux/7253-fer.html,
903,Kazidomi - 36g,,,36 g,['Kazidomi'],['Compléments alimentaires'],"['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/superaliments/7252-curcuma.html,
904,BLOOM infusion bio beauté,3760256812587,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
905,Kazidomi - 63g,,,63 g,['Kazidomi'],['Compléments alimentaires'],"['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/superaliments/7251-huile-de-bourrache.html,
906,Tomme du Chatelard - 1342kg,2246584087183,,1342 kg,,,['France'],[],[],,,,,,,,,,?,,364,,1523 kj(364 kcal),,30,,19,,"0,5",,"0,5",,23,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
907,Waitrose,5035230100263,,,['Waitrose'],,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bottle', 'hdpe-bottle']",,,,,,,,,
908,Mailing Bags - Home and office - 2kg,5020379012416,,2 kg,['Home and office'],,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bags', 'mixed plastic-bag']",,,,,,,,,
909,Kazidomi - 60g,,,60 g,['Kazidomi'],['Compléments alimentaires'],"['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/mineraux/7255-omega-3.html,
910,"Sel ""brut de recolte""",3558180031149,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Kazidomi - 400g,,B,400 g,['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches', 'Légumineuses en conserve', 'Pois chiches en conserve']","['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,28.6%,33.2%,14.9%,14.4%,4.2%,4.8%,88,,,['Canned'],,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/conserves-de-legumineuses/7499-pois-chiches.html,
912,Kazidomi - 400g,,B,400 g,['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']","['Belgique', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,['Canned'],,,['Kazidomi'],,,,,https://www.kazidomi.com/fr/conserves-de-legumineuses/7500-haricots-rouges.html,
913,Kazidomi Petits Pois Verts Bio - 400g,,,400 g,['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Petits pois']","['Belgique', 'France']","['petits pois*', 'eau ', ""*issus de l'agriculture biologique"", ' Produit dans un atelier qui utilise des céréales contenant du gluten', 'du lupin', 'du sésame et du soja', ' Sans OGM']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Gluten'],['Canned'],,"['Bio', 'Sans OGM']",['Kazidomi'],Petits Pois Verts Bio,,,,https://www.kazidomi.com/fr/conserves-de-legumineuses/7503-petits-pois-verts.html,
914,Kazidomi Lentilles Brunes Bio - 400g,,B,400 g,['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles brunes']","['Belgique', 'France']","['lentilles*', 'eau ', ""*issus de l'agriculture biologique"", ' Produit dans un atelier qui utilise des céréales contenant du gluten', 'du lupin', 'du sésame et du soja', ' Sans OGM']",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,['Canned'],,['Bio'],['Kazidomi'],Lentilles Brunes Bio,,,,https://www.kazidomi.com/fr/conserves-de-legumineuses/7502-lentilles-brunes.html,
915,Pears,5057172014859,,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Jack Daniel’s Marinade,0013000520607,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,
917,Pain au chocolat beurre aop,,D,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],,22 g,en quantité élevée,15 g,en quantité élevée,12 g,en quantité modérée,8 g,en quantité élevée,?,,396,0%,1657 kj(396 kcal),-0%,22,+0%,15,+13%,42,-1%,12,0%,7,-2%,8,+786%,"3,2",+786%,26,+32%,E,+32%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
918,Salsa tica,7441006011936,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
919,Thé Détox Énergisant Feu du Dragon,3760302220199,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-16']",,,,,,,
920,Reblochon de Savoie,2204678002535,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['France'],[],[],,28.1 g,en quantité élevée,22.1 g,en quantité élevée,0.5 g,en faible quantité,1.29 g,en quantité modérée,?,,338,+4%,1414 kj(338 kcal),+5%,"28,1",+5%,"22,1",+18%,"0,6",+63%,"0,5",+121%,"20,5",+2%,"1,29",-4%,"0,516",-4%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
921,Faux filet,0204285033658,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Haricot à Rames,3419190007435,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Brassé végétal Morice à la Myrtille sauvage,3770011009114,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,122,,510 kj(122 kcal),,"0,27",,"0,11",,28,,10,,"1,68",,0,,0,,,,,,,,,,,,,,,['Pot en carton'],,"['Végétarien', 'Végétalien']",,,,,,,
924,Bière,56055139,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Miel d'acacia - 500g,3760205480003,B,500 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
926,"Houmous l'Original - 1,2 kg",3770013545184,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],[],,11.7 g,en quantité modérée,2 g,en quantité modérée,0.4 g,en faible quantité,0.6 g,en quantité modérée,?,,198,-25%,828 kj(198 kcal),-25%,"11,7",-42%,2,-19%,"12,6",+19%,"0,4",-70%,"7,6",+17%,"0,6",-42%,"0,24",-42%,1,-80%,B,-80%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,
927,forta,3664042003336,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,"Houmous Curcuma - 1,2kg",3770013545160,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],[],,11.7 g,en quantité modérée,2 g,en quantité modérée,0.4 g,en faible quantité,0.6 g,en quantité modérée,?,,198,-25%,828 kj(198 kcal),-25%,"11,7",-42%,2,-19%,"12,6",+19%,"0,4",-70%,"7,6",+17%,"0,6",-42%,"0,24",-42%,1,-80%,B,-80%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,
929,Lucky Cow White Combi Feta Cheese -  - 500g,4008960203611,,500g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Avocat,8438001482136,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,YAN KESME MAKARNA - Baktat,4251528901782,,,['Baktat'],,['France'],[],[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,2",,"0,3",,71,,"3,2",,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
932,Tann Schinkenteilsames,2288953007699,,,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,
933,Rhubarbe (confiture) - La Chambre aux Confitures,3700910201104,D,,['La Chambre aux Confitures'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe']",['France'],[],[],,0.5 g,en faible quantité,0.4 g,en faible quantité,51 g,en quantité élevée,,,961,-0%,?,,961 kj(230 kcal),+4%,"0,5",+124%,"0,4",+680%,54,-0%,51,-3%,"0,5",+8%,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
934,Poulet blanc prêt à cuire,2600350041593,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,
935,Ail des ours Bio,3701332102611,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,
936,2 minute MUG cake chokolate,0732346442120,,,,,['France'],[],[],,,,,,,,,,?,,383,,1602 kj(383 kcal),,"1,7",,"0,7",,"86,9",,"50,6",,"4,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
937,Vin rouge chateau la lauzette 2016,3419466234572,D,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,
938,Gressins au Sésame,3700238324301,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],[],,14 g,en quantité modérée,2.8 g,en quantité modérée,2.2 g,en faible quantité,2 g,en quantité élevée,?,,454,+8%,1900 kj(454 kcal),+8%,14,+30%,"2,8",+24%,65,-3%,"2,2",-12%,14,+23%,2,+5%,"0,8",+5%,15,+17%,D,+17%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,
939,Noisette,0231964002407,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Thé chaï - Cook - 180g,3417960033615,B,180 g,['Cook'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,"['Bio', 'Commerce équitable', 'Bio-équitable', 'Biopartenaire']",,,,,,,
941,Thé goût russe aux agrumes - Cook - 180g,3417960033608,B,180 g,['Cook'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,"['Bio', 'Commerce équitable', 'Bio-équitable', 'Biopartenaire']",,,,,,,
942,"Mélange Oriental vrac - Direct Producteurs Fruits secs - 2,5kg",3760159011063,,"2,5 kg",['Direct Producteurs Fruits secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
943,"Mélange sportif vrac - Direct Producteurs Fruits secs - 2,5kg",3760159012817,,"2,5 kg",['Direct Producteurs Fruits secs'],"['Snacks', 'Snacks salés', 'Apéritif']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
944,Noix d'Amazonie - Direct Producteurs Fruits secs - 4x 5kg,3760159013869,,4 x 5 kg,['Direct Producteurs Fruits secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
945,"Bananes séchées - Direct Producteurs Fruits secs - 2x 2,5kg",3760159012534,,"2 x 2,5 kg",['Direct Producteurs Fruits secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
946,Bananes moelleuses nature - cubes - Direct Producteurs Fruits secs - 1x 5kg,3760159012541,,1 x 5 kg,['Direct Producteurs Fruits secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
947,"Noix de Cajou - Direct Producteurs Fruits secs - 11,34kg",3760159012350,,"11,34 kg",['Direct Producteurs Fruits secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
948,Noix de Cajou au Tamari - Direct Producteurs Fruits secs - 5kg,3760159012343,,5 kg,['Direct Producteurs Fruits secs'],"['Snacks', 'Snacks salés', 'Apéritif']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
949,Noix de Cajou au Curry - Direct Producteurs Fruits secs - 5kg,3760159013579,,5 kg,['Direct Producteurs Fruits secs'],"['Snacks', 'Snacks salés', 'Apéritif']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
950,Noix de Cajou au Wasabi - Direct Producteurs Fruits secs - 5kg,3760159013531,,5 kg,['Direct Producteurs Fruits secs'],"['Snacks', 'Snacks salés', 'Apéritif']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
951,Eau de Rose - Cook - 50ml,3417690033028,B,50 ml,['Cook'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Aides culinaires', 'Édulcorants', 'Sucres']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,['Biopartenaire'],,,,,,,
952,Infusion Gentiane racine - Herbier de France - 50g,3417960000259,B,50 g,['Herbier de France'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,['Biopartenaire'],,,,,,,
953,Infusion Pin bourgeon - Herbier de France - 25g,3417960000440,B,25 g,['Herbier de France'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,['Biopartenaire'],,,,,,,
954,Mélange Digestion Bébé - Herbier de France - 35g,3417960034575,B,35 g,['Herbier de France'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,['Biopartenaire'],,,,,,,
955,Mélange sommeil - Herbier de France - 35g,3417960009061,B,35 g,['Herbier de France'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,['Biopartenaire'],,,,,,,
956,"Quatre quarts au citron entier - Belledonne - 1,5kg",3760109054638,C,"1,5 kg",['Belledonne'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,['Biopartenaire'],,,,,,,
957,"Quatre quarts marbré entier - Belledonne - 1,5kg",3760109054713,C,"1,5 kg",['Belledonne'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,['Biopartenaire'],,,,,,,
958,Pain blé germé moulé tranché - Belledonne - 500g,3760109050920,,500 g,['Belledonne'],['Boulangerie'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Biopartenaire'],,,,,,,
