,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,additives,nova_score,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,producer_info,allergens,palm_ingredients,brand_owner,origin_detail
52,Abricots séchés -,8697422390035,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,"['France', 'Suisse']",[],[],0.5 g,en faible quantité,0.03 g,en faible quantité,43 g,en quantité élevée,0.01 g,en faible quantité,?,,220,-16%,920 kj(220 kcal),-16%,"0,5",+3%,"0,03",-50%,48,-17%,43,-5%,5,+62%,"0,01",-72%,"0,004",-72%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,3,-13%,C,-13%,,,['en:E220'],,,
53,Weisse Schokolade - Lind - 100g,7610400076104,,,,['France'],"['LINDT& SPRUNGLI MATT DEPUIS 184s MATTRE CHocOLATER SUISSE LINDOR - ein Moment puren Chocoladengucks', 'krelert von den Lindt Maitres Chocolatiers', ' Liebe und Leidenschaft für Chocolade seit 1845', ' Weiße Schokolade mit zartschmelzender Füllung ', '50%', ' : Zucker', 'Kakaobutter', 'ptlanzliches Fett ', 'Kokosnuss', 'Palm Vollmilchpuhver', 'Magermilchpulver', 'Emulgator ', 'Sojalecithin', 'Arome Kann Haselnüsse', 'Mandeln und andere Schalenfrüchte enthalten', ' NAHRWERTINFORMATION PRO 100g: 2667 k/ 642 kcal 50g 38g 43 g 42 8 5,2 8 0,218 Energie Fett - davon gesättigte Fettsäuren Kohlenhydrate - davon Zucker Eiwels Salz']",['Non végétalien'],,,,,,,,,?,,647,,2707 kj(647 kcal),,51,,39,,42,,42,,"5,1",,"0,21",,"0,084",,,,,,,,,100g,,['Lind'],,,,,,,4,,,,,,,"['Lait', 'Fruits à coque', 'Soja']",,,
54,Iso whey zero - BiotechUSA,5999076223930,,,"['Halal', 'en:gluten-free', 'Sans lactose']",['France'],[],[],,,,,,,,,?,,186,,778 kj(186 kcal),,"0,8",,"0,5",,"2,6",,"0,5",,42,,"0,4",,"0,16",,,,,,,,,,,['BiotechUSA'],,,,,,,,,,,,,,,,,
55,Mélange sportif,2600688037466,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,['France'],[],[],30 g,en quantité élevée,2.2 g,en quantité modérée,30 g,en quantité élevée,0.04 g,en faible quantité,?,,484,+10%,2025 kj(484 kcal),+10%,30,+44%,"2,2",-57%,31,-38%,30,-24%,17,+85%,"0,04",-67%,"0,016",-67%,,,,,,,,,,,,,,,,,,4,-48%,C,-48%,,,,,,
56,Milkshake fraise - 200ml,23094659,,,,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"1,4",,"0,9",,12,,11,,"3,8",,"0,1",,"0,04",,,,,,,,,200 ml,,,,,,,,,,,,,,,,,,,
57,Mix pour pain au riz - La Vie Claire - 500g,3266191007229,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,4",,"0,15",,"75,8",,"0,5",,"6,5",,0,,0,,,,,,,,,500 g,,['La Vie Claire'],,,,,,,,,,,,,,,,,
58,Jambon cuit du terroir,8032891541296,,,,['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,16,,"5,7",,"0,6",,0,,20,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Maccronelli Nudeln - Ja! - 500g,4388860119367,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,500g,['Kunststoff'],['Ja!'],['en:Deutschland'],,,,,,,,,,,,,,,,
60,Bloc de fois gras de canard du sud ouest,3018170460217,,,,['France'],[],[],,,,,,,,,?,,506,,2117 kj(506 kcal),,"52,8",,"23,4",,"2,1",,"1,8",,"5,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Panettone - 750g,26079998,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],18 g,en quantité modérée,11 g,en quantité élevée,24 g,en quantité élevée,0.36 g,en quantité modérée,?,,384,+3%,1607 kj(384 kcal),+3%,18,+20%,11,+22%,48,-7%,24,-7%,"6,5",-5%,"0,36",-18%,"0,144",-18%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,750 g,,,,,,,,,,20,+8%,E,+8%,,,,,,
62,"Poêlée algue dulse, pois chiche & pruneau",3770008754287,,,,['France'],[],[],,,,,,,,,?,,146,,611 kj(146 kcal),,"5,5",,"0,7",,16,,"4,4",,"5,8",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Ketçap,8693891537704,,,,['France'],[],[],,,,,,,,,?,,15,,63 kj(15 kcal),,"0,1",,0,,30,,20,,1,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Rondelles de pommes suisses,7610184013999,,,,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,2,,"0,5",,70,,70,,2,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Bambus Sprossen - 180g,4006795300819,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,180 g,['Glas'],,,,,,,,,,,,,,,,,,
66,Pate grand mere,3263480160085,,,,['France'],[],[],,,,,,,,,?,,402,,1682 kj(402 kcal),,38,,14,,"0,9",,"0,8",,14,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Koka,8888056815111,,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,16,,8,,0,,0,,8,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bourbon Bio-Vanille extrakt,9300641003103,,,"['Bio', 'Bio européen', 'en:AU-BIO-107']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,['stück'],,,,,,,,,,,,,,,,,,
69,Penne,8016323005600,,,"['Bio', 'Bio européen']",['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"1,2",,1,,"77,8",,1,,8,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ISOLATE HT,0634065449636,,,['Sans lactose'],['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,"0,39",,0,,"2,1",,"0,1",,"89,7",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Chabis affiné le regal -,3411240001004,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages au lait cru']",,['France'],[],[],24.1 g,en quantité élevée,16.6 g,en quantité élevée,0.809 g,en faible quantité,1.25 g,en quantité modérée,?,,309,-9%,1293 kj(309 kcal),-8%,"24,1",-12%,"16,6",-10%,"1,5",+168%,"0,809",+149%,"19,3",-12%,"1,25",-16%,"0,5",-16%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,"['FR 79.171.001 CE', 'Mauzé-Thouarsais (Deux-Sèvres, France)']",,,,,13,-12%,D,-12%,,,,,,
72,Yaourt creamy - Pascual - 125g,8410128113117,,['pt:Yougurt'],,['France'],"['Pasteurised whole milk ', '73%', 'pasteurised cream ', '8', '6%', 'fruit preparation ', 'peach ', '4', '3%', 'passion fruit juice from concentrate ', '0', '1%', 'dextrose', 'flavourings', 'colour: carrot concentrate', 'sugar', 'modified starch ', 'E-1422', 'milk protein', 'beef gelatin and lactic cultures ', 'milk']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",6.1 g,en quantité modérée,4.2 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,552,,132,,552 kj(132 kcal),,"6,1",,"4,2",,16,,14,,"3,2",,"0,1",,"0,04",,,,,,,,,125 g,['plastic pot'],['Pascual'],,['Spain'],['ES 15.00220/BU CE'],http://www.calidadpascual.com,,"['E14XX - Amidons modifiés', 'E1422 - Adipate de diamidon acétylé']",4,7,,C,,,,['Lait'],,,
73,Yaourt Creamy - Pascual - 125g,8410128113131,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,"['France', 'Thaïlande']",[],[],6.1 g,en quantité modérée,4.2 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,?,,132,+43%,552 kj(132 kcal),+44%,"6,1",+87%,"4,2",+105%,16,+45%,14,+39%,"3,2",-15%,"0,1",-13%,"0,04",-13%,,,,,,,,125 g,['Cup'],"['Pascual', 'พาสควาล']",,,,,,,,7,+129%,C,+129%,,,,,,
74,Real casein,5600854626613,,,,['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,"1,7",,"1,1",,"9,8",,"4,1",,77,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Raisins sec golden,3700056703982,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,['France'],[],[],1 g,en faible quantité,0.3 g,en faible quantité,72.3 g,en quantité élevée,0.1 g,en faible quantité,?,,329,+4%,1377 kj(329 kcal),+4%,1,+73%,"0,3",+114%,"78,9",+9%,"72,3",+15%,"3,1",+9%,"0,1",+85%,"0,04",+85%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,,,,,8,+42%,C,+42%,,,,,,
76,Garden peas - Clearspring,5021554989097,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses']","['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'NL-BIO-01']","['France', 'Portugal']",[],[],0.3 g,en faible quantité,0 g,en faible quantité,3.9 g,en faible quantité,0.32 g,en quantité modérée,?,,50,-73%,209 kj(50 kcal),-72%,"0,3",-94%,0,-100%,"6,4",-62%,"3,9",+91%,"3,7",-65%,"0,32",-39%,"0,128",-39%,,,,,,,,,,['Clearspring'],,,,,,,,-1,,A,,,,,,,
77,Cassés de chocolat,5425007883114,,,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Max Havelaar']",['France'],[],[],,,,,,,,,?,,568,,2377 kj(568 kcal),,"41,2",,26,,"42,3",,"39,6",,"7,4",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Les fruits surgelés,3760125200439,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés']",['Bio'],['France'],[],[],0.9 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,?,,73,+38%,305 kj(73 kcal),+39%,"0,9",+135%,0,-100%,12,+38%,11,+44%,"1,1",+15%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,-3,,A,,,,,,,
79,Lelia Greek Natural Kalamon Olives,5202302000039,,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,24,,"2,9",,"0,1",,0,,"1,6",,"3,42",,"1,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Acerola,3510130045224,,,"['Bio', 'Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,BUITONI PICCOLINIS TENTAZIONE mini-pizzas surgelées Duo de Champignons 270g (9 pièces) - 270g,7613035302785,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,['France'],"['Farine de BLE', 'crème de champignons ', '23,3%', ' ', 'LAIT entier', 'CREME', 'eau', 'champignons ', 'champignons de Paris', 'shiitake', 'bolet jaune', 'amidon modifié de maïs', 'gélifiant xanthane', 'sel', 'ail', 'extrait de champignon', 'herbes et épices', 'champignons ', '11,4%', ' ', 'champignons de Paris ', 'agaricus bisporus', 'shiitake ', 'lentinula edodes', 'bolet jaune ', 'suillus luteus', 'EDAM', 'eau', 'huile de colza', 'oignons verts ', '3,3%', 'LAIT entier en poudre', 'levure boulangère', 'sel', 'émulsifiant : lécithine de SOJA', 'persil', 'sucre', 'dextrose ', 'BLE', ' Peut contenir des fruits à coques', 'poisson', 'crustacés', 'céleri et moutarde']",['Non végétalien'],9.7 g,en quantité modérée,4.1 g,en quantité modérée,2.3 g,en faible quantité,1.1 g,en quantité modérée,999,+5%,238,+4%,999 kj(238 kcal),+4%,"9,7",+16%,"4,1",+4%,"27,9",+4%,"2,3",-22%,"8,9",-14%,"1,1",-12%,"0,44",-12%,,,,,,,,270 g,"['Boite', 'Film en plastique', 'Etui en carton']",['Buitoni'],,,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E322i - Lécithine']",4,4,-49%,C,-49%,Mini pizzas surgelées aux champignons,,"['Gluten', 'Lait', 'Soja']",,,
82,Saucisse,5411123905083,,,['Halal'],['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,20,,7,,4,,"0,2",,11,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Quinoa Multicouleur - Saldac,7753228001009,,,"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-01', 'en:PE-BIO-141']",['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"5,9",,"0,6",,"67,1",,"2,3",,"12,4",,0,,0,,,,,,,,,,,['Saldac'],,,,,,,,,,,,,,,,,
84,Twist - Candia,6130433000330,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,03",,"0,01",,"12,1",,"11,7",,"0,7",,"0,02",,"0,008",,,,,,,,,,,['Candia'],,,,,,,,,,,,,,,,,
85,Krit -,8434165466326,,,['Fabriqué en Espagne'],['France'],"['Farine de blé', 'huiles végétales ', 'palme', 'tournesol haut oléique', 'sirop de glucose et fructose', 'sucre', 'sel', ""extrait de malt d'orge"", 'poudres à lever ', ""carbonates d'ammonium et sodium"", ""correcteur d'acidité "", 'phosphates de calcium', 'levure', 'agent de traitement de la farine ', 'disulfite de sodium']","['Huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,491,,2054 kj(491 kcal),,23,,23,,63,,63,,1,,"2,5",,1,,,,,,,,,,,,,,,,,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,"['Œufs', 'Gluten']",['Huile de palme'],,
86,Black-protein - Créatine K 20 Creatine,3770001283494,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,98,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ananas extra sweet,2868500011814,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,178,,745 kj(178 kcal),,"0,5",,"0,01",,9,,"7,1",,"0,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Arachide Blanchie 500G,3700056704446,,,,['France'],[],[],,,,,,,,,?,,564,,2360 kj(564 kcal),,"51,7",,"7,5",,"15,3",,"4,8",,26,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Dinosaurus ChocoLeche - Artiach,8436048961027,,['Biscuits et gâteaux'],,"['France', 'Espagne']",[],[],22 g,en quantité élevée,6.1 g,en quantité élevée,31 g,en quantité élevée,0.9 g,en quantité modérée,?,,496,+15%,2075 kj(496 kcal),+15%,22,+15%,"6,1",-29%,68,+19%,31,+7%,"5,3",-10%,"0,9",+60%,"0,36",+60%,,,,,,,,,,['Artiach'],,,,,,,,21,+14%,E,+14%,,,,,,
90,Jus de Pomme des Cévennes,3760045830402,,,['Bio'],['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,"11,88",,"11,31",,"0,07",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Infusion rafraîchissante hibiscus,3770001850566,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,32,,134 kj(32 kcal),,0,,0,,8,,8,,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Orange Bio - Parole Gourmande - 370g,3574311743446,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-09', 'AB Agriculture Biologique']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0.023 g,en faible quantité,?,,237,-1%,992 kj(237 kcal),-2%,0,-100%,0,-100%,58,-2%,52,-8%,5,+1362%,"0,023",-6%,"0,009",-6%,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,370 g,,['Parole Gourmande'],,,,,,,,12,-1%,D,-1%,,,,,,
93,Più tempo microfiltrato pastorizzato parzialmente scremato - conad - 1L,8003170046009,D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,"['France', 'Italie']",[],[],1.6 g,en faible quantité,1 g,en faible quantité,5 g,en quantité modérée,0.13 g,en faible quantité,?,,48,+2%,201 kj(48 kcal),+3%,"1,6",+2%,1,-1%,5,+4%,5,+4%,"3,4",+5%,"0,13",+18%,"0,052",+18%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1 L,"['Pet', 'Hdpe']",['Conad'],,,['IT GSC34 CE'],,,,,-1,,A,,,,,,,
94,Pruneaux - Serano,5290097005377,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",,['France'],[],[],0.3 g,en faible quantité,0.3 g,en faible quantité,29 g,en quantité élevée,0.13 g,en faible quantité,?,,221,-8%,925 kj(221 kcal),-8%,"0,3",-19%,"0,3",+144%,"48,8",-8%,29,-20%,"2,4",+28%,"0,13",+750%,"0,052",+750%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,['Serano'],,,,,,,,2,-10%,B,-10%,,,,,,
95,Basler Halbweissbrot - Coop,7610800695028,,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,263,,1100 kj(263 kcal),,1,,"0,5",,51,,3,,10,,"1,5",,"0,6",,,,,,,,,,,['Coop'],,,,,,,,,,,,,,,,,
96,Farine de seigle type 170 - Moulins de Versailles - 1kg,3760274680151,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle', 'Farines de seigle T170']",,['France'],['farine de seigle type 170'],[],2.22 g,en faible quantité,0.27 g,en faible quantité,2.31 g,en faible quantité,0 g,en faible quantité,315,,315,-4%,315 kj(315 kcal),-77%,"2,22",+50%,"0,27",+23%,"44,8",-30%,"2,31",+13%,"15,9",+78%,0,-100%,0,-100%,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,1 kg,"['Sachet', 'Papier']",['Moulins de Versailles'],['France'],['France'],,,['Moulins de Versailles'],,,-10,,A,,,,['Gluten'],,,
97,Ananas - Del Monte,0024000214267,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0.02 g,en faible quantité,?,,66,-32%,276 kj(66 kcal),-29%,0,-100%,0,-100%,15,-24%,15,-13%,"0,4",-3%,"0,02",-74%,"0,008",-74%,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,['Del Monte'],,,,,,,,-2,,A,,,,,,,
98,Pain polka rond campaniere,0260078012149,,,,['France'],[],[],,,,,,,,,?,,252,,1054 kj(252 kcal),,6,,1,,52,,3,,8,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Foie gras de canard entier,3760082240523,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,['France'],[],[],59 g,en quantité élevée,26 g,en quantité élevée,1.5 g,en faible quantité,0.1 g,en faible quantité,?,,570,+8%,2385 kj(570 kcal),+8%,59,+9%,26,+12%,"2,5",+5%,"1,5",+14%,"6,8",-10%,"0,1",-92%,"0,04",-92%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,17,-18%,D,-18%,,,,,,
100,Samourai,5425027603075,D,"['Epicerie', 'Sauces', 'Sauces samouraï']",,['France'],[],[],63.7 g,en quantité élevée,3.7 g,en quantité modérée,0.2 g,en faible quantité,2.2 g,en quantité élevée,?,,583,+2%,2439 kj(583 kcal),+2%,"63,7",+2%,"3,7",-22%,"1,2",-63%,"0,2",-87%,"1,1",-2%,"2,2",+5%,"0,88",+5%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,19,-2%,E,-2%,,,,,,
101,Creme Dessert Chocolat,3760125340197,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,"3,93",,"2,6",,"18,8",,"16,5",,"3,39",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Saint Amouron,7610433335056,,,,['France'],[],[],,,,,,,,,?,,265,,1109 kj(265 kcal),,21,,13,,"0,5",,"0,1",,19,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Raisins mix,3595120002111,,,,['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,"0,6",,"0,3",,"66,4",,"59,2",,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Mousse cremeuse au speculoos,3700730200356,,,,['France'],[],[],,,,,,,,,?,,383,,1602 kj(383 kcal),,"27,1",,"16,6",,"29,5",,18,,"4,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Soupe de pois cassés au lard fumé,3389153100230,,"['Plats préparés', 'Soupes']","['Fabriqué en France', 'Sans colorants']",['France'],[],[],2 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,52,-9%,218 kj(52 kcal),-8%,2,+3%,1,+66%,"5,7",-1%,"0,5",-71%,"1,8",-18%,"0,7",-19%,"0,28",-19%,,,,,,,,,,,,,,,,,,2,+22%,B,+22%,,,,,,
106,Merveilles sucrees,3760022090386,,,,['France'],[],[],,,,,,,,,?,,459,,1920 kj(459 kcal),,"24,9",,"0,6",,"53,6",,"15,4",,"5,9",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Sorbet fraise,5425032022021,,,"['Bio', 'en:gluten-free']",['France'],[],[],,,,,,,,,?,,98,,410 kj(98 kcal),,"0,3",,"0,3",,"23,3",,"22,3",,"0,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sirop au miel,5997214751123,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,0,,0,,81,,81,,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Vienna Ice Coffee - Maresi,90027833,,,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,"3,9",,"2,4",,"9,7",,9,,"2,3",,"0,15",,"0,06",,,,,,,,,,,['Maresi'],,,,,,,,,,,,,,,,,
110,Saucisson sec halal,3234814640016,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs sans porc', 'Saucissons secs halal']",['Halal'],['France'],[],[],51 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,559,+39%,2339 kj(559 kcal),+38%,51,+61%,23,+87%,0,-100%,0,-100%,26,-6%,"4,2",-10%,"1,68",-10%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,"['EMB 69238B', 'Saint-Symphorien-sur-Coise (Rhône, France)']",,,,,26,+8%,E,+8%,,,,,,
111,Petillant de fruits pomme,3700238307236,,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,"10,9",,"10,7",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Cramberry moitier - 50g,3418659102476,,,,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"1,5",,"0,1",,50,,50,,"1,8",,"0,1",,"0,04",,,,,,,,,50 g,['Sachet'],,,,,,,,,,,,,,,,,,
113,Torrons - Vicens,8410495011351,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['France'],[],[],37 g,en quantité élevée,3 g,en quantité modérée,23 g,en quantité élevée,0 g,en faible quantité,?,,559,+7%,2339 kj(559 kcal),+7%,37,+18%,3,-43%,36,-20%,23,-40%,21,+75%,0,-100%,0,-100%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,"['Vicens', 'Torrons Vicens']",,,,,,,,13,-21%,D,-21%,,,,,,
