,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,link,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,ingredients_origins,brand_owner,traceability_code,palm_ingredients,origin_detail,producer_info
863,Spécialité au soja fruit rouge - Délisse - 4x 100g,3564700456415,A,,4 x 100 g,"['Frais', 'Carton']","['Délisse', 'Marque Repère', 'Nat&Vie']","['Desserts', 'Produits fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Yaourts végétaux', 'Yaourts au soja', 'Yaourts de soja aux fruits', 'Yaourts soja aux fruits mixés']","['Source de calcium', 'Faible teneur en graisses saturées']",,['Leclerc'],['France'],"['Jus de SOJA 76% ', 'eau', 'graines de SOJA 6,6%', ' ', ' fruits rouges 10% ', 'myrtille 3%', 'fraise 2,9%', 'mûre 2,8%', 'framboise 1,3%', ' ', ' sucre 9,9 % ', ' amidon de maïs ', ' phosphates de calcium ', ' jus de citron concentré ', ' épaississants : pectines', 'gomme guar ', ' arômes naturels ', "" concentré de carotte et d'hibiscus "", ' sel ', ' ferments ', 'Traces de fruits à coque', 'Les pourcentages sont exprimés sur le produit total']","['E440 - Pectines', 'E412 - Gomme de guar']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.7 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité modérée,0.1 g,en faible quantité,348,+2%,?,,348 kj(83 kcal),+4%,"1,7",-17%,"0,2",-40%,13,+17%,11,+7%,"3,1",-14%,"0,1",+15%,"0,04",+15%,1,+320%,B,+320%,53.8%,21.5%,8.9%,9.6%,4.9%,1.3%,91,['Soja'],,,,,,,
864,Laitue Iceberg - Notre Jardin - 450g,3564700457863,B,"Laitue iceberg, salade prête à l'emploi",450 g,"['Sachet', 'Plastique', 'sachet plastique à jeter', 'Sous atmosphère protectrice', 'Frais']","['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Salades', 'Légumes-feuilles', 'Laitues', 'Laitue iceberg', 'Salades vertes']",['Point Vert'],,['Leclerc'],['France'],['Laitue iceberg [facultatif]'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,68,+3%,?,,68 kj(16 kcal),+3%,"0,5",+77%,"0,1",+67%,"2,5",+22%,"1,5",+6%,1,+17%,0,-100%,0,-100%,-6,,A,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,"['EMB 45082', 'Châteauneuf-sur-Loire (Loiret, France)']",,,
865,Gelée extra de coing - Mamie Douceur - 370g,3564700457979,C,,370 g,"['Bocal verre', 'Couvercle métal']","['Mamie Douceur', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",,,['Leclerc'],['France'],"['Sucre', 'jus de coings à base de concentré', 'gélifiant : pectines', 'acidifiant : acide citrique', ' Préparée avec 50 g de fruits pour 100 g de produit fini']","['E440 - Pectines', 'E330 - Acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,1054,+8%,?,,1054 kj(252 kcal),+2%,"0,5",+111%,"0,1",+176%,62,+3%,57,-2%,"0,5",+81%,0,-100%,0,-100%,12,+3%,D,+3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
866,Céréales fourrées tout chocolat - Day Break - 2x 375g,3564700551196,C,"Spécialité céréalière chocolatée, fourrage au chocolat riche en vitamines B1, B2, B6, B9, B12, E, PP, et en fer.",2 x 375 g,"['Boîte', 'Carton', 'Sachet', 'Plastique']","['Day Break', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",['Eco-Emballages'],,"['Leclerc', 'Banque alimentaire']","['France', 'Suisse']","['Céréales 54 % ', 'semoule de riz', 'farine de blé', ""farine d'avoine"", 'fourrage au chocolat 35 % ', 'sucre', 'huile de tournesol', 'lactosérum en poudre', 'chocolat 4,5 % ', 'sucre', 'cacao en poudre', 'beurre de cacao', 'graisse de coco', 'noisettes', 'émulsifiant : lécithines ', 'tournesol', 'arôme naturel', 'chocolat en poudre 7 % ', 'sucre', 'cacao en poudre', 'inuline ', 'fibres solubles', 'sucre', 'cacao maigre en poudre 1,4 %', 'sel', ""Traces d'arachides"", 'autres fruits à coque', 'graines de sésame et soja']",['E322i - Lécithine'],['Non végétalien'],4,14 g,en quantité modérée,5.3 g,en quantité élevée,30 g,en quantité élevée,0.8 g,en quantité modérée,1922,+5%,?,,1922 kj(459 kcal),+5%,14,+1%,"5,3",+40%,74,+9%,30,+5%,"6,4",-15%,"0,8",+25%,"0,32",+25%,15,+15%,D,+15%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine']",,,,,,,
867,Fourrées craquantes framboise - Epi d'Or - 200g,3564700552117,C,12 bâtonnets de biscuit fourrage à la framboise,200 g,"['Boite', 'Carton', 'Sachet', 'Plastique', 'boite carton']","[""Epi d'Or"", 'Marque Repère']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux']",,,['Leclerc'],['France'],"['Farine de blé 42% ', ' dextrose ', ' humectant : glycérol ', ' fructose ', ' sirop de glucose ', ' sucre ', ' farine de riz 5,5% ', ' purée de framboise concentrée ', 'équivalent à 9% purée de framboise', ' ', ' poudre de lait écrémé ', ' farine de blé complet 0,9% ', ' huile de colza ', "" correcteurs d'acidité : acide citrique"", 'E331', 'carbonate de calcium', 'E333 ', ' gélifiant : pectines ', ' sel ', ' colorants : anthocyanes', 'caramel ordinaire ', ' arôme', 'Traces de fruits à coque']","['E422 - Glycérol', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E170i - Carbonate de calcium', 'E333 - Citrates de calcium', 'E440 - Pectines', 'E163 - Anthocyanes', 'E150a - Caramel E150a']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.7 g,en faible quantité,0.3 g,en faible quantité,26.5 g,en quantité élevée,0.6 g,en quantité modérée,1497,-12%,?,,1497 kj(358 kcal),-11%,"1,7",-91%,"0,3",-96%,"76,9",+55%,"26,5",-5%,"6,4",+18%,"0,6",-1%,"0,24",-1%,9,-50%,C,-50%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Gluten'],['??'],,,['??'],,,
868,Lait fermenté au bifidus saveur vanille - Délisse - 4x 125g,3564700559918,A,,4 x 125 g,['Pot'],"['Délisse', 'Marque Repère']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aromatisés', 'Yaourts au bifidus aromatisés', 'Yaourts sucrés', 'Yaourts vanille']",,,['Leclerc'],['France'],"['Lait entier 88 % ', 'origine : France', ' ', ' sucre 8,2 % ', ' lactose et protéines de lait ', ' arôme ', ' ferments lactiques dont Bifidobacterium']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2.9 g,en faible quantité,1.9 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,369,-4%,?,,369 kj(88 kcal),-4%,"2,9",-3%,"1,9",-3%,12,-6%,12,-4%,"3,4",-5%,"0,1",-17%,"0,04",-17%,2,-10%,B,-10%,56.7%,18.0%,11.6%,7.6%,4.8%,1.3%,91,['Lait'],,,,,,,
869,Hachés au thon à la tomate x 2 - Ronde des Mers - 200g,3564700573907,,,200 g,,"['Ronde des Mers', 'Marque Repère', 'Pêche Océan']","['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson']",['Sans colorants'],,['Leclerc'],['France'],"['Thon albacore 45 %', ""colin d'Alaska 30 %"", 'eau', 'huile de colza', 'farine de blé', 'purée de tomates double concentrée 3 %', 'oignon préfrit ', 'oignon', 'huile de tournesol', 'protéines de soja', 'crème fraîche', 'fumet de poisson aromatisé déshydraté ', 'arôme ', 'dont poissons', 'maltodextrine', 'fécule de pomme de terre', 'épices et plantes aromatiques', 'sel', 'poisson déshydraté', 'acidifiant : acide citrique', ""blanc d'œuf en poudre"", 'sel', ' Huiles de friture : huiles végétales de tournesol et colza', 'Les pourcentages sont exprimés sur le produit total avant précuisson', ' Traces de crustacés', 'céleri', 'moutarde', 'mollusques']",['E330 - Acide citrique'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,1.5 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en quantité modérée,785,+24%,?,,785 kj(188 kcal),+8%,11,+6%,"1,5",-45%,"2,6",-69%,"0,9",-40%,19,+103%,"0,8",-22%,"0,32",-22%,0,-100%,B,-100%,,,,,,,,"['Poisson', 'Gluten', 'Lait']",,,,,,,
870,Thé vert aromatisé citron - Britley - 50g,3564700591161,A,Thé vert au citron,50 g,['25 sachets fraîcheur'],"['Britley', 'Marque Repère', ""Britley's""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés au citron']",,,['Leclerc'],['France'],"['Thé vert 91 %', 'arôme naturel de citron avec autres arômes naturels', 'arôme naturel de citron vert', 'écorces de citron 2 %']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,9,,?,,9 kj(2 kcal),-94%,0,-100%,0,-100%,"0,5",-94%,"0,5",-94%,0,-100%,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
871,Pâte feuilletée épaisse - Tablier Blanc - 280g,3564700596487,D,Pâte Feuilletée avec de la matière grasse végétale,280 g,['Sachet'],"['Tablier Blanc', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,,['Leclerc'],['France'],"['Farine de blé', 'matière grasse végétale non hydrogénée ', 'graisse de palme', 'huile de colza', 'colorant : caroténoïdes', 'eau', 'alcool éthylique', 'sel', 'jus de citron concentré', 'agent de traitement de la farine: E920', ' Traces lait']","['E160 - Caroténoïdes', 'E1510 - Éthanol', 'E920 - L-Cystéine et ses chlorhydrates']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,23 g,en quantité élevée,11 g,en quantité élevée,0.8 g,en faible quantité,1 g,en quantité modérée,1643,+3%,?,,1643 kj(393 kcal),+3%,23,+6%,11,-3%,37,-4%,"0,8",-47%,"5,9",+1%,1,-1%,"0,4",-1%,17,+3%,D,+3%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,['Gluten'],,,,,['Huile de palme'],,
872,Parmigiano reggiano 28 % Mat. Gr. - Les Croisés - 200g,3564700600108,D,,200 g,['Frais'],"['Les Croisés', 'Marque Repère']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,['Leclerc'],['France'],"['Lait cru de vache', 'sel', 'présure', ' [Facultatif - Etiqueté]']",,['Non végétalien'],3,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,1671,+1%,?,,1671 kj(399 kcal),+0%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",0%,"0,64",0%,16,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
873,Blé précuit cuisson rapide 10 min - Comptoir du Grain - 4x 125g,3564700620144,,blé dur précuit,4 x 125 g,"['Boîte', 'Carton', 'Plastique']","['Comptoir du Grain', 'Marque Repère']",['Blé dur précuit'],"['Nutriscore', 'Nutriscore A']",,['Leclerc'],['France'],"['Blé dur précuit', ' Traces de soja et graines de sesame']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,3.1 g,en quantité modérée,0.6 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,1518,,359,,1518 kj(359 kcal),,"3,1",,"0,6",,66,,1,,13,,0,,0,,-6,,A,,,,,,,,,,,['France'],,,,,
874,Boisson tropical light - Jafaden - 2l,3564700625514,C,boisson aux jus de fruits à base de concentré goût tropical avec édulcorants,2 l,"['Bouteille', 'Plastique']","['Jafaden', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons édulcorées']","['Contient une source de phénylalanine', 'Arômes naturels', 'Sans sucre ajouté', 'Sans conservateurs', ""À l'eau de source""]",http://www.marquerepere.com,['Leclerc'],['France'],"['Eau de source 87 %', ' jus de fruits à base de concentrés 12% ', 'orange 5', '5%', 'pomme 5', '3%', 'ananas 1%', 'mangue 0', '1%', 'fruit de la passion 0', '1%', ' acidifiant : acide citrique', ' denrées alimentaires colorantes : concentrés de carotte', ' arôme naturel', ' édulcorants : aspartame', 'acésulfame K', ' antioxydant : acide ascorbique', 'Contient une source de phénylalanine']","['E330 - Acide citrique', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E300 - Acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,1.6 g,en faible quantité,0 g,en faible quantité,27,-31%,?,,27 kj(6 kcal),-54%,"0,5",+517%,"0,1",+288%,"1,6",-41%,"1,6",-32%,"0,5",+294%,0,-100%,0,-100%,3,-30%,C,-30%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,
875,Nectar multifruits brique - Jafaden - 1l,3564700644829,C,Nectar multifruits à base de concentrés.,1 l,"['Brique', 'Carton']","['Jafaden', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']","['en:FSC', 'en:fsc-c020428', 'FSC Mix', 'Point Vert']",,['Leclerc'],['France'],"['Eau', 'jus de fruits à base de concentrés ', 'pomme', 'citron', 'raisin', 'orange', 'fruit de la passion', 'ananas', 'kiwi', 'sucre', 'purées de fruits à base de concentrés ', 'pêche', 'mangue', 'goyave', 'abricot', 'purées de fruits ', 'banane', 'pomme', 'antioxydant : acide ascorbique', 'provitamine A']",['E300 - Acide ascorbique'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,170,-5%,?,,170 kj(41 kcal),-3%,"0,5",+159%,"0,1",+252%,10,0%,10,+5%,"0,5",+60%,0,-100%,0,-100%,11,+3%,E,+3%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,['FSC-C020428'],,,
876,Batonnets de surimi x48 - Ronde des mers - 800g,3564700673157,B,,800 g,['Barquette'],"['Ronde des mers', 'Marque Repère', 'Pêche Océan']","['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,['Leclerc'],['France'],"['Chair de poisson 38 % ', ' eau ', "" blanc d'œuf réhydraté "", ' fécule de pomme de terre ', ' huile de colza ', ' amidon de blé ', ' sucre ', ' sel ', ' arômes naturels ', 'dont crustacés', 'blé', ' ', ' colorant : extrait de paprika']",['E160c - Extrait de paprika'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,5.3 g,en quantité modérée,0.5 g,en faible quantité,3.2 g,en faible quantité,1.9 g,en quantité élevée,519,+4%,?,,519 kj(124 kcal),+4%,"5,3",+13%,"0,5",-23%,11,-4%,"3,2",+12%,"7,5",+0%,"1,9",+10%,"0,76",+10%,4,-9%,C,-9%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,['Gluten'],,,,"['FR 50.099.003 CE', 'Carentan (Manche, France)']",,,
877,Cannelloni à Farcir - Turini - 250g,3564700680667,B,Pâtes alimentaires au blé dur - Cannelloni à Farcir,250 g,"['Boîte', 'Carton', 'boîte']","['Turini', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Cannelloni de blé dur à garnir']",,"http://www.e-leclerc.com/catalogue/marques-distributeurs/marque-repere/alimentaire/epicerie/epicerie-salee/pates-alimentaires/cannelloni-a-farcir---250-g,9518",['Leclerc'],['France'],"['Semoule de blé dur de qualité supérieure', ""Traces d'oeufs""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.4 g,en faible quantité,0.4 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,1536,,?,,1536 kj(367 kcal),+1%,"1,4",-10%,"0,4",+27%,"73,6",+1%,2,-30%,"12,5",+2%,0,-100%,0,-100%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,
878,Pur jus orange carotte banane - Jafaden - 1l,3564700690079,D,,1 l,"['Brique', 'Bouteille en plastique']","['Jafaden', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus']",,,['Leclerc'],['France'],"[""Jus d'orange 81,6%"", 'jus et purée de carotte 10,6%', 'purée de banane 7,2%', 'jus de citron 0,6%']",,['Sans huile de palme'],1,0.5 g,en faible quantité,0.1 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,168,-13%,?,,168 kj(40 kcal),-13%,"0,5",+172%,"0,1",+232%,9,-16%,9,-10%,"0,6",+41%,0,-100%,0,-100%,2,-50%,C,-50%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
879,"Pressés orange pulpé - Jafaden - 1,5l",3564700804247,D,,"1,5 l",['Bouteille'],"['Jafaden', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans alcool', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,['Leclerc'],['France'],"[""Jus d'orange 97%"", ""pulpe d'orange 3%""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,8 g,en quantité élevée,0 g,en faible quantité,156,-15%,39,-9%,156 kj(39 kcal),-14%,"0,5",+184%,"0,1",+289%,"8,6",-11%,8,-13%,"0,6",-5%,0,-100%,0,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
880,Gaufres poucrées x 6 - P'tit Déli - 260g,3564700818404,C,Gaufres,260 g,"['Film', 'Plastique']","[""P'tit Déli"", 'Marque Repère']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']","['Nutriscore', 'Nutriscore E', 'Produits retirés du marché lors du scandale du Fipronil']",,['Leclerc'],['France'],"['Œufs frais 30%', 'sucre', 'graisse de palme', 'farine de blé 22%', 'sucre glace 4% ', 'sucre', 'amidon de blé', 'farine de lupin', 'lait en poudre écrémé', 'sel', 'émulsifiant : lécithines ', 'tournesol', 'arôme naturel', ' Traces de fruits à coque']",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,25 g,en quantité élevée,10 g,en quantité élevée,32 g,en quantité élevée,0.7 g,en quantité modérée,1904,+1%,?,,1904 kj(455 kcal),+1%,25,+17%,10,-4%,50,-13%,32,+5%,7,+16%,"0,7",-1%,"0,28",-1%,23,+6%,E,+6%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['Œufs', 'Gluten', 'Lupin', 'Lait']",,,,,['Huile de palme'],,
881,Spécialité au soja citron - Nat & Vie - 4x 100g,3564700827802,A,"Spécialité fermentée au soja sucrée, au citron",4 x 100 g,"['Pot', 'Carton', 'Plastique', 'Triman', 'Etui carton à recycler', 'Pot plastique et opercule papier à jeter', 'Frais']","['Nat & Vie', 'Marque Repère']","['Desserts', 'Produits fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Yaourts végétaux', 'Yaourts au soja', 'Yaourts de soja aux fruits', 'Desserts au soja', 'Yaourts soja au citron']","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'Fabriqué en France', 'Nutriscore', 'Nutriscore B']",,['Leclerc'],['France'],"['Jus de soja 75 % ', 'eau', 'graines de soja 6,6 %', ' ', ' sucre 10 % ', ' citron 9,5 % ', ' amidon de maïs ', ' jus de citron ', ' zeste de citron ', ' phosphates de calcium ', ' amidon modifié de maïs ', ' épaississants : gomme guar', 'pectines ', ' arôme naturel ', ' arôme naturel de citron avec autres arômes naturels ', ' sel ', ' ferments ', ' arôme naturel de citron vert avec autres arômes naturels', 'Traces de fruits à coque', 'Les pourcentages sont exprimés sur le produit total']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E440 - Pectines']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1.7 g,en faible quantité,0.3 g,en faible quantité,11 g,en quantité modérée,0.1 g,en faible quantité,328,-3%,79,0%,328 kj(79 kcal),-2%,"1,7",-15%,"0,3",-7%,12,+7%,11,+6%,"3,1",-13%,"0,1",-3%,"0,04",-3%,0,-100%,B,-100%,24.3%,36.0%,14.5%,14.8%,8.1%,2.2%,96,['Soja'],['France'],['Soja de France'],,,,,
882,Lentilles cuisinées à la graisse d'oie - Notre Jardin - 400g,3564700864487,,,400 g,['Conserve'],"['Notre Jardin', 'Marque Repère']",,,,['Leclerc'],['France'],"['Eau', 'lentilles précuites 42 % ', 'eau', 'lentilles', ""graisse d'oie 3,3 %"", 'oignons', 'concentré de tomates', 'sel', 'arômes', 'Traces de céleri', 'gluten', 'crustacés', 'lait', 'mollusques', 'moutarde', 'œufs et poissons']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,379,,?,,379 kj(91 kcal),,"2,5",,"0,7",,10,,"1,1",,"5,7",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,
883,Sauce bourguignone - pot - Rustica - 250g,3564700889022,C,,250 g,,"['Rustica', 'Rustica', 'Marque Repère']","['Epicerie', 'Sauces', 'Sauces bourguignonnes']",,,['Leclerc'],['France'],"['Huile de colza ', ' eau ', ' purée de tomates double concentrée ', "" vinaigre d'alcool "", "" jaune d'œuf "", ' amidon de maïs ', ' sel ', ' vin rouge de Bourgogne 2 % ', ' sucre ', "" arôme naturel d'herbes "", ' extrait de pomme ', ' épaississants : gomme guar', 'gomme xanthane ', ' arôme naturel de paprika']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien']",4,36 g,en quantité élevée,2.9 g,en quantité modérée,4 g,en faible quantité,2.5 g,en quantité élevée,1474,-18%,?,,1474 kj(352 kcal),-19%,36,-19%,"2,9",-23%,"6,8",0%,4,-16%,"1,2",-15%,"2,5",+5%,1,+5%,16,-7%,D,-7%,55.2%,17.7%,18.8%,5.1%,2.6%,0.7%,68,['Œufs'],,,,,,,
