,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,traceability_code,additives,allergens,nova_score,markets,brand_owner,ingredients_origins,manufacturing,link,generic_name
530,Maïs Popcorn,8691440305668,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"0,6",,"0,6",,57,,"1,8",,"19,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Fromage de chevre,3760242620967,,,['France'],[],[],,,,,,,,,?,,245,,1025 kj(245 kcal),,13,,"5,3",,25,,"1,4",,"6,3",,1,,"0,4",,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,
532,Farine Bio de Riz - 500g,3398240111943,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],500 g,,,,,,,,,,,,
533,Rocher perche,3701144810216,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Baklavas - Vasaki,5202713010368,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",['France'],[],[],10.4 g,en quantité modérée,2.4 g,en quantité modérée,34.5 g,en quantité élevée,0.38 g,en quantité modérée,?,,412,+5%,1724 kj(412 kcal),+3%,"10,4",-24%,"2,4",-37%,"71,1",+18%,"34,5",+13%,"7,4",+29%,"0,38",+46%,"0,152",+46%,15,+1%,D,+1%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,['Vasaki'],,,,,,,,,,
535,Jump start,7290014001985,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,L'everest(édition Spéciale 2017),0190295920180,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,grand bourgeau,3451206941401,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Souris d'agneau confite,2224658061598,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,5,,"1,9",,"1,9",,"0,7",,18,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
539,2 pains au chocolat bio + 2 croissants bio,0204117014435,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,20,,15,,37,,"7,5",,"7,3",,"0,91",,"0,364",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
540,Trio choux jambon comté,3346650209170,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,
541,Sweet & spicy Mango sauce,5060079730258,,,['France'],[],[],,,,,,,,,?,,767,,3209 kj(767 kcal),,"0,7",,"0,4",,"44,3",,"38,7",,"0,1",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
542,Sel,4005924105950,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Galettes aux pois chiches - Biofournil,3419390041659,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,"4,3",,"0,5",,26,,"1,1",,"7,5",,"1,2",,"0,48",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans conservateurs']",,['Film en plastique'],['Biofournil'],,,,,,,,,,
544,Fleur de sel,3183280020153,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
545,Persil,3354891536450,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Tranche de pate de campagne au vin gris de meuse,2868649019092,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Braserol fume,3321250030089,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Jambon superieur sans couenne,2871621029262,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",['France'],[],[],3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,111,-16%,464 kj(111 kcal),-15%,3,-38%,"1,2",-35%,1,+49%,"0,5",-16%,20,-5%,"2,1",+12%,"0,84",+12%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,"['EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,,,,,,,
549,Coppa salee sel sec,2608355018176,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Piperade Bio,3700000000013,,,['France'],[],[],,,,,,,,,?,,66,,276 kj(66 kcal),,"3,8",,"0,5",,"6,9",,"6,4",,"1,1",,"1,02",,"0,408",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
551,Cassoulet toulousain supérieur aux manchons de canard confits,3337530342230,C,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à base de haricots', 'Plats préparés en conserve', 'Plats au canard', 'Cassoulets', 'Cassoulets au confit de canard']",['France'],[],[],9.5 g,en quantité modérée,3.5 g,en quantité modérée,0.8 g,en faible quantité,0.99 g,en quantité modérée,?,,164,+8%,686 kj(164 kcal),+8%,"9,5",+23%,"3,5",+24%,7,-11%,"0,8",+12%,13,+24%,"0,99",+11%,"0,396",+11%,4,+144%,C,+144%,66.0%,17.7%,6.2%,5.5%,2.7%,2.0%,72,,,,,,,,,,,,,,
552,Thé noir aromatisé - Les Jardins de Gaïa,3582815573124,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Les Jardins de Gaïa'],,,,,,,,,,
553,Thon blanc - Vivo,8480024894465,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Vivo'],,,,,,,,,,
554,Cheveux d'ange - Auchan - 500g,3596710478118,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",['France'],[],[],1.9 g,en faible quantité,0.3 g,en faible quantité,4.5 g,en faible quantité,0.02 g,en faible quantité,?,,355,+1%,1485 kj(355 kcal),+0%,"1,9",+7%,"0,3",-21%,70,+0%,"4,5",+42%,13,+5%,"0,02",-16%,"0,008",-16%,-4,,A,,,,,,,,,"['Nutriscore', 'Nutriscore A']",500 g,,['Auchan'],,,,,['Auchan'],,,,,
555,Page 24 Bouteille De Bière Ambree 6.9 °,3760090979330,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Triankers avec arachides,4030957781192,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"6,3",,"2,3",,78,,42,,"7,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Dinde nourrie aux graines de lin - Maître Coq,0215243032477,,,['France'],[],[],,,,,,,,,?,,112,,469 kj(112 kcal),,"1,8",,"0,5",,0,,0,,24,,"0,11",,"0,044",,,,,,,,,,,,,['Nutriscore'],,,['Maître Coq'],,,,,,,,,,
558,Jim Beam Bourbon 40%,0080686001102,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,"Tinto Navarra 2008, Vin Rouge D'espagne, La Bouteille De",8410302103859,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],[],[],,,,,,,,,?,,68,+127%,285 kj(68 kcal),+126%,0,-100%,0,-100%,"0,2",-93%,"0,05",-96%,"0,1",-82%,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,
560,Yaourt pur brebis sur lit d'abricot,3770012640002,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de brebis']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Sirop d'érable,0055526070167,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Delicatessen Boeuf fumé,3760300780084,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,"15,6",,"6,05",,"0,22",,0,,"23,7",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
563,Raviolis Poulet Champignon,5060284550153,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,"5,7",,"1,2",,22,,"6,1",,"8,1",,"1,01",,"0,404",,,,,,,,,,,,,,,,,,,,,,,,,,
564,Jambon blanc superieur x4,2438328020734,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit supérieur']",['France'],[],[],3.02 g,en quantité modérée,0.885 g,en faible quantité,0.2 g,en faible quantité,1.79 g,en quantité élevée,?,,114,-14%,477 kj(114 kcal),-13%,"3,02",-37%,"0,885",-52%,"0,6",-10%,"0,2",-66%,"21,1",0%,"1,79",-4%,"0,716",-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
565,Jus De Fruits (canneberge & Grenade) - Oasis,0067311031673,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0 g,en faible quantité,?,,75,+63%,314 kj(75 kcal),+64%,0,-100%,0,-100%,"13,5",+27%,"12,5",+29%,"0,25",-36%,0,-100%,0,-100%,9,+137%,D,+137%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,['Oasis'],,,,,,,,,,
566,"Pasen: Chocolade Kip Op Nest Wit, Melk Of Puur - Aldi",27051641,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,34,,21,,55,,54,,7,,"0,22",,"0,088",,,,,,,,,,,,,,,,['Aldi'],,,,,,,,,,
567,Beurre de montagne,3597240001616,,,['France'],[],[],,,,,,,,,?,,726,,3038 kj(726 kcal),,80,,52,,"0,7",,"0,7",,"0,7",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
568,Karisik tursu,8699073293048,,,['France'],[],[],,,,,,,,,?,,16,,67 kj(16 kcal),,"0,1",,0,,29,,"0,5",,0,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,
569,Proteine bar,0788434104821,,['Snacks'],"['France', 'États-Unis']","['Protein blend ', 'milk protein isolate', 'whey protein isolate', 'milk protein concentrate', 'soluble vegetable fiber', 'vegetable glycerin', 'isomalto-oligosaccharides ', 'vegetable source', 'maltitol', 'peanuts', 'peanut flour', 'peanut butter', 'palm kernel oil', 'cocoa powder ', 'processed with alkali', 'calcium caseinate', 'natural flavors', 'soy lecithin ', 'an emulsifier', 'sea salt', 'nonfat dry milk', 'almond butter and sucralose']","['Huile de palme', 'Non végétalien']",15 g,en quantité modérée,8.33 g,en quantité élevée,1.67 g,en faible quantité,0.625 g,en quantité modérée,?,,367,-18%,1536 kj(367 kcal),-18%,15,-28%,"8,33",-8%,"38,33",-32%,"1,67",-94%,"33,33",+430%,"0,625",+19%,"0,25",+19%,9,-50%,C,-50%,,,,,,,,,,,,,"['E422 - Glycérol', 'E965 - Maltitol', 'E322i - Lécithine', 'E955 - Sucralose']","['Arachides', 'Soja']",4,,ONE,,,,
570,Olives vertes au fromage feta,5203756090218,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",['France'],[],[],23 g,en quantité élevée,6.6 g,en quantité élevée,1.1 g,en faible quantité,3.5 g,en quantité élevée,?,,232,+21%,971 kj(232 kcal),+22%,23,+25%,"6,6",+137%,"1,6",-16%,"1,1",+291%,"4,8",+261%,"3,5",-0%,"1,4",-0%,18,+46%,D,+46%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,,,
571,Croquants aux Noisettes,3552085006158,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,15,,1,,66,,57,,7,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
572,Mousse a la fraise - Marks & Spencer,00169905,,['Desserts'],['France'],[],[],1.8 g,en faible quantité,1.4 g,en faible quantité,17.7 g,en quantité élevée,0.1 g,en faible quantité,?,,128,-28%,536 kj(128 kcal),-27%,"1,8",-73%,"1,4",-61%,"23,2",-2%,"17,7",-4%,"4,5",+42%,"0,1",-25%,"0,04",-25%,3,-56%,C,-56%,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,
573,Venezia,8004365103507,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,0,,0,,98,,98,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Pain tradition,3478920019698,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de tradition française']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Windel Musical Box Chocolate - Green,4006613001256,,,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,23,,14,,63,,61,,"4,2",,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,,,,,,
576,Privilege de drouet,3179410232558,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Fairfields farm,5060229500878,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",['France'],[],[],28 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,0.57 g,en quantité modérée,?,,509,-4%,2130 kj(509 kcal),-4%,28,-14%,3,-3%,56,+9%,1,-29%,5,-16%,"0,57",-56%,"0,228",-56%,7,-38%,C,-38%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['en:gluten-free'],,,['Fairfields farm'],,,,,,,,,,
578,Marzipan Badem Ezmesi - Koska,8691070610378,,,['France'],[],[],,,,,,,,,?,,475,,1987 kj(475 kcal),,24,,24,,59,,19,,9,,"1,975",,"0,79",,,,,,,,,,,,,,,,['Koska'],,,,,,,,,,
579,Achard limon,6091310790327,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Turkish Delight Chocolate Coated Double Pistachio - Koska,8691070605480,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",['France'],[],[],0.14 g,en faible quantité,0.14 g,en faible quantité,20 g,en quantité élevée,0 g,en faible quantité,?,,371,+5%,1552 kj(371 kcal),+5%,"0,14",-93%,"0,14",-72%,92,+12%,20,-68%,"0,11",-89%,0,-100%,0,-100%,8,-40%,C,-40%,,,,,,,,,,,['Koska'],,,,,,,,,,
581,Alpha Amino Blue Razz By Cellucor - 30 Servings,0810390028313,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Ekologisk ärtpasta fusilli - Favorit - 250g,7331746250026,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,"2,2",,"0,5",,55,,"2,4",,22,,"0,14",,"0,056",,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",250 g,,['Favorit'],,,,,,,,,,
583,Muesli Goji & Coco -,3770011826186,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],[],[],10 g,en quantité modérée,5 g,en quantité modérée,12 g,en quantité modérée,0.15 g,en faible quantité,?,,384,-8%,1607 kj(384 kcal),-8%,10,-24%,5,+51%,55,-9%,12,-29%,13,+32%,"0,15",-14%,"0,06",-14%,-5,-202%,A,-202%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
584,Muesli Cajou & Muscat,3770011826193,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,20,,3,,44,,11,,15,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
585,Precision bcaa,0048107189990,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,6,,0,,10,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
586,Muesli Physalis & Aronia,3770011826209,,,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,13,,"1,8",,50,,12,,13,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
587,Energy Balls Antioxydant,3770011826216,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,14,,2,,50,,45,,"8,1",,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
588,Goji Berries,5056235600879,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,304,,1272 kj(304 kcal),,"2,88",,"0,38",,"61,2",,"47,1",,"15,1",,"0,66",,"0,264",,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,
589,Energy Balls Alcalinisant,3770011826223,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,12,,"1,7",,50,,45,,"8,3",,,,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,,
590,Galette Carottes & Paprika,3770011826230,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,13,,"1,8",,44,,11,,15,,"0,19",,"0,076",,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,,
591,Galette Cèpes & Persil,3770011826247,,,['France'],[],[],,,,,,,,,?,,438,,1833 kj(438 kcal),,22,,"2,4",,34,,"2,3",,19,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
592,Galette Oignons & Nori,3770011826254,,,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,18,,"2,4",,43,,"8,6",,17,,"0,14",,"0,056",,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,,
593,Collation Mangue & Papaye,3770011826261,,,['France'],[],[],,,,,,,,,?,,455,,1904 kj(455 kcal),,26,,"3,1",,39,,27,,12,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
594,Collation Ananas & Banane,3770011826278,,,['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,25,,"3,1",,43,,27,,11,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
595,Organic Chamomile Tea Bags - Clipper,5021991200021,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Clipper'],,,,,,,,,,
596,Préparation pour pain de Campagne,3760274681134,,,['France'],[],[],,,,,,,,,?,,332,,1389 kj(332 kcal),,"0,9",,"0,2",,67,,"1,8",,"11,6",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
597,Turron tarta de limon - La Fama,8410152051287,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['La Fama'],,,,,,,,,,
598,Jus Fruit Zoo (fraise Et Banane) - Oasis,0067311040125,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,"10,8",,10,,"0,12",,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,['Oasis'],,,,,,,,,,
599,Eau,0893919001509,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,ISO whey zéro natural - BiotechUSA,5999076233021,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['en:gluten-free'],,,['BiotechUSA'],,,,,,,,,,
601,Café Molido Saimaza Natural 250 G,7622210176660,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Lait intermarché,32315394,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Miel - 500g,3582500000317,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,500 g,,,,,,,,,,,,
604,Fondant d'érable. Bleuets sauvages,0842161004523,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,,
605,Brousse de brebis,3553070030097,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,13,,10,,"4,4",,"3,5",,10,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
606,Pişmaniye,8681267369318,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,399,,1669 kj(399 kcal),,"6,7",,"3,7",,"73,8",,"62,5",,4,,"0,1",,"0,04",,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,
607,Poulet fermier de ma campagne,0215939062641,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Safari Pure Tea,6161100931176,,,['France'],[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
609,EXquis 3,8437016121412,,,['France'],[],[],,,,,,,,,?,,600,,2510 kj(600 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,
610,Croquant aux éclats de caramel,3760074872954,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,8,,"0,7",,"79,2",,"67,64",,6,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
611,Tranches de jambon cuit déclassées,2910833010269,,,['France'],[],[],,,,,,,,,?,,156,,653 kj(156 kcal),,"7,5",,"2,7",,1,,1,,21,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
612,FOURME D'AMBERT,2430698016669,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",['France'],[],[],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,380,+11%,1590 kj(380 kcal),+11%,30,+6%,20,+1%,1,+1%,0,-100%,22,+9%,"2,5",+13%,1,+13%,19,+6%,E,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
613,Gourmandise de cerise,3493371050281,,,['France'],[],[],,,,,,,,,?,,92,,385 kj(92 kcal),,"0,1",,0,,"20,9",,"11,9",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Lunettes à la myrtille,3663350082811,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,16,,10,,68,,30,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Xilitol - Vita,10275927,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans arômes artificiels', 'Sans lactose']",,,['Vita'],,,,,,,,,,
616,Khakassia collection irben chai - 30g,4680038350092,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",30 g,,,,,,,,,,,,
617,Nescafé Special filtre BIO,7163036311540,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,['Bio'],,,,,,,,,,,,,
618,Graines de chia - 250g,3460092218412,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",250 g,,,,,,,,,,,,
619,Confiture myrtille sauvage,3760055835176,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,46.4 g,en quantité élevée,0 g,en faible quantité,?,,219.2,+0%,917 kj(219 kcal),-0%,0,-100%,0,-100%,"46,8",-12%,"46,4",-9%,"0,4",+3%,0,-100%,0,-100%,11,+19%,D,+19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
