,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,labels,origin_detail,ingredients_origins,producer_info,allergens,link,palm_ingredients,brand_owner
308,PROTEINE DE CHANVRE POUDRE SANS GLUTEN - ISWARI,5600317476052,,,,['ISWARI'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,,,['France'],"['Poudre de protéine de chanvre', ' ', 'Certifié par Certiplanet PT-BlO-0d']",,"['Végétalien', 'Végétarien']",,11 g,en quantité modérée,1.2 g,en faible quantité,5.8 g,en quantité modérée,0 g,en faible quantité,?,,360,-3%,1506 kj(360 kcal),-3%,11,+153%,"1,2",-31%,8,+14%,"5,8",+87%,46,-35%,0,-100%,0,-100%,-4,-190%,A,-190%,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Agriculture non UE', 'PT-BIO-04']",,,,,,,
309,atum em posta em óleo vegetal - thon - Bom Petisco - 120g,5601029004014,E,120 g,"['Conserva', 'Lata']","['Bom Petisco', 'Coresa']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol"", ""Thon à l'huile végétale""]",['Portugal'],"['PT C 211 2P CE', 'PT C 211 1P CE']","['ALDI', 'Pingo Doce', 'Auchan', 'Continente']","['France', 'Luxembourg', 'Portugal', 'Suisse']","['Thon ', '65%', 'huile de tournesol ', '34%', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,11.3 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,828,-9%,197,-10%,828 kj(197 kcal),-9%,"11,3",-19%,"1,3",-27%,0,-100%,0,-100%,"24,4",+8%,1,-8%,"0,4",-8%,2,-35%,B,-35%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,"['Protection des dauphins', 'Point Vert']",,,,['Poisson'],,,
310,Marmelada Extra - Ferbar - 400g,5601319049251,D,400 g,,['Ferbar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,,,"['France', 'Suisse']","['Pulpe de coing ', 'coing', 'conservateurs ', 'E202', 'E211', 'disulfite de sodium', 'sucre', 'correcteur d’acidité ', 'E330', 'préparé avec 50g de fruit pour 100g']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",[],3,0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0.02 g,en faible quantité,1053,+13%,248,+12%,1053 kj(248 kcal),+13%,"0,5",+91%,"0,1",+101%,60,+12%,54,+5%,"0,5",-3%,"0,02",-14%,"0,008",-14%,10,+8%,C,+8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['en:gluten-free'],,,,,,,
311,Fitness Breakfast Cereal Bar - Chocolate - Nestlé,5900020025050,D,,,"['Nestlé', 'Fitness']","['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",,,,"['France', 'Maroc']","['Céréales ', '48', '6%', ' [Blé complet ', 'Contient du Gluten', '24', '2%', 'Riz', 'Avoine complet ', 'Contient du Gluten', ' ', '3', '4%', 'Farine de Blé Complet ', 'Contient du Gluten', '2', '2%', 'Semoule de Maïs', 'Farine de Riz', 'Chocolat ', '17%', ' [Sucre', 'Pâte de cacao', 'Lait écrémé en poudre', 'Beurre de Cacao', 'Petit lait en poudre', ""émulsifiants d'origine végétale "", 'E322', 'E476', 'Arôme naturel: Vaniline', 'Sirop de glucose', 'Sucre', 'Sirop de sucre inverti', ""Extrait de malt d'orge "", 'Contient du Gluten', 'Humectant : Glycérol', ' Huiles végétales ', 'Huile de palme et Huile de tournesol', ""Extrait de Malt d'Orge "", 'contient du Gluten', ' ', 'Orge', 'Orge Malté', 'Sirop de sucre roux partiellement inverti', 'Sel', 'Poudre de Cacao', ""émulsifiant d'origine végétale : Lécithine de toumesol"", 'Arôme naturel : Arôme de Chocolat Noir', 'Antioxidant : Tocophérols', 'Cacao maigre en poudre', 'Dextrose', ""régulateur d'addité:Phosphate trisodique"", ' Vitamines et Minéraux : Caldum', 'fer', 'niacine', 'acide pantothénique', 'vitamine B6', 'acide folique', 'riboflavine', ' Ne contient aucun ingrédient non-Halal tel que du porc ou produits dérivés', ' Composé de Chocolat à min', ' 35% du total de cacao', ' Contient des céréales qui contiennent du Gluten', 'Lait de vache', 'Soja', ' Peut contenir des traces de noix']",,[],,8.3 g,en quantité modérée,3.3 g,en quantité modérée,5.8 g,en quantité modérée,0.62 g,en quantité modérée,?,,386,-13%,1615 kj(386 kcal),-14%,"8,3",-57%,"3,3",-67%,"69,2",+17%,"5,8",-82%,"6,5",-9%,"0,62",+66%,"0,248",+66%,6,-65%,C,-65%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,['Halal'],,,,,,,
312,Classic Choc-Kits - Bakers,6001056119009,D,,,['Bakers'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,,,"['France', 'La Réunion']","['Biscuit: sucre', 'Farine de Blé ', 'Gluten', 'Noix de coco Desséchée ', 'Conservateur ', 'Métabisulfite de Sodium', 'Huile Végétale Non Hydrogénée ', 'Fruit de Palmier', 'Avoine ', '10%', ' ', 'Gluten', 'Sirop Doré ', 'Poudres levantes ', 'Pyrophosphate Acide de Sodium', 'Bicarbonate de Sodium', 'Lactosérum en Poudre ', 'Lait', 'Sel', 'Arôme', ' Garniture chocolatée ', '30%', ': Sucre', 'Huile Végétale Hydrogénée ', 'De Palme ', 'Soja', 'Lait Ecrémé en Poudre', 'Poudre de Cacao', 'Émulsifiant ', 'E322 ', 'Soja', 'E476', 'Arôme', 'Sel']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Huile de palme', 'Non végétalien']",4,23.8 g,en quantité élevée,1.5 g,en quantité modérée,39 g,en quantité élevée,0.3 g,en quantité modérée,?,,521,+6%,2180 kj(521 kcal),+6%,"23,8",+2%,"1,5",-87%,58,-7%,39,+20%,5,-24%,"0,3",-46%,"0,12",-46%,14,-35%,D,-35%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,"['Gluten', 'Lait', 'Avoine', 'Soja']",,,
313,Thé glacé - bos,6009880030187,,,,['Bos'],"['Boissons', 'Boissons avec sucre ajouté']",,,,['France'],"['eau', 'sucre de canne* ', 'acidifiant acide citrique', 'extrait de rooibos extrait naturel de le pissenlit', 'extrait naturel de centel!at extrait naturel de citron vert', 'extrait naturel de le gingembre']",['E330 - Acide citrique'],"['Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,4.7 g,en quantité modérée,0.01 g,en faible quantité,?,,20,-76%,84 kj(20 kcal),-77%,0,-100%,0,-100%,5,-75%,"4,7",-74%,"0,5",-7%,"0,01",-73%,"0,004",-73%,7,-41%,D,-41%,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Sans arômes artificiels', 'Végétalien', 'Sans colorants', 'Sans lactose']",,['Afrique du Sud'],,,,,
314,GOLDEN - Bimo - 32g,6111031003787,,32 g,,['Bimo'],['Snacks'],,,,"['France', 'Maroc']","['Farine de blé', 'Sucre', 'Huile végétale non-hydrogénée ', 'Palme', 'Émulsifiant ', 'Lécithine de Soja', 'Carbonate de calcium', 'Sel', 'Poudre à lever ', 'Bicarbonate de sodium', 'Arôme naturel ', 'orange', 'Mélange de Vitamines et minéraux ', 'Fer', 'B3 ', 'niacine', 'B1', 'B2', 'B9 ', 'Acide folique']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",['Huile de palme'],4,14 g,en quantité modérée,6.7 g,en quantité élevée,27 g,en quantité élevée,0.425 g,en quantité modérée,1924,-0%,453,+1%,1924 kj(453 kcal),+2%,14,-33%,"6,7",-26%,76,+35%,27,-11%,"6,2",-1%,"0,425",-19%,"0,17",-19%,17,-5%,D,-5%,,,,,,,,Biscuit à l'arôme d'orange,,,,,"['Gluten', 'Soja']",,['Huile de palme'],
315,Tagger - Gaufrette fourrée - Bimo,6111031003794,,,,['Bimo'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,,,"['France', 'Maroc']","['Sucre', 'Huile végétale hydrogénée ', 'Palme', 'Farine de blé', 'Cacao maigre en poudre', 'Lactosérum en poudre', 'Émulsifiant ', 'Lécithine de Soja', 'Poudre à lever ', 'Bicarbonate de sodium', 'sel']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,27 g,en quantité élevée,12 g,en quantité élevée,46 g,en quantité élevée,0.175 g,en faible quantité,?,,125,-75%,523 kj(125 kcal),-75%,27,-1%,12,-21%,65,+17%,46,+2%,"3,5",-49%,"0,175",-46%,"0,07",-46%,20,-18%,E,-18%,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,['Huile de palme'],
316,Oreo,6111031004340,,,,['Oreo'],,,,,"['France', 'Maroc']",[],,[],,,,,,,,,,?,,472,,1975 kj(472 kcal),,18,,5,,71,,37,,"5,2",,"1,875",,"0,75",,,,,,,,,,,,,,,,,,,,,
317,Lait candia viva - 1L,6130433000385,D,1 L,"['Brique', 'Carton', 'Plastique']",['Candia'],"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,"['Algérie', 'France']","['Eau', 'poudre de lait écrémé', 'matière grasse laitière', 'vitamines B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'E', 'D']",,"['Sans huile de palme', 'Non végétalien']",3,1.6 g,en faible quantité,,,,,0.1 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-2%,"1,6",+2%,,,"4,5",-6%,,,3,-8%,"0,1",-9%,"0,04",-9%,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,Lait partiellement écrémé enrichi en 10 vitamines,['Enrichi en vitamines'],,,,['Lait'],,,
318,Margarine SOL - 500g,6130788000023,C,500 g,,['SOL'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",,,,"['Algérie', 'France']",[],,[],,80 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en quantité modérée,?,,739,+44%,3092 kj(739 kcal),+46%,80,+42%,0,-100%,"0,2",-50%,"0,2",-17%,"0,2",-12%,"0,4",-30%,"0,16",-30%,10,-14%,C,-14%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,,,,
319,Sauce Soja Épaisse - Pearl River Bridge - 500ml,6921180820087,B,500 ml,"['Verre', 'Glass', 'Bottle', 'Plastic cap']",['Pearl River Bridge'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'en:Epicerie', 'en:Sauces au soja']",,,['Woolworths'],"['Australie', 'France', 'Allemagne']","['Eau', 'Soja', 'Sel', 'Sucre', 'Farine de blé']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité modérée,21.2 g,en quantité élevée,612,,144,-48%,612 kj(144 kcal),-46%,0,-100%,0,-100%,"29,3",+166%,"11,3",+57%,"5,6",+179%,"21,2",+644%,"8,48",+644%,13,0%,D,0%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,['Halal'],,['Chine'],,"['Gluten', 'Soja']",,,
320,Tortilla wrap bolsa 371 g - Santa Maria - 371g,7311310312879,B,371g,['paper+plastic flat pack'],['Santa Maria'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains blancs', 'Pains de blé', 'Tortillas de blé']",,,['Delhaize'],"['Autriche', 'Belgique', 'France', 'Espagne']","['ungrealents : Farine de BLÉ ', '72%', 'eau', 'huile de colza', 'humectant ', 'E422', 'sel', 'émulsifiant ', 'E471', 'poudre à lever ', 'bicarbonate de sodium', 'acidifiant ', 'acide citrique', 'stabilisant ', 'E415', 'GLUTEN DE BLÉ', 'Conditionné sous atmosphère protectrice', 'Conservation : Température ambiante', 'Un paquet ouvert doit être refermé hermétiquement et consommé dans les 3 jours suivant son OULtefture', 'Peut être congelé si non chauffé', 'Produit en Suède,']","['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E415 - Gomme xanthane']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",4,5.2 g,en quantité modérée,1.1 g,en faible quantité,1.7 g,en faible quantité,1.6 g,en quantité élevée,?,,1252,+300%,5238 kj(1252 kcal),+300%,"5,2",-26%,"1,1",-30%,54,+4%,"1,7",-17%,"7,6",-10%,"1,6",+20%,"0,64",+20%,16,+180%,D,+180%,58.3%,22.1%,12.8%,6.0%,0.9%,0.0%,93,,"['Végétarien', 'Végétalien']",,,,['Gluten'],,,
321,Chocolat lait Amandes & nougat - Villars - 180g,7610036012323,E,180 g,"['Carton', 'Aluminium']",['Villars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",['Suisse'],,"['Carrefour', 'Magasins U']",['France'],"['Sucre*', 'beurre de cacao', 'amandes ', '14%', 'lait* entier en poudre', 'pâte de cacao', 'éclats de nougat ', '6%', ' ', 'amandes', 'sucre', 'sirop de glucose', 'miel', 'pain azyme ', 'fécule de pomme de terre', 'eau', 'hydrolysat de protéines de pois', 'arôme naturel de vanille', 'lait* écrémé en poudre', 'beurre* fondu ', 'lait', 'petit-lait* en poudre', 'extrait de malt en poudre ', 'orge', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', ' ""Ingrédients d\'origine suisse', ' Cacao:33% minimum dans le chocolat', ' Peut contenir des traces de noisette', 'noix', 'noix de pécan', 'noix de cajou', 'pistache', 'oeuf et blé']",['E322i - Lécithine'],['Non végétalien'],4,37 g,en quantité élevée,18 g,en quantité élevée,45 g,en quantité élevée,0.25 g,en faible quantité,2345,+4%,560,+1%,2345 kj(560 kcal),+1%,37,+3%,18,+1%,47,-2%,45,0%,"9,8",+9%,"0,25",-2%,"0,1",-2%,23,-8%,E,-8%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,Chocolat au lait suisse aux amandes et nougat,"['Sans huile de palme', 'Pur beurre de cacao']",,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",https://www.villars.com/FR/fr/collection/details/pld/lait-amandes-nougat-244.html,,
322,Chocolat noir amandes & orange - Villars - 180g,7610036012514,C,180 g,['Carton'],['Villars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes', ""Chocolats noirs à l'orange""]",['Suisse'],,,"['France', 'Suisse']","['Sucre*', 'pâte de cacao', 'amandes ', '14%', ""écorces d'orange confites "", '12%', ' ', ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'jus de citron', 'dextrose', 'beurre de cacao', 'fraction de beurre* ', 'lait', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', "" *Ingrédients d'origine suisse"", ' Cacao : 50% minimum dans le chocolat', ' Peut contenir des traces de noisette', 'noix', 'noix de pécan', 'noix de cajou', 'pistache', 'oeuf', 'blé et orge']",['E322i - Lécithine'],['Non végétalien'],4,34 g,en quantité élevée,16 g,en quantité élevée,44 g,en quantité élevée,0.02 g,en faible quantité,2155,-1%,?,,2155 kj(515 kcal),-2%,34,-1%,16,-23%,47,+9%,44,+18%,"6,7",-0%,"0,02",-49%,"0,008",-49%,20,-7%,E,-7%,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,Chocolat noir aux amandes et écorces d'orange confites,"['EAC', 'Fabriqué en Suisse', 'Sans huile de palme']",,,,"['Lait', 'Fruits à coque', 'Soja']",,,
323,Kägi Fret - 50g,7610046000501,,50 g,,['Kägi'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,,,"['France', 'Suisse']","['sucre', 'graisse de palmé', 'farine de froment', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'cacao en poudre', 'noisettes', 'fibres de blé moulues', ""jaune d'oeuf en poudre"", 'émulsifiant: lécithine de soja', 'sel de cuisine', 'poudre à lever', 'bicarbonate de sodium', 'extrait de vanille', ' Fabriqué en Suisse']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,35 g,en quantité élevée,25 g,en quantité élevée,38 g,en quantité élevée,0.24 g,en faible quantité,2333,+8%,559,+11%,2333 kj(559 kcal),+11%,35,+28%,25,+66%,57,+3%,38,-16%,"6,4",-6%,"0,24",-26%,"0,096",-26%,25,+2%,E,+2%,,,,,,,,,['Fabriqué en Suisse'],,,,"['Gluten', 'Fruits à coque']",,['Huile de palme'],
324,"Pain Croustillant Sésame Roland 200 gr, 5 Paquets - 200g",7610058001107,,200 g,,['Roland'],,,,,"['France', 'Suisse']","['Seigle complet broyé ', '88%', 'sésame ', '10%', 'sel', 'info allergies: voir ingrédients indiqués en gras']",,[],,,,,,,,,,1581,,380,,1581 kj(380 kcal),,"9,5",,"1,6",,51,,"6,1",,12,,"1,4",,"0,56",,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,['Graines de sésame'],,,
325,Les Ficelles au fromage et aux légumes - Kambly - 100g,7610058207738,B,100 g,['100g'],['Kambly'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs fourrés au fromage']",['Suisse'],,['Magasins U'],"['France', 'Suisse']","['farine de blé', 'beurre', 'levure', 'fromage de gruyère ', '3', '4%', 'oignon rouge en poudre ', '2', '8%', 'poireau séché ', '2', '2%', 'sel', 'extrait de malt d’orge', 'ail en poudre ', '0', '6%', 'sucre', 'lait écrémé en poudre', 'fromage en poudre', 'épinard en poudre ', '0', '2%', 'poudre à lever ', 'bicarbonate de sodium', 'acérola en poudre ', 'sur fécule de manioc']",['E500ii - Carbonate acide de sodium'],['Non végétalien'],3,15 g,en quantité modérée,9.3 g,en quantité élevée,5.2 g,en quantité modérée,2.3 g,en quantité élevée,1849,-17%,440,-14%,1849 kj(440 kcal),-17%,15,-53%,"9,3",-52%,62,+34%,"5,2",-20%,13,+31%,"2,3",+26%,"0,92",+26%,25,+11%,E,+11%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,['Suisse'],,"['Gluten', 'Lait']",,,
