,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,packaging,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,generic_name,additives,origin_detail,link,palm_ingredients,brand_owner
456,1/2 filet mignon de porc fumé,2985425003004,"['FR 73.065.717 CE', 'Chambéry (Savoie, France)']",['France'],[],[],?,257,"7,1","2,5",46,1075 kj(257 kcal),"3,4","0,1","6,7","2,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Aubier tilleul,3700446413347,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Tomate cerise parmesan et ses graines torréfiees,3272644000075,,['France'],[],[],?,218,"18,2","10,4","4,7",912 kj(218 kcal),"2,5","7,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Figurine avec coque en chocolat céréales,7613287102058,,['France'],[],[],?,536,"30,9","54,3","9,4",2243 kj(536 kcal),"18,5","52,9","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Diego le dino,3250393004063,,['France'],[],[],?,550,33,55,"7,4",2301 kj(550 kcal),20,54,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Yaourts nature sans OGM pays basque,3770012771003,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,miel de lavande,3613042662357,,['France'],[],[],?,?,?,?,?,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
463,Pommes,3760254126105,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Melange Duo Gourmand,2600271025917,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,McCain,8710438116700,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['McCain'],,,,,,,,,,,,,,
466,Confitures tradition poivron safran,3770008804913,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,California tentation,3760301891192,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Confiture mure,77617521,,['France'],[],[],?,178,0,42,0,745 kj(178 kcal),0,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Bretzels aux herbes de provence,3027030019564,,['France'],[],[],?,401,"6,5",73,11,1678 kj(401 kcal),1,"2,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Jambon cuit choix,0207661028996,,['France'],[],[],?,106,"2,8","1,1",19,444 kj(106 kcal),1,"1,1","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Brochettes de légumes,8008500001253,,['France'],[],[],?,13,"0,2","1,2","0,6",54 kj(13 kcal),"0,1","0,1","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,sirop de grenadine - Auchan,3596710484430,,['France'],[],[],?,323,"0,5",81,"0,5",1351 kj(323 kcal),"0,1",80,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",,,,,,,,,,+37%,+25%,+350%,+241%,+34%,+37%,+367%,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['Auchan'],,,"['Nutriscore', 'Nutriscore E']",,,['Auchan'],,,,,,,,
473,Olio extra vergine di oliva pellegrino,8012887000600,,['France'],[],[],?,899,"99,9",0,0,3761 kj(899 kcal),"13,8",0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,-1%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
474,Banane chips,2600128006892,,['France'],[],[],?,498,24,70,4,2084 kj(498 kcal),22,16,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Bœuf mariné et attendri - Jean Rozé,0210734028274,,['France'],[],[],?,120,"4,5","0,9",19,502 kj(120 kcal),"1,7","0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jean Rozé'],,,"['Viande Française', 'Viande Bovine Française', 'Nutriscore', 'Nutriscore B']",,,,,,,,,,,
476,Miel Bourdon,3770015984028,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,India Pale Ale Brasserie Alaryk 33CL,3760265800063,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Datte,3760302900558,,['France'],[],[],?,295,"0,2","76,1","2,4",1234 kj(295 kcal),"0,15",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Duo mix sushi,3760299915825,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Port Salut,2255491020992,,['France'],[],[],?,314,26,"0,1",20,1314 kj(314 kcal),"17,5","0,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Fresca Colomba,8004970116916,,['France'],[],[],?,437,21,55,"6,4",1828 kj(437 kcal),"8,7",33,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Gateau au miel - 400g,3760298080135,,['France'],[],[],?,378,"11,6",63,"4,8",1582 kj(378 kcal),"7,6","40,8",1,"0,4",,"['Biscuits et gâteaux', 'Gâteaux']",11.6 g,en quantité modérée,7.6 g,en quantité élevée,40.8 g,en quantité élevée,1 g,en quantité modérée,,-6%,-6%,-41%,-0%,+27%,+46%,-12%,+64%,+64%,24,+34%,E,+34%,,,,,,,,,400 g,,,,,,,,,,,,,
483,Gingembre confit,2412525055171,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Le vieux pané,0284952028996,,['France'],[],[],?,309,25,"0,5",21,1293 kj(309 kcal),17,"0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Bruschetta norvégienne,2030500164849,,['France'],[],[],?,204,"3,9",30,12,854 kj(204 kcal),"2,1",1,"1,33","0,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Fromage blanc fermier -  - 500g,3386216594012,"['FR 44.035.032 CE', 'Chapelle-sur-Erdre (Loire-Atlantique, France)']",['France'],[],[],?,?,?,?,?,,,,,,B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,,,,,,,,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,500g,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
487,Savorito,8414606532117,,['France'],[],[],?,260,5,88,0,1088 kj(260 kcal),3,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Tartinables aux olives BIO,3435567000618,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Cocktail tavauk sosis,4012885450197,,['France'],[],[],?,1060,"18,3","8,48","12,3",4435 kj(1060 kcal),"6,46",7,"3,75","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Stracchino,8000212040520,,['France'],[],[],?,257,22,"2,3",14,1075 kj(257 kcal),15,"2,3","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Pipe rigate au blé complet,3760313560055,,['France'],[],[],?,1402,1,65,12,5866 kj(1402 kcal),0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",,,,,,,,,,,
492,Zero nacho chips,5600961132939,,['France'],[],[],?,388,10,20,45,1623 kj(388 kcal),"0,9",3,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Lots of nuts,5701397336936,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Crackers aux graines et épices marocaines,3770019547045,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Tome de brebis,2902733004790,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits de montagne', 'Fromages de montagne', 'Fromages de brebis', 'Tommes', 'Tomme de brebis']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
496,Sauce Andalouse,3683080567785,,['France'],[],[],?,460,"46,3","8,6","1,2",1925 kj(460 kcal),"3,7","5,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Terrine de campagne aux 3 poivres,0211370015819,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",['France'],[],[],?,298,"25,4","3,2","14,1",1247 kj(298 kcal),"9,9","0,7","1,73","0,692",,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",25.4 g,en quantité élevée,9.9 g,en quantité élevée,0.7 g,en faible quantité,1.73 g,en quantité élevée,,-8%,-8%,-10%,-8%,+40%,-19%,+1%,+8%,+8%,19,-2%,E,-2%,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,
498,La rillette Pur canard - Lartigue,3760067667680,,['France'],[],[],?,400,39,13,1,1674 kj(400 kcal),13,1,11,"4,4",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",39 g,en quantité élevée,13 g,en quantité élevée,1 g,en faible quantité,11 g,en quantité élevée,,-0%,-0%,+6%,+4%,+2149%,+298%,-94%,+703%,+703%,24,+24%,E,+24%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['Lartigue'],,,,,,,,,,,,,,
499,Mini poireaux,3144550007526,,['France'],[],[],?,17,"0,5","2,1","0,7",71 kj(17 kcal),"0,2","1,6","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Chocolat praline,3700983202503,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Les darons vieilles vigne de grenache,3700290103883,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,"Good Flow Honey Co Pure Wildflower Honey, 12 Oz",0795706000835,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,L’oeuf coque,7862400817199,,['France'],[],[],?,568,36,53,"6,6",2377 kj(568 kcal),18,53,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Oreomaxibuenos,3182670201721,,['France'],[],[],?,100,10,20,70,418 kj(100 kcal),"0,2",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Tuiles aux amandes,3760190852519,,['France'],[],[],?,445,"15,4","63,9","9,6",1862 kj(445 kcal),"1,2","52,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Pavés à l'échalote,0210735031624,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,
507,Caramels fleur de sel,2600317015285,,['France'],[],[],?,399,"9,1","75,7","3,5",1669 kj(399 kcal),"5,9","53,8","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Tomme dorée chistera igp,0204326021194,,['France'],[],[],?,344,28,1,22,1439 kj(344 kcal),20,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Dessert au chocolat - Ferme du beffroi,3374273510021,,['France'],[],[],?,102.5,"2,7","14,5",5,429 kj(102 kcal),"1,7","13,5","0,16","0,064",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts au chocolat']",2.7 g,en faible quantité,1.7 g,en quantité modérée,13.5 g,en quantité élevée,0.16 g,en faible quantité,,-48%,-47%,-71%,-70%,-29%,-23%,+11%,-8%,-8%,1,-88%,B,-88%,,,,,,,,['Ferme du beffroi'],,,,,,,,,,,,,,
510,Eclaire vanille,0206704016075,,['France'],[],[],?,199,"6,4",31,"4,3",833 kj(199 kcal),"3,1",22,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Choux chantilly fraise,0201526020330,,['France'],[],[],?,280,23,15,"2,8",1172 kj(280 kcal),14,10,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Les Vergers de la Ménardière,3760003590515,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,100% Real Casein - Prozis,5600854626620,,['France'],[],[],?,355,"1,6","4,2",81,1485 kj(355 kcal),1,"0,8","0,79","0,316",,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",1.6 g,en faible quantité,1 g,en faible quantité,0.8 g,en faible quantité,0.79 g,en quantité modérée,,-5%,-4%,-63%,-43%,-40%,-74%,+15%,+5%,+5%,2,-55%,B,-55%,,,,,,,,['Prozis'],,,,,,,,,,,,,,
514,4304493303379,4304493303379,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Mimilette Extra Vieille,0206945029650,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,crème glacée pistache,3770012130183,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Pur jus pressé pomme abricot poire - U,3256228419156,,['France'],[],[],?,48.7,"0,333","10,7","0,533",203 kj(48 kcal),"0,067","10,7","0,013","0,005",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",0.333 g,en faible quantité,0.0667 g,en faible quantité,10.7 g,en quantité élevée,0.0133 g,en faible quantité,,+1%,+2%,+73%,+135%,-4%,+3%,+24%,+66%,+66%,5,+11%,C,+11%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['U'],,,,['Union européenne'],,,,,,,,,,
518,Merguez boeuf mouton - Auchan,0203034038777,,['France'],[],[],?,?,?,?,?,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,,,,,,,,,,,,,,,,,,,,,,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,['Auchan'],,,,,,['Auchan'],,,,,,,,
519,Escalopes milanaises Tomate Origan - Le Gaulois,0217827029392,,['France'],[],[],?,132,"1,5","8,3",21,552 kj(132 kcal),"0,4",1,"1,5","0,6",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",1.5 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.5 g,en quantité modérée,,+9%,+10%,+14%,-1%,+174%,+31%,-8%,+171%,+171%,2,,B,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Le Gaulois'],,"['Barquette', 'Frais', 'Sous vide']","['Viande Française', 'Volaille Française', 'Nutriscore', 'Nutriscore B']",,,,,,,,,,,
520,Lamelles de poulpe marinées aux légumes cuisines,4056489362555,,['France'],[],[],?,94,3,"4,4",13,393 kj(94 kcal),"0,4","2,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,
521,PUISSANCE NATURE Kiwi Miel Amande - Fruit i Bee - 30g,3770021004055,,['France'],"['kiwi 77,5% - miel 12,5% - amande 10%']",['Non végétalien'],?,?,"16,2","46,6","8,28",,,"44,08",0,0,,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']",16.2 g,en quantité modérée,,,44.1 g,en quantité élevée,0 g,en faible quantité,,,,+24%,,-8%,+43%,-38%,-100%,-100%,,,,,,,,,,,,['Fruit i Bee'],30 g,['Plastique'],,['France (Pyrénées orientales)'],['France (Pyrénées orientales)'],['comptoir.fruitibee.fr'],['Amande 10\xa0%'],3,,,,http://www.fruitibee.fr,,
522,Agar Agar Pen Lan - Terre exotique,3760063322576,,['France'],[],[],?,?,?,?,?,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Additifs alimentaires', 'Algues et dérivés', ""Produits à base d'algues"", 'Agar-agar']",,,,,,,,,,,,,,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,['Terre exotique'],,,,,,,,,,,,,,
523,Moulage de chocolat au lait décoré,3701412400576,,['France'],[],[],?,561,35,54,"6,4",2347 kj(561 kcal),22,53,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Poulet fermier jaune,2295252013108,,['France'],[],[],?,153,"7,6","0,5",21,640 kj(153 kcal),"2,2","0,5","0,15","0,06",D,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",7.6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.15 g,en faible quantité,,+9%,+9%,+17%,+35%,+23%,+53%,+4%,-11%,-11%,-2,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
525,Pralinés au chocolat au lait fourrés au lait 60%,9002859105791,,['France'],[],[],?,570,37,53,"6,3",2385 kj(570 kcal),20,53,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Pain au chocolt pur beurre,0208186033458,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Chips & potato,8719987850677,,['France'],[],[],?,55,"1,8","6,22","1,4",230 kj(55 kcal),"0,26","0,5","0,087","0,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Filled chocolate easter eggs,8713475797536,,['France'],[],[],?,543,"33,1","55,2","4,8",2272 kj(543 kcal),"20,3","53,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Crème Dessert Noir -  - 250g,3760178253185,,['France'],[],[],?,212,"14,1","18,2","3,2",887 kj(212 kcal),"7,9","17,6","0,1","0,04",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",14.1 g,en quantité modérée,7.9 g,en quantité élevée,17.6 g,en quantité élevée,0.1 g,en faible quantité,,+63%,+63%,+215%,+186%,0%,+15%,-5%,-35%,-35%,12,+151%,D,+151%,,,,,,,,,250 g,,,,,,,,crème dessert cuite au four,,,,,
530,Romarin,3760063332629,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,8015194520403,8015194520403,,['France'],"['detache et nettoie en profondeur toute la maison', 'mais aussi les taches tenaces de vos textiles Attention Produit extremement puissant Pour un Usage sur de nouveles surtaces ou delicates', ""venfier qu'il ny ait pas de problème de décoloration en faisant un essai préalable sur une petite pertie cachée Eviter le contact prolongé du produit pur sur aluminium ou les surfaces peintes Ou vernies"", ""les surfaces chaudes ou en plastique ou en marbre Eviter également lusage sur la vitrocéramique ou le bois naturel Mode d'emploi Pulvériser la tache et rincer avec une éponge"", ' Pour les taches résistántes', 'laisser agr quelques secondes', ' Pour le linge', ""pulvériser Sur la zone à traiter et laver comme d'habitude Chanteclair Dégraissant Marselle"", ' Détergent pour surfaces dures Danger Provoque une imifation cutanée Provoque de graves lesions des ye portée des enfants', ' Porter des gants de protection un equIpement de protection des yeux et du visage', 'EN CAS DE CONTACT AVEC LA PEAU laver abondamment à leau et au B018 savon', ' EN CAS DE CONTACT AVEC LES YEUX: Rincer avec précaution aleau pendant plusieurs minutes', ' Enlever les lentilles de contact si la victime en porte et si elles peuvent être facilement enlevées', "" Continuer à rincer Appeler immédiatement un CENTRE ANTIPOISON ou un médecin En consultation d'un médecin"", 'garder a disposition le récipient oul etiouee Contient: Isopropanolamine', 'Alcohols ethoxylated', 'Quaternary Ci2 - methyl amine ethoxylatemethyl chloride', ' Composition Inferieur a 5 tensioactif non ioNiques', 'cationiques', 'phosphates Autres composante parfum', 'geraniol', 'citronellol', 'limonene', 'benzyl alcoho Chanteclair Ontvettingsmiddel Marseille', ' Reinigingsmiddel voor har oppervlakken', 'GEVAAR', ' Veroorzaakt huidirritatie', ' Veroorzaakt ernstig oogletsel', ' Buiten het ber OPPeren houden', ' Draag handschoenen en oog - en gezichtsbescherming', ' BlIJ CONTACT MET DE arondia wassen met water en zeep', ' BIJ CONTACT MET DE OGEN: Voorzichtig afspoelen met grourende een aantal minuten', ' Contactlenzen verwijderen', 'indien mogelijk', ' Blijven spoelen', ' Onmid Sen ANTIGIFCENTRUM of een arts raadplegen', ' De verpakking of het etiket bewaren in geval van o met een arts', ' Bevat: Isopropanolamine', 'Alcohol geëthoxyleerd', 'quaternary C12-14 alkyl metny ovate methyl chloride', ' Samenstelling: Minder dan 5% niet-ionogene en kationische opperviaktea stoffen', 'fosfaten', ' Overige bestanddelen: pārfum', 'geraniol', 'citronellol', 'limonene', 'benzylalcohal Chanteclair Entfettungsmittel Marseille', ' Reinigungsmittel für harte Oberflächen', ' Gefahr', ' Ver Hautreizungen', ' Verursacht schwere Augenschäden', ' Darf nicht in die Hãnde von Kindern E Schutzhandschuhe/Augenschutz/Gesichtsschutz tragen', ' BEI BERUHRUNG MIT DER HAUT: Mit vie und Seife waschen', ' BEI KONTAKT MIT DEN AUGEN: Einige Minuten lang behutsam mit Wasser Kontaktlinsen nach', 'Möglichkeit entfernen', ' Weiter spülen', ' Eventuell vorhandene GIFTINFORMATIONSZENTRUM oder Arzt anrufen', ' Išt ärztlicher Rat erforderlich', 'Verpackun Enthält: Isopropanolamin', 'Alkohole Ethoxylat', 'Qu Kennzeichnungsetikętt bereithalten', ' C12-14-Alkyldimethylamin-Ethoxylat-Methylchlorid', ' Zusammensetzung: Weniger als 5% nichto kationische Tenside', 'Phosphate', ' Sonstige Bestandteile: Parfum', 'Geraniol', 'Citronellol', 'Limone', 'Benzylal 625mle ALLIANCE SAS 70 rue de la Villette 69003 LYON France', ' Tél 04 37 56 06 05-www', 'chanteclair-france', 'fr Centre Antipoison F Orfila: tél', ' +33 ', '0', ' 145 42 59 59 Antigifcentrum 070 245 245 www', 'cleanright', 'eu ""Ventes Valeurs', 'Hyper+Super+Proxy', 'sprays multi-usages', 'cumul France+ltalie', ""2017 8 015194 520403 Distribué à l'étranger par R"", 'S', ' Srl Via Monte Santo', '37 20831 SEREGNO ', 'MB', '/Italie REETC0626/1 H']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Friture lait,3760105091781,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Sardines Huile d’Olive Citron confit et Piment,3346041413452,,['France'],[],[],?,359,32,"0,5",19,1502 kj(359 kcal),"4,9","0,5",1,"0,4",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",32 g,en quantité élevée,4.9 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,,+45%,+46%,+81%,+28%,+56%,+138%,-11%,+10%,+10%,12,+113%,D,+113%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,['Fabriqué en France'],,,,,,,,,,,
534,Onagre bourrache bio,3492270104088,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Kemia du sud:noix de cajou,3760167860035,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
