,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,labels,ingredients_origins,traceability_code,manufacturing,markets,additives,palm_ingredients,link,producer_info,brand_owner,origin_detail
530,Extra Creamy Peanut Butter - Kraft - 1kg,0068100083095,,1 kg,['Kraft'],['Matières grasses'],"['Canada', 'France']","['SELECT ROASTED PEANUTS', 'SUGAR HYDROGENATED VEGETABLE OIL ', 'COTTON SEED AND RAPESEED OIL', ' SALT,FANCY MOLASSES', 'MONO - AND DIGLYCERIDES', ' ', '10190']",[],?,,600,-25%,"46,7",-47%,"26,7",+11820%,20,+11199%,,,,,,,,,['Arachides'],,46.7 g,en quantité élevée,6.67 g,en quantité élevée,13.3 g,en quantité élevée,0.4 g,en quantité modérée,2510 kj(600 kcal),-25%,"6,67",-71%,"13,3",+8110%,"0,4",+105%,"0,16",+105%,6,-47%,C,-47%,['Bottle'],['Kascher'],['Canada'],,['Canada'],,,,,,,
531,Muesli aux Fruits - Bjorg,00614306,B,,['Bjorg'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['France'],"['Haricots marbrés ', '31%', ' • Flageolets ', '22%', ' Haricots noirs ', '15%', "" • H01vrons rouges ovlais doux • Vinaigre de vin blanc • Menthe • Sel • Sucre • Huile de tournesol • Coriandre • Ciboulette • Graines de moutarde Vinaigre Purée d'ail • Poivre blanc moulu • Poivre noir moulu"", ' Pour les allergènes', 'voir les ingrédients indiqués en aras', ' CONSEILS Mélanger délicatement avant de serv CONSERVATION']",[],?,,361,-9%,"6,3",-41%,"61,3",-0%,"10,1",+5%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,3,6.3 g,en quantité modérée,1.9 g,en quantité modérée,16.3 g,en quantité élevée,0.1 g,en faible quantité,1510 kj(361 kcal),-10%,"1,9",-30%,"16,3",-9%,"0,1",-31%,"0,04",-31%,-2,-158%,A,-158%,,['Bio'],,,,,,,,,,
532,Strong Kitchen Foil - M&S - 500ml e,00643764,,500 ml e,"['M&S', 'Tesco']","['Boissons', 'Eaux', 'Boissons sans sucre ajouté']","['France', 'Royaume-Uni']",['Water'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,"['plastic bottle', 'plastic cap', 'lid', 'pet-bottle']",,"['Royaume-Uni', 'en:Campsie Fells', 'en:Scotland']",,"['Scotland', 'UK']",['Marks & Spencer'],,,,,,
533,"Alpenhaus, le gruyere switzerland + aop, gruyere cheese - 227g",0070272090993,B,227 g,['Alpenhaus'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']","['France', 'Suisse', 'États-Unis']","['Cultured milk', 'salt', 'enzymes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,393,-2%,"32,14",-1%,0,-100%,"28,57",+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Gruyère Cheese,,3,32.1 g,en quantité élevée,17.9 g,en quantité élevée,0 g,en faible quantité,1.52 g,en quantité élevée,1644 kj(393 kcal),-2%,"17,86",-1%,0,-100%,"1,518",+5%,"0,607",+5%,15,+5%,D,+5%,['Plastic'],['AOC'],['Suisse'],['CH 2038'],['Switzerland'],['Meijer'],,,http://www.dcicheeseco.com/alpenhaus/gruyere ,,"Conagra Brands, Inc.",
534,Minu shortbread rounds - Marks & Spencer,00798426,C,,['Marks & Spencer'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['France'],"['Wheatflour contains Gluten ', 'With Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', ' ? Butter ', 'Milk', ' ', '33%', ' Sugar Cornflour ? Rice Flour Salt Raisinq Agent: Sodium Bicarbonate']",[],?,,522,+7%,"28,3",+21%,"60,7",-4%,"5,4",-13%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,['Lait'],,28.3 g,en quantité élevée,17.8 g,en quantité élevée,15.7 g,en quantité élevée,0.875 g,en quantité modérée,2184 kj(522 kcal),+6%,"17,8",+28%,"15,7",-38%,"0,875",+28%,"0,35",+28%,21,-4%,E,-4%,,,,,,['Marks & Spencer'],,,,,,
535,Marc & spencer - Marks & Spencer - 700g,00846776,,700g,['Marks & Spencer'],,"['France', 'Royaume-Uni']",[],[],?,,371,,"6,9",,"59,8",,"12,6",,,,,,,,,,,,,,,,,,,,1552 kj(371 kcal),,1,,"1,4",,"0,08",,"0,032",,,,,,,['Sans sucre ajouté'],,,,['Marks & Spencer'],,,,,,
536,Crunch mueslie chocolat noir,0099000008697,,,,"['Snacks', 'Snacks sucrés']",['France'],[],[],?,,400,-11%,17,-16%,16,-72%,39,+553%,,,,,,,,,,,17 g,en quantité modérée,3 g,en quantité modérée,2.5 g,en faible quantité,1 g,en quantité modérée,1674 kj(400 kcal),-11%,3,-70%,"2,5",-93%,1,+162%,"0,4",+162%,5,-74%,C,-74%,,,,,,,,,,,,
537,"Tomates, Concombre, Fromage Feta Et Olives - Marks And Spencer - 200g",00901871,,200 g,['Marks And Spencer'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades de légumes']",['France'],"['Petites tomates prunes 34%', 'Concombre 32%', ' Fromage feta ', 'Lait', ' 18%', ' Olives Kalamata 6%', 'Oignons rouges', 'Huile de tournesol', 'Huile de tournesol infusée au basilic', 'Sel', 'Vinaigre de vin rouge', ""Huile d'olive vierge extra""]",['Non végétalien'],?,,114,-15%,"9,8",+49%,"2,2",-76%,"3,6",-50%,,,,,,,,,['Lait'],3,9.8 g,en quantité modérée,4 g,en quantité modérée,2.2 g,en faible quantité,0.7 g,en quantité modérée,477 kj(114 kcal),-13%,4,+300%,"2,2",-2%,"0,7",-11%,"0,28",-11%,5,,C,,['Plastique'],,,,,,,,,,,
538,Green Juice - Marks & Spencer,00974097,D,,['Marks & Spencer'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['France', 'Royaume-Uni']","['pasteurised apple and pineapple juice not from concentrate With apple', 'mango', 'passion fruit and kale purée']",[],?,,47,+2%,"0,1",-41%,"11,2",+6%,"0,3",-23%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,0.1 g,en faible quantité,0.02 g,en faible quantité,10.5 g,en quantité élevée,0.1 g,en faible quantité,197 kj(47 kcal),+3%,"0,02",-29%,"10,5",+8%,"0,1",+911%,"0,04",+911%,4,+5%,C,+5%,,['Fabriqué en Espagne'],,,,['Marks & Spencer'],,,,,,
539,Cream Of Tomato Soup - Sainsbury's,01679793,A,,"[""Sainsbury's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']","['France', 'Royaume-Uni']",[],[],?,,56,+37%,"2,5",+45%,6,+31%,"1,9",+104%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,2.5 g,en faible quantité,1.1 g,en faible quantité,5.2 g,en quantité modérée,0.4 g,en quantité modérée,234 kj(56 kcal),+36%,"1,1",+96%,"5,2",+168%,"0,4",-39%,"0,16",-39%,2,+41%,B,+41%,['pp-bottle'],,,,,"[""Sainsbury's""]",,,,,,
540,Beignet Chocolat - Carrefour,0201173016403,,,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['France'],"['Pâte 69% : farine de BLÉ', 'ŒUFS', 'huiles de colza et de tournesol', 'eau', 'sucre', 'levure', 'jaunes d’œufs', 'sel', 'émulsifiants', ""mono et diglycérides d'acides gras et esters diacétyl-tartriques de monoglycérides d'acides gras"", 'colorant : caroténoïdes', 'gluten de Blé Fourrage 31% : sucre', 'huile de colza', 'pâte de NOISETTE', 'poudre de LAIT écrémé', 'cacao maigre en poudre 2%', 'émulsifiant : lécithine de tournesol', 'arôme naturel et arôme naturel de vanille']",['Non végétalien'],?,,389,+10%,18,+14%,46,+2%,"7,5",+18%,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,18 g,en quantité modérée,2 g,en quantité modérée,20 g,en quantité élevée,0.7 g,en quantité modérée,1628 kj(389 kcal),+9%,2,-42%,20,+23%,"0,7",-5%,"0,28",-5%,9,-25%,C,-25%,,,,,,['Carrefour'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160 - Caroténoïdes', 'E322i - Lécithine']",,,,,
541,Bretzels - Leclerc - 320g (2 * 160g),0201216009843,,320 g (2 * 160 g),['Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",['France'],"['Farine ', 'farine de blé tendre ', 'GLUTEN', 'GLUTEN de blé levure désactivée', 'agent de traitement de la farine: E300', 'eau', 'huile de colza', 'levure', 'améliorant ', 'sucre farine de blé malté ', 'GLUTEN', 'épaississant E412v émulsifiants E472e', 'E417', ""correcteur d'acidité E450"", 'extrait de malt ', ""malt d'orge "", 'GLUTEN', 'eau', 'huile végétale de colza', 'antioxydant E300', 'sel fin', ""correcteur d'acidité: E524"", 'LAIT', '\r1 sachet de gros sel ', 'gros sel', 'antiagglomérant E535']",['Non végétalien'],?,,303,-5%,"5,9",-14%,55,+3%,"7,7",-11%,,,,,,,,,"['Gluten', 'Lait']",4,5.9 g,en quantité modérée,0.8 g,en faible quantité,3.3 g,en faible quantité,5 g,en quantité élevée,1268 kj(303 kcal),-5%,"0,8",-17%,"3,3",-12%,5,+176%,2,+176%,13,+45%,D,+45%,['Plastique'],['Point Vert'],,,,['Leclerc'],"['E300 - Acide ascorbique', 'E417 - Gomme tara', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E524 - Hydroxyde de sodium', 'E535 - Ferrocyanure de sodium']",,,,,
542,Confiture de fraises,0201300022192,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],[],[],?,,54,-75%,"0,2",-17%,"4,94",-91%,"0,4",-10%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,0.2 g,en faible quantité,0.015 g,en faible quantité,4.24 g,en faible quantité,0.003 g,en faible quantité,226 kj(54 kcal),-75%,"0,015",-67%,"4,24",-92%,"0,003",-87%,"0,001",-87%,-5,-157%,A,-157%,,,,,,,,,,,,
543,Pastels de nata,0201476018371,,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",['France'],[],[],?,,227,-17%,"9,6",-14%,30,-19%,"4,9",+20%,,,,,,,,,,,9.6 g,en quantité modérée,4.2 g,en quantité modérée,15 g,en quantité élevée,0.44 g,en quantité modérée,950 kj(227 kcal),-17%,"4,2",-26%,15,-28%,"0,44",-2%,"0,176",-2%,7,-49%,C,-49%,,,,,,,,,,,,
544,Pain au chocolat,0202480018890,D,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],?,,26,-93%,6,-73%,8,-81%,2,-72%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,6 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,1 g,en quantité modérée,109 kj(26 kcal),-93%,2,-85%,3,-75%,1,+11%,"0,4",+11%,4,-80%,C,-80%,,['Point Vert'],,,,,,,,,,
545,Yaourt grec - Mavrommatis,0203097008533,,,['Mavrommatis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['France'],"['lait de vache', 'crème de lait', 'protéine de lait', 'culture de yaourt']",['Non végétalien'],?,,123,+5%,10,+46%,"3,5",-60%,"4,8",+8%,,,,,,,,,['Lait'],4,10 g,en quantité modérée,7.5 g,en quantité élevée,3.5 g,en faible quantité,0.1 g,en faible quantité,515 kj(123 kcal),+5%,"7,5",+69%,"3,5",-56%,"0,1",-14%,"0,04",-14%,6,+47%,C,+47%,,,,,,,,,,,,
546,Aiguillette de poulet - La nouvelle agriculture - 198g,0213329019480,C,198 g,['La nouvelle agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],['Aiguillettes de poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,104,-17%,"1,3",-30%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,435 kj(104 kcal),-17%,"0,4",-16%,0,-100%,"0,11",-75%,"0,044",-75%,-4,,A,,"['Barquette', 'Plastique', 'Film', 'sous atmosphère protectrice', 'Frais']","['Sans OGM', 'Viande-francaise', 'Point Vert', 'Volaille-francaise', 'Bleu Blanc Cœur volaille']",['France'],"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",['France'],['Leclerc'],,,,,,
547,Filet De Poulet Fermier De Loué,0213430036543,D,,['Loué'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],?,,104,-21%,?,,?,,21,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,1.5 g,en quantité modérée,1.5 g,en faible quantité,0.4 g,en quantité modérée,435 kj(104 kcal),-20%,"1,5",+101%,"1,5",+517%,"0,4",-47%,"0,16",-47%,,,,,,,,,,,,,,,,
548,"Ailes de poulet - 0,368kg",0215523021719,D,"0,368 kg",,"['Viandes', 'Volailles', 'Poulets', 'Ailes de poulet']",['France'],[],[],?,,194,-2%,13,+8%,"1,2",-54%,18,-5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,13 g,en quantité modérée,4.1 g,en quantité modérée,0.9 g,en faible quantité,1.1 g,en quantité modérée,812 kj(194 kcal),-1%,"4,1",+24%,"0,9",+5%,"1,1",-18%,"0,44",-18%,5,-30%,C,-30%,,['Bio'],,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,
549,Bananes - Fairtrade,0219616015685,B,,['Fairtrade'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],?,,89,-9%,"0,3",+41%,23,+6%,"1,1",-8%,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,0.3 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,,,372 kj(89 kcal),-9%,"0,1",+14%,12,-19%,,,,,,,,,,['Bio'],,,,,,,,,,
550,Barre aux noix chocolat noir et sel de mer - Be-kind - 40g,0265217675,,40 g,['Be-kind'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['France'],"['assortiment de noix ', 'amandes', 'arachides', 'noix', 'inuline ', 'à partir de racine de chicorée', 'miel', 'huile de palme', 'sucre', 'riz croustillant', 'poudre de cacao', 'glucose', 'sel de mer', 'lécithine de soja', 'poudre de lait', 'extrait de vanille']","['Huile de palme', 'Non végétalien']",?,,492,+16%,"37,5",+137%,40,-34%,14,+87%,,,,,,,,Barre aux noix chocolat noir et sel de mer,"['Lait', 'Fruits à coque', 'Arachides', 'Soja']",4,37.5 g,en quantité élevée,8 g,en quantité élevée,13.5 g,en quantité élevée,0.762 g,en quantité modérée,2060 kj(492 kcal),+16%,8,+34%,"13,5",-50%,"0,762",+95%,"0,305",+95%,13,-2%,D,-2%,['Plastique'],"['en:gluten-free', 'Naturel']",['États-Unis'],,,['Monoprix'],['E322i - Lécithine'],['Huile de palme'],,,,
551,Ice Breakers Sours Mixed Berry,03499504,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],[],[],?,,5,-99%,0,-100%,1,-99%,0,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,21 kj(5 kcal),-99%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,
552,Chocolate Con Almendras - Snickers - 1.76oz,04010508,,1.76 oz,['Snickers'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'artificial flavor', 'corn syrup', 'almonds', 'sugar', 'skim milk', 'palm oil', 'less than 2% - lactose', 'salt', 'hydrogenated palm kernel oil', 'egg whites', 'artificial flavor']","['Huile de palme', 'Non végétalien']",?,,230,-50%,10,-55%,27,-53%,3,-63%,,,,,,,,,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",4,10 g,en quantité modérée,4 g,en quantité modérée,10 g,en quantité modérée,0.1 g,en faible quantité,962 kj(230 kcal),-51%,4,-51%,10,-80%,"0,1",-81%,"0,04",-81%,5,-79%,C,-79%,,,,,,,['E322i - Lécithine'],,,,Mars Chocolate North America LLC,
553,Parmigiano reggiano parmesan affiné 22 mois râpé frais - Giovanni Ferrari - 60g e,04612449,D,60 g e,['Giovanni Ferrari'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages italiens', 'Fromages râpés', 'Parmigiano Reggiano']",['France'],"['lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1618,-3%,?,,28,-6%,0,-100%,33,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,Fromage râpé frais en poudre au lait cru de vache à pâte dure cuite,['Lait'],3,28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,1618 kj(387 kcal),-3%,19,-4%,0,,"1,6",0%,"0,64",0%,16,-4%,D,-4%,"['Sachet plastique', 'Plastique', 'Frais']","['Point Vert', 'Fabriqué en Italie', 'AOP']",,,['Italie'],,,,,,,
554,"Arizona - Cowboy cocktail Mucho mango - 1,5litre",0613008742652,,"1,5 litre",['Arizona'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],[],[],?,,34,-60%,0,-100%,"8,9",-55%,"0,01",-98%,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité élevée,0 g,en faible quantité,142 kj(34 kcal),-62%,0,-100%,"8,6",-53%,0,-100%,0,-100%,11,-8%,E,-8%,,,,,,,,,,,,
555,So Nice Almond Unsweet Org Fresh,0626027087819,E,,['So Nice'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]","['Canada', 'France']","[""BASE D'AMANDES BIOLOGIQUES "", 'EAU FILTRÉE', 'AMANDES BIOLOGIQUES ENTIÈRES', 'PHOSPHATE TRICALCIQUE', 'GOMME DE CAROUBE BIOLOGIQUE', 'SEL MARIN', 'GOMME GELLANE', 'BICARBONATE DE SODIUM', 'AROME NATUREL', 'PALMITATE DE VITAMINE A', 'GLUCONATE DE ZINC', 'RIBOFLAVINE', 'VITAMINE D2', 'VITAMINE B12']","['Végétalien', 'Végétarien']",?,,12,-68%,1,-53%,"0,4",-89%,"0,4",-54%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,4,1 g,en faible quantité,0.08 g,en faible quantité,0 g,en faible quantité,0.112 g,en faible quantité,"50,4 kj(12 kcal)",-68%,"0,08",-68%,0,-100%,"0,112",+28%,"0,045",+28%,0,-100%,B,-100%,,"['Bio', 'Végétarien', 'Végétalien']",,,,,"['E341iii - Phosphate tricalcique', 'E410 - Gomme de caroube', 'E418 - Gomme gellane', 'E500ii - Carbonate acide de sodium']",,,,,
556,Dasani Eau Reminéralisée - Coca-Cola Company,06717401,,,['Coca-Cola Company'],,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,0,,0,,,,,,,,,,,,,,,,,
557,Strawberry Muesli Minis - Make Good,0687456226026,,,['Make Good'],,['France'],[],[],?,,357,,11,,63,,6,,,,,,,,,,,,,,,,,,,,1494 kj(357 kcal),,2,,25,,"0,02",,"0,008",,,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,
558,4 Quenelles fraiches bio - Giraudet - 200g,0711242480047,B,200 g,['Giraudet'],"['Plats préparés', 'Quenelles', 'Quenelles nature']",['France'],[],[],?,,?,,?,,?,,?,,76.7%,10.9%,5.4%,4.0%,2.4%,0.6%,65,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,
559,100% whey protein professional - sitec - 2350g,0728633101467,,2350g,['Sitec'],['Compléments alimentaires'],['France'],"['Protéines de lait', 'taurine', 'arôme banane', 'chlorure de sodium', 'arôme crème', 'L-glutamine', 'dextrose', 'épaississant: gomme de xanthane', 'L-leucine', 'édulcorants: acésulfame de potassium', 'sucralose', 'bromélaïne', 'papaïne']",['Non végétalien'],?,,390,+34%,5,-21%,"12,7",-34%,"73,3",+114%,,,,,,,,,['Lait'],4,5 g,en quantité modérée,3.33 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,1632 kj(390 kcal),+35%,"3,33",+34%,5,-30%,0,-100%,0,-100%,3,-54%,C,-54%,['pot plastique'],,,,,['Belair Fitness'],"['E415 - Gomme xanthane', 'E641 - L-leucine', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E1101 - Protéases']",,http://www.sciteconline.com/language/fr/produits/scitec_nutrition/proteines/100_whey_protein_pro,,,
560,Céréales Croque-matin (noix) - Jordans - 500g,0737282310724,,500 g,['Jordans'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']","['Canada', 'France']",[],[],?,,520,+49%,24,+320%,64,+9%,10,+6%,,,,,,,,,,,24 g,en quantité élevée,6 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,2176 kj(520 kcal),+49%,6,+280%,20,+251%,"0,1",-67%,"0,04",-67%,15,+820%,D,+820%,,,,,,,,,,,,
561,Biscuits Petit-Déjeuner Yaourt aux Céréales Complètes - Sans Sucres Ajoutés - gullón - (5x 2biscuits) - 220g,0795130046461,D,(5 x 2 biscuits) - 220g,['gullón'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Biscuit sec pour petit déjeuner']","['France', 'Espagne', 'États-Unis']","['Céréales complètes 41,5% ', 'farine de blé complet', ""flocons d'avoine"", ""farine d'orge complet"", 'farine de seigle complet', 'fourrage crème 28% [édulcorants ', 'maltitol', 'lait écrémé en poudre 18,5%', 'graisse végétale ', 'huile de palme', 'palmiste', ' ', 'Amidon de blé', 'huile végétale ', 'huile de tournesol avec forte teneur en acide oléique', 'lait écrémé en poudre 9%', 'émulsifiant: lécithine de soja', 'acide lactique', 'arôme yogourt 0,3%]', 'édulcorant ', 'maltitol', 'huile végétale ', 'huile de tournesol à haute teneur en acide oléique', 'fibre végétale ', 'Riz soufflé 3% ', 'farine de riz', 'farine de blé', 'sel', 'lait écrémé en poudre', 'agents de levage ', 'bicarbonates de sodium et ammoniac', 'émulsifiant: lécithine de soja', 'arômes', 'sel']","['Huile de palme', 'Non végétalien']",?,,409,-7%,"15,91",+5%,"72,73",+11%,"9,09",+13%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Biscuits pour Petit-Déjeuner avec fourrage de lait saveur yaourt sans sucre avec édulcorant,"['Gluten', 'Lait', 'Soja']",4,15.9 g,en quantité modérée,4.55 g,en quantité modérée,4.55 g,en faible quantité,0.568 g,en quantité modérée,1711 kj(409 kcal),-7%,"4,55",+54%,"4,55",-79%,"0,568",-31%,"0,227",-31%,7,-44%,C,-44%,"['Carton', 'sachets fraicheurs', 'Plastique']","['Peu ou pas de sucre', 'Sans sucre ajouté', 'Sans cholestérol', 'Avec édulcorants', 'Riche en acide oléique', 'Réduit en calories']",,,['Espagne'],['Noz'],"['E322i - Lécithine', 'E270 - Acide lactique', 'E965 - Maltitol', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,http://www.gullon.es/en/SandYogurSF,,GULLON,
562,Organic Lollipops - Naturalia,0810165010017,,,['Naturalia'],"['Boissons', 'Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes', 'Boissons sans sucre ajouté']",['France'],"['IJ doxïde de ', 'K O', ' soluble dans [eau', ' ', 'Û', ' ', 'O', '002 Cuivre ', 'Cu', ' chelate par EOIA', ' 0,05 Fet ', 'Fe', ' ', 'helate pot ', ' 0,02 t,langanese de zinc ', 'Zn', ' ', 'liélaté EDTA', ' Soluble dans Veau', ' Engrais contenant des']","['Végétalien', 'Végétarien']",?,,349,-7%,0,-100%,90,+1%,0,-100%,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.03 g,en faible quantité,1460 kj(349 kcal),-8%,0,-100%,66,-8%,"0,03",-71%,"0,012",-71%,16,+9%,E,+9%,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,,,['Naturalia'],,,,,,
